,Levitt_alpha,y
Neg_106,-0.8976,0
Neg_453,-0.51875,0
Neg_1396,-1.16761,0
Neg_2665,0.43143,0
Neg_2357,0.10952,0
Neg_1937,-0.10219,0
Neg_2673,-0.75653,0
Neg_693,-0.94773,0
Neg_769,-0.35892,0
Neg_2833,0.02288,0
Neg_2773,-0.82991,0
Neg_1447,-0.12164,0
Neg_29,-0.17815,0
Neg_489,-0.32702,0
Neg_2545,-0.13847,0
Neg_1306,0.41695,0
Neg_617,-0.38323,0
Neg_1372,0.93986,0
Neg_2481,-1.00523,0
Neg_1908,-0.66311,0
Neg_1981,1.82772,0
Neg_906,-0.81006,0
Neg_1425,-0.58593,0
Neg_846,-0.79957,0
Neg_2611,0.1772,0
Neg_1230,-1.174,0
Neg_1906,-1.03534,0
Neg_2554,-1.04631,0
Neg_348,-0.96779,0
Neg_477,0.35102,0
Neg_67,0.26553,0
Neg_2639,-0.53183,0
Neg_2012,-0.91782,0
Neg_1028,-0.61447,0
Neg_1874,-0.86144,0
Neg_1109,-0.56474,0
Neg_2529,-1.11078,0
Neg_2141,0.80156,0
Neg_2462,-0.37955,0
Neg_2011,0.29755,0
Neg_377,-0.80911,0
Neg_90,-0.25806,0
Neg_1506,-0.4691,0
Neg_767,-1.36436,0
Neg_434,0.06694,0
Neg_1460,-0.42223,0
Neg_1666,-0.59832,0
Neg_126,-0.37534,0
Neg_2668,-1.0309,0
Neg_1674,-0.29457,0
Neg_2140,0.12828,0
Neg_323,2.46549,0
Neg_2514,-0.42216,0
Neg_598,-0.8303,0
Neg_2337,-0.8897,0
Neg_497,-1.16906,0
Neg_2693,-0.68154,0
Neg_1651,-0.6756,0
Neg_2347,0.04588,0
Neg_68,-1.19445,0
Neg_318,0.07852,0
Neg_2441,1.66604,0
Neg_2136,-0.94252,0
Neg_870,-0.82689,0
Neg_699,-0.26175,0
Neg_1726,-0.81187,0
Neg_1325,0.04105,0
Neg_2002,0.13917,0
Neg_519,-0.88991,0
Neg_199,-0.40257,0
Neg_471,-0.56803,0
Neg_1673,0.80315,0
Neg_272,-1.22735,0
Neg_118,-0.92557,0
Neg_135,1.12157,0
Neg_2502,-0.43643,0
Neg_2787,-0.23938,0
Neg_546,-0.32141,0
Neg_127,-0.68778,0
Neg_1784,0.2818,0
Neg_439,3.10929,0
Neg_535,-0.66788,0
Neg_227,-0.91328,0
Neg_2299,-1.15961,0
Neg_2627,0.776,0
Neg_1982,-0.25138,0
Neg_1382,1.58405,0
Neg_2090,-0.6906,0
Neg_1532,0.16286,0
Neg_527,-0.8968,0
Neg_11,-0.24836,0
Neg_1246,-0.33954,0
Neg_2525,-1.08635,0
Neg_2818,-0.65432,0
Neg_1920,-0.72709,0
Neg_918,-0.49107,0
Neg_102,1.11677,0
Neg_2621,0.26466,0
Neg_1585,-0.28275,0
Neg_266,-0.62871,0
Neg_710,0.42618,0
Neg_712,-0.07667,0
Neg_24,-0.08087,0
Neg_170,-0.4855,0
Neg_721,0.47042,0
Neg_1365,-1.11507,0
Neg_1735,0.03377,0
Neg_954,-0.5213,0
Neg_1993,-0.57227,0
Neg_1652,-1.00254,0
Neg_2306,-0.29665,0
Neg_2479,-0.917,0
Neg_423,1.41596,0
Neg_2799,-0.46637,0
Neg_822,-0.75358,0
Neg_931,-0.72668,0
Neg_2497,-1.14256,0
Neg_2925,-0.76226,0
Neg_267,-0.71069,0
Neg_242,-0.97535,0
Neg_233,-0.36026,0
Neg_1868,-0.69676,0
Neg_2032,-1.25553,0
Neg_2720,-1.25416,0
Neg_2343,-1.19057,0
Neg_2055,0.01893,0
Neg_2624,0.29696,0
Neg_745,-0.64662,0
Neg_2850,0.85782,0
Neg_1483,-0.01609,0
Neg_2708,-1.2915,0
Neg_2131,-0.82304,0
Neg_440,-0.29745,0
Neg_793,-0.84608,0
Neg_2000,-0.69495,0
Neg_328,0.27825,0
Neg_2022,0.0412,0
Neg_1676,0.18607,0
Neg_47,-0.70204,0
Neg_889,-0.84292,0
Neg_2715,-0.42826,0
Neg_2214,-0.25111,0
Neg_1579,-0.10393,0
Neg_878,0.09033,0
Neg_2103,-1.01761,0
Neg_1114,-0.74145,0
Neg_681,0.27472,0
Neg_346,0.23617,0
Neg_2532,-0.68231,0
Neg_1669,-0.95313,0
Neg_949,-0.97719,0
Neg_1081,-0.70306,0
Neg_501,1.18515,0
Neg_2079,0.1865,0
Neg_2360,-0.40281,0
Neg_1492,0.95059,0
Neg_1400,0.28197,0
Neg_840,-0.51522,0
Neg_1343,-0.26115,0
Neg_1169,-0.79623,0
Neg_1095,-0.85582,0
Neg_2160,-0.12152,0
Neg_1886,-0.53702,0
Neg_462,-1.07849,0
Neg_1618,-0.33572,0
Neg_1638,-0.94922,0
Neg_335,-1.20492,0
Neg_2543,-1.29002,0
Neg_1503,-1.14979,0
Neg_2634,-0.13091,0
Neg_1295,-0.48108,0
Neg_1778,-0.67065,0
Neg_1420,-0.84271,0
Neg_2915,-0.60737,0
Neg_823,-0.43672,0
Neg_1675,-1.13624,0
Neg_589,-0.5953,0
Neg_1481,-0.94344,0
Neg_2342,-0.87195,0
Neg_1054,0.23837,0
Neg_2098,-0.94433,0
Neg_2847,0.73383,0
Neg_2645,-0.91303,0
Neg_1236,-0.03512,0
Neg_1108,-0.82346,0
Neg_2375,-1.03317,0
Neg_1516,-0.45173,0
Neg_1038,-0.9774,0
Neg_2217,-0.17616,0
Neg_2728,-0.45056,0
Neg_1386,0.18474,0
Neg_1513,-0.98749,0
Neg_816,0.18377,0
Neg_2754,-0.61668,0
Neg_363,-1.10363,0
Neg_2326,-0.44626,0
Neg_2442,-0.7586,0
Neg_2080,0.03746,0
Neg_1213,-0.80389,0
Neg_2687,-0.93854,0
Neg_1636,2.95652,0
Neg_1037,-1.21451,0
Neg_36,-0.51787,0
Neg_1469,-0.64957,0
Neg_1928,-0.03355,0
Neg_916,-1.09161,0
Neg_1155,-0.90263,0
Neg_2793,-1.14085,0
Neg_2052,2.39156,0
Neg_1029,-0.44706,0
Neg_2685,0.44341,0
Neg_280,-0.61298,0
Neg_2924,-0.90473,0
Neg_1552,-0.09431,0
Neg_2150,-0.92266,0
Neg_1454,-0.06532,0
Neg_1438,-0.86161,0
Neg_2910,-1.0361,0
Neg_2210,0.16784,0
Neg_284,-0.33037,0
Neg_2162,0.28365,0
Neg_740,-0.37892,0
Neg_1850,1.97119,0
Neg_2864,-1.04857,0
Neg_2319,-0.5045,0
Neg_2530,0.00973,0
Neg_2094,0.44372,0
Neg_321,0.9229,0
Neg_2126,-1.03981,0
Neg_15,-0.61242,0
Neg_1360,-0.87851,0
Neg_2640,-0.79669,0
Neg_1251,0.71365,0
Neg_830,0.08113,0
Neg_782,-0.59953,0
Neg_2913,-0.30513,0
Neg_794,-0.82083,0
Neg_1435,-0.57477,0
Neg_520,-0.38879,0
Neg_4,-0.24768,0
Neg_228,-1.04862,0
Neg_977,0.33391,0
Neg_618,-0.84147,0
Neg_1278,-0.94521,0
Neg_1858,-1.36672,0
Neg_479,-0.4837,0
Neg_957,-0.85999,0
Neg_2917,-0.34656,0
Neg_1765,-0.88371,0
Neg_1991,1.11809,0
Neg_526,-0.74554,0
Neg_1715,-0.64524,0
Neg_722,-0.33906,0
Neg_747,-1.02681,0
Neg_2498,1.54251,0
Neg_2636,-0.81509,0
Neg_1015,-0.14094,0
Neg_785,-0.56253,0
Neg_560,-0.14198,0
Neg_1254,0.06329,0
Neg_1430,0.99203,0
Neg_1253,-0.94136,0
Neg_2909,-0.91691,0
Neg_1540,-0.68858,0
Neg_997,-0.5574,0
Neg_2812,-0.37397,0
Neg_2694,-0.18491,0
Neg_420,-0.24628,0
Neg_92,-0.70963,0
Neg_1822,-0.77877,0
Neg_678,-0.99816,0
Neg_952,-0.44906,0
Neg_1067,-0.98561,0
Neg_1023,-0.27747,0
Neg_94,-0.05612,0
Neg_1575,-0.44212,0
Neg_2350,-0.76875,0
Neg_2445,-0.27291,0
Neg_2226,-1.15127,0
Neg_568,-0.84134,0
Neg_2515,-1.2201,0
Neg_1334,-0.77971,0
Neg_930,1.53705,0
Neg_354,2.12835,0
Neg_2604,0.2496,0
Neg_69,1.4496,0
Neg_2782,-0.03865,0
Neg_1205,0.57153,0
Neg_1269,0.59501,0
Neg_1188,-0.66807,0
Neg_2705,-0.19642,0
Neg_2896,-0.34895,0
Neg_2890,-0.96668,0
Neg_2813,-0.73664,0
Neg_483,-0.29438,0
Neg_2333,-0.72969,0
Neg_1243,-0.27494,0
Neg_2268,-0.3322,0
Neg_2001,-1.16571,0
Neg_783,0.03877,0
Neg_1611,-0.62869,0
Neg_2424,-0.64174,0
Neg_472,-1.11119,0
Neg_1791,0.72716,0
Neg_645,2.12926,0
Neg_1781,-0.77429,0
Neg_205,-0.53245,0
Neg_2771,-0.97094,0
Neg_1957,0.32648,0
Neg_2408,-0.42425,0
Neg_2298,-1.09808,0
Neg_2301,0.09374,0
Neg_2235,-1.20258,0
Neg_2056,-0.60839,0
Neg_803,0.22159,0
Neg_2461,-0.97069,0
Neg_1185,-0.70416,0
Neg_1794,-0.57197,0
Neg_970,-0.39906,0
Neg_1479,0.01602,0
Neg_775,-0.4196,0
Neg_748,-0.60081,0
Neg_1293,-0.41678,0
Neg_2907,-0.24698,0
Neg_626,-0.41149,0
Neg_1211,-0.28844,0
Neg_2029,-0.46422,0
Neg_2484,-0.39823,0
Neg_737,-0.41994,0
Neg_2637,-0.14236,0
Neg_493,-0.70414,0
Neg_1851,1.09609,0
Neg_275,-0.60975,0
Neg_606,-1.18156,0
Neg_1681,-0.73943,0
Neg_861,-1.12169,0
Neg_2800,-0.58345,0
Neg_390,-1.00822,0
Neg_950,0.45687,0
Neg_2285,-0.02927,0
Neg_1066,-0.73435,0
Neg_1485,0.1304,0
Neg_2718,0.0864,0
Neg_107,0.37902,0
Neg_2560,-0.22099,0
Neg_1520,-0.42811,0
Neg_951,0.11125,0
Neg_2753,-0.27767,0
Neg_2737,-0.54182,0
Neg_2449,-0.09904,0
Neg_1538,-0.6209,0
Neg_1588,-0.51585,0
Neg_1070,-0.4538,0
Neg_1907,-0.89854,0
Neg_1444,-0.31835,0
Neg_2536,-1.29537,0
Neg_1336,1.24133,0
Neg_1125,-1.16005,0
Neg_1238,-0.68598,0
Neg_2438,-0.47807,0
Neg_2869,-0.55514,0
Neg_734,-1.13517,0
Neg_2747,-0.63117,0
Neg_2767,1.08501,0
Neg_347,-0.70996,0
Neg_1890,0.02865,0
Neg_2457,-0.74109,0
Neg_2919,-0.58904,0
Neg_2764,-0.28309,0
Neg_834,-1.31026,0
Neg_1570,-0.32953,0
Neg_2750,-0.3066,0
Neg_290,-1.08616,0
Neg_862,-0.5603,0
Neg_2654,2.27456,0
Neg_597,-1.08368,0
Neg_353,1.38255,0
Neg_2500,-0.94398,0
Neg_1446,-0.73087,0
Neg_842,-0.41547,0
Neg_53,-0.97673,0
Neg_291,-0.83726,0
Neg_1687,-0.20634,0
Neg_809,-0.62521,0
Neg_2858,-0.6008,0
Neg_1779,-0.68067,0
Neg_2114,-0.25349,0
Neg_327,-0.21637,0
Neg_249,-0.24645,0
Neg_514,-1.08038,0
Neg_894,-0.0847,0
Neg_1154,0.11102,0
Neg_1974,-0.73199,0
Neg_607,-0.98186,0
Neg_1464,-0.53785,0
Neg_2840,-0.6907,0
Neg_2251,0.12158,0
Neg_2517,-0.91812,0
Neg_1853,-0.20023,0
Neg_1312,-0.573,0
Neg_2838,-0.16656,0
Neg_1722,0.27944,0
Neg_2116,-0.31833,0
Neg_2327,-0.78315,0
Neg_1128,0.27222,0
Neg_1231,-0.86448,0
Neg_2384,0.78412,0
Neg_713,-0.44075,0
Neg_2475,0.26548,0
Neg_545,-0.7406,0
Neg_1732,-0.12023,0
Neg_1703,0.30863,0
Neg_2537,-1.0581,0
Neg_1601,-1.05366,0
Neg_238,1.1427,0
Neg_2704,1.02747,0
Neg_2652,0.66482,0
Neg_1700,-1.40172,0
Neg_2744,-1.27127,0
Neg_43,-0.09617,0
Neg_235,-0.04859,0
Neg_1433,0.43359,0
Neg_1473,0.69254,0
Neg_1047,-0.30724,0
Neg_2221,-0.36482,0
Neg_691,-1.15323,0
Neg_128,0.47457,0
Neg_1952,-0.99522,0
Neg_2059,-0.4051,0
Neg_661,-1.17917,0
Neg_1100,-0.48471,0
Neg_2458,-0.72797,0
Neg_983,-0.21322,0
Neg_2250,-0.12393,0
Neg_674,-0.84349,0
Neg_2825,4.05839,0
Neg_445,0.68661,0
Neg_640,-0.40618,0
Neg_1903,-1.17818,0
Neg_671,-0.24819,0
Neg_2147,-0.20947,0
Neg_475,0.4234,0
Neg_1302,-0.80877,0
Neg_2077,-1.15064,0
Neg_2040,-0.08946,0
Neg_2660,-0.43397,0
Neg_2166,-0.42886,0
Neg_2376,-0.43046,0
Neg_1962,-0.6947,0
Neg_1000,0.09771,0
Neg_250,-0.73023,0
Neg_1718,-0.94296,0
Neg_750,-1.27569,0
Neg_1014,0.68901,0
Neg_2399,-0.65385,0
Neg_561,-0.80767,0
Neg_1762,-1.39552,0
Neg_1449,1.16349,0
Neg_237,-0.31583,0
Neg_345,-0.66365,0
Neg_2511,-0.64265,0
Neg_2097,-0.16503,0
Neg_1966,-0.52855,0
Neg_255,0.97269,0
Neg_2365,-0.3713,0
Neg_1987,0.34959,0
Neg_2805,0.23281,0
Neg_2904,-0.67979,0
Neg_2872,-0.78492,0
Neg_2355,-0.13783,0
Neg_576,-0.3964,0
Neg_2459,-1.35341,0
Neg_971,-1.00262,0
Neg_898,0.29203,0
Neg_928,1.04722,0
Neg_2823,-0.38533,0
Neg_2364,-0.51367,0
Neg_2806,-0.74483,0
Neg_1871,1.56019,0
Neg_50,0.32594,0
Neg_2496,-1.38887,0
Neg_1030,-0.66285,0
Neg_1978,-0.97882,0
Neg_669,-1.04455,0
Neg_1341,0.40459,0
Neg_843,-0.18884,0
Neg_761,-0.6863,0
Neg_988,-0.34094,0
Neg_2255,-1.39077,0
Neg_2557,0.29634,0
Neg_2677,-0.4753,0
Neg_18,2.23413,0
Neg_315,-0.9684,0
Neg_1741,1.48968,0
Neg_2578,-0.1725,0
Neg_389,-0.38335,0
Neg_210,-0.76583,0
Neg_2427,-1.13865,0
Neg_2323,-0.19032,0
Neg_2007,-0.93682,0
Neg_891,-0.45457,0
Neg_387,-0.67227,0
Neg_741,-1.0229,0
Neg_362,1.37245,0
Neg_1212,0.53695,0
Neg_2057,-0.41702,0
Neg_468,0.21207,0
Neg_2468,0.14971,0
Neg_873,1.55466,0
Neg_1079,-1.06307,0
Neg_1710,1.03977,0
Neg_482,-0.20171,0
Neg_121,-0.66322,0
Neg_2172,0.20337,0
Neg_1897,-0.3696,0
Neg_2690,-0.10807,0
Neg_42,-0.79328,0
Neg_1748,-0.99578,0
Neg_620,1.06823,0
Neg_2881,-0.12495,0
Neg_188,-0.41115,0
Neg_184,-0.89134,0
Neg_584,0.13061,0
Neg_2423,-0.19903,0
Neg_2699,0.20756,0
Neg_147,-0.80628,0
Neg_1376,-0.30417,0
Neg_2589,-1.1935,0
Neg_2501,0.04597,0
Neg_288,-0.9401,0
Neg_982,-0.5601,0
Neg_511,-0.17604,0
Neg_1308,-0.93325,0
Neg_125,-0.90987,0
Neg_564,-0.62832,0
Neg_2039,-0.07269,0
Neg_1237,0.12247,0
Neg_749,-1.04976,0
Neg_189,-0.52187,0
Neg_2815,-0.2096,0
Neg_2573,-0.04275,0
Neg_911,-1.05602,0
Neg_2225,-0.00286,0
Neg_591,-0.86467,0
Neg_428,0.69419,0
Neg_739,-0.81064,0
Neg_449,0.05122,0
Neg_1358,-0.86806,0
Neg_707,-0.84878,0
Neg_1196,-1.14675,0
Neg_1113,-0.09702,0
Neg_1437,-1.10163,0
Neg_996,-0.46654,0
Neg_2480,0.48244,0
Neg_2324,-0.27487,0
Neg_2391,-0.80867,0
Neg_1084,-0.39186,0
Neg_1194,-0.43289,0
Neg_908,-0.72481,0
Neg_638,-1.17998,0
Neg_2741,0.49047,0
Neg_1368,-0.07036,0
Neg_1005,-0.37306,0
Neg_2790,0.63819,0
Neg_1572,-0.47423,0
Neg_1734,-1.03008,0
Neg_435,-0.52035,0
Neg_409,1.07888,0
Neg_436,0.65306,0
Neg_1409,-1.06297,0
Neg_1603,0.5639,0
Neg_2900,-1.03928,0
Neg_469,-1.09133,0
Neg_395,0.80582,0
Neg_2006,-0.41407,0
Neg_2138,-0.39096,0
Neg_1534,-0.6793,0
Neg_726,0.05024,0
Neg_2658,-0.89358,0
Neg_885,-0.69853,0
Neg_1364,-0.51032,0
Neg_2867,-1.31677,0
Neg_1869,-1.01851,0
Neg_429,-0.2442,0
Neg_1518,0.60542,0
Neg_2431,-0.71396,0
Neg_788,2.59895,0
Neg_2574,-1.09409,0
Neg_1548,-0.66957,0
Neg_1959,-0.53324,0
Neg_1124,-1.013,0
Neg_1324,-0.43603,0
Neg_1533,1.62436,0
Neg_2429,-0.43687,0
Neg_2123,-0.20097,0
Neg_384,-0.32689,0
Neg_2551,-0.23544,0
Neg_380,-0.15193,0
Neg_1697,0.46904,0
Neg_2382,1.20838,0
Neg_193,-0.87464,0
Neg_392,-0.33604,0
Neg_1136,-1.26932,0
Neg_2371,-0.20902,0
Neg_910,-0.60717,0
Neg_656,-1.00335,0
Neg_718,-0.75815,0
Neg_400,-1.22578,0
Neg_742,-0.98627,0
Neg_1273,-1.08147,0
Neg_2830,0.68098,0
Neg_567,-0.86669,0
Neg_588,0.77719,0
Neg_183,-0.84584,0
Neg_2770,-0.86748,0
Neg_864,0.56826,0
Neg_2883,-0.0938,0
Neg_2689,0.16322,0
Neg_1381,-0.2421,0
Neg_829,1.15849,0
Neg_2495,1.27441,0
Neg_1148,-0.30169,0
Neg_819,2.39571,0
Neg_2683,0.33508,0
Neg_1304,-1.27826,0
Neg_932,-0.93751,0
Neg_2003,-0.26096,0
Neg_1512,-1.12272,0
Neg_789,-0.70963,0
Neg_1705,-0.956,0
Neg_360,-0.70284,0
Neg_2473,-1.37662,0
Neg_1567,-0.50058,0
Neg_2582,-0.85085,0
Neg_980,-1.00013,0
Neg_2740,-0.67711,0
Neg_1041,-0.58423,0
Neg_2713,-0.7673,0
Neg_593,0.29421,0
Neg_1882,-0.80018,0
Neg_2760,-0.73833,0
Neg_1296,-0.36578,0
Neg_784,-0.30932,0
Neg_2205,0.11487,0
Neg_981,-0.1208,0
Neg_115,0.13195,0
Neg_499,-0.12831,0
Neg_877,-0.30929,0
Neg_594,-1.34965,0
Neg_596,0.1634,0
Neg_156,-0.03019,0
Neg_1199,0.23037,0
Neg_1091,-0.72777,0
Neg_2380,-0.38581,0
Neg_1193,-1.2141,0
Neg_2038,-0.00796,0
Neg_796,-0.399,0
Neg_583,-0.22782,0
Neg_1399,-0.26346,0
Neg_773,-0.69614,0
Neg_2320,-0.24619,0
Neg_2170,-0.46815,0
Neg_1443,-0.70676,0
Neg_1969,-0.9937,0
Neg_1220,-0.21536,0
Neg_1111,0.09887,0
Neg_2065,-0.68812,0
Neg_1451,-0.76423,0
Neg_1328,0.15053,0
Neg_140,-0.87001,0
Neg_258,0.90019,0
Neg_175,-0.19759,0
Neg_2922,0.38207,0
Neg_577,-0.45026,0
Neg_1641,-1.09922,0
Neg_758,-0.31403,0
Neg_2195,-1.3595,0
Neg_157,0.0255,0
Neg_2325,-0.7677,0
Neg_181,-1.108,0
Neg_2641,-0.28249,0
Neg_1505,-0.25926,0
Neg_2608,-0.59254,0
Neg_2181,-1.31203,0
Neg_2798,-0.95536,0
Neg_924,-0.61571,0
Neg_1138,-0.70583,0
Neg_2880,-0.96449,0
Neg_2670,-0.69209,0
Neg_925,-0.88214,0
Neg_230,-0.52247,0
Neg_2071,2.69067,0
Neg_2650,-0.60922,0
Neg_841,0.10471,0
Neg_2054,-0.3154,0
Neg_146,-1.07261,0
Neg_162,-0.83003,0
Neg_990,-0.6814,0
Neg_2024,1.05926,0
Neg_155,-0.60257,0
Neg_1412,-0.03364,0
Neg_619,-0.52144,0
Neg_154,-0.39964,0
Neg_264,0.05582,0
Neg_457,-0.79999,0
Neg_1529,-1.00239,0
Neg_1725,-0.43104,0
Neg_582,-0.68954,0
Neg_2293,-0.67426,0
Neg_2023,0.19994,0
Neg_1192,-1.02024,0
Neg_1702,-0.11391,0
Neg_989,-1.14471,0
Neg_856,-1.1813,0
Neg_2460,-0.03678,0
Neg_1967,0.08788,0
Neg_1584,-0.54215,0
Neg_909,-0.27715,0
Neg_517,-0.49262,0
Neg_2302,-0.80272,0
Neg_1633,-0.51823,0
Neg_2563,0.89705,0
Neg_2911,-1.08724,0
Neg_1261,2.44877,0
Neg_2493,-0.64346,0
Neg_1707,0.34749,0
Neg_2035,0.01016,0
Neg_2507,-0.40902,0
Neg_2843,0.36095,0
Neg_2279,-1.0682,0
Neg_633,-1.26411,0
Neg_1442,0.05427,0
Neg_1910,-1.3957,0
Neg_2307,-0.21768,0
Neg_1627,-0.98004,0
Neg_1043,-0.73037,0
Neg_851,-0.16407,0
Neg_1342,-0.1581,0
Neg_507,1.55519,0
Neg_2892,-0.58315,0
Neg_887,-1.13983,0
Neg_2177,0.31982,0
Neg_2875,-1.1249,0
Neg_187,-0.81164,0
Neg_731,-1.1787,0
Neg_2878,-0.61955,0
Neg_1195,-0.72987,0
Neg_2134,-0.56201,0
Neg_209,-0.3803,0
Neg_2339,-0.49516,0
Neg_1950,-0.98667,0
Neg_1521,0.65522,0
Neg_2328,-0.36493,0
Neg_504,-0.73318,0
Neg_1415,-0.29637,0
Neg_1244,-0.28209,0
Neg_2317,-0.22688,0
Neg_1759,-0.53596,0
Neg_1105,-1.34038,0
Neg_1599,0.23173,0
Neg_349,0.77539,0
Neg_2091,0.04523,0
Neg_2417,-0.97926,0
Neg_100,-0.61807,0
Neg_2420,2.55075,0
Neg_1970,0.34196,0
Neg_893,-1.20345,0
Neg_2534,-0.6649,0
Neg_481,-1.28741,0
Neg_1894,-0.50139,0
Neg_627,-1.15223,0
Neg_2523,-0.60728,0
Neg_1173,0.25323,0
Neg_2625,0.6846,0
Neg_2452,-1.1171,0
Neg_754,-0.25071,0
Neg_2294,0.32341,0
Neg_2466,-0.57718,0
Neg_1017,-1.13595,0
Neg_539,-0.55289,0
Neg_2199,-0.53461,0
Neg_1739,0.5299,0
Neg_1318,-0.70942,0
Neg_2842,-0.81802,0
Neg_1817,-1.16005,0
Neg_1427,-0.22314,0
Neg_60,-0.96184,0
Neg_1202,-1.18493,0
Neg_1417,-1.24115,0
Neg_1392,0.42697,0
Neg_1245,-0.86631,0
Neg_1621,1.22172,0
Neg_2101,-0.52011,0
Neg_1662,-1.1275,0
Neg_967,0.61368,0
Neg_1576,-1.39273,0
Neg_1044,-0.47381,0
Neg_2674,-0.60151,0
Neg_81,-0.64591,0
Neg_1408,-0.09572,0
Neg_1528,1.89586,0
Neg_2218,-1.01953,0
Neg_913,0.33714,0
Neg_1553,-0.50552,0
Neg_1203,-0.0231,0
Neg_2776,0.76255,0
Neg_2133,0.1603,0
Neg_1961,0.1747,0
Neg_1895,-0.95648,0
Neg_2043,-1.271,0
Neg_334,-0.7242,0
Neg_2174,-0.46099,0
Neg_1792,0.30462,0
Neg_1052,-1.19821,0
Neg_1327,-0.68519,0
Neg_2663,-0.38466,0
Neg_644,-1.10984,0
Neg_2092,-0.65613,0
Neg_559,-0.5089,0
Neg_487,-0.0202,0
Neg_2018,0.32675,0
Neg_1474,-1.26113,0
Neg_1264,-0.55052,0
Neg_884,0.50507,0
Neg_1191,-1.354,0
Neg_1852,-0.2549,0
Neg_786,-0.45713,0
Neg_1686,-0.38285,0
Neg_2755,-0.79616,0
Neg_2143,-0.98414,0
Neg_2619,-0.00313,0
Neg_1600,-0.97413,0
Neg_725,-0.73756,0
Neg_70,-1.24456,0
Neg_2340,-1.10285,0
Neg_1366,2.00585,0
Neg_458,-0.58233,0
Neg_744,0.19902,0
Neg_2839,-1.01787,0
Neg_575,-0.12614,0
Neg_1839,-0.48496,0
Neg_2678,-0.79813,0
Neg_1204,0.70193,0
Neg_2351,-0.96017,0
Neg_2899,-0.59836,0
Neg_2474,-1.05993,0
Neg_1760,-0.68556,0
Neg_369,-0.05379,0
Neg_2710,-0.06037,0
Neg_2852,-0.14648,0
Neg_1373,-0.70538,0
Neg_2807,-0.69373,0
Neg_543,-0.88083,0
Neg_1453,-0.20963,0
Neg_860,0.62696,0
Neg_223,1.29649,0
Neg_1842,-1.04667,0
Neg_1769,1.55421,0
Neg_2295,-0.81191,0
Neg_1598,-0.8635,0
Neg_642,-0.68772,0
Neg_2592,-0.14765,0
Neg_2426,-0.0229,0
Neg_1004,-0.93464,0
Neg_2066,1.8485,0
Neg_1482,0.05006,0
Neg_111,-0.79828,0
Neg_2546,-0.16611,0
Neg_2168,-0.07682,0
Neg_1605,-0.90404,0
Neg_2512,0.77396,0
Neg_93,-0.21211,0
Neg_772,-0.72831,0
Neg_206,-0.73345,0
Neg_723,0.40653,0
Neg_1946,-0.12982,0
Neg_2284,-0.33637,0
Neg_2267,-1.073,0
Neg_778,-0.12399,0
Neg_87,-1.016,0
Neg_2746,1.16598,0
Neg_1171,0.0469,0
Neg_1671,-1.01834,0
Neg_2416,0.88701,0
Neg_1935,0.30666,0
Neg_2891,-0.88398,0
Neg_1354,-0.93509,0
Neg_763,-0.50264,0
Neg_1222,0.74041,0
Neg_371,-0.40747,0
Neg_1955,-0.14809,0
Neg_2848,-0.36999,0
Neg_2766,-0.31134,0
Neg_2233,-0.00077,0
Neg_1833,-0.75033,0
Neg_1123,-0.55432,0
Neg_2809,-0.34838,0
Neg_2194,-0.05625,0
Neg_2144,-0.03652,0
Neg_27,-1.05471,0
Neg_2559,-0.18384,0
Neg_2373,1.00454,0
Neg_2161,-0.23943,0
Neg_1954,-0.84762,0
Neg_23,-0.7232,0
Neg_1075,-0.52345,0
Neg_2385,-0.03914,0
Neg_1821,-1.1668,0
Neg_2256,-0.45266,0
Neg_2171,0.27765,0
Neg_921,-0.19402,0
Neg_832,2.90439,0
Neg_552,-0.74632,0
Neg_1002,-0.79695,0
Neg_123,-0.63139,0
Neg_204,-0.50569,0
Neg_375,0.27434,0
Neg_372,-0.31067,0
Neg_1287,0.27245,0
Neg_2125,-0.36576,0
Neg_74,-0.80975,0
Neg_871,-0.65929,0
Neg_694,-1.03408,0
Neg_824,-1.01376,0
Neg_2063,0.37765,0
Neg_1031,-0.78995,0
Neg_332,-0.7517,0
Neg_1165,-0.59902,0
Neg_2186,-0.86586,0
Neg_1986,-0.47389,0
Neg_2394,-0.2078,0
Neg_1379,-0.59538,0
Neg_2522,-0.38522,0
Neg_1899,0.09553,0
Neg_1322,-0.36871,0
Neg_2414,0.31086,0
Neg_26,1.38329,0
Neg_1284,-0.98278,0
Neg_820,-0.38871,0
Neg_863,-0.39399,0
Neg_268,-1.14152,0
Neg_2153,0.52064,0
Neg_63,-0.48475,0
Neg_687,-0.57872,0
Neg_1297,-1.19185,0
Neg_1556,-0.22095,0
Neg_2455,-0.88758,0
Neg_1016,-1.20206,0
Neg_366,-1.01619,0
Neg_641,2.15005,0
Neg_2874,-0.61888,0
Neg_948,-0.56697,0
Neg_2780,-0.02596,0
Neg_760,-1.27526,0
Neg_1782,-0.79281,0
Neg_2735,-0.7608,0
Neg_705,-0.11197,0
Neg_764,-0.1685,0
Neg_1582,-1.20452,0
Neg_1061,0.22967,0
Neg_2183,-0.75894,0
Neg_1543,0.58093,0
Neg_1964,-0.92748,0
Neg_1330,1.02165,0
Neg_2411,-0.62475,0
Neg_25,-0.7665,0
Neg_1463,-0.90453,0
Neg_1738,1.10503,0
Neg_2261,-0.61353,0
Neg_1416,1.21591,0
Neg_2389,-0.47262,0
