,Isoelectric_point,y
Neg_1372,-0.94268,0
Neg_2481,-1.41898,0
Neg_1908,-1.34756,0
Neg_1981,-1.36675,0
Neg_906,-0.99727,0
Neg_1425,0.21579,0
Neg_846,0.69149,0
Neg_2611,-0.06911,0
Neg_1230,1.10166,0
Neg_1906,-1.282,0
Neg_2554,0.6145,0
Neg_348,0.53725,0
Neg_477,0.58375,0
Neg_67,-1.59416,0
Neg_2639,-0.45881,0
Neg_2012,-1.09381,0
Neg_1028,0.17535,0
Neg_1874,0.63025,0
Neg_1109,0.42049,0
Neg_2529,-1.19962,0
Neg_2141,0.55005,0
Neg_2462,1.23388,0
Neg_2011,-1.53371,0
Neg_377,0.60296,0
Neg_90,-0.05782,0
Neg_1506,0.54854,0
Neg_767,0.60565,0
Neg_434,-0.81599,0
Neg_1460,-0.06979,0
Neg_1666,0.37989,0
Neg_126,-0.322,0
Neg_2668,1.46233,0
Neg_1674,1.33256,0
Neg_2140,0.02743,0
Neg_323,1.32136,0
Neg_2514,-0.06574,0
Neg_598,-1.34607,0
Neg_2337,0.3996,0
Neg_497,-0.60219,0
Neg_2693,-1.44914,0
Neg_1651,-0.38501,0
Neg_2347,-0.22294,0
Neg_68,0.38292,0
Neg_318,-1.38941,0
Neg_2441,0.55106,0
Neg_2136,-1.18479,0
Neg_870,0.16929,0
Neg_699,1.22945,0
Neg_1726,0.72687,0
Neg_1325,-0.76039,0
Neg_2002,0.83512,0
Neg_519,0.54782,0
Neg_199,0.71359,0
Neg_471,-0.12859,0
Neg_1673,0.48873,0
Neg_272,-1.13206,0
Neg_118,0.97799,0
Neg_135,0.47424,0
Neg_2502,0.81154,0
Neg_2787,0.88036,0
Neg_546,0.53426,0
Neg_127,0.32092,0
Neg_1784,-0.74051,0
Neg_439,1.37291,0
Neg_535,0.85214,0
Neg_227,0.28554,0
Neg_2299,0.23887,0
Neg_2627,-1.69579,0
Neg_1982,0.15177,0
Neg_1382,0.88499,0
Neg_2090,-1.41683,0
Neg_1532,0.64904,0
Neg_527,-0.43185,0
Neg_11,-1.36254,0
Neg_1246,-1.25041,0
Neg_2525,0.00098,0
Neg_2818,0.70956,0
Neg_1920,0.36574,0
Neg_918,-1.4932,0
Neg_102,0.99147,0
Neg_2621,0.4055,0
Neg_1585,0.75421,0
Neg_266,1.11244,0
Neg_710,0.53186,0
Neg_712,-1.02423,0
Neg_24,0.73454,0
Neg_170,0.91111,0
Neg_721,0.92341,0
Neg_1365,0.37652,0
Neg_1735,0.03484,0
Neg_954,0.01513,0
Neg_1993,0.41864,0
Neg_1652,0.40819,0
Neg_2306,-0.68794,0
Neg_2479,1.19988,0
Neg_423,-1.42218,0
Neg_2799,-0.85642,0
Neg_822,0.55064,0
Neg_931,0.51434,0
Neg_2497,-0.49318,0
Neg_2925,-1.27644,0
Neg_267,1.13123,0
Neg_242,0.76419,0
Neg_233,-0.05681,0
Neg_1868,-0.32402,0
Neg_2032,0.17131,0
Neg_2720,-0.65408,0
Neg_2343,-1.27653,0
Neg_2055,-1.36321,0
Neg_2624,-1.29414,0
Neg_745,-0.20861,0
Neg_2850,-1.49791,0
Neg_1483,-0.61111,0
Neg_2708,-0.67042,0
Neg_2131,-1.34342,0
Neg_440,0.45368,0
Neg_793,-0.88018,0
Neg_2000,-1.13964,0
Neg_328,0.56825,0
Neg_2022,0.53893,0
Neg_1676,-0.61111,0
Neg_47,0.58931,0
Neg_889,1.32119,0
Neg_2715,0.66041,0
Neg_2214,0.08286,0
Neg_1579,0.21562,0
Neg_878,1.32136,0
Neg_2103,-1.32851,0
Neg_1114,-0.94268,0
Neg_681,0.83605,0
Neg_346,0.80092,0
Neg_2532,0.86056,0
Neg_1669,-1.26415,0
Neg_949,-1.55023,0
Neg_1081,0.64828,0
Neg_501,-1.29397,0
Neg_2079,0.26381,0
Neg_2360,-0.84985,0
Neg_1492,-0.61111,0
Neg_1400,0.48334,0
Neg_840,1.49051,0
Neg_1343,-0.0558,0
Neg_1169,-1.15371,0
Neg_1095,1.65866,0
Neg_2160,-0.21215,0
Neg_1886,-0.85457,0
Neg_462,0.78357,0
Neg_1618,0.52032,0
Neg_1638,-0.60758,0
Neg_335,-0.54002,0
Neg_2543,0.82215,0
Neg_1503,-0.48172,0
Neg_2634,0.56084,0
Neg_1295,-0.16363,0
Neg_1778,0.61964,0
Neg_1420,-0.76477,0
Neg_2915,-0.67093,0
Neg_823,1.42868,0
Neg_1675,0.46716,0
Neg_589,0.74347,0
Neg_1481,-1.23331,0
Neg_2342,0.66614,0
Neg_1054,0.54129,0
Neg_2098,0.49458,0
Neg_2847,0.56741,0
Neg_2645,-1.41083,0
Neg_1236,-1.25041,0
Neg_1108,0.11032,0
Neg_2375,1.53027,0
Neg_1516,-0.72484,0
Neg_1038,-1.50701,0
Neg_2217,1.1576,0
Neg_2728,0.51333,0
Neg_1386,-0.43859,0
Neg_1513,0.85353,0
Neg_816,0.46977,0
Neg_2754,-1.20754,0
Neg_363,-1.4858,0
Neg_2326,0.54146,0
Neg_2442,-0.15217,0
Neg_2080,0.08336,0
Neg_1213,-1.35066,0
Neg_2687,0.73437,0
Neg_1636,0.84119,0
Neg_1037,0.66112,0
Neg_36,-0.23911,0
Neg_1469,0.14334,0
Neg_1928,0.55241,0
Neg_916,-0.353,0
Neg_1155,0.10122,0
Neg_2793,-0.11384,0
Neg_2052,1.82444,0
Neg_1029,-0.1857,0
Neg_2685,-0.88928,0
Neg_280,-1.20888,0
Neg_2924,1.26071,0
Neg_1552,-0.76494,0
Neg_2150,0.83108,0
Neg_1454,-1.32851,0
Neg_1438,-1.11015,0
Neg_2910,0.60839,0
Neg_2210,-1.15598,0
Neg_284,0.23112,0
Neg_2162,0.12953,0
Neg_740,-0.99761,0
Neg_1850,0.68332,0
Neg_2864,-0.14543,0
Neg_2319,-1.3181,0
Neg_2530,-0.05092,0
Neg_2094,-1.42294,0
Neg_321,-1.31806,0
Neg_2126,-0.15285,0
Neg_15,0.83479,0
Neg_1360,1.82175,0
Neg_2640,-1.25151,0
Neg_1251,-1.44914,0
Neg_830,-1.06938,0
Neg_782,1.82175,0
Neg_2913,1.5884,0
Neg_794,0.02321,0
Neg_1435,-0.91185,0
Neg_520,-0.98245,0
Neg_4,-1.47723,0
Neg_228,0.72546,0
Neg_977,-0.89517,0
Neg_618,-1.10763,0
Neg_1278,-0.05782,0
Neg_1858,0.03097,0
Neg_479,0.33036,0
Neg_957,-1.36254,0
Neg_2917,-1.44172,0
Neg_1765,0.47567,0
Neg_1991,0.20939,0
Neg_526,-1.43667,0
Neg_1715,-0.14779,0
Neg_722,-1.36288,0
Neg_747,0.15109,0
Neg_2498,0.16861,0
Neg_2636,-1.29683,0
Neg_1015,-0.65425,0
Neg_785,-0.40759,0
Neg_560,-0.67042,0
Neg_1254,0.53068,0
Neg_1430,-1.19962,0
Neg_1253,0.37989,0
Neg_2909,-0.65795,0
Neg_1540,0.43237,0
Neg_997,-0.04847,0
Neg_2812,-1.65081,0
Neg_2694,0.13197,0
Neg_420,-0.82357,0
Neg_92,0.12852,0
Neg_1822,-1.3515,0
Neg_678,-1.1794,0
Neg_952,1.45816,0
Neg_1067,0.44113,0
Neg_1023,1.24655,0
Neg_94,-0.87934,0
Neg_1575,1.08464,0
Neg_2350,0.75417,0
Neg_2445,-1.22131,0
Neg_2226,0.37669,0
Neg_568,-0.83738,0
Neg_2515,-1.49277,0
Neg_1334,0.45132,0
Neg_930,0.6011,0
Neg_354,-0.46016,0
Neg_2604,-0.46555,0
Neg_69,-1.60827,0
Neg_2782,0.72468,0
Neg_1205,0.4429,0
Neg_1269,-1.41763,0
Neg_1188,-0.66166,0
Neg_2705,-1.19608,0
Neg_2896,0.96502,0
Neg_2890,0.63008,0
Neg_2813,0.80075,0
Neg_483,-1.16441,0
Neg_2333,-0.46016,0
Neg_1243,0.44223,0
Neg_2268,0.22977,0
Neg_2001,-0.70462,0
Neg_783,-1.24393,0
Neg_1611,-0.19867,0
Neg_2424,0.50086,0
Neg_472,0.66112,0
Neg_1791,0.50389,0
Neg_645,-0.0649,0
Neg_1781,1.37291,0
Neg_205,-0.32335,0
Neg_2771,-1.24507,0
Neg_1957,0.4985,0
Neg_2408,0.16962,0
Neg_2298,0.82872,0
Neg_2301,-0.19328,0
Neg_2235,-1.36827,0
Neg_2056,-0.63807,0
Neg_803,0.42925,0
Neg_2461,-0.29841,0
Neg_1185,-0.61111,0
Neg_1794,-0.52081,0
Neg_970,-0.46016,0
Neg_1479,0.97155,0
Neg_775,-1.22674,0
Neg_748,1.02546,0
Neg_1293,-0.7555,0
Neg_2907,1.17773,0
Neg_626,0.41156,0
Neg_1211,-1.37547,0
Neg_2029,-1.41898,0
Neg_2484,1.01776,0
Neg_737,0.64204,0
Neg_2637,1.56262,0
Neg_493,0.13374,0
Neg_1851,0.43835,0
Neg_275,0.56589,0
Neg_606,0.40246,0
Neg_1681,-0.65795,0
Neg_861,1.37797,0
Neg_2800,0.36523,0
Neg_390,0.87539,0
Neg_950,1.57779,0
Neg_2285,0.47491,0
Neg_1066,-0.22024,0
Neg_1485,0.81086,0
Neg_2718,-0.10921,0
Neg_107,0.84043,0
Neg_2560,-1.49143,0
Neg_1520,-0.05429,0
Neg_951,0.59369,0
Neg_2753,1.03351,0
Neg_2737,-1.15581,0
Neg_2449,0.36843,0
Neg_1538,0.82855,0
Neg_1588,-0.75432,0
Neg_1070,-1.06871,0
Neg_1907,0.67406,0
Neg_1444,-1.33204,0
Neg_2536,0.36287,0
Neg_1336,-1.57381,0
Neg_1125,-0.72703,0
Neg_1238,-0.15403,0
Neg_2438,0.50086,0
Neg_2869,0.50962,0
Neg_734,-1.65654,0
Neg_2747,-1.30921,0
Neg_2767,0.51939,0
Neg_347,-0.41703,0
Neg_1890,0.09785,0
Neg_2457,-1.0062,0
Neg_2919,-0.05951,0
Neg_2764,1.19453,0
Neg_834,0.75181,0
Neg_1570,-0.21754,0
Neg_2750,-0.38586,0
Neg_290,0.10762,0
Neg_862,-1.37589,0
Neg_2654,-0.50329,0
Neg_597,-1.33954,0
Neg_353,-0.19328,0
Neg_2500,0.59319,0
Neg_1446,-0.52485,0
Neg_842,1.01523,0
Neg_53,0.43717,0
Neg_291,-0.42966,0
Neg_1687,-0.53429,0
Neg_809,0.22758,0
Neg_2858,-0.20676,0
Neg_1779,-1.4408,0
Neg_2114,0.60532,0
Neg_327,-1.30812,0
Neg_249,-1.41822,0
Neg_514,0.13677,0
Neg_894,-0.68659,0
Neg_1154,-1.44914,0
Neg_1974,-0.83907,0
Neg_607,0.45436,0
Neg_1464,0.86115,0
Neg_2840,-1.17047,0
Neg_2251,0.80513,0
Neg_2517,-0.15959,0
Neg_1853,0.16558,0
Neg_1312,0.40786,0
Neg_2838,1.1886,0
Neg_1722,-1.51944,0
Neg_2116,-0.66638,0
Neg_2327,0.0308,0
Neg_1128,0.82089,0
Neg_1231,0.37635,0
Neg_2384,1.37291,0
Neg_713,-0.37726,0
Neg_2475,0.41426,0
Neg_545,-1.38882,0
Neg_1732,-0.4396,0
Neg_1703,-0.15689,0
Neg_2537,-1.21832,0
Neg_1601,-0.85743,0
Neg_238,0.57078,0
Neg_2704,1.17512,0
Neg_2652,-0.19328,0
Neg_1700,-0.9656,0
Neg_2744,0.622,0
Neg_43,-1.25631,0
Neg_235,0.50692,0
Neg_1433,0.61795,0
Neg_1473,-0.61111,0
Neg_1047,0.622,0
Neg_2221,0.24275,0
Neg_691,-0.20676,0
Neg_128,0.74212,0
Neg_1952,0.09246,0
Neg_2059,-0.41231,0
Neg_661,-1.19414,0
Neg_1100,-1.29102,0
Neg_2458,-1.43996,0
Neg_983,1.96125,0
Neg_2250,0.67658,0
Neg_674,-1.0682,0
Neg_2825,0.87539,0
Neg_445,0.58712,0
Neg_640,1.25826,0
Neg_1903,-0.75769,0
Neg_671,0.86166,0
Neg_2147,-1.03164,0
Neg_475,0.82215,0
Neg_1302,0.55671,0
Neg_2077,-1.31806,0
Neg_2040,0.4183,0
Neg_2660,-1.46219,0
Neg_2166,-0.1515,0
Neg_2376,0.77211,0
Neg_1962,1.16311,0
Neg_1000,-0.05951,0
Neg_250,0.66428,0
Neg_1718,0.74347,0
Neg_750,0.4659,0
Neg_1014,-1.37576,0
Neg_2399,-1.29262,0
Neg_561,1.08397,0
Neg_1762,-0.4086,0
Neg_1449,0.84995,0
Neg_237,0.0345,0
Neg_345,0.74886,0
Neg_2511,-0.41096,0
Neg_2097,-1.37458,0
Neg_1966,-1.36245,0
Neg_255,-1.04849,0
Neg_2365,0.90319,0
Neg_1987,-0.05614,0
Neg_2805,0.7668,0
Neg_2904,-1.42041,0
Neg_2872,-0.94639,0
Neg_2355,-1.27055,0
Neg_576,-1.4408,0
Neg_2459,0.6813,0
Neg_971,0.42706,0
Neg_898,0.75173,0
Neg_928,-0.19766,0
Neg_2823,-0.88338,0
Neg_2364,0.57516,0
Neg_2806,-0.68659,0
Neg_1871,0.77043,0
Neg_50,-1.41932,0
Neg_2496,0.36026,0
Neg_1030,-1.03838,0
Neg_1978,-1.21428,0
Neg_669,-1.5851,0
Neg_1341,-1.10577,0
Neg_843,0.72612,0
Neg_761,-1.4985,0
Neg_988,-0.39546,0
Neg_2255,0.75712,0
Neg_2557,0.43616,0
Neg_2677,1.13906,0
Neg_18,0.74313,0
Neg_315,0.03568,0
Neg_1741,-0.4669,0
Neg_2578,-0.3247,0
Neg_389,-1.39468,0
Neg_210,-0.23237,0
Neg_2427,1.23164,0
Neg_2323,-0.40287,0
Neg_2007,-0.35469,0
Neg_891,0.22657,0
Neg_387,-0.28595,0
Neg_741,-1.36317,0
Neg_362,0.60329,0
Neg_1212,-0.15167,0
Neg_2057,-0.9196,0
Neg_468,-1.498,0
Neg_2468,-1.25033,0
Neg_873,-0.50329,0
Neg_1079,0.59622,0
Neg_1710,0.44088,0
Neg_482,-0.50329,0
Neg_121,-1.45192,0
Neg_2172,0.48553,0
Neg_1897,1.34832,0
Neg_2690,-1.4003,0
Neg_42,-0.60842,0
Neg_1748,0.7353,0
Neg_620,-1.02389,0
Neg_2881,-1.12321,0
Neg_188,-0.06119,0
Neg_184,-1.18723,0
Neg_584,0.16861,0
Neg_2423,0.25033,0
Neg_2699,-1.37458,0
Neg_147,-0.44162,0
Neg_1376,0.03299,0
Neg_2589,0.34316,0
Neg_2501,0.80008,0
Neg_288,0.47289,0
Neg_982,-1.12389,0
Neg_511,0.47205,0
Neg_1308,-1.19962,0
Neg_125,-0.14358,0
Neg_564,1.08591,0
Neg_2039,0.36018,0
Neg_1237,0.85669,0
Neg_749,0.00426,0
Neg_189,0.94413,0
Neg_2815,-1.53708,0
Neg_2573,0.82501,0
Neg_911,1.42624,0
Neg_2225,-0.0895,0
Neg_591,-1.00031,0
Neg_428,0.66858,0
Neg_739,-0.99306,0
Neg_449,0.93705,0
Neg_1358,-1.45979,0
Neg_707,0.70506,0
Neg_1196,-1.31086,0
Neg_1113,-0.06844,0
Neg_1437,0.76091,0
Neg_996,1.04134,0
Neg_2480,1.01809,0
Neg_2324,0.60532,0
Neg_2391,-1.36254,0
Neg_1084,-0.38956,0
Neg_1194,0.77211,0
Neg_908,-0.15672,0
Neg_638,-1.5049,0
Neg_2741,0.82956,0
Neg_1368,-1.01698,0
Neg_1005,-1.47163,0
Neg_2790,-1.01109,0
Neg_1572,0.38595,0
Neg_1734,-0.96459,0
Neg_435,-0.98565,0
Neg_409,-1.60827,0
Neg_436,-0.41096,0
Neg_1409,-1.05835,0
Neg_1603,0.37483,0
Neg_2900,-1.23753,0
Neg_469,0.41308,0
Neg_395,0.3296,0
Neg_2006,1.39937,0
Neg_2138,-1.09482,0
Neg_1534,0.99147,0
Neg_726,0.5578,0
Neg_2658,-1.33988,0
Neg_885,0.14705,0
Neg_1364,-0.5289,0
Neg_2867,-0.41703,0
Neg_1869,-1.28462,0
Neg_429,-1.59968,0
Neg_1518,0.35074,0
Neg_2431,0.02827,0
Neg_788,-0.20946,0
Neg_2574,1.02323,0
Neg_1548,-0.63538,0
Neg_1959,-1.29211,0
Neg_1124,0.36001,0
Neg_1324,0.03922,0
Neg_1533,-0.41163,0
Neg_2429,0.47508,0
Neg_2123,0.51669,0
Neg_384,0.80682,0
Neg_2551,0.69899,0
Neg_380,0.6904,0
Neg_1697,1.07976,0
Neg_2382,-1.04849,0
Neg_193,-1.03804,0
Neg_392,-1.2446,0
Neg_1136,-0.1721,0
Neg_2371,0.67406,0
Neg_910,0.51889,0
Neg_656,-0.37693,0
Neg_718,1.58183,0
Neg_400,0.64137,0
Neg_742,0.85265,0
Neg_1273,-1.12414,0
Neg_2830,-1.53793,0
Neg_567,0.66875,0
Neg_588,0.3996,0
Neg_183,-0.14897,0
Neg_2770,-1.44577,0
Neg_864,0.83512,0
Neg_2883,-1.08353,0
Neg_2689,0.2141,0
Neg_1381,0.3403,0
Neg_829,0.74886,0
Neg_2495,-0.46353,0
Neg_1148,0.62183,0
Neg_819,0.90117,0
Neg_2683,0.79107,0
Neg_1304,-0.15453,0
Neg_932,0.70859,0
Neg_2003,0.72397,0
Neg_1512,0.87497,0
Neg_789,0.94666,0
Neg_1705,0.12009,0
Neg_360,-0.60067,0
Neg_2473,1.13721,0
Neg_1567,-1.35066,0
Neg_2582,-0.15285,0
Neg_980,1.07976,0
Neg_2740,0.0035,0
Neg_1041,-1.29986,0
Neg_2713,0.56505,0
Neg_593,-1.21411,0
Neg_1882,-0.75264,0
Neg_2760,1.20772,0
Neg_1296,0.81187,0
Neg_784,0.12481,0
Neg_2205,0.73825,0
Neg_981,0.15219,0
Neg_115,-0.14746,0
Neg_499,-0.66233,0
Neg_877,0.54214,0
Neg_594,-1.68771,0
Neg_596,0.66529,0
Neg_156,-0.20676,0
Neg_1199,-1.33289,0
Neg_1091,0.77498,0
Neg_2380,-0.74708,0
Neg_1193,-0.38569,0
Neg_2038,0.68492,0
Neg_796,0.66075,0
Neg_583,0.39033,0
Neg_1399,0.63303,0
Neg_773,-0.20676,0
Neg_2320,0.72746,0
Neg_2170,0.19018,0
Neg_1443,0.69267,0
Neg_1969,-1.04158,0
Neg_1220,0.71011,0
Neg_1111,-0.99458,0
Neg_2065,-1.73968,0
Neg_1451,-0.67042,0
Neg_1328,0.80808,0
Neg_140,-0.65879,0
Neg_258,0.54281,0
Neg_175,1.07264,0
Neg_2922,0.73471,0
Neg_577,-0.40927,0
Neg_1641,0.88314,0
Neg_758,0.50221,0
Neg_2195,-1.52575,0
Neg_157,-1.36456,0
Neg_2325,-0.40961,0
Neg_181,1.13552,0
Neg_2641,-0.40826,0
Neg_1505,-1.5477,0
Neg_2608,0.84523,0
Neg_2181,0.76238,0
Neg_2798,-1.48616,0
Neg_924,1.3313,0
Neg_1138,-1.67221,0
Neg_2880,-0.06018,0
Neg_2670,-1.28807,0
Neg_925,-1.1516,0
Neg_230,-0.9939,0
Neg_2071,-0.06018,0
Neg_2650,0.50928,0
Neg_841,-0.15554,0
Neg_2054,0.12717,0
Neg_146,-1.63904,0
Neg_162,0.83693,0
Neg_990,-1.38924,0
Neg_2024,-1.59858,0
Neg_155,0.67456,0
Neg_1412,-1.33685,0
Neg_619,0.73168,0
Neg_154,-0.87479,0
Neg_264,0.45941,0
Neg_457,0.55983,0
Neg_1529,0.70876,0
Neg_1725,-1.70776,0
Neg_582,0.73572,0
Neg_2293,0.61349,0
Neg_2023,-1.22691,0
Neg_1192,0.14941,0
Neg_1702,-1.44914,0
Neg_989,-0.972,0
Neg_856,0.54087,0
Neg_2460,0.2323,0
Neg_1967,-0.4615,0
Neg_1584,-0.96257,0
Neg_909,0.4739,0
Neg_517,0.44172,0
Neg_2302,0.69158,0
Neg_1633,0.58931,0
Neg_2563,-0.43859,0
Neg_2911,0.4958,0
Neg_1261,1.90666,0
Neg_2493,0.50355,0
Neg_1707,-0.84968,0
Neg_2035,0.1585,0
Neg_2507,-0.49756,0
Neg_2843,-0.94707,0
Neg_2279,-1.26642,0
Neg_633,-0.41163,0
Neg_1442,-1.41426,0
Neg_1910,1.09425,0
Neg_2307,1.10848,0
Neg_1627,0.63362,0
Neg_1043,-1.33929,0
Neg_851,-0.66334,0
Neg_1342,0.25791,0
Neg_507,0.73825,0
Neg_2892,0.96367,0
Neg_887,-1.14992,0
Neg_2177,0.72468,0
Neg_2875,-0.11511,0
Neg_187,-0.48004,0
Neg_731,-0.98885,0
Neg_2878,-1.33541,0
Neg_1195,-1.26415,0
Neg_2134,0.36144,0
Neg_209,-0.92449,0
Neg_2339,-0.33649,0
Neg_1950,-1.24603,0
Neg_1521,0.19068,0
Neg_2328,0.48232,0
Neg_504,-0.19328,0
Neg_1415,0.02827,0
Neg_1244,0.08808,0
Neg_2317,-0.50329,0
Neg_1759,-1.65687,0
Neg_1105,-1.59892,0
Neg_1599,0.62317,0
Neg_349,0.08698,0
Neg_2091,-0.66638,0
Neg_2417,0.43431,0
Neg_100,0.7668,0
Neg_2420,0.83108,0
Neg_1970,-0.17576,0
Neg_893,-0.21417,0
Neg_2534,0.62705,0
Neg_481,0.27088,0
Neg_1894,0.88415,0
Neg_627,0.76504,0
Neg_2523,-0.32234,0
Neg_1173,0.50692,0
Neg_2625,0.47289,0
Neg_2452,0.40651,0
Neg_754,0.55629,0
Neg_2294,-1.36199,0
Neg_2466,-0.44095,0
Neg_1017,0.76634,0
Neg_539,0.65535,0
Neg_2199,-0.95077,0
Neg_1739,-0.8699,0
Neg_1318,-0.97166,0
Neg_2842,-0.48172,0
Neg_1817,-0.99677,0
Neg_1427,-0.74927,0
Neg_60,-0.74657,0
Neg_1202,-1.18479,0
Neg_1417,0.69158,0
Neg_1392,-1.05321,0
Neg_1245,1.12643,0
Neg_1621,-0.61111,0
Neg_2101,-0.06456,0
Neg_1662,-1.44526,0
Neg_967,0.54862,0
Neg_1576,-0.74523,0
Neg_1044,-0.15874,0
Neg_2674,-0.38468,0
Neg_81,-1.02221,0
Neg_1408,-0.82761,0
Neg_1528,-0.20407,0
Neg_2218,0.7107,0
Neg_913,0.18344,0
Neg_1553,0.96452,0
Neg_1203,0.84119,0
Neg_2776,0.4611,0
Neg_2133,0.86107,0
Neg_1961,-1.19103,0
Neg_1895,0.15075,0
Neg_2043,-0.06675,0
Neg_334,1.02054,0
Neg_2174,-0.74388,0
Neg_1792,0.87017,0
Neg_1052,-1.32362,0
Neg_1327,1.40754,0
Neg_2663,-1.36254,0
Neg_644,-1.31646,0
Neg_2092,0.76402,0
Neg_559,-1.45874,0
Neg_487,1.28185,0
Neg_2018,-1.36456,0
Neg_1474,1.10684,0
Neg_1264,-0.92685,0
Neg_884,1.32271,0
Neg_1191,-0.21417,0
Neg_1852,-0.05749,0
Neg_786,-0.35435,0
Neg_1686,0.63345,0
Neg_2755,0.63514,0
Neg_2143,0.61964,0
Neg_2619,1.21294,0
Neg_1600,1.23451,0
Neg_725,0.84262,0
Neg_70,-0.75466,0
Neg_2340,-1.41843,0
Neg_1366,1.1576,0
Neg_458,-1.1233,0
Neg_744,-1.23298,0
Neg_2839,0.39522,0
Neg_575,0.60127,0
Neg_1839,0.74313,0
Neg_2678,0.6631,0
Neg_1204,0.35344,0
Neg_2351,0.45048,0
Neg_2899,-1.6006,0
Neg_2474,-1.30121,0
Neg_1760,0.17839,0
Neg_369,-0.85272,0
Neg_2710,-0.2445,0
Neg_2852,-1.13324,0
Neg_1373,0.86124,0
Neg_2807,-1.37576,0
Neg_543,-0.09809,0
Neg_1453,-0.35705,0
Neg_860,-0.43859,0
Neg_223,0.80278,0
Neg_1842,0.6011,0
Neg_1769,1.32422,0
Neg_2295,0.89999,0
Neg_1598,-1.25749,0
Neg_642,-1.17401,0
Neg_2592,0.48906,0
Neg_2426,0.52967,0
Neg_1004,1.1629,0
Neg_2066,0.93705,0
Neg_1482,1.42868,0
Neg_111,0.58594,0
Neg_2546,-0.22833,0
Neg_2168,-1.25117,0
Neg_1605,1.2319,0
Neg_2512,0.46851,0
Neg_93,-1.36675,0
Neg_772,-1.19212,0
Neg_206,-1.34148,0
Neg_723,-1.32606,0
Neg_1946,-0.19328,0
Neg_2284,-0.19059,0
Neg_2267,-1.16019,0
Neg_778,1.15583,0
Neg_87,1.04631,0
Neg_2746,1.07976,0
Neg_1171,0.75021,0
Neg_1671,-0.45746,0
Neg_2416,0.63514,0
Neg_1935,1.1608,0
Neg_2891,-1.25075,0
Neg_1354,0.97083,0
Neg_763,-1.01884,0
Neg_1222,0.82215,0
Neg_371,-0.14476,0
Neg_1955,-0.48172,0
Neg_2848,0.30323,0
Neg_2766,-1.21722,0
Neg_2233,1.05659,0
Neg_1833,0.19827,0
Neg_1123,-0.96088,0
Neg_2809,0.00898,0
Neg_2194,0.93621,0
Neg_2144,-1.07865,0
Neg_27,-0.51508,0
Neg_2559,1.48815,0
Neg_2373,-1.06652,0
Neg_2161,0.91145,0
Neg_1954,0.60405,0
Neg_23,0.3125,0
Neg_1075,0.96384,0
Neg_2385,1.13409,0
Neg_1821,-0.23372,0
Neg_2256,0.38174,0
Neg_2171,-1.02878,0
Neg_921,-0.06675,0
Neg_832,1.37291,0
Neg_552,0.89603,0
Neg_1002,1.28598,0
Neg_123,0.22051,0
Neg_204,-1.35445,0
Neg_375,0.4306,0
Neg_372,-0.71355,0
Neg_1287,-1.71584,0
Neg_2125,-1.36675,0
Neg_74,-0.83258,0
Neg_871,-0.15689,0
Neg_694,-1.41136,0
Neg_824,0.62423,0
Neg_2063,1.07976,0
Neg_1031,-1.26415,0
Neg_332,-1.1922,0
Neg_1165,0.545,0
Neg_2186,0.79098,0
Neg_1986,-0.76376,0
Neg_2394,0.82501,0
Neg_1379,-0.0585,0
Neg_2522,1.09652,0
Neg_1899,-0.46016,0
Neg_1322,-1.80935,0
Neg_2414,0.8248,0
Neg_26,0.68686,0
Neg_1284,-0.85305,0
Neg_820,-0.21502,0
Neg_863,1.04042,0
Neg_268,0.37871,0
Neg_2153,1.15987,0
Neg_63,-1.34679,0
Neg_687,-0.92483,0
Neg_1297,0.67363,0
Neg_1556,-0.64077,0
Neg_2455,0.53455,0
Neg_1016,-0.49419,0
Neg_366,-0.40759,0
Neg_641,-0.15554,0
Neg_2874,0.36607,0
Neg_948,-1.26415,0
Neg_2780,0.468,0
Neg_760,0.86082,0
Neg_1782,0.38343,0
Neg_2735,-1.14115,0
Neg_705,0.3873,0
Neg_764,-0.92348,0
Neg_1582,0.85265,0
Neg_1061,-0.08411,0
Neg_2183,-1.17418,0
Neg_1543,-1.53245,0
Neg_1964,0.87682,0
Neg_1330,-0.41029,0
Neg_2411,-0.74725,0
Neg_25,0.57592,0
Neg_1463,-0.46454,0
Neg_1738,0.86444,0
Neg_2261,-0.59224,0
Neg_1416,0.59723,0
Neg_2389,-1.22068,0
Neg_2905,-1.42201,0
Neg_1488,-1.33685,0
Neg_180,-0.05917,0
Neg_557,-1.07545,0
Neg_1595,0.54138,0
Neg_1103,1.52808,0
Neg_510,-0.87883,0
Neg_2472,-0.46218,0
Neg_122,0.35731,0
Neg_2290,0.41409,0
Neg_2696,-1.10038,0
Neg_1289,0.60532,0
Neg_1936,0.38713,0
Neg_2265,0.57516,0
Neg_2555,-1.29001,0
Neg_1580,0.84894,0
Neg_2082,0.42538,0
Neg_1591,0.59655,0
Neg_1470,-0.20946,0
Neg_1509,0.33811,0
Neg_77,-0.46016,0
Neg_1247,-1.37509,0
Neg_2122,0.55629,0
Neg_1953,-0.17635,0
Neg_2894,-0.74843,0
Neg_1260,0.38056,0
Neg_2719,-0.65694,0
Neg_2111,0.657,0
Neg_1531,0.68113,0
Neg_1519,1.16973,0
Neg_2540,0.13559,0
Neg_2113,-0.52485,0
Neg_1965,-0.0585,0
Neg_48,-1.07797,0
