,Bulkiness,y
Neg_106,-1.07719,0
Neg_453,-0.05525,0
Neg_1396,-1.18491,0
Neg_2665,1.50635,0
Neg_2357,-0.74294,0
Neg_1937,-0.83989,0
Neg_2673,0.57044,0
Neg_693,-0.62653,0
Neg_769,-0.03162,0
Neg_2833,-0.70984,0
Neg_2773,-0.27243,0
Neg_1447,0.34617,0
Neg_29,-0.98286,0
Neg_489,-0.10429,0
Neg_2545,-0.75567,0
Neg_1306,0.77831,0
Neg_617,-0.11793,0
Neg_1372,-0.14604,0
Neg_2481,-1.18883,0
Neg_1908,-0.81414,0
Neg_1981,2.40145,0
Neg_906,-0.21535,0
Neg_1425,-0.55997,0
Neg_846,-0.6262,0
Neg_2611,-0.7297,0
Neg_1230,-0.3062,0
Neg_1906,-0.62983,0
Neg_2554,-0.08831,0
Neg_348,0.35966,0
Neg_477,0.41114,0
Neg_67,-1.02617,0
Neg_2639,-0.68204,0
Neg_2012,-0.8423,0
Neg_1028,-1.23029,0
Neg_1874,0.82353,0
Neg_1109,-0.35223,0
Neg_2529,0.4031,0
Neg_2141,0.05531,0
Neg_2462,-0.09947,0
Neg_2011,-0.02845,0
Neg_377,-0.33377,0
Neg_90,-0.06135,0
Neg_1506,-0.16237,0
Neg_767,-0.63522,0
Neg_434,-0.19071,0
Neg_1460,-0.79991,0
Neg_1666,-0.83402,0
Neg_126,-0.41156,0
Neg_2668,-0.85452,0
Neg_1674,0.20764,0
Neg_2140,0.40945,0
Neg_323,1.1893,0
Neg_2514,-1.05811,0
Neg_598,-0.24776,0
Neg_2337,-0.33242,0
Neg_497,-1.21066,0
Neg_2693,-0.63451,0
Neg_1651,-0.6213,0
Neg_2347,-0.95155,0
Neg_68,-0.22163,0
Neg_318,-0.38017,0
Neg_2441,1.05109,0
Neg_2136,-0.68913,0
Neg_870,-1.08273,0
Neg_699,-0.45143,0
Neg_1726,-0.30458,0
Neg_1325,-0.62982,0
Neg_2002,-0.85829,0
Neg_519,-0.60572,0
Neg_199,-0.60228,0
Neg_471,-1.02916,0
Neg_1673,-0.39973,0
Neg_272,-0.82495,0
Neg_118,-0.92178,0
Neg_135,-0.69487,0
Neg_2502,-0.28136,0
Neg_2787,-0.10432,0
Neg_546,-0.54782,0
Neg_127,-0.23529,0
Neg_1784,0.95579,0
Neg_439,3.1991,0
Neg_535,-0.23628,0
Neg_227,-1.12919,0
Neg_2299,-0.87021,0
Neg_2627,0.44065,0
Neg_1982,0.09125,0
Neg_1382,3.25915,0
Neg_2090,-0.61865,0
Neg_1532,-1.28479,0
Neg_527,-0.87963,0
Neg_11,-0.60886,0
Neg_1246,-0.06933,0
Neg_2525,-0.40849,0
Neg_2818,-0.30881,0
Neg_1920,0.03131,0
Neg_918,-1.26487,0
Neg_102,0.61017,0
Neg_2621,0.32484,0
Neg_1585,-0.98567,0
Neg_266,-0.37908,0
Neg_710,0.83808,0
Neg_712,-0.00185,0
Neg_24,1.10845,0
Neg_170,1.53886,0
Neg_721,0.03334,0
Neg_1365,-0.23732,0
Neg_1735,-0.38701,0
Neg_954,-0.86975,0
Neg_1993,-1.07386,0
Neg_1652,-0.95485,0
Neg_2306,-0.50341,0
Neg_2479,-0.15097,0
Neg_423,-0.47835,0
Neg_2799,-1.31946,0
Neg_822,-0.82146,0
Neg_931,-0.91146,0
Neg_2497,-1.0701,0
Neg_2925,-0.72984,0
Neg_267,-0.90976,0
Neg_242,-0.73625,0
Neg_233,-0.09986,0
Neg_1868,-0.8681,0
Neg_2032,-1.29264,0
Neg_2720,-0.65382,0
Neg_2343,0.45262,0
Neg_2055,0.36171,0
Neg_2624,-0.0456,0
Neg_745,-1.18768,0
Neg_2850,0.92193,0
Neg_1483,-0.29317,0
Neg_2708,0.04099,0
Neg_2131,-0.71991,0
Neg_440,-0.87684,0
Neg_793,-0.74891,0
Neg_2000,-0.56284,0
Neg_328,-0.69602,0
Neg_2022,-1.18456,0
Neg_1676,-0.62487,0
Neg_47,0.07288,0
Neg_889,0.06822,0
Neg_2715,1.05891,0
Neg_2214,-1.23543,0
Neg_1579,-0.07964,0
Neg_878,-0.59411,0
Neg_2103,-1.15675,0
Neg_1114,-0.13184,0
Neg_681,1.09162,0
Neg_346,-1.17862,0
Neg_2532,-0.65462,0
Neg_1669,-0.04455,0
Neg_949,-0.66211,0
Neg_1081,0.37414,0
Neg_501,-0.12703,0
Neg_2079,-0.04293,0
Neg_2360,-1.14698,0
Neg_1492,0.26621,0
Neg_1400,0.45445,0
Neg_840,0.04654,0
Neg_1343,-1.05198,0
Neg_1169,-1.00155,0
Neg_1095,-0.03978,0
Neg_2160,0.78061,0
Neg_1886,-1.02373,0
Neg_462,-0.2878,0
Neg_1618,-0.11347,0
Neg_1638,-0.85262,0
Neg_335,-1.12078,0
Neg_2543,-0.47132,0
Neg_1503,-1.10016,0
Neg_2634,-0.63663,0
Neg_1295,-0.21756,0
Neg_1778,-0.96422,0
Neg_1420,-0.88818,0
Neg_2915,-0.41713,0
Neg_823,0.00602,0
Neg_1675,-0.92904,0
Neg_589,-0.4746,0
Neg_1481,-0.49107,0
Neg_2342,-0.68017,0
Neg_1054,0.66367,0
Neg_2098,-0.78649,0
Neg_2847,-0.62153,0
Neg_2645,0.05725,0
Neg_1236,-0.68628,0
Neg_1108,-0.3196,0
Neg_2375,-0.13151,0
Neg_1516,-1.24346,0
Neg_1038,-0.00496,0
Neg_2217,0.67819,0
Neg_2728,-0.15042,0
Neg_1386,-0.34542,0
Neg_1513,-0.51406,0
Neg_816,-0.62306,0
Neg_2754,0.70796,0
Neg_363,-1.25554,0
Neg_2326,0.61517,0
Neg_2442,-0.59033,0
Neg_2080,-0.98873,0
Neg_1213,0.14522,0
Neg_2687,0.10233,0
Neg_1636,2.59664,0
Neg_1037,-0.04616,0
Neg_36,-0.58754,0
Neg_1469,0.41871,0
Neg_1928,-0.36756,0
Neg_916,-1.14056,0
Neg_1155,-0.51517,0
Neg_2793,-0.55646,0
Neg_2052,1.82091,0
Neg_1029,-0.41504,0
Neg_2685,-0.92204,0
Neg_280,-0.0516,0
Neg_2924,-0.99121,0
Neg_1552,2.02726,0
Neg_2150,-0.48208,0
Neg_1454,0.16188,0
Neg_1438,-1.26907,0
Neg_2910,-0.22632,0
Neg_2210,-0.38438,0
Neg_284,-0.66437,0
Neg_2162,-0.62408,0
Neg_740,-0.93276,0
Neg_1850,-0.86279,0
Neg_2864,-0.54225,0
Neg_2319,-1.2055,0
Neg_2530,-0.94152,0
Neg_2094,-0.84013,0
Neg_321,-0.38238,0
Neg_2126,-0.19114,0
Neg_15,-0.28922,0
Neg_1360,-0.23006,0
Neg_2640,-0.74474,0
Neg_1251,-0.00525,0
Neg_830,-0.78814,0
Neg_782,0.27796,0
Neg_2913,0.12267,0
Neg_794,-0.87395,0
Neg_1435,-0.65415,0
Neg_520,-0.52287,0
Neg_4,0.10585,0
Neg_228,-0.51051,0
Neg_977,0.12822,0
Neg_618,-0.98654,0
Neg_1278,-0.68889,0
Neg_1858,-0.33531,0
Neg_479,-0.99925,0
Neg_957,0.94848,0
Neg_2917,-0.32402,0
Neg_1765,-0.48795,0
Neg_1991,-0.50577,0
Neg_526,-0.30987,0
Neg_1715,-1.25616,0
Neg_722,-1.05371,0
Neg_747,0.3182,0
Neg_2498,0.96975,0
Neg_2636,-0.02823,0
Neg_1015,0.41921,0
Neg_785,-0.48378,0
Neg_560,0.31654,0
Neg_1254,-0.78253,0
Neg_1430,0.35861,0
Neg_1253,-0.80353,0
Neg_2909,-1.04515,0
Neg_1540,-0.54598,0
Neg_997,-0.15833,0
Neg_2812,0.473,0
Neg_2694,0.67289,0
Neg_420,-0.82158,0
Neg_92,-0.82521,0
Neg_1822,-0.83407,0
Neg_678,-0.8248,0
Neg_952,-0.21539,0
Neg_1067,-1.10812,0
Neg_1023,0.06445,0
Neg_94,-1.3898,0
Neg_1575,0.61766,0
Neg_2350,-0.16163,0
Neg_2445,0.20022,0
Neg_2226,-0.87963,0
Neg_568,-0.98092,0
Neg_2515,-0.82279,0
Neg_1334,-0.73956,0
Neg_930,-0.96768,0
Neg_354,0.25198,0
Neg_2604,-1.00794,0
Neg_69,0.10904,0
Neg_2782,-0.32429,0
Neg_1205,0.50483,0
Neg_1269,0.19933,0
Neg_1188,-0.37103,0
Neg_2705,-0.70933,0
Neg_2896,-0.68559,0
Neg_2890,-0.08513,0
Neg_2813,-0.81264,0
Neg_483,-0.66732,0
Neg_2333,0.11772,0
Neg_1243,0.05516,0
Neg_2268,-0.15694,0
Neg_2001,-0.75602,0
Neg_783,0.56022,0
Neg_1611,-0.58583,0
Neg_2424,-0.17242,0
Neg_472,-0.19689,0
Neg_1791,-0.67405,0
Neg_645,0.19512,0
Neg_1781,-1.21719,0
Neg_205,-0.85515,0
Neg_2771,-0.51019,0
Neg_1957,-1.18948,0
Neg_2408,2.15367,0
Neg_2298,-0.73937,0
Neg_2301,0.2242,0
Neg_2235,-0.10626,0
Neg_2056,-0.72122,0
Neg_803,0.07844,0
Neg_2461,-0.33432,0
Neg_1185,-0.88508,0
Neg_1794,-0.94532,0
Neg_970,-1.20524,0
Neg_1479,-0.22592,0
Neg_775,-0.71087,0
Neg_748,-0.84433,0
Neg_1293,-0.51501,0
Neg_2907,-0.78644,0
Neg_626,-0.09549,0
Neg_1211,-1.01165,0
Neg_2029,-0.43768,0
Neg_2484,-0.79081,0
Neg_737,-0.71355,0
Neg_2637,-0.76362,0
Neg_493,-0.49574,0
Neg_1851,-0.69497,0
Neg_275,-0.69195,0
Neg_606,0.5349,0
Neg_1681,-0.73598,0
Neg_861,-0.72604,0
Neg_2800,-0.96969,0
Neg_390,1.1176,0
Neg_950,0.39775,0
Neg_2285,0.96096,0
Neg_1066,-1.00574,0
Neg_1485,-0.86163,0
Neg_2718,-0.22571,0
Neg_107,-1.22597,0
Neg_2560,-0.40377,0
Neg_1520,0.7354,0
Neg_951,0.16088,0
Neg_2753,-0.36966,0
Neg_2737,-0.65408,0
Neg_2449,-1.06575,0
Neg_1538,-0.90819,0
Neg_1588,-0.49968,0
Neg_1070,-0.86748,0
Neg_1907,-1.03748,0
Neg_1444,1.38154,0
Neg_2536,-0.67697,0
Neg_1336,0.23257,0
Neg_1125,-0.45738,0
Neg_1238,-0.59326,0
Neg_2438,-0.87713,0
Neg_2869,-0.02821,0
Neg_734,-0.44497,0
Neg_2747,-0.55689,0
Neg_2767,-0.07201,0
Neg_347,-0.76921,0
Neg_1890,-0.38208,0
Neg_2457,-1.22616,0
Neg_2919,-1.05663,0
Neg_2764,-1.26023,0
Neg_834,-0.97516,0
Neg_1570,0.574,0
Neg_2750,0.13475,0
Neg_290,-0.88786,0
Neg_862,-1.14697,0
Neg_2654,-0.86651,0
Neg_597,-0.75014,0
Neg_353,0.19033,0
Neg_2500,-0.54662,0
Neg_1446,0.91698,0
Neg_842,-0.65143,0
Neg_53,-0.19072,0
Neg_291,-0.02693,0
Neg_1687,-0.09465,0
Neg_809,-1.18908,0
Neg_2858,-0.82366,0
Neg_1779,-0.76474,0
Neg_2114,1.12231,0
Neg_327,1.06457,0
Neg_249,-0.46088,0
Neg_514,0.13312,0
Neg_894,-0.09672,0
Neg_1154,0.06281,0
Neg_1974,-1.26107,0
Neg_607,-0.43908,0
Neg_1464,-0.67533,0
Neg_2840,-0.4703,0
Neg_2251,0.39427,0
Neg_2517,-0.69889,0
Neg_1853,-0.10013,0
Neg_1312,-0.44777,0
Neg_2838,0.58593,0
Neg_1722,-0.48327,0
Neg_2116,-0.43731,0
Neg_2327,-0.90229,0
Neg_1128,-0.61133,0
Neg_1231,0.52368,0
Neg_2384,0.72266,0
Neg_713,-0.57411,0
Neg_2475,-0.73916,0
Neg_545,-0.35893,0
Neg_1732,-0.75255,0
Neg_1703,-0.24172,0
Neg_2537,-0.83146,0
Neg_1601,-0.15731,0
Neg_238,-1.08682,0
Neg_2704,0.45896,0
Neg_2652,1.56369,0
Neg_1700,-0.427,0
Neg_2744,-0.55056,0
Neg_43,-0.38729,0
Neg_235,0.42145,0
Neg_1433,-0.41433,0
Neg_1473,0.63385,0
Neg_1047,-0.38686,0
Neg_2221,-1.02387,0
Neg_691,0.16132,0
Neg_128,1.01402,0
Neg_1952,-1.05236,0
Neg_2059,-0.94605,0
Neg_661,-0.26605,0
Neg_1100,0.42932,0
Neg_2458,0.45338,0
Neg_983,0.635,0
Neg_2250,0.58997,0
Neg_674,0.41702,0
Neg_2825,0.83178,0
Neg_445,0.58913,0
Neg_640,-0.37627,0
Neg_1903,-0.7488,0
Neg_671,-0.12533,0
Neg_2147,-0.4684,0
Neg_475,0.14208,0
Neg_1302,-1.02646,0
Neg_2077,0.49877,0
Neg_2040,-1.2209,0
Neg_2660,-1.02236,0
Neg_2166,-1.01945,0
Neg_2376,-0.94517,0
Neg_1962,-0.27756,0
Neg_1000,-0.58989,0
Neg_250,-1.33079,0
Neg_1718,0.52099,0
Neg_750,-0.77637,0
Neg_1014,0.5048,0
Neg_2399,-0.95393,0
Neg_561,-0.50921,0
Neg_1762,-0.58108,0
Neg_1449,-0.01595,0
Neg_237,-0.48342,0
Neg_345,0.22904,0
Neg_2511,-1.09625,0
Neg_2097,-0.43569,0
Neg_1966,-1.25936,0
Neg_255,-0.39684,0
Neg_2365,-0.70328,0
Neg_1987,-0.09609,0
Neg_2805,1.73496,0
Neg_2904,-0.70186,0
Neg_2872,-0.86971,0
Neg_2355,-0.29203,0
Neg_576,0.19073,0
Neg_2459,-0.29612,0
Neg_971,-0.53542,0
Neg_898,-0.55193,0
Neg_928,-1.20129,0
Neg_2823,-0.90493,0
Neg_2364,-0.96717,0
Neg_2806,1.13061,0
Neg_1871,0.42256,0
Neg_50,0.37162,0
Neg_2496,-0.61554,0
Neg_1030,0.30335,0
Neg_1978,-0.88431,0
Neg_669,-0.54406,0
Neg_1341,0.34743,0
Neg_843,-0.51236,0
Neg_761,0.10078,0
Neg_988,0.4536,0
Neg_2255,-0.91702,0
Neg_2557,-0.8678,0
Neg_2677,-0.40278,0
Neg_18,-0.25083,0
Neg_315,-0.936,0
Neg_1741,1.8039,0
Neg_2578,0.10094,0
Neg_389,-0.71473,0
Neg_210,-0.65078,0
Neg_2427,0.17124,0
Neg_2323,-0.72848,0
Neg_2007,-1.12266,0
Neg_891,-0.12983,0
Neg_387,-0.70331,0
Neg_741,-1.04315,0
Neg_362,0.85253,0
Neg_1212,0.53872,0
Neg_2057,-0.90617,0
Neg_468,-0.64689,0
Neg_2468,-0.39508,0
Neg_873,2.40902,0
Neg_1079,-0.66561,0
Neg_1710,0.65859,0
Neg_482,2.21243,0
Neg_121,-0.76663,0
Neg_2172,0.59671,0
Neg_1897,0.52399,0
Neg_2690,-1.3435,0
Neg_42,-0.88603,0
Neg_1748,-1.14487,0
Neg_620,0.25599,0
Neg_2881,-0.7294,0
Neg_188,-0.94951,0
Neg_184,-1.02669,0
Neg_584,-0.24032,0
Neg_2423,-0.17421,0
Neg_2699,-0.28393,0
Neg_147,-0.79175,0
Neg_1376,-0.46494,0
Neg_2589,-0.35555,0
Neg_2501,-1.08843,0
Neg_288,-0.9,0
Neg_982,-0.6031,0
Neg_511,-0.14334,0
Neg_1308,0.00839,0
Neg_125,-0.49122,0
Neg_564,0.00958,0
Neg_2039,-0.34752,0
Neg_1237,0.42652,0
Neg_749,-1.21812,0
Neg_189,-0.2493,0
Neg_2815,-1.12767,0
Neg_2573,0.393,0
Neg_911,-0.54877,0
Neg_2225,-1.02617,0
Neg_591,0.06051,0
Neg_428,-0.8289,0
Neg_739,-0.9182,0
Neg_449,0.41923,0
Neg_1358,-0.46767,0
Neg_707,-0.75165,0
Neg_1196,-0.48792,0
Neg_1113,-0.47555,0
Neg_1437,-0.70959,0
Neg_996,0.74417,0
Neg_2480,0.79642,0
Neg_2324,0.01996,0
Neg_2391,0.27537,0
Neg_1084,-0.71969,0
Neg_1194,-0.25954,0
Neg_908,-0.9183,0
Neg_638,-0.97272,0
Neg_2741,0.24607,0
Neg_1368,-1.221,0
Neg_1005,0.25822,0
Neg_2790,-0.2162,0
Neg_1572,-0.23058,0
Neg_1734,-0.11412,0
Neg_435,-0.99384,0
Neg_409,0.37957,0
Neg_436,-0.60921,0
Neg_1409,-0.12544,0
Neg_1603,-0.44015,0
Neg_2900,1.5214,0
Neg_469,0.17782,0
Neg_395,-0.32643,0
Neg_2006,-0.31312,0
Neg_2138,-0.82432,0
Neg_1534,-1.26654,0
Neg_726,-0.52553,0
Neg_2658,-0.90901,0
Neg_885,-0.51625,0
Neg_1364,-0.46653,0
Neg_2867,-1.04246,0
Neg_1869,-0.92754,0
Neg_429,-0.63529,0
Neg_1518,-0.55709,0
Neg_2431,-0.55539,0
Neg_788,0.44312,0
Neg_2574,-0.98412,0
Neg_1548,-0.13747,0
Neg_1959,-0.08556,0
Neg_1124,-0.69381,0
Neg_1324,0.1005,0
Neg_1533,1.85794,0
Neg_2429,-0.00318,0
Neg_2123,-0.07836,0
Neg_384,0.97314,0
Neg_2551,-0.79654,0
Neg_380,-1.1062,0
Neg_1697,2.26745,0
Neg_2382,0.12992,0
Neg_193,-0.26107,0
Neg_392,-0.27442,0
Neg_1136,-1.23238,0
Neg_2371,0.0887,0
Neg_910,-1.17457,0
Neg_656,-0.62501,0
Neg_718,-0.60311,0
Neg_400,0.02432,0
Neg_742,0.30293,0
Neg_1273,-0.25513,0
Neg_2830,-1.06603,0
Neg_567,-0.93983,0
Neg_588,0.07,0
Neg_183,-0.80556,0
Neg_2770,0.19314,0
Neg_864,0.49755,0
Neg_2883,2.15805,0
Neg_2689,-0.59456,0
Neg_1381,-0.7358,0
Neg_829,0.79996,0
Neg_2495,-0.99786,0
Neg_1148,-0.66355,0
Neg_819,-0.56985,0
Neg_2683,0.41664,0
Neg_1304,-0.48403,0
Neg_932,-0.66182,0
Neg_2003,-1.37623,0
Neg_1512,-0.26502,0
Neg_789,-0.94019,0
Neg_1705,-0.70974,0
Neg_360,-0.83144,0
Neg_2473,-0.74446,0
Neg_1567,0.29587,0
Neg_2582,0.05247,0
Neg_980,-0.288,0
Neg_2740,0.15037,0
Neg_1041,0.08852,0
Neg_2713,-0.75802,0
Neg_593,-0.84875,0
Neg_1882,-0.20954,0
Neg_2760,-0.66096,0
Neg_1296,-0.37722,0
Neg_784,-0.27952,0
Neg_2205,0.43,0
Neg_981,-0.3805,0
Neg_115,-0.8762,0
Neg_499,-1.24124,0
Neg_877,-1.02113,0
Neg_594,-0.8852,0
Neg_596,-0.02139,0
Neg_156,0.31354,0
Neg_1199,0.70469,0
Neg_1091,-0.99983,0
Neg_2380,-1.20431,0
Neg_1193,-1.05416,0
Neg_2038,-0.18743,0
Neg_796,-0.42247,0
Neg_583,-0.84544,0
Neg_1399,0.24817,0
Neg_773,-1.23295,0
Neg_2320,-0.13708,0
Neg_2170,-0.8177,0
Neg_1443,-0.8631,0
Neg_1969,-0.50951,0
Neg_1220,-0.29289,0
Neg_1111,-0.90462,0
Neg_2065,0.03381,0
Neg_1451,-0.55391,0
Neg_1328,0.08289,0
Neg_140,-0.18173,0
Neg_258,-0.35416,0
Neg_175,0.16073,0
Neg_2922,-0.4782,0
Neg_577,-0.2785,0
Neg_1641,-0.95562,0
Neg_758,-0.72665,0
Neg_2195,-0.14934,0
Neg_157,0.10249,0
Neg_2325,-0.81548,0
Neg_181,-0.91313,0
Neg_2641,-0.74841,0
Neg_1505,-0.97407,0
Neg_2608,-0.56759,0
Neg_2181,-0.77181,0
Neg_2798,-0.61735,0
Neg_924,-1.20353,0
Neg_1138,-0.80764,0
Neg_2880,1.51725,0
Neg_2670,-0.20297,0
Neg_925,-0.04222,0
Neg_230,0.51611,0
Neg_2071,-1.03695,0
Neg_2650,0.21922,0
Neg_841,0.99168,0
Neg_2054,-0.4448,0
Neg_146,-0.81491,0
Neg_162,-1.30574,0
Neg_990,-0.13883,0
Neg_2024,-0.20044,0
Neg_155,-0.63256,0
Neg_1412,-0.25341,0
Neg_619,-0.15424,0
Neg_154,-0.8372,0
Neg_264,-0.89206,0
Neg_457,-1.16118,0
Neg_1529,-0.96751,0
Neg_1725,0.27421,0
Neg_582,0.48058,0
Neg_2293,-0.96667,0
Neg_2023,-0.88028,0
Neg_1192,-0.26998,0
Neg_1702,-0.77992,0
Neg_989,-0.92776,0
Neg_856,-0.76454,0
Neg_2460,-0.90158,0
Neg_1967,-1.00577,0
Neg_1584,1.22052,0
Neg_909,-0.10675,0
Neg_517,-0.72284,0
Neg_2302,-0.72703,0
Neg_1633,0.20058,0
Neg_2563,-0.01933,0
Neg_2911,-0.84777,0
Neg_1261,-0.18219,0
Neg_2493,-0.33098,0
Neg_1707,-1.18489,0
Neg_2035,-0.89662,0
Neg_2507,-1.0584,0
Neg_2843,-0.61932,0
Neg_2279,-0.93206,0
Neg_633,-0.76977,0
Neg_1442,0.16556,0
Neg_1910,-0.37297,0
Neg_2307,-0.68691,0
Neg_1627,-0.36428,0
Neg_1043,-0.98032,0
Neg_851,0.01396,0
Neg_1342,-1.00364,0
Neg_507,-0.14252,0
Neg_2892,-0.94773,0
Neg_887,-0.44248,0
Neg_2177,0.1769,0
Neg_2875,-0.3022,0
Neg_187,-1.10497,0
Neg_731,-0.34906,0
Neg_2878,-0.94162,0
Neg_1195,-0.06273,0
Neg_2134,-1.075,0
Neg_209,-0.87914,0
Neg_2339,-0.85212,0
Neg_1950,-0.57516,0
Neg_1521,-0.72752,0
Neg_2328,0.39019,0
Neg_504,-0.30203,0
Neg_1415,-0.78719,0
Neg_1244,-0.5453,0
Neg_2317,0.47275,0
Neg_1759,-1.14945,0
Neg_1105,-0.5513,0
Neg_1599,-0.21557,0
Neg_349,-0.70458,0
Neg_2091,2.1559,0
Neg_2417,-0.51108,0
Neg_100,0.06483,0
Neg_2420,0.72623,0
Neg_1970,-1.26928,0
Neg_893,-0.37863,0
Neg_2534,-0.68477,0
Neg_481,0.56577,0
Neg_1894,-1.20914,0
Neg_627,-0.21898,0
Neg_2523,-0.86035,0
Neg_1173,-0.25529,0
Neg_2625,-0.20878,0
Neg_2452,-0.92611,0
Neg_754,-0.7081,0
Neg_2294,-0.30589,0
Neg_2466,-1.17906,0
Neg_1017,-1.24494,0
Neg_539,-0.57016,0
Neg_2199,-0.76133,0
Neg_1739,-0.266,0
Neg_1318,-0.36074,0
Neg_2842,-0.44644,0
Neg_1817,-1.0921,0
Neg_1427,-0.28335,0
Neg_60,-0.76167,0
Neg_1202,-0.83852,0
Neg_1417,-0.2014,0
Neg_1392,0.30694,0
Neg_1245,-0.27342,0
Neg_1621,0.10731,0
Neg_2101,-1.30067,0
Neg_1662,-0.222,0
Neg_967,-0.48632,0
Neg_1576,-0.37056,0
Neg_1044,-0.11131,0
Neg_2674,-0.79746,0
Neg_81,-1.42257,0
Neg_1408,-0.83555,0
Neg_1528,-0.236,0
Neg_2218,-0.82984,0
Neg_913,-1.37127,0
Neg_1553,-0.62234,0
Neg_1203,-0.44145,0
Neg_2776,-1.01389,0
Neg_2133,0.21373,0
Neg_1961,-0.47069,0
Neg_1895,-0.89338,0
Neg_2043,-1.20708,0
Neg_334,-1.0218,0
Neg_2174,-0.74937,0
Neg_1792,-0.3303,0
Neg_1052,-1.25964,0
Neg_1327,-1.40182,0
Neg_2663,-1.37468,0
Neg_644,0.05285,0
Neg_2092,-1.10517,0
Neg_559,-0.14105,0
Neg_487,-0.30251,0
Neg_2018,0.78168,0
Neg_1474,-1.10194,0
Neg_1264,-1.06262,0
Neg_884,0.76284,0
Neg_1191,-0.68883,0
Neg_1852,0.15809,0
Neg_786,-0.48119,0
Neg_1686,-0.12151,0
Neg_2755,-1.07035,0
Neg_2143,0.30953,0
Neg_2619,-0.2991,0
Neg_1600,-0.53946,0
Neg_725,-0.33776,0
Neg_70,-0.39475,0
Neg_2340,-1.06336,0
Neg_1366,1.1815,0
Neg_458,-1.39173,0
Neg_744,-0.69527,0
Neg_2839,-0.8177,0
Neg_575,1.74775,0
Neg_1839,-0.3168,0
Neg_2678,-0.22192,0
Neg_1204,0.11705,0
Neg_2351,1.11852,0
Neg_2899,-0.14763,0
Neg_2474,-1.34486,0
Neg_1760,-0.54465,0
Neg_369,0.77971,0
Neg_2710,0.20075,0
Neg_2852,-0.55523,0
Neg_1373,-0.45836,0
Neg_2807,0.31921,0
Neg_543,-0.89141,0
Neg_1453,-1.01505,0
Neg_860,1.9808,0
Neg_223,-0.45266,0
Neg_1842,-0.28571,0
Neg_1769,1.80116,0
Neg_2295,0.26992,0
Neg_1598,-0.69826,0
Neg_642,-0.9397,0
Neg_2592,-0.83505,0
Neg_2426,-0.56991,0
Neg_1004,-0.03993,0
Neg_2066,-0.54246,0
Neg_1482,-0.05082,0
Neg_111,-0.69209,0
Neg_2546,-0.71931,0
Neg_2168,-1.08141,0
Neg_1605,-0.98,0
Neg_2512,0.16097,0
Neg_93,1.10201,0
Neg_772,-0.40286,0
Neg_206,0.49906,0
Neg_723,0.36476,0
Neg_1946,-0.62581,0
Neg_2284,-0.56682,0
Neg_2267,-0.41439,0
Neg_778,-0.24119,0
Neg_87,-1.20251,0
Neg_2746,0.31958,0
Neg_1171,0.50242,0
Neg_1671,-0.80808,0
Neg_2416,-0.89887,0
Neg_1935,-0.46787,0
Neg_2891,-0.42043,0
Neg_1354,-1.03022,0
Neg_763,0.44459,0
Neg_1222,-0.21968,0
Neg_371,-0.92055,0
Neg_1955,-0.36138,0
Neg_2848,-0.55728,0
Neg_2766,-0.7368,0
Neg_2233,-1.33467,0
Neg_1833,-0.47836,0
Neg_1123,-1.0163,0
Neg_2809,-0.00125,0
Neg_2194,0.08128,0
Neg_2144,-0.98213,0
Neg_27,-0.96627,0
Neg_2559,1.48405,0
Neg_2373,-0.91795,0
Neg_2161,-0.87749,0
Neg_1954,-0.05178,0
Neg_23,-0.24431,0
Neg_1075,-1.2711,0
Neg_2385,-1.18741,0
Neg_1821,-0.63212,0
Neg_2256,-0.41436,0
Neg_2171,-0.45245,0
Neg_921,-0.89085,0
Neg_832,2.77449,0
Neg_552,-0.97265,0
Neg_1002,-0.5865,0
Neg_123,-0.70937,0
Neg_204,0.15685,0
Neg_375,1.81911,0
Neg_372,-0.06632,0
Neg_1287,-0.85043,0
Neg_2125,-0.81349,0
Neg_74,-0.45167,0
Neg_871,-0.06066,0
Neg_694,-0.83254,0
Neg_824,-0.84249,0
Neg_2063,0.08979,0
Neg_1031,-0.3298,0
Neg_332,-0.90682,0
Neg_1165,-0.05419,0
Neg_2186,-0.55976,0
Neg_1986,-0.51743,0
Neg_2394,0.1885,0
Neg_1379,-0.18157,0
Neg_2522,-0.2104,0
Neg_1899,-0.86724,0
Neg_1322,-0.91572,0
Neg_2414,-0.78805,0
Neg_26,0.86637,0
Neg_1284,-0.44674,0
Neg_820,0.46627,0
Neg_863,-0.99132,0
Neg_268,-0.90409,0
Neg_2153,0.38477,0
Neg_63,-0.56107,0
Neg_687,-0.89723,0
Neg_1297,-0.37992,0
Neg_1556,-1.39549,0
Neg_2455,-0.83794,0
Neg_1016,-0.58367,0
Neg_366,-1.15306,0
Neg_641,-0.45478,0
Neg_2874,-0.71268,0
Neg_948,-0.42903,0
Neg_2780,-0.39887,0
Neg_760,-0.06164,0
Neg_1782,-0.33324,0
Neg_2735,0.16002,0
Neg_705,-0.17365,0
Neg_764,-1.22308,0
Neg_1582,1.65565,0
Neg_1061,0.66697,0
Neg_2183,-0.81771,0
Neg_1543,-0.05801,0
Neg_1964,1.15938,0
Neg_1330,-0.37474,0
Neg_2411,-0.08766,0
Neg_25,-0.47537,0
Neg_1463,-0.84571,0
Neg_1738,-0.16117,0
Neg_2261,-0.33806,0
Neg_1416,0.07106,0
Neg_2389,-0.78799,0
