,Ez__1,Ez__2,Ez__3,Ez__4,Ez__5,Ez__6,Ez__7,Ez__8,Ez__9,Ez__10,Ez__11,Ez__12,Ez__13,Ez__14,Ez__15,Ez__16,Ez__17,Ez__18,Ez__19,Ez__20,Ez__21,Ez__22,Ez__23,Ez__24,Ez__25,Ez__26,Ez__27,Ez__28,Ez__29,Ez__30,y
Neg_1993,0.6472,-0.34408,-1.76328,-0.98001,1.08321,-0.22467,-0.06131,0.10867,-0.13335,-0.16822,-0.18204,0.14429,0.29667,0.257,-0.18161,0.6517,0.70245,0.66538,0.89443,0.87621,0.98861,1.03296,0.81588,1.02001,1.06727,0.96101,0.70472,0.8835,0.94534,1.21943,0
Neg_1652,0.81436,-0.17854,-0.06491,-0.09514,-0.81475,-0.07637,-0.26275,-0.11509,-0.0918,-0.24553,0.08332,-0.25442,0.31824,-0.01484,-0.67267,-0.25208,-0.34337,-0.43043,-0.29023,-0.28923,-0.06649,-0.05864,-0.00733,-0.22426,0.08044,-0.02693,0.13767,0.0039,0.01169,0.27156,0
Neg_2306,-0.33401,-0.25252,-0.90789,-0.51319,0.42936,-1.18514,-1.03273,-0.99982,-0.97566,-1.14219,-1.28478,-1.06904,-0.88737,-0.89593,-1.25661,1.05897,1.18056,1.12292,1.23561,1.27241,1.28225,1.29353,1.30526,1.37996,1.28515,0.8808,1.07378,1.01876,1.07439,1.13282,0
Neg_2479,-0.22397,0.08258,0.05318,0.79289,0.11341,0.55563,0.57889,0.48923,0.47353,0.23724,1.14652,0.66374,0.52906,0.41247,0.42324,-1.84193,-1.70606,-1.67236,-1.64324,-1.76501,-1.42224,-1.266,-1.28817,-1.22273,-1.2677,-1.23431,-0.80902,-0.77557,-0.84928,-0.81418,0
Neg_423,-1.44693,-1.45921,-0.89105,-0.29142,-1.66168,-1.3784,-1.57039,-1.92297,-1.9266,-1.95258,-1.50692,-1.32431,-1.84628,-2.12452,-1.78144,-0.91802,-0.80133,-0.69525,-0.45296,-0.12158,-0.16826,-0.11177,-0.33304,-0.20399,0.13068,-0.16653,0.16264,0.16497,0.36356,0.5591,0
Neg_2799,-0.15423,-0.2596,0.60712,-0.37844,0.14478,0.19542,0.08587,-0.05955,0.12248,-0.15396,0.25491,0.04297,-0.19288,0.08192,-0.14412,-0.48673,-0.38754,-0.34549,-0.38484,-0.41651,-0.32752,-0.18224,-0.23473,-0.30722,-0.31468,-0.14773,-0.10444,-0.17912,-0.34693,-0.29852,0
Neg_822,-0.54657,-0.64379,-0.11235,0.14557,-1.47393,-0.80294,-0.60818,-0.45236,-0.66672,-0.32239,-0.98603,-0.39387,-0.50336,-0.81935,0.11018,0.2199,0.10594,0.10738,-0.02725,-0.12725,0.40376,0.16809,0.58053,0.42365,0.12523,0.42331,0.15014,0.30725,0.40284,-0.06591,0
Neg_931,0.7543,-0.20181,-0.5721,0.64941,0.66619,0.64755,0.89801,0.92078,0.60268,0.96775,-0.01259,1.11449,0.69061,0.37638,0.38262,1.04817,1.1037,1.14509,1.20002,1.22476,-0.04781,-0.18141,-0.07766,-0.09477,-0.14099,-0.49311,-0.80858,-0.77272,-0.61884,-0.72428,0
Neg_2497,-0.03563,-0.12038,0.27412,-0.16644,-0.17952,-0.40518,-0.13032,-0.35805,-0.29407,-0.19728,-0.04995,0.00979,-0.36338,-0.03634,-0.07315,0.04742,0.00189,0.11726,0.05226,0.07434,1.00593,0.67724,0.89693,0.75564,0.75506,1.09071,0.9495,1.1562,1.00581,1.00718,0
Neg_2925,-1.20821,-0.16487,-0.00184,0.60368,0.3045,0.47289,0.08625,0.25237,0.2536,0.42406,0.28905,0.21655,0.24923,0.15083,0.31679,1.2506,1.40107,1.19861,1.20158,1.02617,0.25324,0.5745,0.49217,0.55844,0.57734,-0.11293,0.04429,-0.10228,-0.09386,-0.133,0
Neg_267,-0.1893,0.68799,0.53833,0.05762,0.29172,0.30287,0.09775,0.26563,0.4034,0.16428,0.46323,0.13552,0.15459,0.22576,0.20411,-0.28477,-0.17248,-0.14079,-0.17752,-0.10409,-0.72982,-0.53826,-0.52539,-0.51624,-0.50609,-0.84162,-0.55998,-0.52204,-0.52147,-0.55161,0
Neg_242,0.81227,0.72158,1.38425,1.00119,0.60596,1.73259,1.19401,1.48328,1.10194,1.34295,1.50957,1.28099,1.03273,0.70389,0.98304,-0.98409,-0.9653,-0.83195,-1.02703,-1.02305,-2.02535,-1.76481,-1.60053,-1.83918,-1.68288,-2.04459,-1.92888,-1.77592,-1.71765,-1.81681,0
Neg_233,-0.34878,-0.02472,-0.55105,-0.58039,-0.66288,-0.46115,-0.1227,-0.49651,-0.57025,-0.32352,0.04143,-0.05674,-0.68397,-0.49094,-0.72439,1.62909,1.76324,1.86059,1.88793,1.6241,1.29846,1.23622,1.2723,1.24079,1.17376,0.63551,0.82606,0.91711,0.69137,0.8435,0
Neg_1868,-1.31985,0.10219,0.21806,-0.1525,-0.20067,-2.15134,-2.37093,-2.0545,-2.13531,-1.99038,-2.37534,-2.32353,-2.24983,-2.37969,-1.89599,1.35112,1.43323,1.38565,1.45223,1.29238,1.82602,1.63717,1.7042,1.53262,1.37334,1.53631,1.64764,1.61777,1.61165,1.4441,0
Neg_2032,0.0474,-1.12939,-0.51744,-0.05313,-0.46313,-0.37506,-0.33145,-0.18654,-0.40054,-0.23874,-0.3504,-0.05802,-0.04277,-0.35684,0.06573,-0.27499,-0.14537,-0.12292,-0.10735,-0.21397,1.00585,0.93688,1.04244,1.04599,0.88793,1.54525,1.41403,1.37838,1.40929,1.26676,0
Neg_2720,0.11715,1.22188,0.50896,-0.18459,0.15257,0.94438,0.65491,0.72116,0.73602,0.69689,0.83833,0.50711,0.88261,0.90681,0.74899,-1.10788,-0.90822,-0.87209,-0.89983,-0.93027,-1.15725,-1.05116,-1.15558,-1.11462,-1.14284,-0.90392,-0.89614,-0.9232,-1.01297,-0.73606,0
Neg_2343,-0.55606,0.28466,0.55095,-0.20034,0.10058,0.61671,0.39325,0.31848,0.36848,0.38666,1.00296,0.3936,0.31261,0.38222,0.38621,0.04569,0.12644,0.17769,0.18826,0.2779,-0.0405,0.05315,0.06176,0.06693,0.06273,-0.14554,0.00917,0.12819,0.07224,0.0629,0
Neg_2055,-0.50707,0.00546,0.24587,-0.30043,0.04999,0.06013,-0.39465,-0.24664,-0.13999,-0.23291,0.06228,-0.5139,-0.17676,-0.07124,-0.01373,-0.43998,-0.28791,-0.35329,-0.31478,-0.31372,-0.33776,-0.2098,-0.35345,-0.40598,-0.27644,-0.35515,-0.0304,-0.14479,-0.27885,-0.15866,0
Neg_2624,0.02997,-0.31244,-0.27337,-0.45294,-0.38242,0.03168,0.01663,0.32628,0.38468,0.21792,0.24883,0.15885,0.20547,0.44941,0.00228,0.55593,0.53518,0.40822,0.37742,0.47303,0.30538,0.34026,0.32806,0.02596,0.12378,0.09722,0.00734,0.21724,0.0376,-0.10353,0
Neg_745,-1.1278,-0.64385,-0.80264,-0.76924,-0.44809,-1.42135,-1.17897,-1.17384,-1.1746,-1.20207,-1.17866,-1.25173,-1.12553,-0.9034,-1.27839,0.75233,0.73163,0.68563,0.60284,0.57095,1.52559,1.53406,1.39037,1.42539,1.39222,1.49213,1.54076,1.66047,1.5464,1.56067,0
Neg_2850,0.22062,-2.24524,2.05408,-1.6608,1.01196,-0.19173,0.19205,-0.03666,0.789,-0.28146,0.28177,0.28652,-0.19141,0.62357,0.19862,1.15898,0.90662,0.9535,0.86309,0.98499,1.51629,1.42308,1.08472,0.9644,1.23281,1.18727,1.40705,1.16285,1.02796,1.29584,0
Neg_1483,-1.18116,0.05237,-1.93241,-0.25443,1.39432,-0.1712,-0.39226,0.36675,0.83886,0.44266,0.4801,-0.97096,0.23031,1.35141,0.48733,1.65591,2.31164,1.92482,1.53552,1.39032,2.3591,2.29211,2.12729,1.53786,1.23847,2.29913,1.97283,1.91533,2.10195,2.44689,0
Neg_2708,0.04307,-1.14027,-0.66681,-0.4941,0.15463,-0.23076,-0.33165,-0.18883,-0.36985,-0.48285,-0.05388,-0.16537,-0.32405,-0.43342,-0.47726,-0.27817,-0.36853,-0.44333,-0.55764,-0.33879,-0.40932,-0.11336,-0.29948,-0.34452,-0.21291,-0.45675,-0.07513,-0.22244,-0.1465,-0.0699,0
Neg_2131,0.29781,-0.7114,-0.81741,-0.40247,-0.10635,-0.12155,-0.09678,0.23179,0.03926,-0.20061,-0.17375,0.39655,-0.0231,0.14959,0.14188,1.28741,1.30977,1.40174,1.33427,1.63891,1.24536,1.036,1.45896,1.23136,1.42692,1.03604,0.79746,1.05069,0.6093,1.05149,0
Neg_440,0.89585,-0.82432,0.07756,0.41422,-0.50601,0.74482,0.4259,0.63959,0.13658,0.31272,0.07718,1.00726,0.606,-0.21555,0.74437,0.23729,0.2868,0.25135,0.21816,0.23792,-0.2671,-0.09684,-0.03275,-0.05675,-0.16007,0.10577,-0.3814,-0.4958,-0.02784,-0.55943,0
Neg_793,0.75919,1.12223,0.60897,0.58503,0.65828,0.72797,0.37181,0.6757,0.84746,0.7247,0.66315,0.2143,0.75562,0.83538,0.76809,-0.40542,-0.23264,-0.3983,-0.49215,-0.48938,-0.23142,-0.22871,-0.46613,-0.53171,-0.50521,-0.04431,-0.17301,-0.3002,-0.62784,-0.51093,0
Neg_2000,0.79529,1.01085,0.57649,0.15872,-0.05096,0.53511,0.58107,0.4675,0.67216,0.46744,0.35249,0.4964,0.45619,0.37942,0.54455,-0.4965,-0.41728,-0.31573,-0.44058,-0.49317,-0.02431,-0.10727,-0.06976,-0.10334,-0.32034,0.35357,0.02433,0.17642,0.04668,-0.34429,0
Neg_328,1.8195,2.88431,0.66488,-0.71423,-0.17139,1.22427,1.16738,2.06334,2.16214,2.36622,0.69432,0.25707,1.32788,2.03332,2.12338,-0.54977,-0.32506,-0.49154,-0.42287,-0.41926,-1.5381,-1.07032,-1.42878,-1.29828,-1.06918,-1.72981,-1.53745,-1.83315,-1.82891,-1.69034,0
Neg_2022,1.29861,0.11946,0.83497,1.91983,0.6831,0.75824,1.28945,1.43933,1.02541,1.29446,0.89993,1.43982,1.72036,0.97931,1.09341,-0.26974,-0.3098,-0.29724,-0.34733,-0.62859,0.13378,0.04999,-0.08394,0.12429,-0.05849,0.36531,0.17139,0.04139,0.30366,0.24809,0
Neg_1676,-2.05685,-0.23389,-0.62298,-1.2114,0.10329,-3.02054,-3.1675,-2.62119,-2.75871,-2.56069,-3.12018,-4.23815,-3.21689,-2.93323,-2.67898,-0.20221,-0.33869,-0.24215,0.1873,0.21127,2.51191,2.28279,1.86961,2.15051,1.58398,3.55399,3.45647,2.92328,2.9526,2.72292,0
Neg_47,0.01043,-0.60399,-0.38045,-0.88496,-1.44321,-0.60021,-0.58392,-0.50853,-0.02908,-0.21591,-0.87738,-0.05656,-0.45758,0.15214,-0.2202,-1.2036,-1.09052,-0.97119,-0.90401,-0.92935,-0.54198,-0.72397,-0.69547,-0.53082,-0.78903,-0.21907,-0.53557,-0.10825,-0.20463,-0.31243,0
Neg_889,-0.3547,-0.35179,-1.81756,-0.51856,-0.22296,-2.07122,-1.70546,-1.45257,-1.62921,-1.40528,-1.5389,-1.78011,-1.67347,-1.51638,-1.51426,2.09651,1.8936,1.92018,1.79264,1.44658,1.69169,1.55462,1.61744,1.50192,1.37047,0.6765,1.22722,1.26159,1.26722,1.25761,0
Neg_2715,0.19821,-0.25744,-0.67506,0.37153,-0.01279,-0.29208,-0.34833,-0.47078,-0.32785,-0.43088,-0.44515,-0.47128,-0.39812,-0.21285,-0.57526,-1.24153,-1.17976,-1.16257,-1.11897,-1.0871,-0.36752,-0.4417,-0.50976,-0.46446,-0.32927,0.10696,-0.01666,0.1624,0.07048,0.22775,0
Neg_2214,0.18299,0.16769,0.55919,-0.09477,-0.18635,-0.03197,-0.05919,-0.07749,0.08863,0.13399,-0.279,-0.04655,-0.25969,0.09491,0.30137,0.65863,0.7309,0.68423,0.5926,0.53411,0.44008,0.41152,0.2278,0.26564,0.12381,0.25552,0.1222,0.18476,0.05967,0.00592,0
Neg_1579,-0.40747,0.05013,-0.00027,-0.10762,-0.35851,-1.19264,-1.25973,-1.369,-1.25404,-1.21571,-1.52776,-1.20386,-1.43793,-1.52515,-1.16434,-0.36568,-0.25838,-0.24391,-0.35496,-0.23993,0.28498,0.23922,0.39149,0.12367,0.33338,0.54087,0.42431,0.63803,0.56744,0.46124,0
Neg_878,-1.34574,-0.57964,-1.61165,-0.35354,0.76598,-0.43211,-0.6432,-0.85517,-0.74502,-0.76708,0.32391,-0.73745,-0.73925,-0.56528,-0.53137,-1.27379,-1.01753,-0.84428,-0.81923,-0.75209,-0.00254,0.2153,0.37263,0.35168,0.368,0.22868,0.89123,1.0416,0.98505,0.93983,0
Neg_2103,-1.04234,-1.34799,-0.46446,-0.80175,-0.84793,-1.47784,-1.67976,-1.65773,-1.46566,-1.30934,-1.3269,-1.81229,-1.40836,-1.53008,-1.18177,-0.01103,0.11454,0.07539,0.06887,0.14322,1.23148,1.36097,1.36588,1.36798,1.25418,1.56637,1.69936,1.74939,1.96805,1.70327,0
Neg_1114,-0.17665,-0.86214,-0.62931,-0.09036,-0.54869,-0.34175,-0.46249,-0.54847,-0.3639,-0.31989,-0.45225,-0.56452,-0.63042,-0.38351,-0.30569,-0.20019,-0.1824,-0.21611,-0.24676,-0.41261,0.34008,0.2967,0.26056,0.12649,0.07354,0.52913,0.5556,0.49686,0.38721,0.14685,0
Neg_681,-0.35062,-0.10642,-1.04496,-0.89617,-0.07888,-0.7516,-0.67596,-0.63743,-0.59186,-0.83144,-0.5338,-0.99515,-0.60234,-0.40599,-0.61544,-0.39767,-0.66816,-0.44744,-0.57825,-0.33602,-0.34183,-0.39293,-0.42305,-0.51603,-0.27455,-0.45166,-0.32557,-0.24234,-0.21524,-0.15044,0
Neg_346,-0.69042,-1.10482,-0.76442,0.66274,-0.80322,-0.35801,-0.40381,-0.35669,-0.48475,-0.48759,-0.01059,-0.13269,-0.39751,-0.51968,-0.30005,-0.46173,-0.50077,-0.60725,-0.48918,-0.44152,-0.2049,-0.16991,-0.15777,-0.1368,-0.16644,-0.12438,0.07656,0.07883,-0.03256,-0.12176,0
Neg_2532,0.40995,-0.08651,-0.0573,-0.07205,0.02106,0.07538,0.23068,-0.03818,0.12863,-0.3628,-0.07502,0.02489,-0.10581,-0.09562,-0.31017,-0.30347,-0.40362,-0.2682,-0.32467,-0.30723,-0.51531,-0.49688,-0.53845,-0.5501,-0.59678,-0.49276,-0.48307,-0.57788,-0.50099,-0.51873,0
Neg_1669,-0.27515,-1.19863,-0.11269,0.43561,-1.97347,-0.44288,-0.53741,-0.39753,-0.53701,-0.22311,-0.76909,-0.34024,-0.9314,-0.55108,-0.35997,1.41615,1.58286,1.58834,1.41388,1.34755,0.94848,1.18247,1.21139,1.12947,1.0449,0.49684,0.4468,0.73054,0.41369,0.35914,0
Neg_949,-0.9861,-1.07326,-1.1982,-0.07685,-0.39296,-0.51998,-0.81635,-0.74796,-0.61194,-0.87,0.1832,-0.85835,-0.76382,-0.12186,-0.84933,-0.26264,-0.17159,-0.30095,-0.32663,-0.24949,1.04633,0.92378,0.84425,1.0217,1.11569,1.38098,1.43315,1.27569,1.702,1.59248,0
Neg_1081,0.41962,0.92933,0.20276,-0.49656,-0.0035,-0.2283,-0.40227,-0.3907,-0.33793,-0.25355,-0.58444,-0.81144,-0.55041,-0.00473,-0.27125,-0.63997,-0.4829,-0.53853,-0.5533,-0.61926,-0.06163,0.04583,-0.20179,-0.23516,-0.31047,0.1586,0.31138,0.07189,-0.01935,0.0497,0
Neg_501,-0.63504,-1.0117,-0.58259,-1.40298,-0.96737,-0.80669,-0.70866,-0.98172,-1.275,-1.35255,-1.35857,-0.43439,-1.01285,-1.11185,-1.27665,0.35901,0.26903,0.12655,0.17346,0.01457,0.63192,0.27397,0.34932,0.60085,0.3911,1.01431,0.68273,0.63842,0.98106,0.66572,0
Neg_2079,-1.10074,-0.1922,-0.2967,-0.47072,-0.6335,-1.26607,-1.26009,-1.27835,-1.11711,-1.12432,-1.26745,-1.33225,-1.25,-1.13214,-0.9911,-0.35272,-0.31754,-0.32008,-0.34071,-0.41172,-0.03214,0.02015,0.00802,0.06325,-0.04181,-0.16843,0.18304,0.14217,0.08361,0.0284,0
Neg_2360,0.11537,0.13656,0.70901,-0.10675,-0.49989,0.03451,-0.02397,-0.18783,-0.01561,0.04373,0.06667,-0.06461,-0.10996,0.18109,0.02998,-0.34332,-0.22624,-0.2962,-0.30624,-0.30398,0.18549,0.1366,0.1784,0.11097,0.11846,0.48362,0.47376,0.30911,0.28342,0.24684,0
Neg_1492,-1.81485,-0.44051,-0.8516,-1.445,0.0536,-1.19886,-1.51055,-1.77762,-1.41715,-1.34185,-0.78347,-1.68153,-1.70249,-1.41675,-1.12589,-2.35539,-2.52125,-2.38655,-2.05294,-2.7795,-1.77691,-1.97765,-1.90686,-1.69174,-2.21716,-1.44956,-1.21326,-1.43726,-1.38015,-1.74384,0
Neg_1400,-0.23304,-0.88855,-1.41129,-0.48408,0.20492,-0.62381,-0.53856,-1.01015,-0.45226,-0.50756,-1.25316,-0.53046,-0.65858,-0.98548,-0.5798,1.59237,1.74656,2.00418,1.86622,1.60375,0.99072,1.78061,2.12141,2.20292,2.12029,1.17562,1.00528,1.47677,1.48861,1.41606,0
Neg_840,-0.17891,0.20858,-1.26066,-1.31254,0.07302,-1.40281,-1.28638,-1.11204,-1.23444,-0.94017,-1.4175,-1.89465,-0.99972,-1.01008,-1.27287,0.80968,0.98682,0.77179,0.89853,0.66101,0.99521,1.35454,1.04788,0.87468,0.90119,0.78011,0.98188,0.74339,0.67178,0.5548,0
Neg_1343,-0.29538,0.22198,-0.11087,0.1433,0.39254,-0.53074,-0.60236,-0.5577,-0.43594,-0.62401,-0.46954,-0.75449,-0.5338,-0.55625,-0.90701,-0.21721,-0.12983,-0.19647,-0.24273,-0.2643,0.16549,0.1177,0.05867,0.01755,-0.02916,0.07731,0.2668,0.08583,0.0425,0.16435,0
Neg_1169,2.48251,1.91644,1.70032,1.76023,2.36491,2.02537,1.94149,2.01224,1.86695,1.60787,1.74089,1.77582,2.10979,1.94155,1.68112,-1.21997,-1.06617,-1.05956,-1.06558,-1.02364,-1.01243,-1.04153,-1.0984,-1.04232,-1.12688,-0.56558,-0.83777,-0.99454,-0.90386,-0.71603,0
Neg_1095,-0.49336,-1.12134,0.5578,-0.63858,-1.82335,-0.23824,-0.17822,-0.57899,0.12497,-0.30947,-1.18173,0.40153,-1.026,-0.03606,0.36919,1.28463,1.23323,1.42487,1.46055,1.41381,0.78727,1.02326,0.76749,0.99902,0.93615,0.88939,0.1676,0.67057,0.2953,0.10563,0
Neg_2160,-1.73902,-0.28668,-0.15615,0.39691,0.04259,-0.77829,-0.90604,-0.703,-0.77769,-0.89836,-0.71297,-1.10091,-0.89077,-1.11041,-1.0867,-0.22747,-0.0418,-0.14088,-0.11935,-0.0842,0.03236,0.08526,0.12555,0.09787,0.15201,-0.00683,0.3485,0.32272,0.36017,0.28075,0
Neg_1886,-0.56459,-0.18506,-0.1165,-0.24583,-0.49076,-0.24373,-0.37556,-0.36177,-0.30387,-0.47091,-0.29711,-0.52684,-0.21842,-0.42964,-0.21726,0.20488,0.20767,0.14694,0.1761,0.13505,-0.06708,-0.11108,-0.25421,0.00545,-0.05389,-0.21949,-0.20156,-0.26046,-0.2261,-0.30834,0
Neg_462,1.2031,0.80985,-0.73514,0.10451,0.98558,-0.06778,0.06727,0.25395,0.31436,-0.01194,-0.53856,0.1121,0.22478,0.31129,0.16928,-0.12762,-0.255,-0.21479,-0.00921,-0.09889,0.51981,0.09988,0.18589,0.21601,0.22851,0.95443,0.46748,0.47352,0.51853,0.45563,0
Neg_1618,-0.94245,-0.76752,-1.01147,0.07968,-0.75096,-1.47579,-1.32983,-1.27146,-1.52562,-1.32582,-1.51279,-1.41487,-1.28043,-1.45298,-1.12498,0.43375,0.32877,0.45836,0.42003,0.30273,0.93828,0.80405,0.86575,0.8013,0.63212,0.77435,0.86934,0.87148,0.72436,0.74116,0
Neg_1638,0.11545,-0.71442,0.06629,-0.39884,0.04103,-0.12803,-0.10447,-0.11139,-0.10111,-0.34431,-0.00118,0.204,0.00899,0.0561,-0.12824,-0.98079,-0.8861,-0.88834,-0.85069,-0.81231,0.06959,-0.09611,-0.02728,-0.04525,-0.02058,0.52126,0.16959,0.40305,0.30146,0.45641,0
Neg_335,-1.79709,-0.2898,-0.8487,-0.70756,-0.6496,-1.92074,-1.96627,-1.95583,-1.89442,-1.74201,-1.86488,-1.87583,-1.66061,-1.85289,-1.92317,0.71503,0.73926,0.67564,0.64608,0.72072,1.68429,1.78298,1.70624,1.64989,1.6964,1.76734,1.9224,1.66924,1.85911,1.85484,0
Neg_2543,-0.61427,-1.68151,0.02545,-0.67932,-0.52895,-0.65037,-0.59075,-0.64353,-0.44695,-0.75171,-0.83004,0.05399,-1.32344,-0.41972,-0.64941,0.58348,0.54753,0.64817,0.63375,0.76628,0.5615,0.43899,0.63799,0.73321,0.68624,0.47294,0.0549,0.56104,0.69506,0.37631,0
Neg_1503,0.21512,0.14338,-0.87272,-1.87292,-0.63068,-0.52349,0.07671,0.06487,0.0081,-0.43713,-0.57804,0.24539,0.04445,0.30855,-0.00394,0.7281,0.76633,0.8049,0.76477,0.82064,1.53513,1.02114,1.10113,1.08344,0.94392,1.55518,0.73932,1.21302,1.24687,0.92222,0
Neg_2634,0.46722,-0.59424,-0.67076,0.12833,0.47002,0.27512,0.04238,0.0827,0.17964,0.11549,-0.10093,0.25194,0.80132,0.07448,0.19343,-0.73332,-0.5553,-0.66896,-0.72145,-0.55779,-0.27546,-0.30177,-0.39191,-0.09775,0.01983,0.21576,0.15455,-0.2437,-0.07672,-0.13074,0
Neg_1295,-0.31394,0.85653,-0.98654,-0.685,0.73477,-0.25051,-0.27845,-0.30448,-0.43079,-0.54056,-0.13409,-0.61507,-0.38967,-0.38349,-0.81885,0.27386,0.34477,0.19475,0.18659,0.1639,0.13219,0.17593,-0.01693,-0.21545,-0.26608,-0.15057,0.02257,-0.1467,-0.36667,-0.40958,0
Neg_1778,-0.88782,0.29806,-0.44351,-0.60007,-1.83477,-0.16089,-0.24913,-0.52958,-0.27382,-0.17294,0.24202,-0.35648,-0.40524,-0.29469,0.16593,-2.06291,-1.91015,-1.84674,-1.7633,-1.66149,-1.19483,-0.9672,-1.00354,-1.16077,-0.78378,-0.7795,-0.50463,-0.40861,-0.62776,-0.3562,0
Neg_1420,-0.65149,0.03852,-0.96374,-0.99236,-0.36995,-0.98541,-0.95163,-0.7364,-0.56395,-0.50594,-0.85362,-0.64493,-0.70987,-0.44822,-0.2188,-0.20754,-0.13389,-0.32282,-0.36632,-0.38511,0.83875,0.65904,0.32466,0.30895,0.29559,1.15172,0.99488,0.80087,0.70509,0.72121,0
Neg_2915,-1.50367,-0.73298,-0.29687,-0.82477,-0.69984,-2.24401,-2.31289,-2.21688,-1.9968,-2.08515,-2.21603,-2.30349,-2.36958,-1.92648,-2.28176,1.02273,1.20339,1.03913,1.10191,1.14129,2.13484,2.07798,2.01653,2.14513,2.09959,2.27127,2.28677,2.23557,2.37538,2.42982,0
Neg_823,-0.98676,-0.61647,-0.30373,-0.37452,-0.07905,0.02807,-0.30917,-0.33267,-0.28204,-0.14084,-0.34138,-0.4771,-0.36928,-0.35656,-0.35302,0.82544,0.76701,0.74224,1.00592,0.7594,-0.54596,-0.55918,-0.58977,-0.25898,-0.08544,-1.05055,-1.03031,-0.94412,-0.97849,-0.68606,0
Neg_1675,0.24668,0.35504,0.91662,0.66512,0.57004,0.33303,0.2862,0.42955,0.277,0.16215,0.02765,0.32175,-0.00944,0.184,0.04072,-0.84719,-0.88106,-0.97471,-0.81496,-0.92484,-1.07994,-1.14061,-1.27427,-1.25969,-1.32433,-1.04419,-1.11148,-1.16753,-1.17318,-1.21878,0
Neg_589,0.40617,0.37105,1.23685,0.35757,1.0162,0.99519,0.93175,0.97915,0.71192,0.92518,1.22804,1.49189,0.89125,1.03601,0.78233,-0.70845,-0.79606,-0.81068,-0.74832,-0.88861,-0.20163,-0.2164,-0.21931,-0.5523,-0.42625,0.52266,0.48063,0.13111,0.07559,-0.11937,0
Neg_1481,-0.70549,-0.48119,-0.37705,-0.74447,-1.18433,-0.60555,-0.65534,-0.39953,-0.68111,-0.52837,-0.53126,-0.49657,-0.46226,-0.32445,-0.47354,0.58453,0.66714,0.5969,0.74616,0.73515,1.40005,1.49889,1.29405,1.54221,1.45377,1.66402,1.67196,1.36443,1.36338,1.3307,0
Neg_2342,-0.13249,0.36032,0.06453,0.32151,0.95869,0.7628,0.45941,0.57934,0.52197,0.39298,0.72805,0.30712,0.42396,0.53128,0.18959,0.44403,0.47409,0.36128,0.40371,0.42613,-0.57564,-0.4895,-0.58701,-0.48637,-0.39353,-0.84036,-0.75723,-0.73576,-0.75115,-0.65456,0
Neg_1054,-0.95826,0.5157,0.54288,1.56457,0.61045,1.66468,1.06607,1.23218,1.25862,0.84352,1.13013,0.87748,0.71631,0.4264,0.62163,1.59088,1.67068,1.51817,1.39391,1.58361,-1.25546,-0.74232,-0.62036,-0.66315,-0.88856,-1.80895,-1.47516,-1.66269,-1.70074,-1.68582,0
Neg_2098,-0.31836,0.38337,-0.78267,-1.24335,-0.71908,-0.44279,-0.54953,-0.65596,-0.37057,-0.5493,-0.64859,-0.90375,-0.66301,-0.22806,-0.28697,0.38778,0.26447,0.32962,0.36337,0.26063,0.20235,0.08651,0.03327,0.08443,-0.07083,0.05949,-0.01785,-0.14231,-0.14744,-0.24142,0
Neg_2847,1.28059,1.1157,0.531,0.99366,0.87976,1.1816,1.41506,1.52292,1.16903,1.08687,0.80575,1.34813,1.34714,1.20337,1.1894,-0.86491,-0.84237,-0.84012,-0.76556,-0.78013,-1.06092,-1.04305,-1.15706,-1.18078,-1.05487,-0.7466,-1.11455,-1.19048,-1.05292,-1.18678,0
Neg_2645,1.26146,0.88361,1.3557,0.52211,0.67308,1.46174,1.15485,1.2497,1.2403,1.1518,0.98089,1.06815,0.5427,1.34059,0.71014,0.18044,0.26857,0.40297,0.29416,0.35885,-0.63366,-0.56333,-0.41491,-0.65462,-0.60406,-0.73368,-0.82209,-0.59006,-1.10005,-0.91967,0
Neg_1236,1.36146,-0.32246,-0.16724,0.97918,0.18641,0.59658,1.23608,0.97862,1.04501,0.72767,0.27448,1.36698,1.14468,0.37382,0.88774,0.5864,0.69259,0.76169,0.74186,0.90359,0.42701,0.35984,0.31609,0.71341,0.65718,0.29578,-0.06477,0.00029,0.16247,0.26642,0
Neg_1108,-0.61851,-1.10438,-0.83744,-0.37302,-0.90158,-1.01747,-1.0361,-1.0827,-1.0075,-1.09176,-1.04621,-0.87478,-0.83135,-1.11881,-0.88606,-0.7055,-0.72869,-0.6907,-0.75139,-0.7212,-0.14696,-0.22038,-0.25098,-0.17751,-0.26502,0.06172,-0.12871,-0.02391,0.01597,0.00039,0
Neg_2375,1.49395,2.34535,1.27172,2.01202,2.90731,1.19912,0.73795,1.26894,1.61733,2.03012,1.41778,0.83431,1.38624,2.29239,1.77342,-1.9252,-2.55207,-2.54515,-2.80805,-2.94619,-2.26801,-2.09983,-2.3122,-2.52145,-2.27627,-1.96344,-1.50721,-1.59262,-1.92192,-1.83786,0
Neg_1516,-0.02253,-0.84667,0.02164,-0.51192,-0.98867,-0.07518,0.26043,0.29549,0.07138,0.28817,0.31644,0.29863,0.09066,0.44231,0.20422,0.59936,0.47511,0.45993,0.46335,0.3765,0.37893,0.31751,0.35445,0.20752,0.27664,0.1044,0.0722,0.00219,0.07519,0.16591,0
