,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
Neg_2162,0.91876,0.28328,-0.39421,-0.62675,-0.38162,0
Neg_740,1.23336,-0.52265,-0.262,0.27579,-1.0131,0
Neg_1850,0.6063,-1.47323,0.84064,0.48366,-0.67499,0
Neg_2864,-0.34334,-0.12658,0.28614,-0.10148,0.32464,0
Neg_2319,-0.51895,-0.19745,0.13808,1.19379,-0.35932,0
Neg_2530,-0.83636,-0.02608,0.20479,-0.69586,1.29443,0
Neg_2094,-0.88773,0.65307,-0.83355,1.19379,0.15365,0
Neg_321,-0.23212,-0.57546,-1.17902,0.64428,0.8661,0
Neg_2126,0.01701,0.46595,-0.22725,-0.44154,0.19469,0
Neg_15,-0.23212,-1.47323,-0.03034,-0.60859,1.62416,0
Neg_1360,-1.12188,0.83532,-1.29623,-1.44384,2.64521,0
Neg_2640,-0.36054,-0.14046,-0.78146,-0.02306,0.99449,0
Neg_1251,-0.37368,-0.73869,-0.65689,1.4036,0.17697,0
Neg_830,-1.12188,1.60484,-1.29623,-0.25063,1.25287,0
Neg_782,-2.72344,-1.47323,0.95425,-1.44384,4.22319,0
Neg_2913,-1.24422,-0.66524,0.58503,-1.13062,2.1927,0
Neg_794,0.01701,0.14276,-0.37494,-0.56683,0.58454,0
Neg_1435,-0.57434,-1.47323,1.08409,1.30973,-0.24658,0
Neg_520,0.92908,-0.10375,0.00304,0.46732,-1.27223,0
Neg_4,0.10637,-0.77063,-0.71527,1.55216,-0.38162,0
Neg_228,-0.7771,-0.46324,2.43113,0.9053,-1.21854,0
Neg_977,-0.27661,-0.54981,0.53228,0.88292,-0.41794,0
Neg_618,0.1831,-0.57546,-0.52263,0.08745,0.43293,0
Neg_1278,0.56452,1.72116,-1.14086,-1.00679,-0.0909,0
Neg_1858,0.14307,-1.27854,-0.22014,-0.0853,0.83349,0
Neg_479,0.51256,2.39109,-1.03633,-1.17148,-0.38162,0
Neg_957,-0.23212,-0.39591,-1.01492,1.06191,0.32464,0
Neg_2917,-1.37944,-0.1124,-0.91128,0.53438,1.69255,0
Neg_1765,1.54054,0.51568,-0.63624,-1.05834,-0.67499,0
Neg_1991,0.09568,-1.04797,0.33241,-0.78444,0.9231,0
Neg_526,-0.9811,-0.65501,0.61775,2.52095,-0.9502,0
Neg_1715,-0.57814,0.02305,0.46196,-0.05176,0.32464,0
Neg_722,-0.59849,-0.99794,-0.262,1.13561,0.51574,0
Neg_747,0.72607,-0.64452,0.6513,0.16241,-0.9249,0
Neg_2498,2.59892,-1.47323,-1.99951,-1.44384,0.61998,0
Neg_2636,-0.75115,0.62157,-0.63203,0.41227,0.50513,0
Neg_1015,-0.42676,1.05175,-0.15341,0.51377,-0.48756,0
Neg_785,0.54641,-0.12658,0.15427,0.25276,-0.79213,0
Neg_560,-0.75115,1.22008,-0.35853,0.64428,-0.21683,0
Neg_1254,0.11389,-0.2762,0.73545,-0.28377,-0.21683,0
Neg_1430,-0.23212,-0.93457,-0.03034,1.06191,-0.00024,0
Neg_1253,0.76885,0.0658,-0.0655,-0.69808,-0.2555,0
Neg_2909,0.4826,-0.41357,0.17949,0.19927,-0.5275,0
Neg_1540,-0.64948,0.19274,0.43658,-0.41054,0.59258,0
Neg_997,1.59188,-0.0881,0.11032,-0.9069,-0.97488,0
Neg_2812,0.70212,-1.47323,-1.50722,2.31478,-0.65,0
Neg_2694,-1.64765,-0.98354,0.68573,-1.06418,2.6874,0
Neg_420,0.24698,-1.16247,-0.0114,0.00178,0.44959,0
Neg_92,0.7644,-0.18044,-0.81801,-0.69212,0.38961,0
Neg_1822,-0.26876,1.1884,-0.6095,0.47232,-0.40156,0
Neg_678,-0.52408,-0.12658,0.15427,0.77479,-0.08146,0
Neg_952,1.01353,-0.93457,-0.27648,-1.02622,0.48708,0
Neg_1067,0.67198,0.78568,-0.41147,-0.63554,-0.40896,0
Neg_1023,-0.31629,-0.16297,0.79459,-1.44384,1.02708,0
Neg_94,-0.00968,-1.08847,0.46196,0.79343,-0.2555,0
Neg_1575,-1.16637,-0.39591,0.95425,-0.60859,1.29928,0
Neg_2350,-1.04895,-0.9434,1.14794,-0.21151,1.07026,0
Neg_2445,0.43801,-0.04134,0.4308,1.25222,-1.69044,0
Neg_2226,-0.39101,-0.64875,1.61734,-0.29324,-0.04002,0
Neg_568,0.1323,-0.44175,-0.11413,0.15557,0.08271,0
Neg_2515,-0.56342,-0.09792,-1.05682,0.28886,1.11956,0
Neg_1334,-0.1209,0.83532,0.28614,-0.10148,-0.48756,0
Neg_930,0.21275,0.0658,0.11032,0.04767,-0.37153,0
Neg_354,-1.34432,-1.47323,0.11032,1.24089,1.25287,0
Neg_2604,-0.831,-0.23016,-0.29542,0.00178,1.19931,0
Neg_69,1.54739,-1.47323,-1.29623,2.1358,-1.53181,0
Neg_2782,-0.47984,-0.73869,0.68573,-0.30487,0.73074,0
Neg_1205,-0.04894,-0.52265,-0.262,-0.33837,0.8024,0
Neg_1269,-0.42676,-1.47323,-0.15341,2.47139,-0.48756,0
Neg_1188,-0.62632,0.57232,0.61775,0.61785,-0.58009,0
Neg_2705,-0.17651,-0.60752,-0.68087,0.12225,0.90478,0
Neg_2896,0.32772,-1.11009,1.15338,0.3862,-0.73396,0
Neg_2890,1.87916,-0.37765,0.00304,-0.38208,-1.43742,0
Neg_2813,1.66675,0.10334,-0.91887,-1.13826,-0.30927,0
Neg_483,0.12103,-0.30706,-0.02019,0.62275,-0.4122,0
Neg_2333,1.1381,-0.18044,-0.22725,0.56076,-1.36473,0
Neg_1243,-0.10237,-0.35102,1.07732,-0.57379,0.05391,0
Neg_2268,0.74105,1.05175,-0.61493,-1.05232,-0.18298,0
Neg_2001,0.27016,0.43815,-0.09386,-0.09667,-0.40896,0
Neg_783,-0.04894,-0.52265,-0.262,0.76711,-0.05757,0
Neg_1611,0.90029,0.73039,0.01442,0.26462,-1.5951,0
Neg_2424,-0.54354,-0.93457,0.46196,0.64428,0.32464,0
Neg_472,-0.76905,0.19848,1.56537,-0.14777,-0.2355,0
Neg_1791,-0.00968,-0.31896,-0.94459,-0.54893,1.25287,0
Neg_645,-2.24716,-0.52265,0.60675,0.76711,1.66238,0
Neg_1781,-0.32372,-0.52265,-1.99951,-1.44384,3.09567,0
Neg_205,-1.34432,-0.31896,1.16523,0.64428,0.32464,0
Neg_2771,0.37061,-1.29947,0.70016,1.65466,-1.35216,0
Neg_1957,-1.05473,0.05129,0.22974,0.2109,0.75373,0
Neg_2408,0.65763,-0.31896,-0.94459,-1.44384,1.25287,0
Neg_2298,-0.10237,-0.57546,1.07732,-0.05176,-0.21683,0
Neg_2301,3.27129,-0.7999,-1.38414,-0.92181,-1.29976,0
Neg_2235,1.02679,-0.44175,-1.37105,-0.37757,0.39376,0
Neg_2056,0.74105,0.21009,-0.76878,-0.13877,-0.28451,0
Neg_803,0.01701,0.14276,-0.52263,-0.44154,0.58454,0
Neg_2461,-0.17337,-0.25362,0.5084,-0.02549,0.01815,0
Neg_1185,-0.26423,0.35933,-0.62921,-0.53971,0.89402,0
Neg_1794,1.22114,0.68142,-1.01492,-0.60859,-0.54171,0
Neg_970,1.49796,-0.87472,-0.90552,-0.28377,-0.21683,0
Neg_1479,-0.51523,-0.98354,2.02834,-0.30487,0.02929,0
Neg_775,-0.03749,-0.12658,-0.46109,0.38327,0.12159,0
Neg_748,1.05017,-1.093,0.95425,-0.85425,-0.40156,0
Neg_1293,0.81721,-0.59498,0.24792,0.32652,-0.91132,0
Neg_2907,0.69059,-0.87472,0.73545,-0.82514,-0.03634,0
Neg_626,-0.23212,1.51934,0.73545,-0.05176,-1.11927,0
Neg_1211,0.39071,-0.29797,-0.65689,0.83411,-0.44326,0
Neg_2029,-0.43973,-1.11412,-1.01492,0.50507,1.40757,0
Neg_2484,0.67453,-0.65501,0.61775,-1.12666,0.16014,0
Neg_737,-1.44318,-0.57546,-0.08504,-0.97982,2.67099,0
Neg_2637,0.31743,-0.52265,0.31716,-1.19818,0.70685,0
Neg_493,-0.15328,-0.45046,0.4308,-0.49229,0.53026,0
Neg_1851,-1.53806,0.09063,1.33538,0.17277,0.53424,0
Neg_275,0.4826,0.6461,-0.54684,-0.82768,0.1116,0
Neg_606,1.16387,0.19848,0.03757,-0.57979,-0.90766,0
Neg_1681,0.55497,0.30258,-0.53886,-0.34241,-0.13947,0
Neg_861,-0.49797,-0.48787,1.60264,-0.83268,0.40388,0
Neg_2800,1.15611,-0.88914,-0.93189,-0.53815,0.36378,0
Neg_390,-0.31629,1.14729,0.39543,-1.10523,0.23683,0
Neg_950,0.50062,-1.47323,-1.13076,-1.44384,2.23569,0
Neg_2285,0.80592,-0.57546,0.46196,-0.05176,-0.75829,0
Neg_1066,-0.06379,0.05541,0.19585,0.41854,-0.42171,0
Neg_1485,1.38894,-0.80913,0.22593,-0.24246,-0.92147,0
Neg_2718,-0.94393,-0.0881,0.53228,-0.01199,0.69593,0
Neg_107,0.18871,0.27378,1.5929,0.24923,-1.60708,0
Neg_2560,-0.87846,-1.47323,-0.88488,1.15646,1.4893,0
Neg_1520,0.39071,-0.47878,0.72704,0.29091,-0.82493,0
Neg_951,-0.45861,0.58348,0.14868,-0.30487,0.26557,0
Neg_2753,-0.41804,0.21511,1.52737,-0.13487,-0.59666,0
Neg_2737,0.14431,-0.23016,-0.37656,0.2083,0.07473,0
Neg_2449,-1.20003,0.05541,0.39543,0.07992,0.89537,0
Neg_1538,-0.26635,-1.11807,1.24638,-0.20474,0.28894,0
Neg_1588,-0.96819,-0.59178,1.22277,1.06191,-0.26605,0
Neg_1070,1.48603,0.19848,-1.49024,-0.57979,-0.2355,0
Neg_1907,-0.58949,-1.20832,0.17949,-0.00612,1.23004,0
Neg_1444,0.46697,-0.48385,-0.49249,0.85736,-0.53729,0
Neg_2536,0.01281,-0.56537,0.65556,0.10465,-0.18641,0
Neg_1336,1.32495,-0.66524,-1.99951,-0.19097,0.48708,0
Neg_1125,1.59973,0.11107,-1.13076,-0.4612,-0.63089,0
Neg_1238,-0.30716,0.86314,0.13574,0.06564,-0.34078,0
Neg_2438,-0.32372,-0.99794,0.17237,0.03013,0.8024,0
Neg_2869,-0.93988,-0.249,0.9095,-0.4947,0.91533,0
Neg_734,-0.23212,-1.05888,-1.62082,0.48366,1.57418,0
Neg_2747,0.57153,-0.17002,-0.33206,0.779,-0.88056,0
Neg_2767,-0.23212,-0.2762,-0.35853,-1.44384,1.76855,0
Neg_347,0.7644,0.14276,-0.22725,0.31018,-0.97488,0
Neg_1890,-0.18826,-0.10761,0.28861,-0.03215,0.09585,0
Neg_2457,0.15714,-0.29491,0.15427,0.51377,-0.48756,0
Neg_2919,1.52372,-1.12941,-0.74259,-0.64414,0.08271,0
Neg_2764,0.43269,-1.29166,-0.17415,-1.02153,1.23722,0
Neg_834,0.32397,0.83532,0.28614,-0.10148,-0.95167,0
Neg_1570,0.77539,-1.23559,0.38956,0.58287,-0.77422,0
Neg_2750,-1.09716,0.92083,0.73545,0.18025,-0.03634,0
Neg_290,-0.98499,1.19049,0.43491,0.07062,-0.03237,0
Neg_862,0.70587,-0.11035,-0.57601,0.51849,-0.69306,0
Neg_2654,-1.14805,-0.52265,-0.262,0.76711,1.08906,0
Neg_597,-0.12474,0.19848,0.2922,1.36432,-1.24374,0
Neg_353,0.05098,-0.00415,-0.65689,-0.30487,0.61998,0
Neg_2500,0.29236,-0.96292,-0.75582,-0.78444,1.38477,0
Neg_1446,0.45991,0.92083,-1.45252,-0.51579,0.32464,0
Neg_842,0.01701,-0.82684,3.31726,0.56076,-2.14444,0
Neg_53,0.20386,0.14276,-0.07957,0.05961,-0.29263,0
Neg_291,-0.74458,-0.04134,0.61775,0.45926,0.03677,0
Neg_1687,-0.52408,-0.46324,-0.46109,-0.6608,1.64446,0
Neg_809,0.70212,-0.39591,0.46196,-0.60859,-0.32512,0
Neg_2858,0.18871,0.71054,-0.40288,-0.76661,0.23683,0
Neg_1779,-0.38042,0.32231,-1.29623,-0.05176,1.09816,0
Neg_2114,0.59832,-1.47323,-1.34312,-1.16543,2.05733,0
Neg_327,-0.23212,-0.46324,-0.15341,0.9053,-0.08146,0
Neg_249,0.41218,-1.47323,-0.4717,1.0043,-0.01144,0
Neg_514,0.18563,0.49749,-0.01833,-0.22153,-0.30927,0
Neg_894,1.32495,-1.47323,-1.3282,-0.30487,0.61998,0
Neg_1154,1.1834,-0.49385,-1.10443,0.45445,-0.5614,0
Neg_1974,-0.19827,-0.06803,-0.39421,-0.08202,0.57183,0
Neg_607,0.41349,0.30041,0.7021,0.08405,-1.14128,0
Neg_1464,-0.95876,-1.11412,1.11835,-0.19097,1.08269,0
Neg_2840,-0.49164,1.22008,-0.9739,-0.22577,0.59537,0
Neg_2251,0.62427,-0.46324,0.58503,-0.50419,-0.36573,0
Neg_2517,-0.73039,0.62755,0.65887,0.56076,-0.48756,0
Neg_1853,-0.677,0.25818,0.8136,0.19683,-0.13947,0
Neg_1312,-1.01066,0.14276,-0.03034,0.22666,0.81196,0
Neg_2838,0.24698,0.39137,1.40867,0.00178,-1.42471,0
Neg_1722,-0.23212,-0.0368,-0.35853,1.61874,-0.75829,0
Neg_2116,0.53444,-0.47878,-0.40902,-0.28734,0.22468,0
Neg_2327,0.4412,-0.38135,-0.40288,-0.93592,0.76367,0
Neg_1128,-0.35669,-0.18044,0.3635,-0.69212,0.77947,0
Neg_1231,0.50062,0.90322,-1.56513,-1.07535,0.8024,0
Neg_2384,1.74961,-0.00415,-1.99951,-1.44384,0.61998,0
Neg_713,0.07929,0.14276,0.46196,0.22666,-0.65,0
Neg_2475,0.65763,0.60447,-1.15558,-0.72791,0.27823,0
Neg_545,1.10935,-0.47878,-0.63624,0.67641,-0.97488,0
Neg_1732,0.55497,-0.23016,-0.21427,-0.06706,-0.24658,0
Neg_1703,2.47072,-0.86343,-0.88488,-0.73467,-0.90132,0
Neg_2537,-0.87327,0.66558,-0.04482,0.76711,-0.05757,0
Neg_1601,-0.42676,0.29426,-0.61493,-0.26927,0.88303,0
Neg_238,0.39071,0.54675,-0.52263,-0.81741,0.24342,0
Neg_2704,0.80592,0.32231,1.28245,-1.44384,-0.75829,0
Neg_2652,1.68427,-0.23016,-0.86345,-0.48009,-0.67499,0
Neg_1700,0.01701,-0.18044,-0.37494,0.05961,0.29215,0
Neg_2744,0.00291,0.66109,0.5084,-0.73467,-0.16574,0
Neg_43,-0.42676,0.21009,0.46196,1.29682,-0.99518,0
Neg_235,2.10349,2.56674,-1.99951,-1.44384,-1.29976,0
Neg_1433,-0.62139,0.54675,1.69269,-0.39978,-0.48756,0
Neg_1473,0.71566,-0.77063,-1.99951,-0.89911,1.73716,0
Neg_1047,-1.45554,-0.70371,2.39597,0.94259,-0.37153,0
Neg_2221,0.22584,-0.7603,0.17237,-0.15412,0.22909,0
Neg_691,0.90029,1.46493,-0.65689,-0.30487,-1.15209,0
Neg_128,0.71566,-0.77063,0.56898,-0.35439,-0.38162,0
Neg_1952,0.9274,-0.09792,-0.27125,0.02229,-0.74677,0
Neg_2059,-1.35182,0.16091,0.15773,0.3862,0.90869,0
Neg_661,-0.08204,-1.08384,0.13574,0.82039,0.0115,0
Neg_1100,0.83324,-1.47323,-0.05625,1.19379,-0.87228,0
Neg_2458,-1.27017,-1.02435,-0.76878,1.34032,1.40757,0
Neg_983,-0.85495,-1.47323,3.90801,-1.44384,0.32464,0
Neg_2250,1.90885,0.54675,-0.15341,-0.6608,-1.70586,0
Neg_674,-0.76905,-0.17301,-0.30195,0.14025,0.9968,0
Neg_2825,-0.09673,0.63458,1.2111,-0.89911,-0.38162,0
Neg_445,0.22584,-0.04736,-0.262,-0.33837,0.22909,0
Neg_640,0.64264,-0.20223,1.81715,-0.17689,-1.61004,0
Neg_1903,-0.09673,0.16618,-0.28718,0.00877,0.18339,0
Neg_671,-1.20529,-0.7999,1.69269,-0.39978,0.93379,0
Neg_2147,0.83035,0.80816,-1.30451,-0.70686,0.05709,0
Neg_475,-1.47778,-0.39591,1.93884,1.06191,-0.32512,0
Neg_1302,0.34457,0.12281,0.91778,-0.20644,-0.87862,0
Neg_2077,0.24698,-1.47323,-1.43148,0.00178,1.57418,0
Neg_2040,-0.03749,0.21009,0.46196,-0.13877,-0.28451,0
Neg_2660,0.65763,-0.31896,-0.24132,1.8375,-1.76387,0
Neg_2166,-0.03121,-0.43066,0.85897,0.57692,-0.72336,0
Neg_2376,-0.19004,1.14729,0.59501,-0.93592,-0.15829,0
Neg_1962,-0.19827,-0.94628,1.05057,-0.35439,0.35995,0
Neg_1000,0.82446,-0.60752,-0.15341,-0.3252,-0.13947,0
Neg_250,0.03867,-0.77063,0.1409,-0.17281,0.46589,0
Neg_1718,0.93568,-0.7999,0.46196,0.64428,-1.29976,0
Neg_750,0.79522,0.19274,-0.02019,-0.66887,-0.4122,0
Neg_1014,0.21275,0.32231,-0.35853,0.94259,-0.913,0
Neg_2399,-0.26423,0.02614,-0.17244,0.75192,-0.21124,0
Neg_561,0.84585,-1.05888,0.84064,-0.96197,-0.05022,0
Neg_1762,-0.23212,-1.18973,-0.4449,-0.56463,1.69255,0
Neg_1449,-0.41008,-0.0881,0.53228,-0.36995,0.41746,0
Neg_237,0.17407,-0.30223,0.1409,0.19034,-0.24037,0
Neg_345,-1.56676,0.0658,0.11032,-0.84724,2.18109,0
Neg_2511,-0.07642,1.35475,-0.15341,0.12225,-0.73122,0
Neg_2097,-1.05833,-0.15406,-0.19108,1.36873,0.25834,0
Neg_1966,-0.90286,-0.72739,-0.40902,0.86916,0.9744,0
Neg_255,-0.03121,0.09063,-1.04668,-0.23138,0.84864,0
Neg_2365,1.19149,0.83532,-0.31165,-1.44384,-0.41794,0
Neg_1987,-0.59849,-0.52265,0.60675,-0.70686,1.08906,0
Neg_2805,-0.47167,-0.23016,1.40867,0.00178,-0.30013,0
Neg_2904,-0.10502,-0.97854,-1.0953,0.21813,1.25287,0
Neg_2872,0.84585,-0.64452,-0.48476,0.00178,-0.17518,0
Neg_2355,0.54641,-0.57546,-0.35853,0.64428,-0.48756,0
Neg_576,-0.92416,-0.87472,-0.35853,1.80435,0.32464,0
Neg_2459,0.39071,-0.05924,0.40042,-0.50419,-0.2439,0
Neg_971,0.77074,-0.65154,-0.24728,-0.38208,0.04932,0
Neg_898,-0.05912,-0.2762,0.73545,-0.05176,-0.21683,0
Neg_928,-1.47778,-0.39591,1.93884,0.22666,0.32464,0
Neg_2823,-1.05833,-0.31896,0.26102,0.60167,0.65615,0
Neg_2364,0.32397,-0.03039,0.37405,0.34598,-0.83564,0
Neg_2806,1.79207,-0.66524,-1.26107,-0.19097,-0.48756,0
Neg_1871,0.80592,-1.47323,1.28245,-0.05176,-0.75829,0
Neg_50,-0.677,0.83532,-0.59296,1.53919,-0.60359,0
Neg_2496,0.06246,0.05541,0.39543,-0.08938,-0.29,0
Neg_1030,0.01701,-0.82684,-0.22725,0.56076,0.19469,0
Neg_1978,0.95422,0.0658,-0.82738,-0.05176,-0.44888,0
Neg_669,-0.23212,-1.47323,-1.45252,1.10831,1.22708,0
Neg_1341,1.1381,0.46595,-0.81801,0.05961,-0.97488,0
Neg_843,-0.37368,0.73039,0.68573,0.26462,-0.70907,0
Neg_761,0.09568,-1.04797,-0.83355,1.19379,0.15365,0
Neg_988,-0.677,-0.70371,0.8136,1.24089,-0.37153,0
Neg_2255,1.5118,0.46595,0.3635,-1.10974,-1.23478,0
Neg_2557,-1.27017,-0.2762,2.37643,-0.05176,-0.03634,0
Neg_2677,0.90029,-0.00415,3.37096,-0.30487,-2.92415,0
Neg_18,-0.23212,-0.39591,1.93884,0.22666,-0.97488,0
Neg_315,0.10637,-0.59498,-0.71527,-0.62675,1.20746,0
Neg_1741,1.32495,0.95075,-1.26107,-0.81741,-0.48756,0
Neg_2578,1.44472,0.18419,-0.48476,-0.80134,-0.67499,0
Neg_389,0.65763,-0.70371,-0.59296,0.64428,-0.37153,0
Neg_210,-0.39101,-0.31896,-0.19108,-0.1654,0.85505,0
Neg_2427,0.72607,-0.64452,1.02999,-0.48009,-0.67499,0
Neg_2323,0.54641,-0.31896,0.28614,0.49513,-0.95167,0
Neg_2007,1.32495,-0.71574,-0.38417,-0.6608,-0.18298,0
Neg_891,0.47564,-0.73869,0.01442,-0.30487,0.17697,0
Neg_387,0.54641,0.64294,0.11032,-0.25063,-0.83564,0
Neg_741,1.43617,-0.89609,-0.94459,0.04767,-0.37153,0
Neg_362,-1.9449,0.14276,0.21581,-0.19097,1.94904,0
Neg_1212,-1.64765,-1.47323,-0.65689,-1.44384,4.16412,0
Neg_2057,0.17088,0.61805,-0.08825,0.32492,-0.74555,0
Neg_468,1.99227,-0.31896,-1.99951,-0.84724,0.09258,0
Neg_2468,-0.677,0.83532,-0.15341,0.79343,-0.31352,0
Neg_873,-0.07642,-0.66524,-1.26107,-0.19097,1.46172,0
Neg_1079,-0.28874,0.58348,0.4172,-0.76046,0.26557,0
Neg_1710,0.45991,0.32231,-0.90552,-1.44384,1.04659,0
Neg_482,0.74105,-1.47323,-1.07646,0.12225,0.73074,0
Neg_121,0.35178,0.88342,-1.38414,-0.13877,0.12159,0
Neg_2172,0.46697,0.83532,0.41172,-0.42109,-0.9351,0
Neg_1897,2.37974,-0.95195,0.38255,-1.03969,-1.35216,0
Neg_2690,-0.19168,-1.0535,-0.27329,1.15953,0.11368,0
Neg_42,0.04036,-0.05924,0.0312,-0.03436,-0.00024,0
Neg_1748,0.39071,1.75875,0.95425,-0.72791,-1.53181,0
Neg_620,0.42349,-0.62271,-0.704,-0.12503,0.49563,0
Neg_2881,-0.10237,-0.7999,-0.15341,0.47027,0.32464,0
Neg_188,-0.13916,0.21511,0.20479,0.23912,-0.30572,0
Neg_184,-0.35669,0.62755,0.06812,0.68604,-0.58502,0
Neg_584,2.40292,-1.47323,-1.99951,-1.44384,0.82445,0
Neg_2423,-0.33258,-0.95195,0.85897,-0.63554,0.84864,0
Neg_2699,-0.6119,-1.47323,0.16178,1.91753,-0.07156,0
Neg_147,0.72607,0.59855,-0.48476,-0.31947,-0.55004,0
Neg_1376,0.46697,-0.15406,-0.49249,-0.42109,0.25834,0
Neg_2589,-0.78463,-0.17002,-0.09386,-0.23138,1.16304,0
Neg_2501,-0.29982,-1.12193,0.24792,0.19034,0.67777,0
Neg_288,1.03896,0.17574,-0.49249,-0.42109,-0.53729,0
Neg_982,0.14535,0.15908,-0.20935,0.3279,-0.3645,0
Neg_511,0.8729,-0.6913,0.14435,-0.43346,-0.25176,0
Neg_1308,-0.42676,0.88342,-0.76878,0.12225,0.32464,0
Neg_125,-0.06379,0.27378,0.39543,-0.76661,0.23683,0
Neg_564,0.00482,-0.24368,2.8164,-0.49057,-1.33507,0
Neg_2039,-0.41972,-0.11035,0.49161,-0.0853,0.24635,0
Neg_1237,1.52805,-0.06803,-0.71527,-1.44384,0.04214,0
Neg_749,0.68064,-0.63738,1.0561,0.28426,-1.24374,0
Neg_189,-0.13481,-0.96824,1.23117,-0.26927,0.12159,0
Neg_2815,-0.88773,0.22781,-1.2222,1.19379,0.66662,0
Neg_2573,-1.01066,-0.12658,2.30806,0.12225,-0.48756,0
Neg_911,0.85783,-0.39591,1.2004,-0.81741,-0.81244,0
Neg_2225,0.06097,0.42793,0.25925,-0.41206,-0.17224,0
Neg_591,1.32495,-0.52265,-0.262,0.39862,-1.20421,0
Neg_428,0.50934,-0.44721,0.34474,-0.4495,-0.13947,0
Neg_739,-0.09057,0.73039,0.01442,0.45445,-0.70907,0
Neg_449,-1.01066,-1.47323,0.76964,-0.6608,1.94904,0
Neg_1358,0.54641,0.71509,-1.2303,0.12225,-0.28451,0
Neg_707,-2.10061,-0.39591,1.93884,0.22666,0.9744,0
Neg_1196,-0.2701,-0.68495,0.34189,1.45916,-0.66585,0
Neg_1113,0.9462,0.92891,-1.60035,-1.10523,0.36854,0
Neg_1437,-0.69217,-1.47323,0.35007,-0.30487,1.61677,0
Neg_996,-0.13481,-0.46324,-0.61493,-1.44384,1.94904,0
Neg_2480,0.2869,-0.57546,0.46196,-0.7478,0.32464,0
Neg_2324,1.32495,-1.47323,-1.07646,-0.6608,0.73074,0
Neg_2391,-1.01066,0.32231,-1.58926,-0.39978,2.21977,0
Neg_1084,-0.56578,0.0658,0.8136,0.34598,-0.2555,0
Neg_1194,0.61719,-0.98354,0.01442,-0.30487,0.17697,0
Neg_908,-1.47778,-1.11412,-0.03034,0.22666,2.05733,0
Neg_638,0.01701,-0.50364,-0.52263,1.56306,-0.58502,0
Neg_2741,-0.76905,-0.35876,0.54684,-0.14777,0.77275,0
Neg_1368,-0.44254,0.92891,-0.40288,0.07992,0.10513,0
Neg_1005,0.05098,-0.49385,-1.10443,0.83411,0.32464,0
Neg_2790,0.65763,-0.89609,-0.41714,0.34598,-0.13947,0
Neg_1572,1.02679,-0.44175,-0.42836,-0.64414,-0.02098,0
Neg_1734,-0.1946,-0.49975,-0.0422,0.36754,0.24635,0
Neg_435,-0.23212,0.09063,-0.57027,-0.09667,0.63904,0
Neg_409,-2.24716,0.42793,-1.13076,2.97807,0.51574,0
Neg_436,-0.09673,2.74239,-0.71527,-0.35439,-0.80538,0
Neg_1409,0.06925,-0.2569,-0.41147,0.03805,0.32464,0
Neg_1603,-0.50292,1.33718,1.85322,1.2798,-2.5004,0
Neg_2900,-0.88773,-0.62271,0.33241,1.8532,-0.35932,0
Neg_469,-0.021,-0.92544,0.25336,0.25497,0.21451,0
Neg_395,-1.87115,1.92885,1.10971,-0.45473,0.41013,0
Neg_2006,-1.17361,-1.09742,1.77856,-0.56974,1.15573,0
Neg_2138,-0.23212,0.03502,-0.03034,0.39371,-0.06522,0
Neg_1534,0.74105,-0.46324,-0.15341,-1.44384,0.73074,0
Neg_726,0.11389,-0.87472,0.18846,-0.97982,1.04659,0
Neg_2658,-0.17934,-0.37765,-0.24728,0.89203,-0.11588,0
Neg_885,-0.95876,-0.39591,1.93884,0.50507,-0.43341,0
Neg_1364,-0.36188,-1.24879,-0.76878,-1.09582,2.4905,0
Neg_2867,-0.75115,0.09787,0.25683,0.64428,0.05391,0
Neg_1869,0.08323,-0.2459,-0.87783,-0.01652,0.65363,0
Neg_429,-2.08378,-0.16297,-0.00373,4.65122,-1.34366,0
Neg_1518,0.52742,0.89163,0.16178,0.08405,-1.26014,0
Neg_2431,0.65763,-0.00415,-0.27329,-0.63029,-0.0129,0
Neg_788,0.15714,0.54675,-0.15341,0.12225,-0.48756,0
Neg_2574,0.1697,-0.77818,0.54136,-0.90497,0.63904,0
Neg_1548,1.08743,-0.65154,0.25336,0.67967,-1.43742,0
Neg_1959,0.11389,-1.47323,-0.35853,0.56694,0.56529,0
Neg_1124,0.23713,-0.36639,0.22593,0.1008,-0.25391,0
Neg_1324,1.03896,-0.48385,0.11032,-0.29324,-0.63674,0
Neg_1533,-0.00968,3.14388,-0.94459,-0.54893,-0.83564,0
Neg_2429,1.05017,-0.99794,0.60675,0.39862,-1.20421,0
Neg_2123,0.05098,0.28966,-0.92541,-0.98825,1.1516,0
Neg_384,2.63289,-1.47323,-0.22725,-1.44384,-0.58502,0
Neg_2551,0.54641,-1.13657,0.15427,0.38327,-0.28451,0
Neg_380,1.17744,-0.62271,0.33241,-0.25691,-0.87228,0
Neg_1697,1.0791,-1.47323,-0.4449,-1.44384,1.17958,0
Neg_2382,-0.23212,1.22008,-0.76878,0.12225,-0.08146,0
Neg_193,0.05098,-0.98354,-1.55197,-0.68453,2.09671,0
Neg_392,-0.33769,-0.65154,0.00304,0.89203,0.04932,0
Neg_1136,-0.19168,-0.84363,0.30212,-0.14215,0.61998,0
Neg_2371,0.80592,-0.57546,0.05171,-0.39978,-0.21683,0
