,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
Neg_162,1.04727,-0.51415,-0.85901,1.3655,0.06518,0.11967,0.65283,-0.72479,0.17052,1.29237,-0.53393,0.66888,0.57818,-0.515,0.21374,0.71131,-0.53678,-0.35295,-0.06407,-0.6105,-1.02745,0.73569,-0.17959,0.19025,0
Neg_990,0.57515,-0.54381,0.58396,0.89572,-0.03187,-0.03167,0.69866,1.30536,1.09738,0.4824,0.49286,0.83833,0.41419,0.92738,0.95487,0.42217,0.7364,1.57676,0.61969,0.33116,0.896,-0.71141,-1.05604,1.00559,0
Neg_2024,-0.64907,0.2243,-0.81185,-0.32847,0.54712,1.26759,0.14672,-0.86452,-0.61744,-0.58737,1.12867,-0.0297,0.39512,-0.6373,-0.90889,0.08121,-0.7481,-0.67118,0.92194,-0.77451,-0.52844,-0.82223,-0.6887,-0.28441,0
Neg_155,-0.02206,0.58017,-0.87881,-0.15163,0.51698,-0.91762,-0.55866,-0.49863,-0.23017,-0.3046,-0.42663,0.13669,-0.54008,-0.54807,-0.11241,-0.17773,-0.1031,-0.82878,-0.29109,0.11731,-1.02514,0.48209,0.33843,0.65133,0
Neg_1412,1.10308,0.96956,0.78413,0.46557,0.22688,-0.89742,0.27049,-0.32726,0.84243,0.72821,0.50612,1.43318,0.58065,-0.36751,0.71146,0.33911,-0.42408,0.33856,1.02624,-0.83789,-0.82168,0.37671,1.57229,1.58284,0
Neg_619,-0.02451,-0.59966,-1.20926,-0.55184,-0.26479,0.2837,-0.26314,-0.11142,-0.30774,0.80918,1.15193,1.0751,-0.75156,0.27303,-0.3184,-0.81477,-0.29664,-0.6148,0.23396,0.21369,-0.18352,0.72574,-0.00276,-0.90135,0
Neg_154,0.17618,-0.11275,-0.86772,0.02708,0.16114,0.14273,0.08135,0.21594,-0.5218,0.44498,-0.56004,-0.04815,0.10676,0.04431,-0.37899,-0.14371,0.21262,-0.70984,-0.26332,-0.1979,-0.28502,-0.06595,-0.14389,-0.43514,0
Neg_264,0.41898,-0.8412,-0.77419,0.01146,-0.1553,-0.27589,0.24524,0.24262,-1.28271,1.08172,0.70368,-0.54614,0.23314,0.02024,-1.05196,0.23867,0.09703,-1.19282,0.4051,-0.17173,-0.20425,-0.15335,-0.6469,-0.84494,0
Neg_457,-0.16096,0.07108,-0.19056,0.09654,0.15722,-0.28785,-0.16618,-0.35084,0.4076,0.964,-0.31595,-0.26239,0.16476,-0.39183,0.13895,0.23056,-0.36046,-0.04568,0.75508,0.30162,0.29828,0.53857,0.05534,0.15483,0
Neg_1529,0.51569,1.2492,-0.69754,0.21636,0.05257,0.25766,-0.02018,-0.07895,0.8893,0.64183,0.97514,-0.05585,-0.25575,-0.56662,0.95183,-0.02697,0.02419,0.41866,0.93638,0.2622,-1.20164,-0.03294,1.31333,1.43409,0
Neg_1725,-0.09344,0.42261,-0.45945,-1.03157,0.92905,-1.28328,0.12868,-0.17925,-0.9658,-1.52962,1.46534,-1.51848,0.02863,0.02991,-0.69397,-0.04732,0.00882,-1.06418,-1.20718,1.32301,-1.20034,0.90417,0.71043,0.68785,0
Neg_582,0.42846,0.64321,-0.19041,2.03626,1.29155,0.19553,-1.48955,1.27854,-0.51452,-0.47713,0.74076,0.06564,-1.84219,1.52423,-0.83577,-1.0642,0.98885,-0.82155,-0.0294,0.21655,-0.48981,0.54322,0.21138,-1.09404,0
Neg_2293,0.55087,0.25845,-0.47128,0.51023,0.67504,-0.63309,0.08463,0.73068,-0.35332,0.56512,0.97151,-0.3927,-0.19112,0.57236,-0.09975,0.05617,0.52458,-0.46826,1.17796,0.26512,-0.08805,-0.0189,-0.37638,-0.74291,0
Neg_2023,0.27628,0.12592,-1.08922,1.02814,0.57175,-0.59191,0.37657,-0.08626,-0.12606,-0.12566,-0.41899,-0.50297,0.67358,-0.51787,-0.07421,0.60833,-0.48151,-0.11187,0.86534,-0.34529,-0.82239,0.09556,-0.561,-0.5403,0
Neg_1192,0.30217,0.17072,0.21616,1.26103,0.51395,0.25911,1.28613,0.09906,0.06232,0.65321,1.06162,-0.69069,1.03929,-0.06898,0.26686,0.90241,0.06885,0.3942,-0.16723,-0.2392,0.37997,-0.26792,0.55817,-0.03838,0
Neg_1702,0.04169,0.64809,0.53237,-0.03939,-0.79631,-0.3471,0.64678,-0.03762,-1.16747,-1.14292,1.04377,-1.59708,0.64636,-0.62149,-1.35981,0.42132,-0.35077,-0.63742,-0.67674,1.27922,-0.30104,1.92415,0.86828,-1.53127,0
Neg_989,-0.63779,0.54868,0.15491,0.49891,0.30297,-0.09805,-0.85436,0.24249,-0.53154,0.36656,0.00445,-0.7742,-0.84662,0.28314,-0.3725,-0.82871,0.16627,-0.47582,0.07716,0.36447,-0.01307,-1.0038,0.32692,0.33531,0
Neg_856,0.42772,0.1012,0.78708,-0.31771,0.32416,0.8225,-1.03296,0.37176,-0.11551,0.91856,0.6673,0.3501,-0.85037,-0.08641,0.36023,-0.84262,0.3687,0.39887,0.42816,0.19349,0.04451,-1.20182,0.9501,0.51016,0
Neg_2460,1.38686,0.90858,0.70153,0.87769,0.95818,1.91805,1.66014,0.54952,0.56565,1.14219,1.19276,-0.02342,1.61423,0.67949,0.70572,1.35855,0.66636,0.03414,0.32056,0.93987,-0.85515,0.2542,0.63414,-0.29949,0
Neg_1967,-0.22487,-0.11499,-0.16781,0.30527,0.01452,0.34335,-0.33984,0.30628,0.70121,0.33307,0.47278,0.72606,-0.43554,0.36027,0.76685,-0.35779,0.29883,0.49166,0.01322,0.26577,0.39998,-0.11327,0.76193,0.11187,0
Neg_1584,1.01016,0.89992,0.15371,0.40392,1.5883,0.19075,-1.50918,-1.12687,2.36809,1.8648,3.07012,0.70619,-1.52337,-1.38114,2.11821,-0.95675,-1.5146,2.02632,0.81998,0.61514,1.87153,1.60412,0.622,1.21033,0
Neg_909,0.36588,0.03112,-0.75609,-0.05256,-0.92199,-0.42697,0.77366,-0.48675,-1.3416,-0.02439,-0.97782,-0.12191,1.00136,-0.35156,-1.11389,1.00346,-0.24425,-1.02649,0.65388,0.15031,1.11418,-0.81586,-0.29498,-1.27967,0
Neg_517,0.19071,0.28563,0.55423,-0.11016,-0.15233,0.37316,0.24783,0.42111,-0.37365,-0.32245,0.79559,-0.51074,0.18969,0.53636,-0.38705,-0.08174,0.36985,-0.36475,-0.79549,0.14045,0.58421,0.22444,0.18093,-0.34298,0
Neg_2302,0.49858,-0.15169,-0.25835,0.22094,-0.10373,0.23708,0.63411,0.0891,-1.11332,0.62678,0.51336,-0.26751,0.70519,0.03906,-1.13026,0.15972,-0.20154,-1.09134,-0.39653,0.15398,-0.84375,0.079,0.13331,0.33466,0
Neg_1633,0.3831,-1.55944,1.54206,0.96192,-0.45711,0.59756,0.15203,0.50173,0.8759,-0.24253,-1.02937,1.83984,0.6736,0.314,0.21399,0.26874,0.41382,1.03002,-0.0398,-0.8191,0.24872,-0.62515,0.52459,1.75506,0
Neg_2563,2.28661,1.52153,2.55479,1.73069,0.76747,1.10792,0.85238,-1.66717,-0.9832,-0.74899,-1.85181,0.55074,0.68289,-2.91841,-1.96396,1.6494,-1.26819,-0.66555,-2.07838,1.37323,1.78332,2.5453,0.62074,0.31353,0
Neg_2911,-0.12715,1.61749,-0.81409,-0.61584,1.6886,0.15998,0.31925,1.30429,0.34443,0.51686,0.83166,0.70419,0.11045,1.16586,0.31613,-0.10112,1.41402,-0.04254,-0.06484,0.92903,-0.88011,-0.08932,1.02248,-0.20424,0
Neg_1261,-0.79207,-1.28587,0.26995,-0.33765,-2.61963,0.85846,0.06561,-0.10192,-0.46682,-0.49951,-0.18864,0.69375,-0.06903,-0.08161,-0.27399,-0.00419,0.14166,-1.08777,-0.47977,-0.17517,-1.01926,-1.27514,0.04299,0.04923,0
Neg_2493,-0.99034,1.05425,-0.24107,0.22068,0.32902,-0.625,-1.48772,1.28639,-0.5581,-1.52158,0.38742,-0.20162,-1.80384,1.23138,-0.64919,-1.66734,1.1137,-0.38888,-1.05419,-0.29081,-0.22717,-0.57574,2.0959,-0.42088,0
Neg_1707,0.64113,-0.75479,-0.8674,0.2494,-0.05113,0.46812,0.37236,0.52973,-0.17233,-0.33997,0.2182,-0.84171,-0.07411,0.71153,0.19014,0.40044,0.25779,-0.24356,0.07544,0.47648,-0.93864,0.66564,-0.62613,-1.24328,0
Neg_2035,-0.78978,0.06682,0.47827,-0.40335,-1.0815,0.83799,-0.07728,-0.20132,1.22301,-0.23171,-0.4903,1.36634,-0.07634,-0.08973,1.24573,-0.2072,0.19243,1.05661,0.39074,0.27774,0.57357,-0.57051,-0.05774,0.18269,0
Neg_2507,-0.30964,0.18062,-0.8756,0.1517,-0.0769,-0.71275,0.50666,0.11425,-1.55091,-0.11688,-0.14307,0.08863,0.67579,-0.12581,-1.40924,-0.05391,0.01855,-1.48786,-0.43201,0.53088,-0.81449,0.58034,0.22435,-0.19874,0
Neg_2843,1.44241,0.28363,-0.57347,1.07313,0.12397,-1.01084,-0.62069,0.85386,-0.87658,0.42599,-1.24415,0.22428,-0.47041,0.89281,-0.63069,-0.33844,1.39675,-1.07346,1.22954,0.8715,-1.9485,-0.35319,0.26579,0.96636,0
Neg_2279,0.84442,-0.5287,0.14637,0.18926,-0.11547,0.10672,1.42397,0.17743,-0.84929,-0.96489,-0.1637,0.23187,1.12653,0.35651,-0.70518,1.21684,-0.20525,-0.83924,0.53657,-1.06572,-0.20834,0.84168,0.40555,-0.43278,0
Neg_633,0.3117,0.27356,-0.25236,0.11536,0.68965,-0.36959,1.27499,-0.04497,0.68627,-0.01418,0.06193,-0.58007,1.15056,0.17782,0.4111,1.1501,0.08292,0.18299,0.68951,0.74492,0.00478,1.21857,-0.30833,-0.28327,0
Neg_1442,1.43644,-0.05806,0.53313,0.95495,-1.46111,0.26978,-0.21313,0.08638,0.48454,-1.46977,0.12377,0.4975,-0.53641,0.29114,0.62231,0.12937,0.2889,0.60502,0.48882,1.4904,0.50163,0.8809,-0.81091,0.65941,0
Neg_1910,0.36788,0.8573,0.14963,0.46717,1.35924,0.66071,-0.30508,-0.33071,0.39315,-0.03687,1.25097,0.12753,-0.3848,-0.28784,0.22587,-0.19118,-0.05269,0.20126,1.78079,1.41255,0.92651,0.48618,0.88937,-0.58933,0
Neg_2307,0.28152,0.07426,0.13455,0.4686,0.02694,0.00812,0.24678,0.62455,0.78496,1.07088,0.35185,0.65453,0.08854,0.41186,0.83312,-0.29116,0.49848,0.58608,0.0026,0.29244,0.90397,-0.02339,-0.60417,0.28721,0
Neg_1627,-1.1178,0.08109,-0.30861,-0.55971,-0.30176,-0.28195,0.14644,0.05548,0.92059,0.47014,0.60803,0.09832,0.22777,-0.04794,1.0163,-0.1459,-0.32792,0.84167,-0.85626,-0.76085,0.585,0.56447,0.34065,1.59695,0
Neg_1043,-0.58592,1.86271,-1.42528,0.12874,0.07077,-1.07003,-0.15702,0.80982,0.6184,-0.06659,0.66631,0.19899,0.0048,0.45692,0.86252,-0.09921,1.4601,0.73544,0.84921,1.43214,-0.06779,-1.15046,0.11136,0.22352,0
Neg_851,1.20269,-0.11171,-1.26495,0.48573,-0.44796,0.13419,1.37032,2.11161,0.39693,-1.80196,0.41446,-0.4354,1.33112,2.4907,0.65924,1.37996,1.65954,0.31638,-0.33691,-0.24107,-0.6733,0.50235,0.59695,0.64069,0
Neg_1342,0.1263,0.26338,0.57908,-0.01588,0.14059,1.08768,-0.16675,0.27852,1.22719,-0.30634,-0.40938,0.37401,-0.14509,0.54237,1.04407,0.11462,0.39583,1.19633,0.96321,0.86968,0.50258,-0.0571,0.07733,0.41862,0
Neg_507,1.00874,-0.53083,0.85208,-0.31122,-0.26486,-0.35918,-1.45455,0.99136,-0.49315,0.21355,-0.69526,0.76886,-1.28947,1.13818,-0.45345,-0.89449,0.87324,-0.05612,0.1066,-0.24007,0.82526,1.36599,-0.42914,1.52879,0
Neg_2892,-0.07975,-0.40425,0.88762,-0.45355,-0.74247,0.911,0.37107,-0.76647,0.38568,-0.22173,0.31935,-0.1046,0.63357,-0.41422,0.52051,0.26536,-0.63645,0.65323,-0.51488,-0.60752,0.95491,-0.14717,0.01319,-0.15547,0
Neg_887,-0.45298,0.37279,0.16983,-0.24375,1.03693,0.4155,0.45853,-0.50855,-0.04496,0.72618,0.08499,0.93265,0.64274,0.10237,0.0533,0.70693,-0.37172,-0.49504,0.6803,0.90165,-1.14739,-0.6959,-0.58114,0.49962,0
Neg_2177,-0.65845,-0.6001,0.28707,-0.09961,0.25816,0.42794,0.6152,-0.12691,-0.03594,0.42127,0.69826,-0.20782,0.62167,-0.08494,-0.08907,1.06948,-0.16619,-0.09302,0.80626,-0.29655,-0.58521,0.73693,0.6687,-0.42422,0
Neg_2875,1.07971,1.29899,0.9579,1.7999,0.48313,-0.85128,-0.80931,2.33375,-0.16395,1.99013,1.396,0.70694,-1.74201,1.5648,-0.60708,-1.48245,2.0111,-0.41763,-1.04427,0.85867,-1.27928,1.40172,0.56463,1.4592,0
Neg_187,-0.81467,-0.8348,1.1773,-0.59084,0.0133,1.05695,0.23099,-0.70356,1.0614,0.03024,0.96491,-0.50431,0.34717,-0.54236,0.9813,0.29579,-0.75862,0.70431,0.21677,-0.54014,0.54852,-1.27045,-0.81118,0.10902,0
Neg_731,-1.05618,0.08435,0.15691,-0.25845,0.53172,-0.63168,0.37978,-0.46669,-0.24651,0.3123,-0.63691,-0.68663,0.59639,-0.15212,-0.13177,0.11051,-0.58237,-0.5061,-0.31412,-1.11464,-0.12705,-0.97651,-0.17704,0.22459,0
Neg_2878,-0.1734,1.50512,-0.97009,-1.50279,0.75792,-0.38828,0.29206,0.48406,-0.30771,0.74986,-0.89166,1.0368,0.73638,0.5936,0.1352,0.43185,0.92077,-0.03522,0.25496,1.7978,-0.00286,0.30208,0.61987,0.15306,0
Neg_1195,-0.2967,0.45401,-0.39097,-0.23703,0.01137,0.26781,1.16797,1.04284,0.76403,0.85509,1.18441,0.20492,1.2594,1.1248,0.45914,1.14364,0.80795,1.10845,0.51988,0.12518,0.93473,0.69449,0.72795,0.76123,0
Neg_2134,1.38561,0.81471,1.32249,0.8437,0.49024,0.25634,0.68327,0.12348,0.26964,0.09897,0.90711,1.88207,0.26226,-0.09488,0.46205,0.73427,-0.00932,0.16885,0.25913,-0.18802,0.02434,0.00778,0.42629,0.42715,0
Neg_209,-0.0395,-0.07352,0.12793,0.01769,0.01975,0.40897,-0.03187,0.66144,0.89297,0.58717,-0.47358,0.06423,0.49326,0.70911,1.07278,0.29909,0.46954,0.81872,0.63953,0.02181,0.08693,-0.0223,0.32135,-0.53377,0
Neg_2339,-0.23478,-0.48431,0.73417,-0.12042,0.15182,0.07518,-0.73583,-0.51922,0.01868,0.28182,0.13425,0.70928,-0.75696,-0.26394,-0.2259,-0.64928,-0.44214,0.23333,0.10836,0.05908,0.1923,0.08649,-0.74796,-0.08295,0
Neg_1950,1.09444,0.83616,0.49628,0.38224,0.88055,0.72787,-0.07246,0.96688,0.20394,0.5845,1.50635,1.2856,0.45109,1.02562,0.72591,0.13224,0.95533,0.65185,0.02418,-0.03376,0.95532,-0.02279,0.61847,0.5337,0
Neg_1521,-0.25525,-0.79735,0.32596,0.13535,-1.68717,0.6157,0.76003,-0.66752,-0.5179,1.15348,-0.07428,0.18669,0.44531,-0.53785,-0.47821,0.17689,-0.65422,-0.30872,-1.11924,-0.57499,0.1441,-0.39932,-1.03224,-0.24874,0
Neg_2328,0.57096,0.51135,0.65203,-0.37186,-0.06255,0.10114,-0.52759,0.605,-0.89812,-0.4722,0.6883,0.52488,-0.55107,0.5702,-1.14165,-0.66537,0.93789,-0.63129,-1.31522,0.95056,-0.4047,-0.50699,1.46776,-0.19012,0
Neg_504,0.66243,1.22598,0.06608,-0.12595,0.41632,0.25405,0.22908,0.91775,0.07558,1.85029,0.00925,0.60257,0.64276,0.82177,-0.04544,0.32758,1.35092,0.2758,1.0809,1.14637,0.0991,0.6127,1.88749,0.84925,0
Neg_1415,0.06568,-1.10219,1.67133,0.08106,-0.31466,1.48779,-1.41625,0.50044,0.56433,-0.36649,0.60387,0.26489,-1.3729,0.86902,0.18671,-1.1716,0.12979,0.99221,0.25613,-0.14616,-0.04926,-0.11985,-0.59639,1.22667,0
Neg_1244,0.58986,0.55338,-0.12851,-0.40882,-0.47349,0.14764,0.15921,0.33555,0.81287,0.5308,0.25363,-0.2964,0.29814,0.56027,0.68881,0.47551,0.66409,0.15482,0.8682,0.9777,-0.73384,-0.22952,0.2638,0.3659,0
Neg_2317,-0.80991,-1.49603,1.10152,-0.91376,-2.21033,2.09804,-1.4817,-1.1396,1.53217,-1.84802,-1.11713,1.20278,-1.68319,-0.7115,1.35046,-1.31467,-1.53286,2.30425,-0.05516,-1.48537,2.44781,-0.4464,-0.54923,1.33738,0
Neg_1759,-0.10283,1.31671,-0.14905,-0.71852,0.253,-0.5092,0.30004,0.36199,-0.31531,0.71746,0.02026,-0.03001,0.52577,-0.19504,0.23981,-0.21103,0.37884,0.16542,-0.88226,-0.2773,0.77603,0.23205,0.27632,-1.11211,0
Neg_1105,1.58407,0.55371,0.42326,0.93824,0.41095,-0.27753,0.55287,0.26415,-0.47848,-1.59093,1.03886,-0.18983,-0.00725,-0.18924,-0.9931,0.05409,0.31615,-0.56773,0.11893,-0.52137,-1.15223,0.78288,1.1589,1.0756,0
Neg_1599,-0.29701,0.79411,0.34119,-0.78999,0.32686,0.44954,-0.20597,1.20443,-0.94427,-0.35215,1.41328,-0.96204,-0.60816,1.29199,-0.71453,-0.66799,1.45016,-0.85888,-1.91322,1.72537,-0.61725,1.8915,1.03615,0.14861,0
Neg_349,0.4425,-0.15945,-0.94891,-0.21773,-0.8456,0.44939,-1.12865,0.62618,0.10369,0.28038,0.78054,0.99,-1.05967,-0.13778,0.80306,-0.6615,0.24747,0.56492,1.30717,0.40186,0.54289,-1.71478,-0.28949,1.14901,0
Neg_2091,-0.85457,-0.24683,1.30803,-0.4763,0.83528,0.86608,-0.5702,0.1795,1.06113,-1.5174,0.06639,0.19163,-0.54243,-0.21536,0.7922,-0.70508,-0.28992,0.77335,-1.3156,-1.20373,0.20797,1.15768,-1.23915,-0.84358,0
Neg_2417,0.25154,1.24548,0.81781,0.21593,1.0923,0.20788,-1.07322,0.54917,-0.13949,0.67381,-0.51341,0.96124,-1.01339,0.57463,-0.1047,-0.74412,0.59052,0.12821,0.52266,0.10537,0.87121,-1.41332,0.63273,-0.14574,0
Neg_100,-0.74808,0.01314,1.44375,-0.84288,0.53871,1.32683,1.73434,0.05007,0.40703,-0.70038,-0.12533,0.6256,1.72059,0.74432,0.80079,1.07792,0.43987,1.10348,0.86905,1.43216,0.09031,-0.6145,0.00587,-1.13323,0
Neg_2420,-0.2413,0.57887,-1.19552,-1.75923,0.95738,-0.27354,-0.52385,-0.37613,-0.36243,-0.56539,-2.12688,1.77202,-0.63088,0.07139,-0.11354,-0.61708,-0.19353,-0.48755,-1.04481,0.01946,-0.11788,0.22701,-1.70287,0.58333,0
Neg_1970,-0.24541,-0.12103,-0.46145,-0.69695,0.21406,0.84653,-0.97534,1.01634,0.53153,-0.43163,-0.57675,0.32423,-0.5961,0.53592,0.33192,-0.71594,1.07065,0.11182,-0.12841,-0.16569,-0.51138,-0.40671,0.62305,0.75897,0
Neg_893,0.67507,-0.10785,1.16258,0.76074,-0.20912,0.30364,-0.56816,0.86114,-0.37779,0.04204,-0.1805,0.71829,-0.39998,0.61822,-0.32956,-0.10795,0.52455,-0.03967,1.11645,-0.5468,0.14559,0.13027,-0.27551,0.47284,0
Neg_2534,2.14111,1.16829,0.92896,1.34452,0.64595,0.0565,1.31043,0.60814,1.07913,0.26435,0.77309,1.14024,0.95311,0.30451,0.655,1.46914,0.39639,0.82222,0.51404,-0.44264,0.64685,1.96634,1.04356,0.26668,0
Neg_481,0.20919,0.86724,0.49398,1.25488,1.93099,0.50984,1.50357,-0.12967,1.49649,0.81352,1.91931,1.05405,1.51609,0.31403,1.4256,1.71931,-0.03648,1.6403,2.25328,0.71807,1.60141,-0.08494,-0.05998,-0.00795,0
Neg_1894,-0.26637,0.75329,0.31434,-0.04133,0.96675,-0.84408,-0.26049,0.67489,0.00936,0.23031,1.58593,0.44077,-0.113,0.72612,-0.16512,-0.31947,1.00771,-0.1786,-1.14635,1.05621,-0.42595,0.41866,-0.49306,0.9332,0
Neg_627,-0.39299,0.60005,-0.36366,-0.19117,0.82721,-0.0223,0.19702,0.15641,-0.28868,0.31708,0.78129,0.1121,0.27699,0.12002,-0.16346,0.07189,0.44049,-0.3372,0.44373,0.2734,-0.01768,-0.37338,0.43792,-0.66964,0
Neg_2523,0.9651,0.68721,0.00212,0.83432,1.08916,0.88897,0.97457,0.00268,0.19815,0.8147,-0.06953,0.89732,1.32809,0.25577,0.10427,0.99759,0.03122,-0.00957,1.83378,1.06833,0.31708,-0.37544,-0.31515,0.83183,0
Neg_1173,-0.61269,0.99381,-1.56597,0.35289,-0.23366,-0.43375,1.77417,0.07674,-1.5697,0.34961,-0.70178,-1.66846,1.70239,0.16209,-1.14017,0.49964,0.46248,-1.64161,-2.68205,1.5462,-1.54551,-0.91369,-0.50861,-1.78267,0
Neg_2625,1.30223,1.13245,-0.40496,1.78063,0.85338,0.17686,0.1333,0.04837,-0.79802,0.28422,0.52662,0.95449,-0.08518,0.25047,-0.39057,0.13092,0.26533,-0.25917,0.28368,1.06843,0.60738,-0.51205,-0.67434,-1.2299,0
Neg_2452,0.33327,-0.17833,-0.53114,0.14159,-0.91862,0.94483,0.29054,-0.69127,-0.42384,-0.14813,0.18447,0.83152,0.03665,-0.53344,-0.27824,0.18829,-0.65797,-0.16854,0.33662,-0.36697,0.98829,0.28481,0.14808,0.27345,0
Neg_754,1.96774,0.84135,1.00099,1.48041,2.1583,1.98469,0.32384,2.01573,0.83794,-0.73117,0.3582,0.01198,0.33031,1.71354,0.8818,0.68013,1.72278,0.92707,0.43437,0.87952,0.29639,0.81061,1.20557,-0.09917,0
Neg_2294,-0.27288,0.26628,0.2686,-0.96757,-0.22917,1.08712,0.51572,0.17331,1.20488,0.37195,0.30626,-0.34884,0.40654,0.28657,1.31986,-0.13726,0.14663,1.00045,-0.94388,0.98284,0.00406,-0.22102,-0.73274,-0.04841,0
Neg_2466,0.10855,-0.08897,-0.59133,0.59295,-0.46084,-0.52959,-0.19564,0.00652,-0.18574,1.03778,-0.54156,0.10832,-0.22036,-0.07207,0.18876,-0.03721,0.18797,-0.17973,-0.14662,1.19366,0.34717,0.44645,0.24103,-0.21832,0
Neg_1017,0.27728,0.43781,-0.50135,-0.28353,-0.0087,0.47064,-0.04482,-0.23662,0.76745,-0.24407,1.37775,-0.04049,0.11456,-0.04251,0.70619,-0.32183,-0.09823,0.67311,-1.30981,0.41831,0.02782,0.49072,-0.45517,0.33316,0
Neg_539,0.38055,0.73851,-0.59133,1.20932,0.25896,-0.51609,1.46269,-0.08653,-0.13919,0.17855,1.05144,-0.25351,1.60545,-0.09671,-0.21263,1.05083,0.197,-0.20303,0.0585,0.32397,-0.85492,-0.23792,0.24943,-1.12761,0
Neg_2199,0.70319,0.15577,0.61979,0.81296,-0.04975,0.14022,0.83449,0.79895,0.34086,-0.0635,1.20804,0.62842,0.45654,0.27071,0.10419,1.19246,0.98322,0.39333,1.33625,1.12949,0.61341,-0.29739,0.56494,0.58763,0
Neg_1739,-0.02139,-1.55863,-1.34118,0.27572,-2.28989,-1.3799,1.43469,-1.93219,-2.16527,1.54449,-3.20229,-3.26652,1.27325,-1.93548,-2.27008,1.43899,-1.85099,-2.28166,0.67263,-1.52882,-2.55137,-0.22764,-1.29871,-1.30588,0
Neg_1318,-0.3097,-1.01357,0.6285,0.04085,0.04091,1.45605,-0.77662,0.7584,0.17466,-0.13044,1.60954,-0.20725,-0.45989,0.83523,0.10072,-0.88221,0.27391,-0.16488,-1.04368,0.89646,0.52064,-1.18058,-0.66604,0.41839,0
Neg_2842,0.65128,-0.47151,-0.57842,0.5741,-0.37361,-0.20233,-0.00721,-0.51995,0.70771,0.89749,-0.0951,-0.91399,0.09525,-0.5617,0.81046,-0.10059,-0.65202,0.79758,-0.18341,-0.23535,0.07727,-0.81267,0.6771,0.09948,0
Neg_1817,0.08929,0.14936,-0.26576,0.38193,0.72665,0.26656,-0.28671,-0.33679,-0.21463,-0.72021,0.50569,-0.48249,-0.43067,-0.25868,0.00063,0.17821,-0.29334,-0.8782,0.07613,1.51199,-0.83887,-1.22562,0.40562,-0.22374,0
Neg_1427,-0.56883,0.26171,0.25132,0.3239,0.84322,0.41781,-0.87972,0.17073,0.01767,0.50102,0.76375,-0.39839,-0.69585,0.6453,-0.26266,-0.57181,0.21228,-0.20247,0.60928,0.31758,0.36949,0.4602,0.08287,-0.12113,0
Neg_60,0.05905,-0.30584,0.23684,0.03845,-0.37071,0.2672,-0.09186,0.67064,0.18748,1.18976,-0.00922,0.1493,-0.18335,0.70547,0.31183,0.03907,0.6949,0.35197,-0.11534,-0.15919,0.57862,0.28186,-0.27611,0.66358,0
Neg_1202,-0.40448,0.8224,0.63441,-0.36321,0.63965,0.66272,-0.11832,-0.31669,0.2389,-0.09587,-0.13496,1.1585,-0.10849,-0.42278,0.04479,-0.46805,-0.18645,0.09222,-1.23022,0.62597,0.11657,-0.25937,0.19282,0.76703,0
Neg_1417,0.25334,0.78257,0.42562,-0.90592,1.51272,-0.35094,0.83403,-0.48013,-0.32451,1.66842,1.42056,1.57275,0.98014,-0.45535,-0.44835,0.9391,-0.40525,-0.3371,0.08665,0.597,-0.73608,0.01826,-0.75282,0.6745,0
Neg_1392,0.77539,-0.52997,-0.43363,1.46003,0.80034,-0.3482,-0.42427,-2.14467,-0.25144,-0.00439,1.00553,1.21021,-0.56139,-1.57135,-0.00245,-0.57952,-1.67071,0.26709,0.78826,0.07721,-0.30374,-1.07898,0.91528,0.13922,0
Neg_1245,-0.72617,0.93085,-0.14629,-1.40857,1.20571,-0.53744,1.70941,0.90777,-0.11588,0.77885,1.50791,0.33578,1.52763,0.78762,-0.0596,1.79039,0.41771,0.10068,1.07598,-0.40197,0.50859,0.12007,0.62797,1.03827,0
Neg_1621,-2.37514,2.46818,-1.5035,0.90305,1.30134,1.48014,-0.69206,0.53388,-1.76173,-1.9625,2.18489,-2.21269,-1.00426,0.83674,-1.57361,-0.51816,1.41983,-1.99938,-0.35859,1.22259,-2.22388,-0.23354,-1.47695,-2.62364,0
Neg_2101,-0.20207,0.67966,-0.27694,-0.22719,0.29859,1.03994,0.08188,0.85217,-0.12066,-0.50364,-0.37727,0.38431,0.23312,0.86248,0.17955,-0.07933,1.02039,-0.20099,0.11578,0.45892,0.79969,-0.55485,0.78482,-1.1269,0
Neg_1662,0.7786,1.10917,0.13067,-0.20234,0.87163,-0.6079,0.44799,0.31952,0.49473,-0.10607,1.1941,0.26896,-0.24666,0.07053,0.38259,0.03788,0.1031,0.18156,-0.18404,0.64563,-0.99138,0.08357,-0.15964,-0.01597,0
