,Calculate_mw,Calculate_charge,y
Neg_2789,-1.05517,-0.14021,0
Neg_169,0.93238,-0.49569,0
Neg_320,0.75248,-0.49569,0
Neg_2889,1.70028,-1.7586,0
Neg_17,-0.59568,0.0013,0
Neg_1714,1.77409,1.05704,0
Neg_2605,1.557,0.29087,0
Neg_1527,-1.08188,0.01883,0
Neg_83,-0.97387,0.28172,0
Neg_2246,1.8248,0.06147,0
Neg_114,-0.79564,0.56788,0
Neg_1808,0.83579,-0.44887,0
Neg_958,-0.95714,-1.80987,0
Neg_2093,0.51784,0.62805,0
Neg_1561,0.63118,0.0531,0
Neg_1870,-0.90266,0.01883,0
Neg_1335,-0.47478,-0.88911,0
Neg_1574,1.91981,0.63851,0
Neg_2188,1.39752,-2.88836,0
Neg_608,-0.79364,0.82946,0
Neg_1240,-0.28928,0.02851,0
Neg_2628,-0.43407,0.33168,0
Neg_1855,-0.05607,-1.03585,0
Neg_1793,-0.15819,-1.00002,0
Neg_2263,-0.31108,0.56867,0
Neg_2400,1.16987,0.72274,0
Neg_1583,-0.57557,-0.71359,0
Neg_410,-1.11027,-0.52159,0
Neg_2849,0.81355,-4.17768,0
Neg_1389,1.97341,-1.31339,0
Neg_130,1.68439,-2.00187,0
Neg_2784,2.14247,2.48395,0
Neg_2759,-0.64561,1.07325,0
Neg_2148,-0.51362,0.5671,0
Neg_2886,1.78076,2.197,0
Neg_903,0.88299,-1.13316,0
Neg_2844,0.8664,0.83025,0
Neg_1071,0.34098,-0.47608,0
Neg_2491,1.37195,1.65657,0
Neg_2731,1.19097,2.38298,0
Neg_1497,-0.32217,1.35314,0
Neg_2096,0.00632,-0.45149,0
Neg_2234,1.68512,-4.91533,0
Neg_263,1.73431,-0.29376,0
Neg_2409,-0.11134,-0.25949,0
Neg_171,1.59285,-1.52161,0
Neg_2185,1.83885,0.94168,0
Neg_1630,0.92382,0.00157,0
Neg_239,0.96268,-0.25138,0
Neg_933,2.01326,-0.93802,0
Neg_2276,1.38958,0.09652,0
Neg_2707,1.54656,-0.26054,0
Neg_1971,-1.02493,-0.24223,0
Neg_293,-0.53992,1.09104,0
Neg_766,1.57228,0.81246,0
Neg_1208,1.1943,0.60241,0
Neg_1076,1.28495,0.86478,0
Neg_2860,-0.15123,-0.49596,0
Neg_2048,-1.10138,0.07115,0
Neg_837,-0.57292,-0.50407,0
Neg_2085,-0.6803,0.28067,0
Neg_1812,-0.12936,0.76825,0
Neg_659,0.81145,0.54303,0
Neg_2775,0.77884,-1.51376,0
Neg_807,1.3619,0.28956,0
Neg_379,2.11469,-1.30607,0
Neg_683,0.78115,0.28302,0
Neg_2124,-0.63056,0.02746,0
Neg_1239,0.29713,0.09704,0
Neg_1478,0.27774,-0.76434,0
Neg_711,-0.85132,0.30604,0
Neg_1422,0.45457,0.55036,0
Neg_2642,-0.19833,1.09,0
Neg_2243,1.8783,0.81821,0
Neg_419,-0.45298,-1.00028,0
Neg_2335,1.16069,0.02772,0
Neg_708,-0.60789,-0.45175,0
Neg_2224,1.29115,0.83914,0
Neg_75,1.7707,1.27258,0
Neg_1927,1.57243,-1.00865,0
Neg_396,-0.72026,-1.56686,0
Neg_2062,0.99801,0.30604,0
Neg_1758,0.06567,1.6401,0
Neg_1696,0.85116,0.84594,0
Neg_1938,2.11191,-0.26132,0
Neg_2212,0.25263,-0.68743,0
Neg_491,1.18764,-0.24092,0
Neg_857,-0.68136,0.28093,0
Neg_2686,-0.88036,-1.02591,0
Neg_2549,0.5478,-1.51376,0
Neg_465,1.19267,0.88073,0
Neg_214,-0.02733,0.01988,0
Neg_1450,-0.40719,0.3322,0
Neg_2311,0.84153,-0.76591,0
Neg_566,1.62457,1.37956,0
Neg_1468,-0.31562,-1.5475,0
Neg_324,0.32679,0.79389,0
Neg_1106,2.24362,0.72326,0
Neg_1455,0.10342,1.12531,0
Neg_1775,2.10029,0.32252,0
Neg_2533,0.25339,0.28119,0
Neg_84,0.49418,-0.16375,0
Neg_2087,0.69645,-0.24144,0
Neg_454,1.95245,-3.24123,0
Neg_1320,1.13819,-0.18625,0
Neg_534,-0.91354,0.0013,0
Neg_2600,1.66442,-0.23909,0
Neg_2303,0.08293,-1.77665,0
Neg_1332,-0.95906,-0.24249,0
Neg_1096,0.2207,-0.2077,0
Neg_278,-0.55445,0.28172,0
Neg_2916,-0.76238,0.33272,0
Neg_365,1.39292,2.43425,0
Neg_929,0.56024,0.7863,0
Neg_955,1.99782,0.8224,0
Neg_1510,0.24216,-1.26055,0
Neg_974,1.38726,0.80461,0
Neg_2768,-0.2227,0.7863,0
Neg_1142,-0.87607,-1.28828,0
Neg_1174,1.56329,1.6469,0
Neg_848,-0.08456,0.02066,0
Neg_991,0.3541,-0.4507,0
Neg_565,-0.21745,0.28067,0
Neg_1973,1.43008,-2.62808,0
Neg_1172,1.35571,-1.69686,0
Neg_2450,-0.62858,0.30631,0
Neg_2795,0.42505,1.87682,0
Neg_33,1.99693,-3.31028,0
Neg_2216,-1.09645,-0.80017,0
Neg_2359,-1.02328,0.04525,0
Neg_515,0.08725,-1.03559,0
Neg_208,1.44078,-0.54226,0
Neg_2503,1.77077,1.13499,0
Neg_2396,-0.64312,0.01962,0
Neg_1670,-0.84273,0.54225,0
Neg_8,1.43188,0.86425,0
Neg_1802,1.04569,0.92285,0
Neg_1617,1.98398,0.06356,0
Neg_1353,0.5868,0.21763,0
Neg_917,0.78515,-2.20354,0
Neg_1912,1.20255,0.07115,0
Neg_2647,0.83122,-0.28774,0
Neg_2682,-0.70934,0.30761,0
Neg_1130,-0.12222,0.30709,0
Neg_1914,-1.13726,-0.24249,0
Neg_1659,-0.47649,-1.56503,0
Neg_1233,-0.47498,0.01909,0
Neg_2379,0.23369,1.87604,0
Neg_1832,2.03257,-2.0173,0
Neg_1156,1.60326,0.00052,0
Neg_2258,1.65624,0.81298,0
Neg_461,-0.34559,1.08189,0
Neg_1432,0.55872,0.02799,0
Neg_1840,-0.4725,0.07088,0
Neg_51,-0.99139,-1.54881,0
Neg_2078,1.32695,0.05284,0
Neg_1658,0.91284,-0.79154,0
Neg_1291,1.16472,0.62831,0
Neg_2421,0.87435,-1.17658,0
Neg_1107,1.7043,0.26131,0
Neg_57,0.58813,0.5242,0
Neg_56,-1.03316,0.59352,0
Neg_1535,-0.64707,-1.26264,0
Neg_728,0.32978,-0.49413,0
Neg_612,0.78769,-0.20665,0
Neg_1789,-0.74621,-0.21607,0
Neg_2923,1.83084,0.63746,0
Neg_998,0.37615,0.28041,0
Neg_2027,-1.04996,0.0272,0
Neg_1120,2.1672,1.09941,0
Neg_938,0.77101,-1.49728,0
Neg_1639,0.43433,-1.52318,0
Neg_1380,-0.74358,0.56684,0
Neg_995,1.55721,-0.46823,0
Neg_274,-0.89314,0.54173,0
Neg_1731,0.35282,-0.54749,0
Neg_1423,-0.88189,0.28015,0
Neg_1720,0.04381,0.00261,0
Neg_1176,0.60761,1.84073,0
Neg_298,-1.13037,-0.23438,0
Neg_1494,0.52294,-0.22548,0
Neg_2041,0.72254,-0.39159,0
Neg_2033,0.00067,-0.18886,0
Neg_1010,1.27236,-1.77717,0
Neg_964,1.74867,-2.07092,0
Neg_735,1.44728,0.0102,0
Neg_245,1.37448,0.0871,0
Neg_317,1.82378,-1.54044,0
Neg_1277,0.00343,0.99452,0
Neg_213,0.52982,0.50772,0
Neg_109,-0.59594,-0.24249,0
Neg_1604,-0.22132,0.56867,0
Neg_2004,-0.58081,-0.2417,0
Neg_1848,-0.56276,-0.47791,0
Neg_1998,0.24086,-0.47006,0
Neg_968,1.06486,0.6032,0
Neg_1860,-0.24248,-1.32281,0
Neg_854,-1.00774,1.5883,0
Neg_229,-0.74553,0.02746,0
Neg_397,1.61638,-0.28408,0
Neg_1864,0.74777,-1.04266,0
Neg_2553,1.42533,1.82346,0
Neg_1504,1.64267,-0.46771,0
Neg_2824,1.42095,0.31677,0
Neg_20,-0.21468,1.22026,0
Neg_1594,0.33537,-1.25401,0
Neg_2657,1.38636,1.92652,0
Neg_1823,0.09815,-0.73949,0
Neg_2352,1.45398,1.56031,0
Neg_675,-0.93441,-1.04475,0
Neg_38,-0.764,0.00157,0
Neg_2630,-0.45759,0.26314,0
Neg_1313,0.29848,-0.01544,0
Neg_2083,1.50723,-0.99112,0
Neg_224,1.93962,1.70837,0
Neg_1271,0.21885,0.73346,0
Neg_2404,0.32087,0.79493,0
Neg_91,1.44267,-0.51139,0
Neg_2318,2.10028,-0.02564,0
Neg_2034,0.51664,0.05414,0
Neg_2914,0.37552,0.01883,0
Neg_2749,1.37111,-1.54593,0
Neg_1143,-0.33114,-0.52185,0
Neg_80,1.11681,-1.01833,0
Neg_289,0.58354,1.84988,0
Neg_1262,-0.24445,0.54251,0
Neg_2269,0.61407,-1.56529,0
Neg_922,-0.65892,0.28904,0
Neg_1843,1.61039,-0.48759,0
Neg_40,-1.00719,-0.24223,0
Neg_1771,1.38535,-0.48628,0
Neg_1068,1.37109,-1.23256,0
Neg_1857,0.45308,2.32805,0
Neg_635,1.65717,0.53597,0
Neg_2908,-0.07438,0.22705,0
Neg_2651,1.77245,3.24331,0
Neg_781,1.4988,0.56631,0
Neg_574,-0.91622,-0.49543,0
Neg_151,1.62849,-0.76355,0
Neg_356,-0.74948,1.06541,0
Neg_1012,2.08321,0.81377,0
Neg_455,1.65092,1.8763,0
Neg_2395,-0.08695,-0.0327,0
Neg_173,1.0989,-0.75413,0
Neg_1744,-1.19423,0.01883,0
Neg_1127,1.74063,2.67725,0
Neg_872,-0.92315,0.28041,0
Neg_556,2.10673,3.37489,0
Neg_1872,0.87021,0.64531,0
Neg_1175,1.6967,0.55271,0
Neg_2738,1.7771,-0.38139,0
Neg_2341,1.2341,0.07455,0
Neg_2539,0.22102,-1.51376,0
Neg_2859,-1.0437,-0.24223,0
Neg_106,-0.13182,-1.5836,0
Neg_453,0.08135,-1.04292,0
Neg_1396,0.96259,-1.25192,0
Neg_2665,-0.71128,0.75047,0
Neg_2357,0.84037,0.57704,0
Neg_1937,0.5509,0.52446,0
Neg_2673,-0.39571,0.27099,0
Neg_693,2.04266,0.05388,0
Neg_769,0.29221,0.90872,0
Neg_2833,0.47541,-0.50485,0
Neg_2773,-0.78411,-0.50328,0
Neg_1447,-0.0411,-0.2778,0
Neg_29,0.43948,0.33351,0
Neg_489,0.62469,1.07221,0
Neg_2545,0.71382,-2.03666,0
Neg_1306,-0.56639,-0.25164,0
Neg_617,0.25272,0.81246,0
Neg_1372,-0.11207,-0.4766,0
Neg_2481,0.06596,-1.04318,0
Neg_1908,1.68861,-2.04241,0
Neg_1981,-1.01408,-0.75701,0
Neg_906,0.39264,-0.72955,0
Neg_1425,1.49066,0.3254,0
Neg_846,1.09125,1.91083,0
Neg_2611,1.50864,0.03531,0
Neg_1230,-1.01863,0.54173,0
Neg_1906,0.56526,-0.99217,0
Neg_2554,1.68987,2.05051,0
Neg_348,0.31195,0.01935,0
Neg_477,-0.09164,0.07245,0
Neg_67,0.09154,-2.07118,0
Neg_2639,0.9962,-0.24981,0
Neg_2012,1.67033,-0.5195,0
Neg_1028,0.65478,0.27047,0
Neg_1874,0.30637,0.52499,0
Neg_1109,0.17204,0.50667,0
Neg_2529,0.63355,-0.5025,0
Neg_2141,0.38291,0.76825,0
Neg_2462,1.96176,2.45884,0
Neg_2011,0.72001,-2.84572,0
Neg_377,0.70606,0.7863,0
Neg_90,-0.98405,0.00941,0
Neg_1506,0.41481,0.8721,0
Neg_767,-0.20888,0.58463,0
Neg_434,-1.05785,-0.26027,0
Neg_1460,0.6959,-0.01413,0
Neg_1666,1.9912,0.56056,0
Neg_126,0.3466,-0.1219,0
Neg_2668,2.40785,10.51415,0
Neg_1674,-0.1821,1.32672,0
Neg_2140,1.65409,0.30683,0
Neg_323,-0.96992,0.28041,0
Neg_2514,0.16837,0.03557,0
Neg_598,1.1468,-1.54724,0
Neg_2337,0.65335,0.2893,0
Neg_497,0.93902,-0.39996,0
Neg_2693,1.08739,-1.8096,0
Neg_1651,0.87501,-0.19148,0
Neg_2347,1.01435,-0.21528,0
Neg_68,1.66629,0.54931,0
Neg_318,-0.41544,-1.01781,0
Neg_2441,-0.874,0.27962,0
Neg_2136,2.03158,-0.77375,0
Neg_870,0.13175,0.05414,0
Neg_699,0.6638,2.97545,0
Neg_1726,1.44731,1.33483,0
Neg_1325,0.77147,-0.48654,0
Neg_2002,-0.55974,0.78578,0
Neg_519,1.48137,0.88152,0
Neg_199,2.29174,2.62651,0
Neg_471,1.41638,-0.13733,0
Neg_1673,-0.5433,0.5072,0
Neg_272,1.68292,-0.7557,0
Neg_118,-0.39801,0.82972,0
Neg_135,-0.84833,0.04656,0
Neg_2502,0.28458,0.82999,0
Neg_2787,-0.21774,0.85588,0
Neg_546,1.39655,1.07352,0
Neg_127,0.92673,0.55925,0
Neg_1784,-1.11057,-0.26001,0
Neg_439,-1.16459,0.01883,0
Neg_535,1.47159,1.11798,0
Neg_227,2.36913,0.3411,0
Neg_2299,1.49776,0.56867,0
Neg_2627,-1.19765,-1.54881,0
Neg_1982,-0.44731,0.05284,0
Neg_1382,-1.06278,0.56736,0
Neg_2090,1.19028,-2.01965,0
Neg_1532,-0.48823,0.82031,0
Neg_527,1.56646,-0.23542,0
Neg_11,-0.51158,-0.5038,0
Neg_1246,1.59304,-0.81639,0
Neg_2525,1.04238,0.55873,0
Neg_2818,0.39445,1.30815,0
Neg_1920,-0.05634,0.04551,0
Neg_918,1.52888,-2.84807,0
Neg_102,-1.03977,0.28015,0
Neg_2621,0.1862,0.29061,0
Neg_1585,0.31833,1.87395,0
Neg_266,0.5413,0.82999,0
Neg_710,0.37263,0.04603,0
Neg_712,-0.28669,-0.49543,0
Neg_24,-0.56174,0.30761,0
Neg_170,-0.53236,0.56815,0
Neg_721,-0.59097,1.02957,0
Neg_1365,1.73094,0.09835,0
Neg_1735,-0.50827,0.22757,0
Neg_954,1.1748,0.22731,0
Neg_1993,0.53944,0.55925,0
Neg_1652,-0.01841,0.5072,0
Neg_2306,0.99473,-0.29506,0
Neg_2479,0.71936,1.11877,0
Neg_423,-0.90664,-0.53886,0
Neg_2799,1.78092,-1.18495,0
Neg_822,0.65667,0.81089,0
Neg_931,-0.02242,0.28172,0
Neg_2497,1.62356,-0.26812,0
Neg_2925,-0.29032,-0.97465,0
Neg_267,1.54903,1.59824,0
Neg_242,0.11393,0.56972,0
Neg_233,-0.52742,0.03531,0
Neg_1868,0.41522,-0.18285,0
Neg_2032,2.06738,0.29846,0
Neg_2720,1.09627,-0.42402,0
Neg_2343,0.91733,-1.2527,0
Neg_2055,0.51813,-1.29665,0
Neg_2624,0.41406,-0.99976,0
Neg_745,2.1136,0.19069,0
Neg_2850,-0.73866,-0.80017,0
Neg_1483,-1.16498,-0.24275,0
Neg_2708,0.36572,-0.27649,0
Neg_2131,0.10546,-0.76434,0
Neg_440,-0.00163,0.01988,0
Neg_793,1.82512,-0.95581,0
Neg_2000,0.71194,-0.51976,0
Neg_328,-0.76529,0.82005,0
Neg_2022,-0.04121,0.29009,0
Neg_1676,-1.09507,-0.24275,0
Neg_47,-0.26749,0.52446,0
Neg_889,-0.27075,0.54277,0
Neg_2715,0.70243,0.83862,0
Neg_2214,1.97487,0.52499,0
Neg_1579,1.39903,0.51609,0
Neg_878,-0.79997,0.30631,0
Neg_2103,0.79536,-0.55743,0
Neg_1114,0.38251,-0.4766,0
Neg_681,0.12054,1.16795,0
Neg_346,1.77664,0.38556,0
Neg_2532,0.48002,1.11772,0
Neg_1669,-0.24707,-0.52081,0
Neg_949,-0.09296,-1.28043,0
Neg_1081,0.70614,1.30004,0
Neg_501,-0.4701,-0.73896,0
Neg_2079,1.29881,0.4902,0
Neg_2360,2.04089,-1.16664,0
Neg_1492,-1.01508,-0.24275,0
Neg_1400,-0.71453,0.28852,0
Neg_840,-0.26347,1.61368,0
Neg_1343,1.39857,0.26288,0
Neg_1169,1.013,-0.81456,0
Neg_1095,-0.55574,0.8033,0
Neg_2160,1.1994,-0.21528,0
Neg_1886,2.10584,-1.18548,0
Neg_462,0.55201,1.04867,0
Neg_1618,1.11405,0.79441,0
Neg_1638,1.26312,-0.4337,0
Neg_335,1.29753,-0.30579,0
Neg_2543,0.02284,0.33272,0
Neg_1503,-0.3726,-0.24223,0
Neg_2634,0.30576,0.28224,0
Neg_1295,-0.19902,-0.19043,0
Neg_1778,-0.82368,0.30578,0
Neg_1420,0.1756,-0.4698,0
Neg_2915,1.5077,-0.46221,0
Neg_823,-0.20392,0.80383,0
Neg_1675,0.93005,0.87236,0
Neg_589,-0.51331,0.01962,0
Neg_1481,1.12213,-1.24538,0
Neg_2342,1.43775,1.33431,0
Neg_1054,-0.8263,0.01883,0
Neg_2098,1.76301,0.54251,0
Neg_2847,0.79203,1.89958,0
Neg_2645,1.20342,-2.34767,0
Neg_1236,0.41049,-0.78134,0
Neg_1108,1.57115,0.02825,0
Neg_2375,-0.90104,1.61394,0
Neg_1516,1.60369,-0.91501,0
Neg_1038,0.24598,-1.54907,0
Neg_2217,-0.60462,0.28093,0
Neg_2728,1.83406,0.55297,0
Neg_1386,-0.16174,-0.2417,0
Neg_1513,1.80518,1.6414,0
Neg_816,1.523,1.08869,0
Neg_2754,0.73987,-1.44575,0
Neg_363,1.66367,-3.10102,0
Neg_2326,0.54886,0.30761,0
Neg_2442,0.64744,-0.00733,0
Neg_2080,0.12187,0.57547,0
Neg_1213,1.59587,-1.27938,0
Neg_2687,1.83333,0.57599,0
Neg_1636,-1.1333,0.28041,0
Neg_1037,1.56695,1.29272,0
Neg_36,2.02973,-0.2145,0
Neg_1469,0.29619,0.00392,0
Neg_1928,-0.71919,0.55847,0
Neg_916,0.45747,-0.20691,0
Neg_1155,0.8915,0.07821,0
Neg_2793,1.46188,0.21868,0
Neg_2052,-1.0437,0.61942,0
Neg_1029,0.60067,0.15773,0
Neg_2685,1.02132,-0.92155,0
Neg_280,1.08978,-0.80907,0
Neg_2924,0.15117,0.81194,0
Neg_1552,-0.40688,-0.45227,0
Neg_2150,-0.55184,0.35836,0
Neg_1454,-0.66913,-0.52133,0
Neg_1438,1.9575,-1.48368,0
Neg_2910,0.38182,0.80304,0
Neg_2210,0.34759,-0.77349,0
Neg_284,1.331,0.49098,0
Neg_2162,0.09527,0.05284,0
Neg_740,0.17657,-0.49569,0
Neg_1850,-0.63154,0.28146,0
Neg_2864,1.53094,0.07062,0
Neg_2319,1.43405,-2.0105,0
Neg_2530,0.91323,0.33953,0
Neg_2094,-0.12032,-1.53966,0
Neg_321,-0.98614,-0.50328,0
Neg_2126,-0.6642,-0.19096,0
Neg_15,-0.48266,0.54225,0
Neg_1360,-0.80946,0.28041,0
Neg_2640,1.92987,-1.5237,0
Neg_1251,-0.78283,-0.78265,0
Neg_830,-0.77229,-0.49596,0
Neg_782,-0.99988,0.33194,0
Neg_2913,-0.19507,1.58856,0
Neg_794,2.02314,0.30552,0
Neg_1435,2.07687,-0.72588,0
Neg_520,0.60195,-0.72955,0
Neg_4,0.17884,-2.0445,0
Neg_228,1.57912,2.14023,0
Neg_977,1.04793,-0.47555,0
Neg_618,1.81368,-0.55481,0
Neg_1278,1.69258,0.23516,0
Neg_1858,1.07228,0.22914,0
Neg_479,0.296,0.28747,0
Neg_957,-1.05625,-0.50354,0
Neg_2917,1.85331,-2.82976,0
Neg_1765,0.72021,0.79336,0
Neg_1991,-0.20686,0.32305,0
Neg_526,1.42244,-3.08899,0
Neg_1715,0.39366,0.0442,0
Neg_722,0.91382,-1.7824,0
Neg_747,-0.14233,0.05414,0
Neg_2498,-1.18828,0.00104,0
Neg_2636,0.47431,-1.5067,0
Neg_1015,-0.31959,-0.25949,0
Neg_785,1.99652,-0.22418,0
Neg_560,-0.84175,-0.25949,0
Neg_1254,0.41908,0.60215,0
Neg_1430,-0.46487,-0.52028,0
Neg_1253,1.46087,0.82842,0
Neg_2909,0.72808,-0.42481,0
Neg_1540,2.14772,1.55273,0
Neg_997,0.89265,0.56553,0
Neg_2812,-0.50839,-2.3066,0
Neg_2694,-0.38775,0.76721,0
Neg_420,0.26557,-0.91474,0
Neg_92,0.06684,0.0272,0
Neg_1822,1.63694,-1.34086,0
Neg_678,2.12371,-1.28645,0
Neg_952,0.34952,1.32725,0
Neg_1067,1.86734,0.79389,0
Neg_1023,-0.20979,1.36047,0
Neg_94,1.54086,-0.47451,0
Neg_1575,-0.4362,1.06515,0
Neg_2350,0.78114,1.12662,0
Neg_2445,1.42123,-1.25898,0
Neg_2226,2.14961,2.80647,0
Neg_568,1.8433,-0.75597,0
Neg_2515,1.78747,-2.60533,0
Neg_1334,1.57611,0.35862,0
Neg_930,0.00399,0.28093,0
Neg_354,-1.04899,-0.24196,0
Neg_2604,-0.58018,-0.2519,0
Neg_69,-0.87442,-1.28749,0
Neg_2782,1.66336,0.91683,0
Neg_1205,-0.37231,0.26288,0
Neg_1269,-0.98248,-0.7646,0
Neg_1188,1.51547,-0.46012,0
Neg_2705,0.42328,-0.73844,0
Neg_2896,1.81473,1.59196,0
Neg_2890,0.50641,0.33325,0
Neg_2813,1.35786,0.59378,0
Neg_483,1.94739,-1.05076,0
Neg_2333,-0.62329,-0.24223,0
Neg_1243,1.05569,1.80489,0
Neg_2268,-0.31453,0.48889,0
Neg_2001,1.90589,-0.67043,0
Neg_783,-0.32293,-0.50302,0
Neg_1611,-0.75246,-0.21607,0
Neg_2424,-0.38546,0.0204,0
Neg_472,0.60756,1.82346,0
Neg_1791,-0.54991,0.01909,0
Neg_645,-0.95543,-0.01596,0
Neg_1781,-0.40226,0.01883,0
Neg_205,0.06814,-0.18128,0
Neg_2771,1.89789,-1.54332,0
Neg_1957,0.48295,0.0463,0
Neg_2408,-1.08192,0.02694,0
Neg_2298,1.2174,1.36308,0
Neg_2301,-0.76988,-0.21659,0
Neg_2235,0.06193,-0.77506,0
Neg_2056,0.20166,-0.25923,0
Neg_803,0.30969,0.04525,0
Neg_2461,0.46256,-0.15564,0
Neg_1185,1.81225,-0.43553,0
Neg_1794,1.72747,-0.288,0
Neg_970,0.27577,-0.24223,0
Neg_1479,0.84775,3.14077,0
Neg_775,0.14357,-0.53807,0
Neg_748,1.22893,3.41962,0
Neg_1293,1.79068,-0.69502,0
Neg_2907,1.24965,2.64299,0
Neg_626,-0.46977,0.28878,0
Neg_1211,0.51032,-1.53992,0
Neg_2029,-0.09009,-1.02539,0
Neg_2484,1.3516,2.16168,0
Neg_737,0.39503,1.27362,0
Neg_2637,0.12546,1.6142,0
Neg_493,1.11184,0.81978,0
Neg_1851,-0.34037,0.3152,0
Neg_275,0.65899,0.5501,0
Neg_606,-0.46713,0.07036,0
Neg_1681,1.81397,-0.42559,0
Neg_861,1.53465,3.48004,0
Neg_2800,1.16628,0.01988,0
Neg_390,-0.19966,1.09052,0
Neg_950,-1.00845,0.28041,0
Neg_2285,-0.90369,0.04499,0
Neg_1066,1.21934,-0.21424,0
Neg_1485,1.10676,0.57835,0
Neg_2718,-0.25862,0.21894,0
Neg_107,-0.10371,1.06567,0
Neg_2560,0.41134,-2.04476,0
Neg_1520,0.86581,0.26288,0
Neg_951,0.60296,0.56815,0
Neg_2753,1.08988,1.90272,0
Neg_2737,1.83025,-1.33275,0
Neg_2449,1.21525,0.09783,0
Neg_1538,1.66734,1.70209,0
Neg_1588,0.5468,-0.65944,0
Neg_1070,-0.46778,-0.47843,0
Neg_1907,0.54615,0.54303,0
Neg_1444,0.21215,-1.05992,0
Neg_2536,1.75103,0.58567,0
Neg_1336,-0.87568,-0.50433,0
Neg_1125,0.27192,-0.29506,0
Neg_1238,1.59823,0.01883,0
Neg_2438,-0.29786,0.04499,0
Neg_2869,0.9294,1.11641,0
Neg_734,-0.2047,-1.28802,0
Neg_2747,0.70303,-1.04239,0
Neg_2767,-0.60025,0.53231,0
Neg_347,0.28535,-0.24118,0
Neg_1890,1.09904,0.0803,0
Neg_2457,2.16518,-0.96471,0
Neg_2919,1.71755,0.03662,0
Neg_2764,1.38204,1.80567,0
Neg_834,1.69544,0.83156,0
Neg_1570,0.9047,-0.2145,0
Neg_2750,0.48921,-0.192,0
Neg_290,2.05771,0.10672,0
Neg_862,1.47599,-1.54018,0
Neg_2654,-0.94885,-0.24249,0
Neg_597,0.66352,-1.27886,0
Neg_353,-1.17551,-0.21685,0
Neg_2500,1.56588,0.31598,0
Neg_1446,-0.53468,-0.24275,0
Neg_842,-0.59007,0.62072,0
Neg_53,2.13287,0.2655,0
Neg_291,1.44588,-0.23333,0
Neg_1687,1.77009,-0.36621,0
Neg_809,-0.48527,0.29741,0
Neg_2858,-0.14685,-0.00026,0
Neg_1779,0.68981,-1.0437,0
Neg_2114,-0.09947,0.04499,0
Neg_327,0.222,-0.78186,0
Neg_249,1.30182,-2.08662,0
Neg_514,1.4575,0.29715,0
Neg_894,-0.79429,-0.25975,0
Neg_1154,-0.39106,-0.76512,0
Neg_1974,1.74013,-0.73949,0
Neg_607,1.60057,0.6032,0
Neg_1464,1.55552,1.65841,0
Neg_2840,1.09454,-0.75073,0
Neg_2251,1.32116,1.35262,0
Neg_2517,2.40899,-0.16166,0
Neg_1853,1.59907,0.34999,0
Neg_1312,0.54089,0.0204,0
Neg_2838,-0.52115,0.80435,0
Neg_1722,0.16406,-1.78475,0
Neg_2116,0.88636,-0.4609,0
Neg_2327,0.94951,0.33063,0
Neg_1128,0.25702,1.05651,0
Neg_1231,-0.32911,0.01857,0
Neg_2384,-1.16227,0.01883,0
Neg_713,0.69151,-0.19985,0
Neg_2475,0.99668,0.01935,0
Neg_545,0.69942,-1.53992,0
Neg_1732,1.77088,-0.24223,0
Neg_1703,0.34573,-0.19069,0
Neg_2537,1.13164,-1.25244,0
Neg_1601,0.73227,-0.70548,0
Neg_238,-0.02702,0.30631,0
Neg_2704,-0.85846,1.04736,0
Neg_2652,-1.08783,-0.21659,0
Neg_1700,2.21322,-0.74707,0
Neg_2744,0.40595,1.08136,0
Neg_43,2.03373,-3.64144,0
Neg_235,-1.11548,0.01857,0
Neg_1433,-0.60555,0.35757,0
Neg_1473,-0.79236,-0.24275,0
Neg_1047,1.69724,0.96156,0
Neg_2221,0.97959,0.51661,0
Neg_691,-1.13035,-0.21685,0
Neg_128,-0.71718,0.30657,0
Neg_1952,1.75468,0.00235,0
Neg_2059,1.72653,-0.23385,0
Neg_661,1.46896,-1.01545,0
Neg_1100,-0.18681,-0.9995,0
Neg_2458,-0.30157,-1.28645,0
Neg_983,-0.96097,1.5883,0
Neg_2250,-0.28748,0.30604,0
Neg_674,1.66989,-1.90744,0
Neg_2825,-0.69905,1.06488,0
Neg_445,-0.25826,0.28067,0
Neg_640,1.74247,2.97598,0
Neg_1903,1.0664,-0.45227,0
Neg_671,0.22605,1.80567,0
Neg_2147,1.53865,-0.76643,0
Neg_475,-0.98837,0.28093,0
Neg_1302,1.47708,1.3521,0
Neg_2077,-0.70896,-0.52107,0
Neg_2040,0.24083,0.0973,0
Neg_2660,0.02103,-1.78397,0
Neg_2166,0.82596,0.02014,0
Neg_2376,1.20512,1.42063,0
Neg_1962,1.80473,2.19098,0
Neg_1000,0.45564,0.03557,0
Neg_250,0.91553,0.33429,0
Neg_1718,-0.64209,0.02014,0
Neg_750,1.91724,1.30815,0
Neg_1014,0.82327,-1.53992,0
Neg_2399,2.10847,-1.79208,0
Neg_561,1.21741,1.92679,0
Neg_1762,0.43259,-0.21738,0
Neg_1449,-0.26484,0.80409,0
Neg_237,0.95313,0.2294,0
Neg_345,-0.76564,0.30631,0
Neg_2511,0.01847,-0.23385,0
Neg_2097,0.2275,-1.28592,0
Neg_1966,0.84462,-1.32124,0
Neg_255,-0.43489,-0.47791,0
Neg_2365,-0.34788,0.79389,0
