,Refractivity,y
Neg_106,-0.86243,0
Neg_453,0.29342,0
Neg_1396,-1.02827,0
Neg_2665,0.09197,0
Neg_2357,-0.60771,0
Neg_1937,-0.8199,0
Neg_2673,0.19462,0
Neg_693,-1.32222,0
Neg_769,-0.70481,0
Neg_2833,-1.08903,0
Neg_2773,-0.89976,0
Neg_1447,-0.20787,0
Neg_29,-0.7718,0
Neg_489,0.02199,0
Neg_2545,-0.85483,0
Neg_1306,-0.10328,0
Neg_617,-0.76758,0
Neg_1372,0.55545,0
Neg_2481,-1.15921,0
Neg_1908,-0.60617,0
Neg_1981,2.75923,0
Neg_906,-0.9511,0
Neg_1425,-1.3108,0
Neg_846,-0.39959,0
Neg_2611,-0.92936,0
Neg_1230,-0.31055,0
Neg_1906,-0.69281,0
Neg_2554,-0.08795,0
Neg_348,0.12301,0
Neg_477,-0.40722,0
Neg_67,-0.53371,0
Neg_2639,-0.63166,0
Neg_2012,-0.65992,0
Neg_1028,-0.78988,0
Neg_1874,0.24728,0
Neg_1109,0.33233,0
Neg_2529,-1.02122,0
Neg_2141,0.38608,0
Neg_2462,-0.11392,0
Neg_2011,-0.50859,0
Neg_377,-0.857,0
Neg_90,-0.19437,0
Neg_1506,-0.68292,0
Neg_767,-0.55212,0
Neg_434,-0.0217,0
Neg_1460,-0.49403,0
Neg_1666,-0.29927,0
Neg_126,-1.04774,0
Neg_2668,-1.22467,0
Neg_1674,-0.81464,0
Neg_2140,0.07549,0
Neg_323,1.82066,0
Neg_2514,0.2375,0
Neg_598,-0.12438,0
Neg_2337,-0.81487,0
Neg_497,0.22005,0
Neg_2693,-1.04638,0
Neg_1651,-0.67865,0
Neg_2347,-1.19123,0
Neg_68,-0.25926,0
Neg_318,-0.35549,0
Neg_2441,2.453,0
Neg_2136,-0.93089,0
Neg_870,-1.02605,0
Neg_699,-0.45898,0
Neg_1726,-0.14535,0
Neg_1325,-0.66447,0
Neg_2002,0.05668,0
Neg_519,-0.10667,0
Neg_199,-1.01674,0
Neg_471,-0.5888,0
Neg_1673,-0.18707,0
Neg_272,-1.15159,0
Neg_118,-0.25282,0
Neg_135,-0.27032,0
Neg_2502,-0.47236,0
Neg_2787,-0.50869,0
Neg_546,-0.0828,0
Neg_127,-0.63656,0
Neg_1784,0.01253,0
Neg_439,2.91934,0
Neg_535,-0.35139,0
Neg_227,-0.61266,0
Neg_2299,-0.16318,0
Neg_2627,0.35987,0
Neg_1982,-0.29895,0
Neg_1382,1.2918,0
Neg_2090,-0.13337,0
Neg_1532,0.39896,0
Neg_527,-0.44465,0
Neg_11,-0.16851,0
Neg_1246,-0.94243,0
Neg_2525,-0.6556,0
Neg_2818,-1.07895,0
Neg_1920,-1.1206,0
Neg_918,-0.97918,0
Neg_102,-0.08547,0
Neg_2621,-0.14794,0
Neg_1585,-1.18834,0
Neg_266,-1.24274,0
Neg_710,0.20792,0
Neg_712,-1.01297,0
Neg_24,0.04186,0
Neg_170,1.50161,0
Neg_721,0.31143,0
Neg_1365,-0.92808,0
Neg_1735,-0.81714,0
Neg_954,-0.68264,0
Neg_1993,0.23903,0
Neg_1652,-0.19352,0
Neg_2306,-0.32302,0
Neg_2479,-0.40871,0
Neg_423,0.66138,0
Neg_2799,-0.14306,0
Neg_822,-1.0021,0
Neg_931,-0.5573,0
Neg_2497,-0.51813,0
Neg_2925,0.01276,0
Neg_267,-0.98938,0
Neg_242,-0.14817,0
Neg_233,-0.44361,0
Neg_1868,-1.10737,0
Neg_2032,-0.73778,0
Neg_2720,-1.24771,0
Neg_2343,-0.21659,0
Neg_2055,0.73309,0
Neg_2624,0.10256,0
Neg_745,-0.07125,0
Neg_2850,1.44115,0
Neg_1483,-0.6702,0
Neg_2708,-0.14151,0
Neg_2131,-0.94621,0
Neg_440,-0.4457,0
Neg_793,-1.15503,0
Neg_2000,-0.57389,0
Neg_328,0.90348,0
Neg_2022,-0.40934,0
Neg_1676,0.73478,0
Neg_47,0.73294,0
Neg_889,0.61457,0
Neg_2715,0.30956,0
Neg_2214,-0.91872,0
Neg_1579,-0.81063,0
Neg_878,-0.02496,0
Neg_2103,-0.08843,0
Neg_1114,-0.94807,0
Neg_681,1.38823,0
Neg_346,-1.20004,0
Neg_2532,0.0701,0
Neg_1669,0.10226,0
Neg_949,0.06242,0
Neg_1081,-0.39167,0
Neg_501,0.82358,0
Neg_2079,0.37287,0
Neg_2360,-0.87507,0
Neg_1492,-0.01745,0
Neg_1400,0.19614,0
Neg_840,-0.78177,0
Neg_1343,-0.85245,0
Neg_1169,-0.8827,0
Neg_1095,-0.82667,0
Neg_2160,-0.09216,0
Neg_1886,-1.05258,0
Neg_462,-0.35742,0
Neg_1618,-0.59618,0
Neg_1638,-0.49148,0
Neg_335,-0.77266,0
Neg_2543,-0.66484,0
Neg_1503,-0.98868,0
Neg_2634,-1.10401,0
Neg_1295,-0.68546,0
Neg_1778,1.05115,0
Neg_1420,-0.72188,0
Neg_2915,-0.40969,0
Neg_823,-0.56596,0
Neg_1675,-0.29315,0
Neg_589,-0.73052,0
Neg_1481,-0.43707,0
Neg_2342,-0.3372,0
Neg_1054,-0.67841,0
Neg_2098,-0.14048,0
Neg_2847,-0.26914,0
Neg_2645,-0.56152,0
Neg_1236,-0.49146,0
Neg_1108,-0.27766,0
Neg_2375,1.71922,0
Neg_1516,-1.0726,0
Neg_1038,0.01229,0
Neg_2217,0.40301,0
Neg_2728,-0.78998,0
Neg_1386,-0.23736,0
Neg_1513,-0.12796,0
Neg_816,-0.69589,0
Neg_2754,-0.31357,0
Neg_363,-0.7398,0
Neg_2326,-0.9999,0
Neg_2442,-0.66196,0
Neg_2080,-0.06738,0
Neg_1213,-1.10464,0
Neg_2687,-0.18821,0
Neg_1636,0.35047,0
Neg_1037,-0.72005,0
Neg_36,-0.83876,0
Neg_1469,-0.43632,0
Neg_1928,0.63783,0
Neg_916,-0.55456,0
Neg_1155,0.53091,0
Neg_2793,-0.58011,0
Neg_2052,0.58628,0
Neg_1029,-0.2636,0
Neg_2685,-0.57287,0
Neg_280,-0.29193,0
Neg_2924,-0.7986,0
Neg_1552,0.97816,0
Neg_2150,-0.38159,0
Neg_1454,-0.36347,0
Neg_1438,-0.64479,0
Neg_2910,-1.21089,0
Neg_2210,0.25261,0
Neg_284,-1.03062,0
Neg_2162,-0.06718,0
Neg_740,-0.46938,0
Neg_1850,0.46495,0
Neg_2864,-0.32505,0
Neg_2319,-1.05632,0
Neg_2530,-0.2143,0
Neg_2094,-0.15788,0
Neg_321,1.09527,0
Neg_2126,-0.53485,0
Neg_15,-0.65245,0
Neg_1360,0.56324,0
Neg_2640,-0.02794,0
Neg_1251,0.93523,0
Neg_830,0.68054,0
Neg_782,-0.58025,0
Neg_2913,0.0972,0
Neg_794,-0.36028,0
Neg_1435,-0.78917,0
Neg_520,-0.85952,0
Neg_4,0.27297,0
Neg_228,-0.7675,0
Neg_977,-0.10775,0
Neg_618,-0.78719,0
Neg_1278,-0.53932,0
Neg_1858,-1.02081,0
Neg_479,-0.43529,0
Neg_957,0.15103,0
Neg_2917,0.28611,0
Neg_1765,-0.93669,0
Neg_1991,-1.03431,0
Neg_526,-0.94363,0
Neg_1715,-0.88856,0
Neg_722,-0.60736,0
Neg_747,-0.19909,0
Neg_2498,0.8248,0
Neg_2636,-0.07806,0
Neg_1015,0.67659,0
Neg_785,-0.80513,0
Neg_560,1.90885,0
Neg_1254,0.36793,0
Neg_1430,-0.30289,0
Neg_1253,-0.09142,0
Neg_2909,-0.84956,0
Neg_1540,-0.07872,0
Neg_997,0.02899,0
Neg_2812,-1.11172,0
Neg_2694,-0.29311,0
Neg_420,-0.69961,0
Neg_92,-0.76805,0
Neg_1822,-0.03554,0
Neg_678,-1.00053,0
Neg_952,0.14396,0
Neg_1067,-0.0979,0
Neg_1023,-0.30565,0
Neg_94,-0.86549,0
Neg_1575,-0.88621,0
Neg_2350,-0.08391,0
Neg_2445,-0.55281,0
Neg_2226,-0.16998,0
Neg_568,-0.87004,0
Neg_2515,-0.81777,0
Neg_1334,-1.16942,0
Neg_930,0.35859,0
Neg_354,-0.67567,0
Neg_2604,-0.76876,0
Neg_69,0.19887,0
Neg_2782,-0.03699,0
Neg_1205,1.30354,0
Neg_1269,0.39692,0
Neg_1188,-0.92585,0
Neg_2705,-0.72981,0
Neg_2896,-0.5654,0
Neg_2890,-0.41938,0
Neg_2813,-0.76204,0
Neg_483,-1.04469,0
Neg_2333,-0.25797,0
Neg_1243,0.45746,0
Neg_2268,0.56994,0
Neg_2001,-0.30595,0
Neg_783,-1.1043,0
Neg_1611,0.47575,0
Neg_2424,-1.06108,0
Neg_472,-0.33204,0
Neg_1791,0.25891,0
Neg_645,0.85598,0
Neg_1781,-1.11132,0
Neg_205,-0.17829,0
Neg_2771,-0.86712,0
Neg_1957,-0.74002,0
Neg_2408,3.0839,0
Neg_2298,-0.38979,0
Neg_2301,0.80311,0
Neg_2235,0.29653,0
Neg_2056,-0.52793,0
Neg_803,-0.43384,0
Neg_2461,-0.75819,0
Neg_1185,-1.29002,0
Neg_1794,-0.46797,0
Neg_970,-0.49128,0
Neg_1479,-0.54459,0
Neg_775,0.00422,0
Neg_748,-1.17189,0
Neg_1293,-0.61528,0
Neg_2907,-0.08735,0
Neg_626,1.95486,0
Neg_1211,0.04219,0
Neg_2029,-0.95431,0
Neg_2484,-1.11609,0
Neg_737,-0.8141,0
Neg_2637,-0.94501,0
Neg_493,-0.9542,0
Neg_1851,0.51272,0
Neg_275,-0.88907,0
Neg_606,0.39764,0
Neg_1681,-1.04565,0
Neg_861,-0.89416,0
Neg_2800,-0.51797,0
Neg_390,1.43565,0
Neg_950,-0.77565,0
Neg_2285,0.13,0
Neg_1066,-0.84982,0
Neg_1485,-0.05868,0
Neg_2718,0.48825,0
Neg_107,-0.54884,0
Neg_2560,-0.93396,0
Neg_1520,0.07914,0
Neg_951,0.16892,0
Neg_2753,-0.38578,0
Neg_2737,0.03161,0
Neg_2449,-1.01283,0
Neg_1538,-0.85196,0
Neg_1588,0.09133,0
Neg_1070,-1.19907,0
Neg_1907,-1.01524,0
Neg_1444,0.01512,0
Neg_2536,-0.88593,0
Neg_1336,-0.52797,0
Neg_1125,0.23286,0
Neg_1238,-0.93495,0
Neg_2438,-0.4861,0
Neg_2869,-0.0812,0
Neg_734,-0.34967,0
Neg_2747,0.0166,0
Neg_2767,0.40175,0
Neg_347,-1.01858,0
Neg_1890,-0.49513,0
Neg_2457,-0.35005,0
Neg_2919,-0.65763,0
Neg_2764,-0.77851,0
Neg_834,-0.79019,0
Neg_1570,-0.9579,0
Neg_2750,-0.61847,0
Neg_290,-0.5648,0
Neg_862,-0.72605,0
Neg_2654,1.12849,0
Neg_597,-1.05359,0
Neg_353,0.28902,0
Neg_2500,-0.97694,0
Neg_1446,1.4083,0
Neg_842,-0.65295,0
Neg_53,-0.81531,0
Neg_291,0.16565,0
Neg_1687,-0.41517,0
Neg_809,-0.60907,0
Neg_2858,-0.30247,0
Neg_1779,-0.22338,0
Neg_2114,-0.05472,0
Neg_327,0.11994,0
Neg_249,-0.584,0
Neg_514,-0.44014,0
Neg_894,0.17543,0
Neg_1154,0.76292,0
Neg_1974,-0.93147,0
Neg_607,-0.65481,0
Neg_1464,-0.24627,0
Neg_2840,-0.63682,0
Neg_2251,0.14,0
Neg_2517,-0.59657,0
Neg_1853,-0.37547,0
Neg_1312,-0.79042,0
Neg_2838,-0.57408,0
Neg_1722,0.02429,0
Neg_2116,-0.03181,0
Neg_2327,-0.39662,0
Neg_1128,-0.91132,0
Neg_1231,-0.28504,0
Neg_2384,-0.47009,0
Neg_713,-0.54883,0
Neg_2475,-0.19715,0
Neg_545,-0.20527,0
Neg_1732,-0.58028,0
Neg_1703,-0.30002,0
Neg_2537,-0.3067,0
Neg_1601,-0.71185,0
Neg_238,-0.34803,0
Neg_2704,-0.92594,0
Neg_2652,1.34406,0
Neg_1700,-0.84991,0
Neg_2744,0.27254,0
Neg_43,0.41816,0
Neg_235,1.35552,0
Neg_1433,-0.52719,0
Neg_1473,-0.70847,0
Neg_1047,-0.46404,0
Neg_2221,-0.68951,0
Neg_691,2.82702,0
Neg_128,0.03553,0
Neg_1952,-0.50878,0
Neg_2059,-0.42296,0
Neg_661,-1.16236,0
Neg_1100,-0.6724,0
Neg_2458,-0.03969,0
Neg_983,-0.36929,0
Neg_2250,-0.31117,0
Neg_674,-0.48808,0
Neg_2825,1.4062,0
Neg_445,-0.15397,0
Neg_640,-0.64633,0
Neg_1903,-0.38486,0
Neg_671,-1.31166,0
Neg_2147,-1.09185,0
Neg_475,1.38379,0
Neg_1302,-0.52501,0
Neg_2077,-0.57193,0
Neg_2040,-1.0555,0
Neg_2660,-0.87323,0
Neg_2166,-0.14347,0
Neg_2376,-1.02595,0
Neg_1962,-0.53474,0
Neg_1000,-0.15526,0
Neg_250,-1.00878,0
Neg_1718,0.01408,0
Neg_750,-1.24197,0
Neg_1014,-0.46975,0
Neg_2399,-0.87774,0
Neg_561,-0.6746,0
Neg_1762,-1.01216,0
Neg_1449,0.63069,0
Neg_237,-0.44272,0
Neg_345,-0.03616,0
Neg_2511,0.43624,0
Neg_2097,-1.19952,0
Neg_1966,-0.71911,0
Neg_255,-1.01532,0
Neg_2365,0.14256,0
Neg_1987,0.17684,0
Neg_2805,0.95304,0
Neg_2904,-0.84256,0
Neg_2872,-0.64109,0
Neg_2355,-0.68107,0
Neg_576,-0.54053,0
Neg_2459,-0.6139,0
Neg_971,-1.0595,0
Neg_898,-0.3833,0
Neg_928,-0.29211,0
Neg_2823,-0.73328,0
Neg_2364,-0.80686,0
Neg_2806,0.40758,0
Neg_1871,0.29463,0
Neg_50,1.65577,0
Neg_2496,-1.17822,0
Neg_1030,-0.81498,0
Neg_1978,-0.53894,0
Neg_669,-1.20806,0
Neg_1341,0.34804,0
Neg_843,-0.36043,0
Neg_761,-1.10909,0
Neg_988,-0.43704,0
Neg_2255,-0.35603,0
Neg_2557,-0.53149,0
Neg_2677,-0.47782,0
Neg_18,0.21374,0
Neg_315,-0.18201,0
Neg_1741,0.79983,0
Neg_2578,0.32494,0
Neg_389,-0.76626,0
Neg_210,-0.20846,0
Neg_2427,-0.93718,0
Neg_2323,-0.69892,0
Neg_2007,-0.69358,0
Neg_891,1.29582,0
Neg_387,-0.78251,0
Neg_741,-0.89884,0
Neg_362,1.86236,0
Neg_1212,3.00919,0
Neg_2057,-0.67311,0
Neg_468,-0.67249,0
Neg_2468,-0.59383,0
Neg_873,1.78248,0
Neg_1079,-0.36939,0
Neg_1710,0.3104,0
Neg_482,0.40314,0
Neg_121,0.60526,0
Neg_2172,0.21531,0
Neg_1897,0.15282,0
Neg_2690,-0.81838,0
Neg_42,-0.47225,0
Neg_1748,-0.40868,0
Neg_620,-0.46936,0
Neg_2881,-0.77063,0
Neg_188,-0.85617,0
Neg_184,-0.73324,0
Neg_584,-0.11608,0
Neg_2423,-0.2077,0
Neg_2699,0.1603,0
Neg_147,-0.41417,0
Neg_1376,-0.45176,0
Neg_2589,-0.67171,0
Neg_2501,-0.60326,0
Neg_288,-0.71713,0
Neg_982,-0.52841,0
Neg_511,-0.84255,0
Neg_1308,0.12482,0
Neg_125,0.42129,0
Neg_564,-0.77777,0
Neg_2039,-1.06748,0
Neg_1237,-0.08615,0
Neg_749,-0.38577,0
Neg_189,-0.52367,0
Neg_2815,1.51186,0
Neg_2573,0.35303,0
Neg_911,0.38087,0
Neg_2225,-1.03092,0
Neg_591,-0.00653,0
Neg_428,-0.25387,0
Neg_739,0.19239,0
Neg_449,-0.57793,0
Neg_1358,-0.73376,0
Neg_707,-0.72743,0
Neg_1196,-0.95076,0
Neg_1113,-0.58901,0
Neg_1437,-0.99717,0
Neg_996,0.0598,0
Neg_2480,0.13381,0
Neg_2324,-0.16612,0
Neg_2391,0.90606,0
Neg_1084,-0.22545,0
Neg_1194,-0.31175,0
Neg_908,-0.63007,0
Neg_638,-1.08664,0
Neg_2741,-0.23496,0
Neg_1368,-0.5283,0
Neg_1005,0.38181,0
Neg_2790,0.16635,0
Neg_1572,-0.29032,0
Neg_1734,-0.21563,0
Neg_435,-0.8329,0
Neg_409,0.00034,0
Neg_436,-0.30136,0
Neg_1409,-0.5135,0
Neg_1603,0.88895,0
Neg_2900,0.37166,0
Neg_469,-0.93333,0
Neg_395,0.56012,0
Neg_2006,-0.98435,0
Neg_2138,-0.98052,0
Neg_1534,-0.68742,0
Neg_726,0.02673,0
Neg_2658,-0.89506,0
Neg_885,-0.99135,0
Neg_1364,-0.69324,0
Neg_2867,-0.32015,0
Neg_1869,-0.63034,0
Neg_429,-0.06437,0
Neg_1518,0.49158,0
Neg_2431,-0.75011,0
Neg_788,-0.47208,0
Neg_2574,-0.783,0
Neg_1548,-0.41972,0
Neg_1959,-0.8246,0
Neg_1124,-0.61373,0
Neg_1324,-0.52809,0
Neg_1533,2.42665,0
Neg_2429,0.10663,0
Neg_2123,0.20419,0
Neg_384,-0.8543,0
Neg_2551,-0.64456,0
Neg_380,-0.58231,0
Neg_1697,-0.28349,0
Neg_2382,-0.64689,0
Neg_193,-0.3786,0
Neg_392,-0.11548,0
Neg_1136,-0.62767,0
Neg_2371,0.1153,0
Neg_910,-1.16117,0
Neg_656,-0.11959,0
Neg_718,-0.53318,0
Neg_400,0.04031,0
Neg_742,-0.38528,0
Neg_1273,0.06951,0
Neg_2830,-0.68899,0
Neg_567,-1.08788,0
Neg_588,0.58276,0
Neg_183,-1.02127,0
Neg_2770,-0.68646,0
Neg_864,0.53087,0
Neg_2883,0.03631,0
Neg_2689,1.30943,0
Neg_1381,-1.13373,0
Neg_829,-1.01053,0
Neg_2495,0.3228,0
Neg_1148,-0.70959,0
Neg_819,0.36627,0
Neg_2683,0.18448,0
Neg_1304,-1.31507,0
Neg_932,-0.04347,0
Neg_2003,-0.44769,0
Neg_1512,-1.10665,0
Neg_789,-0.78258,0
Neg_1705,-0.81949,0
Neg_360,-0.9145,0
Neg_2473,-0.83636,0
Neg_1567,-0.46478,0
Neg_2582,-0.99651,0
Neg_980,-0.13289,0
Neg_2740,0.48549,0
Neg_1041,-0.52408,0
Neg_2713,-0.80357,0
Neg_593,-1.23719,0
Neg_1882,-0.83786,0
Neg_2760,-0.4056,0
Neg_1296,-0.2116,0
Neg_784,0.45633,0
Neg_2205,-0.80504,0
Neg_981,1.22109,0
Neg_115,-0.26278,0
Neg_499,-0.46295,0
Neg_877,-0.57688,0
Neg_594,-0.29407,0
Neg_596,-0.54825,0
Neg_156,-0.44587,0
Neg_1199,0.08378,0
Neg_1091,-0.24981,0
Neg_2380,-0.75765,0
Neg_1193,-1.15269,0
Neg_2038,-0.46229,0
Neg_796,-0.64592,0
Neg_583,-0.99341,0
Neg_1399,0.91847,0
Neg_773,-0.14396,0
Neg_2320,0.2307,0
Neg_2170,-0.56965,0
Neg_1443,-0.38914,0
Neg_1969,-0.18724,0
Neg_1220,-0.83551,0
Neg_1111,-0.41481,0
Neg_2065,0.01351,0
Neg_1451,-0.86358,0
Neg_1328,-0.61093,0
Neg_140,-0.17771,0
Neg_258,-0.78245,0
Neg_175,0.03545,0
Neg_2922,0.8618,0
Neg_577,-0.11795,0
Neg_1641,-0.76576,0
Neg_758,-0.95456,0
Neg_2195,-0.64281,0
Neg_157,0.32417,0
Neg_2325,-0.78569,0
Neg_181,-0.54398,0
Neg_2641,-1.02088,0
Neg_1505,-0.21505,0
Neg_2608,-0.3496,0
Neg_2181,-0.62854,0
Neg_2798,-1.1672,0
Neg_924,-0.9655,0
Neg_1138,-0.12425,0
Neg_2880,0.56396,0
Neg_2670,-0.30798,0
Neg_925,-0.85429,0
Neg_230,-0.06408,0
Neg_2071,1.57821,0
Neg_2650,0.54373,0
Neg_841,0.45806,0
Neg_2054,-0.18588,0
Neg_146,-0.89341,0
Neg_162,-0.56574,0
Neg_990,-0.42683,0
Neg_2024,-0.47428,0
Neg_155,0.35759,0
Neg_1412,0.1668,0
Neg_619,-0.45497,0
Neg_154,-1.26189,0
Neg_264,-0.89217,0
Neg_457,-0.87422,0
Neg_1529,-0.43113,0
Neg_1725,-0.15885,0
Neg_582,-0.07175,0
Neg_2293,-1.03659,0
Neg_2023,-0.64516,0
Neg_1192,-0.15593,0
Neg_1702,-0.33891,0
Neg_989,-0.83386,0
Neg_856,-1.20709,0
Neg_2460,-0.09738,0
Neg_1967,-1.1587,0
Neg_1584,0.3345,0
Neg_909,-0.45265,0
Neg_517,-0.98164,0
Neg_2302,-1.00558,0
Neg_1633,-1.03971,0
Neg_2563,1.45807,0
Neg_2911,-0.93218,0
Neg_1261,0.91659,0
Neg_2493,-0.14681,0
Neg_1707,-1.09544,0
Neg_2035,-0.1378,0
Neg_2507,-0.52056,0
Neg_2843,-0.15361,0
Neg_2279,-0.95941,0
Neg_633,-1.0492,0
Neg_1442,0.43437,0
Neg_1910,-0.03735,0
Neg_2307,-0.83211,0
Neg_1627,-1.16985,0
Neg_1043,0.23765,0
Neg_851,-0.66082,0
Neg_1342,-0.1334,0
Neg_507,0.51148,0
Neg_2892,-1.04184,0
Neg_887,-0.42956,0
Neg_2177,-0.77973,0
Neg_2875,-0.7049,0
Neg_187,-0.8282,0
Neg_731,-0.73336,0
Neg_2878,-1.00778,0
Neg_1195,-0.26866,0
Neg_2134,-0.9569,0
Neg_209,-0.8238,0
Neg_2339,-0.31356,0
Neg_1950,-0.94088,0
Neg_1521,-0.96347,0
Neg_2328,-1.19419,0
Neg_504,-0.39595,0
Neg_1415,0.52169,0
Neg_1244,-0.83301,0
Neg_2317,0.6524,0
Neg_1759,-0.80545,0
Neg_1105,-0.09871,0
Neg_1599,0.07974,0
Neg_349,0.0867,0
Neg_2091,2.05966,0
Neg_2417,-0.71799,0
Neg_100,-0.95011,0
Neg_2420,0.59249,0
Neg_1970,-0.60423,0
Neg_893,-0.39648,0
Neg_2534,-1.18801,0
Neg_481,-0.49719,0
Neg_1894,-0.43495,0
Neg_627,-0.81286,0
Neg_2523,-0.6384,0
Neg_1173,0.10538,0
Neg_2625,-0.76622,0
Neg_2452,-0.58664,0
Neg_754,-0.67792,0
Neg_2294,-0.44791,0
Neg_2466,-0.65492,0
Neg_1017,-0.79021,0
Neg_539,-0.39196,0
Neg_2199,-0.83904,0
Neg_1739,0.06504,0
Neg_1318,-0.565,0
Neg_2842,-0.37533,0
Neg_1817,-0.78572,0
Neg_1427,-0.69147,0
Neg_60,-0.64998,0
Neg_1202,0.52089,0
Neg_1417,-0.97984,0
Neg_1392,0.26888,0
Neg_1245,1.63075,0
Neg_1621,1.0647,0
Neg_2101,-1.08287,0
Neg_1662,-0.55144,0
Neg_967,0.16801,0
Neg_1576,-0.57047,0
Neg_1044,-1.20045,0
Neg_2674,0.0159,0
Neg_81,-0.59916,0
Neg_1408,-1.14994,0
Neg_1528,-0.29059,0
Neg_2218,-0.81768,0
Neg_913,-0.91079,0
Neg_1553,-0.2246,0
Neg_1203,-0.09413,0
Neg_2776,0.51942,0
Neg_2133,0.66999,0
Neg_1961,-0.45202,0
Neg_1895,0.88275,0
Neg_2043,-1.08725,0
Neg_334,-0.47148,0
Neg_2174,-0.57383,0
Neg_1792,0.53862,0
Neg_1052,-0.88747,0
Neg_1327,-1.17027,0
Neg_2663,-0.43134,0
Neg_644,-0.49313,0
Neg_2092,-0.47883,0
Neg_559,-0.88868,0
Neg_487,-0.41904,0
Neg_2018,0.28828,0
Neg_1474,-0.69027,0
Neg_1264,-0.12688,0
Neg_884,1.69918,0
Neg_1191,-0.33782,0
Neg_1852,0.62349,0
Neg_786,-0.51136,0
Neg_1686,-0.01862,0
Neg_2755,-1.25699,0
Neg_2143,-0.41592,0
Neg_2619,-0.04754,0
Neg_1600,-0.7787,0
Neg_725,-1.00805,0
Neg_70,-0.54453,0
Neg_2340,-1.01152,0
Neg_1366,-0.15178,0
Neg_458,-1.0702,0
Neg_744,-0.95954,0
Neg_2839,-0.88564,0
Neg_575,0.23627,0
Neg_1839,-0.26092,0
Neg_2678,-0.84914,0
Neg_1204,-0.53816,0
Neg_2351,1.08993,0
Neg_2899,0.33389,0
Neg_2474,-1.18503,0
Neg_1760,-0.89133,0
Neg_369,-0.07021,0
Neg_2710,0.77058,0
Neg_2852,-0.49485,0
Neg_1373,-0.57016,0
Neg_2807,0.25472,0
Neg_543,-0.88062,0
Neg_1453,-0.3848,0
Neg_860,-0.09712,0
Neg_223,-0.61774,0
Neg_1842,-0.4625,0
Neg_1769,1.95134,0
Neg_2295,-0.06571,0
Neg_1598,-0.09634,0
Neg_642,-0.6566,0
Neg_2592,-0.89154,0
Neg_2426,-0.32479,0
Neg_1004,-0.41867,0
Neg_2066,-0.24343,0
Neg_1482,-0.34812,0
Neg_111,-0.7243,0
Neg_2546,-1.01633,0
Neg_2168,-0.29416,0
Neg_1605,-0.89757,0
Neg_2512,-0.06675,0
Neg_93,0.96405,0
Neg_772,-0.27238,0
Neg_206,0.77642,0
Neg_723,-0.59631,0
Neg_1946,-0.97307,0
Neg_2284,-0.70868,0
Neg_2267,-0.74136,0
Neg_778,-0.61102,0
Neg_87,-0.05189,0
Neg_2746,1.42719,0
Neg_1171,-0.54206,0
Neg_1671,-0.71214,0
Neg_2416,0.78918,0
Neg_1935,-0.42206,0
Neg_2891,-0.60057,0
Neg_1354,-0.92844,0
Neg_763,-1.11974,0
Neg_1222,-0.2692,0
Neg_371,-0.28809,0
Neg_1955,-0.23108,0
Neg_2848,0.52781,0
Neg_2766,-0.98929,0
Neg_2233,-0.36319,0
Neg_1833,-0.56881,0
Neg_1123,-0.71087,0
Neg_2809,-0.42975,0
Neg_2194,-0.01653,0
Neg_2144,-0.61966,0
Neg_27,-1.194,0
Neg_2559,0.41,0
Neg_2373,0.0702,0
Neg_2161,-0.5926,0
Neg_1954,-0.60107,0
Neg_23,-1.09545,0
Neg_1075,-0.48065,0
Neg_2385,-0.56889,0
Neg_1821,-0.52863,0
Neg_2256,-0.3282,0
Neg_2171,-0.80393,0
Neg_921,0.30648,0
Neg_832,1.08126,0
Neg_552,-0.66542,0
Neg_1002,-0.25107,0
Neg_123,0.13328,0
Neg_204,-0.93191,0
Neg_375,0.76072,0
Neg_372,0.27127,0
Neg_1287,-0.99145,0
Neg_2125,0.14082,0
Neg_74,-1.0374,0
Neg_871,-0.40239,0
Neg_694,-0.37035,0
Neg_824,-0.79275,0
Neg_2063,-0.55319,0
Neg_1031,-0.89602,0
Neg_332,-0.72326,0
Neg_1165,-0.94288,0
Neg_2186,-0.96446,0
Neg_1986,0.16672,0
Neg_2394,-0.7046,0
Neg_1379,-1.29155,0
Neg_2522,-0.34117,0
Neg_1899,-0.73421,0
Neg_1322,-1.14749,0
Neg_2414,-0.50078,0
Neg_26,1.44488,0
Neg_1284,-0.7482,0
Neg_820,0.48923,0
Neg_863,-0.69851,0
Neg_268,-1.05439,0
Neg_2153,0.80609,0
Neg_63,-0.2604,0
Neg_687,-0.77958,0
Neg_1297,-1.15873,0
Neg_1556,-0.86816,0
Neg_2455,-0.28984,0
Neg_1016,-0.80491,0
Neg_366,-0.57551,0
Neg_641,0.21647,0
Neg_2874,-0.70699,0
Neg_948,0.45106,0
Neg_2780,0.04071,0
Neg_760,-0.39368,0
Neg_1782,-0.00092,0
Neg_2735,-0.31768,0
Neg_705,0.32156,0
Neg_764,-0.52735,0
Neg_1582,0.33929,0
Neg_1061,0.5875,0
Neg_2183,-0.76231,0
Neg_1543,-0.83826,0
Neg_1964,0.26779,0
Neg_1330,-0.0868,0
Neg_2411,-0.36698,0
Neg_25,-0.66317,0
Neg_1463,-0.73455,0
Neg_1738,2.04447,0
Neg_2261,0.10143,0
Neg_1416,0.30781,0
Neg_2389,-1.03114,0
