,Aromaticity,y
Neg_769,0.32231,0
Neg_2833,0.28966,0
Neg_2773,-1.47323,0
Neg_1447,-1.14344,0
Neg_29,-0.57546,0
Neg_489,0.68142,0
Neg_2545,-0.41357,0
Neg_1306,-1.47323,0
Neg_617,0.93356,0
Neg_1372,0.27378,0
Neg_2481,-1.12941,0
Neg_1908,-1.30313,0
Neg_1981,0.83532,0
Neg_906,-1.17398,0
Neg_1425,-0.90288,0
Neg_846,-0.50846,0
Neg_2611,0.0477,0
Neg_1230,0.68142,0
Neg_1906,-0.43066,0
Neg_2554,0.30041,0
Neg_348,-0.6913,0
Neg_477,-1.04797,0
Neg_67,-0.39591,0
Neg_2639,-0.02608,0
Neg_2012,0.64294,0
Neg_1028,1.22008,0
Neg_1874,0.02305,0
Neg_1109,-0.15406,0
Neg_2529,-0.46324,0
Neg_2141,-0.29797,0
Neg_2462,0.58973,0
Neg_2011,-1.23204,0
Neg_377,0.14276,0
Neg_90,0.54675,0
Neg_1506,0.0806,0
Neg_767,-0.62271,0
Neg_434,0.83532,0
Neg_1460,-0.08014,0
Neg_1666,-0.29491,0
Neg_126,0.21009,0
Neg_2668,0.56802,0
Neg_1674,0.27378,0
Neg_2140,-0.5445,0
Neg_323,1.55675,0
Neg_2514,1.27739,0
Neg_598,-0.0881,0
Neg_2337,0.75572,0
Neg_497,0.01845,0
Neg_2693,-0.7999,0
Neg_1651,0.3476,0
Neg_2347,-0.31896,0
Neg_68,0.99828,0
Neg_318,-0.43066,0
Neg_2441,3.01563,0
Neg_2136,0.54675,0
Neg_870,-0.78558,0
Neg_699,-1.47323,0
Neg_1726,0.35933,0
Neg_1325,0.26706,0
Neg_2002,-1.47323,0
Neg_519,1.28577,0
Neg_199,0.50553,0
Neg_471,-0.00415,0
Neg_1673,-0.2762,0
Neg_272,0.01273,0
Neg_118,-1.01152,0
Neg_135,-1.47323,0
Neg_2502,-0.8856,0
Neg_2787,-0.54981,0
Neg_546,1.07833,0
Neg_127,-0.00415,0
Neg_1784,2.93401,0
Neg_439,1.22008,0
Neg_535,-0.72161,0
Neg_227,0.30436,0
Neg_2299,-0.88914,0
Neg_2627,-1.47323,0
Neg_1982,0.14276,0
Neg_1382,2.25597,0
Neg_2090,0.51908,0
Neg_1532,-0.35876,0
Neg_527,0.17948,0
Neg_11,0.19848,0
Neg_1246,0.30041,0
Neg_2525,0.42793,0
Neg_2818,0.62157,0
Neg_1920,0.65307,0
Neg_918,-0.23016,0
Neg_102,-0.52265,0
Neg_2621,-0.41933,0
Neg_1585,0.46595,0
Neg_266,-0.66524,0
Neg_710,-1.16833,0
Neg_712,-0.16297,0
Neg_24,-0.89609,0
Neg_170,-1.47323,0
Neg_721,-0.2762,0
Neg_1365,-0.73869,0
Neg_1735,-0.98354,0
Neg_954,0.99564,0
Neg_1993,-0.25362,0
Neg_1652,0.49749,0
Neg_2306,0.93869,0
Neg_2479,-1.22462,0
Neg_423,-0.66524,0
Neg_2799,-0.23016,0
Neg_822,1.03434,0
Neg_931,0.49749,0
Neg_2497,-0.73869,0
Neg_2925,-0.57546,0
Neg_267,-0.59498,0
Neg_242,-1.47323,0
Neg_233,0.25818,0
Neg_1868,0.35619,0
Neg_2032,-0.30706,0
Neg_2720,-1.25486,0
Neg_2343,-1.03648,0
Neg_2055,0.54675,0
Neg_2624,0.05129,0
Neg_745,0.46595,0
Neg_2850,1.60484,0
Neg_1483,-0.00415,0
Neg_2708,0.78915,0
Neg_2131,-0.41933,0
Neg_440,0.0658,0
Neg_793,-0.76291,0
Neg_2000,-0.67848,0
Neg_328,0.95075,0
Neg_2022,-0.23016,0
Neg_1676,1.22008,0
Neg_47,0.42793,0
Neg_889,1.95462,0
Neg_2715,-0.12658,0
Neg_2214,-0.63157,0
Neg_1579,0.36777,0
Neg_878,-0.73869,0
Neg_2103,1.39384,0
Neg_1114,-0.59178,0
Neg_681,1.46493,0
Neg_346,-0.63157,0
Neg_2532,0.35619,0
Neg_1669,-0.16297,0
Neg_949,0.14276,0
Neg_1081,-0.96022,0
Neg_501,-0.39591,0
Neg_2079,-0.70371,0
Neg_2360,0.2459,0
Neg_1492,-0.57546,0
Neg_1400,2.37436,0
Neg_840,0.42793,0
Neg_1343,0.12281,0
Neg_1169,-0.73869,0
Neg_1095,-0.93457,0
Neg_2160,-0.77063,0
Neg_1886,0.35933,0
Neg_462,-0.57546,0
Neg_1618,0.3476,0
Neg_1638,-0.85957,0
Neg_335,0.57232,0
Neg_2543,-1.09742,0
Neg_1503,-0.46324,0
Neg_2634,-0.48385,0
Neg_1295,-0.16297,0
Neg_1778,0.95075,0
Neg_1420,-0.09792,0
Neg_2915,0.86314,0
Neg_823,-1.47323,0
Neg_1675,0.01845,0
Neg_589,-1.47323,0
Neg_1481,-0.36639,0
Neg_2342,-0.70371,0
Neg_1054,-1.47323,0
Neg_2098,-0.08313,0
Neg_2847,-0.14865,0
Neg_2645,-0.8181,0
Neg_1236,0.46595,0
Neg_1108,0.56997,0
Neg_2375,-0.52265,0
Neg_1516,1.0887,0
Neg_1038,0.0806,0
Neg_2217,-1.47323,0
Neg_2728,-0.20223,0
Neg_1386,0.90322,0
Neg_1513,-0.95749,0
Neg_816,0.92083,0
Neg_2754,0.0658,0
Neg_363,0.89163,0
Neg_2326,-0.97601,0
Neg_2442,-0.71574,0
Neg_2080,0.32231,0
Neg_1213,-0.3838,0
Neg_2687,0.2459,0
Neg_1636,-0.23016,0
Neg_1037,-0.12658,0
Neg_36,0.67043,0
Neg_1469,-1.47323,0
Neg_1928,-0.00415,0
Neg_916,-0.95195,0
Neg_1155,1.0129,0
Neg_2793,-0.11035,0
Neg_2052,-0.23016,0
Neg_1029,-0.6913,0
Neg_2685,0.24069,0
Neg_280,0.09787,0
Neg_2924,-0.82684,0
Neg_1552,-0.0881,0
Neg_2150,-0.916,0
Neg_1454,-0.18044,0
Neg_1438,-1.29368,0
Neg_2910,1.06165,0
Neg_2210,-0.55852,0
Neg_284,-1.27373,0
Neg_2162,0.28328,0
Neg_740,-0.52265,0
Neg_1850,-1.47323,0
Neg_2864,-0.12658,0
Neg_2319,-0.19745,0
Neg_2530,-0.02608,0
Neg_2094,0.65307,0
Neg_321,-0.57546,0
Neg_2126,0.46595,0
Neg_15,-1.47323,0
Neg_1360,0.83532,0
Neg_2640,-0.14046,0
Neg_1251,-0.73869,0
Neg_830,1.60484,0
Neg_782,-1.47323,0
Neg_2913,-0.66524,0
Neg_794,0.14276,0
Neg_1435,-1.47323,0
Neg_520,-0.10375,0
Neg_4,-0.77063,0
Neg_228,-0.46324,0
Neg_977,-0.54981,0
Neg_618,-0.57546,0
Neg_1278,1.72116,0
Neg_1858,-1.27854,0
Neg_479,2.39109,0
Neg_957,-0.39591,0
Neg_2917,-0.1124,0
Neg_1765,0.51568,0
Neg_1991,-1.04797,0
Neg_526,-0.65501,0
Neg_1715,0.02305,0
Neg_722,-0.99794,0
Neg_747,-0.64452,0
Neg_2498,-1.47323,0
Neg_2636,0.62157,0
Neg_1015,1.05175,0
Neg_785,-0.12658,0
Neg_560,1.22008,0
Neg_1254,-0.2762,0
Neg_1430,-0.93457,0
Neg_1253,0.0658,0
Neg_2909,-0.41357,0
Neg_1540,0.19274,0
Neg_997,-0.0881,0
Neg_2812,-1.47323,0
Neg_2694,-0.98354,0
Neg_420,-1.16247,0
Neg_92,-0.18044,0
Neg_1822,1.1884,0
Neg_678,-0.12658,0
Neg_952,-0.93457,0
Neg_1067,0.78568,0
Neg_1023,-0.16297,0
Neg_94,-1.08847,0
Neg_1575,-0.39591,0
Neg_2350,-0.9434,0
Neg_2445,-0.04134,0
Neg_2226,-0.64875,0
Neg_568,-0.44175,0
Neg_2515,-0.09792,0
Neg_1334,0.83532,0
Neg_930,0.0658,0
Neg_354,-1.47323,0
Neg_2604,-0.23016,0
Neg_69,-1.47323,0
Neg_2782,-0.73869,0
Neg_1205,-0.52265,0
Neg_1269,-1.47323,0
Neg_1188,0.57232,0
Neg_2705,-0.60752,0
Neg_2896,-1.11009,0
Neg_2890,-0.37765,0
Neg_2813,0.10334,0
Neg_483,-0.30706,0
Neg_2333,-0.18044,0
Neg_1243,-0.35102,0
Neg_2268,1.05175,0
Neg_2001,0.43815,0
Neg_783,-0.52265,0
Neg_1611,0.73039,0
Neg_2424,-0.93457,0
Neg_472,0.19848,0
Neg_1791,-0.31896,0
Neg_645,-0.52265,0
Neg_1781,-0.52265,0
Neg_205,-0.31896,0
Neg_2771,-1.29947,0
Neg_1957,0.05129,0
Neg_2408,-0.31896,0
Neg_2298,-0.57546,0
Neg_2301,-0.7999,0
Neg_2235,-0.44175,0
Neg_2056,0.21009,0
Neg_803,0.14276,0
Neg_2461,-0.25362,0
Neg_1185,0.35933,0
Neg_1794,0.68142,0
Neg_970,-0.87472,0
Neg_1479,-0.98354,0
Neg_775,-0.12658,0
Neg_748,-1.093,0
Neg_1293,-0.59498,0
Neg_2907,-0.87472,0
Neg_626,1.51934,0
Neg_1211,-0.29797,0
Neg_2029,-1.11412,0
Neg_2484,-0.65501,0
Neg_737,-0.57546,0
Neg_2637,-0.52265,0
Neg_493,-0.45046,0
Neg_1851,0.09063,0
Neg_275,0.6461,0
Neg_606,0.19848,0
Neg_1681,0.30258,0
Neg_861,-0.48787,0
Neg_2800,-0.88914,0
Neg_390,1.14729,0
Neg_950,-1.47323,0
Neg_2285,-0.57546,0
Neg_1066,0.05541,0
Neg_1485,-0.80913,0
Neg_2718,-0.0881,0
Neg_107,0.27378,0
Neg_2560,-1.47323,0
Neg_1520,-0.47878,0
Neg_951,0.58348,0
Neg_2753,0.21511,0
Neg_2737,-0.23016,0
Neg_2449,0.05541,0
Neg_1538,-1.11807,0
Neg_1588,-0.59178,0
Neg_1070,0.19848,0
Neg_1907,-1.20832,0
Neg_1444,-0.48385,0
Neg_2536,-0.56537,0
Neg_1336,-0.66524,0
Neg_1125,0.11107,0
Neg_1238,0.86314,0
Neg_2438,-0.99794,0
Neg_2869,-0.249,0
Neg_734,-1.05888,0
Neg_2747,-0.17002,0
Neg_2767,-0.2762,0
Neg_347,0.14276,0
Neg_1890,-0.10761,0
Neg_2457,-0.29491,0
Neg_2919,-1.12941,0
Neg_2764,-1.29166,0
Neg_834,0.83532,0
Neg_1570,-1.23559,0
Neg_2750,0.92083,0
Neg_290,1.19049,0
Neg_862,-0.11035,0
Neg_2654,-0.52265,0
Neg_597,0.19848,0
Neg_353,-0.00415,0
Neg_2500,-0.96292,0
Neg_1446,0.92083,0
Neg_842,-0.82684,0
Neg_53,0.14276,0
Neg_291,-0.04134,0
Neg_1687,-0.46324,0
Neg_809,-0.39591,0
Neg_2858,0.71054,0
Neg_1779,0.32231,0
Neg_2114,-1.47323,0
Neg_327,-0.46324,0
Neg_249,-1.47323,0
Neg_514,0.49749,0
Neg_894,-1.47323,0
Neg_1154,-0.49385,0
Neg_1974,-0.06803,0
Neg_607,0.30041,0
Neg_1464,-1.11412,0
Neg_2840,1.22008,0
Neg_2251,-0.46324,0
Neg_2517,0.62755,0
Neg_1853,0.25818,0
Neg_1312,0.14276,0
Neg_2838,0.39137,0
Neg_1722,-0.0368,0
Neg_2116,-0.47878,0
Neg_2327,-0.38135,0
Neg_1128,-0.18044,0
Neg_1231,0.90322,0
Neg_2384,-0.00415,0
Neg_713,0.14276,0
Neg_2475,0.60447,0
Neg_545,-0.47878,0
Neg_1732,-0.23016,0
Neg_1703,-0.86343,0
Neg_2537,0.66558,0
Neg_1601,0.29426,0
Neg_238,0.54675,0
Neg_2704,0.32231,0
Neg_2652,-0.23016,0
Neg_1700,-0.18044,0
Neg_2744,0.66109,0
Neg_43,0.21009,0
Neg_235,2.56674,0
Neg_1433,0.54675,0
Neg_1473,-0.77063,0
Neg_1047,-0.70371,0
Neg_2221,-0.7603,0
Neg_691,1.46493,0
Neg_128,-0.77063,0
Neg_1952,-0.09792,0
Neg_2059,0.16091,0
Neg_661,-1.08384,0
Neg_1100,-1.47323,0
Neg_2458,-1.02435,0
Neg_983,-1.47323,0
Neg_2250,0.54675,0
Neg_674,-0.17301,0
Neg_2825,0.63458,0
Neg_445,-0.04736,0
Neg_640,-0.20223,0
Neg_1903,0.16618,0
Neg_671,-0.7999,0
Neg_2147,0.80816,0
Neg_475,-0.39591,0
Neg_1302,0.12281,0
Neg_2077,-1.47323,0
Neg_2040,0.21009,0
Neg_2660,-0.31896,0
Neg_2166,-0.43066,0
Neg_2376,1.14729,0
Neg_1962,-0.94628,0
Neg_1000,-0.60752,0
Neg_250,-0.77063,0
Neg_1718,-0.7999,0
Neg_750,0.19274,0
Neg_1014,0.32231,0
Neg_2399,0.02614,0
Neg_561,-1.05888,0
Neg_1762,-1.18973,0
Neg_1449,-0.0881,0
Neg_237,-0.30223,0
Neg_345,0.0658,0
Neg_2511,1.35475,0
Neg_2097,-0.15406,0
Neg_1966,-0.72739,0
Neg_255,0.09063,0
Neg_2365,0.83532,0
Neg_1987,-0.52265,0
Neg_2805,-0.23016,0
Neg_2904,-0.97854,0
Neg_2872,-0.64452,0
Neg_2355,-0.57546,0
Neg_576,-0.87472,0
Neg_2459,-0.05924,0
Neg_971,-0.65154,0
Neg_898,-0.2762,0
Neg_928,-0.39591,0
Neg_2823,-0.31896,0
Neg_2364,-0.03039,0
Neg_2806,-0.66524,0
Neg_1871,-1.47323,0
Neg_50,0.83532,0
Neg_2496,0.05541,0
Neg_1030,-0.82684,0
Neg_1978,0.0658,0
Neg_669,-1.47323,0
Neg_1341,0.46595,0
Neg_843,0.73039,0
Neg_761,-1.04797,0
Neg_988,-0.70371,0
Neg_2255,0.46595,0
Neg_2557,-0.2762,0
Neg_2677,-0.00415,0
Neg_18,-0.39591,0
Neg_315,-0.59498,0
Neg_1741,0.95075,0
Neg_2578,0.18419,0
Neg_389,-0.70371,0
Neg_210,-0.31896,0
Neg_2427,-0.64452,0
Neg_2323,-0.31896,0
Neg_2007,-0.71574,0
Neg_891,-0.73869,0
Neg_387,0.64294,0
Neg_741,-0.89609,0
Neg_362,0.14276,0
Neg_1212,-1.47323,0
Neg_2057,0.61805,0
Neg_468,-0.31896,0
Neg_2468,0.83532,0
Neg_873,-0.66524,0
Neg_1079,0.58348,0
Neg_1710,0.32231,0
Neg_482,-1.47323,0
Neg_121,0.88342,0
Neg_2172,0.83532,0
Neg_1897,-0.95195,0
Neg_2690,-1.0535,0
Neg_42,-0.05924,0
Neg_1748,1.75875,0
Neg_620,-0.62271,0
Neg_2881,-0.7999,0
Neg_188,0.21511,0
Neg_184,0.62755,0
Neg_584,-1.47323,0
Neg_2423,-0.95195,0
Neg_2699,-1.47323,0
Neg_147,0.59855,0
Neg_1376,-0.15406,0
Neg_2589,-0.17002,0
Neg_2501,-1.12193,0
Neg_288,0.17574,0
Neg_982,0.15908,0
Neg_511,-0.6913,0
Neg_1308,0.88342,0
Neg_125,0.27378,0
Neg_564,-0.24368,0
Neg_2039,-0.11035,0
Neg_1237,-0.06803,0
Neg_749,-0.63738,0
Neg_189,-0.96824,0
Neg_2815,0.22781,0
Neg_2573,-0.12658,0
Neg_911,-0.39591,0
Neg_2225,0.42793,0
Neg_591,-0.52265,0
Neg_428,-0.44721,0
Neg_739,0.73039,0
Neg_449,-1.47323,0
Neg_1358,0.71509,0
Neg_707,-0.39591,0
Neg_1196,-0.68495,0
Neg_1113,0.92891,0
Neg_1437,-1.47323,0
Neg_996,-0.46324,0
Neg_2480,-0.57546,0
Neg_2324,-1.47323,0
Neg_2391,0.32231,0
Neg_1084,0.0658,0
Neg_1194,-0.98354,0
Neg_908,-1.11412,0
Neg_638,-0.50364,0
Neg_2741,-0.35876,0
Neg_1368,0.92891,0
Neg_1005,-0.49385,0
Neg_2790,-0.89609,0
Neg_1572,-0.44175,0
Neg_1734,-0.49975,0
Neg_435,0.09063,0
Neg_409,0.42793,0
Neg_436,2.74239,0
Neg_1409,-0.2569,0
Neg_1603,1.33718,0
Neg_2900,-0.62271,0
Neg_469,-0.92544,0
Neg_395,1.92885,0
Neg_2006,-1.09742,0
Neg_2138,0.03502,0
Neg_1534,-0.46324,0
Neg_726,-0.87472,0
Neg_2658,-0.37765,0
Neg_885,-0.39591,0
Neg_1364,-1.24879,0
Neg_2867,0.09787,0
Neg_1869,-0.2459,0
Neg_429,-0.16297,0
Neg_1518,0.89163,0
Neg_2431,-0.00415,0
Neg_788,0.54675,0
Neg_2574,-0.77818,0
Neg_1548,-0.65154,0
Neg_1959,-1.47323,0
Neg_1124,-0.36639,0
Neg_1324,-0.48385,0
Neg_1533,3.14388,0
Neg_2429,-0.99794,0
Neg_2123,0.28966,0
Neg_384,-1.47323,0
Neg_2551,-1.13657,0
Neg_380,-0.62271,0
Neg_1697,-1.47323,0
Neg_2382,1.22008,0
Neg_193,-0.98354,0
Neg_392,-0.65154,0
Neg_1136,-0.84363,0
Neg_2371,-0.57546,0
Neg_910,-0.26984,0
Neg_656,0.7712,0
Neg_718,-1.30132,0
Neg_400,-1.47323,0
Neg_742,1.46493,0
Neg_1273,-0.48385,0
Neg_2830,1.65449,0
Neg_567,0.17948,0
Neg_588,-0.53643,0
Neg_183,0.58973,0
Neg_2770,-0.97854,0
Neg_864,-1.47323,0
Neg_2883,-0.62271,0
Neg_2689,1.22008,0
Neg_1381,-0.18044,0
Neg_829,2.74239,0
Neg_2495,-0.46324,0
Neg_1148,1.26152,0
Neg_819,-0.39591,0
Neg_2683,1.22008,0
Neg_1304,0.12,0
Neg_932,1.05175,0
Neg_2003,-0.37142,0
Neg_1512,-0.63738,0
Neg_789,-0.10761,0
Neg_1705,-0.14046,0
Neg_360,1.54328,0
Neg_2473,-0.64452,0
Neg_1567,0.17015,0
Neg_2582,-0.35876,0
Neg_980,-0.95195,0
Neg_2740,1.22008,0
Neg_1041,-0.16297,0
Neg_2713,0.966,0
Neg_593,-1.17398,0
Neg_1882,-0.46324,0
Neg_2760,-0.70371,0
Neg_1296,1.55675,0
Neg_784,1.07833,0
Neg_2205,-1.47323,0
Neg_981,0.83532,0
Neg_115,-0.70371,0
Neg_499,0.6461,0
Neg_877,0.25818,0
Neg_594,-0.20579,0
Neg_596,-0.85957,0
Neg_156,-0.89609,0
Neg_1199,-1.12193,0
Neg_1091,3.9134,0
Neg_2380,-0.62271,0
Neg_1193,-0.02299,0
Neg_2038,-1.14344,0
Neg_796,0.95075,0
Neg_583,-0.55506,0
Neg_1399,0.54675,0
Neg_773,-0.57546,0
Neg_2320,-0.41933,0
Neg_2170,0.76429,0
Neg_1443,-0.00415,0
Neg_1969,-1.47323,0
Neg_1220,-0.26124,0
Neg_1111,-0.18044,0
Neg_2065,0.0577,0
Neg_1451,0.66109,0
Neg_1328,0.39137,0
Neg_140,0.42793,0
Neg_258,0.65307,0
Neg_175,-0.249,0
Neg_2922,0.14276,0
Neg_577,0.20572,0
Neg_1641,-0.0368,0
Neg_758,-1.47323,0
Neg_2195,-0.7999,0
Neg_157,-0.23016,0
Neg_2325,0.94146,0
Neg_181,-0.45261,0
Neg_2641,-0.63376,0
Neg_1505,-0.65501,0
Neg_2608,0.6461,0
Neg_2181,-0.3838,0
Neg_2798,0.125,0
Neg_924,-0.00415,0
Neg_1138,-0.52265,0
Neg_2880,-0.73869,0
Neg_2670,-1.47323,0
Neg_925,-0.39591,0
Neg_230,1.05175,0
Neg_2071,-0.70371,0
Neg_2650,-1.47323,0
Neg_841,-0.25362,0
Neg_2054,1.46493,0
Neg_146,0.20572,0
Neg_162,-0.7999,0
Neg_990,-0.97601,0
Neg_2024,-0.66524,0
Neg_155,-0.39591,0
Neg_1412,-0.0881,0
Neg_619,-0.98354,0
Neg_154,0.22781,0
Neg_264,-0.26727,0
Neg_457,-1.22839,0
Neg_1529,0.11626,0
Neg_1725,-1.47323,0
Neg_582,-0.46324,0
Neg_2293,-0.8517,0
Neg_2023,0.83532,0
Neg_1192,-0.86343,0
Neg_1702,0.19848,0
Neg_989,0.32231,0
Neg_856,0.57232,0
Neg_2460,-1.47323,0
Neg_1967,0.35933,0
Neg_1584,-1.47323,0
Neg_909,3.20463,0
Neg_517,1.57919,0
Neg_2302,-0.65501,0
Neg_1633,-0.23016,0
Neg_2563,0.68142,0
Neg_2911,0.38423,0
Neg_1261,-1.47323,0
Neg_2493,0.11107,0
Neg_1707,0.39137,0
Neg_2035,1.84729,0
Neg_2507,1.34834,0
Neg_2843,-0.25362,0
Neg_2279,0.10334,0
Neg_633,0.71054,0
Neg_1442,-0.7999,0
Neg_1910,0.28966,0
Neg_2307,-0.85957,0
Neg_1627,-0.60752,0
Neg_1043,-0.04736,0
Neg_851,0.40582,0
Neg_1342,-0.12658,0
Neg_507,-0.2762,0
Neg_2892,-0.61366,0
Neg_887,-1.15637,0
Neg_2177,-0.61137,0
Neg_2875,-1.47323,0
Neg_187,-0.46324,0
Neg_731,-1.17398,0
Neg_2878,0.09063,0
Neg_1195,-0.72739,0
Neg_2134,0.22781,0
Neg_209,-0.78558,0
Neg_2339,-0.11035,0
Neg_1950,-1.28085,0
Neg_1521,0.49749,0
Neg_2328,0.92083,0
Neg_504,-0.30505,0
Neg_1415,0.61191,0
Neg_1244,-0.51133,0
Neg_2317,-0.12658,0
Neg_1759,-0.37142,0
Neg_1105,-0.26124,0
Neg_1599,1.22008,0
Neg_349,-0.54093,0
Neg_2091,-0.23016,0
Neg_2417,0.35127,0
Neg_100,0.25818,0
Neg_2420,-1.47323,0
Neg_1970,-0.55852,0
Neg_893,0.87256,0
Neg_2534,-0.31896,0
Neg_481,-1.47323,0
Neg_1894,-1.24563,0
Neg_627,-1.29166,0
Neg_2523,-0.56537,0
Neg_1173,4.68292,0
Neg_2625,0.71054,0
Neg_2452,0.41209,0
Neg_754,-0.12658,0
Neg_2294,-0.82684,0
Neg_2466,0.22781,0
Neg_1017,-0.77063,0
Neg_539,-0.16297,0
Neg_2199,-0.35102,0
Neg_1739,-0.62271,0
Neg_1318,-0.06803,0
Neg_2842,0.21792,0
Neg_1817,-0.79042,0
Neg_1427,0.97524,0
Neg_60,-0.14046,0
Neg_1202,0.21792,0
Neg_1417,-0.48385,0
Neg_1392,0.95075,0
Neg_1245,0.32231,0
Neg_1621,-0.00415,0
Neg_2101,-0.48385,0
Neg_1662,-0.916,0
Neg_967,-0.47878,0
Neg_1576,-0.61137,0
Neg_1044,0.19848,0
Neg_2674,-0.30223,0
Neg_81,-0.23016,0
Neg_1408,-0.66524,0
Neg_1528,-0.87472,0
Neg_2218,0.73039,0
Neg_913,1.14087,0
Neg_1553,-0.1907,0
Neg_1203,-1.47323,0
Neg_2776,-0.82684,0
Neg_2133,0.95075,0
Neg_1961,-0.64452,0
Neg_1895,1.37851,0
Neg_2043,-0.30223,0
Neg_334,-0.81365,0
Neg_2174,-0.81365,0
Neg_1792,-1.22074,0
Neg_1052,3.52864,0
Neg_1327,-1.47323,0
Neg_2663,0.10334,0
Neg_644,-0.7999,0
Neg_2092,-0.12658,0
Neg_559,-0.49385,0
Neg_487,-0.16738,0
Neg_2018,0.89163,0
Neg_1474,-1.093,0
Neg_1264,-0.33921,0
Neg_884,-0.70371,0
Neg_1191,-0.83534,0
Neg_1852,-1.05888,0
Neg_786,0.16618,0
Neg_1686,-1.01152,0
Neg_2755,-0.78558,0
Neg_2143,-0.71574,0
Neg_2619,0.7712,0
Neg_1600,-1.47323,0
Neg_725,0.25818,0
Neg_70,-0.20579,0
Neg_2340,-0.12658,0
Neg_1366,-1.47323,0
Neg_458,-0.35876,0
Neg_744,-0.29797,0
Neg_2839,-1.26336,0
Neg_575,-0.06803,0
Neg_1839,0.83532,0
Neg_2678,-0.49385,0
Neg_1204,-0.51133,0
Neg_2351,0.39137,0
Neg_2899,-0.98354,0
Neg_2474,1.89341,0
Neg_1760,1.41246,0
Neg_369,-0.31896,0
Neg_2710,1.18319,0
Neg_2852,-0.51133,0
Neg_1373,-0.64452,0
Neg_2807,-0.9434,0
Neg_543,-0.78558,0
Neg_1453,1.09183,0
Neg_860,-0.57546,0
Neg_223,-1.47323,0
Neg_1842,-0.08014,0
Neg_1769,-0.66524,0
Neg_2295,-0.48385,0
Neg_1598,-0.2762,0
Neg_642,0.09787,0
Neg_2592,-0.249,0
Neg_2426,0.52182,0
Neg_1004,-0.82684,0
Neg_2066,-1.47323,0
Neg_1482,-1.47323,0
Neg_111,0.58973,0
Neg_2546,1.46493,0
Neg_2168,-0.04134,0
Neg_1605,-1.16247,0
Neg_2512,-0.39591,0
Neg_93,-1.47323,0
Neg_772,-0.75502,0
Neg_206,1.46493,0
Neg_723,-0.12658,0
Neg_1946,-1.47323,0
Neg_2284,0.22781,0
Neg_2267,-1.0305,0
Neg_778,-0.00415,0
Neg_87,1.14087,0
Neg_2746,-1.47323,0
Neg_1171,-0.62271,0
Neg_1671,-0.60442,0
Neg_2416,0.14276,0
Neg_1935,-0.74966,0
Neg_2891,0.17574,0
Neg_1354,-0.93457,0
Neg_763,-0.46324,0
Neg_1222,-0.93457,0
Neg_371,-0.84363,0
Neg_1955,-0.52265,0
Neg_2848,-0.61137,0
Neg_2766,-0.0881,0
Neg_2233,-0.39591,0
Neg_1833,-1.22839,0
Neg_1123,0.02305,0
Neg_2809,-0.00415,0
Neg_2194,-0.73869,0
Neg_2144,1.34834,0
Neg_27,-0.33061,0
Neg_2559,0.54675,0
Neg_2373,-0.0368,0
Neg_2161,-1.28312,0
Neg_1954,-0.57546,0
Neg_23,0.03001,0
Neg_1075,0.07635,0
Neg_2385,-1.2606,0
Neg_1821,-0.41008,0
Neg_2256,-0.2762,0
Neg_2171,-0.50364,0
Neg_921,1.27739,0
Neg_832,-0.23016,0
Neg_552,-0.77818,0
Neg_1002,-0.54093,0
Neg_123,-0.46324,0
Neg_204,-0.84363,0
Neg_375,1.35475,0
Neg_372,-1.02435,0
Neg_1287,-0.39591,0
Neg_2125,2.56674,0
Neg_74,-1.47323,0
Neg_871,0.01518,0
Neg_694,-0.82031,0
Neg_824,-0.7999,0
Neg_2063,-0.52265,0
Neg_1031,0.49749,0
Neg_332,0.78164,0
Neg_1165,-0.46324,0
Neg_2186,1.0129,0
Neg_1986,-0.73869,0
Neg_2394,-0.75502,0
Neg_1379,-1.07909,0
Neg_2522,-0.5337,0
Neg_1899,-0.916,0
Neg_1322,-0.33521,0
Neg_2414,0.63458,0
Neg_26,0.22781,0
Neg_1284,0.61191,0
Neg_820,-0.54093,0
Neg_863,-1.30313,0
Neg_268,-0.05258,0
Neg_2153,-0.68495,0
Neg_63,-0.04736,0
Neg_687,-0.37142,0
Neg_1297,-0.60442,0
Neg_1556,3.26329,0
Neg_2455,-0.08313,0
Neg_1016,0.60447,0
Neg_366,0.23781,0
Neg_641,0.63458,0
Neg_2874,0.32231,0
Neg_948,1.75875,0
Neg_2780,-0.71574,0
Neg_760,-0.14502,0
Neg_1782,0.09063,0
Neg_2735,-1.01803,0
Neg_705,-0.24368,0
Neg_764,-0.46324,0
Neg_1582,-1.47323,0
Neg_1061,-0.10761,0
Neg_2183,0.4771,0
Neg_1543,-1.47323,0
Neg_1964,-0.59178,0
Neg_1330,-0.62271,0
Neg_2411,0.57232,0
Neg_25,1.94521,0
Neg_1463,0.81023,0
Neg_1738,0.68142,0
Neg_2261,-0.60752,0
Neg_1416,-0.2762,0
Neg_2389,-0.02066,0
Neg_2905,1.37851,0
Neg_1488,-0.47571,0
Neg_180,-0.75502,0
Neg_557,-0.41933,0
Neg_1595,-0.30223,0
Neg_1103,-0.43066,0
Neg_510,-0.12658,0
Neg_2472,-0.78558,0
Neg_122,0.7712,0
Neg_2290,-0.1907,0
Neg_2696,-0.92233,0
Neg_1289,0.14276,0
Neg_1936,-0.5445,0
Neg_2265,-1.09742,0
Neg_2555,-0.31896,0
Neg_1580,-0.06803,0
