,Length,y
Neg_348,0.71983,0
Neg_477,-0.16735,0
Neg_67,0.09141,0
Neg_2639,0.90465,0
Neg_2012,1.53307,0
Neg_1028,0.64589,0
Neg_1874,0.4241,0
Neg_1109,0.23927,0
Neg_2529,0.79376,0
Neg_2141,0.46107,0
Neg_2462,1.90273,0
Neg_2011,0.90465,0
Neg_377,0.64589,0
Neg_90,-0.98059,0
Neg_1506,0.35017,0
Neg_767,-0.16735,0
Neg_434,-1.05453,0
Neg_1460,0.57196,0
Neg_1666,1.97666,0
Neg_126,0.20231,0
Neg_2668,1.93969,0
Neg_1674,-0.20432,0
Neg_2140,1.64397,0
Neg_323,-0.98059,0
Neg_2514,0.16534,0
Neg_598,1.01555,0
Neg_2337,0.57196,0
Neg_497,0.83072,0
Neg_2693,1.08948,0
Neg_1651,1.05252,0
Neg_2347,1.01555,0
Neg_68,1.57004,0
Neg_318,-0.42611,0
Neg_2441,-0.90666,0
Neg_2136,1.97666,0
Neg_870,0.16534,0
Neg_699,0.535,0
Neg_1726,2.01362,0
Neg_1325,0.83072,0
Neg_2002,-0.46307,0
Neg_519,1.45914,0
Neg_199,2.05059,0
Neg_471,1.27431,0
Neg_1673,-0.57397,0
Neg_272,1.64397,0
Neg_118,-0.27825,0
Neg_135,-0.94363,0
Neg_2502,0.46107,0
Neg_2787,-0.27825,0
Neg_546,1.23735,0
Neg_127,0.86769,0
Neg_1784,-1.16542,0
Neg_439,-1.12846,0
Neg_535,1.607,0
Neg_227,2.12452,0
Neg_2299,1.4961,0
Neg_2627,-1.16542,0
Neg_1982,-0.46307,0
Neg_1382,-1.09149,0
Neg_2090,1.12645,0
Neg_1532,-0.50004,0
Neg_527,1.68093,0
Neg_11,-0.50004,0
Neg_1246,1.45914,0
Neg_2525,0.94162,0
Neg_2818,0.4241,0
Neg_1920,-0.16735,0
Neg_918,1.79183,0
Neg_102,-0.94363,0
Neg_2621,0.12838,0
Neg_1585,0.27624,0
Neg_266,0.64589,0
Neg_710,0.38714,0
Neg_712,-0.20432,0
Neg_24,-0.53701,0
Neg_170,-0.50004,0
Neg_721,-0.57397,0
Neg_1365,1.68093,0
Neg_1735,-0.35218,0
Neg_954,1.08948,0
Neg_1993,0.38714,0
Neg_1652,-0.05645,0
Neg_2306,0.90465,0
Neg_2479,0.83072,0
Neg_423,-0.83273,0
Neg_2799,1.79183,0
Neg_822,0.57196,0
Neg_931,-0.05645,0
Neg_2497,1.68093,0
Neg_2925,-0.24128,0
Neg_267,1.8288,0
Neg_242,0.20231,0
Neg_233,-0.53701,0
Neg_1868,0.38714,0
Neg_2032,2.01362,0
Neg_2720,1.16341,0
Neg_2343,1.16341,0
Neg_2055,0.49803,0
Neg_2624,0.38714,0
Neg_745,2.12452,0
Neg_2850,-0.79577,0
Neg_1483,-1.16542,0
Neg_2708,0.27624,0
Neg_2131,0.12838,0
Neg_440,-0.01949,0
Neg_793,1.79183,0
Neg_2000,0.68286,0
Neg_328,-0.83273,0
Neg_2022,-0.13038,0
Neg_1676,-1.12846,0
Neg_47,-0.31521,0
Neg_889,-0.35218,0
Neg_2715,0.64589,0
Neg_2214,1.97666,0
Neg_1579,1.34824,0
Neg_878,-0.7588,0
Neg_2103,0.71983,0
Neg_1114,0.46107,0
Neg_681,0.05444,0
Neg_346,1.97666,0
Neg_2532,0.38714,0
Neg_1669,-0.20432,0
Neg_949,-0.09342,0
Neg_1081,0.75679,0
Neg_501,-0.46307,0
Neg_2079,1.53307,0
Neg_2360,1.90273,0
Neg_1492,-0.90666,0
Neg_1400,-0.79577,0
Neg_840,-0.31521,0
Neg_1343,1.42217,0
Neg_1169,0.86769,0
Neg_1095,-0.46307,0
Neg_2160,1.8288,0
Neg_1886,2.01362,0
Neg_462,0.4241,0
Neg_1618,1.05252,0
Neg_1638,1.34824,0
Neg_335,1.34824,0
Neg_2543,0.01748,0
Neg_1503,-0.38914,0
Neg_2634,0.23927,0
Neg_1295,-0.20432,0
Neg_1778,-0.83273,0
Neg_1420,0.16534,0
Neg_2915,1.4961,0
Neg_823,-0.05645,0
Neg_1675,0.83072,0
Neg_589,-0.50004,0
Neg_1481,1.12645,0
Neg_2342,1.53307,0
Neg_1054,-0.61094,0
Neg_2098,1.86576,0
Neg_2847,0.68286,0
Neg_2645,1.16341,0
Neg_1236,0.27624,0
Neg_1108,1.64397,0
Neg_2375,-0.94363,0
Neg_1516,1.45914,0
Neg_1038,0.35017,0
Neg_2217,-0.53701,0
Neg_2728,1.7179,0
Neg_1386,-0.31521,0
Neg_1513,1.90273,0
Neg_816,1.42217,0
Neg_2754,0.75679,0
Neg_363,1.45914,0
Neg_2326,0.83072,0
Neg_2442,0.79376,0
Neg_2080,0.09141,0
Neg_1213,1.7179,0
Neg_2687,1.90273,0
Neg_1636,-1.09149,0
Neg_1037,1.53307,0
Neg_36,2.05059,0
Neg_1469,0.3132,0
Neg_1928,-0.7588,0
Neg_916,0.71983,0
Neg_1155,0.83072,0
Neg_2793,1.4961,0
Neg_2052,-1.09149,0
Neg_1029,0.71983,0
Neg_2685,0.86769,0
Neg_280,1.08948,0
Neg_2924,0.27624,0
Neg_1552,-0.27825,0
Neg_2150,-0.50004,0
Neg_1454,-0.6479,0
Neg_1438,1.75486,0
Neg_2910,0.3132,0
Neg_2210,0.38714,0
Neg_284,1.42217,0
Neg_2162,0.12838,0
Neg_740,0.3132,0
Neg_1850,-0.61094,0
Neg_2864,1.53307,0
Neg_2319,1.23735,0
Neg_2530,0.90465,0
Neg_2094,-0.16735,0
Neg_321,-0.90666,0
Neg_2126,-0.6479,0
Neg_15,-0.46307,0
Neg_1360,-0.79577,0
Neg_2640,2.01362,0
Neg_1251,-0.7588,0
Neg_830,-0.79577,0
Neg_782,-1.01756,0
Neg_2913,-0.09342,0
Neg_794,2.12452,0
Neg_1435,1.79183,0
Neg_520,0.60893,0
Neg_4,0.12838,0
Neg_228,1.38521,0
Neg_977,1.01555,0
Neg_618,1.75486,0
Neg_1278,1.607,0
Neg_1858,1.4961,0
Neg_479,0.12838,0
Neg_957,-1.01756,0
Neg_2917,1.93969,0
Neg_1765,0.83072,0
Neg_1991,-0.16735,0
Neg_526,1.34824,0
Neg_1715,0.4241,0
Neg_722,0.94162,0
Neg_747,-0.13038,0
Neg_2498,-1.16542,0
Neg_2636,0.4241,0
Neg_1015,-0.38914,0
Neg_785,1.97666,0
Neg_560,-0.90666,0
Neg_1254,0.4241,0
Neg_1430,-0.46307,0
Neg_1253,1.53307,0
Neg_2909,0.68286,0
Neg_1540,2.01362,0
Neg_997,1.01555,0
Neg_2812,-0.46307,0
Neg_2694,-0.35218,0
Neg_420,0.35017,0
Neg_92,0.27624,0
Neg_1822,1.57004,0
Neg_678,1.97666,0
Neg_952,0.64589,0
Neg_1067,1.86576,0
Neg_1023,-0.20432,0
Neg_94,1.53307,0
Neg_1575,-0.46307,0
Neg_2350,0.68286,0
Neg_2445,1.34824,0
Neg_2226,2.05059,0
Neg_568,1.90273,0
Neg_2515,1.90273,0
Neg_1334,1.53307,0
Neg_930,-0.01949,0
Neg_354,-1.05453,0
Neg_2604,-0.61094,0
Neg_69,-0.79577,0
Neg_2782,1.68093,0
Neg_1205,-0.31521,0
Neg_1269,-0.98059,0
Neg_1188,1.34824,0
Neg_2705,0.49803,0
Neg_2896,1.7179,0
Neg_2890,0.60893,0
Neg_2813,1.45914,0
Neg_483,2.01362,0
Neg_2333,-0.6479,0
Neg_1243,1.08948,0
Neg_2268,-0.38914,0
Neg_2001,1.86576,0
Neg_783,-0.31521,0
Neg_1611,-0.7588,0
Neg_2424,-0.46307,0
Neg_472,0.57196,0
Neg_1791,-0.53701,0
Neg_645,-0.94363,0
Neg_1781,-0.31521,0
Neg_205,-0.01949,0
Neg_2771,1.86576,0
Neg_1957,0.38714,0
Neg_2408,-1.05453,0
Neg_2298,1.08948,0
Neg_2301,-0.68487,0
Neg_2235,0.16534,0
Neg_2056,0.20231,0
Neg_803,0.27624,0
Neg_2461,0.38714,0
Neg_1185,2.01362,0
Neg_1794,1.75486,0
Neg_970,0.4241,0
Neg_1479,0.86769,0
Neg_775,0.20231,0
Neg_748,1.57004,0
Neg_1293,1.8288,0
Neg_2907,1.42217,0
Neg_626,-0.57397,0
Neg_1211,0.46107,0
Neg_2029,0.09141,0
Neg_2484,1.34824,0
Neg_737,0.4241,0
Neg_2637,0.3132,0
Neg_493,1.34824,0
Neg_1851,-0.42611,0
Neg_275,0.68286,0
Neg_606,-0.50004,0
Neg_1681,1.79183,0
Neg_861,1.45914,0
Neg_2800,1.4961,0
Neg_390,-0.20432,0
Neg_950,-0.94363,0
Neg_2285,-0.90666,0
Neg_1066,1.16341,0
Neg_1485,1.12645,0
Neg_2718,-0.27825,0
Neg_107,-0.20432,0
Neg_2560,0.38714,0
Neg_1520,0.83072,0
Neg_951,0.46107,0
Neg_2753,0.90465,0
Neg_2737,1.79183,0
Neg_2449,1.16341,0
Neg_1538,1.79183,0
Neg_1588,0.46107,0
Neg_1070,-0.50004,0
Neg_1907,0.68286,0
Neg_1444,0.23927,0
Neg_2536,1.7179,0
Neg_1336,-0.83273,0
Neg_1125,0.3132,0
Neg_1238,1.4961,0
Neg_2438,-0.31521,0
Neg_2869,0.86769,0
Neg_734,-0.13038,0
Neg_2747,0.71983,0
Neg_2767,-0.57397,0
Neg_347,0.27624,0
Neg_1890,1.05252,0
Neg_2457,1.97666,0
Neg_2919,1.90273,0
Neg_2764,1.7179,0
Neg_834,1.53307,0
Neg_1570,0.94162,0
Neg_2750,0.4241,0
Neg_290,1.79183,0
Neg_862,1.4961,0
Neg_2654,-0.94363,0
Neg_597,0.57196,0
Neg_353,-1.16542,0
Neg_2500,1.93969,0
Neg_1446,-0.57397,0
Neg_842,-0.6479,0
Neg_53,2.12452,0
Neg_291,1.34824,0
Neg_1687,1.97666,0
Neg_809,-0.46307,0
Neg_2858,-0.20432,0
Neg_1779,0.75679,0
Neg_2114,0.09141,0
Neg_327,0.20231,0
Neg_249,1.64397,0
Neg_514,1.45914,0
Neg_894,-0.7588,0
Neg_1154,-0.35218,0
Neg_1974,1.8288,0
Neg_607,1.45914,0
Neg_1464,1.75486,0
Neg_2840,1.08948,0
Neg_2251,1.38521,0
Neg_2517,2.12452,0
Neg_1853,1.53307,0
Neg_1312,0.64589,0
Neg_2838,-0.61094,0
Neg_1722,0.09141,0
Neg_2116,0.83072,0
Neg_2327,1.16341,0
Neg_1128,0.27624,0
Neg_1231,-0.31521,0
Neg_2384,-1.16542,0
Neg_713,0.64589,0
Neg_2475,1.01555,0
Neg_545,0.83072,0
Neg_1732,1.79183,0
Neg_1703,0.38714,0
Neg_2537,0.94162,0
Neg_1601,0.79376,0
Neg_238,-0.09342,0
Neg_2704,-0.90666,0
Neg_2652,-1.09149,0
Neg_1700,2.12452,0
Neg_2744,0.38714,0
Neg_43,1.97666,0
Neg_235,-1.12846,0
Neg_1433,-0.68487,0
Neg_1473,-0.72183,0
Neg_1047,1.53307,0
Neg_2221,0.94162,0
Neg_691,-1.16542,0
Neg_128,-0.72183,0
Neg_1952,1.90273,0
Neg_2059,1.7179,0
Neg_661,1.4961,0
Neg_1100,-0.16735,0
Neg_2458,-0.24128,0
Neg_983,-1.01756,0
Neg_2250,-0.38914,0
Neg_674,1.64397,0
Neg_2825,-0.72183,0
Neg_445,-0.31521,0
Neg_640,1.7179,0
Neg_1903,0.97859,0
Neg_671,0.20231,0
Neg_2147,1.57004,0
Neg_475,-1.01756,0
Neg_1302,1.42217,0
Neg_2077,-0.61094,0
Neg_2040,0.20231,0
Neg_2660,-0.01949,0
Neg_2166,0.71983,0
Neg_2376,1.16341,0
Neg_1962,1.8288,0
Neg_1000,0.49803,0
Neg_250,0.97859,0
Neg_1718,-0.68487,0
Neg_750,2.01362,0
Neg_1014,0.75679,0
Neg_2399,2.01362,0
Neg_561,1.31128,0
Neg_1762,0.535,0
Neg_1449,-0.27825,0
Neg_237,0.97859,0
Neg_345,-0.79577,0
Neg_2511,-0.09342,0
Neg_2097,0.23927,0
Neg_1966,0.83072,0
Neg_255,-0.42611,0
Neg_2365,-0.27825,0
Neg_1987,-0.94363,0
Neg_2805,-0.61094,0
Neg_2904,2.05059,0
Neg_2872,1.31128,0
Neg_2355,-0.24128,0
Neg_576,-0.57397,0
Neg_2459,1.38521,0
Neg_971,0.60893,0
Neg_898,0.4241,0
Neg_928,-0.46307,0
Neg_2823,2.05059,0
Neg_2364,0.49803,0
Neg_2806,-0.83273,0
Neg_1871,-0.90666,0
Neg_50,-0.79577,0
Neg_2496,1.16341,0
Neg_1030,-0.6479,0
Neg_1978,0.75679,0
Neg_669,0.4241,0
Neg_1341,-0.6479,0
Neg_843,0.05444,0
Neg_761,-0.16735,0
Neg_988,-0.01949,0
Neg_2255,1.20038,0
Neg_2557,-0.57397,0
Neg_2677,-1.16542,0
Neg_18,-1.01756,0
Neg_315,1.8288,0
Neg_1741,-0.83273,0
Neg_2578,-0.13038,0
Neg_389,1.53307,0
Neg_210,2.05059,0
Neg_2427,-0.13038,0
Neg_2323,1.53307,0
Neg_2007,0.79376,0
Neg_891,-0.7588,0
Neg_387,1.53307,0
Neg_741,1.53307,0
Neg_362,-0.83273,0
Neg_1212,-1.16542,0
Neg_2057,1.57004,0
Neg_468,-0.01949,0
Neg_2468,0.49803,0
Neg_873,-0.83273,0
Neg_1079,0.46107,0
Neg_1710,-0.57397,0
Neg_482,-0.98059,0
Neg_121,0.20231,0
Neg_2172,0.23927,0
Neg_1897,-0.42611,0
Neg_2690,1.27431,0
Neg_42,1.38521,0
Neg_1748,-0.27825,0
Neg_620,0.535,0
Neg_2881,1.08948,0
Neg_188,0.90465,0
Neg_184,2.12452,0
Neg_584,-1.09149,0
Neg_2423,-0.42611,0
Neg_2699,-0.05645,0
Neg_147,1.31128,0
Neg_1376,0.23927,0
Neg_2589,0.71983,0
Neg_2501,0.12838,0
Neg_288,0.23927,0
Neg_982,2.08755,0
Neg_511,0.71983,0
Neg_1308,0.20231,0
Neg_125,-0.20432,0
Neg_564,1.8288,0
Neg_2039,1.4961,0
Neg_1237,-0.72183,0
Neg_749,0.57196,0
Neg_189,0.79376,0
Neg_2815,-0.8697,0
Neg_2573,-0.68487,0
Neg_911,0.64589,0
Neg_2225,1.57004,0
Neg_591,-0.31521,0
Neg_428,0.75679,0
Neg_739,0.86769,0
Neg_449,-0.98059,0
Neg_1358,1.97666,0
Neg_707,0.09141,0
Neg_1196,1.45914,0
Neg_1113,1.16341,0
Neg_1437,1.68093,0
Neg_996,-0.38914,0
Neg_2480,-0.90666,0
Neg_2324,-0.98059,0
Neg_2391,-0.24128,0
Neg_1084,1.53307,0
Neg_1194,0.86769,0
Neg_908,0.09141,0
Neg_638,2.12452,0
Neg_2741,-0.50004,0
Neg_1368,1.16341,0
Neg_1005,-0.35218,0
Neg_2790,-0.53701,0
Neg_1572,0.16534,0
Neg_1734,1.4961,0
Neg_435,1.86576,0
Neg_409,-0.94363,0
Neg_436,-0.72183,0
Neg_1409,1.86576,0
Neg_1603,-0.72183,0
Neg_2900,-0.8697,0
Neg_469,0.60893,0
Neg_395,-0.16735,0
Neg_2006,0.01748,0
Neg_2138,1.20038,0
Neg_1534,-0.98059,0
Neg_726,0.4241,0
Neg_2658,0.60893,0
Neg_885,1.75486,0
Neg_1364,1.08948,0
Neg_2867,1.08948,0
Neg_1869,1.34824,0
Neg_429,-0.20432,0
Neg_1518,-0.05645,0
Neg_2431,1.27431,0
Neg_788,-0.98059,0
Neg_2574,1.86576,0
Neg_1548,0.60893,0
Neg_1959,1.42217,0
Neg_1124,1.12645,0
Neg_1324,2.05059,0
Neg_1533,-1.05453,0
Neg_2429,-0.31521,0
Neg_2123,0.46107,0
Neg_384,-0.6479,0
Neg_2551,0.20231,0
Neg_380,1.93969,0
Neg_1697,-0.8697,0
Neg_2382,-0.68487,0
Neg_193,-0.35218,0
Neg_392,0.60893,0
Neg_1136,1.27431,0
Neg_2371,-0.24128,0
Neg_910,1.90273,0
Neg_656,1.08948,0
Neg_718,1.90273,0
Neg_400,1.16341,0
Neg_742,-1.16542,0
Neg_1273,2.05059,0
Neg_2830,-0.42611,0
Neg_567,1.68093,0
Neg_588,0.97859,0
Neg_183,1.90273,0
Neg_2770,2.05059,0
Neg_864,-0.94363,0
Neg_2883,-0.8697,0
Neg_2689,-0.68487,0
Neg_1381,1.20038,0
Neg_829,-0.72183,0
Neg_2495,-0.38914,0
Neg_1148,0.83072,0
Neg_819,-1.01756,0
Neg_2683,-0.90666,0
Neg_1304,1.05252,0
Neg_932,0.79376,0
Neg_2003,1.68093,0
Neg_1512,0.57196,0
Neg_789,1.05252,0
Neg_1705,2.01362,0
Neg_360,1.20038,0
Neg_2473,1.31128,0
Neg_1567,0.60893,0
Neg_2582,-0.50004,0
Neg_980,-0.42611,0
Neg_2740,0.86769,0
Neg_1041,-0.20432,0
Neg_2713,0.38714,0
Neg_593,0.4241,0
Neg_1882,0.20231,0
Neg_2760,0.75679,0
Neg_1296,-0.38914,0
Neg_784,-0.16735,0
Neg_2205,-0.68487,0
Neg_981,-0.53701,0
Neg_115,0.75679,0
Neg_499,0.68286,0
Neg_877,1.53307,0
Neg_594,0.3132,0
Neg_596,1.34824,0
Neg_156,-0.53701,0
Neg_1199,0.12838,0
Neg_1091,-0.35218,0
Neg_2380,0.535,0
Neg_1193,1.31128,0
Neg_2038,2.05059,0
Neg_796,0.64589,0
Neg_583,1.68093,0
Neg_1399,0.79376,0
Neg_773,-0.24128,0
Neg_2320,0.12838,0
Neg_2170,0.83072,0
Neg_1443,0.46107,0
Neg_1969,0.83072,0
Neg_1220,1.38521,0
Neg_1111,0.27624,0
Neg_2065,1.93969,0
Neg_1451,0.38714,0
Neg_1328,0.35017,0
Neg_140,0.94162,0
Neg_258,-0.16735,0
Neg_175,0.86769,0
Neg_2922,-0.83273,0
Neg_577,1.27431,0
Neg_1641,0.09141,0
Neg_758,0.23927,0
Neg_2195,1.08948,0
Neg_157,-0.13038,0
Neg_2325,1.64397,0
Neg_181,1.93969,0
Neg_2641,1.27431,0
Neg_1505,1.34824,0
Neg_2608,0.68286,0
Neg_2181,1.7179,0
Neg_2798,1.79183,0
Neg_924,-0.7588,0
Neg_1138,0.3132,0
Neg_2880,-0.7588,0
Neg_2670,-0.90666,0
Neg_925,1.20038,0
Neg_230,-0.38914,0
Neg_2071,-0.79577,0
Neg_2650,-0.53701,0
Neg_841,0.38714,0
Neg_2054,0.05444,0
Neg_146,1.27431,0
Neg_162,1.08948,0
Neg_990,0.83072,0
Neg_2024,-0.09342,0
Neg_155,0.09141,0
Neg_1412,1.01555,0
Neg_619,-0.35218,0
Neg_154,1.93969,0
Neg_264,0.90465,0
Neg_457,0.86769,0
Neg_1529,0.68286,0
Neg_1725,-0.83273,0
Neg_582,-0.38914,0
Neg_2293,0.35017,0
Neg_2023,0.23927,0
Neg_1192,0.38714,0
Neg_1702,-0.50004,0
Neg_989,1.42217,0
Neg_856,1.34824,0
Neg_2460,0.16534,0
Neg_1967,2.01362,0
Neg_1584,-0.46307,0
Neg_909,-0.16735,0
Neg_517,1.75486,0
Neg_2302,1.34824,0
Neg_1633,-0.61094,0
Neg_2563,-1.01756,0
Neg_2911,1.64397,0
Neg_1261,-0.90666,0
Neg_2493,0.3132,0
Neg_1707,0.35017,0
Neg_2035,1.12645,0
Neg_2507,0.75679,0
Neg_2843,0.38714,0
Neg_2279,1.45914,0
Neg_633,-0.20432,0
Neg_1442,-0.68487,0
Neg_1910,0.46107,0
Neg_2307,1.34824,0
Neg_1627,0.49803,0
Neg_1043,-0.31521,0
Neg_851,0.01748,0
Neg_1342,1.53307,0
Neg_507,-0.57397,0
Neg_2892,1.90273,0
Neg_887,0.3132,0
Neg_2177,1.20038,0
Neg_2875,-0.13038,0
Neg_187,1.38521,0
Neg_731,0.4241,0
Neg_2878,0.71983,0
Neg_1195,0.83072,0
Neg_2134,0.535,0
Neg_209,1.90273,0
Neg_2339,1.4961,0
Neg_1950,1.53307,0
Neg_1521,-0.05645,0
Neg_2328,-0.57397,0
Neg_504,1.4961,0
Neg_1415,0.71983,0
Neg_1244,1.53307,0
Neg_2317,-1.12846,0
Neg_1759,0.05444,0
Neg_1105,-0.09342,0
Neg_1599,0.64589,0
Neg_349,0.35017,0
Neg_2091,-0.61094,0
Neg_2417,0.71983,0
Neg_100,-0.53701,0
Neg_2420,-0.83273,0
Neg_1970,0.38714,0
Neg_893,0.71983,0
Neg_2534,-0.01949,0
Neg_481,0.16534,0
Neg_1894,1.05252,0
Neg_627,1.7179,0
Neg_2523,1.7179,0
Neg_1173,-0.79577,0
Neg_2625,-0.20432,0
Neg_2452,0.64589,0
Neg_754,0.20231,0
Neg_2294,1.20038,0
Neg_2466,0.535,0
Neg_1017,0.97859,0
Neg_539,1.16341,0
Neg_2199,1.08948,0
Neg_1739,-0.8697,0
Neg_1318,0.12838,0
Neg_2842,1.607,0
Neg_1817,1.05252,0
Neg_1427,0.86769,0
Neg_60,2.01362,0
Neg_1202,1.607,0
Neg_1417,0.23927,0
Neg_1392,-0.83273,0
Neg_1245,-0.90666,0
Neg_1621,-1.16542,0
Neg_2101,2.05059,0
Neg_1662,0.57196,0
Neg_967,0.83072,0
Neg_1576,1.20038,0
Neg_1044,0.57196,0
Neg_2674,0.97859,0
Neg_81,0.83072,0
Neg_1408,2.12452,0
Neg_1528,-0.57397,0
Neg_2218,1.68093,0
Neg_913,0.94162,0
Neg_1553,0.75679,0
Neg_1203,-1.05453,0
Neg_2776,-0.6479,0
Neg_2133,-0.09342,0
Neg_1961,-0.13038,0
Neg_1895,-0.94363,0
Neg_2043,0.97859,0
Neg_334,2.05059,0
Neg_2174,0.23927,0
Neg_1792,0.79376,0
Neg_1052,-0.01949,0
Neg_1327,0.64589,0
Neg_2663,-0.05645,0
Neg_644,1.97666,0
Neg_2092,0.64589,0
Neg_559,-0.35218,0
Neg_487,2.08755,0
Neg_2018,-0.05645,0
Neg_1474,1.57004,0
Neg_1264,0.535,0
Neg_884,-0.79577,0
Neg_1191,1.23735,0
Neg_1852,1.31128,0
Neg_786,0.97859,0
Neg_1686,-0.27825,0
Neg_2755,1.90273,0
Neg_2143,0.79376,0
Neg_2619,-0.24128,0
Neg_1600,0.16534,0
Neg_725,0.49803,0
Neg_70,0.3132,0
Neg_2340,-0.24128,0
Neg_1366,-1.01756,0
Neg_458,0.57196,0
Neg_744,0.46107,0
Neg_2839,1.27431,0
Neg_575,-0.72183,0
Neg_1839,-0.53701,0
Neg_2678,2.08755,0
Neg_1204,1.53307,0
Neg_2351,-0.61094,0
Neg_2899,-0.35218,0
Neg_2474,1.97666,0
Neg_1760,0.49803,0
Neg_369,-0.53701,0
Neg_2710,1.12645,0
Neg_2852,1.53307,0
Neg_1373,1.31128,0
Neg_2807,0.68286,0
Neg_543,0.16534,0
Neg_1453,0.75679,0
Neg_860,-0.90666,0
Neg_223,-0.05645,0
Neg_1842,0.57196,0
Neg_1769,-0.83273,0
Neg_2295,0.23927,0
Neg_1598,0.4241,0
Neg_642,1.08948,0
Neg_2592,0.86769,0
Neg_2426,1.42217,0
Neg_1004,1.20038,0
Neg_2066,-1.12846,0
Neg_1482,-0.46307,0
Neg_111,1.90273,0
Neg_2546,0.46107,0
Neg_2168,1.34824,0
Neg_1605,0.35017,0
Neg_2512,0.09141,0
Neg_93,-1.05453,0
Neg_772,1.75486,0
Neg_206,0.86769,0
Neg_723,-0.24128,0
Neg_1946,0.05444,0
Neg_2284,-0.8697,0
Neg_2267,1.12645,0
Neg_778,2.08755,0
Neg_87,0.94162,0
Neg_2746,-1.01756,0
Neg_1171,-0.8697,0
Neg_1671,1.86576,0
Neg_2416,-0.83273,0
Neg_1935,0.90465,0
Neg_2891,2.05059,0
Neg_1354,1.75486,0
Neg_763,-0.38914,0
Neg_1222,-0.46307,0
Neg_371,1.27431,0
Neg_1955,-0.94363,0
Neg_2848,1.20038,0
Neg_2766,1.01555,0
Neg_2233,0.64589,0
Neg_1833,0.86769,0
Neg_1123,0.4241,0
Neg_2809,0.46107,0
Neg_2194,0.86769,0
Neg_2144,0.75679,0
Neg_27,2.08755,0
Neg_2559,-0.38914,0
Neg_2373,0.09141,0
Neg_2161,1.57004,0
Neg_1954,1.75486,0
Neg_23,1.607,0
Neg_1075,1.12645,0
Neg_2385,1.23735,0
Neg_1821,1.23735,0
Neg_2256,0.4241,0
Neg_2171,0.27624,0
Neg_921,0.16534,0
Neg_832,-1.09149,0
Neg_552,1.86576,0
Neg_1002,0.35017,0
Neg_123,0.79376,0
Neg_204,1.27431,0
Neg_375,-0.09342,0
Neg_372,-0.24128,0
Neg_1287,0.64589,0
Neg_2125,-0.53701,0
Neg_74,1.57004,0
Neg_871,1.23735,0
Neg_694,2.08755,0
Neg_824,1.97666,0
Neg_2063,-0.31521,0
Neg_1031,-0.05645,0
Neg_332,1.607,0
Neg_1165,-0.38914,0
Neg_2186,-0.61094,0
Neg_1986,0.86769,0
Neg_2394,0.09141,0
Neg_1379,-0.05645,0
Neg_2522,1.607,0
Neg_1899,-0.50004,0
Neg_1322,1.05252,0
Neg_2414,0.97859,0
Neg_26,-0.16735,0
Neg_1284,1.86576,0
Neg_820,0.35017,0
Neg_863,1.93969,0
Neg_268,1.79183,0
Neg_2153,-0.05645,0
Neg_63,0.94162,0
Neg_687,0.05444,0
Neg_1297,1.86576,0
Neg_1556,0.57196,0
Neg_2455,1.86576,0
Neg_1016,1.01555,0
Neg_366,1.57004,0
Neg_641,-0.72183,0
Neg_2874,0.4241,0
Neg_948,0.09141,0
Neg_2780,0.79376,0
Neg_760,1.12645,0
Neg_1782,0.71983,0
Neg_2735,1.05252,0
Neg_705,1.8288,0
Neg_764,0.79376,0
Neg_1582,-1.01756,0
Neg_1061,1.05252,0
Neg_2183,0.57196,0
Neg_1543,-0.83273,0
Neg_1964,0.46107,0
Neg_1330,-0.8697,0
Neg_2411,1.34824,0
Neg_25,0.35017,0
Neg_1463,1.8288,0
Neg_1738,-1.01756,0
Neg_2261,0.49803,0
Neg_1416,-0.57397,0
Neg_2389,1.7179,0
Neg_2905,-0.94363,0
Neg_1488,1.42217,0
Neg_180,1.75486,0
Neg_557,1.8288,0
Neg_1595,0.97859,0
Neg_1103,-0.42611,0
Neg_510,1.08948,0
Neg_2472,0.16534,0
Neg_122,-0.24128,0
Neg_2290,0.75679,0
Neg_2696,1.68093,0
Neg_1289,-0.83273,0
Neg_1936,1.64397,0
Neg_2265,0.01748,0
Neg_2555,0.49803,0
Neg_1580,0.12838,0
Neg_2082,-0.79577,0
Neg_1591,0.57196,0
Neg_1470,0.94162,0
Neg_1509,0.79376,0
Neg_77,-0.90666,0
Neg_1247,1.93969,0
Neg_2122,0.57196,0
Neg_1953,1.86576,0
Neg_2894,2.08755,0
Neg_1260,1.53307,0
Neg_2719,-0.53701,0
Neg_2111,1.12645,0
Neg_1531,0.23927,0
Neg_1519,1.86576,0
Neg_2540,-0.83273,0
Neg_2113,-0.46307,0
Neg_1965,1.05252,0
Neg_48,2.05059,0
Neg_625,1.27431,0
Neg_2721,0.64589,0
Neg_2716,0.49803,0
Neg_1116,1.01555,0
Neg_2714,0.71983,0
Neg_729,0.57196,0
Neg_770,-1.16542,0
Neg_1441,0.20231,0
Neg_1629,1.08948,0
Neg_65,-0.46307,0
Neg_2121,-0.7588,0
Neg_271,0.38714,0
Neg_2572,1.57004,0
Neg_2089,0.38714,0
Neg_655,1.7179,0
Neg_806,-0.6479,0
Neg_1034,0.38714,0
Neg_2211,0.94162,0
Neg_393,0.35017,0
Neg_2684,1.27431,0
Neg_2028,-0.16735,0
Neg_1695,0.57196,0
Neg_1024,-1.05453,0
Neg_881,0.16534,0
