,Flexibility,y
Neg_106,-1.10791,0
Neg_453,-0.15681,0
Neg_1396,-0.94259,0
Neg_2665,0.62019,0
Neg_2357,-0.75072,0
Neg_1937,-0.3767,0
Neg_2673,-0.34579,0
Neg_693,-1.11675,0
Neg_769,-0.69153,0
Neg_2833,0.32994,0
Neg_2773,-0.38356,0
Neg_1447,0.11204,0
Neg_29,-1.22999,0
Neg_489,-0.16863,0
Neg_2545,-0.84922,0
Neg_1306,-0.68001,0
Neg_617,1.68849,0
Neg_1372,-0.26994,0
Neg_2481,-0.51282,0
Neg_1908,-1.03057,0
Neg_1981,3.15375,0
Neg_906,-0.89261,0
Neg_1425,0.25433,0
Neg_846,-0.21747,0
Neg_2611,-0.51243,0
Neg_1230,1.94374,0
Neg_1906,-0.24315,0
Neg_2554,-0.07357,0
Neg_348,-1.12297,0
Neg_477,0.04709,0
Neg_67,-0.70317,0
Neg_2639,0.09216,0
Neg_2012,-0.88924,0
Neg_1028,-0.24288,0
Neg_1874,-0.09185,0
Neg_1109,-0.48144,0
Neg_2529,-0.45413,0
Neg_2141,-0.60299,0
Neg_2462,-0.28964,0
Neg_2011,-0.82558,0
Neg_377,-0.81165,0
Neg_90,0.3262,0
Neg_1506,0.47193,0
Neg_767,0.3725,0
Neg_434,0.89624,0
Neg_1460,-0.33817,0
Neg_1666,-0.74688,0
Neg_126,-0.32886,0
Neg_2668,-0.99098,0
Neg_1674,-0.60311,0
Neg_2140,-0.02527,0
Neg_323,0.39207,0
Neg_2514,0.44224,0
Neg_598,-0.22591,0
Neg_2337,-1.21129,0
Neg_497,-1.00793,0
Neg_2693,-0.87847,0
Neg_1651,-1.16058,0
Neg_2347,-0.97511,0
Neg_68,-0.80618,0
Neg_318,-0.47266,0
Neg_2441,1.08687,0
Neg_2136,0.22594,0
Neg_870,-0.98407,0
Neg_699,-1.27477,0
Neg_1726,-1.05658,0
Neg_1325,-0.14204,0
Neg_2002,1.01958,0
Neg_519,-0.81353,0
Neg_199,-0.77064,0
Neg_471,0.03181,0
Neg_1673,0.63075,0
Neg_272,-0.50813,0
Neg_118,-1.13571,0
Neg_135,-0.42339,0
Neg_2502,-0.85754,0
Neg_2787,0.28493,0
Neg_546,-0.23821,0
Neg_127,-0.59765,0
Neg_1784,0.71368,0
Neg_439,1.81609,0
Neg_535,-0.64004,0
Neg_227,-1.33255,0
Neg_2299,-0.73758,0
Neg_2627,1.18655,0
Neg_1982,0.21263,0
Neg_1382,-0.03815,0
Neg_2090,-0.89673,0
Neg_1532,0.21744,0
Neg_527,-1.06313,0
Neg_11,-1.21482,0
Neg_1246,-0.46782,0
Neg_2525,-1.13655,0
Neg_2818,-1.32787,0
Neg_1920,1.57604,0
Neg_918,-0.87922,0
Neg_102,1.37051,0
Neg_2621,-0.51981,0
Neg_1585,-0.19571,0
Neg_266,-0.85431,0
Neg_710,-0.53913,0
Neg_712,0.00494,0
Neg_24,1.28124,0
Neg_170,-0.92874,0
Neg_721,1.63422,0
Neg_1365,0.3958,0
Neg_1735,-0.76622,0
Neg_954,-0.86809,0
Neg_1993,0.12457,0
Neg_1652,-0.45108,0
Neg_2306,-0.59254,0
Neg_2479,-1.1262,0
Neg_423,0.57497,0
Neg_2799,-1.0746,0
Neg_822,-0.80702,0
Neg_931,-0.07417,0
Neg_2497,-0.74278,0
Neg_2925,-0.91985,0
Neg_267,-0.78433,0
Neg_242,-0.51007,0
Neg_233,-0.9257,0
Neg_1868,-0.57134,0
Neg_2032,-0.61256,0
Neg_2720,-0.96194,0
Neg_2343,-0.7176,0
Neg_2055,-0.24552,0
Neg_2624,-0.58122,0
Neg_745,-1.2269,0
Neg_2850,-0.06538,0
Neg_1483,0.76747,0
Neg_2708,0.06106,0
Neg_2131,-1.26154,0
Neg_440,-0.67454,0
Neg_793,-1.14125,0
Neg_2000,-0.97127,0
Neg_328,0.21018,0
Neg_2022,-0.02816,0
Neg_1676,3.34604,0
Neg_47,-0.41477,0
Neg_889,-0.73313,0
Neg_2715,-0.02131,0
Neg_2214,-1.0629,0
Neg_1579,-0.83992,0
Neg_878,0.24793,0
Neg_2103,-0.49864,0
Neg_1114,-0.51978,0
Neg_681,0.74437,0
Neg_346,-0.82943,0
Neg_2532,-0.84092,0
Neg_1669,0.16634,0
Neg_949,-0.56704,0
Neg_1081,-1.05043,0
Neg_501,0.24255,0
Neg_2079,-0.38915,0
Neg_2360,-1.00167,0
Neg_1492,-1.05099,0
Neg_1400,3.19507,0
Neg_840,0.03864,0
Neg_1343,-0.89063,0
Neg_1169,-0.89602,0
Neg_1095,-1.09289,0
Neg_2160,0.40585,0
Neg_1886,-0.98806,0
Neg_462,0.22239,0
Neg_1618,-0.72334,0
Neg_1638,-0.52018,0
Neg_335,-0.95986,0
Neg_2543,-0.78291,0
Neg_1503,-1.09606,0
Neg_2634,-0.27728,0
Neg_1295,-0.98482,0
Neg_1778,1.96032,0
Neg_1420,0.13955,0
Neg_2915,-0.21381,0
Neg_823,-0.84132,0
Neg_1675,-0.87649,0
Neg_589,-0.80163,0
Neg_1481,-0.57472,0
Neg_2342,-0.64099,0
Neg_1054,-0.66038,0
Neg_2098,-0.44713,0
Neg_2847,0.77867,0
Neg_2645,-0.69311,0
Neg_1236,0.17688,0
Neg_1108,-0.39734,0
Neg_2375,2.20343,0
Neg_1516,-0.85937,0
Neg_1038,-0.86296,0
Neg_2217,-0.85734,0
Neg_2728,-0.83965,0
Neg_1386,1.20491,0
Neg_1513,-0.72834,0
Neg_816,-0.77213,0
Neg_2754,-1.09505,0
Neg_363,-1.2446,0
Neg_2326,-0.39627,0
Neg_2442,-0.92777,0
Neg_2080,1.23083,0
Neg_1213,-0.45314,0
Neg_2687,-1.12286,0
Neg_1636,-0.12599,0
Neg_1037,0.20263,0
Neg_36,-0.88433,0
Neg_1469,0.36526,0
Neg_1928,0.58692,0
Neg_916,-1.03477,0
Neg_1155,-0.58862,0
Neg_2793,-0.2081,0
Neg_2052,1.0506,0
Neg_1029,-0.6976,0
Neg_2685,-0.07075,0
Neg_280,-0.70748,0
Neg_2924,-0.24729,0
Neg_1552,0.77669,0
Neg_2150,-0.44244,0
Neg_1454,0.06223,0
Neg_1438,-0.44018,0
Neg_2910,-0.51742,0
Neg_2210,-0.19741,0
Neg_284,-0.26096,0
Neg_2162,-0.06328,0
Neg_740,-0.63466,0
Neg_1850,-0.44826,0
Neg_2864,-0.3692,0
Neg_2319,-1.28958,0
Neg_2530,-0.44222,0
Neg_2094,1.04089,0
Neg_321,-0.25328,0
Neg_2126,0.12125,0
Neg_15,-1.11437,0
Neg_1360,-0.64413,0
Neg_2640,-0.12357,0
Neg_1251,0.08241,0
Neg_830,-1.2398,0
Neg_782,0.57036,0
Neg_2913,0.10307,0
Neg_794,-0.39406,0
Neg_1435,-0.87572,0
Neg_520,-0.12402,0
Neg_4,-0.23062,0
Neg_228,-1.07113,0
Neg_977,-0.08531,0
Neg_618,-0.42475,0
Neg_1278,-0.60812,0
Neg_1858,-1.30844,0
Neg_479,-1.028,0
Neg_957,0.63908,0
Neg_2917,-0.05448,0
Neg_1765,-0.88048,0
Neg_1991,-0.55664,0
Neg_526,-0.45457,0
Neg_1715,-0.42836,0
Neg_722,-0.57722,0
Neg_747,0.26527,0
Neg_2498,1.42026,0
Neg_2636,0.06154,0
Neg_1015,1.54204,0
Neg_785,-1.31016,0
Neg_560,1.48769,0
Neg_1254,-0.40608,0
Neg_1430,0.75363,0
Neg_1253,-1.00767,0
Neg_2909,-0.3813,0
Neg_1540,-1.17808,0
Neg_997,-0.50198,0
Neg_2812,-0.06806,0
Neg_2694,0.04309,0
Neg_420,-0.93528,0
Neg_92,-1.13131,0
Neg_1822,-0.73799,0
Neg_678,-1.07361,0
Neg_952,-1.06993,0
Neg_1067,0.05466,0
Neg_1023,0.91909,0
Neg_94,-0.42458,0
Neg_1575,-0.77079,0
Neg_2350,-0.32686,0
Neg_2445,-0.47409,0
Neg_2226,-0.79523,0
Neg_568,-1.01047,0
Neg_2515,-0.85433,0
Neg_1334,-0.8492,0
Neg_930,-0.62452,0
Neg_354,0.86518,0
Neg_2604,-1.1551,0
Neg_69,0.37924,0
Neg_2782,-1.00069,0
Neg_1205,-0.72366,0
Neg_1269,1.61072,0
Neg_1188,0.13303,0
Neg_2705,-0.67917,0
Neg_2896,-0.48969,0
Neg_2890,0.09261,0
Neg_2813,-0.4557,0
Neg_483,-0.63058,0
Neg_2333,0.53206,0
Neg_1243,0.25817,0
Neg_2268,1.58356,0
Neg_2001,-0.40356,0
Neg_783,-0.60159,0
Neg_1611,-0.46781,0
Neg_2424,-0.20753,0
Neg_472,0.19124,0
Neg_1791,-0.46143,0
Neg_645,-0.21797,0
Neg_1781,-0.8322,0
Neg_205,0.2166,0
Neg_2771,-0.68062,0
Neg_1957,-0.60939,0
Neg_2408,1.04973,0
Neg_2298,-0.11585,0
Neg_2301,-0.10178,0
Neg_2235,-0.71063,0
Neg_2056,-0.94486,0
Neg_803,0.61819,0
Neg_2461,0.14654,0
Neg_1185,-0.84889,0
Neg_1794,-0.97734,0
Neg_970,-0.8553,0
Neg_1479,-0.6464,0
Neg_775,-0.31722,0
Neg_748,-0.44036,0
Neg_1293,-0.26728,0
Neg_2907,-0.73932,0
Neg_626,0.08778,0
Neg_1211,-0.28258,0
Neg_2029,-0.35827,0
Neg_2484,-0.32802,0
Neg_737,-1.12744,0
Neg_2637,-0.62569,0
Neg_493,-0.16764,0
Neg_1851,-0.95105,0
Neg_275,-0.39866,0
Neg_606,0.02774,0
Neg_1681,0.42463,0
Neg_861,-0.81145,0
Neg_2800,-0.973,0
Neg_390,0.52319,0
Neg_950,0.91191,0
Neg_2285,0.83256,0
Neg_1066,0.6363,0
Neg_1485,-0.94399,0
Neg_2718,-0.97585,0
Neg_107,-0.75674,0
Neg_2560,-0.69108,0
Neg_1520,0.78107,0
Neg_951,-1.09355,0
Neg_2753,-0.2629,0
Neg_2737,-0.48437,0
Neg_2449,-0.80543,0
Neg_1538,-0.7565,0
Neg_1588,-0.67947,0
Neg_1070,-0.56276,0
Neg_1907,-0.87276,0
Neg_1444,0.46642,0
Neg_2536,-0.77224,0
Neg_1336,-0.37242,0
Neg_1125,-0.52097,0
Neg_1238,-0.74561,0
Neg_2438,0.14334,0
Neg_2869,-0.68364,0
Neg_734,-0.46652,0
Neg_2747,-0.07368,0
Neg_2767,0.26379,0
Neg_347,-0.44316,0
Neg_1890,-0.80951,0
Neg_2457,-0.96393,0
Neg_2919,-1.29371,0
Neg_2764,-0.09675,0
Neg_834,-0.75829,0
Neg_1570,-0.12982,0
Neg_2750,-0.10987,0
Neg_290,-0.91641,0
Neg_862,-0.89,0
Neg_2654,-0.78365,0
Neg_597,-0.65716,0
Neg_353,-0.33576,0
Neg_2500,-1.05894,0
Neg_1446,-0.03617,0
Neg_842,-0.27158,0
Neg_53,-0.43137,0
Neg_291,-0.35986,0
Neg_1687,-0.84947,0
Neg_809,0.02771,0
Neg_2858,0.14852,0
Neg_1779,-1.22283,0
Neg_2114,-0.12855,0
Neg_327,-0.04383,0
Neg_249,-0.36692,0
Neg_514,-0.12099,0
Neg_894,0.44587,0
Neg_1154,1.01093,0
Neg_1974,-0.85878,0
Neg_607,-0.02245,0
Neg_1464,-0.61898,0
Neg_2840,-0.24716,0
Neg_2251,0.16477,0
Neg_2517,-0.1763,0
Neg_1853,-0.23857,0
Neg_1312,-0.60937,0
Neg_2838,0.21601,0
Neg_1722,0.53833,0
Neg_2116,-0.69918,0
Neg_2327,-1.32024,0
Neg_1128,-0.28868,0
Neg_1231,-1.20901,0
Neg_2384,-0.48113,0
Neg_713,-0.51909,0
Neg_2475,-0.6792,0
Neg_545,-0.10318,0
Neg_1732,-0.976,0
Neg_1703,0.06674,0
Neg_2537,-0.72048,0
Neg_1601,0.69839,0
Neg_238,-0.80494,0
Neg_2704,1.52154,0
Neg_2652,-0.00481,0
Neg_1700,-0.77999,0
Neg_2744,-1.09779,0
Neg_43,-0.39343,0
Neg_235,1.89655,0
Neg_1433,0.15461,0
Neg_1473,-0.39788,0
Neg_1047,-0.29656,0
Neg_2221,-1.19292,0
Neg_691,2.28061,0
Neg_128,-0.76631,0
Neg_1952,-0.57464,0
Neg_2059,-1.1101,0
Neg_661,-0.67644,0
Neg_1100,0.81915,0
Neg_2458,-0.2216,0
Neg_983,-0.88098,0
Neg_2250,-0.26598,0
Neg_674,-0.51715,0
Neg_2825,0.51012,0
Neg_445,-0.33359,0
Neg_640,-0.32813,0
Neg_1903,-0.33187,0
Neg_671,-0.28938,0
Neg_2147,-0.5863,0
Neg_475,1.1358,0
Neg_1302,0.0502,0
Neg_2077,-1.32883,0
Neg_2040,-0.35468,0
Neg_2660,1.51623,0
Neg_2166,-0.85631,0
Neg_2376,-0.0542,0
Neg_1962,-1.31801,0
Neg_1000,-0.8365,0
Neg_250,-1.19213,0
Neg_1718,1.5809,0
Neg_750,-1.20342,0
Neg_1014,0.32552,0
Neg_2399,-0.71029,0
Neg_561,-0.76481,0
Neg_1762,-0.93612,0
Neg_1449,-0.11165,0
Neg_237,-1.08581,0
Neg_345,1.26783,0
Neg_2511,0.17252,0
Neg_2097,-0.28491,0
Neg_1966,0.02042,0
Neg_255,1.00072,0
Neg_2365,1.35827,0
Neg_1987,0.88571,0
Neg_2805,-0.06172,0
Neg_2904,-1.12159,0
Neg_2872,-1.00983,0
Neg_2355,-0.41063,0
Neg_576,-1.26101,0
Neg_2459,-1.24256,0
Neg_971,-0.71278,0
Neg_898,-1.27128,0
Neg_928,1.32109,0
Neg_2823,-0.35132,0
Neg_2364,-0.00461,0
Neg_2806,-1.11443,0
Neg_1871,1.2606,0
Neg_50,-0.15008,0
Neg_2496,-1.13782,0
Neg_1030,0.63925,0
Neg_1978,-0.81896,0
Neg_669,-0.38394,0
Neg_1341,-0.92404,0
Neg_843,-0.00031,0
Neg_761,-0.68865,0
Neg_988,0.71581,0
Neg_2255,-0.64872,0
Neg_2557,1.81339,0
Neg_2677,-1.08229,0
Neg_18,1.1664,0
Neg_315,-1.31538,0
Neg_1741,-0.30536,0
Neg_2578,-0.5875,0
Neg_389,-0.23538,0
Neg_210,-0.52309,0
Neg_2427,0.64369,0
Neg_2323,-0.84362,0
Neg_2007,-0.86735,0
Neg_891,0.29043,0
Neg_387,-1.28326,0
Neg_741,0.0584,0
Neg_362,1.78066,0
Neg_1212,1.47095,0
Neg_2057,-0.42784,0
Neg_468,-0.65574,0
Neg_2468,-0.45014,0
Neg_873,0.44654,0
Neg_1079,-0.17795,0
Neg_1710,0.19693,0
Neg_482,0.47653,0
Neg_121,0.13381,0
Neg_2172,-0.52834,0
Neg_1897,-0.60821,0
Neg_2690,-0.482,0
Neg_42,-1.09786,0
Neg_1748,-0.80232,0
Neg_620,0.99552,0
Neg_2881,-0.26828,0
Neg_188,-0.48233,0
Neg_184,-0.73937,0
Neg_584,2.83376,0
Neg_2423,0.57262,0
Neg_2699,-1.01881,0
Neg_147,-0.96534,0
Neg_1376,-0.35235,0
Neg_2589,-0.97884,0
Neg_2501,-1.03486,0
Neg_288,0.52608,0
Neg_982,-0.73264,0
Neg_511,-0.32106,0
Neg_1308,0.26649,0
Neg_125,-1.00611,0
Neg_564,-0.69972,0
Neg_2039,-0.28203,0
Neg_1237,-0.29584,0
Neg_749,-1.00753,0
Neg_189,-0.32647,0
Neg_2815,0.29394,0
Neg_2573,-0.36218,0
Neg_911,-0.14308,0
Neg_2225,-0.77967,0
Neg_591,-0.91661,0
Neg_428,-0.20687,0
Neg_739,-0.59425,0
Neg_449,1.75046,0
Neg_1358,-0.43613,0
Neg_707,0.02361,0
Neg_1196,-0.50233,0
Neg_1113,-1.23336,0
Neg_1437,-1.2026,0
Neg_996,0.51516,0
Neg_2480,0.7195,0
Neg_2324,-0.24312,0
Neg_2391,0.45466,0
Neg_1084,-0.48772,0
Neg_1194,-1.12228,0
Neg_908,-0.69914,0
Neg_638,-0.96702,0
Neg_2741,-0.10847,0
Neg_1368,-1.0864,0
Neg_1005,-0.95891,0
Neg_2790,-1.40715,0
Neg_1572,-0.71581,0
Neg_1734,-0.22111,0
Neg_435,-1.0187,0
Neg_409,-0.25541,0
Neg_436,0.32038,0
Neg_1409,-0.51878,0
Neg_1603,0.23587,0
Neg_2900,0.28277,0
Neg_469,-1.29211,0
Neg_395,0.30103,0
Neg_2006,-1.21565,0
Neg_2138,-0.9012,0
Neg_1534,1.03814,0
Neg_726,0.5525,0
Neg_2658,0.13195,0
Neg_885,-1.19471,0
Neg_1364,-0.28269,0
Neg_2867,-0.13399,0
Neg_1869,-0.60757,0
Neg_429,-1.03457,0
Neg_1518,-0.36181,0
Neg_2431,-1.01882,0
Neg_788,0.07449,0
Neg_2574,-1.20507,0
Neg_1548,-0.34005,0
Neg_1959,-0.38619,0
Neg_1124,-0.25223,0
Neg_1324,0.38172,0
Neg_1533,0.65448,0
Neg_2429,-0.94197,0
Neg_2123,-0.89615,0
Neg_384,-0.46597,0
Neg_2551,-0.42436,0
Neg_380,-0.8465,0
Neg_1697,-0.05682,0
Neg_2382,-0.18787,0
Neg_193,0.00752,0
Neg_392,-0.74301,0
Neg_1136,-1.22,0
Neg_2371,-0.76344,0
Neg_910,-1.33185,0
Neg_656,-0.67241,0
Neg_718,-1.00791,0
Neg_400,-0.19851,0
Neg_742,1.40242,0
Neg_1273,-0.70583,0
Neg_2830,-0.91694,0
Neg_567,-1.10557,0
Neg_588,0.55319,0
Neg_183,-0.52582,0
Neg_2770,-0.45844,0
Neg_864,0.614,0
Neg_2883,1.63233,0
Neg_2689,-0.34647,0
Neg_1381,0.13959,0
Neg_829,-0.32481,0
Neg_2495,1.69591,0
Neg_1148,0.01984,0
Neg_819,2.83027,0
Neg_2683,-0.68271,0
Neg_1304,-0.03965,0
Neg_932,0.01029,0
Neg_2003,-0.3604,0
Neg_1512,-0.58099,0
Neg_789,-0.16633,0
Neg_1705,0.28297,0
Neg_360,-0.35128,0
Neg_2473,-0.76211,0
Neg_1567,-0.82074,0
Neg_2582,0.19493,0
Neg_980,1.19887,0
Neg_2740,-0.59003,0
Neg_1041,0.45305,0
Neg_2713,-1.13619,0
Neg_593,0.26587,0
Neg_1882,-0.37726,0
Neg_2760,-0.36418,0
Neg_1296,-0.11374,0
Neg_784,0.65311,0
Neg_2205,-0.32759,0
Neg_981,1.10523,0
Neg_115,0.33678,0
Neg_499,-0.82517,0
Neg_877,0.12005,0
Neg_594,-0.65369,0
Neg_596,-0.47432,0
Neg_156,-0.24696,0
Neg_1199,0.95167,0
Neg_1091,-0.59225,0
Neg_2380,-0.82623,0
Neg_1193,-0.86058,0
Neg_2038,-0.82111,0
Neg_796,-0.30295,0
Neg_583,-0.47507,0
Neg_1399,-0.0878,0
Neg_773,-0.38042,0
Neg_2320,-0.15991,0
Neg_2170,-0.61975,0
Neg_1443,-1.26204,0
Neg_1969,-0.72974,0
Neg_1220,-0.55597,0
Neg_1111,-0.65153,0
Neg_2065,-0.58196,0
Neg_1451,-0.37844,0
Neg_1328,-0.88099,0
Neg_140,-1.05952,0
Neg_258,-0.2901,0
Neg_175,-0.96872,0
Neg_2922,2.98471,0
Neg_577,-0.60603,0
Neg_1641,-0.77614,0
Neg_758,-0.70144,0
Neg_2195,-0.54538,0
Neg_157,0.41501,0
Neg_2325,-1.33004,0
Neg_181,-0.06592,0
Neg_2641,-0.67413,0
Neg_1505,-1.0503,0
Neg_2608,0.11194,0
Neg_2181,-0.70935,0
Neg_2798,-0.95655,0
Neg_924,0.17256,0
Neg_1138,-0.61501,0
Neg_2880,-0.01073,0
Neg_2670,-0.73855,0
Neg_925,0.01237,0
Neg_230,-0.47349,0
Neg_2071,1.3006,0
Neg_2650,-0.58043,0
Neg_841,-0.41439,0
Neg_2054,1.30471,0
Neg_146,-1.02328,0
Neg_162,-0.10375,0
Neg_990,0.03968,0
Neg_2024,-0.70711,0
Neg_155,0.88911,0
Neg_1412,-0.62082,0
Neg_619,0.13766,0
Neg_154,-1.17707,0
Neg_264,-1.27039,0
Neg_457,-0.86948,0
Neg_1529,-1.40583,0
Neg_1725,1.77935,0
Neg_582,-1.26592,0
Neg_2293,-1.40559,0
Neg_2023,0.24806,0
Neg_1192,0.22414,0
Neg_1702,-0.18256,0
Neg_989,-0.60386,0
Neg_856,-0.3287,0
Neg_2460,0.17393,0
Neg_1967,-0.59459,0
Neg_1584,-1.35535,0
Neg_909,-0.3924,0
Neg_517,-0.63971,0
Neg_2302,-0.67463,0
Neg_1633,0.03246,0
Neg_2563,0.16547,0
Neg_2911,-1.20701,0
Neg_1261,3.13313,0
Neg_2493,-1.09253,0
Neg_1707,-0.76409,0
Neg_2035,0.08303,0
Neg_2507,-0.41944,0
Neg_2843,-0.42096,0
Neg_2279,0.21857,0
Neg_633,0.55672,0
Neg_1442,0.99431,0
Neg_1910,-0.23275,0
Neg_2307,-0.49316,0
Neg_1627,-0.83213,0
Neg_1043,0.62708,0
Neg_851,0.39044,0
Neg_1342,-1.1411,0
Neg_507,1.13458,0
Neg_2892,-0.2689,0
Neg_887,-0.4222,0
Neg_2177,0.7658,0
Neg_2875,-0.82121,0
Neg_187,-0.81404,0
Neg_731,-0.81217,0
Neg_2878,0.29797,0
Neg_1195,-0.42714,0
Neg_2134,-1.07535,0
Neg_209,-0.16279,0
Neg_2339,-0.31348,0
Neg_1950,-0.41582,0
Neg_1521,-0.55718,0
Neg_2328,0.02956,0
Neg_504,-0.12444,0
Neg_1415,-0.66075,0
Neg_1244,0.08887,0
Neg_2317,2.89745,0
Neg_1759,0.34859,0
Neg_1105,-1.16659,0
Neg_1599,-0.44206,0
Neg_349,-0.74719,0
Neg_2091,1.59424,0
Neg_2417,1.21764,0
Neg_100,-0.2041,0
Neg_2420,-0.57007,0
Neg_1970,-1.07893,0
Neg_893,-0.33944,0
Neg_2534,0.16229,0
Neg_481,-0.70426,0
Neg_1894,-0.92604,0
Neg_627,-0.90532,0
Neg_2523,-0.95839,0
Neg_1173,-0.05252,0
Neg_2625,1.22882,0
Neg_2452,-0.56573,0
Neg_754,-0.99804,0
Neg_2294,-0.11443,0
Neg_2466,-0.94724,0
Neg_1017,-0.19048,0
Neg_539,-0.8285,0
Neg_2199,-0.55126,0
Neg_1739,-0.64847,0
Neg_1318,-1.04918,0
Neg_2842,-0.28667,0
Neg_1817,-0.86968,0
Neg_1427,-0.17577,0
Neg_60,0.37118,0
Neg_1202,-1.18518,0
Neg_1417,-0.66403,0
Neg_1392,0.70051,0
Neg_1245,1.26169,0
Neg_1621,0.98423,0
Neg_2101,-0.95056,0
Neg_1662,-0.15887,0
Neg_967,0.11806,0
Neg_1576,-0.75079,0
Neg_1044,-0.2425,0
Neg_2674,-1.28421,0
Neg_81,-0.42703,0
Neg_1408,-0.40482,0
Neg_1528,-0.19023,0
Neg_2218,-0.84096,0
Neg_913,-0.11521,0
Neg_1553,0.62219,0
Neg_1203,0.49076,0
Neg_2776,-0.0128,0
Neg_2133,1.4248,0
Neg_1961,0.31921,0
Neg_1895,0.00182,0
Neg_2043,-0.70351,0
Neg_334,-1.23995,0
Neg_2174,-0.70684,0
Neg_1792,-0.49075,0
Neg_1052,0.11481,0
Neg_1327,-1.05686,0
Neg_2663,0.17134,0
Neg_644,-0.34022,0
Neg_2092,-0.64379,0
Neg_559,0.05424,0
Neg_487,-1.00632,0
Neg_2018,-0.868,0
Neg_1474,0.07521,0
Neg_1264,-0.55299,0
Neg_884,-0.28404,0
Neg_1191,-0.19083,0
Neg_1852,-0.67888,0
Neg_786,-1.20113,0
Neg_1686,0.20269,0
Neg_2755,-1.40846,0
Neg_2143,-0.2915,0
Neg_2619,0.58261,0
Neg_1600,-1.18928,0
Neg_725,-0.97197,0
Neg_70,-0.5472,0
Neg_2340,-0.61583,0
Neg_1366,0.25996,0
Neg_458,-0.94232,0
Neg_744,-0.81817,0
Neg_2839,-1.06117,0
Neg_575,-0.29248,0
Neg_1839,0.45877,0
Neg_2678,-1.16162,0
Neg_1204,-0.40765,0
Neg_2351,-0.87277,0
Neg_2899,-1.05829,0
Neg_2474,-0.68346,0
Neg_1760,-0.14602,0
Neg_369,-0.80278,0
Neg_2710,-0.24351,0
Neg_2852,-0.50302,0
Neg_1373,-0.79032,0
Neg_2807,-0.97579,0
Neg_543,-1.15537,0
Neg_1453,-1.04181,0
Neg_860,1.45527,0
Neg_223,-0.20468,0
Neg_1842,-0.21233,0
Neg_1769,-0.25165,0
Neg_2295,-0.84163,0
Neg_1598,-0.27944,0
Neg_642,-0.08688,0
Neg_2592,-0.3834,0
Neg_2426,-0.95325,0
Neg_1004,-0.56454,0
Neg_2066,0.38106,0
Neg_1482,1.15255,0
Neg_111,-0.57774,0
Neg_2546,-1.08071,0
Neg_2168,-0.94273,0
Neg_1605,-0.12319,0
Neg_2512,-0.90618,0
Neg_93,0.10371,0
Neg_772,-0.40617,0
Neg_206,0.02738,0
Neg_723,-0.40077,0
Neg_1946,-0.93853,0
Neg_2284,-0.90418,0
Neg_2267,-1.2306,0
Neg_778,-0.58073,0
Neg_87,-0.85599,0
Neg_2746,0.54146,0
Neg_1171,0.29222,0
Neg_1671,-1.14923,0
Neg_2416,-0.27312,0
Neg_1935,-0.63299,0
Neg_2891,-0.32907,0
Neg_1354,-0.93379,0
Neg_763,0.37523,0
Neg_1222,-1.36331,0
Neg_371,-0.86211,0
Neg_1955,0.39198,0
Neg_2848,-0.62058,0
Neg_2766,-1.09149,0
Neg_2233,-1.00021,0
Neg_1833,-1.26679,0
Neg_1123,-0.87105,0
Neg_2809,-0.87833,0
Neg_2194,-0.98603,0
Neg_2144,0.73584,0
Neg_27,-0.67734,0
Neg_2559,1.27921,0
Neg_2373,0.64932,0
Neg_2161,-0.66664,0
Neg_1954,-0.73585,0
Neg_23,0.0541,0
Neg_1075,-1.27221,0
Neg_2385,-0.64779,0
Neg_1821,-1.26409,0
Neg_2256,-0.67341,0
Neg_2171,-1.11915,0
Neg_921,-0.68997,0
Neg_832,0.40252,0
Neg_552,-1.09249,0
Neg_1002,-0.48713,0
Neg_123,-0.75439,0
Neg_204,-1.16966,0
Neg_375,-0.36637,0
Neg_372,-0.23859,0
Neg_1287,-0.28163,0
Neg_2125,0.34056,0
Neg_74,-0.96382,0
Neg_871,-1.00468,0
Neg_694,-0.24106,0
Neg_824,-0.80536,0
Neg_2063,-0.64054,0
Neg_1031,-0.07226,0
Neg_332,-0.93244,0
Neg_1165,0.19873,0
Neg_2186,-0.93638,0
Neg_1986,-1.11508,0
Neg_2394,-0.1245,0
Neg_1379,0.66123,0
Neg_2522,1.10098,0
Neg_1899,-0.50248,0
Neg_1322,-0.67598,0
Neg_2414,0.53537,0
Neg_26,0.32615,0
Neg_1284,-0.87566,0
Neg_820,-0.66112,0
Neg_863,-0.69123,0
Neg_268,-1.18165,0
Neg_2153,-1.1077,0
Neg_63,-0.69756,0
Neg_687,-1.00572,0
Neg_1297,-0.49177,0
Neg_1556,-1.01705,0
Neg_2455,-0.69754,0
Neg_1016,-1.06911,0
Neg_366,-1.32509,0
Neg_641,1.96418,0
Neg_2874,-0.67362,0
Neg_948,-0.79643,0
Neg_2780,0.35389,0
Neg_760,-1.12076,0
Neg_1782,-0.75776,0
Neg_2735,-0.2054,0
Neg_705,-0.30282,0
Neg_764,-0.28519,0
Neg_1582,0.96113,0
Neg_1061,0.38161,0
Neg_2183,-1.27686,0
Neg_1543,1.48241,0
Neg_1964,-0.87657,0
Neg_1330,-0.82585,0
Neg_2411,-1.21375,0
Neg_25,-0.30289,0
Neg_1463,-0.83916,0
Neg_1738,-0.10129,0
Neg_2261,-0.41559,0
Neg_1416,-0.29526,0
Neg_2389,-0.68005,0
Neg_2905,0.06438,0
