,CTDT_hydrophobicity_PRAM900101.Tr1221,CTDT_hydrophobicity_PRAM900101.Tr1331,CTDT_hydrophobicity_PRAM900101.Tr2332,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ARGP820101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_hydrophobicity_ZIMJ680101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CTDT_hydrophobicity_ZIMJ680101.Tr2332,CTDT_hydrophobicity_PONP930101.Tr1221,CTDT_hydrophobicity_PONP930101.Tr1331,CTDT_hydrophobicity_PONP930101.Tr2332,CTDT_hydrophobicity_CASG920101.Tr1221,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_CASG920101.Tr2332,CTDT_hydrophobicity_ENGD860101.Tr1221,CTDT_hydrophobicity_ENGD860101.Tr1331,CTDT_hydrophobicity_ENGD860101.Tr2332,CTDT_hydrophobicity_FASG890101.Tr1221,CTDT_hydrophobicity_FASG890101.Tr1331,CTDT_hydrophobicity_FASG890101.Tr2332,CTDT_normwaalsvolume.Tr1221,CTDT_normwaalsvolume.Tr1331,CTDT_normwaalsvolume.Tr2332,CTDT_polarity.Tr1221,CTDT_polarity.Tr1331,CTDT_polarity.Tr2332,CTDT_polarizability.Tr1221,CTDT_polarizability.Tr1331,CTDT_polarizability.Tr2332,CTDT_charge.Tr1221,CTDT_charge.Tr1331,CTDT_charge.Tr2332,CTDT_secondarystruct.Tr1221,CTDT_secondarystruct.Tr1331,CTDT_secondarystruct.Tr2332,CTDT_solventaccess.Tr1221,CTDT_solventaccess.Tr1331,CTDT_solventaccess.Tr2332,y
Neg_53,0.03542,0.91507,-0.12147,-0.18267,0.83218,0.12928,-0.94549,0.88276,-0.16757,0.31492,0.87104,-0.28111,0.36884,0.19684,-0.12823,-0.02574,0.35789,0.28171,-0.30439,1.1078,-0.53744,0.15035,-0.13798,-0.01735,0.10138,0.59719,0.09221,0.10436,0.00064,-0.16372,0.21286,-0.16816,0.53528,0.55089,0.34439,-0.55375,1.73507,-0.46069,-1.0442,0
Neg_291,0.28356,0.28598,-0.28604,-0.48724,-0.78103,-0.57843,-0.19186,-1.21863,0.34283,-0.08989,-0.65799,0.23014,-1.52391,0.2497,0.37095,0.20839,0.44989,-0.39981,0.24633,-0.31745,-1.18383,1.01983,-0.37643,0.18041,-1.02484,0.56182,0.3157,0.47851,-0.46786,0.22783,0.08539,0.3488,-0.11179,1.00201,0.26811,-1.05893,0.4594,-0.60923,0.08311,0
Neg_1687,-0.51444,-1.15214,0.57665,-0.62327,1.36281,-0.0148,-0.06969,1.12021,-0.27272,0.52036,-0.13175,-0.55757,0.05099,-0.83362,0.09582,1.29713,-0.9829,0.25555,0.84183,-1.16691,0.47179,0.26673,0.13711,-1.22339,0.29697,-0.99033,0.30017,1.79023,0.0696,-1.03708,-1.2153,-0.4421,-0.47194,-0.23294,-0.02843,0.62774,-1.51405,1.88466,-0.01994,0
Neg_809,0.12872,-0.07195,0.06296,1.4167,-0.93261,-0.08738,1.23746,-2.04824,1.18466,-0.29115,-0.64195,0.52102,-0.87276,1.03163,-0.57577,0.73263,-0.97216,-0.29578,-0.62293,0.20324,-0.22673,0.08226,0.65465,-0.27946,-0.1435,-0.06873,0.65324,-0.99188,0.4595,-0.01277,0.01286,0.23616,-0.58873,2.26888,0.09036,-0.26553,0.27195,-1.22899,-0.25447,0
Neg_2858,-0.64095,-1.35049,0.68081,-0.7483,-0.39438,2.00861,-0.19186,-0.03928,2.32994,-1.19232,0.00083,0.38887,0.17076,-0.33175,2.16466,-0.39391,-0.96271,0.60585,-1.17043,0.15701,-0.28433,0.64394,1.7219,-0.57625,0.80667,-0.47568,-0.48885,-1.04894,1.45929,-0.13826,-0.9005,0.04632,-0.77909,2.59542,-0.41119,-0.25524,-1.9004,0.20773,0.08311,0
Neg_1779,0.96523,-0.89952,0.53416,-0.3104,0.67236,-0.7484,-0.56624,0.3792,-0.40806,0.24899,0.26086,-1.16117,-0.72734,0.19343,-0.06125,0.38124,-0.58252,0.81671,0.96022,-1.08004,0.47009,0.53885,-0.42719,-0.37793,0.34929,-1.18268,1.14188,1.13958,-0.65646,-0.1473,-0.92807,-0.28348,0.41657,0.43807,-0.52848,0.33217,-0.38067,0.91928,0.58839,0
Neg_2114,-0.719,-1.21235,1.67758,0.10014,-0.29818,0.26953,-0.04113,0.06794,-0.01846,0.95358,1.19164,-0.9511,1.38124,-0.30532,-0.3878,0.14608,-0.53912,1.38918,0.27297,-0.59875,1.91769,2.49493,-1.09177,-1.30281,1.8038,-1.47191,-0.09267,2.26052,-1.17652,-1.18175,-1.28888,-0.74013,-1.13755,-0.20236,0.91108,-0.03813,-1.10359,2.88143,-0.80687,0
Neg_327,-1.26198,1.30069,-0.82702,1.0208,-0.42252,-0.58449,0.26674,-0.28518,-0.73226,-0.09817,0.95484,-0.54568,0.36135,0.06413,-0.43751,-0.83625,0.606,-0.17806,-0.34615,1.10987,-0.6753,-0.74233,-0.74475,-0.15767,-0.29189,0.85155,-1.11937,-0.59125,-0.55908,-0.38248,-0.44601,1.66943,1.04985,0.35399,-0.30066,-0.37591,0.27919,-0.15729,-0.37513,0
Neg_249,0.75657,-0.81334,-1.25337,-0.07744,0.07935,-0.19427,-1.50284,0.52571,-0.84547,1.84651,-1.56916,-0.56406,0.26647,-1.25124,-1.16652,1.33282,-0.72686,-1.27365,1.11887,-0.43546,-0.43973,-0.11367,-1.0718,-0.77641,-1.12821,-1.103,0.93003,1.22151,-1.04797,-0.80886,-0.08581,-0.0817,0.52306,-1.64379,0.55525,-1.24798,0.18892,-0.07725,-0.23562,0
Neg_514,-0.06863,-0.74266,0.11624,-0.68545,-0.48256,0.60301,-0.49889,-0.53723,0.82647,0.46252,-0.83884,0.15959,-0.28653,-0.46096,0.94851,0.23608,-0.14045,-0.58266,0.0292,-0.40913,-0.3462,0.40263,-0.66786,0.24346,-0.2337,-0.53812,-0.16604,0.36065,-0.51117,0.01727,-0.23594,-0.04106,-0.04888,0.88566,-0.64206,0.10962,-0.86565,1.14573,0.15563,0
Neg_894,0.09488,2.20967,-1.34399,1.91824,-0.88569,-1.47355,1.46615,-1.4208,-0.65748,0.37331,1.3683,-1.16932,1.58875,-0.99625,1.28088,0.03037,1.42576,-0.75245,-0.71679,0.8849,-0.04569,0.17855,-1.50053,-0.22494,-1.21887,1.69195,0.25823,0.13301,-1.15459,-0.65819,-0.77844,-0.74013,-0.21579,0.39716,-0.70802,0.81089,2.24731,-0.37581,-0.19659,0
Neg_1154,-0.1044,0.09311,0.14596,-1.49069,0.43235,-0.96115,-0.91723,-0.24566,0.02347,0.17761,0.88249,-1.0114,-0.52527,0.14067,-0.63115,-0.76516,0.75033,-0.4341,-0.37656,-0.68103,0.2377,1.05116,-0.76986,0.26908,-0.02934,0.05118,-0.27095,0.08869,-0.6871,0.1067,-0.47328,-0.74013,0.50242,0.19108,0.14074,-0.06866,0.94137,0.82046,-1.14061,0
Neg_1974,-0.3202,-0.51556,0.06661,-0.20754,0.68418,-0.53774,-0.3194,0.53873,-0.71155,-0.47899,0.47142,-0.74171,0.37561,-0.45954,-0.60174,0.2796,-0.3814,-0.36063,0.33008,0.07155,-0.0824,-0.25104,0.33262,-0.58976,0.29808,-0.49421,-0.04827,0.24211,0.03326,-0.21518,-0.62821,0.50437,-0.11179,-0.50035,0.38799,-0.0945,-0.82284,0.66559,0.0616,0
Neg_607,-0.45018,0.74315,-0.24033,0.06872,0.22291,0.74014,0.238,0.30142,1.00871,-0.16195,0.39268,0.02857,0.46666,-0.59017,0.314,-0.48391,0.83408,-0.31855,-1.52326,0.66355,-0.71743,-0.56263,0.26473,-0.02977,-0.4715,0.96049,-0.68254,-0.49736,0.36459,-0.10716,-0.36252,1.00754,0.18478,0.62263,-0.29575,-0.55375,0.10824,-0.30665,0.15563,0
Neg_1464,0.53584,-1.22073,-1.17916,0.30034,-0.96213,-0.25522,0.1621,-0.72569,-0.36526,1.82933,-1.70304,-0.48226,-0.4304,-1.02425,-1.16652,1.86618,-1.33534,-0.92987,0.76341,-0.73187,-0.71604,-1.18624,0.17173,-0.56243,-1.05397,-1.25235,0.94096,0.19676,0.29852,-0.62583,0.66437,0.21422,-0.5044,-1.78019,0.24252,0.18415,-0.23235,-0.48072,-0.42288,0
Neg_2840,-0.32658,-0.72554,0.45105,-1.1546,-0.23416,0.65709,-0.1685,-0.72031,1.55029,-0.61051,-0.47459,-0.17995,-0.88969,0.12686,1.4877,-0.6411,-0.38751,0.0367,-0.35643,-1.16119,0.30387,-0.27373,0.57669,-0.40307,0.03424,-0.73688,-0.4643,-0.32645,-0.06712,0.31519,-0.45523,-0.34136,-0.5014,-0.33876,-0.51362,0.06851,-0.22611,-0.31006,-0.88208,0
Neg_2251,-0.40188,0.25757,0.29829,0.519,-0.43791,-0.03404,0.16493,-0.26918,-0.05243,0.26965,-0.10758,0.4747,0.00221,0.89002,-0.08223,-0.56138,0.03996,0.66603,-0.79258,0.62885,0.20201,-0.01585,-0.39635,0.71558,0.18019,0.14321,-0.51092,-0.19015,-0.09784,0.32597,0.06209,-0.38175,-0.25001,-0.38624,-0.12187,0.15664,0.54741,0.11466,-0.8339,0
Neg_2517,-0.38081,0.58352,-0.12147,0.84575,0.06258,-0.54391,1.06421,-0.66112,0.27975,-0.19601,0.96264,-0.9243,0.10473,0.30255,-0.12823,-0.41846,0.35789,-0.15048,-0.18891,0.5227,-0.13247,-0.63941,0.43429,0.65332,-0.19047,0.39283,-0.22473,-1.09908,0.51245,0.54891,0.00572,0.68978,0.63087,0.7661,-0.22229,-0.4452,-0.25697,-0.06459,0.49844,0
Neg_1853,0.49679,-0.90377,0.29095,1.23481,-0.06608,-0.26274,0.54725,-0.28083,0.24023,0.52421,-0.55153,-0.14033,0.38369,-0.61196,0.69114,0.64379,-0.54993,0.16195,-0.56594,0.23132,-0.38497,0.09445,0.89395,0.06076,0.06856,-0.82099,0.9183,-0.07205,1.29311,-0.27656,-0.14901,0.96543,0.02854,-0.72743,0.32733,0.19434,-0.42857,-0.70766,0.1067,0
Neg_1312,0.61039,0.08152,0.83945,-0.71954,0.65935,-0.11984,-0.16375,-0.04328,1.14153,-1.17803,1.01698,-0.41556,-0.90841,1.3436,-1.16652,-0.30697,0.00821,1.1296,0.51958,-0.01117,0.25362,1.1961,0.13037,-1.24313,0.96537,-0.27565,0.78161,0.32533,0.08045,-1.07304,0.50425,-0.26026,0.51746,-0.51424,0.52208,0.80222,-0.27554,-0.08305,1.11187,0
Neg_2838,-1.53377,1.54279,0.04968,-0.00167,-0.72242,0.21904,1.73143,-0.93558,-1.36041,-0.82138,0.02098,1.29684,-0.18754,1.0172,-0.48125,-0.33991,-0.35972,1.22387,-0.43371,0.68262,0.04977,-0.65915,-1.57247,2.62063,0.17531,1.07538,-1.39532,-0.71799,-1.2318,1.93343,0.70584,1.52485,-0.05356,1.69582,-2.11502,-0.45823,1.1016,0.50184,-1.40493,0
Neg_1722,-0.48487,1.5229,-1.16686,-0.59404,0.56763,0.01708,-0.04113,0.26092,0.65251,-1.3456,1.19164,-0.9511,-0.79762,1.35972,0.78027,-1.40027,1.2549,-1.04186,0.01316,0.05949,0.32312,-0.17049,0.19584,0.2062,-0.82279,1.28689,-0.56809,0.22972,0.20536,0.19259,-0.82283,0.54679,1.87355,0.28187,-0.36396,0.69459,0.68925,-1.12911,0.26111,0
Neg_2116,-1.71405,0.60597,1.04852,-0.05894,0.43235,-0.44048,0.48171,0.01969,0.25412,-0.92887,1.73266,-0.51393,1.24506,-0.84051,1.51032,-1.67641,1.21285,0.56871,-0.91242,-0.68103,1.33396,-0.17049,-0.76986,0.96071,0.57259,0.84146,-1.57835,-0.3767,-0.52876,0.57913,-0.63349,-0.29775,-0.23691,2.02207,-0.29755,-1.24407,-0.29121,0.66727,-0.95705,0
Neg_2327,-0.52335,-1.50869,1.82745,-0.21367,-0.68067,0.88854,0.05798,0.15782,0.05507,0.59768,0.71168,-0.2209,1.7991,-0.49105,0.00689,0.64539,0.37018,0.28023,-1.02253,-0.80914,2.43881,0.86707,-0.52733,-0.89627,1.426,-0.91448,-0.22618,1.10448,-0.52659,-0.85542,-0.77175,-0.35229,-0.91953,-0.82589,0.84121,0.16596,-1.09745,3.39725,-0.90928,0
Neg_1128,1.21616,-0.39532,0.68627,0.46376,-0.30259,0.26438,0.58639,-0.20776,0.44711,-0.3837,0.44295,-0.37518,-0.13062,0.64128,-0.46727,0.09649,0.0833,0.41181,0.06088,0.95058,-0.52298,0.378,0.94038,-0.67662,0.81213,-0.71653,1.39664,-0.67747,0.8446,-0.4525,1.17456,-0.74013,-0.40892,0.03481,-0.00834,0.00673,0.16786,-0.04236,0.7624,0
Neg_1231,0.13948,-1.29523,0.94824,-1.51962,2.3714,-1.66589,-0.94549,0.96853,-0.91309,-0.80912,0.50464,-0.38831,-0.59954,1.04257,-0.12823,0.66153,-1.13712,0.4978,0.96581,-0.45247,0.77871,0.64394,-0.23336,0.2062,1.07419,-0.93548,-0.33038,0.60579,0.20536,-0.26552,-1.13353,-0.74013,-0.99417,1.08892,-1.63901,1.83438,-1.25299,1.61885,0.26111,0
Neg_2384,-2.35791,0.22987,2.5528,-1.42706,2.5157,-0.89172,-1.84986,2.46094,-1.36041,-1.02371,2.92289,-0.61342,2.25279,-0.44804,0.54666,-2.2839,0.62699,2.50746,-1.80552,-0.86204,3.05667,1.29549,-1.00593,-0.69921,2.67933,-0.13849,-2.23205,0.27485,-0.62377,-1.09012,-1.75494,-0.74013,-1.56771,2.12195,-1.554,-1.74782,-0.47609,2.65862,-1.87484,0
Neg_713,0.26118,0.08152,-0.30278,0.48841,0.17508,0.06843,0.34208,-0.1872,0.39095,0.02222,-0.05894,0.66368,0.12562,0.81143,-0.29541,0.02252,-0.49351,0.04181,-1.22425,0.97061,-0.08614,-0.62602,-0.02967,0.63248,-0.34051,0.92451,-0.63658,-0.1795,0.25221,0.29354,-0.0171,1.17935,0.35706,0.74969,-0.11184,0.62007,0.05872,0.08311,0.31541,0
Neg_2475,-0.5663,-1.32406,2.20398,-1.26475,0.23825,0.25124,-1.27316,0.56578,-0.50467,-0.56921,0.63606,-0.13663,-0.95551,0.32554,1.81292,-0.45261,-0.47412,1.48431,-0.4801,-0.55423,-0.2117,0.78558,0.23939,-0.36241,2.05124,-1.5752,-0.41306,0.60579,-0.02161,-0.05306,-0.86335,0.08052,-0.7448,0.94856,-0.04982,0.12115,-1.16205,1.0247,-0.68304,0
Neg_545,0.21752,-0.07784,-0.60618,0.10014,-0.46052,0.25375,-0.14004,-0.11299,0.02347,0.65181,-0.95954,0.481,0.29181,-0.51345,-0.09579,0.6017,-0.32888,-0.26696,-0.19794,-0.07764,-0.07552,0.28763,-0.47479,-0.59546,-0.33031,-0.26494,0.21932,1.01948,-0.37042,-0.68068,-0.31308,-0.74013,0.79816,0.52399,-0.00536,-0.40449,0.17101,-0.25181,-0.03926,0
Neg_1732,-0.29756,0.35144,0.09247,-0.2958,0.29346,-0.27463,0.58188,0.10224,0.11573,-0.12448,0.10159,0.32991,-0.45869,0.2497,0.92736,0.09208,-0.03081,0.60585,-0.15427,-0.00389,-0.28433,0.31817,0.25307,-0.33034,0.21812,0.1987,-0.14022,0.27485,0.27702,-0.30624,-0.38784,-0.11097,0.21983,0.70154,-0.61897,0.4015,0.18128,-0.06459,-0.17795,0
Neg_1703,-0.77303,0.98733,0.51624,0.10014,-0.23158,0.56082,0.44584,-0.18443,0.91058,-1.06262,0.79529,0.77437,0.71082,-0.68956,-0.17815,-0.97545,0.89265,0.69727,-1.146,-0.00802,0.16542,0.58129,-1.587,0.32228,0.08641,1.53448,-0.82408,0.54215,-1.24739,-0.1598,-0.96623,-0.74013,-0.47577,1.13859,-0.87071,0.5255,0.39619,-0.16933,-0.29342,0
Neg_2537,-0.66658,0.81775,0.03819,-0.62167,1.02315,-0.51042,-0.36508,0.53455,0.62247,-1.2804,1.40697,-0.40751,-0.1147,0.22366,0.62337,-0.25287,0.61227,-0.33432,-0.44054,0.08896,-0.01007,-0.27989,-0.39992,1.002,0.02007,1.15993,-0.67098,-0.18453,-0.42714,0.91053,-0.2246,0.95016,0.40973,0.88174,-1.23302,-0.14385,0.05373,-0.04833,0.05389,0
Neg_1601,0.74896,-0.22166,-0.12147,-0.50589,0.17252,-0.59199,0.20291,-0.07297,-0.18887,0.05215,-0.07114,0.17831,-0.07134,-0.664,0.19314,1.11036,0.01617,-0.24309,0.37195,-0.34102,-0.36388,0.79907,-0.30149,-0.22494,-0.14877,0.24687,0.75629,1.23617,-0.02861,-0.49821,-0.77844,-0.74013,0.23486,0.22807,-0.5596,1.32263,-0.10045,0.09102,0.73577,0
Neg_238,0.28356,0.84706,0.20767,-1.40095,1.17259,-0.29362,-1.08463,1.0675,-0.22491,-0.47899,0.73716,0.50226,0.59908,-0.4212,0.59058,-0.29007,1.2089,-0.12554,-0.92616,-0.56499,0.87217,0.64394,-1.22383,1.88289,-0.16053,1.46963,-0.08658,0.35122,-1.11747,1.51995,-0.70332,-0.74013,-0.5971,1.13859,-1.05052,-0.6456,1.34432,-0.48354,-0.36872,0
Neg_2704,-1.14594,0.61603,-1.12825,-0.64849,-0.56556,1.26447,1.07603,-0.1364,1.24455,-1.44027,-0.91787,0.19812,-1.95114,0.96795,2.86449,-1.14038,-0.01147,-0.51275,-0.46061,-0.52131,-0.77566,-0.88911,-0.28385,1.44892,-1.00305,0.21853,-1.00156,-1.53563,-0.44494,1.45914,1.86386,-0.74013,-1.56771,1.62062,-0.28896,-0.48351,0.45196,-0.51312,-1.1838,0
Neg_2652,-2.35791,0.77692,3.35508,-1.59675,1.72204,2.6257,-1.84986,1.61181,3.56006,-2.03535,2.01605,1.86284,0.65495,1.12186,3.11643,-2.2839,3.42267,0.90298,-1.80552,0.42518,1.38617,0.64394,-1.1633,2.80506,1.87676,2.05323,-2.23205,-0.22157,-1.63715,2.94128,-1.75494,-0.74013,0.00953,2.2995,0.62774,-0.85227,0.01694,1.84166,-1.87484,0
Neg_1700,0.03542,0.25198,-0.41321,-0.69688,0.63978,-0.9927,-0.2421,0.02505,-0.46578,-0.2982,0.22983,-0.49551,-0.15937,-0.12031,0.04482,0.26881,-0.04078,-0.04243,-0.53533,-0.0624,-0.23371,0.74266,-0.61487,-0.01735,-0.28775,0.0863,-0.01344,0.30493,-0.20409,-0.46912,-0.71926,-0.16816,0.3441,-0.63279,-0.0334,-0.011,0.24104,-0.26264,0.02378,0
Neg_2744,-0.37681,0.14571,1.07166,-0.09565,0.13473,-0.50723,-0.12809,-1.0009,-0.22491,-0.47899,0.79529,-0.24607,0.0404,1.12186,0.48077,-0.60161,-0.05611,0.28587,-0.26664,1.29158,-0.22008,-0.73433,0.41045,0.7479,0.82725,-0.2163,-0.82408,-0.60343,0.70142,0.42165,0.6112,-0.74013,-0.47577,0.31912,-0.51108,0.73216,-0.55194,1.52744,0.38434,0
Neg_43,2.30498,-1.38248,-0.74077,0.98431,-0.74247,-0.0148,0.03503,-0.57805,0.03804,1.69173,-1.3727,0.33612,1.42711,-1.38446,0.09582,1.70639,-0.87904,-1.0956,-0.24118,0.56068,-0.26675,0.47248,0.13711,0.05795,-0.61543,-0.56441,1.73143,0.11808,0.49628,-0.29445,-0.89151,-0.14408,1.61999,0.21561,-0.52055,-0.84284,0.04288,0.02714,1.09301,0
Neg_235,-2.35791,-1.95832,0.36476,-2.44519,1.21699,0.01708,-1.84986,0.4539,1.32348,-1.11568,-0.86937,1.21966,0.19277,-0.54318,3.50578,-0.51664,-1.43613,0.17366,-1.80552,-2.79287,2.60108,-0.83685,0.62505,1.21221,2.24157,-2.16162,-2.23205,-1.80109,1.12662,0.65071,-1.75494,-0.74013,-1.56771,0.7661,-0.78898,1.18307,-2.44821,3.99547,-1.87484,0
Neg_1433,0.3295,-0.05554,-0.16798,1.53881,0.23825,0.41222,1.1778,0.31965,0.56499,1.04354,0.24178,0.17098,1.19177,-0.58455,0.3232,0.67434,-0.18811,-0.84103,-1.30849,0.14535,0.65986,-0.9141,1.74471,0.59986,-0.87989,1.35686,0.49643,-1.40866,1.88766,0.5312,0.47403,0.49084,-0.33335,-0.28657,0.35671,0.12115,-0.73333,1.16678,1.18978,0
Neg_1473,2.32469,-1.95832,0.80237,0.79432,-0.51463,0.01708,-0.04113,-0.704,0.65251,-0.19601,-0.86937,-0.22751,1.38124,-1.49463,-1.16652,2.13425,-1.43613,0.65987,-0.24665,-1.4764,1.68989,2.71704,-0.66256,-0.79981,0.92827,-2.16162,2.52212,1.80923,-0.25527,-1.18175,-1.75494,-0.74013,-0.7074,-1.17082,0.48607,0.20611,-1.10359,0.43054,1.86307,0
Neg_1047,0.6209,-0.50831,-0.75298,0.86681,-0.75455,-1.0657,1.14653,-0.99697,-0.64901,0.40233,-0.33301,-0.90751,-0.14134,-0.73806,-0.34089,-0.29307,-0.54993,-0.6113,0.12272,0.11501,-0.98876,-0.0233,-0.12994,0.86072,-0.97575,-0.21162,0.0362,-0.19167,0.19426,0.45201,0.09806,1.98876,0.02854,0.04267,1.00325,-0.58253,-0.66618,-0.70766,0.95594,0
Neg_2221,-1.12785,0.16455,-0.68027,0.44205,-0.54047,-0.17885,0.67426,-0.85954,0.62247,0.07852,-0.35258,-0.40751,0.27555,-0.71359,1.64616,-1.12331,0.02319,-0.49397,-0.44054,0.80942,-1.20685,-0.27989,-0.82271,1.16717,-0.55491,-0.19888,-1.29541,-0.4809,-1.03215,1.21138,0.54057,-0.31756,-0.43774,0.40474,0.3021,-1.10623,-0.53496,-0.04833,-0.47213,0
Neg_691,-1.32773,0.22987,1.59006,-1.42706,-0.34147,3.55134,-1.84986,-0.08645,4.54415,-0.01208,0.20235,0.44783,0.50969,-0.44804,0.54666,-0.33991,1.6137,-1.77117,-1.80552,0.10337,0.04977,-1.63647,0.88257,0.40741,-0.20992,0.87307,-0.14022,-1.71083,-0.62377,1.93343,-1.75494,-0.74013,-0.62136,-0.00867,-1.554,-0.67316,0.50997,0.69791,-1.87484,0
Neg_128,0.91991,0.52826,-1.82327,0.79432,-0.51463,0.01708,1.7676,-1.08997,1.32348,-0.19601,-0.45717,-1.19229,0.19277,-1.01891,2.72707,-0.51664,0.35789,-1.77117,0.27297,0.71773,-1.49924,-1.72532,-0.23336,1.21221,-2.13609,0.59719,0.62045,-1.80109,0.20536,0.65071,1.0414,-0.74013,0.15292,2.21879,0.06105,-1.74782,0.68925,-0.46069,0.7951,0
Neg_1952,-0.69634,0.04164,0.63768,0.29173,-0.50532,0.14738,0.6104,-0.25993,0.06812,-0.40368,-0.08043,0.83582,0.58467,-0.81941,-0.06125,-0.50714,0.10711,0.7592,-0.45338,0.00995,-0.12267,0.32868,-0.02107,0.21702,0.86708,-0.20375,-0.65755,0.28552,0.21527,-0.03892,-0.10119,0.78204,-0.44838,0.1517,-0.07605,-0.13005,0.20248,0.18138,-0.99061,0
Neg_2059,2.67589,-0.83936,-1.60447,-1.17253,0.24295,0.39575,-1.39768,0.4539,0.31703,0.37878,-1.07548,-1.07169,-1.58994,-0.89997,-0.19312,-0.07483,-0.8755,-1.52807,3.001,-1.5861,-1.04365,0.3848,1.26885,-1.05131,-1.26056,-0.89716,2.87868,-0.56004,-0.37042,0.76524,0.45883,0.22506,0.47554,-1.65505,1.01733,-0.03813,-0.31922,-1.12911,2.53056,0
Neg_661,-0.59908,1.51077,-1.43903,-0.21026,-0.03949,-0.24152,-0.39405,-0.25214,0.25975,-0.30816,0.35718,-0.76873,0.21209,-0.6012,-0.53975,-0.74294,0.91579,-0.98849,-0.272,0.38593,-0.73252,-0.23008,-0.9138,0.21847,-1.4314,1.16914,-0.31879,-0.16103,-0.89565,0.11438,0.2457,-0.04959,0.50964,-0.71021,0.58973,-0.96148,0.91882,-0.56938,-0.15566,0
Neg_1100,0.42634,0.9987,-0.43949,1.40721,-0.95923,-0.20125,1.64539,-0.3389,-0.96145,0.15197,0.17784,0.04628,1.02791,-1.49463,-0.24048,-0.18229,0.33365,0.25251,-0.87863,1.12097,-1.41305,0.5559,-1.18457,-0.3104,-0.31404,0.57234,0.02939,0.51635,-0.81549,-0.73601,-0.09225,0.79026,1.50152,0.16408,-0.21463,-1.45737,1.28282,-1.44827,0.0302,0
Neg_2458,2.35145,-1.02052,-1.98581,-0.11803,1.2912,-1.05041,-1.2814,1.2479,-1.36041,2.87831,-1.48179,-1.67468,-1.48241,-1.1956,-0.67704,2.43721,-1.20547,-1.77117,3.42041,-1.96537,-0.80935,0.45779,-0.87103,-0.54112,-1.86092,-1.29456,2.54929,1.26768,-1.34761,-0.08227,-0.87609,1.68664,1.67691,-0.92179,0.18248,-0.51964,0.08737,-0.56255,1.48165,0
Neg_983,1.32128,-1.17682,-0.19788,-2.44519,-0.88569,2.75793,-1.84986,2.21833,-1.36041,0.85504,-1.22269,-0.1586,-0.48636,-1.49463,-1.16652,-0.20106,-0.21876,-1.00713,3.09379,-1.41371,-0.52298,-0.51953,1.42214,-1.01538,-0.07234,-1.43907,1.50337,-0.57616,-0.91331,1.50149,2.63931,-0.74013,-1.56771,-2.13928,1.51824,-1.74782,-1.03956,-0.84265,1.48165,0
Neg_2250,-2.02559,1.57103,-1.01864,-1.4599,0.51875,0.864,-1.20805,0.10529,1.97281,-1.38268,0.69966,-0.30532,-0.72734,0.19343,4.9125,-1.97035,1.16809,-0.73602,-1.80552,-0.6129,-0.0149,-1.668,-1.03639,2.12087,-1.51475,2.08042,-2.23205,-1.74286,-0.65646,1.47827,-0.76269,1.08647,-0.95717,3.35908,-0.37767,-0.70783,0.41454,-0.66194,-1.11692,0
Neg_674,-0.20173,-0.17723,0.53777,0.15934,-0.03139,-0.7109,0.81066,-0.56039,-0.1589,-0.85903,0.96157,-0.93427,0.36782,-0.27766,-0.17049,0.08957,0.191,0.09451,0.32131,-0.32321,0.49264,0.11361,-0.52282,-0.26171,0.32761,-0.16202,-0.16454,-0.0484,-0.57663,-0.2229,-1.27805,-0.0817,0.19293,-0.65281,-0.74944,1.12627,-0.38437,0.60672,0.03758,0
Neg_2825,0.45165,-0.96369,1.23998,-1.9824,-0.08173,0.52198,-1.39768,-0.704,0.65251,-0.65584,0.36724,-0.22751,0.58893,-0.06746,-0.3878,-0.51664,1.2549,-1.77117,-0.24665,-0.59875,1.2343,-0.39261,1.05425,-0.2968,0.92827,-0.78221,0.14503,-2.25238,0.66599,0.19259,1.0414,-0.74013,-0.7074,-0.20236,0.06105,0.20611,-0.65538,1.32177,0.26111,0
Neg_445,-0.17269,1.02558,-0.51045,-0.59404,1.21699,-0.31951,-0.64404,1.22584,-0.46578,-0.50257,1.05424,-0.38831,-0.33544,0.40827,0.39091,0.95608,0.35789,-0.47461,-0.41986,-1.03757,1.08244,-0.54069,0.91118,0.2062,0.19866,0.59719,-0.01344,-0.59765,0.81953,0.3453,0.41999,0.11782,-0.13385,-0.20236,0.06105,-0.11955,0.53985,-1.05485,0.26111,0
Neg_640,1.38817,0.03095,-0.83866,1.48851,-1.05576,0.52198,-0.26722,-0.41453,-0.35395,1.06853,-1.38463,0.49607,0.68797,-0.54318,0.00155,1.14017,-0.20274,-0.55565,0.14307,0.82744,-0.58806,-0.72579,0.62505,0.2062,-0.93224,-0.09251,1.09587,-0.67286,1.01146,-0.15099,2.09003,0.22506,-0.1697,-0.32342,0.27356,-1.13722,1.58567,-0.6835,-0.27288,0
