,Janin,y
Neg_453,-0.76092,0
Neg_1396,0.25412,0
Neg_2665,-0.68988,0
Neg_2357,-0.45123,0
Neg_1937,-0.35588,0
Neg_2673,-0.65033,0
Neg_693,-0.6629,0
Neg_769,-0.48297,0
Neg_2833,-0.08667,0
Neg_2773,2.38115,0
Neg_1447,-0.14991,0
Neg_29,-1.06377,0
Neg_489,-1.19841,0
Neg_2545,-0.72173,0
Neg_1306,0.63502,0
Neg_617,2.37314,0
Neg_1372,-1.02993,0
Neg_2481,-0.28534,0
Neg_1908,-0.91344,0
Neg_1981,1.42323,0
Neg_906,-0.62787,0
Neg_1425,-0.57571,0
Neg_846,-0.10859,0
Neg_2611,-0.07717,0
Neg_1230,3.21852,0
Neg_1906,-0.66482,0
Neg_2554,-0.07203,0
Neg_348,-1.38554,0
Neg_477,0.59207,0
Neg_67,-0.67136,0
Neg_2639,-0.46398,0
Neg_2012,-0.50757,0
Neg_1028,-0.78702,0
Neg_1874,-0.55367,0
Neg_1109,-0.48624,0
Neg_2529,0.57936,0
Neg_2141,-1.4535,0
Neg_2462,-0.7873,0
Neg_2011,-0.81151,0
Neg_377,-0.3412,0
Neg_90,-0.26294,0
Neg_1506,2.26734,0
Neg_767,0.89855,0
Neg_434,-0.3019,0
Neg_1460,-0.20972,0
Neg_1666,-0.3256,0
Neg_126,-0.59502,0
Neg_2668,-0.83042,0
Neg_1674,-0.3728,0
Neg_2140,-0.8032,0
Neg_323,1.67744,0
Neg_2514,-0.03645,0
Neg_598,-0.53516,0
Neg_2337,-1.26639,0
Neg_497,-0.77095,0
Neg_2693,-1.08349,0
Neg_1651,-1.18591,0
Neg_2347,-0.62631,0
Neg_68,-0.5644,0
Neg_318,-0.20834,0
Neg_2441,1.77436,0
Neg_2136,-0.72429,0
Neg_870,-1.23974,0
Neg_699,-0.56645,0
Neg_1726,-0.57775,0
Neg_1325,-0.81072,0
Neg_2002,-0.38745,0
Neg_519,0.04417,0
Neg_199,-0.75726,0
Neg_471,-1.38026,0
Neg_1673,-0.2759,0
Neg_272,-0.5929,0
Neg_118,0.38384,0
Neg_135,-0.87558,0
Neg_2502,-0.75632,0
Neg_2787,-0.11376,0
Neg_546,-0.03558,0
Neg_127,-0.52985,0
Neg_1784,-1.20372,0
Neg_439,-0.29074,0
Neg_535,-0.03947,0
Neg_227,-1.11553,0
Neg_2299,-0.66823,0
Neg_2627,0.9418,0
Neg_1982,-0.2596,0
Neg_1382,-0.87068,0
Neg_2090,-0.57263,0
Neg_1532,-0.25221,0
Neg_527,-1.34711,0
Neg_11,0.70122,0
Neg_1246,-0.18375,0
Neg_2525,-0.91896,0
Neg_2818,-0.8518,0
Neg_1920,1.17456,0
Neg_918,-0.74153,0
Neg_102,-0.85761,0
Neg_2621,0.52408,0
Neg_1585,-0.38931,0
Neg_266,-0.52598,0
Neg_710,-1.08866,0
Neg_712,0.77509,0
Neg_24,1.57008,0
Neg_170,-0.22638,0
Neg_721,-0.92133,0
Neg_1365,-0.43377,0
Neg_1735,-0.69486,0
Neg_954,-0.31787,0
Neg_1993,-0.20276,0
Neg_1652,-1.48581,0
Neg_2306,-0.68911,0
Neg_2479,-1.30265,0
Neg_423,-0.37065,0
Neg_2799,-0.1436,0
Neg_822,-0.48769,0
Neg_931,0.34302,0
Neg_2497,-0.61891,0
Neg_2925,-0.0255,0
Neg_267,-1.29396,0
Neg_242,0.43746,0
Neg_233,-0.32777,0
Neg_1868,-1.24389,0
Neg_2032,-0.42681,0
Neg_2720,-0.02052,0
Neg_2343,-1.08703,0
Neg_2055,-0.82545,0
Neg_2624,-0.60292,0
Neg_745,-0.38804,0
Neg_2850,-1.03379,0
Neg_1483,0.90505,0
Neg_2708,0.10133,0
Neg_2131,-0.32108,0
Neg_440,0.36993,0
Neg_793,-1.36091,0
Neg_2000,-0.58384,0
Neg_328,2.17442,0
Neg_2022,-0.75896,0
Neg_1676,-0.85461,0
Neg_47,-0.62713,0
Neg_889,-1.03657,0
Neg_2715,-0.72206,0
Neg_2214,-0.54896,0
Neg_1579,-0.78597,0
Neg_878,2.09281,0
Neg_2103,-1.24387,0
Neg_1114,0.60074,0
Neg_681,-0.34199,0
Neg_346,-0.83902,0
Neg_2532,-1.11218,0
Neg_1669,-0.09263,0
Neg_949,-0.24781,0
Neg_1081,-0.98906,0
Neg_501,-0.53556,0
Neg_2079,-1.18418,0
Neg_2360,-1.00062,0
Neg_1492,0.3503,0
Neg_1400,3.22566,0
Neg_840,0.6432,0
Neg_1343,-0.23741,0
Neg_1169,0.80617,0
Neg_1095,-0.26256,0
Neg_2160,-0.2446,0
Neg_1886,-1.35671,0
Neg_462,0.80875,0
Neg_1618,-0.05698,0
Neg_1638,-0.28425,0
Neg_335,-0.8733,0
Neg_2543,0.18339,0
Neg_1503,1.05795,0
Neg_2634,-0.58966,0
Neg_1295,-0.71684,0
Neg_1778,0.04862,0
Neg_1420,-0.93625,0
Neg_2915,-0.90846,0
Neg_823,-0.41338,0
Neg_1675,-1.04938,0
Neg_589,-0.72999,0
Neg_1481,-1.2137,0
Neg_2342,0.03924,0
Neg_1054,-1.12155,0
Neg_2098,-1.11032,0
Neg_2847,-1.42305,0
Neg_2645,-0.74123,0
Neg_1236,1.46077,0
Neg_1108,-1.0729,0
Neg_2375,2.84014,0
Neg_1516,-0.65447,0
Neg_1038,-0.99178,0
Neg_2217,0.84554,0
Neg_2728,-1.00452,0
Neg_1386,1.6405,0
Neg_1513,-0.72065,0
Neg_816,-0.94692,0
Neg_2754,-1.09859,0
Neg_363,-1.24087,0
Neg_2326,0.51128,0
Neg_2442,-0.26658,0
Neg_2080,0.31765,0
Neg_1213,-0.79556,0
Neg_2687,-1.02005,0
Neg_1636,3.58614,0
Neg_1037,0.31465,0
Neg_36,-1.32387,0
Neg_1469,0.14517,0
Neg_1928,-0.41777,0
Neg_916,-1.09809,0
Neg_1155,-0.98725,0
Neg_2793,-0.6553,0
Neg_2052,0.94167,0
Neg_1029,-0.40429,0
Neg_2685,-0.4686,0
Neg_280,-0.39526,0
Neg_2924,-0.0534,0
Neg_1552,-0.45188,0
Neg_2150,0.11472,0
Neg_1454,-0.2737,0
Neg_1438,0.12604,0
Neg_2910,0.31408,0
Neg_2210,-0.48503,0
Neg_284,0.19871,0
Neg_2162,-0.56986,0
Neg_740,-0.49535,0
Neg_1850,2.89588,0
Neg_2864,0.65281,0
Neg_2319,-1.40392,0
Neg_2530,-0.92784,0
Neg_2094,0.34707,0
Neg_321,0.30668,0
Neg_2126,-0.33789,0
Neg_15,-0.22248,0
Neg_1360,-0.29227,0
Neg_2640,-0.74721,0
Neg_1251,-0.54575,0
Neg_830,-0.55322,0
Neg_782,-1.07402,0
Neg_2913,-0.78072,0
Neg_794,-1.03183,0
Neg_1435,-1.37973,0
Neg_520,0.22763,0
Neg_4,-1.17026,0
Neg_228,-0.58456,0
Neg_977,-0.27756,0
Neg_618,-0.77592,0
Neg_1278,-0.78053,0
Neg_1858,-0.35011,0
Neg_479,-0.53841,0
Neg_957,0.60157,0
Neg_2917,-0.75028,0
Neg_1765,-1.2708,0
Neg_1991,0.07069,0
Neg_526,0.33592,0
Neg_1715,-0.33516,0
Neg_722,0.00484,0
Neg_747,0.43853,0
Neg_2498,-1.16342,0
Neg_2636,-0.46777,0
Neg_1015,1.8256,0
Neg_785,-1.1638,0
Neg_560,0.32649,0
Neg_1254,0.21165,0
Neg_1430,0.71353,0
Neg_1253,-0.78546,0
Neg_2909,0.10412,0
Neg_1540,-1.31557,0
Neg_997,-0.23813,0
Neg_2812,0.32644,0
Neg_2694,-0.18977,0
Neg_420,-0.479,0
Neg_92,0.42438,0
Neg_1822,-0.6929,0
Neg_678,-0.73177,0
Neg_952,-0.51465,0
Neg_1067,-0.52719,0
Neg_1023,1.48307,0
Neg_94,0.21791,0
Neg_1575,0.92405,0
Neg_2350,0.1645,0
Neg_2445,-1.37051,0
Neg_2226,0.76768,0
Neg_568,-0.89709,0
Neg_2515,-0.91684,0
Neg_1334,-0.77498,0
Neg_930,1.0811,0
Neg_354,2.72413,0
Neg_2604,-0.7287,0
Neg_69,-0.64545,0
Neg_2782,-0.86408,0
Neg_1205,-0.53481,0
Neg_1269,-0.21768,0
Neg_1188,-0.52061,0
Neg_2705,-0.2851,0
Neg_2896,-0.50662,0
Neg_2890,-1.19916,0
Neg_2813,-1.07828,0
Neg_483,0.31396,0
Neg_2333,1.21604,0
Neg_1243,-0.28634,0
Neg_2268,0.94399,0
Neg_2001,-0.44073,0
Neg_783,-0.26962,0
Neg_1611,-0.43394,0
Neg_2424,1.3386,0
Neg_472,0.59879,0
Neg_1791,-0.73873,0
Neg_645,0.68477,0
Neg_1781,-1.27779,0
Neg_205,-1.08567,0
Neg_2771,-0.26083,0
Neg_1957,-0.32602,0
Neg_2408,0.77722,0
Neg_2298,0.49377,0
Neg_2301,-0.76178,0
Neg_2235,-0.84551,0
Neg_2056,-0.92416,0
Neg_803,0.27727,0
Neg_2461,0.72066,0
Neg_1185,-1.19555,0
Neg_1794,-1.21859,0
Neg_970,0.80826,0
Neg_1479,-0.47368,0
Neg_775,-0.29754,0
Neg_748,-0.28126,0
Neg_1293,0.17799,0
Neg_2907,-0.46128,0
Neg_626,-0.28997,0
Neg_1211,-0.39471,0
Neg_2029,-0.89438,0
Neg_2484,-0.72981,0
Neg_737,-1.29726,0
Neg_2637,-1.14107,0
Neg_493,-0.72829,0
Neg_1851,1.04669,0
Neg_275,-1.27824,0
Neg_606,-0.11453,0
Neg_1681,1.01935,0
Neg_861,-0.86423,0
Neg_2800,-0.03491,0
Neg_390,0.74828,0
Neg_950,1.70256,0
Neg_2285,2.14509,0
Neg_1066,-0.41831,0
Neg_1485,-1.00697,0
Neg_2718,-0.04408,0
Neg_107,2.08177,0
Neg_2560,-1.30618,0
Neg_1520,0.99446,0
Neg_951,-0.49474,0
Neg_2753,0.4504,0
Neg_2737,-0.92476,0
Neg_2449,-0.97651,0
Neg_1538,-0.7648,0
Neg_1588,0.23974,0
Neg_1070,-1.37737,0
Neg_1907,-1.39889,0
Neg_1444,0.60926,0
Neg_2536,-1.03023,0
Neg_1336,-0.39198,0
Neg_1125,-0.84865,0
Neg_1238,-0.14689,0
Neg_2438,-0.72506,0
Neg_2869,0.90153,0
Neg_734,-0.74386,0
Neg_2747,0.24512,0
Neg_2767,-0.37894,0
Neg_347,-0.22186,0
Neg_1890,-1.30325,0
Neg_2457,-0.9228,0
Neg_2919,-0.6519,0
Neg_2764,-1.01213,0
Neg_834,-1.20236,0
Neg_1570,-0.52469,0
Neg_2750,-0.62573,0
Neg_290,-1.3183,0
Neg_862,-1.20788,0
Neg_2654,0.57087,0
Neg_597,-0.38578,0
Neg_353,-0.09774,0
Neg_2500,-1.31814,0
Neg_1446,0.12492,0
Neg_842,-0.59358,0
Neg_53,-0.41714,0
Neg_291,-0.66523,0
Neg_1687,-1.26848,0
Neg_809,0.21162,0
Neg_2858,-0.29756,0
Neg_1779,-0.74798,0
Neg_2114,-0.52891,0
Neg_327,1.2819,0
Neg_249,-0.86348,0
Neg_514,-0.09154,0
Neg_894,1.93006,0
Neg_1154,0.53525,0
Neg_1974,-1.46351,0
Neg_607,0.48733,0
Neg_1464,-1.30832,0
Neg_2840,-0.29486,0
Neg_2251,-0.60878,0
Neg_2517,-0.65491,0
Neg_1853,-0.9864,0
Neg_1312,-1.04087,0
Neg_2838,3.00458,0
Neg_1722,0.03395,0
Neg_2116,-0.41752,0
Neg_2327,-0.86654,0
Neg_1128,-1.35303,0
Neg_1231,-1.20992,0
Neg_2384,-0.2276,0
Neg_713,-0.86925,0
Neg_2475,-1.28511,0
Neg_545,-1.32514,0
Neg_1732,-1.32961,0
Neg_1703,-0.94187,0
Neg_2537,-0.98427,0
Neg_1601,0.24324,0
Neg_238,0.12184,0
Neg_2704,2.63169,0
Neg_2652,-0.35003,0
Neg_1700,-0.94788,0
Neg_2744,0.99106,0
Neg_43,-0.37296,0
Neg_235,-1.0561,0
Neg_1433,-0.60853,0
Neg_1473,-1.13045,0
Neg_1047,-0.99008,0
Neg_2221,-1.15813,0
Neg_691,1.63648,0
Neg_128,-0.93755,0
Neg_1952,-0.52904,0
Neg_2059,-0.59925,0
Neg_661,-0.3181,0
Neg_1100,1.16117,0
Neg_2458,-1.16806,0
Neg_983,-0.30617,0
Neg_2250,0.1891,0
Neg_674,-0.49974,0
Neg_2825,0.8856,0
Neg_445,1.57074,0
Neg_640,-1.43799,0
Neg_1903,-1.13362,0
Neg_671,-0.58891,0
Neg_2147,-1.09301,0
Neg_475,2.82466,0
Neg_1302,-0.82672,0
Neg_2077,0.06858,0
Neg_2040,-0.39596,0
Neg_2660,0.34383,0
Neg_2166,-1.09456,0
Neg_2376,-0.94607,0
Neg_1962,-1.23515,0
Neg_1000,-1.12413,0
Neg_250,-1.43739,0
Neg_1718,0.09099,0
Neg_750,-0.70904,0
Neg_1014,-0.49382,0
Neg_2399,-0.32743,0
Neg_561,-0.65599,0
Neg_1762,-0.67482,0
Neg_1449,0.6657,0
Neg_237,-0.9529,0
Neg_345,-0.43345,0
Neg_2511,-0.87874,0
Neg_2097,-1.48159,0
Neg_1966,0.44541,0
Neg_255,1.24301,0
Neg_2365,0.80107,0
Neg_1987,2.7906,0
Neg_2805,0.39289,0
Neg_2904,-1.3421,0
Neg_2872,-0.91888,0
Neg_2355,-0.56253,0
Neg_576,0.43988,0
Neg_2459,0.09354,0
Neg_971,-1.35977,0
Neg_898,-0.08435,0
Neg_928,0.12305,0
Neg_2823,-0.96938,0
Neg_2364,-0.92936,0
Neg_2806,0.28691,0
Neg_1871,-0.06858,0
Neg_50,0.49243,0
Neg_2496,0.08214,0
Neg_1030,-0.20185,0
Neg_1978,-0.81016,0
Neg_669,-0.15026,0
Neg_1341,0.2356,0
Neg_843,-0.31165,0
Neg_761,0.08775,0
Neg_988,1.99887,0
Neg_2255,-0.70582,0
Neg_2557,0.64211,0
Neg_2677,2.39875,0
Neg_18,1.26461,0
Neg_315,-0.86056,0
Neg_1741,-0.04357,0
Neg_2578,-1.07585,0
Neg_389,0.25228,0
Neg_210,-0.25322,0
Neg_2427,1.35034,0
Neg_2323,-0.51167,0
Neg_2007,-0.81655,0
Neg_891,-1.00036,0
Neg_387,-0.33904,0
Neg_741,-0.03948,0
Neg_362,0.41793,0
Neg_1212,0.84352,0
Neg_2057,-0.95554,0
Neg_468,-1.02277,0
Neg_2468,-0.30113,0
Neg_873,-0.46868,0
Neg_1079,-1.02271,0
Neg_1710,-1.3432,0
Neg_482,2.23427,0
Neg_121,-1.15856,0
Neg_2172,0.0927,0
Neg_1897,-0.41645,0
Neg_2690,-0.65742,0
Neg_42,-0.68188,0
Neg_1748,-0.26754,0
Neg_620,1.30209,0
Neg_2881,-0.59453,0
Neg_188,-0.89912,0
Neg_184,-0.82443,0
Neg_584,-0.49828,0
Neg_2423,-1.24542,0
Neg_2699,-1.21275,0
Neg_147,-1.08327,0
Neg_1376,0.3006,0
Neg_2589,-0.22502,0
Neg_2501,0.53233,0
Neg_288,-0.89188,0
Neg_982,-1.09887,0
Neg_511,-1.08885,0
Neg_1308,0.14099,0
Neg_125,-0.8248,0
Neg_564,-0.48207,0
Neg_2039,-0.79445,0
Neg_1237,-1.45468,0
Neg_749,-0.75748,0
Neg_189,-0.5859,0
Neg_2815,0.91478,0
Neg_2573,0.19628,0
Neg_911,1.02665,0
Neg_2225,-0.48498,0
Neg_591,-0.72492,0
Neg_428,0.17789,0
Neg_739,0.25498,0
Neg_449,1.59401,0
Neg_1358,-1.27062,0
Neg_707,0.52757,0
Neg_1196,-0.07022,0
Neg_1113,-1.40988,0
Neg_1437,-0.33683,0
Neg_996,0.81973,0
Neg_2480,0.35164,0
Neg_2324,1.17485,0
Neg_2391,-0.13814,0
Neg_1084,-1.07726,0
Neg_1194,-0.248,0
Neg_908,-0.41572,0
Neg_638,-1.44065,0
Neg_2741,0.14012,0
Neg_1368,-0.33982,0
Neg_1005,-0.15475,0
Neg_2790,-0.38856,0
Neg_1572,-0.87702,0
Neg_1734,0.60403,0
Neg_435,-1.41195,0
Neg_409,0.93105,0
Neg_436,-0.06749,0
Neg_1409,-0.61131,0
Neg_1603,0.60893,0
Neg_2900,-0.13325,0
Neg_469,0.44459,0
Neg_395,-0.2997,0
Neg_2006,-0.89699,0
Neg_2138,-0.53404,0
Neg_1534,0.76643,0
Neg_726,-0.33969,0
Neg_2658,-1.13339,0
Neg_885,-1.44761,0
Neg_1364,-1.05878,0
Neg_2867,0.28945,0
Neg_1869,-1.19528,0
Neg_429,-0.52633,0
Neg_1518,0.67464,0
Neg_2431,-1.51392,0
Neg_788,0.99007,0
Neg_2574,-1.10394,0
Neg_1548,-0.94488,0
Neg_1959,0.2136,0
Neg_1124,-0.42766,0
Neg_1324,0.8123,0
Neg_1533,0.58809,0
Neg_2429,0.95674,0
Neg_2123,-0.51162,0
Neg_384,-0.14899,0
Neg_2551,0.19923,0
Neg_380,-1.1204,0
Neg_1697,0.81281,0
Neg_2382,0.50955,0
Neg_193,-0.51107,0
Neg_392,-0.74602,0
Neg_1136,-0.07867,0
Neg_2371,0.55712,0
Neg_910,-0.04992,0
Neg_656,-0.648,0
Neg_718,-0.86112,0
Neg_400,0.15077,0
Neg_742,1.61841,0
Neg_1273,-0.9907,0
Neg_2830,-0.99707,0
Neg_567,-0.93582,0
Neg_588,-1.16672,0
Neg_183,0.01238,0
Neg_2770,-0.66895,0
Neg_864,-0.50164,0
Neg_2883,1.36683,0
Neg_2689,-0.46124,0
Neg_1381,0.03143,0
Neg_829,1.20632,0
Neg_2495,1.03954,0
Neg_1148,-0.89249,0
Neg_819,1.66316,0
Neg_2683,1.70509,0
Neg_1304,-0.66359,0
Neg_932,-0.25794,0
Neg_2003,-1.39995,0
Neg_1512,-0.79075,0
Neg_789,-0.6192,0
Neg_1705,0.06653,0
Neg_360,-0.26195,0
Neg_2473,0.21322,0
Neg_1567,-0.21656,0
Neg_2582,0.67721,0
Neg_980,0.00894,0
Neg_2740,-0.18221,0
Neg_1041,-0.30108,0
Neg_2713,-0.2962,0
Neg_593,-0.21304,0
Neg_1882,0.47423,0
Neg_2760,0.73874,0
Neg_1296,-0.41148,0
Neg_784,1.50361,0
Neg_2205,3.15144,0
Neg_981,1.60492,0
Neg_115,-0.10546,0
Neg_499,-0.33542,0
Neg_877,-0.16934,0
Neg_594,-0.49003,0
Neg_596,-0.68883,0
Neg_156,-1.17272,0
Neg_1199,0.47118,0
Neg_1091,-0.00466,0
Neg_2380,-1.31996,0
Neg_1193,0.13928,0
Neg_2038,0.02424,0
Neg_796,-0.57371,0
Neg_583,-0.46737,0
Neg_1399,0.12122,0
Neg_773,-1.30563,0
Neg_2320,0.51855,0
Neg_2170,-0.66012,0
Neg_1443,-1.09589,0
Neg_1969,0.14981,0
Neg_1220,-1.0469,0
Neg_1111,-0.87727,0
Neg_2065,-1.54054,0
Neg_1451,-1.2133,0
Neg_1328,-0.70343,0
Neg_140,-0.36633,0
Neg_258,-0.90755,0
Neg_175,-1.37433,0
Neg_2922,3.21918,0
Neg_577,-0.17062,0
Neg_1641,0.06756,0
Neg_758,-0.90521,0
Neg_2195,-0.39046,0
Neg_157,-0.98135,0
Neg_2325,-0.93796,0
Neg_181,-1.13726,0
Neg_2641,-0.61692,0
Neg_1505,-0.48783,0
Neg_2608,-0.40424,0
Neg_2181,-1.35109,0
Neg_2798,-1.02529,0
Neg_924,0.23044,0
Neg_1138,-1.51672,0
Neg_2880,-1.13229,0
Neg_2670,-0.86404,0
Neg_925,-0.81834,0
Neg_230,-1.12934,0
Neg_2071,0.48054,0
Neg_2650,-0.04873,0
Neg_841,-0.62616,0
Neg_2054,0.66214,0
Neg_146,-1.44695,0
Neg_162,0.39121,0
Neg_990,-0.289,0
Neg_2024,-0.34547,0
Neg_155,-0.63761,0
Neg_1412,-1.39871,0
Neg_619,-1.21766,0
Neg_154,-0.98872,0
Neg_264,-0.99573,0
Neg_457,-0.36543,0
Neg_1529,-0.74466,0
Neg_1725,0.1509,0
Neg_582,-0.50337,0
Neg_2293,-0.88416,0
Neg_2023,-0.54141,0
Neg_1192,0.13279,0
Neg_1702,-0.78553,0
Neg_989,-1.13129,0
Neg_856,-0.58316,0
Neg_2460,0.21893,0
Neg_1967,-0.78435,0
Neg_1584,-0.02788,0
Neg_909,-0.64524,0
Neg_517,-0.50068,0
Neg_2302,-0.28967,0
Neg_1633,0.92341,0
Neg_2563,1.6831,0
Neg_2911,-0.2453,0
Neg_1261,2.9259,0
Neg_2493,-0.82426,0
Neg_1707,-0.96371,0
Neg_2035,-0.81954,0
Neg_2507,-0.20171,0
Neg_2843,-0.54355,0
Neg_2279,-0.03835,0
Neg_633,-0.63095,0
Neg_1442,-0.9779,0
Neg_1910,-0.00852,0
Neg_2307,-0.6412,0
Neg_1627,-0.58239,0
Neg_1043,-0.78119,0
Neg_851,0.01721,0
Neg_1342,-1.21127,0
Neg_507,-0.8813,0
Neg_2892,-0.81066,0
Neg_887,-1.13463,0
Neg_2177,1.15597,0
Neg_2875,0.11676,0
Neg_187,-0.17535,0
Neg_731,-0.01931,0
Neg_2878,-0.25587,0
Neg_1195,0.24411,0
Neg_2134,-0.2211,0
Neg_209,-1.03088,0
Neg_2339,-0.65722,0
Neg_1950,-0.79147,0
Neg_1521,0.03725,0
Neg_2328,1.09946,0
Neg_504,-0.41648,0
Neg_1415,-0.55854,0
Neg_1244,-0.63227,0
Neg_2317,0.39875,0
Neg_1759,-0.54206,0
Neg_1105,-1.21313,0
Neg_1599,1.36777,0
Neg_349,0.54386,0
Neg_2091,-0.62211,0
Neg_2417,0.31909,0
Neg_100,0.84056,0
Neg_2420,-0.55024,0
Neg_1970,-1.15564,0
Neg_893,-0.71269,0
Neg_2534,1.18631,0
Neg_481,-0.69174,0
Neg_1894,-0.65445,0
Neg_627,0.24142,0
Neg_2523,-0.58244,0
Neg_1173,-1.10218,0
Neg_2625,-0.99607,0
Neg_2452,-1.1735,0
Neg_754,-0.48976,0
Neg_2294,1.5192,0
Neg_2466,-0.06834,0
Neg_1017,-1.17786,0
Neg_539,-0.62475,0
Neg_2199,-0.40359,0
Neg_1739,-0.83199,0
Neg_1318,1.18962,0
Neg_2842,-0.20983,0
Neg_1817,0.55645,0
Neg_1427,-0.04568,0
Neg_60,0.29046,0
Neg_1202,-1.37124,0
Neg_1417,0.32824,0
Neg_1392,-0.39047,0
Neg_1245,2.32441,0
Neg_1621,-0.42595,0
Neg_2101,-1.15613,0
Neg_1662,0.2755,0
Neg_967,-0.48481,0
Neg_1576,-0.52406,0
Neg_1044,-0.26896,0
Neg_2674,-0.37636,0
Neg_81,-0.14953,0
Neg_1408,0.12153,0
Neg_1528,0.4801,0
Neg_2218,-1.37347,0
Neg_913,-0.45762,0
Neg_1553,0.86356,0
Neg_1203,3.11907,0
Neg_2776,-0.47587,0
Neg_2133,0.32547,0
Neg_1961,-0.715,0
Neg_1895,-0.05382,0
Neg_2043,-0.29141,0
Neg_334,-0.88543,0
Neg_2174,-0.88418,0
Neg_1792,1.167,0
Neg_1052,0.13735,0
Neg_1327,-1.35441,0
Neg_2663,-0.06086,0
Neg_644,-0.27986,0
Neg_2092,-0.34196,0
Neg_559,-0.55106,0
Neg_487,-0.78941,0
Neg_2018,-0.88291,0
Neg_1474,0.76619,0
Neg_1264,-0.52287,0
Neg_884,0.88801,0
Neg_1191,-0.15991,0
Neg_1852,-0.83852,0
Neg_786,-1.32782,0
Neg_1686,-1.00883,0
Neg_2755,-0.93369,0
Neg_2143,-1.46437,0
Neg_2619,2.08263,0
Neg_1600,-0.48178,0
Neg_725,-0.16916,0
Neg_70,-1.23171,0
Neg_2340,-0.44229,0
Neg_1366,0.05889,0
Neg_458,-0.45224,0
Neg_744,-0.78174,0
Neg_2839,-1.26019,0
Neg_575,-0.26073,0
Neg_1839,-0.71376,0
Neg_2678,-0.97539,0
Neg_1204,-0.9157,0
Neg_2351,-0.1883,0
Neg_2899,-0.37359,0
Neg_2474,-0.63673,0
Neg_1760,-0.9606,0
Neg_369,-0.18216,0
Neg_2710,0.52694,0
Neg_2852,-1.01705,0
Neg_1373,-0.67617,0
Neg_2807,-0.8092,0
Neg_543,-0.87992,0
Neg_1453,-0.32247,0
Neg_860,0.62893,0
Neg_223,0.09142,0
Neg_1842,-0.53461,0
Neg_1769,-1.18025,0
Neg_2295,0.21005,0
Neg_1598,-0.57186,0
Neg_642,-0.96371,0
Neg_2592,-0.11168,0
Neg_2426,-1.0341,0
Neg_1004,-0.54397,0
Neg_2066,1.20962,0
Neg_1482,-0.7067,0
Neg_111,-1.1881,0
Neg_2546,-0.72643,0
Neg_2168,-0.68934,0
Neg_1605,-1.38259,0
Neg_2512,0.16289,0
Neg_93,0.10858,0
Neg_772,-1.00846,0
Neg_206,-0.48494,0
Neg_723,-1.0995,0
Neg_1946,-0.82747,0
Neg_2284,0.2113,0
Neg_2267,-0.73424,0
Neg_778,-0.54769,0
Neg_87,-0.71781,0
Neg_2746,2.14016,0
Neg_1171,-0.26182,0
Neg_1671,-0.68433,0
Neg_2416,0.9546,0
Neg_1935,-0.22292,0
Neg_2891,0.2861,0
Neg_1354,-0.68638,0
Neg_763,0.16068,0
Neg_1222,-0.86697,0
Neg_371,-0.86526,0
Neg_1955,-1.24013,0
Neg_2848,-0.28982,0
Neg_2766,-1.21001,0
Neg_2233,0.45897,0
Neg_1833,-1.01332,0
Neg_1123,-0.4404,0
Neg_2809,-1.44524,0
Neg_2194,-1.08823,0
Neg_2144,0.25899,0
Neg_27,-0.83686,0
Neg_2559,0.58045,0
Neg_2373,0.40298,0
Neg_2161,-0.72081,0
Neg_1954,-0.67828,0
Neg_23,-0.03623,0
Neg_1075,-0.43598,0
Neg_2385,-0.53193,0
Neg_1821,-0.69285,0
Neg_2256,-0.65251,0
Neg_2171,0.39957,0
Neg_921,0.18999,0
Neg_832,-0.84426,0
Neg_552,-0.66064,0
Neg_1002,-0.09687,0
Neg_123,-1.24259,0
Neg_204,-0.87337,0
Neg_375,0.39569,0
Neg_372,-0.97591,0
Neg_1287,-0.71613,0
Neg_2125,0.20412,0
Neg_74,-0.81791,0
Neg_871,-0.62558,0
Neg_694,-0.72449,0
Neg_824,-1.20399,0
Neg_2063,-0.97511,0
Neg_1031,-0.84373,0
Neg_332,-0.50404,0
Neg_1165,0.3176,0
Neg_2186,1.19144,0
Neg_1986,-1.04053,0
Neg_2394,-0.15736,0
Neg_1379,-0.91557,0
Neg_2522,1.52148,0
Neg_1899,-0.52299,0
Neg_1322,-1.17618,0
Neg_2414,-0.04602,0
Neg_26,0.78549,0
Neg_1284,-0.87201,0
Neg_820,-0.83996,0
Neg_863,-1.05407,0
Neg_268,-0.18403,0
Neg_2153,-0.07437,0
Neg_63,0.10313,0
Neg_687,-1.5018,0
Neg_1297,0.78099,0
Neg_1556,-0.8878,0
Neg_2455,-0.66448,0
Neg_1016,-0.217,0
Neg_366,-1.30235,0
Neg_641,1.4999,0
Neg_2874,-0.73581,0
Neg_948,-1.02976,0
Neg_2780,-0.55184,0
Neg_760,-0.80928,0
Neg_1782,0.21238,0
Neg_2735,0.09286,0
Neg_705,-1.04468,0
Neg_764,-0.79179,0
Neg_1582,1.35072,0
Neg_1061,-0.64797,0
Neg_2183,0.49753,0
Neg_1543,1.02201,0
Neg_1964,-1.23196,0
Neg_1330,1.13385,0
Neg_2411,-0.95109,0
Neg_25,-0.64903,0
Neg_1463,-0.74536,0
Neg_1738,1.30551,0
Neg_2261,-0.89897,0
Neg_1416,-0.74393,0
Neg_2389,-1.36349,0
Neg_2905,1.05203,0
Neg_1488,-0.70432,0
Neg_180,-0.9679,0
Neg_557,-1.22756,0
