,NMBroto_CIDH920105.lag1,NMBroto_CIDH920105.lag2,NMBroto_CIDH920105.lag3,NMBroto_BHAR880101.lag1,NMBroto_BHAR880101.lag2,NMBroto_BHAR880101.lag3,NMBroto_CHAM820101.lag1,NMBroto_CHAM820101.lag2,NMBroto_CHAM820101.lag3,NMBroto_CHAM820102.lag1,NMBroto_CHAM820102.lag2,NMBroto_CHAM820102.lag3,NMBroto_CHOC760101.lag1,NMBroto_CHOC760101.lag2,NMBroto_CHOC760101.lag3,NMBroto_BIGC670101.lag1,NMBroto_BIGC670101.lag2,NMBroto_BIGC670101.lag3,NMBroto_CHAM810101.lag1,NMBroto_CHAM810101.lag2,NMBroto_CHAM810101.lag3,NMBroto_DAYM780201.lag1,NMBroto_DAYM780201.lag2,NMBroto_DAYM780201.lag3,y
Neg_147,0.13186,-0.19989,-1.6253,0.39183,0.2777,-1.42133,0.00353,0.99184,-0.75669,-1.00079,0.36465,-0.3675,0.05752,1.36299,-0.48753,-0.17555,1.2333,-0.7413,0.02642,1.96501,-0.56856,0.40273,-0.31725,-0.00153,0
Neg_1376,-0.79767,-0.34852,0.7611,-0.90284,-0.13711,-0.16782,0.8401,0.29742,0.56852,-1.15473,-0.63624,-0.03277,0.93242,0.45078,0.19367,0.69022,0.15747,0.42792,-0.28614,-0.37408,-0.40821,-0.46326,-0.04873,1.14669,0
Neg_2589,-1.02605,1.09104,-1.01914,-0.11982,0.45295,0.26775,0.04819,0.20172,-0.19241,-1.69967,-0.0268,-0.39122,0.01538,0.04896,-0.1716,-0.29721,0.25625,-0.03391,-0.81428,0.21388,0.11338,-1.45099,1.29621,-0.93817,0
Neg_2501,0.48323,1.01828,0.66139,0.93621,0.81976,0.26319,0.95279,0.52557,0.24997,1.68327,1.76389,1.57361,0.60941,0.41932,0.0721,0.72244,0.74933,0.65433,0.81323,1.25214,0.96515,-0.27497,0.17145,-0.51577,0
Neg_288,-0.56075,-0.91503,-0.09877,-0.66216,-0.22963,-0.03095,-0.28203,0.81794,1.08356,0.5369,0.37347,0.43371,0.1343,0.8066,0.71097,-0.04234,0.51708,0.68711,0.48773,-0.79463,-0.70396,-0.54624,0.74201,1.32017,0
Neg_982,-0.12295,0.26746,-1.12356,0.17019,-0.05145,-0.89709,-0.09758,0.0665,-0.21878,-0.14709,0.28115,-0.46591,-0.27129,-0.16605,-0.36879,-0.25313,0.10588,-0.38606,-0.53943,0.22041,-0.43188,-0.30763,-0.52588,-0.76534,0
Neg_511,0.09614,0.47653,-0.23088,-0.57514,-1.10206,0.14577,-0.29623,0.03296,1.06326,0.37156,0.25405,-0.16901,-0.33155,-0.31198,0.84671,-0.27371,-0.15379,0.72268,-0.02381,-0.78486,0.25819,-0.38108,0.73167,-0.21397,0
Neg_1308,-0.15826,-0.6009,0.25902,0.27731,0.13786,0.16865,-0.60709,-0.60399,0.50089,-1.39788,0.909,-1.40281,-0.69383,-0.66706,0.22126,-0.89071,-0.76427,0.5699,-0.32054,-0.53229,0.51167,-1.15341,-0.1993,0.6851,0
Neg_125,-0.21561,-0.62161,-1.6384,-0.14162,-0.01639,-0.55558,-0.35594,-0.19766,-0.43601,0.10627,-0.19577,-0.94454,-0.5421,-0.07211,-0.42661,-0.34101,-0.29724,-0.807,-0.55128,-0.19339,-0.24762,-0.15524,-0.20002,0.06977,0
Neg_564,-0.35772,0.40268,0.08725,-0.38674,0.05663,-0.08951,0.17072,0.09486,0.32202,0.45418,-0.17361,-0.61263,0.2578,0.20128,0.54475,0.24632,0.04825,0.61294,-0.31796,-0.18832,0.05249,-0.1144,0.3287,-0.47913,0
Neg_2039,-0.53591,-0.54718,0.5927,-0.34746,-0.82485,0.38297,-0.48523,0.2116,-0.6203,0.53423,-0.96861,-0.16243,-0.52016,0.07345,-0.52729,-0.37223,0.25068,-0.34669,0.31795,0.43434,0.25375,-0.12512,-0.02305,0.23187,0
Neg_1237,-0.35075,1.84231,0.69779,0.05304,-0.43341,-0.73954,1.36043,0.58453,0.92668,-0.18833,0.56224,-0.46084,1.15521,0.42307,0.76418,1.66953,1.00816,0.9214,1.23045,0.61528,0.5742,-0.26406,0.56983,0.08276,0
Neg_749,-0.13009,0.21375,-0.71615,-0.92124,0.70443,-0.56643,-0.264,-0.3164,-0.20563,-0.42,-1.10368,-0.92648,-0.40813,-0.27435,-0.36624,0.00756,-0.55302,-0.64816,-0.21805,-0.90191,-0.46608,0.51387,-0.35278,-0.2843,0
Neg_189,-0.81818,-0.99643,0.64845,-0.58919,-0.24132,-0.52201,-0.04347,-0.54169,-0.00409,-0.19791,-0.30488,-0.38638,0.06411,-0.56564,-0.22027,-0.09235,-0.7506,0.06792,-0.31362,-0.58029,0.18894,0.15356,-0.31265,0.71869,0
Neg_2815,-1.14681,0.43684,0.10592,-0.02643,0.98482,0.19788,0.60971,-0.44545,0.84401,-0.79427,-1.29158,0.02983,0.1828,-0.50624,0.78479,0.24123,-0.32254,1.15053,-0.55557,0.78302,0.4943,-1.80908,-0.33493,-0.61437,0
Neg_2573,0.32099,1.62037,0.5453,0.44374,2.02812,0.51008,-1.06814,-0.00109,-0.31459,0.2061,0.10207,-0.05578,-0.51244,-0.04535,-0.36382,-1.34943,0.09738,-0.52173,-1.20004,-0.09409,0.0775,-0.46396,1.57471,0.9298,0
Neg_911,0.56977,0.76822,0.20034,1.38899,1.23851,0.03749,1.44487,0.29744,0.30097,1.60458,1.12902,1.37123,1.31699,0.71418,0.1635,1.42162,0.50371,0.44644,0.65363,1.87095,0.19103,-1.282,0.46197,-0.14284,0
Neg_2225,-0.06895,-0.25984,-0.84733,-0.09711,-0.38071,-0.37393,-0.48819,-0.72873,-0.68623,0.00378,-0.26743,-0.48428,-0.35534,-0.6235,-0.45182,-0.37744,-0.66376,-0.69101,-0.06712,-0.16899,-0.44445,-0.24333,-0.88524,-0.24268,0
Neg_591,0.16012,0.27826,0.10049,-0.98676,0.50318,-1.12112,1.64567,0.67697,0.07851,0.33152,0.39543,-0.19161,1.77772,0.76084,-0.40042,1.99769,0.51293,-0.11506,1.96947,1.07628,-0.69445,-0.26203,-0.35628,0.07388,0
Neg_428,0.20873,-0.88677,0.21689,0.9379,-0.80652,-0.29289,-0.04976,-0.40747,-0.25733,-0.55736,0.63001,-0.06635,-0.33262,-0.34373,-0.4243,-0.33668,-0.42989,0.12226,-0.05273,-0.14842,-0.35848,-0.26466,0.15989,0.16324,0
Neg_739,-0.08492,-0.67253,0.82787,-0.55707,-0.18529,0.01862,-0.3386,-0.07247,-0.46167,0.7917,0.07188,-0.27485,-0.46453,0.12022,-0.53694,-0.23088,0.11633,-0.32432,0.27893,-0.18149,-0.08527,0.13116,-0.40664,0.2864,0
Neg_449,1.88217,-0.13374,0.9138,0.99063,0.65078,0.63342,1.24531,0.00319,0.01401,0.45253,0.2054,-0.01872,1.08201,-0.22509,-0.21967,1.08565,-1.03281,-0.79663,0.64385,-0.60057,-0.26784,2.72472,0.47379,0.94991,0
Neg_1358,0.21736,-1.22079,-0.42926,-0.09247,-1.62237,-0.67544,-0.27142,-0.34559,-0.79571,-0.65063,-0.6263,0.04053,-0.23605,-0.28999,-0.72736,-0.10947,-0.61788,-0.98489,0.19914,-0.69967,-0.26395,0.79891,-0.15292,-0.81486,0
Neg_707,-0.3855,1.08618,0.46457,0.11297,0.33356,0.15785,-0.47756,-0.04441,0.10825,-1.03118,0.0857,-0.46841,-0.26256,0.02039,-0.00154,-0.38223,0.24336,-0.16068,0.04093,-0.26345,-0.52512,-0.70415,-0.45161,-0.3423,0
Neg_1196,0.17067,0.19896,0.65628,0.52653,0.32457,0.28838,0.14826,0.18807,-0.38104,-0.08852,-0.34613,-0.11189,0.01404,0.05395,-0.43067,0.14923,0.27247,-0.2087,-0.28721,-0.01904,0.10248,0.54643,0.26533,0.09916,0
Neg_1113,0.14656,1.10531,-0.08051,-0.56789,0.58323,-0.68466,-0.00957,-0.01653,0.22011,-0.25599,-0.12089,-0.63989,0.05784,0.11085,0.31195,-0.29332,0.08891,0.20021,0.0976,0.2842,0.05056,0.33036,0.20787,-0.40403,0
Neg_1437,0.76081,0.77419,0.51107,-0.03298,0.22796,0.15051,0.85961,0.76512,0.80726,1.37809,1.66926,1.46416,0.47129,0.57314,0.24198,0.68235,0.44258,0.40199,0.31023,0.5268,0.29382,0.05287,-0.74745,0.6271,0
Neg_996,-0.13284,0.51022,1.06756,0.35228,0.4989,0.96163,0.33916,0.13876,1.15172,0.58525,-0.5871,-0.0512,0.61801,0.46138,1.20413,0.23424,0.06023,1.14627,-1.14701,0.45274,-0.07732,0.83294,-0.15262,1.76085,0
Neg_2480,-0.39883,1.37873,-0.73328,0.16268,1.20263,-0.73564,-0.05219,1.33984,0.85647,-0.20294,0.00899,-0.65726,0.25067,1.66228,0.90025,-0.35398,1.06083,0.74888,-0.45886,1.36037,-1.26147,-0.00178,1.47491,-0.45562,0
Neg_2324,1.9052,1.01873,-1.20994,0.97227,0.31131,-0.46243,1.68557,1.00962,1.03401,0.93221,0.29547,0.3747,1.4941,1.07256,1.02677,1.82526,0.8554,0.44212,1.58257,1.07488,-0.29921,-1.10885,0.70434,-0.48015,0
Neg_2391,-0.30811,0.17255,0.15923,0.01895,0.7167,0.84164,0.76563,-0.22611,1.37866,1.14174,0.83642,1.05243,1.11032,0.0567,1.23104,0.87658,-0.15532,1.25906,0.2845,0.01906,0.67207,0.32696,-0.92304,-0.9346,0
Neg_1084,-0.12053,0.20888,-0.37414,-0.39436,-0.82934,-0.16146,-0.773,0.67833,-0.65879,-0.46303,-0.24837,0.31288,-0.76026,0.726,-0.42081,-0.45565,0.59959,-0.45684,-0.1047,-0.12434,-0.10126,0.37016,0.06656,-0.24431,0
Neg_1194,-0.09409,2.0577,-0.27083,-0.0729,1.82705,0.69914,0.43722,0.85956,1.12058,0.08967,0.40214,0.69009,-0.07794,0.86799,1.25271,0.06841,1.06305,1.08782,-1.323,1.68415,0.84408,0.03913,0.06254,-0.57064,0
Neg_908,0.16617,0.73515,-0.23336,0.50219,0.3989,0.10866,0.11406,-0.06055,0.2576,-0.75342,-0.132,1.46576,-0.14686,-0.2375,0.02496,-0.2732,-0.22582,0.163,-0.33948,-0.29202,-0.66781,-1.01764,-0.26973,0.54053,0
Neg_638,1.09323,1.05494,1.14144,1.05441,0.88852,0.19386,0.82741,0.20112,0.5629,0.35755,0.56259,0.6938,0.56066,-0.11414,0.32889,0.72439,0.14574,0.72124,0.98595,0.26313,0.35042,0.82696,0.25302,0.3367,0
Neg_2741,0.22259,0.77379,-0.90489,-0.14068,0.34295,-0.06804,-0.16406,-0.50778,0.43323,-0.14485,0.52229,0.23133,0.00102,-0.35522,0.35825,-0.02514,-0.47434,0.31592,0.3528,-0.32568,-0.32257,-0.03189,0.62291,-0.38251,0
Neg_1368,0.26004,0.28247,0.30466,-0.1772,0.48338,0.54355,-0.43816,0.07781,-0.02843,-0.36492,-0.11983,-0.29873,-0.35999,0.09997,-0.1845,-0.34799,0.26238,0.10037,-0.23538,0.45446,0.29943,0.14134,0.83178,-0.04566,0
Neg_1005,-1.18179,-0.01007,0.9038,0.45722,0.9818,-0.61894,-0.09754,-0.40044,-0.68767,0.49257,-0.81193,-2.88747,-0.1194,-0.43312,-1.061,-0.68829,-0.30552,-0.52479,-0.92615,-0.05859,-0.52572,0.58896,0.05899,1.96623,0
Neg_2790,0.0464,0.01921,0.35953,-1.52204,0.04113,0.34646,0.83628,0.72766,0.7668,-0.05057,-0.61855,-0.64152,0.70102,0.46803,0.26607,0.45512,0.43298,0.41564,-1.24966,0.22729,-0.40243,1.07177,0.44354,-0.14669,0
Neg_1572,0.46082,0.05071,-0.35261,1.35157,0.78575,0.50284,2.36599,2.97459,2.48836,0.58332,-0.39115,1.01023,2.02846,2.50606,1.98984,2.31175,2.83142,2.30932,0.56201,-0.00169,0.50672,1.28249,1.32128,0.60521,0
Neg_1734,-0.40859,-0.77486,-0.56546,-0.36796,-0.40156,-0.93151,-0.27466,-0.3428,-0.14398,-0.48295,-0.07042,-0.06971,-0.4544,-0.29675,-0.00383,-0.35679,-0.33594,-0.25697,-0.24213,0.08906,-0.10692,0.76025,0.39977,0.31099,0
Neg_435,-0.41667,-0.05252,-1.43756,-0.56751,-0.24326,-0.54118,-0.22076,0.28656,0.34786,-0.34495,0.04475,0.17805,0.06377,0.43064,0.34768,-0.10477,0.26789,0.01499,0.23801,-0.1982,-0.55392,-1.05962,-0.33064,0.34473,0
Neg_409,2.88676,1.28177,1.44687,1.0905,0.20861,0.55736,0.40473,-0.72179,0.03519,-0.81621,-0.82003,0.07805,-0.28132,-1.57112,-0.11284,0.10874,-0.67866,0.06071,0.04785,-0.13758,-0.16098,2.35237,1.31697,1.93865,0
Neg_436,0.46459,0.17545,-0.13681,0.36807,-0.22482,-0.41452,-0.882,1.10225,-1.1705,-0.68891,-0.90041,-0.15088,-0.80493,0.86642,-1.21814,-0.64287,0.56151,-1.42489,0.22575,-0.31996,-0.19433,0.5613,-1.79199,-1.02386,0
Neg_1409,-0.41086,0.20137,-0.25882,-0.74446,-0.47518,0.27345,-0.6699,-0.23475,0.07105,0.1329,0.29153,0.29327,-0.71276,-0.32672,0.17282,-0.67488,-0.02388,-0.01787,-0.08327,0.72507,0.20226,0.02108,-0.11213,0.57555,0
Neg_1603,0.09433,-2.31494,-0.60425,-0.11275,-1.45099,-0.86919,-1.29429,-0.39243,0.61822,-1.62197,-1.35525,-0.36808,-1.08469,0.13652,0.80263,-0.73684,-0.53739,0.88206,0.1977,-0.86534,0.36081,0.61503,-0.9336,0.63813,0
Neg_2900,1.00168,0.69593,1.37536,0.93784,-0.21067,0.23099,-0.4852,-0.8529,0.34981,-0.07433,0.3342,0.18686,-0.68492,-0.41832,0.35428,-0.60745,-0.82868,0.19127,-0.27484,-0.30816,0.19961,-0.23333,-0.38013,0.12989,0
Neg_469,-0.72813,-0.10105,0.7556,0.61492,0.50663,1.14715,-0.27735,-0.49091,-0.07614,-0.1493,-0.32415,0.12704,-0.27591,-0.70642,-0.07992,-0.40632,-0.59167,0.15066,-0.5107,-0.72938,0.71342,-0.8372,1.14225,-0.72811,0
Neg_395,-0.16632,-0.05135,0.22756,-0.70578,-0.66022,-0.02442,-0.98856,0.02122,0.40265,0.35225,-0.15026,1.07656,-0.79276,-0.22707,0.67534,-0.69699,-0.22345,0.44526,-0.08046,-0.21365,0.36086,-0.74796,0.3239,-0.28079,0
Neg_2006,1.81175,1.37722,0.00474,1.97112,1.50664,0.62294,-0.31414,-0.14732,-0.77617,0.85438,1.31683,1.25736,-0.44565,-0.39843,-0.50283,-0.18809,0.2439,-0.69974,-0.14023,0.17853,-0.32768,1.43057,1.15255,-0.14295,0
Neg_2138,-0.44205,1.30383,-1.38977,0.10705,-0.28243,-0.53921,0.25038,-0.30524,-0.99151,0.45191,0.15643,-0.5767,0.13922,-0.22395,-0.791,0.04162,-0.05946,-0.94801,-0.0816,-0.4401,-0.71743,-0.82736,-0.20443,-0.22853,0
Neg_1534,1.05752,0.75735,-0.2467,0.87736,-0.22472,0.7674,2.99633,0.86557,0.73451,1.78187,1.27939,1.40705,3.54657,0.79299,1.0691,3.69352,1.47724,0.65331,4.72332,2.4702,1.40078,0.90472,-0.11336,-0.37544,0
Neg_726,-0.33168,0.49809,0.04998,-0.65506,0.6367,-0.18946,0.35818,0.09992,1.46104,0.88171,0.4613,-0.23439,0.26469,0.20308,1.84954,0.37613,0.37827,1.80031,-0.38748,0.11765,1.9842,-0.62341,0.0605,-0.07535,0
Neg_2658,-0.77506,0.98345,0.47043,0.21327,0.64465,-0.08675,-0.03048,0.14284,0.0898,0.11337,-0.00533,-0.00132,0.09302,0.03894,-0.09902,-0.10897,-0.25919,0.11165,-0.47712,-0.00329,-0.24197,-0.40441,0.33295,0.37289,0
Neg_885,-0.01743,-0.35924,-0.0632,-0.27241,-0.83604,-0.02879,-0.08469,-0.75366,-0.38819,-0.22236,-1.1336,0.00016,0.02956,-0.41724,-0.12779,-0.16624,-0.58899,-0.04923,0.10376,-0.06942,0.06163,0.50146,-0.08922,0.07876,0
Neg_1364,-0.62751,0.95703,0.68271,-0.19005,-0.28717,0.44172,0.38566,0.40191,0.47854,-0.34103,0.89994,0.11294,0.2668,0.32052,0.39568,0.22705,0.38569,0.25177,-0.30175,0.07796,-0.31004,-0.03753,0.83994,0.74319,0
Neg_2867,0.91483,0.62209,0.16746,0.47229,-0.12677,0.24934,0.32963,0.08162,-0.44672,0.69634,0.77266,0.41446,0.42061,0.09621,-0.5639,0.54262,0.44254,-0.34744,0.67951,0.29081,-0.17609,0.67438,0.21277,-0.49107,0
Neg_1869,-1.4723,-0.8184,1.36666,-0.49568,-0.40276,0.16932,-0.51547,-0.1315,0.14237,0.27505,-0.13807,0.02063,-0.37994,-0.20717,0.08886,-0.66799,-0.2345,0.33592,-0.43211,0.04763,0.84172,0.22245,0.06352,1.40951,0
Neg_429,1.87545,1.5034,1.02646,1.1476,1.13565,0.15678,-0.4014,0.63173,-0.08527,-0.24445,-0.33844,-0.68658,-0.73336,0.16762,-0.4059,-0.3357,0.5131,-0.27112,-0.08536,-0.11667,-0.25974,1.22007,1.76897,1.08319,0
Neg_1518,-0.60436,-0.25119,-1.33918,-0.13151,0.57432,0.37034,-0.51782,-0.57355,-0.86453,-0.14809,-0.03853,-0.54195,-0.43992,-0.43054,-1.07207,-0.747,-0.25619,-0.91087,-1.89607,-0.33945,-0.47375,1.20054,0.68093,0.08498,0
Neg_2431,-0.37899,0.67989,-0.44003,-0.33132,0.30283,-0.29045,0.14539,0.59395,-0.02815,-0.17723,-0.43858,0.33512,0.11253,0.4898,0.08575,-0.00619,0.59016,-0.30362,-0.12394,-0.05111,-0.61726,0.06259,-0.04183,-0.28017,0
Neg_788,0.00334,-0.80176,-0.68478,0.41635,0.05679,0.29493,0.33186,-0.8674,-1.21543,0.49057,1.1405,-0.4938,-0.03978,-0.23635,-0.92608,0.39028,-0.75927,-1.03206,1.78105,-0.15203,-0.77649,0.30946,-1.51192,-1.11274,0
Neg_2574,-1.39963,0.31293,-1.05504,0.28843,1.10803,0.05529,-0.31745,0.91927,0.0537,0.56417,1.49959,0.59058,-0.35893,1.17618,-0.06931,-0.97412,1.1975,-0.55912,-1.2731,1.53205,-1.30568,-0.25405,-0.5334,-0.10289,0
Neg_1548,-0.44121,0.00056,-0.10834,-0.65133,-0.72289,-0.75428,-0.238,0.09944,-0.41019,-0.45627,-0.81647,0.07137,0.04847,-0.08013,-0.36249,-0.22354,-0.14832,-0.59706,-0.33854,-0.29085,-0.38382,-0.49862,-0.58967,0.07775,0
Neg_1959,1.14568,1.69072,0.67792,0.60441,1.32806,0.34956,1.07474,1.0468,0.6686,0.96558,0.97465,1.05309,0.86923,0.81709,0.23929,0.99437,0.86011,0.55073,0.22077,0.53427,0.00165,0.35496,1.70081,0.16098,0
Neg_1124,-0.231,-0.26757,-0.79878,0.07606,-0.38231,-0.67133,0.13728,-0.0949,0.01332,-0.65829,-1.31586,-0.16624,0.25276,0.00031,0.19404,0.27516,-0.09156,-0.31531,-0.68845,0.10704,-0.9537,-0.28622,-0.65197,-0.16879,0
Neg_1324,-1.29769,-0.22128,-0.2393,-1.22295,-0.67713,-0.04593,-0.05944,-0.03408,-0.12629,0.9097,0.22329,-0.22046,0.03493,-0.15495,-0.02995,-0.3738,-0.13982,-0.17289,-0.99152,-0.29514,-0.43006,-0.35661,-0.09845,-0.36976,0
Neg_1533,-0.26885,-0.98961,-0.35797,0.18034,-0.01178,-3.75182,-2.62391,-0.45856,-2.00657,-0.3913,-0.41205,-1.27401,-2.3308,-0.10521,-1.28538,-2.26301,-0.65604,-0.69815,-0.1799,-0.13658,0.3137,2.12009,-0.81799,0.60701,0
Neg_2429,1.21557,0.68037,-0.50934,-0.22671,1.0738,-0.69212,-0.48877,-0.05351,0.53958,-0.15229,-0.52737,0.33421,-0.60113,-0.52147,0.36626,-0.44928,-0.24965,0.09317,0.49219,-0.30643,-0.18507,-0.83102,0.11202,-0.19474,0
Neg_2123,0.37862,-0.65212,0.46525,0.92777,0.29282,0.52362,-0.72108,-0.82696,0.84101,1.37664,0.93942,0.60809,-0.60472,-0.64364,0.67412,-0.15017,-0.69376,0.48519,0.50428,-0.13626,-0.60439,-1.55195,0.04952,0.08241,0
Neg_384,0.75277,-0.34072,-0.34893,-0.01483,-0.03531,-0.11706,1.94114,1.29058,1.23869,0.76112,0.46356,-0.4349,1.96259,1.40705,1.37594,1.81239,0.80851,0.86514,0.93832,-0.03709,-0.90815,0.51294,0.7255,-0.2018,0
Neg_2551,-0.40368,0.11424,-0.53059,0.97314,0.75839,0.40918,-0.75341,0.09201,0.23995,-0.04636,-0.10954,0.9986,-0.63947,-0.23187,0.24311,-0.86442,-0.03078,-0.01146,-0.72355,-0.84591,-0.05901,-0.76641,0.38278,0.09284,0
Neg_380,-0.78797,0.65841,-0.2003,-0.00032,0.38883,-0.16038,-0.34943,0.18791,-0.06313,-0.0468,0.50622,0.74607,-0.36937,0.28277,-0.0212,-0.76612,0.28967,-0.10335,-0.77934,0.35855,-0.00219,-0.40282,0.23341,0.39543,0
Neg_1697,-1.44951,-0.83256,-0.04786,-0.23964,-0.75226,0.42657,0.36339,0.08419,0.74571,1.03249,-0.58686,0.34816,0.51673,0.09995,0.87777,-0.16381,-0.63737,0.712,-0.42896,-2.11249,-0.90994,-0.79489,-0.12472,-0.82552,0
Neg_2382,-0.56432,-1.61552,-0.25559,0.34844,-0.56532,0.05741,0.24815,-1.20731,-0.02176,0.36932,-1.46732,-1.31054,0.15319,-0.85039,-0.19158,0.13788,-1.28728,-0.13029,-0.38963,-0.58148,-0.44433,1.05085,-1.34627,-0.57277,0
Neg_193,-0.27499,-0.23322,0.14235,-0.07335,-0.0952,0.89712,0.29935,0.0663,-0.08069,-0.03456,-0.05282,-0.5539,-0.06548,-0.20566,-0.30681,0.17325,-0.15828,-0.56326,-0.11769,-0.23785,-0.78532,0.3702,1.85257,0.66407,0
Neg_392,-0.31181,0.4195,-0.26895,-0.42632,0.73598,-0.25824,0.65334,0.04782,0.04204,0.0858,0.43916,-0.58638,0.68144,-0.33555,-0.18485,0.43003,-0.16905,-0.10052,-0.05185,-0.45968,-0.1135,-0.63456,-0.03119,0.30308,0
Neg_1136,0.86479,-0.55134,-1.30871,0.58121,-0.42343,-0.9981,0.0547,0.02295,-0.42139,-0.13481,-1.5563,-0.03923,-0.04495,0.09102,-0.43751,0.13018,-0.02435,-0.52275,0.08563,-0.04497,-0.32053,0.44275,-1.24602,-1.07742,0
Neg_2371,-1.16491,0.45172,-0.71224,0.29411,0.75624,0.1262,-0.44035,-0.07057,-0.38535,-0.65292,-0.0715,-0.22025,-0.63689,-0.07454,-0.35214,-1.37236,-0.12374,-0.51801,-2.15078,-0.17894,0.98282,-1.69127,0.10376,-0.75168,0
Neg_910,0.1005,-0.74164,-0.49078,0.00528,-0.97597,-0.35541,-0.84986,0.05325,-0.52898,-1.24508,0.68246,-0.7822,-0.74389,0.0966,-0.44844,-0.46987,0.25735,-0.37769,0.08003,0.47749,-0.03169,-0.37248,0.10985,-0.39363,0
Neg_656,0.15772,0.07784,0.01826,-0.26524,0.7501,-0.41008,0.39159,-0.15547,-0.06528,-0.69155,-0.90644,-0.58651,0.40003,-0.06095,-0.07358,0.10829,-0.14872,0.06008,-0.41859,0.16853,-0.1309,0.33133,-0.31563,0.01511,0
Neg_718,1.69161,1.57364,1.60581,3.28748,2.55701,2.41588,1.92008,1.79623,1.901,3.27861,3.11393,3.18457,2.2607,1.91724,2.00048,2.38792,2.23173,2.14304,2.56027,2.50983,2.42522,-0.62655,-0.27163,0.56656,0
Neg_400,-0.09539,0.49036,0.67127,0.01759,0.2037,0.48259,1.44049,1.10831,1.01996,0.09991,0.20288,0.60576,1.08521,0.98256,0.84672,1.32795,0.98069,0.97263,0.01508,-0.15407,0.0017,1.4432,1.3787,1.129,0
Neg_742,2.63779,0.34333,-1.50219,2.44291,1.16798,0.32059,-0.85842,1.28955,-1.81816,0.35814,1.27254,2.0239,-1.35846,0.06384,-0.06511,0.7612,0.32176,-0.9767,-0.08294,0.23318,0.38582,3.00737,0.34303,-2.09995,0
Neg_1273,-0.12044,-0.75919,-0.22762,-0.96476,-0.09334,0.14408,0.00152,0.21264,-0.31324,-0.61302,-0.36056,-0.18967,-0.11746,0.12129,-0.38059,-0.08799,0.25097,-0.43271,-0.33065,-0.22145,-0.63082,-0.37761,-0.14234,-0.70051,0
Neg_2830,-0.50979,1.20323,-0.92465,0.23453,-0.10506,0.54178,-0.25988,0.35629,-0.75037,1.82047,0.8275,1.09107,-0.46263,0.1896,-0.48897,-0.41037,0.52227,-0.83133,-0.2996,0.00757,0.46384,0.04281,0.55685,-0.24148,0
Neg_567,-0.16347,0.81816,-0.16331,0.08678,0.08003,-0.15627,-0.08142,-0.00675,-0.65185,-0.24163,-0.3694,-0.72343,-0.04813,0.03935,-0.5135,0.18019,0.08524,-0.52752,0.0376,-0.1996,-0.2817,0.54654,-0.32602,-0.26296,0
Neg_588,0.37827,0.16449,-0.59509,0.27526,-0.71444,-0.15089,0.50239,0.31974,0.60252,-0.21108,-0.4497,0.40031,0.39628,0.23355,0.75827,0.42609,0.29107,0.29725,0.49573,-0.4908,0.51465,0.10639,-0.75925,-0.30905,0
Neg_183,-0.46751,0.30913,0.05836,-0.06551,-0.00592,-0.78538,-0.44922,-0.22025,-0.78559,-0.06171,-1.02486,-0.90184,-0.13646,-0.20376,-0.54524,-0.57971,0.05534,-0.71606,-0.07696,-0.05284,0.02473,-0.32228,-0.4093,-0.08757,0
Neg_2770,1.22144,1.13285,1.16784,0.60992,0.70296,0.81899,-0.59385,0.497,-0.53158,0.51595,0.46416,0.32859,-0.83837,0.16123,-0.71175,-0.61974,0.34199,-0.45466,0.38859,0.02459,-0.40168,0.04552,-0.03163,-0.19113,0
Neg_864,0.31409,-1.11267,0.39699,0.00911,-1.21212,-0.80308,-0.07588,-0.13483,-0.40749,-0.26602,-1.06729,-0.48586,0.06152,-0.10051,-0.54734,-0.25599,-0.02535,0.18958,0.24869,-0.30761,0.53705,-1.1671,0.01283,0.42593,0
Neg_2883,-0.97091,0.05758,-0.4149,-1.07891,-0.14131,-0.89381,-0.68256,0.3853,-0.56145,-1.10678,0.21174,-1.09041,-0.77321,0.32704,-0.41961,-0.88293,0.58379,-0.55684,-0.49588,-0.0639,-0.49142,-0.25865,-0.20846,-0.91181,0
Neg_2689,0.32725,0.45096,0.20422,0.22764,-0.50434,-0.47406,0.03726,-0.5638,-0.39437,0.33634,2.74181,2.43223,0.19806,-0.70138,-0.34093,0.05068,-0.43089,-0.20232,0.20749,0.34473,-0.29186,-1.44025,0.99326,0.05263,0
Neg_1381,0.43008,-0.50634,0.40517,-0.47507,0.00187,0.45132,-0.13232,-0.33692,-0.01898,-0.35361,0.04691,-1.02138,-0.07145,-0.2405,-0.148,0.01412,-0.3994,-0.0923,0.51484,0.13386,-0.8251,-0.93136,0.08389,0.26636,0
Neg_829,0.32293,-0.05585,-1.69352,-0.50631,0.05866,-0.47912,-0.12845,0.23513,-0.30668,-1.09034,-0.51158,-0.12481,-0.3648,-0.0576,0.06275,0.16595,0.30436,-0.27302,-0.45781,-0.16163,0.38418,1.08313,0.13078,-0.7794,0
Neg_2495,-0.44176,-0.45349,-0.01242,-0.86428,-1.08953,0.53286,-0.08045,0.83727,0.19504,-0.6179,-0.67466,-0.15031,-0.01425,0.38882,0.55223,0.03056,0.73751,0.22805,-0.01146,-0.38381,-0.11823,-2.26547,-0.31697,0.20467,0
