,Charge_density,Charge_phys,Charge_acid,y
Neg_1851,0.28144,0.22084,1.05052,0
Neg_275,0.15204,-1.16003,-0.975,0
Neg_606,0.05745,-0.06661,-0.3557,0
Neg_1681,-0.38735,-1.34179,-1.21293,0
Neg_861,1.26234,-0.82485,-0.60995,0
Neg_2800,-0.18994,-0.57797,-0.63355,0
Neg_390,0.96585,0.65836,0.13786,0
Neg_950,0.9144,-0.2823,-0.34786,0
Neg_2285,0.25293,-0.68898,0.08111,0
Neg_1066,-0.30285,-1.18682,-1.11872,0
Neg_1485,0.08757,0.35989,0.01656,0
Neg_2718,0.14732,2.1699,2.40936,0
Neg_107,0.85944,0.94123,0.83435,0
Neg_2560,-1.5146,-0.20798,-0.27088,0
Neg_1520,-0.04302,-0.67053,-1.04268,0
Neg_951,0.17506,0.2568,0.16574,0
Neg_2753,0.74575,0.22426,0.41214,0
Neg_2737,-0.7382,-0.2909,-0.38259,0
Neg_2449,-0.15531,0.22465,0.57248,0
Neg_1538,0.4746,-0.68503,-1.1215,0
Neg_1588,-0.57575,-0.76856,0.10496,0
Neg_1070,-0.59913,-0.33947,0.20101,0
Neg_1907,0.17263,-0.75912,-0.80858,0
Neg_1444,-0.92073,-0.65175,-0.70484,0
Neg_2536,0.01214,-0.27032,-0.33697,0
Neg_1336,-0.8157,-0.16846,-0.23786,0
Neg_1125,-0.35398,-1.41674,-1.44399,0
Neg_1238,-0.20756,-1.23124,-0.9298,0
Neg_2438,-0.01865,-0.62496,-0.16258,0
Neg_2869,0.39973,-0.53878,-0.81565,0
Neg_734,-1.32615,-0.79726,-0.84543,0
Neg_2747,-0.77974,1.24047,1.12349,0
Neg_2767,0.73752,-0.70498,-1.0501,0
Neg_347,-0.31544,-1.23986,-1.27308,0
Neg_1890,-0.15696,-0.8562,-1.31349,0
Neg_2457,-0.57059,-0.1552,-0.13498,0
Neg_2919,-0.20437,-0.84686,-0.56922,0
Neg_2764,0.59728,-1.1312,-1.30064,0
Neg_834,0.11685,-0.51949,-0.4688,0
Neg_1570,-0.30134,0.43025,0.07725,0
Neg_2750,-0.28402,-0.37049,-0.0436,0
Neg_290,-0.18939,-0.539,-0.94355,0
Neg_862,-0.87703,-0.1093,-0.33213,0
Neg_2654,-0.31749,1.0848,0.97307,0
Neg_597,-0.9274,-0.24237,-0.44503,0
Neg_353,-0.23225,0.53619,1.91093,0
Neg_2500,-0.08169,-0.91008,-0.9295,0
Neg_1446,-0.31715,-1.50977,-1.53388,0
Neg_842,0.8456,-0.32489,-0.45264,0
Neg_53,-0.13552,-0.71484,-0.76579,0
Neg_291,-0.31216,0.47247,0.55417,0
Neg_1687,-0.36489,-0.99683,-0.65282,0
Neg_809,0.33984,-0.73528,-0.16489,0
Neg_2858,-0.09218,-0.65778,-0.25392,0
Neg_1779,-0.78322,-0.35395,-0.41709,0
Neg_2114,-0.05884,-0.89622,-0.69181,0
Neg_327,-0.71296,-1.03142,-1.07168,0
Neg_249,-1.16163,-0.35391,-0.41705,0
Neg_514,-0.08149,-1.06207,-1.49916,0
Neg_894,-0.34655,-0.25121,-0.31782,0
Neg_1154,-0.90136,1.3131,1.19366,0
Neg_1974,-0.51378,0.03589,-0.18986,0
Neg_607,0.035,0.39525,0.46751,0
Neg_1464,0.48451,-0.83754,-0.88965,0
Neg_2840,-0.56736,-0.56635,-0.62232,0
Neg_2251,0.41022,-0.61873,-0.89072,0
Neg_2517,-0.28934,0.17654,0.38829,0
Neg_1853,-0.07002,-0.40657,-0.39848,0
Neg_1312,-0.15227,-1.32472,-1.35508,0
Neg_2838,1.00002,1.29914,1.18018,0
Neg_1722,-1.48832,0.82252,1.1062,0
Neg_2116,-0.43333,-0.51767,-0.22162,0
Neg_2327,-0.01668,-1.09551,-0.97653,0
Neg_1128,0.62036,-0.63252,-0.95919,0
Neg_1231,-0.03923,-0.2823,-0.34786,0
Neg_2384,0.53162,-1.50977,-1.53388,0
Neg_713,-0.29144,-0.84431,-0.60224,0
Neg_2475,-0.18188,-1.05934,-1.09866,0
Neg_545,-1.06921,-0.67026,-0.80521,0
Neg_1732,-0.31602,-0.53953,-0.41727,0
Neg_1703,-0.28074,0.0321,-0.1209,0
Neg_2537,-0.80842,-0.11788,-0.25304,0
Neg_1601,-0.58112,-0.91423,-0.31518,0
Neg_238,0.15228,-0.22675,-0.36828,0
Neg_2704,2.07813,1.06058,0.94967,0
Neg_2652,-0.24684,0.24708,1.52091,0
Neg_1700,-0.49164,-0.69772,-0.78582,0
Neg_2744,0.56624,-0.26305,-0.24457,0
Neg_43,-1.55759,-0.38816,-0.65611,0
Neg_235,0.44296,-1.50977,-1.53388,0
Neg_1433,0.50423,-1.22829,-0.1656,0
Neg_1473,-0.31759,-0.60251,-0.65725,0
Neg_1047,0.16899,-0.58208,-0.64278,0
Neg_2221,0.07584,-0.84069,-1.13242,0
Neg_691,-0.2409,0.53619,1.91093,0
Neg_128,0.53303,1.12106,0.29696,0
Neg_1952,-0.21918,-0.72822,-0.77872,0
Neg_2059,-0.31268,-0.09308,-0.36535,0
Neg_661,-0.65101,-1.23092,-1.07156,0
Neg_1100,-1.03806,-0.68424,-0.26201,0
Neg_2458,-1.40188,-0.3681,-0.43076,0
Neg_983,3.65801,-0.55818,-0.61442,0
Neg_2250,0.24733,-1.00138,-1.23906,0
Neg_674,-0.99263,-1.08983,-0.53043,0
Neg_2825,1.66479,0.41584,0.32671,0
Neg_445,0.20925,0.23068,0.1478,0
Neg_640,0.96291,-0.89558,-0.90787,0
Neg_1903,-0.42098,-0.29533,-0.32079,0
Neg_671,1.1861,-0.51284,-0.51898,0
Neg_2147,-0.53803,-0.86048,-1.16632,0
Neg_475,0.87286,5.43605,5.17738,0
Neg_1302,0.3728,-0.9029,-1.31477,0
Neg_2077,-0.74419,0.91345,0.80751,0
Neg_2040,-0.06916,-0.56466,-0.66933,0
Neg_2660,-1.5933,1.97562,2.14106,0
Neg_2166,-0.1719,0.34943,0.64667,0
Neg_2376,0.47288,-0.19416,-0.38895,0
Neg_1962,0.63309,-1.36011,-1.25561,0
Neg_1000,-0.1355,-0.82427,-0.82772,0
Neg_250,-0.01065,-1.34373,-1.03554,0
Neg_1718,0.05665,1.76486,1.63017,0
Neg_750,0.26921,0.0385,-0.32112,0
Neg_1014,-1.03017,0.3696,0.0235,0
Neg_2399,-0.87058,-0.48404,-0.43967,0
Neg_561,0.70848,-1.03423,-1.30586,0
Neg_1762,-0.29981,-0.87176,-0.20122,0
Neg_1449,0.74067,1.15179,1.0378,0
Neg_237,-0.06995,-0.32216,-0.38637,0
Neg_345,0.58396,0.26467,-0.57376,0
Neg_2511,-0.3093,-0.62878,-0.81698,0
Neg_2097,-1.08122,-0.02836,-0.10249,0
Neg_1966,-0.90458,-1.1553,-1.19138,0
Neg_255,-0.59029,-0.98994,-0.47456,0
Neg_2365,0.80165,-0.02063,0.35483,0
Neg_1987,0.28896,-0.03892,1.6488,0
Neg_2805,1.03036,0.76936,0.66828,0
Neg_2904,-0.94229,-0.45147,-0.51132,0
Neg_2872,-0.42661,0.01072,0.16142,0
Neg_2355,-0.61382,0.51889,0.42627,0
Neg_576,-1.32494,0.11207,0.03319,0
Neg_2459,0.38926,-0.59058,-0.19902,0
Neg_971,0.01755,-0.83436,-0.64456,0
Neg_898,0.55437,-0.07347,-0.14608,0
Neg_928,0.01507,1.64092,1.13403,0
Neg_2823,-0.41066,-0.69749,-0.92143,0
Neg_2364,0.01044,-0.26743,-0.3335,0
Neg_2806,-0.34832,1.41529,1.29241,0
Neg_1871,0.72059,2.47127,2.36706,0
Neg_50,-1.50454,0.40933,0.89722,0
Neg_2496,0.16489,-0.45805,-0.34522,0
Neg_1030,-1.05017,-1.11942,-0.08383,0
Neg_1978,-0.63762,-0.08575,0.03044,0
Neg_669,-1.79165,-0.5734,-0.62913,0
Neg_1341,-1.0428,-0.38638,-0.91517,0
Neg_843,0.2839,-0.51929,-0.57685,0
Neg_761,-1.6179,-1.04315,-0.79997,0
Neg_988,-0.31477,0.85025,0.74645,0
Neg_2255,0.6131,-1.29163,-0.94057,0
Neg_2557,0.75996,2.40708,0.74424,0
Neg_2677,2.26387,0.77837,1.54155,0
Neg_18,0.91989,3.38215,2.2832,0
Neg_315,-0.11339,-0.63098,-0.83407,0
Neg_1741,-0.33712,-0.58316,-0.54721,0
Neg_2578,-0.26336,-0.39211,-0.01784,0
Neg_389,-1.10257,-0.50602,-0.61766,0
Neg_210,-0.16957,0.09371,0.05085,0
Neg_2427,1.11396,1.16364,1.04925,0
Neg_2323,-0.3111,0.40966,0.1331,0
Neg_2007,-0.27597,-0.48284,-0.54951,0
Neg_891,0.49127,-0.60228,-0.65704,0
Neg_387,-0.27002,-0.75675,-0.42596,0
Neg_741,-0.68733,-0.34826,-0.41159,0
Neg_362,0.60986,-0.87448,-0.92004,0
Neg_1212,0.54097,-0.91158,0.65626,0
Neg_2057,-0.43581,-0.03237,-0.07294,0
Neg_468,-0.58951,-0.62031,-0.67446,0
Neg_2468,-0.6296,-0.14554,-0.21572,0
Neg_873,-0.31678,0.18955,0.10806,0
Neg_1079,0.51817,-0.45645,-0.09221,0
Neg_1710,0.45371,-0.78222,-1.08618,0
Neg_482,-0.31704,0.07036,-0.00711,0
Neg_121,-1.07683,-0.91338,-0.48852,0
Neg_2172,0.41712,-0.09223,0.17053,0
Neg_1897,1.28247,-0.34387,-0.40735,0
Neg_2690,-1.66228,-0.87926,-0.61221,0
Neg_42,-0.40043,-0.01147,0.05672,0
Neg_1748,0.74724,-0.68416,-0.79005,0
Neg_620,-0.61857,-0.63549,-1.07053,0
Neg_2881,-0.69741,0.68923,0.5322,0
Neg_188,-0.18576,0.94607,0.77006,0
Neg_184,-0.67308,0.24613,0.14109,0
Neg_584,0.46675,-1.34926,-1.37878,0
Neg_2423,0.60378,0.23407,-0.32073,0
Neg_2699,-1.24092,-1.13404,-1.17084,0
Neg_147,-0.31681,-0.73286,-0.80688,0
Neg_1376,0.0398,-0.5378,-0.59473,0
Neg_2589,0.10847,-0.45171,-0.51155,0
Neg_2501,0.11087,0.37126,0.28363,0
Neg_288,-0.0969,-0.97387,-1.04724,0
Neg_982,-0.59296,0.08645,0.06098,0
Neg_511,-0.09527,-0.39644,-1.32356,0
Neg_1308,-0.52174,-0.2619,-0.32815,0
Neg_125,-0.02386,-0.40885,-0.19421,0
Neg_564,1.7076,-1.37102,-1.33426,0
Neg_2039,0.21185,-0.73833,-0.92572,0
Neg_1237,0.52298,-0.69323,-0.74492,0
Neg_749,0.13339,-0.71466,-0.72711,0
Neg_189,0.82442,-0.57875,-0.62304,0
Neg_2815,-1.33824,-0.39273,-0.45456,0
Neg_2573,1.17201,1.56944,1.44286,0
Neg_911,1.49028,0.6712,0.57344,0
Neg_2225,-0.24059,-0.51334,-0.24589,0
Neg_591,-0.58607,0.88258,0.93955,0
Neg_428,0.52853,0.13658,0.05687,0
Neg_739,-0.57341,0.14023,-0.02608,0
Neg_449,1.53404,-0.61765,-0.67189,0
Neg_1358,-1.08195,-1.01949,-1.35864,0
Neg_707,0.82573,0.43409,0.64025,0
Neg_1196,-1.15936,-0.32728,0.00265,0
Neg_1113,-0.20608,-1.18628,-1.22131,0
Neg_1437,0.39916,0.38878,0.09436,0
Neg_996,0.89977,0.14309,0.06316,0
Neg_2480,1.31084,0.67936,0.58132,0
Neg_2324,0.35035,-0.61765,-0.67189,0
Neg_2391,-0.65967,0.37771,0.28986,0
Neg_1084,-0.29083,-0.69053,-0.81583,0
Neg_1194,0.15816,-1.19281,-0.96379,0
Neg_908,-0.14487,-0.42329,-0.48409,0
Neg_638,-1.66182,-1.31948,-1.18267,0
Neg_2741,0.64083,0.31221,0.22657,0
Neg_1368,-0.67049,-0.24413,-0.21715,0
Neg_1005,-1.16588,0.18996,0.10845,0
Neg_2790,-0.64037,0.21087,0.77611,0
Neg_1572,-0.04764,-1.26194,-1.01413,0
Neg_1734,-0.50838,-0.85407,-1.16566,0
Neg_435,-0.50651,-0.61253,-0.74472,0
Neg_409,-2.38921,0.51888,0.42627,0
Neg_436,-0.30482,-0.15596,0.52699,0
Neg_1409,-0.80298,-0.47083,-0.74115,0
Neg_1603,0.07145,2.96264,2.97909,0
Neg_2900,-0.78711,4.34357,4.12179,0
Neg_469,-0.00645,0.21123,0.129,0
Neg_395,0.59356,-0.48127,-1.30639,0
Neg_2006,1.20979,-0.76202,-0.44165,0
Neg_2138,-1.01277,0.02456,0.09215,0
Neg_1534,1.07858,-0.17673,0.39678,0
Neg_726,0.60309,-1.21485,-1.2983,0
Neg_2658,-1.2149,0.14528,0.26086,0
Neg_885,0.1725,0.73978,0.70473,0
Neg_1364,-0.3708,-1.20312,-0.59291,0
Neg_2867,-0.31555,-0.16073,-0.2304,0
Neg_1869,-0.86634,-0.71115,-0.6451,0
Neg_429,-3.34082,1.32288,1.6867,0
Neg_1518,0.09991,-0.62677,-0.6807,0
Neg_2431,-0.05773,-0.47513,-0.02695,0
Neg_788,-0.25883,-0.01794,-0.42572,0
Neg_2574,0.85414,-0.54327,-0.47713,0
Neg_1548,-0.33636,-0.48096,-0.53981,0
Neg_1959,-0.80508,0.01733,-0.17032,0
Neg_1124,-0.06032,0.0792,-0.07814,0
Neg_1324,0.04843,-0.57489,-0.74147,0
Neg_1533,-0.29743,-0.24762,-0.67046,0
Neg_2429,-0.00489,-0.46627,-0.15253,0
Neg_2123,0.1808,-0.29354,-0.35872,0
Neg_384,0.89083,-1.17781,-0.50454,0
Neg_2551,-0.11746,0.07511,-0.00252,0
Neg_380,0.02977,-1.06351,-1.20232,0
Neg_1697,1.29987,0.57618,0.48162,0
Neg_2382,-0.65633,-0.03394,0.49588,0
Neg_193,-0.57455,-0.73598,-0.9229,0
Neg_392,-0.80389,-0.84676,-0.68615,0
Neg_1136,-0.00784,-0.14256,-0.2809,0
Neg_2371,0.24602,0.9753,0.37333,0
Neg_910,0.74655,0.30857,0.45054,0
Neg_656,-0.29585,-1.17695,-1.30397,0
Neg_718,1.99451,-0.06305,-0.03512,0
Neg_400,0.10216,-0.22007,-0.71923,0
Neg_742,0.45467,0.38724,0.29907,0
Neg_1273,-0.61748,-1.01421,-0.9886,0
Neg_2830,-1.18754,-0.15463,-0.04902,0
Neg_567,0.32734,-0.78223,-0.75343,0
Neg_588,-0.03283,-0.23436,-0.56385,0
Neg_183,-0.12742,-1.19787,-1.38164,0
Neg_2770,-1.81311,-0.68432,-1.00862,0
Neg_864,1.8434,0.12767,0.33697,0
Neg_2883,-0.75523,1.09046,1.87032,0
Neg_2689,0.74424,0.21256,0.94935,0
Neg_1381,-0.1946,-1.26138,-1.29387,0
Neg_829,0.43478,-0.05134,-0.49526,0
Neg_2495,-0.33736,0.31012,-0.6286,0
Neg_1148,0.11161,-0.28327,-0.34879,0
Neg_819,0.8594,4.03388,3.08261,0
Neg_2683,1.29856,1.50317,1.32895,0
Neg_1304,-0.19469,-1.14912,-1.19511,0
Neg_932,0.5384,-0.21941,-0.15887,0
Neg_2003,1.05073,-0.31026,-0.72299,0
Neg_1512,0.39328,0.27113,0.26494,0
Neg_789,0.62695,-1.04299,-0.84347,0
Neg_1705,-0.18458,-0.68814,-0.42088,0
Neg_360,-0.38651,-0.45755,-0.70388,0
Neg_2473,0.77502,-0.4391,-0.72176,0
Neg_1567,-0.91761,-0.27679,-0.44568,0
Neg_2582,-0.25369,1.23929,1.12235,0
Neg_980,0.30021,-0.41343,-0.47456,0
Neg_2740,0.07381,-1.10229,-1.14015,0
Neg_1041,-0.87657,-0.08152,0.09095,0
Neg_2713,0.17402,-0.56071,-0.61687,0
Neg_593,-0.67618,-0.64177,-0.36795,0
Neg_1882,-0.47629,-0.54584,-0.6566,0
Neg_2760,1.73289,-0.63236,-0.2366,0
Neg_1296,1.09595,-0.63108,-0.18996,0
Neg_784,-0.07289,0.64163,0.48947,0
Neg_2205,0.44147,2.59004,2.42748,0
Neg_981,1.16238,0.3939,0.30551,0
Neg_115,-0.28422,-0.03602,0.25778,0
Neg_499,-0.33627,-0.85231,-0.89862,0
Neg_877,-0.05433,-1.31793,-1.25839,0
Neg_594,-1.67596,-0.91986,-0.96388,0
Neg_596,0.18914,0.37391,0.27247,0
Neg_156,-0.28165,-0.7246,-0.28665,0
Neg_1199,-0.75048,-0.36377,-0.08537,0
Neg_1091,0.90311,-0.86181,-1.25283,0
Neg_2380,-0.4528,-0.95309,-1.3163,0
Neg_1193,-0.29328,0.36546,0.27733,0
Neg_2038,0.09672,-1.06346,-1.2149,0
Neg_796,0.15754,-0.79783,-0.563,0
Neg_583,-0.18929,-0.34112,-0.33309,0
Neg_1399,0.50785,0.4525,0.48603,0
Neg_773,-0.28846,-0.09086,0.33999,0
Neg_2320,0.10867,0.82678,0.35014,0
Neg_2170,-0.02274,-1.06934,-0.87551,0
Neg_1443,0.33766,-0.21845,-0.28616,0
Neg_1969,-0.76209,-1.0971,-0.75992,0
Neg_1220,0.40706,-0.8942,-0.70752,0
Neg_1111,-0.50335,-0.94369,-0.66648,0
Neg_2065,-2.75739,-0.31282,-0.37735,0
Neg_1451,-0.33988,-0.03828,-0.11208,0
Neg_1328,0.54737,-1.44596,-1.47222,0
Neg_140,-0.41227,-0.24658,0.26905,0
Neg_258,0.12474,-0.47349,-0.5326,0
Neg_175,0.79187,-0.33389,-0.41231,0
Neg_2922,0.8987,3.37082,3.18189,0
Neg_577,-0.30798,0.42965,0.67864,0
Neg_1641,0.98225,0.47762,0.33149,0
Neg_758,0.09908,-0.69503,-1.05872,0
Neg_2195,-2.3936,-0.05299,0.02919,0
Neg_157,-0.59147,-1.09276,-1.13095,0
Neg_2325,-0.30322,-0.90017,-0.96787,0
Neg_181,0.29996,-0.85415,-0.9004,0
Neg_2641,-0.30784,-1.08825,-1.07421,0
Neg_1505,-1.82784,-0.87862,-0.49308,0
Neg_2608,0.32474,0.25138,-0.19979,0
Neg_2181,0.4132,-1.36187,-0.92714,0
Neg_2798,-0.95128,-0.724,-0.77464,0
Neg_924,1.58616,2.08296,1.93752,0
Neg_1138,-1.45223,-0.80129,-0.84933,0
Neg_2880,0.12292,-0.66739,-0.71995,0
Neg_2670,-0.9305,-0.35049,-0.41375,0
Neg_925,-0.56459,-1.00015,-1.07204,0
Neg_230,-0.56856,-0.13444,-0.7705,0
Neg_2071,0.14156,2.30034,3.02607,0
Neg_2650,0.37881,0.49392,0.40215,0
Neg_841,-0.28149,-0.86488,-1.16302,0
Neg_2054,-0.13124,0.49899,0.40705,0
Neg_146,-2.45061,-0.96531,-0.91548,0
Neg_162,0.81438,-0.76025,-0.3423,0
Neg_990,-1.39341,1.0515,1.20659,0
Neg_2024,-1.52517,-0.31069,-0.3753,0
Neg_155,0.50333,-0.5528,-0.60923,0
Neg_1412,-1.07795,-1.09728,-1.049,0
Neg_619,0.6122,-0.34869,0.01494,0
Neg_154,-0.55876,0.01775,0.18462,0
Neg_264,0.35795,-0.74247,-0.66381,0
Neg_457,0.37117,-1.02293,-0.66827,0
Neg_1529,0.84323,-0.90174,-0.93192,0
Neg_1725,-1.93363,-0.46642,-0.52576,0
Neg_582,0.83386,0.57465,0.82307,0
Neg_2293,0.06968,0.54728,0.45349,0
Neg_2023,-1.15918,-0.89918,-0.79543,0
Neg_1192,-0.0522,-0.56169,-0.65706,0
Neg_1702,-1.00004,0.43998,0.35003,0
Neg_989,-0.44692,-0.18074,-0.3843,0
Neg_856,0.50554,0.52191,0.71354,0
Neg_2460,0.09023,-0.67255,-0.72493,0
Neg_1967,-0.31922,0.09066,0.04275,0
Neg_1584,-0.59214,-0.28817,-0.92354,0
Neg_909,-0.072,0.67045,0.99845,0
Neg_517,0.08814,-1.1271,-0.99218,0
Neg_2302,0.41903,-1.28263,-1.31441,0
Neg_1633,0.73251,-0.15975,-0.22944,0
Neg_2563,-0.31581,3.86041,3.65494,0
Neg_2911,0.10859,0.25584,0.14896,0
Neg_1261,1.93077,1.38303,1.26123,0
Neg_2493,0.10039,-0.65187,-0.68112,0
Neg_1707,-0.6199,-0.1453,-0.72021,0
Neg_2035,-0.06836,-0.38281,0.05142,0
Neg_2507,-0.33134,-1.07688,-1.0595,0
Neg_2843,-0.51199,-1.22327,-0.91468,0
Neg_2279,-0.85997,-1.29066,-1.24948,0
Neg_633,-0.30855,-0.59251,-0.44074,0
Neg_1442,-0.73792,0.36117,0.27388,0
Neg_1910,0.71194,0.36177,0.58284,0
Neg_2307,0.87451,-0.32415,-0.06973,0
Neg_1627,0.38384,-0.82155,-0.59858,0
Neg_1043,-0.85738,-0.826,-0.8732,0
Neg_851,-0.46828,0.15051,0.16362,0
Neg_1342,0.02959,-0.54423,-0.27063,0
Neg_507,0.37987,0.09386,0.0156,0
Neg_2892,0.73211,-0.90902,-0.83288,0
Neg_887,-0.83218,-1.16226,-1.0611,0
Neg_2177,0.41479,-0.73222,-0.78258,0
Neg_2875,-0.24625,-0.98501,-0.73235,0
Neg_187,-0.3318,-0.28695,-0.29728,0
Neg_731,-0.53919,-0.12798,-0.02075,0
Neg_2878,-1.03914,-0.78266,-0.83132,0
Neg_1195,-0.85659,-0.83347,-0.86431,0
Neg_2134,0.14983,-0.36591,-0.42865,0
Neg_209,-0.67973,0.31664,0.51387,0
Neg_2339,-0.27562,-0.9619,-1.36051,0
Neg_1950,-0.95708,-1.11242,-0.76501,0
Neg_1521,0.14445,0.41013,-0.09512,0
Neg_2328,0.35429,1.85572,1.71796,0
Neg_504,-0.29278,-0.20424,-0.1389,0
Neg_1415,-0.05009,-0.85746,-0.61393,0
Neg_1244,0.02405,-0.81393,-0.86154,0
Neg_2317,-0.31737,-0.32028,-0.38455,0
Neg_1759,-1.37008,-0.23483,-0.68438,0
Neg_1105,-1.88693,0.70473,0.27848,0
Neg_1599,0.35333,-0.37793,-0.28486,0
Neg_349,0.22988,0.72201,0.07197,0
Neg_2091,-0.61648,0.07467,0.48507,0
Neg_2417,0.44194,-1.04774,-0.98967,0
Neg_100,0.9519,-0.10915,-0.18056,0
Neg_2420,0.61835,0.86596,0.76163,0
Neg_1970,-0.28205,-0.76208,-0.91349,0
Neg_893,-0.20277,-0.8035,-0.85146,0
Neg_2534,0.35818,1.43203,1.30858,0
Neg_481,0.30438,-1.36481,-1.39382,0
Neg_1894,0.25931,-0.0942,-0.06188,0
Neg_627,0.38848,-0.22719,-0.09853,0
Neg_2523,-0.24488,-0.84043,-0.88714,0
Neg_1173,0.11405,-1.41041,-0.57376,0
Neg_2625,-0.01937,0.39021,-0.28136,0
Neg_2452,0.17608,-0.46446,-0.55346,0
Neg_754,0.0958,-0.50448,-0.34973,0
Neg_2294,-0.94151,-0.50018,-0.55839,0
Neg_2466,-0.31682,-0.48666,-0.43654,0
Neg_1017,0.35081,0.45858,0.85314,0
Neg_539,0.23089,-0.48625,-0.45864,0
Neg_2199,-0.47501,-0.54912,-0.663,0
Neg_1739,-0.52785,-0.29017,-0.35546,0
Neg_1318,-0.49548,1.01213,1.13585,0
Neg_2842,-0.33148,0.40115,0.28439,0
Neg_1817,-0.6829,0.87955,0.90416,0
Neg_1427,-0.43178,-0.81922,-0.86665,0
Neg_60,-0.39683,-1.07289,-1.31291,0
Neg_1202,-0.5446,-1.25098,-1.35231,0
Neg_1417,0.44346,-0.37286,-0.43536,0
Neg_1392,-1.20342,1.00813,2.6544,0
Neg_1245,3.76558,0.86697,0.7626,0
Neg_1621,-0.31918,0.38724,0.29907,0
Neg_2101,-0.21444,-0.84544,-0.97255,0
Neg_1662,-1.70936,-0.92404,-1.16678,0
Neg_967,0.58941,-0.0409,0.37427,0
Neg_1576,-0.42549,0.14889,0.06877,0
Neg_1044,-0.18709,-0.03682,-0.11067,0
Neg_2674,-0.28992,-0.90375,-0.77257,0
Neg_81,-0.60711,0.03202,-0.48675,0
Neg_1408,-0.48096,0.15634,0.06512,0
Neg_1528,-0.27939,0.50887,-0.19874,0
Neg_2218,0.34201,-0.85277,-1.2665,0
Neg_913,0.0779,-0.06659,0.01577,0
Neg_1553,0.15319,-0.49964,-0.77298,0
Neg_1203,0.94169,1.78266,1.64737,0
Neg_2776,0.48837,0.5702,1.29743,0
Neg_2133,1.26395,0.08463,-0.58216,0
Neg_1961,-0.83185,2.08024,1.65358,0
Neg_1895,0.21265,0.76937,0.40368,0
Neg_2043,-0.18675,-0.33132,-0.64489,0
Neg_334,0.31068,-1.04683,-1.43352,0
Neg_2174,-0.46426,-0.47515,-1.22637,0
Neg_1792,0.32423,-0.25969,0.11534,0
Neg_1052,-0.51466,-1.01294,-1.05382,0
Neg_1327,1.67567,-0.08624,-0.15842,0
Neg_2663,-0.56449,-1.33301,-1.36309,0
Neg_644,-0.82066,-1.02347,-1.08076,0
Neg_2092,0.15441,-0.26339,-0.28574,0
Neg_559,-1.45927,0.23381,0.15082,0
Neg_487,1.73383,-1.11742,-1.00122,0
Neg_2018,-0.56812,0.48299,0.39159,0
Neg_1474,1.11846,-0.20144,-0.26974,0
Neg_1264,-0.48191,0.87925,1.07911,0
Neg_884,1.51247,0.44738,0.35718,0
Neg_1191,-0.22033,-0.44299,-0.50312,0
Neg_1852,-0.18623,-1.23221,-1.39219,0
Neg_786,-0.29869,-0.7025,-0.50407,0
Neg_1686,0.23721,1.59471,1.46577,0
Neg_2755,0.0448,-0.95862,-0.92227,0
Neg_2143,0.49423,0.91468,0.80869,0
Neg_2619,1.39654,1.57279,1.8417,0
Neg_1600,1.55757,-0.09001,0.48579,0
Neg_725,1.24417,0.6549,0.35342,0
Neg_70,-0.49685,-0.37472,-0.32056,0
Neg_2340,-1.46918,1.00931,0.90013,0
Neg_1366,0.76172,1.70713,1.57439,0
Neg_458,-0.75611,0.24844,0.06642,0
Neg_744,-0.51505,-0.31964,-0.38394,0
Neg_2839,-0.16167,-0.8283,-0.6422,0
Neg_575,0.15962,1.36702,1.15545,0
Neg_1839,0.34331,-0.99457,-0.66144,0
Neg_2678,0.06713,-1.02839,-0.98885,0
Neg_1204,0.02626,-0.33406,-0.3243,0
Neg_2351,0.01429,1.47416,1.34929,0
Neg_2899,-2.57843,-1.40746,-0.88591,0
Neg_2474,-0.67464,-1.08294,-0.97179,0
Neg_1760,0.01876,-0.57773,-0.69939,0
Neg_369,-0.86414,0.37942,0.29151,0
Neg_2710,-0.30334,-0.05348,0.1204,0
Neg_2852,-0.7528,-0.26744,-0.04026,0
Neg_1373,1.20984,0.1856,0.09721,0
Neg_2807,-1.1056,-0.60422,-0.43557,0
Neg_543,0.5506,-1.14696,-1.18332,0
Neg_1453,-0.29751,-0.78633,-1.36888,0
Neg_860,-0.31581,2.80036,2.63069,0
Neg_223,0.19987,-1.06307,-0.85685,0
Neg_1842,0.02527,-0.65944,-0.71789,0
Neg_1769,1.1223,-0.09661,0.71088,0
Neg_2295,0.94573,-0.22049,-0.84348,0
Neg_1598,-1.03201,-1.15143,-1.22557,0
Neg_642,-0.68073,-0.42984,-0.09297,0
Neg_2592,0.40795,-0.91658,-1.23032,0
Neg_2426,0.38298,0.42021,0.70894,0
Neg_1004,0.5889,-0.96457,-0.7807,0
Neg_2066,2.01915,1.11774,1.0049,0
Neg_1482,1.02736,0.07405,-0.00354,0
Neg_111,-0.02759,-0.99224,-1.03382,0
Neg_2546,-0.30021,-0.92072,-0.81184,0
Neg_2168,-0.78001,-0.53581,-1.01531,0
Neg_1605,0.31785,-1.20192,-1.23642,0
Neg_2512,0.29544,-0.64825,-0.74238,0
Neg_93,-1.73938,-0.38725,-0.29963,0
Neg_772,-0.52841,-0.36603,-0.42876,0
Neg_206,-0.63027,-0.69672,-0.74828,0
Neg_723,-1.05134,0.44152,-0.15138,0
Neg_1946,-0.2935,-0.52923,-0.92366,0
Neg_2284,-0.27052,-0.29737,-0.56724,0
