,SEP_A,SEP_C,SEP_D,SEP_E,SEP_F,SEP_G,SEP_H,SEP_I,SEP_K,SEP_L,SEP_M,SEP_N,SEP_P,SEP_Q,SEP_R,SEP_S,SEP_T,SEP_V,SEP_W,SEP_Y,y
Neg_938,0.56929,0.71361,-0.1799,-0.56887,0.0857,1.77748,-0.53401,-0.82185,0.55782,-1.04092,-1.81075,-0.80816,-0.26208,0.02364,0.98054,-0.203,-0.33852,-1.26582,0.68408,-0.30702,0
Neg_1639,-0.32395,0.71361,-0.70785,-0.16803,-1.44122,1.77748,-0.05587,-2.06484,0.47163,-0.94161,-0.75429,0.35276,0.29459,-0.11636,1.73448,0.23803,-0.07727,-1.00419,-0.47154,1.02527,0
Neg_1380,-1.83729,0.71361,1.41148,1.45606,1.33216,0.31843,-0.92938,1.19701,-0.21071,-0.78881,0.88092,1.20568,1.58144,-1.7809,0.14023,-0.36268,1.3319,-0.09617,0.68408,-2.69682,0
Neg_995,-1.76347,0.16678,-0.00643,-0.05745,0.43626,-1.37061,-0.12024,0.66657,0.76611,-0.04777,0.88092,-0.01052,-0.20424,0.37366,-0.20533,0.14678,-0.15644,-0.62713,-0.03283,0.46737,0
Neg_274,0.09683,0.71361,-0.27795,1.45606,-1.33215,-1.24124,0.93717,1.19701,-1.76931,-0.40683,0.88092,1.20568,1.58144,-0.47416,1.73448,-0.5756,-1.37561,-0.25777,0.68408,-0.83994,0
Neg_1731,-0.32395,-1.5798,1.41148,-1.00426,-0.49858,-0.24219,-0.05587,0.34197,-0.77094,1.38083,-0.11123,-0.20006,0.29459,0.42811,1.73448,-1.10787,-0.07727,-1.00419,-1.83046,0.12597,0
Neg_1423,0.03777,0.71361,1.41148,1.45606,-2.0255,1.77748,0.93717,-1.58981,-0.419,-1.08676,-1.25036,1.20568,1.58144,1.26815,1.73448,-1.25235,-1.45478,-0.31933,0.68408,-0.90656,0
Neg_1720,-1.14337,-0.29843,-0.11957,-0.714,1.33216,-0.12,0.93717,0.21529,-0.21071,0.65507,-0.98395,0.2264,0.11386,-0.31082,-0.73151,-0.36268,0.35023,-0.95032,-1.48805,-0.00726,0
Neg_1176,-1.04002,-0.57593,1.41148,0.79951,0.59207,-0.54406,0.06366,0.44489,1.24734,-1.01036,0.0082,1.20568,-1.59953,0.0392,-1.23413,-0.43112,0.08106,0.2501,-0.33243,1.02527,0
Neg_298,-0.45683,-1.72671,-0.8436,1.45606,1.33216,-0.37156,-1.81209,1.19701,1.24734,-0.07833,0.88092,-2.19811,-0.58017,1.26815,1.73448,2.02496,-1.03519,-0.8349,-2.51527,1.02527,0
Neg_1494,-0.77426,-0.67386,0.64218,-0.09201,0.53754,0.55561,-0.62595,-0.1489,1.24734,-0.63602,-1.59027,0.40014,-0.36329,-1.12753,-0.0247,0.32167,-0.01394,-1.39663,-0.40733,0.17593,0
Neg_2041,1.04913,-2.72243,-0.49667,-0.54813,0.10128,-0.54406,0.06366,-0.80602,-0.83559,0.99885,0.0082,-0.04211,0.07048,-0.35749,0.0931,0.10116,0.08106,-0.48092,-0.33243,1.02527,0
Neg_2033,-0.634,0.71361,0.44609,-1.52259,0.33499,0.85749,-0.98455,-0.45766,-1.38146,-0.59018,0.88092,0.19481,0.65607,1.26815,0.0931,-0.43112,1.3319,-1.35046,0.68408,-0.04057,0
Neg_1010,0.72431,0.03619,-0.99445,-0.10583,-0.11685,-0.09125,-0.34091,-1.32854,0.24897,-0.59782,-1.19524,0.10794,0.23676,0.18699,0.64285,-0.5908,0.23148,0.03464,-0.20403,-1.40617,0
Neg_964,0.00086,0.71361,-1.29613,-0.73473,-0.51416,0.56999,0.93717,0.20737,-0.45491,-0.67422,0.20112,0.62127,0.67775,-0.03858,-0.12679,-0.3855,0.00189,-1.1427,-0.10773,-0.94819,0
Neg_735,-0.4273,-0.31475,0.84582,-0.19567,-0.52974,-1.06874,0.24755,0.19946,0.03349,-0.04777,-0.27659,0.61337,0.67052,-0.33415,0.40724,-0.98621,0.33439,-1.15809,-0.66414,-0.69006,0
Neg_245,-0.30181,-1.31047,-0.20253,-0.25787,1.33216,-0.59437,-1.619,-0.49725,-0.7494,0.31129,-0.33171,0.58968,-0.21147,-0.66084,0.35227,0.13918,-0.06144,-0.18082,-0.72834,-0.07387,0
Neg_317,0.85719,0.12597,-0.91148,-0.33389,-0.45963,-0.73812,0.27514,-0.85352,-0.40464,-0.31516,-0.6073,-1.22672,1.06092,-0.52083,0.46222,0.27605,0.04939,-0.30394,0.68408,-0.8899,0
Neg_1277,0.17803,-1.9634,1.41148,0.55072,-1.22309,0.24656,0.93717,0.15987,-0.73503,-1.30831,-1.07582,0.17112,1.58144,-1.28309,0.06169,0.40532,-0.85311,0.45787,-0.71764,1.02527,0
Neg_213,-1.06217,-0.59225,0.68744,-0.00216,1.33216,0.62749,0.93717,1.19701,-0.26817,-0.50615,-0.00099,-0.05791,-2.12005,0.02364,0.0774,0.08595,-0.68686,-0.15773,0.68408,1.02527,0
Neg_109,-0.30181,0.71361,-0.68522,1.45606,1.33216,1.77748,0.93717,-1.58981,-0.01678,-0.91105,0.88092,-1.57421,0.30905,-0.10081,1.73448,0.68666,-1.45478,-2.00454,-1.19915,1.02527,0
Neg_1604,0.0673,0.71361,0.34804,-0.57578,0.23371,-0.33563,-0.3593,1.19701,-1.55384,-1.04856,-1.21362,0.09215,-0.54403,-0.50527,0.62714,0.29126,1.3319,-1.20426,0.68408,1.02527,0
Neg_2004,0.41426,0.71361,0.04636,-1.02499,-0.8881,1.77748,0.93717,1.19701,-0.79967,-1.52222,-0.78185,-0.22375,0.2729,-0.1397,0.313,-1.13068,-0.10102,0.07312,0.68408,1.02527,0
Neg_1848,-0.25751,0.71361,-1.6129,0.26737,-0.00779,-0.1775,-0.64434,1.19701,0.01195,0.8919,0.88092,1.20568,1.58144,-0.06969,-0.40166,-0.59841,-0.82144,-2.19692,0.68408,-0.40695,0
Neg_1998,-1.15075,-0.19233,0.03128,0.19134,-0.09348,0.0525,-0.74549,-0.25182,-0.06706,-0.99508,-0.13879,0.32907,-0.15363,-0.59861,1.73448,-0.16498,-0.11686,-0.38089,0.68408,-0.97317,0
Neg_968,-0.00652,-0.01278,0.29525,-0.43756,-0.80241,-0.19188,-0.87421,0.02528,-0.16762,-0.35336,-0.47869,0.50281,-1.02117,0.11698,-0.66868,0.52698,0.62731,-0.64252,-0.26823,-0.61512,0
Neg_1860,-0.84808,-1.17988,-0.8436,-0.97662,-0.99717,0.74249,0.93717,-0.63976,0.21306,-0.48323,0.88092,1.20568,1.58144,-0.53639,0.60358,0.26084,-0.50477,-1.24273,0.68408,-0.1738,0
Neg_854,-0.25751,0.71361,1.41148,-0.42374,1.33216,1.77748,0.93717,-0.95644,-2.56657,0.12794,0.88092,1.20568,1.58144,1.26815,-1.41476,2.02496,-1.84269,-0.62713,0.68408,1.02527,0
Neg_229,-1.07693,-0.89423,-0.8964,0.09459,1.33216,1.77748,-0.87421,1.19701,-0.95051,-0.72006,-0.92883,1.20568,-0.63078,-0.26415,0.18735,-0.88736,1.3319,-0.88876,0.68408,1.02527,0
Neg_397,-0.38301,-0.92687,0.16703,-0.99044,0.76346,-0.465,0.26594,-1.27312,-0.8284,-0.64366,0.2103,0.2343,1.05369,-0.01525,-0.09538,0.25324,-0.51269,-0.55018,0.68408,0.41741,0
Neg_1864,0.6062,-0.04542,-0.45896,-0.73473,-0.26487,-0.005,0.93717,-0.03014,-0.53392,-0.43739,0.02657,-0.01842,-0.21147,-0.94863,0.51719,-1.50328,-0.29102,0.27319,0.68408,1.02527,0
Neg_2553,-0.06558,-0.71467,0.09161,0.24663,0.72451,0.00937,0.21997,-0.98811,-0.28253,-0.29988,0.16437,1.20568,0.63438,0.24921,-1.01423,-0.27904,-1.43894,-1.38124,-0.15053,-0.06555,0
Neg_1504,0.00086,0.10965,-0.376,-0.56887,0.35836,-0.13438,-0.21219,-1.31271,-0.45491,-0.53671,0.20112,-0.89503,0.67775,0.29588,-0.12679,0.47375,-0.77394,-0.78873,-0.10773,-0.01559,0
Neg_2824,0.14112,0.06068,-0.2327,-0.85913,-0.36615,0.21062,-0.29494,-0.52892,-1.31681,0.28073,-0.35008,-0.20796,0.28736,0.6459,0.02242,-0.52237,0.27106,-0.91954,-0.17193,-0.46523,0
Neg_20,-1.39436,-2.76323,1.41148,1.45606,0.23371,0.13874,0.93717,1.19701,0.2346,-0.77353,-1.21362,1.20568,-0.92719,0.17143,-0.99067,0.29126,1.3319,1.46592,-0.82464,-0.87325,0
Neg_1594,0.36259,-0.22498,-1.12266,-0.25096,-0.96601,1.77748,-0.79146,-0.2914,1.24734,-0.04777,-0.84615,0.29748,-1.66459,0.37366,-0.20533,0.59541,-0.62352,0.01925,0.68408,-1.03146,0
Neg_2657,0.41426,-1.61245,1.41148,-0.87295,-0.6466,-0.04813,-1.93162,-0.54475,-1.94887,0.82314,0.88092,-0.22375,0.99585,0.21032,1.09835,0.09355,-1.51019,1.46592,0.68408,-0.10718,0
Neg_1823,0.86457,0.71361,-0.52684,0.09459,-1.0517,-0.42187,-0.16621,-0.36266,0.38544,-0.13181,-0.22147,-1.21093,-0.63078,1.26815,0.79206,-0.30185,-0.70269,-1.21195,0.68408,-0.61512,0
Neg_2352,0.73908,-0.7718,0.03882,0.50925,0.26487,1.19529,0.19239,-1.48689,-1.00797,-0.19292,-0.37764,-1.06088,-0.0235,-0.4586,-0.00899,-0.15738,-0.10894,-0.24238,-0.18263,-1.58936,0
Neg_675,-0.84808,-1.17988,-2.2238,-0.14729,1.33216,-1.3203,0.93717,1.19701,1.24734,2.20591,0.88092,1.20568,1.58144,-0.53639,-0.08752,0.26084,-0.50477,-0.31933,0.68408,-1.90577,0
Neg_38,1.75043,-0.99217,-0.16482,0.01166,-2.22026,-0.54406,0.93717,-0.45766,-0.25381,2.20591,-1.03907,1.20568,0.07048,-1.2442,0.0931,0.43573,-1.84269,-0.14234,0.68408,1.02527,0
Neg_2630,-0.13202,-0.59225,0.20474,-0.30625,1.33216,0.62749,0.93717,-0.06972,-0.5842,-1.04092,-0.58893,1.20568,-0.26208,1.26815,-0.26815,-1.20672,-2.03269,1.46592,0.68408,-0.30702,0
Neg_1313,-1.47557,-0.65754,1.41148,-0.38227,1.33216,-1.05437,0.93717,-0.13306,-0.33999,0.51756,0.88092,1.20568,-1.57784,-0.45083,0.94128,0.00231,-0.41769,-0.23468,-0.39663,0.18426,0
Neg_2083,0.77599,0.077,0.08407,-0.82457,0.72451,0.23937,-0.27655,-1.75607,-0.28972,-0.31516,0.16437,-0.9898,0.03433,-0.66084,0.35227,-0.08894,-0.63144,0.11159,-0.72834,-0.44025,0
Neg_224,-0.11725,-0.24946,-0.28549,0.97229,-0.17918,0.38312,-1.38913,-1.01186,-1.07979,-1.11732,0.23786,-0.9977,0.72836,-0.48194,0.48578,0.10116,0.07314,-0.26546,-0.06493,0.44239,0
Neg_1271,-0.45683,-1.72671,0.53659,0.13606,1.33216,0.40468,0.93717,0.27863,0.41417,-0.88813,-0.18472,-0.30273,-0.87658,-0.21748,-0.9357,0.5726,-0.18019,-0.8349,-1.35965,0.05936,0
Neg_2404,-0.09511,-0.84526,-1.15283,0.13606,1.33216,0.94373,-0.12943,1.19701,0.41417,-0.88813,0.88092,1.20568,-0.87658,-0.67639,-1.82314,0.12397,-0.18019,0.57329,-0.55714,-0.56516,0
Neg_91,-0.44207,-0.32292,0.12932,-0.59651,-0.28824,-0.96812,0.24755,-0.44975,-0.47646,0.90718,-0.28577,0.20271,0.35243,-0.05414,0.39939,0.20001,-0.56811,-1.47358,-1.13495,0.40076,0
Neg_2318,0.14112,0.16678,-0.2327,-0.40991,-0.36615,0.43343,-1.95001,-0.0143,-0.51237,-0.34572,0.26542,1.20568,-0.18978,0.74702,0.02242,-0.7809,0.12064,-1.49667,0.68408,-0.24874,0
Neg_2034,0.97531,-0.14336,1.41148,-0.714,-0.45184,0.13156,-0.66273,-0.18056,-0.39745,-0.6895,-0.71754,0.37645,1.58144,-1.1742,0.36798,-0.06613,-1.15394,-1.4505,0.68408,-0.4236,0
Neg_2914,-1.43127,0.71361,0.67235,1.45606,-1.48796,-0.37156,0.93717,0.42114,0.54345,0.95302,-0.01936,1.20568,-1.03563,-0.41194,1.73448,-1.25235,-2.08019,0.20393,0.68408,1.02527,0
Neg_2749,0.47332,0.71361,1.41148,-1.53641,0.31941,0.02375,0.93717,-0.73476,-0.72067,-0.74298,0.88092,0.17902,-0.18255,0.66923,0.71353,-1.36641,-1.24103,0.13468,0.68408,0.3841,0
Neg_1143,-0.13202,-0.59225,-0.51175,-0.30625,-0.65439,1.77748,0.93717,1.19701,-0.5842,0.98357,-0.58893,-0.05791,0.42472,-1.69534,1.73448,-0.87215,1.3319,-1.04266,-1.02795,-2.14725,0
Neg_80,0.66526,-0.00461,-1.45451,0.44014,-0.18697,0.72092,0.12802,-0.67142,-0.15325,0.71619,-0.91046,0.04476,-0.61632,-0.24859,-0.11894,0.23042,-1.50228,-0.62713,-0.88884,-0.59846,0
Neg_289,0.52499,0.71361,-0.24024,1.45606,0.55312,0.20343,0.93717,0.4053,-1.1588,-0.95688,-1.13094,1.20568,-0.84043,-1.77312,-0.33098,-1.12308,0.01773,0.18854,0.68408,1.02527,0
Neg_1262,-0.77426,0.71361,0.37067,-0.09201,-0.41289,-1.24124,0.93717,1.19701,1.24734,-1.00272,0.88092,1.20568,-0.03796,0.19476,-1.2891,-0.17259,-0.44144,-0.75795,0.68408,-0.12383,0
Neg_2269,0.52499,-0.10255,-1.34138,-0.85913,0.03895,-0.63031,0.93717,-0.11723,0.05504,0.1967,-2.19658,-0.52385,0.38135,0.49034,-0.63727,0.7627,-1.32019,0.18854,0.68408,1.02527,0
Neg_922,-1.26148,-0.72283,0.08407,0.23972,1.33216,-0.7525,-0.68112,1.19701,1.24734,0.86134,0.88092,1.20568,-0.96333,-0.89418,-1.02994,-0.08894,-0.06144,-1.67366,0.68408,1.02527,0
Neg_1843,0.84981,-2.69794,-0.7531,-0.14729,0.77125,-0.45062,0.93717,0.62698,-0.18916,-0.33044,0.88092,0.63707,-0.96333,-0.00747,-0.51946,-0.33227,-0.94019,0.52712,-0.08633,1.02527,0
Neg_40,1.75043,0.71361,-1.6129,-0.42374,-1.79179,1.77748,0.93717,-0.95644,-0.7063,2.20591,0.88092,-1.96118,1.58144,-0.84751,-0.40166,-1.02423,-0.82144,1.46592,0.68408,1.02527,0
Neg_1771,-0.81856,-0.3474,0.1067,-0.23023,-0.5687,-0.38594,-0.25816,-0.17265,-0.26817,0.34185,0.17356,-0.72129,-0.76814,-0.07747,0.71353,-0.05853,1.3319,-1.21195,-0.70694,-0.05722,0
Neg_1068,-0.95882,0.71361,-0.54946,-1.57096,0.68555,1.18092,-0.34091,-0.27557,-1.22344,-0.59782,0.88092,0.10794,1.58144,-1.88979,-0.30742,1.39383,0.67481,0.39631,-0.20403,0.33414,0
Neg_1857,0.45117,-1.55532,0.60447,1.45606,0.49859,0.51249,-0.04668,-1.00394,-0.01678,-0.22348,-0.10204,-1.3057,-0.71753,-0.10081,-1.46973,-0.65163,0.48481,-0.31933,0.68408,0.1343,0
Neg_635,-0.60447,-0.31475,-0.14219,-1.03882,0.74788,0.29687,0.24755,-0.92477,-0.8715,0.1585,-0.27659,-0.12898,0.67052,-0.33415,-0.94355,-0.0129,0.33439,-0.80412,-0.11843,0.40076,0
Neg_2908,0.74646,-1.61245,-0.24778,0.51616,-0.8881,0.79999,0.93717,1.19701,-0.33281,0.02862,-0.36845,0.13163,-0.85489,1.26815,0.00672,0.99082,-0.92436,-1.95837,0.68408,-1.78087,0
Neg_2651,-0.53803,0.12597,0.86845,0.95847,-0.22592,-0.45062,-0.9018,0.62698,0.37107,-0.16237,0.88092,0.2422,-0.0958,-0.53639,-1.31266,0.04793,-1.73978,-0.31933,-1.07075,0.00939,0
Neg_781,-0.05081,-0.69835,0.43101,0.92391,-1.01275,0.84311,-0.65354,-2.33402,0.31361,0.34185,-0.70836,-0.16057,1.02477,0.25699,0.37583,-1.03944,-1.24103,0.13468,0.68408,-0.41527,0
Neg_574,0.03777,-1.17988,-0.33829,-0.97662,1.33216,1.77748,-1.19603,-1.58981,-0.419,2.20591,0.88092,-1.57421,-1.53446,1.26815,1.73448,2.02496,-1.45478,-1.24273,0.68408,1.02527,0
Neg_151,0.03039,0.71361,-0.76818,-0.35463,-0.70892,-0.465,0.93717,-1.09103,-0.9936,0.67035,-0.63486,-0.3817,1.05369,0.70035,0.7685,-0.17259,-1.13811,-1.25812,-0.09703,0.41741,0
Neg_356,0.20756,0.71361,-0.16482,0.01166,-0.29603,1.77748,0.93717,1.19701,-1.63284,-0.85757,0.88092,-0.44488,-0.75368,-0.35749,-1.41476,-0.43112,-0.32269,-0.14234,0.68408,1.02527,0
Neg_1012,0.0673,0.13413,-0.07431,-0.94897,-0.20255,1.26717,0.28433,-0.36266,-1.71903,-0.72006,-0.22147,-1.02929,0.41749,-0.50527,0.47007,1.11248,0.38189,-0.28855,0.68408,-1.33122,0
Neg_455,-0.16154,0.71361,0.18966,0.61983,0.07011,-0.08407,0.27514,-1.05936,-0.79967,0.69327,-0.23065,-0.35801,-0.94888,0.00809,-0.07182,-0.7733,-1.28061,-0.5271,-0.08633,0.42574,0
Neg_2395,0.15589,-1.57164,0.40838,-0.8384,1.33216,0.82155,0.93717,-0.51308,0.29206,0.06682,-1.10338,0.15532,0.61992,-1.31421,-0.87287,-0.82653,-0.37811,-1.08883,0.68408,1.02527,0
Neg_173,0.70217,0.01987,-0.01398,-1.25997,0.66997,-0.73812,0.15561,0.07278,0.22742,0.76203,0.10006,0.5344,-0.94888,-1.03419,-1.01423,-0.9634,0.20773,0.37322,0.68408,-0.15714,0
Neg_1744,-0.56756,0.71361,1.41148,1.45606,-1.11402,-0.47937,0.93717,1.19701,1.24734,-1.85072,0.88092,1.20568,1.58144,1.26815,1.73448,-0.36268,-1.15394,-1.97376,0.68408,1.02527,0
Neg_1127,-0.22798,-0.31475,0.46117,0.2881,-1.32436,0.05968,-0.61676,0.19946,-1.34554,-0.39919,0.88092,-0.42119,-0.1464,-0.04636,-0.1425,0.45854,0.73815,-0.9888,-1.12425,-0.02391,0
Neg_872,-1.67488,0.71361,1.41148,1.45606,-0.35057,1.77748,0.93717,1.19701,1.24734,0.55576,0.88092,1.20568,-2.0333,-0.41194,0.03813,-1.9367,-0.37811,1.46592,0.68408,1.02527,0
Neg_556,-0.7595,-0.84526,0.53659,0.65438,-1.31657,0.18187,0.30272,-0.31515,-0.34718,-0.78117,0.24705,-0.54755,-0.0235,0.36588,-1.21057,0.83874,0.41356,-0.45784,-0.55714,0.05936,0
Neg_1872,1.06389,0.71361,-0.45896,0.81334,0.12465,-0.005,-1.34315,1.19701,0.57936,1.02177,0.02657,-0.01842,-0.21147,-1.4231,-0.75507,-1.82264,0.10481,0.27319,-0.31103,-1.03979,0
Neg_1175,-1.20981,0.12597,0.18966,-0.67253,-0.21034,-0.43625,0.27514,0.23904,-0.79967,-0.14709,0.21949,0.63707,-0.29099,0.00809,-0.29957,0.27605,-0.23561,-0.5271,-0.61064,0.01772,0
Neg_2738,-0.19846,-0.29843,-0.11957,-0.86604,0.36615,0.31843,-1.49027,-1.10687,-0.21071,-0.91105,0.2103,0.2264,-0.32714,-0.55972,-0.55088,0.7627,-0.27519,0.90418,0.68408,-0.00726,0
Neg_2341,-0.19107,0.71361,0.77794,-1.48803,0.23371,0.43343,-0.3593,0.0807,-1.41019,-0.62074,0.10925,0.09215,1.58144,-1.01863,-0.05611,-0.61362,-0.14852,-0.28855,-0.21473,1.02527,0
Neg_2539,-0.4273,-0.22498,-0.45142,-1.49494,0.43626,-0.34281,-0.79146,-0.75851,-0.8715,0.31893,0.88092,-0.27903,-0.55126,1.26815,0.83133,1.1505,-0.15644,-0.80412,-0.54644,0.06768,0
Neg_2859,-0.35348,0.71361,-1.71849,-0.51358,-0.8881,1.77748,0.93717,1.19701,-0.79967,2.20591,-1.73725,1.20568,-1.41879,1.26815,-0.50376,2.02496,1.3319,-1.72752,-2.36547,1.02527,0
Neg_106,-0.81117,-1.14724,-0.30812,-1.68154,-0.95821,0.76405,0.93717,1.19701,-0.39027,-0.77353,-0.41439,1.20568,1.58144,-1.01863,0.62714,0.29126,-0.47311,1.46592,-0.82464,-0.14882,0
Neg_453,-0.19846,-0.29843,-0.95674,-1.01117,-0.24929,0.88624,0.93717,-0.8931,-0.64884,-1.018,0.88092,0.2264,0.11386,-0.31082,0.14023,-0.68965,-0.27519,1.46592,-0.64274,1.02527,0
Neg_1396,1.07866,-0.0291,-0.69276,-0.89368,-1.31657,0.69218,-0.45125,0.47656,0.16278,-0.39155,0.88092,-0.3817,-0.17532,0.56034,-0.45664,-0.75809,-0.59186,-1.15039,0.68408,1.02527,0
Neg_2665,0.37735,-2.2817,1.41148,1.45606,-0.11685,-0.86031,0.93717,1.19701,1.24734,-0.59782,0.88092,1.20568,-0.52957,-0.17859,-1.14774,-1.19152,-2.01686,1.46592,0.68408,1.02527,0
Neg_2357,0.6062,-0.04542,-0.45896,0.0393,1.33216,1.77748,-0.48803,-0.42599,-1.02951,-0.21584,0.88092,-0.75288,-0.7103,-1.4231,0.12452,-1.13068,-0.92436,0.27319,0.68408,0.25087,0
Neg_1937,0.95316,-0.16785,0.06899,-0.16803,0.4908,0.49812,0.93717,-0.21223,-0.77094,-1.26247,-0.75429,-0.65021,0.80066,-0.55972,-0.11109,-0.11175,-0.52852,0.63485,-1.22055,-1.64764,0
Neg_2673,-0.45683,-1.17988,1.41148,1.45606,1.33216,-0.7525,-0.38689,0.05695,1.24734,0.43352,0.88092,1.20568,-0.58017,-1.05753,0.60358,-1.64015,-1.45478,-0.8349,-0.85674,1.02527,0
Neg_693,-0.56018,0.17494,0.26508,-0.03672,0.14802,0.02375,-0.10185,-0.93269,-0.08861,-0.33044,0.27461,0.00527,0.01987,0.08587,0.27373,-0.49956,-0.37811,-1.35816,-0.52504,-0.77333,0
Neg_769,0.84981,0.71361,-0.09694,-0.97662,-0.69334,0.90061,-1.91323,-0.38641,-0.62011,0.67799,-0.23984,-0.3738,0.69944,0.31921,-1.54827,0.50417,-0.25144,-0.91954,-0.62134,0.00939,0
Neg_2833,-0.56756,-1.1554,-0.31566,-0.12656,-0.45184,-0.19906,-0.66273,-0.616,1.24734,0.10502,-1.64539,-0.16847,0.32351,-0.08525,-0.42522,-0.36268,-0.04561,0.65794,0.68408,-0.88158,0
Neg_2773,1.75043,0.71361,-1.6129,-0.7762,1.33216,0.27531,0.93717,-1.36021,-1.63284,-0.26168,-1.03907,1.20568,1.58144,-1.2442,1.73448,-0.43112,-1.22519,-0.14234,0.68408,1.02527,0
Neg_1447,-1.40174,-0.82077,1.41148,0.66129,1.33216,-1.10468,0.93717,1.19701,1.24734,-0.361,-0.17553,1.20568,-2.01161,-0.65306,1.73448,1.1505,0.42148,-1.61979,-0.54644,1.02527,0
Neg_29,0.03777,0.71361,-0.68522,-0.14729,-0.47521,1.77748,-0.68112,-0.63976,-1.0367,-0.48323,0.88092,0.36066,-0.0958,-0.53639,-0.08752,-1.25235,-0.50477,-0.31933,0.68408,1.02527,0
Neg_489,-0.45683,-0.08623,0.67235,1.45606,-0.35057,-0.37156,0.03607,-1.1702,0.06941,-0.07833,-0.01936,-0.0895,0.87295,-1.05753,0.03813,-0.24863,-0.72644,-1.08883,0.68408,-1.46445,0
Neg_2545,0.17065,-0.07807,-1.28859,-1.19777,0.07011,1.0803,-0.5524,-0.49725,-1.1157,-0.05541,0.88092,-0.0737,0.41026,0.51367,0.97269,-0.47674,-1.01144,-0.5194,0.68408,-0.32368,0
Neg_1306,0.56929,-1.3676,-0.51175,0.3503,1.33216,-1.84498,-0.53401,-0.06972,-0.5842,2.20591,0.88092,1.20568,-0.26208,-2.30204,1.73448,-0.45393,1.3319,-0.49632,0.68408,1.02527,0
Neg_617,-0.11725,-0.24946,-0.05169,-0.29243,-0.63881,-0.40031,-0.14782,-1.52647,-0.56983,1.30444,-0.20309,0.27379,0.17892,0.35033,-0.96711,0.10116,0.39773,-0.48092,-1.39175,-0.59014,0
Neg_1372,-0.41992,0.71361,-0.80589,-1.23923,-0.95821,0.76405,-0.3593,0.0807,-0.86432,0.46408,0.88092,-0.59493,-0.06688,-1.01863,-0.57444,2.02496,-0.47311,-0.28855,0.68408,-0.14882,0
Neg_2481,-0.78903,-0.24946,-0.05169,-0.92133,0.41289,-0.04094,0.93717,0.26279,-0.14607,-1.11732,-1.44328,-0.32642,0.17892,1.26815,0.80777,-0.27904,0.39773,-1.4505,0.68408,1.02527,0
Neg_1908,-1.15075,0.71361,-0.0366,-1.35672,0.79462,-0.93218,0.30272,1.19701,0.11968,0.28073,0.88092,1.20568,-1.36096,-1.23642,-0.44093,0.565,0.78565,-0.47323,0.68408,1.02527,0
Neg_1981,1.75043,-1.50635,-0.63997,-1.31526,-0.78683,-0.1775,-1.56383,1.19701,1.24734,0.12794,-1.61783,1.20568,-0.38498,-0.84751,1.73448,-0.04332,-0.82144,1.46592,-2.22637,1.02527,0
Neg_906,-0.30181,-0.15968,-0.68522,-0.74164,0.49859,0.51249,-0.68112,-0.1964,0.47881,0.0821,-0.73592,1.20568,-0.71753,-0.10081,-0.76292,-0.87975,-1.45478,0.64255,0.68408,1.02527,0
Neg_1425,-0.44207,-0.32292,-0.15728,-0.59651,0.34278,-0.35719,-0.62595,0.19154,0.02631,0.14322,0.88092,0.20271,-0.73922,-0.59861,-0.95926,-0.73528,-0.31477,0.15776,-0.11843,1.02527,0
Neg_846,1.07866,-0.0291,-0.10448,-0.70018,1.33216,1.12342,-0.91099,-0.39433,-2.22181,-0.17765,-1.35142,-0.3817,0.92356,-0.90196,1.01981,-0.34748,1.3319,-0.40397,-0.28963,-0.64842,0
Neg_2611,0.49547,-0.32292,0.45363,0.28119,0.34278,-0.16313,-0.23058,-0.70309,0.33516,-0.95688,0.19193,-0.13688,-0.89827,-0.05414,0.39939,-0.5832,-0.56811,-0.61174,-0.11843,-0.97317,0
Neg_1230,-0.16893,0.71361,1.41148,1.45606,-0.69334,-1.01124,0.93717,-2.47653,-0.62011,2.20591,-1.50759,-0.84765,-0.29822,1.26815,-0.30742,0.04793,1.3319,-0.53479,0.68408,-1.13971,0
Neg_1906,-0.65615,-0.06991,-0.51175,0.3503,0.0857,-0.32844,-0.53401,0.43697,1.24734,-0.88049,0.88092,1.20568,-0.77537,-0.71529,0.47792,-1.46526,-0.33852,0.7272,-1.02795,1.02527,0
Neg_2554,0.17803,-1.29415,0.42346,-0.63798,-0.32719,1.21686,0.21997,-0.98811,-1.26654,-0.10889,0.88092,-0.47647,0.63438,-0.3886,-0.84146,0.69427,-0.61561,-0.42706,-0.71764,-0.43193,0
Neg_348,-2.02923,0.71361,-0.1799,0.7926,-0.31161,-0.96093,0.93717,1.19701,0.09814,0.98357,0.88092,1.20568,-2.06221,0.52145,0.47792,-0.203,1.3319,0.23471,0.68408,1.02527,0
Neg_477,-0.77426,0.71361,-0.27795,-1.20468,1.33216,0.78561,-1.12248,-0.57642,0.25615,-0.00193,0.88092,1.20568,0.58377,-1.39199,-1.56397,-0.5756,1.3319,-0.25777,-0.79254,1.02527,0
Neg_67,0.274,0.71361,-1.51485,-0.97662,-0.22592,0.33999,0.93717,-1.25729,-0.18916,1.27388,-0.95639,-0.84765,-0.29822,1.26815,0.77635,0.50417,-1.12228,-1.24273,-0.62134,1.02527,0
Neg_2639,-0.04343,-0.51879,-0.42125,-0.70018,-0.56091,1.77748,0.10044,-0.72684,-0.49801,-0.17765,0.88092,-1.25831,0.48979,0.09365,-0.45664,-0.93298,-0.59186,0.30397,-0.93164,1.02527,0
