,Boman_Index,y
peptide_pm_406,-1.47845,1
peptide_pm_407,-1.19195,1
peptide_pm_408,-0.46521,1
peptide_pm_409,2.05624,1
peptide_pm_410,-1.85651,1
peptide_pm_411,0.86235,1
peptide_pm_412,-0.5905,1
peptide_pm_413,0.1348,1
peptide_pm_414,-0.77476,1
peptide_pm_415,-0.47079,1
peptide_pm_416,0.85707,1
peptide_pm_417,2.20785,1
peptide_pm_418,-0.03979,1
peptide_pm_419,-0.60374,1
peptide_pm_420,-0.63252,1
peptide_pm_421,1.72664,1
peptide_pm_422,-0.62509,1
peptide_pm_423,0.24523,1
peptide_pm_424,-0.10008,1
peptide_pm_425,-0.08328,1
peptide_pm_426,0.60627,1
peptide_pm_427,1.17487,1
peptide_pm_428,0.87642,1
peptide_pm_429,0.60486,1
peptide_pm_430,-1.55638,1
peptide_pm_431,-1.32321,1
peptide_pm_432,-0.53169,1
peptide_pm_433,-0.54431,1
peptide_pm_434,-1.62663,1
peptide_pm_435,-0.97861,1
peptide_pm_436,-1.11443,1
peptide_pm_437,-0.29003,1
peptide_pm_438,-0.50017,1
peptide_pm_439,0.01231,1
peptide_pm_440,0.45103,1
peptide_pm_441,-0.16203,1
peptide_pm_442,-0.22671,1
