,Moran_CIDH920105.lag1,Moran_CIDH920105.lag2,Moran_CIDH920105.lag3,Moran_BHAR880101.lag1,Moran_BHAR880101.lag2,Moran_BHAR880101.lag3,Moran_CHAM820101.lag1,Moran_CHAM820101.lag2,Moran_CHAM820101.lag3,Moran_CHAM820102.lag1,Moran_CHAM820102.lag2,Moran_CHAM820102.lag3,Moran_CHOC760101.lag1,Moran_CHOC760101.lag2,Moran_CHOC760101.lag3,Moran_BIGC670101.lag1,Moran_BIGC670101.lag2,Moran_BIGC670101.lag3,Moran_CHAM810101.lag1,Moran_CHAM810101.lag2,Moran_CHAM810101.lag3,Moran_DAYM780201.lag1,Moran_DAYM780201.lag2,Moran_DAYM780201.lag3,y
peptide_nm_209,0.06798,-0.726,-0.05324,0.38975,0.20121,-0.16232,0.57688,-0.34558,-1.52931,-0.13042,2.15475,-0.41644,0.48607,-0.2628,-1.59354,0.94845,-0.54448,-2.34881,-0.69684,0.18576,-0.0103,1.44743,-0.88297,-0.75248,0
peptide_nm_210,1.88382,0.96857,0.10764,2.48166,0.91788,-0.68859,0.30942,0.4011,0.08388,0.53077,0.92817,0.12295,0.4871,0.34888,0.37348,0.6585,0.35351,0.01342,2.34723,-0.76182,-1.71344,-0.48366,0.74573,-0.03159,0
peptide_nm_211,0.0149,0.62305,-0.47484,-0.88491,0.25641,-1.84181,0.20632,-1.22775,-0.60377,0.78409,1.27453,-1.39123,0.40714,-1.5504,-0.59479,0.37803,-1.62331,-0.37314,1.4233,0.45705,-0.27201,1.13278,0.50085,0.97564,0
peptide_nm_212,-0.48097,-0.25824,1.00859,-0.82376,0.47639,0.06883,0.82148,-0.42198,-0.23151,0.47254,1.03911,0.36825,1.40994,-0.24535,-0.43922,0.94014,-0.22399,-0.35679,1.04108,1.84982,0.17771,-0.69412,0.6049,1.08765,0
peptide_nm_213,0.09056,0.81578,-0.88638,0.2137,0.628,-0.66743,0.96499,0.2466,-1.20932,-0.21728,0.46618,-0.25009,0.79319,0.37201,-1.0024,0.66355,0.36922,-1.05166,-0.1745,0.24034,-0.26735,0.45104,0.27175,-0.58085,0
peptide_nm_214,-2.17337,-0.47733,2.67584,-1.97946,1.07876,1.94638,0.22816,-2.13011,0.52918,1.82567,-0.92898,-3.16345,0.68337,-0.73632,-0.5209,0.92555,-1.89492,1.31604,-0.8236,0.21271,0.28419,-0.75943,-0.85074,2.6937,0
peptide_nm_215,-0.00039,-0.24944,-1.08527,1.04571,0.5417,-0.62598,-1.54295,1.33191,-2.33771,-1.08888,1.65398,-0.39616,-1.39686,1.10831,-1.41639,-1.86189,1.2791,-2.39465,-2.77877,1.39447,-0.43678,-2.0024,2.01652,-2.18021,0
peptide_nm_216,-0.4849,0.71971,0.79878,1.32494,1.7173,1.37292,-1.14883,0.9125,0.36673,1.09485,-0.36375,-1.22942,-0.92248,0.70245,0.37581,-1.19425,1.10066,0.33375,0.93005,1.54867,0.22592,-1.11117,1.3179,0.00208,0
peptide_nm_217,-0.56966,0.17741,-0.24439,-0.55951,-0.40067,-0.22669,1.40488,-0.82244,-0.22214,-0.62011,0.29419,-0.1357,1.17046,-0.81087,-0.29106,0.96342,-1.00153,-0.01307,-0.98683,0.04345,0.22282,-0.27523,-0.22543,1.54805,0
peptide_nm_218,-0.77238,1.42747,-0.50961,-0.21492,1.14975,-1.80649,-0.60286,0.50347,-1.92905,1.26494,1.38136,-0.39456,-0.13721,1.07278,-1.8057,-0.90633,1.38721,-2.3433,0.1669,1.75285,-1.2916,-2.08376,1.68599,0.89881,0
peptide_nm_219,0.77592,0.01864,-0.3512,0.17253,-0.82781,0.68577,-1.14286,-0.24234,0.1813,-0.48897,0.45858,-0.08838,-1.24151,-0.71285,0.8152,-1.1575,-0.24888,0.53542,-1.15849,0.03563,0.12706,0.36779,-0.06812,-0.65804,0
peptide_nm_220,-1.77457,0.84151,-0.36355,-0.7831,0.7741,-1.60094,-0.19113,1.13545,-0.24978,1.07843,0.0677,0.05498,-0.12826,0.76229,-0.14977,-0.34172,1.31891,-0.23828,-0.21071,0.5443,-0.30443,0.47227,-0.17174,-0.35223,0
peptide_nm_221,-1.4311,1.78624,-1.05325,-2.21858,1.81711,-0.7145,-0.75153,0.20359,-0.05372,-0.05456,0.91649,0.53137,0.6143,-0.93743,-0.26241,-0.04036,-0.5984,0.31925,1.08608,-0.30311,-1.15173,-1.1374,1.88858,-1.3876,0
peptide_nm_222,1.46163,-0.08493,-0.70526,0.96781,0.58873,0.43355,1.31861,-0.11902,-1.69909,0.42931,1.44806,0.73775,1.40285,0.10384,-1.72162,1.56531,-0.02313,-1.84077,1.00701,0.7227,-0.64911,2.05029,-0.30567,-1.79924,0
peptide_nm_223,-0.33125,0.16363,-1.12781,-1.4053,0.79693,0.38139,-0.27091,-0.4188,-0.1122,0.27366,-0.71359,1.23147,-0.01298,-0.5024,0.08796,-0.06855,-0.40902,0.49343,-0.31044,-0.18886,0.83314,0.03532,-1.28795,1.0222,0
peptide_nm_224,-0.73172,0.6282,0.93778,-0.80631,-0.59326,0.73098,-0.55776,-1.63315,1.30947,0.23685,0.00329,-1.32507,-0.61089,-1.57358,1.17979,-0.61844,-1.44067,1.3582,-0.97677,-0.44623,1.42491,-0.44785,1.3821,1.49624,0
peptide_nm_225,1.5319,-0.13402,-0.67168,-0.00084,0.51944,0.08766,-0.00281,-0.98844,-0.41623,-0.96896,0.27784,0.06221,-0.63495,-0.39223,-0.29475,0.57564,-0.68172,-0.59457,0.74519,0.33638,-0.57384,0.57906,-1.93591,-0.69525,0
peptide_nm_226,-0.32041,0.44419,-0.76784,0.7547,-0.30599,-0.30144,1.36078,-0.62374,-1.81243,1.60165,0.53394,0.30267,1.0705,-0.74771,-2.02708,-0.09941,0.01778,-1.64844,-0.6858,-0.10438,-0.29877,0.4293,0.35523,-0.25703,0
peptide_nm_227,-0.30493,0.07136,-1.13251,0.31115,-1.03658,-0.80937,1.0049,0.83842,-0.90695,-1.0821,0.20477,0.41399,0.73022,0.92713,-0.63987,-0.03878,1.62675,-0.80548,-2.59803,1.3659,-0.89255,-0.46853,0.14205,0.8225,0
peptide_nm_228,1.30407,1.4806,0.29803,0.19784,1.70981,0.74054,0.58242,-1.17319,0.60477,-1.53923,2.98264,-1.46373,0.4302,-1.55929,0.39429,0.96431,-0.80629,0.426,0.41083,0.21461,-1.10377,1.8859,0.16755,0.67659,0
peptide_nm_229,0.69223,0.85641,-0.11738,2.30542,1.28817,0.7093,-0.19508,0.90604,0.22764,-0.43956,0.44266,0.01498,-2.06762,0.48517,0.56194,0.45531,1.41816,1.03167,1.23878,0.32482,1.37461,2.40012,1.8015,0.84578,0
peptide_nm_230,-1.33148,1.80556,-0.98462,3.00462,1.4017,-0.51115,-0.53828,1.27168,-0.0816,-1.24329,1.02592,-0.43165,-0.96318,0.94313,-0.04908,-1.04049,1.95794,-0.65304,-1.92298,1.88949,-1.5111,1.3429,0.99182,0.1192,0
peptide_nm_231,-0.91325,-0.40226,0.7149,1.15818,0.2001,0.07989,0.32272,-0.72474,-0.38957,1.0456,0.00657,-1.53305,-0.24248,0.34763,-0.77635,-0.10246,-0.60412,-0.04847,0.36725,-1.72918,0.26034,0.0388,2.0054,-1.80325,0
peptide_nm_232,0.28239,0.22138,-1.03049,1.06342,-0.2911,-0.26657,0.455,-0.02129,-0.83677,1.62096,-0.31602,-1.1278,1.0463,-0.11179,-1.21746,0.67907,-0.23985,-0.80822,2.21369,0.42282,-1.22392,-0.36282,0.35015,0.16101,0
peptide_nm_233,0.79059,-0.4447,0.23421,0.55143,0.63609,-0.01009,-0.87078,1.23516,-0.12191,-0.75793,0.33176,-0.75466,-1.03715,1.57666,-0.2491,-0.15012,1.19884,-0.19274,-0.1936,1.29698,0.15529,-0.52971,0.03865,0.64773,0
peptide_nm_234,0.07304,0.42736,-1.76784,0.9057,-0.63887,-1.21061,-0.42167,0.91366,0.57988,-0.81849,-0.38846,0.87772,-0.66035,1.2566,0.51244,-0.80521,1.54527,-0.25956,-0.10345,1.19222,-1.84204,1.00433,-0.27915,0.43395,0
peptide_nm_235,0.77972,-1.56237,0.01422,0.51769,-1.39819,-0.17323,0.1117,-0.70838,0.09358,-0.96645,0.23499,-0.99187,0.19438,-0.12705,-0.81673,0.60382,-0.50361,0.14477,-0.34894,0.78483,-0.54495,0.20549,0.38861,-0.11416,0
peptide_nm_236,1.76979,1.22589,0.13876,0.21486,0.92772,-0.34828,0.89749,1.16836,0.52616,-0.25065,0.70019,0.43837,0.55552,0.73868,0.59456,0.84188,0.98018,0.44205,0.18329,0.32625,0.41439,0.42489,0.34926,0.32442,0
peptide_nm_237,-0.76745,-0.7504,0.5367,-0.65674,0.24963,-0.99647,-1.28835,0.2486,-0.54209,-0.0897,0.26855,-0.43267,-1.32814,0.49549,-0.66588,-1.51189,0.09988,-0.46739,-1.78143,0.12041,-0.51214,0.48667,1.16505,0.42787,0
peptide_nm_238,0.63086,0.80011,0.47898,0.96409,0.53593,1.48311,-0.36986,0.03712,-1.6743,0.76152,0.62594,-0.32354,-1.09598,0.77855,-2.23802,-1.43648,0.97297,-1.47122,0.116,1.57035,-0.09334,-0.80184,0.15144,0.80176,0
peptide_nm_239,-0.19909,0.91481,1.42834,-0.1632,1.20059,1.21461,-0.4113,0.28535,0.1616,1.22719,0.86147,0.44435,-0.4419,0.17789,0.26554,-0.1783,0.5377,0.20608,0.12348,0.62043,1.14573,-0.39374,-0.50391,0.90321,0
peptide_nm_240,-0.80377,-0.0636,1.10578,-0.10375,0.54879,1.69209,-0.89859,0.70007,-0.49864,-0.92543,0.15819,-0.58925,-1.21039,1.00152,-0.53277,-0.74725,1.47831,-0.34525,0.52047,1.34894,-0.84084,-0.23098,0.58776,-1.37603,0
peptide_nm_241,-0.04887,-0.28029,-0.05762,-0.32993,-0.45956,-0.25966,1.81303,0.9866,0.63285,-0.26768,0.37199,-0.78428,1.98683,1.31175,0.2538,1.78938,1.192,0.24107,-0.7278,0.95371,0.72405,0.86117,-0.1359,-1.44865,0
peptide_nm_242,1.42507,0.48129,0.49914,1.6313,0.29259,-0.66086,0.65785,0.66448,0.64501,0.12753,1.57096,-0.8207,0.52306,0.72511,0.60806,1.2865,0.57558,0.64986,1.30125,0.79838,0.14356,2.43547,1.35703,0.54949,0
peptide_nm_243,0.16838,0.26053,0.11908,0.75238,0.07971,0.12659,-0.72283,0.0573,0.53347,1.37445,0.07143,-0.47213,-0.41336,0.19252,0.2544,-0.29832,0.0256,0.307,1.47551,0.00795,0.10459,-0.66317,0.0339,-0.00527,0
peptide_nm_244,1.09223,-0.49565,0.52727,0.17723,-1.34767,1.1471,-0.75465,-0.55028,0.11398,-0.12429,-0.98586,-0.23356,-1.09761,-0.17247,0.05991,-1.12505,-0.89627,0.49447,-0.11618,-0.65729,0.00161,2.2318,0.30507,-0.9211,0
peptide_nm_245,-0.06371,0.88056,-1.34714,-1.07853,0.28873,-1.12075,-0.92207,0.76741,0.33058,-0.80166,-0.0866,-0.81374,-0.36212,0.21384,0.85036,-1.34113,0.21581,1.40918,-2.77488,1.20569,0.20743,0.21908,-1.40546,0.06769,0
peptide_nm_246,-0.69295,0.44071,-1.15973,1.48405,0.28971,0.29305,0.55881,-0.86289,0.10947,0.49327,0.45994,0.41725,0.42061,-0.86875,0.31265,0.74311,-0.79946,0.38133,0.78494,-0.62437,0.52735,-0.74634,-0.23509,-0.38888,0
peptide_nm_247,0.71957,-0.10913,-1.98059,0.40653,-1.65566,-1.22839,-0.80933,-0.42018,0.03559,1.37721,0.43684,-1.64781,-0.56937,-0.40095,0.16334,-0.27583,0.11562,-0.71753,1.27816,0.05957,-0.5022,-2.01685,0.28684,0.79706,0
peptide_nm_248,0.42871,-0.02436,0.64248,0.93155,1.84565,-0.09837,0.13054,-0.19981,-0.89597,-0.35552,1.23716,-0.5323,0.14452,-0.38716,-0.56625,0.63398,-0.24783,-1.17206,0.26233,0.44196,-0.28592,-1.95336,0.56799,-0.50579,0
peptide_nm_249,-0.46725,-0.40394,-0.00489,-0.93603,0.86695,-1.59614,-1.01643,0.8133,0.8014,-1.30615,1.12118,-0.39503,-0.72017,0.91602,1.31657,-0.52146,0.83336,0.94121,-0.55543,1.40372,-0.10375,0.55455,-1.14366,1.2408,0
peptide_nm_250,-1.44169,1.36477,-1.97277,-0.88476,0.76735,-0.40862,-0.32436,0.39265,-0.2776,-0.19782,0.1171,0.22075,-0.08162,0.33718,0.08731,-0.38238,0.25871,-0.00981,-0.61584,1.51237,0.19641,1.16754,-0.00212,-0.1406,0
peptide_nm_251,1.84624,0.38352,-1.16053,-1.04111,1.22417,-0.05189,0.07436,0.61856,-1.53825,-0.49803,0.26389,-0.48518,-0.45841,0.57205,-1.48145,0.18279,0.64636,-1.33257,0.22474,0.16865,-0.22118,0.03806,-2.06134,0.25489,0
peptide_nm_252,1.14168,-0.86207,-0.28562,0.76457,-0.25422,-0.36635,0.72389,-1.2791,0.95656,-1.00354,0.42661,0.50716,0.71553,-0.79011,1.02293,1.06032,-1.25283,0.60547,0.95705,1.16582,-1.86213,-0.65635,-0.91129,2.49356,0
peptide_nm_253,-2.64908,1.38178,0.13652,-2.54371,1.62236,-0.14249,-0.89491,0.06797,-0.88518,-1.64991,0.09377,0.45916,-0.57439,-1.05895,-0.80177,-1.64514,0.47563,-0.90885,-2.0953,0.57402,-1.2296,-0.67074,-1.39877,1.53292,0
peptide_nm_254,0.26605,0.15876,0.69815,0.08432,0.14849,0.85749,-0.23971,-0.25244,1.10117,1.12246,0.66004,0.45672,-0.24972,-0.20684,1.1439,-0.1125,-0.34155,1.20808,0.39721,-0.12132,0.05053,0.18651,-0.85628,-0.05834,0
peptide_nm_255,0.98273,0.1949,0.68535,1.86636,0.76723,0.63338,-0.41321,1.11111,-0.60944,0.9689,-0.09268,0.36955,-0.28996,0.58426,-1.10217,-0.72791,0.77213,-0.60275,-0.54449,0.31441,-0.96557,0.60093,0.13821,-0.18793,0
peptide_nm_256,1.27273,1.65024,-0.28431,1.17589,0.40708,-1.36829,-0.01432,-0.17581,-1.95665,-0.20646,-1.7844,0.91635,0.03582,-0.27151,-1.40212,0.90804,-0.47265,-1.69282,0.43736,0.45523,0.08718,1.16843,-1.69616,-3.16801,0
peptide_nm_257,-1.003,-0.85417,1.47786,-1.27916,0.19356,0.91733,0.8996,-0.60515,-1.38807,-0.40613,-0.08321,-0.8586,0.68451,0.30936,-2.5416,0.07745,-0.21542,-1.43118,-1.71556,0.5467,-0.24413,0.75151,-2.12032,-0.09052,0
peptide_nm_258,-0.51397,-0.69392,0.67629,-0.13796,-0.37025,1.39332,1.50193,1.17643,0.3445,0.06725,0.59583,-1.18414,1.28222,1.70291,-0.00505,1.72589,0.14157,0.52126,1.89109,-0.90245,-0.70437,0.67441,-0.25328,-0.14832,0
peptide_nm_259,-0.32429,0.22134,0.36987,-0.01343,-0.25173,1.01189,0.13797,-0.39811,-0.36236,0.27326,0.0284,0.07661,0.46232,0.23561,-0.30041,0.07586,-0.27158,0.01344,0.77388,-1.442,-0.77222,-1.14955,-0.65808,1.2312,0
peptide_nm_260,-1.23548,0.92497,-1.28995,0.137,0.60441,-1.37852,0.81401,1.12029,0.28464,1.88947,-0.66663,-1.59,1.09614,1.01619,0.30597,0.88045,1.28575,0.12378,1.53238,-0.22067,-0.78696,-1.89322,0.47287,1.62573,0
peptide_nm_261,-0.17054,0.53741,-0.56228,0.27927,0.06005,-0.70901,-0.26661,1.41254,-0.96839,1.36421,1.00599,1.59817,-0.42949,1.53967,-0.85382,-0.48535,1.26364,-1.13708,-0.85433,0.54505,-0.90393,0.78745,0.39909,0.3811,0
peptide_nm_262,-0.38012,0.18244,0.73119,-0.2636,0.4903,-0.72136,-0.64816,-0.67055,0.21883,-0.49492,0.56472,0.51263,-0.84516,-0.73539,0.39804,-0.51956,-0.63388,0.49915,0.78091,-0.71566,0.3182,0.34683,0.23483,-0.33353,0
peptide_nm_263,-0.63844,0.33831,0.01265,0.33324,-1.13269,0.07172,-0.62755,-0.78577,0.38511,-0.48923,1.01216,0.24647,-0.61446,-0.33106,0.5653,-0.45059,-1.01174,0.65672,-0.31726,-0.50791,0.74218,-0.14987,0.64448,0.73773,0
peptide_nm_264,0.18464,-0.38145,0.16654,0.2751,-0.76364,-0.56419,0.1459,-0.74874,0.38807,-1.11378,0.87262,-0.36681,0.35864,-0.70806,0.03128,-0.13062,-0.96045,0.77376,0.40504,-0.35339,0.20815,-1.10048,0.51214,1.34256,0
peptide_nm_265,-0.13903,1.33973,0.13895,1.86626,2.02414,1.01893,-0.66167,-1.67155,1.2019,-0.14204,-0.50504,-0.84171,-0.9372,-1.35611,1.67349,-0.28946,-1.39529,0.63718,0.59792,0.14522,-2.23726,0.23364,-2.50276,1.60112,0
peptide_nm_266,0.30308,0.39337,0.35392,-0.2408,0.52472,1.73098,-1.20995,2.65582,-0.4294,0.21283,-0.17422,2.34007,-1.27925,2.58475,-0.54963,-1.1316,2.54242,-0.56158,0.67872,2.38258,0.61758,0.06944,-0.28709,-0.88684,0
peptide_nm_267,1.28723,-0.83283,-2.54254,0.57157,-0.49146,-0.87903,1.64315,-0.48352,-0.24237,-0.81748,1.32811,-0.02378,1.0209,0.20813,0.75792,1.56395,-0.2471,-0.77965,0.69233,1.0497,-1.27052,-1.02992,-0.59335,1.17595,0
peptide_nm_268,0.16821,0.30625,-0.35332,0.87139,0.82935,-0.10524,2.87501,0.99869,-0.51815,1.62006,0.16378,-0.88626,2.91016,0.7146,-0.67604,2.88069,0.86811,-0.64413,0.68896,1.17931,-0.32029,-0.32379,-0.49658,0.8371,0
peptide_nm_269,0.27919,0.46761,-0.63777,-0.11974,0.21524,-1.0228,-1.6478,1.44307,-1.22243,0.92915,-0.45916,-0.25681,-1.06606,1.10808,-1.19199,-1.55922,0.94701,-1.00813,-0.54208,-0.23036,0.00915,-0.48079,1.12646,-0.1391,0
peptide_nm_270,-1.11297,-0.3578,-0.19749,-0.19611,-0.15489,0.72082,-1.53191,1.9229,-2.58321,0.38697,-2.09097,-0.41603,-1.42704,1.12349,-2.84531,-1.67105,1.64871,-2.14892,-1.05102,0.52561,-0.19809,0.36268,0.5702,1.83298,0
peptide_nm_271,0.61163,0.59469,-0.31874,-1.32057,1.25687,-0.43095,-1.2898,0.64378,0.79957,2.15329,0.16943,-1.76886,-1.13015,1.40557,0.75842,-1.35241,0.77151,1.04578,-0.04371,2.49508,-0.51198,0.50597,1.85771,-1.22383,0
peptide_nm_272,1.47798,0.28746,-0.37248,0.31503,0.54224,1.40354,-0.28726,0.2966,0.71451,0.71665,0.57682,-0.21723,-0.46598,0.46168,1.18915,-0.33934,0.31579,0.93272,-0.47268,0.38837,2.13084,0.33328,-1.66415,-1.63375,0
peptide_nm_273,-0.88769,1.96988,-1.66039,-0.05129,1.51719,0.67029,0.8975,0.66065,-0.59526,-2.30835,1.0619,-0.17305,0.88996,0.35425,-0.56013,1.31931,1.40686,-0.77395,1.44631,1.72538,-1.0126,1.51344,1.00605,0.58061,0
peptide_nm_274,1.08851,0.17,-0.17481,0.30703,-0.10473,1.02204,1.55,1.57412,-0.0435,1.68346,-0.3368,-0.35541,1.91761,1.24148,0.81336,1.79135,1.06377,0.24989,1.46338,0.25941,0.978,-0.16581,0.77979,-1.49742,0
peptide_nm_275,0.0016,-1.52879,-0.81844,-0.06131,-1.33318,-0.64455,0.02185,-1.60886,-0.79493,0.15937,1.13905,-2.36035,-0.26677,-1.03521,-0.90534,-0.0568,-1.78833,-0.81966,-0.10077,0.11178,-1.70219,-0.11793,-1.83096,1.63605,0
peptide_nm_276,0.63554,0.12426,-0.4586,-0.25517,0.37132,-0.14052,1.77207,-0.54658,-0.20233,1.94727,-0.3639,-0.27554,1.80216,-0.3189,-0.10208,1.80865,-0.63506,-0.30089,1.88743,-0.3927,-0.43702,1.3056,-0.58446,-0.31544,0
peptide_nm_277,0.36823,0.49967,0.17361,0.73354,0.59212,1.14697,1.30603,-0.03414,-0.52472,-0.5678,0.83136,-0.70955,1.29847,0.01344,-0.796,1.41311,0.0879,-0.38629,0.65539,0.91874,0.35834,0.9577,-0.42236,0.10404,0
peptide_nm_278,-0.39232,0.56294,-2.38003,-0.69186,-0.56558,-0.71757,-0.37748,-1.9958,0.55782,-1.24435,-0.37767,1.65155,-0.15411,-2.37925,1.02487,-0.03799,-2.18771,0.98752,-0.67791,-1.45786,1.11207,-2.55847,2.10391,-1.81638,0
peptide_nm_279,0.61807,0.08652,-0.30974,1.24066,-0.11925,0.21611,-0.06427,-0.14454,0.82568,-0.95176,-0.8074,0.87579,-0.2133,-0.27079,0.76916,0.42196,-0.50001,0.84692,0.39478,-1.15787,1.11419,0.20642,0.25527,0.91874,0
peptide_nm_280,0.07518,0.50766,-0.50054,0.29219,0.61503,0.44903,-0.40782,-0.03157,-1.53755,1.47302,0.14772,-0.82699,-0.12265,-0.22325,-2.09474,-0.2154,0.18077,-1.70772,0.33078,0.26745,-0.87963,-0.86801,0.90424,0.52925,0
peptide_nm_281,0.48098,0.58039,-2.34621,-0.13931,-0.367,-0.28152,0.82358,1.80859,-0.70319,1.14023,-0.68571,0.40433,0.71171,1.83836,-0.41403,0.87187,1.20674,-0.29811,-1.36653,0.53336,0.97694,2.07103,0.37329,-0.32089,0
peptide_nm_282,3.6277,1.85945,0.12176,1.83396,1.43852,0.76187,1.91392,1.14911,0.8535,-0.0554,0.22899,-0.58753,1.35273,0.87224,0.74236,2.34516,1.44274,-0.05932,1.2676,0.58933,-1.84814,1.10504,0.01561,0.29368,0
peptide_nm_283,-1.65433,1.20133,-1.39102,-1.03369,-0.67027,1.16034,-1.16793,-0.72228,2.26692,1.51249,0.88489,0.13212,-0.98503,-0.84679,2.20723,-1.29967,-0.50437,1.99972,0.1377,0.12894,-0.44153,-1.36455,0.53432,2.00318,0
peptide_nm_284,0.67907,0.43173,-0.2977,1.13264,0.28502,-1.15582,0.58979,-1.36569,-0.26592,-0.83935,-0.88492,0.97792,0.04379,-1.74282,0.51333,1.26435,-1.39465,0.03078,1.91697,0.28983,-0.48469,-0.1015,-0.1831,0.3464,0
peptide_nm_285,-1.74086,1.64787,-0.23286,-1.4702,-0.73565,2.31322,0.15096,0.71637,3e-05,0.81702,0.14649,-0.37495,0.71606,0.99783,-0.97306,0.36831,1.08673,-0.78102,1.03792,2.12188,-0.73874,-0.72382,1.38266,-1.69634,0
peptide_nm_286,0.51557,-0.17131,0.24072,-0.11859,-1.48733,1.13832,-0.263,1.1753,0.34346,-0.01452,0.49139,0.03106,-0.20756,1.3608,-0.09138,0.0408,1.06831,0.71381,0.97158,0.95844,0.01144,0.9573,-0.34281,0.55887,0
peptide_nm_287,1.98852,0.1047,-1.84342,1.42791,-0.68777,-0.33308,0.4594,0.78328,-1.75346,3.21075,1.39383,0.01552,0.08769,0.84215,-1.81966,1.1269,0.35184,-2.38266,1.62525,-0.43731,-2.56501,0.30317,0.44313,1.55833,0
peptide_nm_288,0.58556,-1.54856,-1.04041,-0.75297,-1.03154,1.56849,0.59295,0.27561,0.25794,1.02604,1.22706,-1.26782,0.47046,1.39187,0.15522,0.41627,-0.06993,-0.33657,-1.04647,0.61427,-0.04542,-0.48347,-1.27163,0.32076,0
peptide_nm_289,-0.70943,0.30876,-0.38551,0.29078,-0.45611,0.53115,0.35123,0.09138,0.22987,0.41235,0.03142,-0.44393,0.10072,0.07306,0.24471,-0.18015,0.52506,0.08424,-1.41763,0.55954,-1.05047,-0.25,-0.86952,0.67693,0
peptide_nm_290,2.14087,0.39775,-1.62331,1.3553,-0.49683,-0.2609,-0.70039,-0.92634,-1.18611,-1.7931,-0.08226,0.52456,-0.81617,-0.0489,-2.11591,-0.3122,0.62513,-0.00562,1.19406,1.0086,0.03447,0.97615,-0.04882,0.67066,0
peptide_nm_291,-1.11437,0.62054,0.30007,0.28809,1.1123,0.88406,-1.73334,0.70504,-0.10361,-0.9148,0.96134,-0.41089,-1.64373,0.61367,0.0112,-1.90173,0.93797,0.14127,-2.1382,1.82331,0.53942,2.27695,1.79533,1.83239,0
peptide_nm_292,0.38125,0.8024,-1.02888,0.76278,1.73401,-1.84717,1.35628,-0.97899,-1.75207,-1.31018,-0.82158,2.26681,1.28241,-0.64014,-0.9182,1.24844,-0.97641,-1.65503,1.04436,-0.15265,1.2824,1.00036,-1.35189,-1.20203,0
peptide_nm_293,0.07996,-0.62901,0.43593,1.14068,-0.25024,0.29246,0.53659,-0.61529,0.85177,0.01113,0.17676,0.77961,0.6483,-0.6226,0.60578,0.54164,-0.33225,0.23303,-1.01875,0.27878,-0.22577,1.4017,0.01526,-1.4472,0
peptide_nm_294,0.82536,0.22169,-1.09108,0.61677,1.41038,0.3633,-0.17382,-0.66954,-0.76152,-0.92745,0.1251,1.34501,-0.47622,-0.70231,0.08229,0.24124,-0.69076,-0.95896,1.51185,0.98604,-0.06888,0.83761,1.05667,-0.52046,0
peptide_nm_295,0.63728,-0.55447,-0.30156,0.1238,-0.15396,-0.96528,-0.75104,0.39147,-0.01518,-0.87249,1.75579,-1.13593,-0.27436,0.41455,0.0529,-0.07196,0.23433,0.00555,-0.01069,0.30788,-0.33398,0.28921,0.2806,-0.583,0
peptide_nm_296,0.05693,0.03245,0.11554,0.17843,-0.22634,0.60559,-1.02081,0.03942,1.49062,-0.51535,-0.12337,0.40405,-1.05763,-0.21318,1.6656,-1.03066,0.14474,1.41436,0.02278,0.09792,0.99103,0.54537,-0.09884,0.84472,0
peptide_nm_297,-0.15055,-0.14013,0.37755,-0.5693,-1.11902,0.86187,0.54844,0.17728,0.33195,0.91543,-0.08168,-0.13265,-0.01053,0.06042,0.73233,0.40055,-0.18267,0.26511,-0.37275,-0.57538,1.75361,1.18439,1.13384,-0.62064,0
peptide_nm_298,-0.30678,0.39533,0.5152,1.81966,1.04714,-0.06995,-0.50573,1.68731,-1.14279,0.58166,0.72707,0.34755,0.21885,1.36867,-1.00439,-0.42383,1.19034,-0.93498,-0.21816,1.08522,-0.3563,-0.45531,0.21269,-0.22013,0
peptide_nm_299,-2.68662,2.4287,-1.42559,-1.58515,0.93616,0.61305,-0.76522,-0.57253,-0.14274,-2.39723,1.95346,-0.11878,-0.15104,-1.2109,-0.21345,-0.38876,-1.03666,-0.27703,0.22484,-0.49674,-0.70041,-2.14466,1.2705,-0.25829,0
peptide_nm_300,-1.39962,0.97407,0.79529,0.07069,1.52439,0.22208,0.5025,-1.73549,0.81819,-0.33293,-1.12019,0.20019,0.62278,-1.25014,0.93349,0.53542,-1.82365,1.32009,-0.13939,-0.56244,-0.13259,-0.21688,-0.68932,0.38187,0
peptide_nm_301,0.82619,0.65019,0.1454,-0.05094,0.89858,0.12246,1.4845,-0.80207,-2.38856,0.23284,0.38254,-1.32987,1.48178,-0.94109,-2.57311,1.74012,-1.11206,-2.35725,1.99924,0.2086,-0.74871,0.81702,-1.8973,0.14578,0
peptide_nm_302,0.76819,-0.32355,-0.8872,-0.499,0.34423,-1.32743,-0.37322,-0.71889,0.64402,-0.52117,-0.04927,0.79316,-0.41603,-0.81797,0.41884,0.16387,-0.75321,0.63534,1.46197,-1.35979,-0.65816,-1.51423,1.09528,-0.05315,0
peptide_nm_303,-2.22777,1.12564,-0.0132,-2.07451,0.53659,0.99762,-0.12209,-1.16408,0.82941,0.46586,0.42657,-0.14538,0.29386,-0.70749,1.05715,-0.227,-1.24802,0.58692,-0.25086,-0.36791,-0.01027,-1.02513,0.80558,-0.94762,0
peptide_nm_304,0.19534,0.0006,0.11461,0.08983,-0.54677,0.50848,0.38504,-0.11736,-0.9789,0.8935,0.20836,-0.88951,0.55433,0.1688,-0.89231,0.49715,-0.1056,-0.66893,0.2203,-0.36243,0.03255,0.79197,-0.7367,0.16072,0
