,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
peptide_nm_361,-1.11585,1.65929,-1.55173,0.11421,1.54828,0
peptide_nm_362,1.03722,-0.36174,-0.72148,-0.04504,-0.26418,0
peptide_nm_363,-0.69453,0.63105,-1.55173,3.2741,-0.37191,0
peptide_nm_364,-0.22641,0.72897,-1.10585,2.88519,-1.13131,0
peptide_nm_365,-0.95023,0.02322,0.10877,0.33716,0.75933,0
peptide_nm_366,1.64951,0.39068,-0.82212,-0.30564,-1.20626,0
peptide_nm_367,-0.07991,-0.47496,-0.60753,1.79853,-0.23407,0
peptide_nm_368,-1.55248,-0.11677,-0.09251,1.20581,1.15477,0
peptide_nm_369,-0.07991,-0.47496,-0.13542,0.49454,0.20242,0
peptide_nm_370,-0.00747,-0.70228,-0.317,-0.38315,1.02505,0
peptide_nm_371,2.08614,-0.43392,-1.05012,-0.80945,-0.616,0
peptide_nm_372,0.48515,-0.51145,-0.21411,0.42209,-0.30682,0
peptide_nm_373,0.19406,-0.11677,-0.82212,0.70199,0.1429,0
peptide_nm_374,0.94258,-0.73295,-0.11856,-0.4136,-0.21848,0
peptide_nm_375,0.27168,-0.13932,-0.30328,0.17579,-0.05947,0
peptide_nm_376,2.2093,-0.2729,-1.55173,-0.80945,-0.40195,0
peptide_nm_377,-0.48937,-0.16089,0.19299,0.15437,0.3922,0
peptide_nm_378,-0.10781,0.52224,-1.25448,0.83261,0.38025,0
peptide_nm_379,0.48515,-1.13166,-0.21411,0.11421,0.31155,0
peptide_nm_380,-0.88713,1.26058,-0.4052,1.56568,-0.4835,0
peptide_nm_381,0.48515,-0.33424,-0.97846,-0.01774,0.57656,0
peptide_nm_382,-0.22641,-1.13166,0.67764,1.65364,-0.71907,0
peptide_nm_383,0.73145,-1.13166,-0.93436,0.89577,0.16885,0
peptide_nm_384,0.02772,1.26058,-0.4052,-0.80945,0.04653,0
peptide_nm_385,0.48515,-1.13166,0.2723,1.20581,-0.86897,0
peptide_nm_386,-2.18318,-1.13166,-0.88292,-0.80945,4.64011,0
peptide_nm_387,1.32778,-0.54409,-1.12932,0.94064,-0.76246,0
peptide_nm_388,0.0849,-0.43392,-0.54851,-0.11671,0.77532,0
peptide_nm_389,0.37473,0.40818,-0.72148,0.33716,-0.26418,0
peptide_nm_390,0.48515,-0.33424,0.16807,0.77397,-1.01353,0
peptide_nm_391,2.2093,0.15647,-1.55173,-0.80945,-0.68735,0
peptide_nm_392,-2.10694,-1.13166,-0.4052,-0.80945,4.11009,0
peptide_nm_393,-1.239,-1.13166,0.91773,0.04316,1.31045,0
peptide_nm_394,-0.04852,-0.20134,0.1203,1.03787,-0.616,0
peptide_nm_395,-0.02043,-0.54409,-0.70692,0.35728,0.79973,0
peptide_nm_396,1.22407,-0.2729,-0.317,0.04316,-0.97275,0
peptide_nm_397,0.48515,-0.20134,-0.88292,0.11421,0.31155,0
peptide_nm_398,0.94258,-0.73295,-0.97846,0.37811,0.04653,0
peptide_nm_399,-0.27723,0.99478,-0.78737,1.30177,-0.4835,0
peptide_nm_400,0.31662,-0.54409,-1.12932,1.52401,0.01864,0
peptide_nm_401,-0.20099,-0.73295,-0.97846,0.37811,1.3716,0
peptide_nm_402,-0.76781,-0.16089,0.19299,0.63628,0.3922,0
peptide_nm_403,0.73145,-0.70228,-0.00832,0.04316,-0.40195,0
peptide_nm_404,1.35842,-0.62421,-1.55173,-0.30564,0.48019,0
peptide_nm_405,0.02772,-0.06844,-0.78737,0.24616,0.57656,0
peptide_nm_406,-1.58673,0.18173,-0.60753,0.49454,1.9484,0
peptide_nm_407,0.02772,0.46317,-0.4052,-0.01774,0.04653,0
peptide_nm_408,1.32778,-0.54409,-1.12932,0.94064,-0.76246,0
peptide_nm_409,-1.49704,-0.06844,-0.78737,2.88519,0.57656,0
peptide_nm_410,0.09038,-0.8258,-0.01255,0.86073,-0.12046,0
peptide_nm_411,0.65367,-0.54409,-0.28451,0.94064,-0.76246,0
peptide_nm_412,-1.60311,-1.13166,-1.20278,4.97347,0.3922,0
peptide_nm_413,-0.83332,0.18173,-0.84358,0.16854,1.51191,0
peptide_nm_414,-0.28775,-1.13166,-0.99823,0.33716,1.78283,0
peptide_nm_415,0.65367,-0.54409,-0.70692,0.94064,-0.37191,0
peptide_nm_416,1.22407,-1.13166,-1.55173,0.04316,0.73965,0
peptide_nm_417,-0.31535,1.65929,-1.55173,0.57604,0.31155,0
peptide_nm_418,0.94258,-0.33424,-0.4052,-0.01774,-0.4835,0
peptide_nm_419,-0.42971,-0.33424,0.16807,2.35739,-1.01353,0
peptide_nm_420,1.18123,-0.16089,-1.55173,-0.80945,0.71483,0
peptide_nm_421,-1.34456,0.46317,-0.97846,-0.01774,2.16665,0
peptide_nm_422,-0.22641,-0.51145,-1.10585,-0.19368,1.7544,0
peptide_nm_423,-1.84357,-0.62421,2.09633,-0.30564,0.81748,0
peptide_nm_424,0.17528,-0.41141,-0.25726,0.26319,0.13202,0
peptide_nm_425,0.31662,-0.54409,-0.28451,-0.22609,0.40918,0
peptide_nm_426,-0.84901,0.26382,0.4547,1.4997,-0.616,0
peptide_nm_427,-0.11523,-0.08505,-1.05012,0.57604,0.77532,0
peptide_nm_428,-0.9703,-0.11677,-0.45731,1.70962,0.48019,0
peptide_nm_429,0.19406,-0.11677,-0.82212,-0.80945,1.15477,0
peptide_nm_430,-0.7156,0.26382,0.4547,1.96153,-1.07978,0
peptide_nm_431,0.94258,-0.06844,-1.16955,-0.80945,0.57656,0
peptide_nm_432,-0.02043,0.04348,-1.12932,0.35728,0.79973,0
peptide_nm_433,-1.80199,-1.13166,0.16807,0.77397,2.16665,0
peptide_nm_434,-1.11585,0.26382,0.2039,0.22967,0.77532,0
peptide_nm_435,-0.58218,-1.13166,0.74134,-0.28165,0.92991,0
peptide_nm_436,-1.11585,0.96155,0.4547,-0.80945,0.77532,0
peptide_nm_437,0.48515,-0.33424,-0.4052,-0.01774,0.04653,0
peptide_nm_438,0.48515,-1.13166,-0.21411,1.03787,-0.30682,0
peptide_nm_439,-1.26139,-0.62421,0.2723,0.70199,1.15477,0
peptide_nm_440,-2.37979,1.21861,-0.70692,3.2741,0.40918,0
peptide_nm_441,-0.38812,-1.13166,-0.82212,0.19818,1.82936,0
peptide_nm_442,-0.25377,-0.2729,-0.93436,1.74838,0.16885,0
peptide_pm_1,1.55248,-0.60005,-0.4052,-0.80945,-0.4835,1
peptide_pm_2,-0.74639,0.15647,0.91773,-0.80945,0.45425,1
peptide_pm_3,-2.71684,6.31086,1.12351,-0.80945,-1.54355,1
peptide_pm_4,0.48515,-1.13166,2.46113,-0.80945,-1.54355,1
peptide_pm_5,-0.36872,-0.3874,-1.55173,-0.43999,2.41399,1
peptide_pm_6,0.02772,0.46317,1.88787,-0.80945,-1.54355,1
peptide_pm_7,1.32778,-0.54409,0.5603,-0.80945,-1.15301,1
peptide_pm_8,1.05021,-0.80331,-0.37147,-0.48346,-0.01582,1
peptide_pm_9,0.94258,-0.33424,-0.4052,-0.80945,0.04653,1
peptide_pm_10,0.39366,0.14421,0.28272,-0.49277,-0.4835,1
peptide_pm_11,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_12,-0.74639,0.15647,1.22641,-0.80945,0.16885,1
peptide_pm_13,1.12555,-1.13166,1.65856,-0.80945,-1.54355,1
peptide_pm_14,-0.15525,-0.3874,-1.55173,-0.43999,2.16665,1
peptide_pm_15,0.48515,-0.73295,0.16807,-0.01774,-0.21848,1
peptide_pm_16,0.23884,0.15647,1.53509,-0.80945,-1.25815,1
peptide_pm_17,1.68589,-1.13166,-1.05012,-0.80945,0.31155,1
peptide_pm_18,-2.04274,1.80618,1.82752,-0.80945,0.01864,1
peptide_pm_19,-0.93796,1.34918,2.01526,-0.80945,-1.13131,1
peptide_pm_20,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_21,-0.74639,0.15647,0.91773,-0.80945,0.45425,1
peptide_pm_22,-1.34456,1.26058,0.74134,-0.80945,0.57656,1
peptide_pm_23,0.77624,-0.79336,-0.09251,-0.47358,0.03047,1
peptide_pm_24,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_25,0.19406,-0.79336,-0.57891,-0.47358,1.15477,1
peptide_pm_26,1.85743,-1.13166,0.16807,-0.80945,-1.01353,1
peptide_pm_27,-1.96343,0.18173,0.33668,-0.80945,2.38489,1
peptide_pm_28,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_29,2.61981,-1.13166,-1.55173,-0.80945,-0.30682,1
peptide_pm_30,-0.58218,1.34918,2.01526,-0.80945,-1.54355,1
peptide_pm_31,0.62436,0.32449,0.19299,-0.32754,-0.8983,1
peptide_pm_32,0.19406,-0.11677,-0.09251,0.19818,-0.19439,1
peptide_pm_33,0.84092,-0.71818,-0.36273,-0.80945,0.38025,1
peptide_pm_34,0.71386,-0.73295,1.3146,-0.80945,-1.01353,1
peptide_pm_35,2.2093,-0.2729,-1.55173,-0.80945,-0.40195,1
peptide_pm_36,1.32778,0.04348,0.1379,-0.22609,-1.54355,1
peptide_pm_37,0.84092,-0.71818,-0.06548,-0.80945,0.10542,1
peptide_pm_38,1.22407,0.58585,-0.317,-0.80945,-0.97275,1
peptide_pm_39,0.57169,-0.82993,-0.03335,-0.50989,0.26141,1
peptide_pm_40,1.12555,1.1011,-0.34787,-0.80945,-1.17253,1
peptide_pm_41,-1.34456,1.26058,0.74134,-0.80945,0.57656,1
peptide_pm_42,0.35707,0.65455,-0.26761,-0.3661,-0.35629,1
peptide_pm_43,-0.55212,1.38413,1.95246,-0.80945,-1.54355,1
peptide_pm_44,-0.22641,0.10876,0.67764,-0.80945,0.10542,1
peptide_pm_45,-0.7294,-0.7467,-1.27498,-0.42725,2.80634,1
peptide_pm_46,-0.74639,1.4446,0.30036,-0.80945,0.16885,1
peptide_pm_47,-0.95023,-0.7467,-1.27498,-0.04504,2.80634,1
peptide_pm_48,-0.79565,-0.3874,-0.74916,-0.43999,2.16665,1
peptide_pm_49,1.90825,-1.13166,0.23177,-0.80945,-1.13131,1
peptide_pm_50,1.90825,-1.13166,0.67764,-0.80945,-1.54355,1
peptide_pm_51,0.70854,-0.09316,-0.99179,0.47938,-0.16301,1
peptide_pm_52,-0.10781,-0.71818,1.42076,-0.39894,-0.44424,1
peptide_pm_53,0.48515,0.72897,-1.55173,-0.80945,0.92991,1
peptide_pm_54,-2.00529,1.96939,1.56939,-0.80945,0.10542,1
peptide_pm_55,-2.71684,1.91301,3.55555,-0.80945,-0.86897,1
peptide_pm_56,-0.7294,-0.7467,-1.27498,-0.42725,2.80634,1
peptide_pm_57,0.02772,-0.60005,2.27004,-0.80945,-1.1902,1
peptide_pm_58,-0.95023,-0.36174,-1.27498,-0.04504,2.55046,1
peptide_pm_59,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_60,1.28565,-1.13166,-0.54851,-0.80945,0.31155,1
peptide_pm_61,0.74477,-0.82993,-0.25026,-0.21032,0.06086,1
peptide_pm_62,-0.27723,1.52639,0.74134,-0.80945,-0.83685,1
peptide_pm_63,1.01881,-1.13166,-0.88292,-0.80945,0.92991,1
peptide_pm_64,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_65,-1.55248,0.89812,3.55555,-0.80945,-1.54355,1
peptide_pm_66,0.86939,1.1011,0.37445,-0.80945,-1.54355,1
peptide_pm_67,0.84092,1.34918,0.23177,-0.80945,-1.54355,1
peptide_pm_68,0.73145,0.58585,-0.317,-0.80945,-0.40195,1
peptide_pm_69,0.27168,-0.3874,0.58846,-0.80945,-0.05947,1
peptide_pm_70,-0.51547,-0.08505,-1.05012,-0.11671,1.70287,1
peptide_pm_71,-1.7681,0.52224,-0.36273,-0.39894,2.30406,1
peptide_pm_72,0.75198,-0.20134,-0.21411,-0.80945,0.00236,1
peptide_pm_73,-0.38812,2.9279,-0.09251,-0.80945,-0.86897,1
peptide_pm_74,-1.03158,2.98132,0.98271,-0.80945,-1.15301,1
peptide_pm_75,-0.38812,0.89812,2.09633,-0.80945,-1.54355,1
peptide_pm_76,0.63762,-0.60005,1.12351,-0.80945,-0.83685,1
peptide_pm_77,-0.50008,-0.2729,0.60904,-0.38315,0.45425,1
peptide_pm_78,-1.29374,0.72897,0.23177,-0.80945,1.34216,1
peptide_pm_79,0.35707,0.208,-0.26761,-0.3661,-0.05947,1
peptide_pm_80,-0.58218,0.10876,1.12351,-0.80945,0.10542,1
peptide_pm_81,0.2968,0.18173,0.80878,-0.80945,-0.67057,1
peptide_pm_82,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_83,-1.64951,0.10876,1.12351,-0.80945,1.34216,1
peptide_pm_84,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_85,1.28565,-0.43392,-1.05012,-0.80945,0.31155,1
peptide_pm_86,1.12555,0.54291,0.05342,-0.80945,-1.17253,1
peptide_pm_87,-0.25377,2.30335,0.30036,-0.80945,-0.97275,1
peptide_pm_88,-1.22258,-0.3874,-1.2842,0.29894,2.66134,1
peptide_pm_89,1.55248,-1.13166,-0.88292,-0.80945,0.31155,1
peptide_pm_90,-1.11585,1.65929,2.46113,-0.80945,-1.54355,1
peptide_pm_91,-0.74639,3.16211,0.91773,-0.80945,-1.54355,1
peptide_pm_92,0.94258,-0.33424,-0.11856,-0.01774,-0.74851,1
peptide_pm_93,-0.15525,-0.3874,1.12351,-0.80945,-0.05947,1
peptide_pm_94,1.4,-0.33424,-0.97846,-0.01774,-0.4835,1
peptide_pm_95,-0.09703,0.39068,1.00191,-0.80945,-0.53168,1
peptide_pm_96,-0.36872,-0.3874,-1.2842,-0.07052,1.9193,1
peptide_pm_97,-0.31535,0.26382,0.4547,-0.34762,0.00236,1
peptide_pm_98,0.48515,-0.33424,0.74134,-0.80945,-0.4835,1
peptide_pm_99,1.85743,-0.73295,-0.4052,-0.4136,-1.01353,1
peptide_pm_100,-1.73161,3.16211,0.30036,-0.80945,0.16885,1
peptide_pm_101,0.21832,0.72897,-0.21411,-0.34762,-0.30682,1
peptide_pm_102,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_103,-0.74639,0.15647,-0.00832,-0.80945,1.31045,1
peptide_pm_104,-2.13466,1.91301,3.55555,-0.80945,-1.54355,1
peptide_pm_105,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_106,-1.11585,1.1011,1.65856,-0.80945,-0.43049,1
peptide_pm_107,1.76594,-0.57347,-1.15044,-0.80945,-0.05947,1
peptide_pm_108,-0.79565,1.65929,-0.34787,-0.80945,0.68257,1
peptide_pm_109,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_110,-0.22641,0.72897,0.23177,-0.80945,0.10542,1
peptide_pm_111,1.68589,-1.13166,-0.54851,-0.80945,-0.15223,1
peptide_pm_112,0.2968,-0.47496,2.22508,-0.80945,-1.54355,1
peptide_pm_113,0.99073,-0.54409,0.1379,-0.80945,-0.37191,1
peptide_pm_114,-1.29374,1.34918,-0.65998,2.26942,-0.30682,1
peptide_pm_115,1.12555,-0.01528,0.05342,-0.80945,-0.80151,1
peptide_pm_116,-0.22641,-0.51145,2.01526,-0.80945,-0.71907,1
peptide_pm_117,1.90825,-1.13166,-0.21411,-0.80945,-0.71907,1
peptide_pm_118,-0.74639,0.58585,0.30036,-0.80945,0.73965,1
peptide_pm_119,-0.44446,-0.41141,-0.77505,-0.45191,1.8076,1
peptide_pm_120,-0.74639,1.4446,0.30036,-0.80945,0.16885,1
peptide_pm_121,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_122,1.64951,-1.13166,1.00191,-0.80945,-1.54355,1
peptide_pm_123,-1.39838,1.16677,1.98903,-0.80945,-0.45232,1
peptide_pm_124,-0.58218,-0.3874,-0.74916,-0.43999,1.9193,1
peptide_pm_125,-1.73161,3.16211,0.30036,-0.80945,0.16885,1
peptide_pm_126,-0.58218,0.10876,0.67764,-0.80945,0.51767,1
peptide_pm_127,0.48515,0.54291,-0.34787,-0.80945,-0.05947,1
peptide_pm_128,0.14451,-0.41907,-0.52717,-0.3378,0.82466,1
peptide_pm_129,-1.58673,1.49512,1.28088,-0.80945,0.20242,1
peptide_pm_130,-0.93796,1.34918,2.01526,-0.80945,-1.13131,1
peptide_pm_131,1.45967,-0.64627,-0.15595,-0.32754,-0.8983,1
peptide_pm_132,0.19406,0.89812,1.36672,-0.80945,-1.54355,1
peptide_pm_133,0.94258,-0.73295,-0.11856,-0.4136,-0.21848,1
peptide_pm_134,0.48515,-0.20134,-0.54851,-0.80945,0.62073,1
peptide_pm_135,0.94258,-0.33424,0.16807,-0.80945,-0.4835,1
peptide_pm_136,1.85743,-0.33424,-1.55173,-0.80945,0.04653,1
peptide_pm_137,-0.38812,2.9279,0.63711,-0.80945,-1.54355,1
peptide_pm_138,0.23884,0.15647,1.53509,-0.80945,-1.25815,1
peptide_pm_139,-0.83332,1.49512,1.75298,-0.80945,-1.10706,1
peptide_pm_140,0.19406,-0.11677,2.09633,-0.80945,-1.54355,1
peptide_pm_141,-0.50008,0.15647,0.60904,-0.80945,0.45425,1
peptide_pm_142,1.22407,-0.2729,-0.317,0.04316,-0.97275,1
peptide_pm_143,-0.88713,0.46317,0.74134,-0.80945,0.57656,1
peptide_pm_144,0.0675,1.29525,0.19299,-0.80945,-0.57568,1
peptide_pm_145,0.27168,-0.3874,0.58846,-0.80945,-0.05947,1
peptide_pm_146,-1.239,0.58585,1.53509,-0.80945,0.16885,1
peptide_pm_147,0.94258,-0.33424,-0.11856,-0.4136,-0.4835,1
peptide_pm_148,1.01881,-0.20134,0.4547,-0.80945,-0.92519,1
peptide_pm_149,-0.41141,-0.23855,1.65856,-0.80945,-0.35629,1
peptide_pm_150,-0.9703,2.9279,1.36672,-0.80945,-1.54355,1
peptide_pm_151,-0.9703,4.95768,-0.09251,-0.80945,-1.54355,1
peptide_pm_152,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_153,0.65367,0.04348,0.5603,-0.22609,-1.15301,1
peptide_pm_154,-0.7294,-0.7467,-0.99823,-0.42725,2.55046,1
peptide_pm_155,0.12937,-1.13166,1.56939,-0.80945,-0.30682,1
peptide_pm_156,0.94258,-0.06844,-0.4052,-0.28165,-0.4835,1
peptide_pm_157,-1.73161,3.16211,0.91773,-0.80945,-0.40195,1
peptide_pm_158,-1.64951,1.34918,2.90701,-0.80945,-1.13131,1
peptide_pm_159,0.34593,-0.16089,0.54194,0.15437,-0.8983,1
peptide_pm_160,-0.36872,-0.3874,-1.2842,-0.07052,1.9193,1
peptide_pm_161,0.84092,-0.51145,1.56939,-0.80945,-1.54355,1
peptide_pm_162,1.76594,-0.57347,-0.34787,-0.25526,-1.17253,1
peptide_pm_163,1.42691,-0.47496,-0.60753,-0.80945,-0.23407,1
peptide_pm_164,-0.22641,-0.51145,2.46113,-0.80945,-1.13131,1
peptide_pm_165,-0.25377,2.30335,-0.317,-0.80945,-0.40195,1
peptide_pm_166,0.12937,-0.51145,2.46113,-0.80945,-1.54355,1
peptide_pm_167,1.28565,-0.43392,0.4547,-0.80945,-1.07978,1
peptide_pm_168,0.0675,1.29525,0.19299,-0.80945,-0.57568,1
peptide_pm_169,0.71386,-1.13166,-0.11856,-0.01774,0.04653,1
peptide_pm_170,-0.83332,1.49512,1.75298,-0.80945,-1.10706,1
peptide_pm_171,1.22407,0.58585,-0.93436,-0.80945,-0.40195,1
peptide_pm_172,0.77624,-0.11677,1.36672,-0.80945,-1.54355,1
peptide_pm_173,0.58218,-1.13166,-0.57891,-0.47358,0.92991,1
peptide_pm_174,-1.34456,0.46317,1.3146,-0.80945,0.57656,1
peptide_pm_175,1.62872,-0.73295,-0.4052,-0.01774,-1.01353,1
peptide_pm_176,-0.7294,-1.13166,-0.99823,-0.42725,2.80634,1
peptide_pm_177,1.01881,-0.20134,0.4547,-0.80945,-0.92519,1
peptide_pm_178,-1.64951,1.65929,0.4547,-0.80945,0.92991,1
peptide_pm_179,1.68589,-1.13166,-0.54851,-0.80945,-0.15223,1
peptide_pm_180,1.45967,-0.16089,0.19299,-0.80945,-1.22093,1
peptide_pm_181,0.48515,-0.20134,1.12351,-0.80945,-0.92519,1
peptide_pm_182,-1.29374,1.34918,-0.65998,1.65364,0.10542,1
peptide_pm_183,0.94258,-0.33424,0.74134,-0.80945,-1.01353,1
peptide_pm_184,-1.11585,0.96155,0.95631,-0.80945,0.31155,1
peptide_pm_185,-1.00911,1.84535,1.65856,-0.80945,-1.04886,1
peptide_pm_186,0.94258,0.46317,-0.4052,-0.01774,-1.01353,1
peptide_pm_187,0.77624,0.89812,0.63711,-0.80945,-1.54355,1
peptide_pm_188,1.55248,-0.75953,0.05342,-0.43999,-1.04886,1
peptide_pm_189,0.94258,-0.06844,0.35916,-0.80945,-0.83685,1
peptide_pm_190,0.48515,0.58585,-0.317,-0.38315,-0.40195,1
peptide_pm_191,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_192,0.63762,-0.06844,0.35916,-0.28165,-0.83685,1
peptide_pm_193,1.85743,-0.73295,-0.11856,-0.80945,-1.01353,1
peptide_pm_194,1.01881,-0.20134,1.12351,-0.80945,-1.54355,1
peptide_pm_195,-1.11585,0.72897,0.4547,-0.80945,0.92991,1
peptide_pm_196,-0.88713,0.46317,0.74134,-0.80945,0.57656,1
peptide_pm_197,-0.38812,1.91301,1.36672,-0.80945,-1.54355,1
peptide_pm_198,0.84092,-0.71818,0.82626,-0.39894,-0.9939,1
peptide_pm_199,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_200,0.31662,-0.54409,-0.28451,0.06559,0.21391,1
peptide_pm_201,-2.13466,0.89812,3.55555,-0.80945,-0.86897,1
peptide_pm_202,-0.25377,2.30335,-0.317,-0.80945,-0.40195,1
peptide_pm_203,-0.93796,1.34918,2.01526,-0.80945,-1.13131,1
peptide_pm_204,0.94258,-0.73295,1.3146,-0.80945,-1.27854,1
peptide_pm_205,0.97776,-0.70228,-0.317,-0.80945,0.16885,1
peptide_pm_206,-1.55248,0.89812,0.63711,-0.80945,1.15477,1
peptide_pm_207,0.94258,-0.06844,-0.02302,-0.80945,-0.4835,1
peptide_pm_208,0.12937,-1.13166,1.12351,-0.80945,0.10542,1
peptide_pm_209,-0.00747,0.58585,0.91773,-0.80945,-0.68735,1
peptide_pm_210,-1.29374,-1.13166,3.35288,-0.19368,-0.71907,1
peptide_pm_211,-0.7156,0.26382,0.95631,-0.80945,0.31155,1
peptide_pm_212,0.63762,-0.06844,0.35916,-0.80945,-0.4835,1
peptide_pm_213,1.44575,-0.57347,0.05342,-0.80945,-0.80151,1
peptide_pm_214,0.34593,0.32449,-0.50489,-0.80945,0.3922,1
peptide_pm_215,0.68527,-0.78279,-0.04691,-0.11671,-0.15223,1
peptide_pm_216,1.90825,-1.13166,-0.21411,-0.80945,-0.71907,1
peptide_pm_217,0.48515,-1.13166,-0.4052,-0.01774,0.57656,1
peptide_pm_218,1.71668,-0.2729,-0.93436,-0.80945,-0.40195,1
peptide_pm_219,0.84092,-1.13166,2.01526,-0.80945,-1.54355,1
peptide_pm_220,0.48515,-0.43392,0.95631,-0.46308,-0.84789,1
peptide_pm_221,1.01881,-0.20134,0.4547,-0.80945,-0.92519,1
peptide_pm_222,-0.7294,-0.7467,-0.99823,-0.42725,2.55046,1
peptide_pm_223,0.73145,-1.13166,0.30036,-0.80945,0.16885,1
peptide_pm_224,-0.58218,-0.3874,-0.74916,-0.43999,1.9193,1
peptide_pm_225,0.61323,0.208,1.33753,-0.80945,-1.54355,1
peptide_pm_226,-0.93796,1.34918,-0.65998,1.65364,-0.30682,1
peptide_pm_227,-1.64951,1.65929,0.4547,-0.80945,0.92991,1
peptide_pm_228,-0.83332,0.51008,0.10063,-0.15746,0.63892,1
peptide_pm_229,0.21832,0.26382,-0.21411,-0.80945,0.31155,1
peptide_pm_230,0.39861,-0.52821,-0.03335,-0.21032,0.06086,1
peptide_pm_231,-0.83332,0.83842,2.22508,-0.80945,-1.10706,1
peptide_pm_232,-0.07991,0.18173,0.80878,-0.80945,-0.23407,1
peptide_pm_233,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_234,-1.36864,2.98132,1.82752,-0.80945,-1.54355,1
peptide_pm_235,0.48515,-0.33424,0.74134,-0.80945,-0.4835,1
peptide_pm_236,2.01653,-0.16089,-1.20278,-0.80945,-0.57568,1
peptide_pm_237,-0.29901,0.23534,-0.15951,-0.01774,0.34941,1
peptide_pm_238,0.48515,0.39068,-0.82212,-0.80945,0.48019,1
peptide_pm_239,-0.58218,0.52224,1.71801,-0.80945,-0.71907,1
peptide_pm_240,1.55248,-1.13166,-0.78737,-0.80945,0.22321,1
peptide_pm_241,0.27168,0.35685,1.65856,-0.80945,-1.54355,1
peptide_pm_242,-1.75625,2.21748,2.05985,-0.80945,-0.80151,1
peptide_pm_243,1.85743,-0.60005,-0.02302,-0.80945,-1.1902,1
peptide_pm_244,0.73145,-0.2729,0.91773,-0.80945,-0.97275,1
peptide_pm_245,0.61323,0.208,1.33753,-0.80945,-1.54355,1
peptide_pm_246,-1.11585,0.96155,0.95631,-0.80945,0.31155,1
peptide_pm_247,-0.09703,0.39068,1.00191,-0.80945,-0.53168,1
peptide_pm_248,0.35707,0.65455,-0.26761,-0.3661,-0.35629,1
peptide_pm_249,-0.15525,-0.3874,0.58846,-0.80945,0.43522,1
peptide_pm_250,0.10091,-0.6851,2.62165,-0.80945,-1.54355,1
peptide_pm_251,-0.7156,0.26382,0.95631,-0.80945,0.31155,1
peptide_pm_252,1.35842,-0.11677,0.63711,-0.80945,-1.54355,1
peptide_pm_253,-1.239,2.30335,0.30036,-0.80945,0.16885,1
peptide_pm_254,-1.11585,0.26382,0.95631,-0.80945,0.77532,1
peptide_pm_255,1.12555,-0.3874,0.58846,-0.80945,-1.04886,1
peptide_pm_256,-0.88713,0.46317,0.74134,-0.80945,0.57656,1
peptide_pm_257,-0.7294,-0.7467,-0.99823,-0.42725,2.55046,1
peptide_pm_258,0.15391,-0.7467,-0.16798,-0.04504,0.50345,1
peptide_pm_259,0.34593,-0.16089,0.89088,-0.32754,-0.8983,1
peptide_pm_260,0.2968,0.18173,-0.13542,-0.15746,-0.23407,1
peptide_pm_261,0.48515,-0.43392,0.95631,-0.46308,-0.84789,1
peptide_pm_262,-1.73161,1.4446,1.53509,-0.80945,0.16885,1
peptide_pm_263,1.44575,-0.57347,0.05342,-0.80945,-0.80151,1
peptide_pm_264,1.90825,-1.13166,0.67764,-0.80945,-1.54355,1
peptide_pm_265,-0.01294,-0.13932,0.58846,0.42209,-0.71907,1
peptide_pm_266,-0.15525,-0.6851,2.62165,-0.80945,-1.24674,1
peptide_pm_267,0.48515,0.54291,-0.34787,-0.80945,-0.05947,1
peptide_pm_268,-0.25377,2.30335,0.30036,-0.80945,-0.97275,1
peptide_pm_269,0.2968,0.83842,1.28088,-0.80945,-1.54355,1
peptide_pm_270,1.28565,-1.13166,-0.04691,-0.80945,-0.15223,1
peptide_pm_271,0.16495,0.54291,-0.74916,-0.80945,0.68257,1
peptide_pm_272,0.63762,0.46317,-1.55173,-0.28165,0.57656,1
peptide_pm_273,1.90825,-1.13166,0.67764,-0.80945,-1.54355,1
peptide_pm_274,0.19406,0.39068,1.00191,-0.80945,-0.86897,1
peptide_pm_275,-1.11585,1.65929,2.46113,-0.80945,-1.54355,1
peptide_pm_276,1.12555,-1.13166,1.65856,-0.80945,-1.54355,1
peptide_pm_277,0.80535,-0.57347,0.85599,-0.80945,-0.80151,1
