,Hydrophobic,y
peptide_pm_408,-0.24767,1
peptide_pm_409,-0.33161,1
peptide_pm_410,0.88545,1
peptide_pm_411,-0.33161,1
peptide_pm_412,0.85112,1
peptide_pm_413,-0.39156,1
peptide_pm_414,0.08807,1
peptide_pm_415,0.3859,1
peptide_pm_416,-0.75129,1
peptide_pm_417,-0.75129,1
peptide_pm_418,-0.64181,1
peptide_pm_419,0.16437,1
peptide_pm_420,0.85112,1
peptide_pm_421,-0.33161,1
peptide_pm_422,-1.3808,1
peptide_pm_423,-0.03184,1
peptide_pm_424,-1.52608,1
peptide_pm_425,-0.14914,1
peptide_pm_426,-0.75129,1
peptide_pm_427,0.50774,1
peptide_pm_428,0.92742,1
peptide_pm_429,1.76678,1
peptide_pm_430,1.76678,1
peptide_pm_431,1.6573,1
peptide_pm_432,0.50774,1
peptide_pm_433,0.05449,1
peptide_pm_434,0.68761,1
peptide_pm_435,-0.12177,1
peptide_pm_436,1.26316,1
peptide_pm_437,-0.07335,1
peptide_pm_438,0.27168,1
peptide_pm_439,-0.24767,1
peptide_pm_440,-0.07335,1
peptide_pm_441,0.20149,1
peptide_pm_442,0.50774,1
