,MSW__1,MSW__2,MSW__3,MSW__4,MSW__5,MSW__6,MSW__7,MSW__8,MSW__9,MSW__10,MSW__11,MSW__12,MSW__13,MSW__14,MSW__15,MSW__16,MSW__17,MSW__18,MSW__19,MSW__20,MSW__21,MSW__22,MSW__23,MSW__24,MSW__25,MSW__26,MSW__27,MSW__28,MSW__29,MSW__30,y
peptide_nm_200,-0.6362,1.03186,0.40464,0.49617,0.63853,-1.62565,-0.79312,-0.03928,-0.58218,-1.13486,1.43273,1.30534,1.56794,-0.305,-0.51991,0.12373,0.31629,-0.60404,-0.43931,0.24566,-1.17702,-1.12021,-1.42898,1.11582,2.05626,0.80432,0.88634,-0.11571,-0.22241,-0.71706,0
peptide_nm_201,-0.3774,-0.62549,-0.11914,0.40486,0.05155,-0.42608,0.802,-0.29496,-0.11909,0.11546,0.04362,-0.50348,0.0643,-0.47392,-0.84673,-0.05925,-0.20916,-0.44027,-0.23821,-0.74176,1.07833,-0.25588,-0.86793,1.53197,0.63985,0.94914,-1.85745,-0.9072,-0.0714,-1.15577,0
peptide_nm_202,-0.35517,0.29534,0.11616,0.46974,0.23444,-0.12829,-0.26766,-1.4579,-0.93274,-0.52275,0.91434,0.46715,0.60174,-0.08576,0.94315,0.40928,0.63262,0.38102,1.24385,0.57956,-0.51204,-1.0553,-1.57053,-0.99771,0.06139,-1.05647,0.91028,0.90606,1.02448,0.85497,0
peptide_nm_203,-0.12456,0.41351,0.52759,0.8242,0.45314,-1.32245,-0.59398,-0.78369,-0.20071,-0.384,0.95838,0.9987,1.83522,1.01167,0.8036,0.84673,0.5903,-0.02086,-0.20748,-0.24894,-0.48665,-0.75678,-1.6794,-0.61961,-0.62729,0.79221,1.48759,0.79012,0.36281,1.10881,0
peptide_nm_204,-0.62548,0.65517,0.53029,0.20001,0.2994,-0.8057,0.09373,0.52846,0.90328,1.36298,0.76301,-0.23333,-0.21351,-0.13463,1.0594,0.58611,-0.45509,-1.038,-1.87273,-2.15878,1.48302,-0.31651,2.03967,0.85674,-0.53647,2.19513,-1.81831,-0.1266,-0.39647,-0.2399,0
peptide_nm_205,-1.3829,-1.73388,-0.53652,-0.81814,-1.822,1.45215,0.12286,2.45227,1.1124,0.33147,-1.23864,-0.59884,-0.75265,-0.82754,-0.59327,0.18511,-2.2006,-2.09842,-0.58037,-0.91746,1.82554,-0.6114,-0.18608,1.33389,1.82771,0.7244,0.45913,-0.42216,-1.72014,-1.45071,0
peptide_nm_206,-0.43888,-0.40592,0.50682,-0.12647,-0.13462,-0.62613,1.79719,0.28667,-0.0491,0.88726,0.15039,0.0848,-0.24619,1.29219,0.66132,2.12861,-0.32359,-0.1979,-1.75501,-3.08833,0.71838,0.12482,0.38186,0.50817,0.60597,-0.27814,0.53786,0.62681,0.07533,0.65176,0
peptide_nm_207,-0.13371,-2.09928,-0.73214,-0.39563,-1.45149,0.68505,0.52973,0.59943,0.82174,0.74686,-0.64536,0.1408,-0.42854,-0.27444,-0.77859,0.10084,0.84523,0.96457,0.87686,0.90614,-0.922,-0.60818,-1.71309,-0.93155,-1.10597,0.0956,0.0932,0.59578,-0.35163,-0.42672,0
peptide_nm_208,-0.99606,-0.09226,-0.39628,0.45245,-0.55728,-0.17376,-0.67398,-1.30473,-0.89587,-1.22651,1.0778,0.48775,0.72254,0.03184,0.74003,1.50209,0.84335,2.73605,0.95415,1.79043,-2.4916,-1.3099,-2.31601,-1.02425,-2.72337,0.1858,0.79806,1.0902,0.85663,1.52996,0
peptide_nm_209,-0.69117,-0.06645,-0.36094,-0.35009,-0.02474,0.17768,-1.35607,-1.43109,0.36839,0.65357,-0.68603,-0.67374,-1.10149,-0.65092,-0.92387,0.48797,0.94387,-0.11833,0.09567,0.80002,0.74504,0.70441,0.87731,0.73761,0.8767,-1.03406,-0.65916,-1.21844,-1.50213,-2.14629,0
peptide_nm_210,1.15381,0.61812,0.36906,0.42931,0.16535,-0.94709,-1.12954,-0.50935,-0.94836,-0.39797,1.16184,0.82613,1.70029,1.58431,0.0516,0.80358,0.70907,0.41924,0.29913,0.27711,-0.83345,-0.80491,-1.31367,-1.08384,-0.4996,0.24819,1.01423,0.37478,0.42914,0.27876,0
peptide_nm_211,0.36179,0.99504,-0.20269,-0.13275,-0.44235,-0.53294,-0.47648,0.72162,0.47443,0.22552,0.13159,0.25425,0.48149,0.0962,0.42746,-0.68946,-0.58597,-0.83217,-0.70532,-0.72439,0.46917,0.18255,-0.27365,-0.06654,0.84101,-0.70822,-0.11106,-0.5992,-0.15,0.42697,0
peptide_nm_212,-0.92746,-0.58003,-0.53771,-0.34484,-1.46855,1.18556,1.12338,0.18554,0.84428,0.81427,-0.60362,-0.81897,-0.52904,-1.05177,-1.49115,-0.1346,0.79368,0.32666,0.69182,0.6149,-0.6514,0.13109,0.13104,-0.35053,0.04528,0.04582,0.17443,-0.68526,-0.62157,-0.90867,0
peptide_nm_213,-0.0255,0.85987,0.03029,0.08434,0.21358,-0.55407,-0.48293,0.1349,0.11818,0.04988,0.61834,0.34935,0.32462,0.09826,0.42189,-0.08999,-0.2055,-0.36121,-0.54581,-0.42926,-0.16296,0.10657,-0.27496,-0.3577,-0.23786,0.3944,0.25657,0.53486,-0.28736,-0.19851,0
peptide_nm_214,-2.32022,-0.6187,-1.77448,-2.23694,-1.95554,1.02253,2.06561,2.65904,0.26855,0.34715,-0.85184,-1.92493,-1.9992,-1.06348,0.31062,-1.6659,-1.45473,-2.27639,-0.72821,-0.74584,0.94069,0.16158,0.54858,1.5496,0.05444,-0.93437,-0.19509,-0.41418,-0.67231,-1.47344,0
peptide_nm_215,0.84282,-0.49439,1.66798,-0.01703,0.13866,-0.80825,-0.30187,-2.3693,-0.99323,-2.17002,1.33862,0.87008,0.74446,1.39995,1.24911,1.11837,1.43328,0.96424,0.1431,-0.22406,-0.35542,-2.17217,-1.49649,-2.42863,-2.07991,0.14681,0.87756,0.89099,0.4165,1.67703,0
peptide_nm_216,-0.49534,0.91383,0.2998,0.48249,0.81345,-1.15898,-0.63423,1.13389,1.18298,-0.1969,0.83061,0.6054,0.78776,1.60552,1.00859,0.34774,-0.31742,-1.54818,-1.67063,-0.59716,1.20914,-0.03153,0.08929,-1.29613,0.0144,1.41464,0.09942,1.1501,0.82414,0.01048,0
peptide_nm_217,-0.48091,-0.73066,-0.78121,-0.13908,-0.06912,0.12063,0.96738,0.52696,0.89853,0.35327,-0.53391,-0.80416,0.23007,0.2057,-0.86468,0.00941,-0.55938,-0.4858,-1.25009,-0.24795,1.05239,0.87398,0.07033,0.63671,0.1904,-0.39524,-0.11935,-0.44205,-0.30795,-0.53857,0
peptide_nm_218,-2.91403,-0.94935,-0.67877,-0.37437,-1.38166,-0.10303,2.03361,-0.75195,1.162,1.33709,-0.0264,0.48296,0.31488,-0.99339,0.49884,1.26394,-1.95024,1.22474,-0.18932,-0.50538,-0.34083,0.09639,-1.78153,-0.26895,-1.76079,0.80184,0.37075,1.05784,-0.23671,0.56661,0
peptide_nm_219,-1.42826,0.1738,-0.64892,0.0333,0.06037,-0.33795,0.92496,1.45807,-0.53664,-0.27028,0.3546,-0.80654,0.26743,0.94625,0.57281,0.88004,-1.41883,-1.3174,-1.13142,-1.06466,0.71978,0.33846,-0.7978,-1.57855,0.38017,2.291,0.69008,0.62456,0.9508,0.74023,0
peptide_nm_220,-1.07244,-0.08317,-0.96687,-0.09908,0.07746,-0.18424,0.15598,1.10216,0.57246,0.65579,-0.10124,-0.16,0.09261,0.38097,1.26414,1.42163,-0.94006,-1.15692,-1.81829,-1.43484,1.74351,-0.39595,-0.18446,-1.13965,-1.77925,1.29945,1.13376,1.24766,0.01047,-0.18703,0
peptide_nm_221,0.19764,-0.68462,-0.43159,-1.60108,-2.45142,0.73912,2.28259,1.01881,1.62376,1.24796,-0.05901,-1.25941,-0.98466,-0.92338,-0.63817,-0.91394,-1.50042,-0.39377,-1.16515,-0.90772,-0.5683,-0.14397,0.5502,0.54648,-0.66316,-1.34719,-0.15128,-0.89371,0.29312,0.18314,0
peptide_nm_222,0.041,1.4074,1.27142,1.21832,1.64112,-0.85023,-1.15236,-0.97619,-0.79401,-1.14033,0.93517,0.05683,0.54572,0.71149,0.69965,-1.03156,0.19541,0.04063,-0.47328,-0.16837,-1.61922,-0.12096,0.5358,0.48988,0.11128,1.29632,0.83488,-0.67729,-1.72909,-1.84105,0
peptide_nm_223,0.4779,-1.03855,-1.07913,-1.71787,0.18374,0.57671,-0.68982,0.41555,-0.1935,0.2023,-0.19969,-0.24397,-1.21223,-0.48974,0.23116,0.59718,0.3605,0.72376,1.13808,0.22585,-0.41083,0.03243,0.94845,-0.10093,0.97962,-0.71832,-0.64371,-0.59286,-0.57236,0.39106,0
peptide_nm_224,-1.42081,-0.07483,-1.37355,-1.4694,-1.50983,1.36446,0.74835,0.48125,1.12293,-0.15136,0.50458,-0.30231,-0.27191,-0.06404,-0.64813,1.03705,0.63107,0.49851,1.13774,1.10432,-1.11202,-2.33303,-2.28464,-1.96919,-1.96844,0.63713,1.85071,1.88097,2.4246,1.63628,0
peptide_nm_225,0.8335,-0.60158,-0.17773,-0.27977,-0.07484,-0.43265,-0.30862,-1.13397,0.6616,0.21877,0.83398,-0.25812,-0.44807,-0.13202,1.65918,0.32401,0.65629,0.19648,0.3948,-0.21462,-1.68559,-0.32318,-0.52162,-1.40095,-1.07789,2.25283,1.26534,0.99147,0.01245,0.36533,0
peptide_nm_226,-0.43735,0.41314,-0.23255,-0.22576,-1.22231,-0.07735,1.01255,0.11311,0.6206,1.58399,0.26504,0.69221,-0.19995,-0.61809,-0.46472,0.10511,0.68748,0.14845,0.15769,0.28059,-0.68137,-0.87736,-1.08252,-1.37374,-1.50439,-1.27795,0.41641,0.85541,0.56172,0.68381,0
peptide_nm_227,1.68195,-0.26536,-0.78736,1.02725,-0.10731,-0.58351,1.00435,-0.68875,-2.67198,-0.57782,0.4017,-1.31433,0.31233,0.12048,-0.98461,0.68654,0.59384,0.55065,0.76559,0.85923,-0.6637,0.51646,-0.00163,-0.45255,-0.39996,-0.85449,-1.28546,-0.15831,-0.47549,0.17682,0
peptide_nm_228,-0.51171,0.72782,0.38867,-0.08448,-0.642,-0.47238,-0.16591,-0.84124,0.57989,0.07322,0.15239,0.7853,-0.72919,-0.38357,-0.32504,0.01678,0.04215,-0.2291,-1.11753,-2.1322,1.89301,1.42035,0.71199,0.73659,0.33816,0.61347,0.24137,-0.09854,0.80833,0.90803,0
peptide_nm_229,0.84994,-0.00076,1.27087,-0.34559,0.99916,-1.52136,-0.44575,-0.93771,-0.04738,-1.03431,0.34037,-0.51686,0.01189,-0.40621,0.75582,0.51615,0.07205,1.03634,0.52975,0.27576,-0.86174,1.07592,-0.03224,0.42293,0.66092,-1.50369,-1.02019,-0.31943,0.17458,-1.09555,0
peptide_nm_230,0.28838,-0.98645,-1.20435,-1.28466,-0.61003,-0.21524,-0.11196,-0.03171,1.09617,1.80947,-0.0255,-0.22953,0.5416,0.3965,0.2209,0.72388,1.03772,-0.30587,-1.76578,-2.24608,-0.15635,-0.96688,-0.70564,-0.68509,-0.82472,0.50429,1.60738,2.14361,1.88675,1.91187,0
peptide_nm_231,-0.77704,-2.04667,0.10265,-2.09685,-0.7485,0.11666,0.78482,0.28094,2.06064,0.60969,-0.60733,-0.78748,-0.32106,-0.0969,-1.2482,1.55086,-2.47521,-1.20739,-1.73215,-0.42336,1.6768,-0.9239,0.19407,-0.41323,1.66551,-0.9022,0.30242,-0.45786,-1.01776,-1.13619,0
peptide_nm_232,-0.08782,0.46656,0.14022,-0.10109,0.19935,-1.17121,1.01759,0.71514,1.26004,0.68679,1.11365,2.04438,0.72195,0.88111,0.1867,1.13715,-1.07671,-2.49519,-1.56025,-1.28969,1.17677,-1.65104,-0.22235,0.505,0.57284,1.1301,0.43292,1.35567,0.59398,0.71318,0
peptide_nm_233,-0.3661,0.01889,0.12593,-0.45898,-0.48967,-0.27065,0.03443,0.75639,1.07598,1.32972,0.28969,-0.40001,0.92034,0.78418,0.72726,0.62878,0.22286,-0.61869,-1.21125,-1.41238,0.91706,0.01711,0.50796,-0.36898,-1.24449,0.38022,0.60707,0.59467,0.49066,-0.37565,0
peptide_nm_234,0.6504,-0.76391,0.12804,-0.48203,0.12631,-0.64582,0.67838,-0.54012,0.25975,-0.14907,0.64795,-0.00553,-0.24999,0.76514,0.68052,0.50721,-0.61534,-0.13956,-0.61282,-0.65105,0.19146,-1.11574,-0.76888,0.44988,-0.02057,-0.44631,0.13368,-0.18743,0.26982,0.19704,0
peptide_nm_235,-1.23941,0.39792,-0.73235,-0.03741,0.63984,-1.66614,-0.29642,2.33117,1.46573,-0.34859,0.50712,0.68698,1.22253,0.67022,1.10459,2.76773,-0.47926,-3.50664,-2.09351,0.84911,2.03487,0.68453,-0.49446,0.10831,0.03141,0.97092,0.52619,0.93349,1.16511,1.27065,0
peptide_nm_236,-0.70674,-0.1247,-1.24375,-0.96634,-0.72875,0.75677,0.40394,1.05198,0.69841,0.5294,0.15047,-0.19039,0.62904,0.35186,-0.26325,-1.04663,-0.67095,-0.18985,-0.31113,-0.96752,-0.25977,-0.0864,-0.04639,-0.59913,0.07074,-0.25613,1.0014,0.99604,0.91931,0.87978,0
peptide_nm_237,-1.15401,0.66798,0.4401,0.55849,0.90066,-0.94722,-0.07499,-0.22052,-0.97913,-1.2355,1.16218,1.47711,1.64223,1.16124,1.26748,0.56199,0.2513,0.32055,-0.43392,-0.24335,-0.42325,-1.81122,-1.22918,-1.30632,-0.41436,-0.31115,1.16034,1.41975,1.35638,1.05591,0
peptide_nm_238,0.02611,-0.41902,-1.46887,-1.20729,-2.04744,0.98984,0.70971,0.88646,-1.66325,-0.806,-0.71793,-0.54538,-0.52547,-1.14027,-1.28183,0.55296,-1.19284,-0.10524,-0.13776,-0.77304,0.38037,0.5779,-0.19005,0.04549,-0.94832,-0.24379,-1.95855,1.33208,-1.6913,0.57953,0
peptide_nm_239,-0.89161,-0.64562,-0.97969,0.20787,-1.32681,0.78306,0.85956,1.56368,0.28802,0.95379,-0.51503,-0.63712,-0.69078,-1.36033,-0.05593,2.01672,0.11584,0.04059,0.65503,0.15488,0.42526,-1.10048,-0.24102,-0.735,-0.74516,-0.06428,0.51171,1.02665,0.4234,0.34141,0
peptide_nm_240,-0.04505,-0.64723,-1.42873,-1.54863,-0.2919,0.38115,0.0261,0.78279,-0.74017,-0.55562,-0.48887,-0.93344,-1.56348,-0.74063,-0.09769,0.91176,1.69343,1.47578,1.23285,1.51014,-0.5913,0.41507,0.5395,0.68871,0.52498,-0.04872,-1.50924,-0.78403,-0.59518,-1.09393,0
peptide_nm_241,-2.07011,-0.82722,-0.69278,-0.75284,-1.30755,-0.22638,1.62611,1.81416,1.85032,1.02956,-0.00445,0.6429,-0.32974,-0.21328,-0.9679,-0.29117,-0.8753,-2.48716,-2.43066,-1.28726,1.4895,0.02374,0.66052,1.35337,0.73525,-0.65441,0.13435,0.02778,-0.25272,-0.25178,0
peptide_nm_242,1.96064,-1.65357,0.51471,-0.48789,-1.74421,-0.34106,-0.02588,-0.87511,0.34093,-0.09046,0.88373,1.07362,-0.34502,0.92824,-1.05533,1.9716,2.27089,2.40181,2.06255,1.82245,-2.32164,-1.86121,-1.72373,-1.88706,-2.19031,0.94621,1.32845,1.54349,1.50362,0.97271,0
peptide_nm_243,0.2317,-0.01756,0.3616,-0.0533,0.00083,-0.68275,-0.25691,0.13472,0.1128,-0.34851,0.7449,-0.25279,0.1992,1.01437,0.4079,0.36308,-0.98619,-0.7049,0.18795,-1.23903,0.50594,0.43363,-0.32593,0.95683,-0.82821,0.90099,0.27898,0.89645,0.08105,0.56408,0
peptide_nm_244,-2.52269,-0.30553,-0.84144,-1.46776,-1.44292,0.57558,1.05546,1.83523,0.64196,-0.14925,-1.13286,-0.27243,-0.02162,-0.30179,0.13562,-0.62198,-0.91665,-2.25879,-1.49485,-1.39317,1.54005,0.98148,0.72718,0.20342,-0.08855,0.98768,-2.09053,1.16359,-0.86276,-0.74727,0
peptide_nm_245,-1.09747,0.25465,-0.5449,-0.26248,-1.03732,-0.55161,-0.67756,0.77287,1.80046,1.36183,-0.30522,1.55846,0.43298,-1.0358,0.69923,0.42549,0.22734,-1.96529,-1.96997,-0.03722,-0.11316,-1.43178,0.7804,0.8399,-0.84792,0.70621,-1.03061,-1.36823,0.92243,0.29729,0
peptide_nm_246,-0.66544,0.46213,1.02053,0.61436,0.77888,-1.20033,0.06128,-0.36929,-0.11086,-0.41363,0.23769,-0.32062,0.55022,0.70704,0.3268,0.00893,-0.79233,-0.7059,-1.18791,-0.67992,0.82538,1.3873,-0.07272,-0.34446,0.12389,-1.35932,-0.39877,-0.46145,-0.3027,0.128,0
peptide_nm_247,0.71053,-0.09794,-1.22972,0.38779,-0.60946,-0.37767,-1.36946,-1.02177,1.01785,-0.25885,0.63411,-0.43626,-0.97301,0.23338,-0.11053,0.72382,1.23118,0.25461,0.62231,0.88958,-1.41153,-0.52859,-0.54242,-1.22657,-1.33716,0.42617,-0.5173,1.01835,-0.20481,-0.22991,0
peptide_nm_248,-0.25898,-0.29728,-0.34748,0.45703,0.22668,-0.97771,0.37454,-0.21079,-0.92175,-1.92672,-0.485,-0.69022,-0.17339,0.304,0.05761,0.88969,0.39465,0.23478,0.20296,0.29091,1.15642,0.5093,-0.19208,-0.78344,0.11314,-0.45721,-1.11226,0.12587,-1.96843,-0.96289,0
peptide_nm_249,0.26912,-0.07431,-0.83133,0.67587,0.19497,-0.5887,-0.068,0.54198,0.46402,0.23917,0.45705,0.80015,1.00734,0.55141,0.71521,0.38377,-0.33355,-0.09151,-0.49862,-0.04026,-0.20766,-0.45022,-1.28837,-0.72144,-0.81096,-0.73821,0.58767,1.12255,0.99005,0.76154,0
peptide_nm_250,-0.30234,0.14845,-0.33265,0.39973,-0.0848,-0.16292,-0.02484,-0.05196,-0.18833,-0.39404,0.3764,0.04344,0.03591,0.29668,-0.4361,-0.65625,-0.33531,0.12116,-0.18021,0.11734,-0.57146,-0.29802,-0.55348,-0.16316,0.38479,0.641,0.54317,-0.5552,-0.23354,-1.04171,0
peptide_nm_251,0.51669,0.8238,0.13112,0.22372,0.34874,-1.14095,0.56957,-0.51282,0.42262,-0.03687,1.37582,0.00617,0.71817,0.80449,1.14386,-0.15781,-0.41567,0.22922,-0.43955,-0.61243,-0.47634,0.301,-0.38124,-0.84319,-0.42418,-0.5905,-0.02667,0.62407,-0.04708,0.55761,0
peptide_nm_252,-2.53674,-0.62132,-0.76591,-0.34453,-0.60536,-0.34115,1.78329,0.17702,1.33174,2.0636,0.41654,0.8434,1.00498,1.29417,1.74528,4.01172,-2.66533,-1.97081,0.09972,-1.25326,2.40357,-0.13971,-0.80153,0.60864,-0.5563,1.92779,3.00317,2.36549,3.06889,2.50801,0
peptide_nm_253,-1.50541,-1.10053,-0.4312,-0.39969,-1.329,-0.21968,2.4781,-0.48724,1.49317,0.35389,0.04921,0.78682,-0.81288,-0.70557,-0.65907,-0.40244,-2.771,-0.19885,-1.08953,-1.39359,1.12238,0.72233,0.72994,0.62956,0.03868,-1.20554,-0.5192,-0.92704,-1.18409,-0.01388,0
peptide_nm_254,0.08149,-0.66173,-0.40367,-0.49218,-1.17214,-0.00071,0.09895,0.89164,0.29367,0.87376,0.42355,-0.35836,-0.04358,0.20276,-0.20028,0.49596,-0.17569,-0.919,-0.47514,-0.25376,0.67543,0.60828,-0.56199,-0.31364,0.07091,0.25164,0.81599,0.5798,1.18329,0.61598,0
peptide_nm_255,0.38935,-1.32281,-0.28177,-0.41606,-1.49957,1.85397,1.50578,1.63945,0.98052,1.81273,-0.98716,-2.42119,0.16695,-2.89623,0.54053,-0.1548,0.63219,0.47298,-0.1847,-0.34279,-0.83685,-0.90721,0.05175,0.15524,0.31322,0.65695,-0.00915,0.33301,-0.84637,-1.29255,0
peptide_nm_256,-1.30831,-0.81539,-0.40651,-0.91881,-0.4867,-0.24306,-0.05834,-0.73409,0.45825,2.1947,-0.8861,-0.83531,-0.32789,0.80679,1.18838,0.48124,0.23078,-0.73149,-1.74377,-3.04007,1.81199,0.06381,-1.64744,-2.03337,-0.5984,-1.47519,0.44236,-0.68984,-1.29026,-1.03902,0
peptide_nm_257,0.07566,0.46316,-0.9409,-1.29892,-1.32201,0.73943,1.20933,0.96359,0.04728,1.14321,0.19717,-0.24187,-1.0034,-0.80858,-0.83654,-0.97547,-1.23924,-1.32336,0.8148,-1.69863,-0.46955,0.00677,0.61418,-0.21604,-0.321,-0.81834,-0.55271,0.49183,-0.28685,0.00331,0
peptide_nm_258,-1.15058,-1.09144,-0.20934,-1.46221,-0.60316,0.58907,2.37689,0.92552,1.33654,0.81223,-0.7234,-0.7587,-0.59031,-0.12359,-0.8187,1.23458,-0.3955,-0.7768,-0.45624,-0.46544,0.39089,-0.0417,0.38483,-0.01502,0.75458,-1.65862,-0.04514,-0.3274,0.08072,-0.24289,0
peptide_nm_259,0.60835,0.01311,0.04916,-0.42635,-0.29544,-1.26713,-1.0094,0.31942,-0.75343,-0.6459,0.3868,-0.01946,0.39732,0.1017,-0.43203,1.83026,0.26133,0.22325,1.88595,0.31383,-0.28641,-0.51604,-0.47739,-0.41308,-0.9045,-0.45556,0.42956,0.04588,-0.03464,-0.10954,0
peptide_nm_260,-1.09133,0.20518,0.82056,0.72377,0.33636,-0.72809,1.38358,0.18731,0.30587,0.97318,0.97769,0.39816,0.10017,1.64835,0.98499,-0.51487,-2.09206,-0.84834,-0.93714,-2.17097,1.7008,0.84256,1.63059,-1.04401,-0.47819,2.01028,0.65949,0.43463,0.16861,-1.56022,0
peptide_nm_261,0.62442,0.89424,0.75229,1.00558,0.50053,-0.91657,0.68605,0.55667,-0.20832,-0.13885,1.44008,0.8245,1.31364,1.12825,0.20421,-0.553,-1.12026,-1.46729,-1.23887,-0.59382,0.6198,0.27679,-0.01807,-0.48356,0.55787,-0.20487,0.77518,1.24368,0.72248,0.69578,0
peptide_nm_262,1.4156,-0.39789,-0.67173,-0.65512,0.54915,-0.86323,-0.45603,-1.24018,-0.42333,-1.56032,0.98014,0.2428,0.9483,1.07682,-0.22705,1.95648,1.86639,2.12609,2.03723,1.65149,-1.64997,-1.46827,-1.46283,-2.42457,-1.11413,0.01058,0.63706,0.48269,0.77012,0.83085,0
peptide_nm_263,0.25057,-1.18381,0.15747,-0.65475,-0.8218,0.14702,-0.2852,0.78185,-0.26525,0.28872,0.0415,-0.26038,0.58891,-0.54323,0.16351,0.38914,-0.08708,-0.09774,-1.14926,-1.06356,0.463,-0.73356,-1.0471,-0.43625,-0.05359,-0.15942,0.07992,-0.09153,0.53829,0.11419,0
peptide_nm_264,-1.00898,-0.12416,-0.49655,-0.5046,-0.32447,-0.39687,1.09672,0.97229,0.33813,0.8454,0.21758,0.35793,0.0857,-0.22877,1.00233,-0.11622,-1.51684,-1.44254,-1.21194,-1.06068,1.24276,-0.72864,0.55503,0.74963,0.61143,0.14685,-0.33627,-0.11458,0.19573,-0.15715,0
peptide_nm_265,-0.1612,1.4329,1.70874,1.58767,1.30728,-0.3322,-0.75737,-0.40461,-0.94007,-1.39614,0.76722,0.23715,0.76705,1.69624,0.96663,-1.21105,-0.4219,-1.22008,-0.76604,0.03016,-0.31373,1.07076,0.41656,-1.09105,0.07801,0.54864,-1.2319,-1.52028,1.8411,-0.78939,0
peptide_nm_266,-0.46127,-1.24249,-0.84389,1.03406,-1.21004,0.53008,0.30178,-0.32635,1.06331,-0.29064,0.47347,-0.7026,1.61185,-1.27297,-0.36159,0.40425,0.72013,1.75414,0.42002,0.31569,-0.56631,-1.42115,0.51887,-1.35736,1.03642,0.93329,-0.66456,-0.17553,-1.4272,-0.72875,0
peptide_nm_267,1.43582,0.96063,0.73576,1.57826,0.34966,-1.99596,-1.6469,-0.98322,-1.66769,-0.81078,1.8912,0.9607,1.00805,1.28465,0.50724,1.00602,1.31955,1.07857,0.64385,0.59114,-1.99879,-0.63344,-1.1147,-1.15114,-0.74748,-0.35659,1.01687,0.87718,0.76633,0.56773,0
peptide_nm_268,-2.72793,-0.53849,-1.34868,-1.05799,-1.08718,-0.09291,1.67167,1.78553,1.35265,1.37735,0.12485,-0.05228,-0.42957,-0.27883,-0.00347,-1.08519,-1.64013,-1.3206,-0.92358,-2.08672,1.54606,1.44997,1.56772,0.68749,1.4551,0.81459,1.56656,0.54654,-0.23556,-1.38878,0
peptide_nm_269,0.51471,1.38773,0.80746,0.18233,0.05032,-0.872,-1.36907,-0.24136,0.03037,-0.02442,0.96172,0.82012,1.21218,0.4882,0.24472,0.03549,-0.33378,0.53667,-0.21904,-0.17833,-0.07469,-0.85127,-0.19247,-0.54821,-0.49518,0.45983,-0.78516,0.45841,0.16101,0.2363,0
peptide_nm_270,-0.90417,-0.04069,-1.52189,-2.05417,-0.78073,0.87824,0.11166,0.44594,0.42254,1.71954,-0.47663,0.46448,0.85142,-2.18872,-1.39012,0.0613,-0.13141,-0.32167,-0.14867,-0.47946,-0.13414,0.37778,1.41276,-0.85015,1.97851,0.14369,-2.06988,-0.7956,-0.95621,-0.66781,0
peptide_nm_271,-3.38814,-0.58638,-0.77184,-0.84243,-1.09112,1.20828,0.37878,1.35249,1.80146,2.24738,-0.64387,-1.39683,0.66385,-1.14699,-0.12299,-1.81759,-1.34645,-2.29286,-2.23833,-1.28278,2.70133,0.13704,1.23755,1.21638,-0.3675,1.01571,-2.83469,-0.02984,-0.34716,-0.2325,0
peptide_nm_272,-1.78864,-0.84977,-0.85648,-1.13799,-0.57508,2.56752,1.3874,1.04446,1.64168,1.01763,-0.24008,-1.04045,0.34144,0.16657,0.53185,-2.26258,-1.21514,-1.16379,-1.0664,-1.53697,1.45587,0.95802,0.72994,0.99518,1.34821,0.25254,1.17335,1.68512,1.66121,1.37988,0
peptide_nm_273,1.12416,1.46855,0.88413,0.67473,0.78373,-1.54153,-1.94419,-1.76935,-1.69103,-2.21024,0.57081,1.29713,0.30425,-0.15067,0.0724,0.794,1.76103,1.90595,1.58285,1.3055,-0.01576,-0.32612,-0.90247,-0.17721,-0.17235,-1.78689,-0.09323,-0.21339,-0.50211,-0.76519,0
peptide_nm_274,-0.66238,-0.31875,0.05128,-0.31614,0.16853,0.03405,-0.8531,0.78392,-0.47312,-0.36484,0.99296,0.77074,0.61347,-0.13516,0.42067,-0.46874,-0.3479,-0.84463,-0.12739,0.05643,-0.61964,-0.25212,0.30725,0.17194,0.11144,0.35128,0.84671,0.27293,0.36926,0.22353,0
peptide_nm_275,-1.23338,0.28419,-0.11355,0.35727,0.99131,-1.56233,-0.91008,0.82087,-0.89615,-1.54208,1.1335,0.68673,1.73923,1.85886,1.45448,2.78257,0.29785,-0.06387,0.65258,2.84334,-1.44131,-1.04257,-2.58261,-2.50935,-1.11679,0.47728,2.08884,1.63554,2.0207,2.16326,0
peptide_nm_276,0.62352,2.13187,2.21549,1.9272,1.76975,-1.98197,-3.57824,-3.17488,-3.42577,-3.23871,0.57528,0.8589,0.5722,0.17553,0.23577,1.53353,2.51753,2.49696,2.72324,2.58465,-0.70464,-0.88817,-0.45204,-0.08068,-0.05942,-2.52905,-0.04613,-0.30333,-0.38093,-0.45377,0
peptide_nm_277,-0.70445,-0.428,-0.7693,-0.92726,-0.76881,0.74758,0.99599,0.3349,1.01878,0.91741,-0.08186,-0.39923,-0.34725,-0.5428,-0.3381,0.87938,-0.09908,-0.62116,-0.78943,-0.88913,0.7032,0.23477,-0.28399,-0.93736,-0.32784,-0.24896,0.45047,0.15173,0.1595,-0.02735,0
