,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3,y
peptide_nm_243,0.26533,0.09635,-0.34768,0.49747,0.47971,-1.03488,0.17796,0.78158,-0.93872,0.48657,-0.32876,-0.24185,0.44195,-0.26663,-0.17304,0.22026,-0.08156,-0.14967,0.06199,0.43937,-0.44195,0.66916,-0.12744,-0.51077,-0.24185,0.12497,0.11997,0.64937,-0.06005,-0.51077,-0.21431,-0.39292,0.83261,-1.34201,1.18217,0.59964,-0.24788,0.26533,0.022,0
peptide_nm_244,1.95128,-0.95427,-0.79338,0.99743,-0.7014,-0.44468,0.55773,-0.45668,-0.28451,1.1591,-0.35595,-0.97158,1.78093,-1.09638,-0.671,1.24202,-0.69076,-0.61746,0.30234,1.71097,-1.78093,-0.44134,0.09784,0.3259,-0.97158,-0.70163,1.81027,-0.0223,-0.38569,0.3259,0.77936,-0.94129,0.19818,-0.20666,-0.80883,1.13878,-1.06102,1.95128,-0.79425,0
peptide_nm_245,0.67292,0.45194,-1.10195,-0.33168,1.12639,-0.72756,-0.39706,1.20069,-0.59807,1.11254,0.03929,-1.28515,0.90847,0.37351,-1.46187,1.7596,-0.9108,-0.94131,0.46874,0.51622,-0.90847,0.28224,-0.88991,0.45003,-1.28515,0.20725,1.14158,-0.31092,-0.22961,0.45003,0.44469,-1.11213,0.89577,0.72843,-1.02089,0.07501,-1.97781,0.67292,1.74868,0
peptide_nm_246,0.12589,-0.39025,0.29741,-0.13931,-0.0432,0.20047,-0.18076,-0.22206,0.43061,-0.0196,-0.12415,0.13692,-0.60686,1.01909,-0.54612,-0.0683,-0.46492,0.52739,-0.49461,-0.13907,0.60686,-0.16286,0.91595,-0.57997,0.13692,-0.11431,-0.01983,-0.08812,0.82459,-0.57997,-0.55637,-0.12306,0.94064,1.12857,-1.3892,-0.08706,0.06148,0.12589,-0.21428,0
peptide_nm_247,0.06153,-0.08145,0.02945,0.1252,0.59729,-0.72756,0.51621,0.57203,-1.17291,0.08822,0.03929,-0.13539,0.30865,-0.18403,-0.12347,0.05157,0.29944,-0.34758,-0.7515,1.20792,-0.30865,-0.21522,0.82565,-0.46021,-0.13539,0.20725,-0.08436,-0.31092,0.91495,-0.46021,-0.16886,0.7671,-0.80945,-1.06043,1.31176,0.07501,0.14529,0.06153,-0.24933,0
peptide_nm_248,0.06153,-0.61484,0.59514,-0.33168,0.59729,-0.20895,-0.39706,0.57203,-0.02322,-0.93609,0.66038,0.43948,-0.89098,0.93106,-0.12347,0.05157,-0.9108,0.83988,-0.14138,-0.86718,0.89098,-0.71268,0.2538,0.45003,0.43948,-0.9036,0.52861,-0.31092,-0.22961,0.45003,-0.16886,-0.48572,0.89577,1.17565,-1.02089,-0.54086,-0.38548,0.06153,0.41667,0
peptide_nm_249,-0.93893,0.30647,0.54372,0.1875,0.23654,-0.44468,-0.25177,0.65776,-0.28451,-0.65673,0.37807,0.38722,-1.05457,1.20983,-0.27556,-0.44014,-0.33318,0.7859,-0.77923,-0.33268,1.05457,0.44052,0.77367,-1.01876,0.38722,-0.04522,-0.36298,-0.0223,1.30514,-1.01876,-1.39597,0.90947,0.70199,0.32187,-0.46423,0.04701,0.50718,-0.93893,0.3864,0
peptide_nm_250,-0.39701,0.96311,-0.6541,0.03002,0.57524,-0.59791,0.53524,0.10054,-0.76573,-0.25322,1.20383,-0.83004,0.33365,0.60582,-1.09939,-0.0196,0.82893,-0.79288,-0.92945,1.43849,-0.33365,0.48952,-0.12744,-0.34643,-0.83004,0.99411,-0.21206,0.3946,0.00884,-0.34643,-0.0666,0.32339,-0.34762,0.05761,-0.29194,0.22898,0.16741,-0.39701,0.22242,0
peptide_nm_251,0.06153,-0.08145,0.02945,1.03896,0.06819,-1.24616,0.51621,0.57203,-1.17291,0.08822,0.03929,-0.13539,0.30865,0.37351,-0.79267,-0.51778,0.29944,0.24615,0.46874,-0.17548,-0.30865,-0.21522,1.96936,-1.37044,-0.13539,0.20725,-0.08436,0.21822,1.48723,-1.37044,-0.78241,0.14069,0.89577,-0.166,0.14544,0.07501,0.67607,0.06153,-0.91534,0
peptide_nm_252,1.59001,0.09635,-1.57336,2.25732,-1.43091,-1.15972,1.77197,-1.26155,-1.07711,2.52097,-1.15113,-1.76421,1.95815,-0.60219,-1.46187,1.52238,-0.1544,-1.43609,2.04487,-0.06019,-1.95815,2.10627,-0.74694,-1.33251,-1.76421,0.39239,1.44806,2.11429,-0.61113,-1.33251,-1.39597,-0.69452,2.88519,-0.42688,-1.55546,2.23056,-2.42013,1.59001,1.30468,0
peptide_nm_253,0.06153,-0.61484,0.59514,1.03896,-0.99,-0.20895,0.51621,-0.68528,-0.02322,-0.93609,0.66038,0.43948,0.30865,0.37351,-0.79267,-0.51778,-0.30568,0.83988,-0.14138,0.51622,-0.30865,-0.71268,1.39751,-0.46021,0.43948,-0.34818,-0.08436,-0.31092,0.91495,-0.46021,-0.78241,-0.48572,1.74838,0.72843,-1.02089,0.07501,0.67607,0.06153,-0.91534,0
peptide_nm_254,-0.09132,0.0519,0.02945,0.46786,-0.4609,-0.0793,0.2879,-0.52812,0.12049,-0.16786,-0.11598,0.29576,-0.14121,0.23413,-0.12347,0.05157,-0.30568,0.24615,-0.29391,0.17037,0.14121,0.28224,0.2538,-0.46021,0.29576,-0.07046,-0.2376,0.3505,0.1996,-0.46021,-0.78241,-0.01591,1.10892,-0.94863,0.7286,0.53691,0.14529,-0.09132,-0.08283,0
peptide_nm_255,0.42117,0.6402,-1.06867,0.04457,1.06414,-1.09363,0.81169,0.46109,-1.44343,-0.51432,1.50068,-0.81172,-0.2206,0.57029,-0.43839,1.12328,0.19266,-1.36042,-0.24905,0.02796,0.2206,-0.68342,-0.41897,0.95869,-0.81172,-0.3155,1.21369,-0.27979,-0.90288,0.95869,0.0116,0.10384,-0.15746,0.2286,0.48847,-0.83068,-0.72893,0.42117,0.45585,0
peptide_nm_256,1.22873,-1.58464,0.54372,0.45748,-0.7014,0.16821,-0.5216,0.28628,0.39485,0.55382,-1.08996,0.38722,0.36318,-0.43746,0.11988,0.56915,-1.4059,0.7859,1.02339,-0.74141,-0.36318,-1.02925,0.77367,0.3259,0.38722,-1.35804,1.08586,-0.64764,0.29064,0.3259,0.05425,-1.6816,2.21344,0.8504,-0.80883,-0.31691,-0.43374,1.22873,-0.79425,0
peptide_nm_257,0.06153,0.45194,-0.53625,0.58208,-0.4609,-0.20895,0.51621,-0.05663,-0.59807,0.60038,-0.5818,-0.13539,0.30865,-0.18403,-0.12347,0.62091,0.29944,-0.94131,-0.14138,0.51622,-0.30865,0.28224,0.2538,-0.46021,-0.13539,0.20725,-0.08436,-0.31092,0.91495,-0.46021,-0.78241,0.14069,0.89577,-0.61322,0.14544,0.69088,-0.38548,0.06153,0.41667,0
peptide_nm_258,1.35624,-1.39923,0.22911,1.09271,-1.76808,0.49269,0.46249,-0.98112,0.31493,1.05228,-1.34902,0.0675,0.69677,-0.70878,0.07335,1.12328,-1.19556,0.00167,0.68407,0.02796,-0.69677,-1.06383,2.20483,-0.78146,0.0675,-1.16498,1.21369,-1.08906,2.1605,-0.78146,-0.92678,-0.37518,1.79853,0.2286,-0.40342,0.11124,-0.32304,1.35624,-1.07205,0
peptide_nm_259,-0.11315,-0.48149,0.61535,-0.21746,-0.61207,0.84677,-0.34814,-0.48321,0.88011,0.1431,-0.95889,0.72692,-0.26974,-0.08447,0.40233,0.37691,-0.99725,0.58542,-0.3157,0.04685,0.26974,-0.35735,1.11158,-0.55773,0.72692,-0.4672,-0.25949,-0.66997,1.42592,-0.55773,-0.54137,-0.01591,0.77397,-0.5653,1.06184,-0.3429,-0.36653,-0.11315,0.58317,0
peptide_nm_260,0.26533,0.8668,-1.1648,0.60746,0.09759,-0.78518,1.60707,-1.48856,-0.66194,-0.25322,1.76454,-1.34902,0.87515,0.00182,-0.97856,0.0832,0.93819,-1.00728,0.94327,-0.06019,-0.87515,1.38771,-0.54044,-0.83947,-1.34902,1.19468,0.11997,1.54106,-0.61113,-0.83947,-0.0666,-0.69452,1.03787,0.05761,-1.34487,1.34096,-0.1201,0.26533,-0.13833,0
peptide_nm_261,-0.39701,0.50909,-0.17259,0.63103,0.37053,-1.07946,0.71192,0.10054,-0.98814,-0.33248,0.48293,-0.0738,-0.54823,1.20983,-0.84047,-0.68045,0.68845,0.0341,-0.03243,-0.59544,0.54823,0.79747,0.84608,-1.40295,-0.0738,0.56431,-0.54408,1.04972,0.62881,-1.40295,-1.1111,-0.01591,1.56568,-0.15003,-0.02118,0.22898,0.86563,-0.39701,-0.65369,0
peptide_nm_262,-1.46695,0.18525,1.16084,0.1252,-1.51909,1.34685,-0.8537,-0.68528,1.70132,0.3443,-1.82397,1.3018,-0.59107,-0.4628,1.21493,-1.08712,-0.30568,1.43361,-0.14138,-0.52133,0.59107,0.03351,-0.31805,0.22247,1.3018,0.20725,-1.61678,-0.04635,-0.22961,0.22247,-1.08919,1.39352,-0.38315,-1.28404,0.43702,1.30675,-0.65087,-1.46695,2.41468,0
peptide_nm_263,-0.32342,0.60999,-0.34768,0.49747,-0.53929,-0.03609,-0.0419,-0.12648,0.1684,-0.00662,-0.02972,0.03494,-0.13566,0.00182,0.14917,-0.05387,0.2098,-0.14967,-0.23177,0.10633,0.13566,0.42964,-0.12744,-0.29164,0.03494,0.12497,-0.17517,0.64937,-0.33559,-0.29164,-0.50972,0.21029,0.42209,-0.48071,0.62061,0.00658,0.00768,-0.32342,0.34267,0
peptide_nm_264,0.5965,0.09635,-0.6541,0.77245,-0.85772,-0.03609,1.27728,-1.60207,-0.14298,0.30162,0.53099,-0.83004,0.65855,-0.60219,-0.01194,0.28879,0.50115,-0.79288,0.72295,-0.06019,-0.65855,0.48952,0.49207,-0.83947,-0.83004,0.39239,0.45199,0.68121,0.31882,-0.83947,-0.39894,-1.03383,1.96153,0.29985,-0.60782,0.22898,-0.1201,0.5965,-0.49909,0
peptide_nm_265,0.50618,0.93684,-1.46193,0.45748,0.54919,-1.05758,0.55773,0.28628,-0.96388,1.1591,0.37807,-1.65098,1.07206,-0.43746,-0.671,-0.10371,1.45468,-1.31914,1.74444,-0.74141,-1.07206,0.73448,-0.57799,-0.21196,-1.65098,1.26761,0.36144,1.22839,-1.06202,-0.21196,0.77936,-0.20099,-0.80945,0.8504,-1.49802,0.41094,-0.43374,0.50618,-0.00715,0
peptide_nm_266,-0.21637,0.93684,-0.79338,0.45748,0.54919,-1.05758,1.09739,0.28628,-1.64324,-0.05146,1.11208,-0.97158,1.07206,-0.43746,-0.671,-0.10371,1.45468,-1.31914,0.30234,0.89351,-1.07206,0.73448,-1.25382,0.3259,-0.97158,1.26761,-0.36298,0.60304,-1.06202,0.3259,0.05425,0.53932,-0.80945,-0.20666,-0.80883,1.13878,-0.43374,-0.21637,0.77995,0
peptide_nm_267,-1.50091,0.48158,0.87799,0.27749,-1.43091,1.08755,-0.70149,-0.58051,1.4139,0.48657,-1.37541,0.72692,0.00874,-0.40085,0.47138,-0.73919,-0.37291,1.13675,-0.37865,0.43937,-0.00874,0.30988,1.52459,-1.49686,0.72692,0.79354,-1.65083,-0.36971,2.28207,-1.49686,-1.39597,1.11511,0.42209,-1.55734,0.761,1.34096,0.26324,-1.50091,1.30468,0
peptide_nm_268,3.08027,-0.48149,-2.33941,3.12349,-1.71751,-1.862,2.14299,-0.92103,-1.85554,3.35322,-1.31934,-2.54269,3.4202,-2.41421,-0.91815,2.29336,-0.1544,-2.2401,3.3668,0.12714,-3.4202,0.22006,1.11158,-1.08599,-2.54269,-0.20932,2.94218,0.68121,0.62881,-1.08599,-0.39894,-2.56071,4.03977,-0.30575,-1.7134,2.23056,-2.70763,3.08027,0.04204,0
peptide_nm_269,-0.54986,0.71864,-0.2534,0.35364,-0.19635,-0.20895,0.51621,-0.68528,-0.02322,-0.42394,0.34984,0.15204,-0.29116,0.93106,-0.79267,-0.51778,0.60201,-0.05072,-0.44644,0.17037,0.29116,0.28224,0.2538,-0.46021,0.15204,0.48496,-0.69733,0.74735,-0.22961,-0.46021,-0.47564,0.4539,0.04316,-0.166,0.14544,0.07501,-0.1201,-0.54986,0.74967,0
peptide_nm_270,1.02229,0.26145,-1.22317,0.84316,-0.61207,-0.35713,1.55996,-1.35884,-0.72125,0.38088,0.48293,-0.87452,1.12269,-0.86105,-0.21907,0.90558,0.68845,-1.61986,0.81737,0.368,-1.12269,-0.35735,0.04957,0.28749,-0.87452,0.04856,0.87888,0.06704,-0.434,0.28749,0.31322,-0.88841,0.77397,0.47288,0.52033,-1.20072,-1.10582,1.02229,0.27396,0
peptide_nm_271,2.67384,0.30647,-2.79903,1.53738,0.54919,-2.28336,2.17672,-0.45668,-2.32261,1.1591,1.84609,-3.00978,2.4898,-1.09638,-1.46187,1.91488,0.73953,-2.72251,1.74444,0.89351,-2.4898,0.73448,-0.57799,-0.21196,-3.00978,0.6112,2.53469,1.22839,-1.06202,-0.21196,0.77936,-1.6816,1.20581,0.8504,-2.18722,1.13878,-1.06102,2.67384,-1.58134,0
peptide_nm_272,-0.54986,2.05212,-1.66764,1.49585,-0.99,-0.72756,1.42949,-1.31394,-0.59807,-0.93609,2.52365,-1.28515,0.90847,-0.74158,-0.12347,-0.51778,2.11481,-1.53505,-1.97174,3.28302,-0.90847,1.27716,-1.46176,-0.00509,-1.28515,1.87353,-0.69733,1.80562,-1.94646,-0.00509,-0.78241,1.39352,-0.80945,-1.50765,-0.43773,2.53849,1.20684,-0.54986,-0.91534,0
peptide_nm_273,-1.62707,-0.56404,2.10367,-0.571,-1.26714,1.89015,-0.98417,-1.16426,2.30354,-1.83847,-0.28604,2.32836,-2.03349,1.72755,0.1952,-1.7378,-0.62265,2.42316,-1.82647,-0.27429,2.03349,-0.66531,2.3506,-1.26208,2.32836,-0.63911,-1.77732,-0.58808,2.22302,-1.26208,-1.01615,1.63215,-0.80945,0.47288,0.33982,-1.0101,2.01564,-1.62707,-0.75677,0
peptide_nm_274,-0.57765,0.93684,-0.45911,0.99743,-0.7014,-0.44468,0.82756,-0.82816,-0.28451,0.25118,0.37807,-0.63188,0.71762,-0.43746,-0.27556,-0.77657,1.09711,-0.26662,0.30234,0.48478,-0.71762,1.02843,-0.24007,-0.74983,-0.63188,1.26761,-0.72519,0.91571,-0.04752,-0.74983,-0.67086,0.53932,0.19818,-0.20666,-0.46423,0.77486,0.19354,-0.57765,0.3864,0
peptide_nm_275,-0.54986,0.45194,0.02945,1.49585,-0.99,-0.72756,0.51621,-0.05663,-0.59807,1.11254,-1.20288,-0.13539,0.90847,0.37351,-1.46187,-0.51778,0.29944,0.24615,-1.36162,2.59132,-0.90847,0.7797,0.2538,-0.91532,-0.13539,0.76268,-0.69733,0.74735,0.34267,-0.91532,-1.39597,1.39352,0.04316,-0.61322,0.14544,0.69088,-1.44704,-0.54986,2.41468,0
peptide_nm_276,-1.66148,-0.95427,2.54937,-0.62243,-1.95199,2.61979,-1.06126,-1.94259,3.11231,-1.26201,-1.08996,2.42542,-2.47231,3.51604,-1.46187,-2.1223,-0.69076,2.89095,-1.86081,-0.74141,2.47231,-1.02925,3.47698,-1.82556,2.42542,-0.70163,-1.81181,-0.64764,2.99597,-1.82556,-1.39597,2.01993,-0.80945,2.43598,-1.49802,-1.7726,2.07538,-1.66148,-0.79425,0
peptide_nm_277,0.0916,0.39948,-0.50843,0.73188,-0.88591,0.0376,0.53119,-1.00476,0.25007,0.03785,0.16147,-0.19194,0.20049,-0.15661,-0.03571,0.48091,-0.18664,-0.31838,0.14867,0.06265,-0.20049,0.33933,-0.16806,-0.17669,-0.19194,0.1162,0.07642,0.35701,-0.16394,-0.17669,-0.87294,0.01746,1.18929,-0.27597,0.04984,0.32741,-0.40289,0.0916,0.40575,0
peptide_nm_278,-1.81631,3.23319,-1.74846,1.2674,-1.10338,-0.35713,0.71192,-0.77509,-0.18746,1.80761,-0.0938,-1.94215,1.67966,-0.86105,-0.84047,-0.15177,1.81225,-1.61986,-0.88224,2.93717,-1.67966,2.41422,-1.54346,-0.98034,-1.94215,3.14308,-1.39786,1.54106,-0.434,-0.98034,-1.39597,2.01993,-0.80945,-1.60348,0.52033,1.65868,-1.59869,-1.81631,3.98455,0
peptide_nm_279,-2.05286,2.69663,-0.96052,-0.21746,-0.57113,0.80664,0.04055,-1.26155,1.10252,-0.25322,1.20383,-0.83004,-0.31616,0.60582,-0.37442,-0.328,1.1567,-0.79288,-1.59041,1.43849,0.31616,2.37573,-1.67621,-0.83947,-0.83004,2.49839,-1.87218,1.25444,-0.30115,-0.83947,-1.39597,1.68062,-0.34762,-0.66912,-0.9237,1.89696,0.45491,-2.05286,1.66543,0
peptide_nm_280,0.70689,0.48158,-1.1648,0.27749,0.47971,-0.78518,1.27728,-1.03453,-0.66194,0.11667,1.31597,-1.34902,0.44195,0.00182,-0.49525,0.49439,0.50115,-1.00728,0.50263,-0.06019,-0.44195,1.02843,-0.12744,-0.83947,-1.34902,0.79354,0.56267,0.77675,0.2155,-0.83947,-0.0666,-0.24212,0.42209,0.70359,-1.34487,0.45137,-0.1201,0.70689,-0.61934,0
peptide_nm_281,2.15773,-0.72913,-1.22317,1.2674,-0.61207,-0.83868,1.55996,-1.35884,-0.72125,0.85646,-0.0938,-0.87452,0.56572,0.17439,-0.84047,1.96294,-0.99725,-1.06854,1.95045,-1.55888,-0.56572,-0.35735,1.64259,-0.98034,-0.87452,-0.98295,2.01725,0.06704,1.16021,-0.98034,-0.82624,-0.30675,1.56568,0.88815,-0.56269,-0.62884,-1.10582,2.15773,-0.96291,0
peptide_nm_282,-1.72169,1.82987,-0.34768,1.2674,-0.85772,-0.59791,0.78259,-0.58051,-0.45435,-0.25322,0.86741,-0.51864,0.00874,0.00182,-0.01194,-1.56158,1.81225,-0.14967,-0.59897,0.68915,-0.00874,1.56735,-1.36645,-0.34643,-0.51864,1.59582,-1.20813,2.11429,-1.85108,-0.34643,-1.39597,1.34131,0.11421,-0.91136,-0.29194,1.56336,-0.1201,-1.72169,2.02618,0
peptide_nm_283,0.26533,1.25203,-1.57336,0.27749,1.43502,-1.72154,-0.2068,2.14367,-1.69986,0.30162,0.86741,-1.14143,0.65855,0.60582,-1.46187,1.52238,-0.1544,-1.43609,0.72295,-0.06019,-0.65855,-0.58832,-0.74694,1.1327,-1.14143,-0.20932,1.44806,-0.17863,-1.2311,1.1327,0.59808,-0.69452,0.11421,0.05761,0.33982,-0.43822,-1.84512,0.26533,2.02618,0
peptide_nm_284,-0.11315,0.09635,0.00251,1.12599,-1.26714,-0.03609,0.42924,-0.38592,-0.18746,0.69793,-0.67052,-0.16277,0.1944,0.34696,-0.63334,0.37691,-0.24805,-0.14967,-0.3157,0.5821,-0.1944,-0.66531,1.64259,-0.6986,-0.16277,-0.29528,0.49942,-0.58808,1.51448,-0.6986,-1.39597,0.85659,0.77397,0.47288,-0.38219,-0.24759,-0.94154,-0.11315,1.30468,0
peptide_nm_285,-0.39701,1.25203,-0.96052,0.77245,-0.85772,-0.03609,0.78259,-1.26155,0.1684,0.30162,0.86741,-1.14143,0.00874,0.00182,-0.01194,0.28879,0.50115,-0.79288,-0.59897,0.68915,-0.00874,1.02843,-0.12744,-0.83947,-1.14143,0.99411,0.11997,0.96783,0.00884,-0.83947,-1.39597,0.6627,1.03787,-0.42688,-0.9237,1.56336,-0.1201,-0.39701,0.58317,0
peptide_nm_286,-0.32342,-0.16047,0.46943,0.49747,-0.02979,-0.53548,-0.26176,0.78158,-0.38516,0.48657,-1.22589,0.58853,-0.42446,0.53871,-0.17304,-0.328,-0.37291,0.70794,0.06199,-0.55976,0.42446,-0.52844,0.97391,-0.29164,0.58853,-0.40989,-0.17517,-0.11494,0.49104,-0.29164,-0.80514,0.8135,0.01158,-0.69603,1.18217,-0.28995,-0.50343,-0.32342,0.98401,0
peptide_nm_287,0.06153,0.98533,-1.10195,-0.78857,0.59729,0.30965,0.51621,-1.31394,0.55163,-0.42394,1.90256,-1.28515,0.90847,0.37351,-1.46187,1.19026,-0.30568,-0.94131,-0.14138,1.20792,-0.90847,0.7797,-0.31805,-0.46021,-1.28515,1.3181,-0.08436,-0.31092,0.91495,-0.46021,0.44469,0.14069,-0.80945,0.72843,-1.60405,0.69088,-0.38548,0.06153,0.41667,0
peptide_nm_288,-0.11315,0.75674,-0.69788,1.69165,-2.08598,0.12443,0.71192,-1.35884,0.34632,1.33203,-0.67052,-0.87452,1.12269,-1.37877,0.40233,0.37691,0.12655,-0.51722,0.81737,0.368,-1.12269,0.5665,0.58057,-0.98034,-0.87452,0.56431,0.30969,0.55838,0.62881,-0.98034,-1.39597,0.27492,1.56568,-0.77294,-0.02118,1.0868,-1.10582,-0.11315,1.51082,0
peptide_nm_289,-0.11315,-0.23384,0.3527,0.56032,-0.28454,-0.35713,0.42924,0.00325,-0.54332,-0.25322,0.09844,0.19311,-0.17691,0.00182,0.1952,-0.328,0.12655,0.21788,-0.3157,0.1539,0.17691,1.18241,-0.48144,-0.6986,0.19311,0.04856,-0.25949,1.04972,-0.25686,-0.6986,-1.01615,0.08103,1.30177,-0.91136,-0.02118,1.27742,0.70134,-0.11315,-0.75677,0
peptide_nm_290,1.59001,-1.05933,-0.34768,0.27749,-0.85772,0.52573,-0.2068,-0.58051,0.79115,0.85646,-0.47828,-0.51864,0.65855,-1.2062,0.71303,2.13917,-2.12105,-0.14967,0.72295,-0.06019,-0.65855,-1.66615,2.3506,-0.34643,-0.51864,-1.41274,2.11211,-1.89832,2.48872,-0.34643,-0.0666,-0.01591,0.11421,0.54209,-0.29194,-0.43822,-1.27011,1.59001,-0.13833,0
peptide_nm_291,-1.54739,2.52936,-1.25081,0.4859,0.31882,-0.86403,1.38142,-1.08233,-0.74934,-0.72045,2.00062,-1.04309,-0.60686,1.40057,-1.004,-1.6265,2.84733,-1.09756,-0.49461,-0.13907,0.60686,1.87936,-0.64913,-1.20276,-1.04309,2.54589,-1.69743,2.44616,-1.13321,-1.20276,-0.97617,1.59133,-0.80945,0.2106,-0.9902,0.75571,1.15097,-1.54739,0.24141,0
peptide_nm_292,2.50709,0.45194,-2.79903,1.03896,0.06819,-1.24616,1.88613,-1.31394,-1.17291,1.62469,0.66038,-2.4349,2.70792,-1.29912,-1.46187,2.89829,-0.30568,-2.72251,2.29909,0.51622,-2.70792,0.28224,-0.88991,0.45003,-2.4349,0.20725,2.36752,0.21822,-0.80189,0.45003,1.05825,-2.36496,1.74838,0.72843,-0.43773,-0.54086,-3.03936,2.50709,1.08267,0
peptide_nm_293,0.42117,-0.17557,-0.20349,0.39395,-0.14967,-0.30047,0.46249,-0.01965,-0.56425,1.05228,-0.87407,-0.37211,0.23809,-0.28242,0.07335,-0.18287,0.6554,-0.45236,0.21751,0.02796,-0.23809,-0.30301,0.45563,-0.0854,-0.37211,0.10923,0.27621,0.12484,-0.02763,-0.0854,0.0116,-0.8542,1.14654,0.91258,0.48847,-1.7726,-0.72893,0.42117,0.45585,0
peptide_nm_294,0.42117,1.04809,-1.50126,0.74333,-1.36348,0.49269,0.1133,-0.98112,0.75451,2.22723,-1.34902,-1.25133,1.61414,-0.28242,-1.46187,1.99404,-0.73282,-1.36042,-0.71561,2.67269,-1.61414,0.45782,0.89293,-1.12949,-1.25133,0.95871,0.27621,-0.68442,2.1605,-1.12949,-0.92678,1.06189,-0.15746,-0.79736,-0.84937,1.99508,-1.94659,0.42117,1.98374,0
peptide_nm_295,-0.61779,-0.16047,0.74181,0.49747,0.47971,-1.03488,0.39783,0.4789,-0.93872,-0.74641,0.26932,0.58853,-0.71326,0.53871,0.14917,-1.15038,0.2098,0.99381,-0.23177,-0.55976,0.71326,0.90867,0.69858,-1.38729,0.58853,0.12497,-0.76543,0.64937,1.04212,-1.38729,-1.10055,0.5119,0.83261,-0.48071,0.33982,0.30311,1.02992,-0.61779,-0.61934,0
peptide_nm_296,-0.39701,1.46872,-1.19034,1.82423,-1.07267,-1.01927,1.40095,-0.92103,-0.92142,0.85646,0.19456,-1.14143,1.22712,-0.82869,-0.37442,-0.71349,1.81225,-1.03408,0.88819,0.40814,-1.22712,1.23053,-0.05,-1.08599,-1.14143,1.59582,-0.54408,1.54106,-0.30115,-1.08599,-0.89745,0.49305,0.57604,-0.48744,-0.29194,0.97957,-0.33572,-0.39701,0.85374,0
peptide_nm_297,1.14845,0.8668,-1.98192,1.59737,-0.79404,-1.03488,1.27728,-0.73185,-0.93872,1.22635,-0.02972,-1.34902,1.88595,-0.80353,-1.13967,1.31678,0.50115,-1.8649,1.82455,0.10633,-1.88595,0.90867,-1.22878,0.14662,-1.34902,0.39239,1.00536,1.41367,-1.7133,0.14662,0.08111,-0.99613,1.24313,-0.69603,-0.22174,1.1927,-1.78123,1.14845,0.98401,0
peptide_nm_298,0.85407,1.12362,-1.98192,1.15741,-0.02979,-1.28457,1.27728,-0.42916,-1.21549,0.73316,1.16645,-1.90261,1.59715,-0.80353,-0.81746,1.04265,0.79251,-1.8649,0.94327,0.77241,-1.59715,0.90867,-0.95345,-0.07251,-1.90261,0.92725,1.00536,1.1589,-1.16222,-0.07251,0.08111,-0.99613,1.24313,0.16527,-0.78331,0.59964,-1.27011,0.85407,0.66334,0
peptide_nm_299,-1.66148,1.56721,-0.12483,0.45748,0.54919,-1.05758,0.01806,1.02923,-0.96388,-0.65673,-0.35595,1.06662,-1.05457,0.22146,0.91075,-0.77657,0.73953,0.08422,-1.86081,0.89351,1.05457,1.9103,-1.25382,-0.74983,1.06662,0.6112,-1.81181,0.60304,0.29064,-0.74983,-1.39597,2.01993,-0.80945,-2.32077,2.63713,0.41094,0.19354,-1.66148,1.56704,0
peptide_nm_300,-0.71075,1.06955,-0.4767,0.4859,-0.0432,-0.5092,0.75655,-0.65219,-0.35603,0.33082,-0.12415,-0.25642,-0.19646,1.01909,-1.004,-0.45785,0.77717,-0.28509,-0.49461,0.33419,0.19646,0.51788,0.13341,-0.57997,-0.25642,1.02577,-0.85863,0.63596,0.04147,-0.57997,-0.97617,1.16273,-0.22609,-0.09539,0.20682,-0.08706,-0.66484,-0.71075,1.60847,0
