,Shannon-Entropy,y
peptide_pm_412,-1.68738,1
peptide_pm_413,-0.40501,1
peptide_pm_414,0.55551,1
peptide_pm_415,1.01147,1
peptide_pm_416,-1.98911,1
peptide_pm_417,-0.93975,1
peptide_pm_418,-0.43518,1
peptide_pm_419,-2.73172,1
peptide_pm_420,-1.02189,1
peptide_pm_421,-0.38825,1
peptide_pm_422,-0.65981,1
peptide_pm_423,0.36106,1
peptide_pm_424,-0.94981,1
peptide_pm_425,0.91592,1
peptide_pm_426,0.55216,1
peptide_pm_427,-0.76541,1
peptide_pm_428,-1.82316,1
peptide_pm_429,-1.04536,1
peptide_pm_430,-3.4542,1
peptide_pm_431,-0.2994,1
peptide_pm_432,0.94106,1
peptide_pm_433,0.4365,1
peptide_pm_434,-0.49385,1
peptide_pm_435,-0.46871,1
peptide_pm_436,-3.36536,1
peptide_pm_437,0.80528,1
peptide_pm_438,0.25713,1
peptide_pm_439,-0.59108,1
peptide_pm_440,-0.07981,1
peptide_pm_441,0.96285,1
peptide_pm_442,0.32921,1
