,Hopp_woods,y
peptide_pm_403,1.81223,1
peptide_pm_404,0.88485,1
peptide_pm_405,0.52176,1
peptide_pm_406,0.9156,1
peptide_pm_407,2.49148,1
peptide_pm_408,1.40722,1
peptide_pm_409,-1.20515,1
peptide_pm_410,0.27373,1
peptide_pm_411,2.02204,1
peptide_pm_412,2.64646,1
peptide_pm_413,1.83378,1
peptide_pm_414,-0.23105,1
peptide_pm_415,-1.22695,1
peptide_pm_416,-0.71294,1
peptide_pm_417,0.05273,1
peptide_pm_418,1.46455,1
peptide_pm_419,2.66624,1
peptide_pm_420,0.96279,1
peptide_pm_421,-0.36702,1
peptide_pm_422,1.45681,1
peptide_pm_423,0.64538,1
peptide_pm_424,-0.04757,1
peptide_pm_425,-1.49703,1
peptide_pm_426,1.1555,1
peptide_pm_427,-0.00475,1
peptide_pm_428,2.85184,1
peptide_pm_429,-0.09776,1
peptide_pm_430,1.41591,1
peptide_pm_431,-1.02091,1
peptide_pm_432,-1.11174,1
peptide_pm_433,0.27301,1
peptide_pm_434,-0.11969,1
peptide_pm_435,-0.12877,1
peptide_pm_436,2.16296,1
peptide_pm_437,-0.12776,1
peptide_pm_438,0.7558,1
peptide_pm_439,1.39189,1
peptide_pm_440,0.98465,1
peptide_pm_441,-0.78233,1
peptide_pm_442,0.73757,1
