,CKSAAGP_alphaticr.alphaticr.gap0,CKSAAGP_alphaticr.aromatic.gap0,CKSAAGP_alphaticr.postivecharger.gap0,CKSAAGP_alphaticr.negativecharger.gap0,CKSAAGP_alphaticr.uncharger.gap0,CKSAAGP_aromatic.alphaticr.gap0,CKSAAGP_aromatic.aromatic.gap0,CKSAAGP_aromatic.postivecharger.gap0,CKSAAGP_aromatic.negativecharger.gap0,CKSAAGP_aromatic.uncharger.gap0,CKSAAGP_postivecharger.alphaticr.gap0,CKSAAGP_postivecharger.aromatic.gap0,CKSAAGP_postivecharger.postivecharger.gap0,CKSAAGP_postivecharger.negativecharger.gap0,CKSAAGP_postivecharger.uncharger.gap0,CKSAAGP_negativecharger.alphaticr.gap0,CKSAAGP_negativecharger.aromatic.gap0,CKSAAGP_negativecharger.postivecharger.gap0,CKSAAGP_negativecharger.negativecharger.gap0,CKSAAGP_negativecharger.uncharger.gap0,CKSAAGP_uncharger.alphaticr.gap0,CKSAAGP_uncharger.aromatic.gap0,CKSAAGP_uncharger.postivecharger.gap0,CKSAAGP_uncharger.negativecharger.gap0,CKSAAGP_uncharger.uncharger.gap0,CKSAAGP_alphaticr.alphaticr.gap1,CKSAAGP_alphaticr.aromatic.gap1,CKSAAGP_alphaticr.postivecharger.gap1,CKSAAGP_alphaticr.negativecharger.gap1,CKSAAGP_alphaticr.uncharger.gap1,CKSAAGP_aromatic.alphaticr.gap1,CKSAAGP_aromatic.aromatic.gap1,CKSAAGP_aromatic.postivecharger.gap1,CKSAAGP_aromatic.negativecharger.gap1,CKSAAGP_aromatic.uncharger.gap1,CKSAAGP_postivecharger.alphaticr.gap1,CKSAAGP_postivecharger.aromatic.gap1,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAGP_postivecharger.negativecharger.gap1,CKSAAGP_postivecharger.uncharger.gap1,CKSAAGP_negativecharger.alphaticr.gap1,CKSAAGP_negativecharger.aromatic.gap1,CKSAAGP_negativecharger.postivecharger.gap1,CKSAAGP_negativecharger.negativecharger.gap1,CKSAAGP_negativecharger.uncharger.gap1,CKSAAGP_uncharger.alphaticr.gap1,CKSAAGP_uncharger.aromatic.gap1,CKSAAGP_uncharger.postivecharger.gap1,CKSAAGP_uncharger.negativecharger.gap1,CKSAAGP_uncharger.uncharger.gap1,CKSAAGP_alphaticr.alphaticr.gap2,CKSAAGP_alphaticr.aromatic.gap2,CKSAAGP_alphaticr.postivecharger.gap2,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAGP_alphaticr.uncharger.gap2,CKSAAGP_aromatic.alphaticr.gap2,CKSAAGP_aromatic.aromatic.gap2,CKSAAGP_aromatic.postivecharger.gap2,CKSAAGP_aromatic.negativecharger.gap2,CKSAAGP_aromatic.uncharger.gap2,CKSAAGP_postivecharger.alphaticr.gap2,CKSAAGP_postivecharger.aromatic.gap2,CKSAAGP_postivecharger.postivecharger.gap2,CKSAAGP_postivecharger.negativecharger.gap2,CKSAAGP_postivecharger.uncharger.gap2,CKSAAGP_negativecharger.alphaticr.gap2,CKSAAGP_negativecharger.aromatic.gap2,CKSAAGP_negativecharger.postivecharger.gap2,CKSAAGP_negativecharger.negativecharger.gap2,CKSAAGP_negativecharger.uncharger.gap2,CKSAAGP_uncharger.alphaticr.gap2,CKSAAGP_uncharger.aromatic.gap2,CKSAAGP_uncharger.postivecharger.gap2,CKSAAGP_uncharger.negativecharger.gap2,CKSAAGP_uncharger.uncharger.gap2,CKSAAGP_alphaticr.alphaticr.gap3,CKSAAGP_alphaticr.aromatic.gap3,CKSAAGP_alphaticr.postivecharger.gap3,CKSAAGP_alphaticr.negativecharger.gap3,CKSAAGP_alphaticr.uncharger.gap3,CKSAAGP_aromatic.alphaticr.gap3,CKSAAGP_aromatic.aromatic.gap3,CKSAAGP_aromatic.postivecharger.gap3,CKSAAGP_aromatic.negativecharger.gap3,CKSAAGP_aromatic.uncharger.gap3,CKSAAGP_postivecharger.alphaticr.gap3,CKSAAGP_postivecharger.aromatic.gap3,CKSAAGP_postivecharger.postivecharger.gap3,CKSAAGP_postivecharger.negativecharger.gap3,CKSAAGP_postivecharger.uncharger.gap3,CKSAAGP_negativecharger.alphaticr.gap3,CKSAAGP_negativecharger.aromatic.gap3,CKSAAGP_negativecharger.postivecharger.gap3,CKSAAGP_negativecharger.negativecharger.gap3,CKSAAGP_negativecharger.uncharger.gap3,CKSAAGP_uncharger.alphaticr.gap3,CKSAAGP_uncharger.aromatic.gap3,CKSAAGP_uncharger.postivecharger.gap3,CKSAAGP_uncharger.negativecharger.gap3,CKSAAGP_uncharger.uncharger.gap3,CKSAAGP_alphaticr.alphaticr.gap4,CKSAAGP_alphaticr.aromatic.gap4,CKSAAGP_alphaticr.postivecharger.gap4,CKSAAGP_alphaticr.negativecharger.gap4,CKSAAGP_alphaticr.uncharger.gap4,CKSAAGP_aromatic.alphaticr.gap4,CKSAAGP_aromatic.aromatic.gap4,CKSAAGP_aromatic.postivecharger.gap4,CKSAAGP_aromatic.negativecharger.gap4,CKSAAGP_aromatic.uncharger.gap4,CKSAAGP_postivecharger.alphaticr.gap4,CKSAAGP_postivecharger.aromatic.gap4,CKSAAGP_postivecharger.postivecharger.gap4,CKSAAGP_postivecharger.negativecharger.gap4,CKSAAGP_postivecharger.uncharger.gap4,CKSAAGP_negativecharger.alphaticr.gap4,CKSAAGP_negativecharger.aromatic.gap4,CKSAAGP_negativecharger.postivecharger.gap4,CKSAAGP_negativecharger.negativecharger.gap4,CKSAAGP_negativecharger.uncharger.gap4,CKSAAGP_uncharger.alphaticr.gap4,CKSAAGP_uncharger.aromatic.gap4,CKSAAGP_uncharger.postivecharger.gap4,CKSAAGP_uncharger.negativecharger.gap4,CKSAAGP_uncharger.uncharger.gap4,CKSAAGP_alphaticr.alphaticr.gap5,CKSAAGP_alphaticr.aromatic.gap5,CKSAAGP_alphaticr.postivecharger.gap5,CKSAAGP_alphaticr.negativecharger.gap5,CKSAAGP_alphaticr.uncharger.gap5,CKSAAGP_aromatic.alphaticr.gap5,CKSAAGP_aromatic.aromatic.gap5,CKSAAGP_aromatic.postivecharger.gap5,CKSAAGP_aromatic.negativecharger.gap5,CKSAAGP_aromatic.uncharger.gap5,CKSAAGP_postivecharger.alphaticr.gap5,CKSAAGP_postivecharger.aromatic.gap5,CKSAAGP_postivecharger.postivecharger.gap5,CKSAAGP_postivecharger.negativecharger.gap5,CKSAAGP_postivecharger.uncharger.gap5,CKSAAGP_negativecharger.alphaticr.gap5,CKSAAGP_negativecharger.aromatic.gap5,CKSAAGP_negativecharger.postivecharger.gap5,CKSAAGP_negativecharger.negativecharger.gap5,CKSAAGP_negativecharger.uncharger.gap5,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_uncharger.aromatic.gap5,CKSAAGP_uncharger.postivecharger.gap5,CKSAAGP_uncharger.negativecharger.gap5,CKSAAGP_uncharger.uncharger.gap5,y
peptide_pm_35,2.73497,-0.68562,-1.09631,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,3.31798,-0.73181,-1.01632,-0.6297,-0.0297,-0.70926,-0.27957,-0.56477,-0.29322,1.86648,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.32304,-0.53484,-0.66926,-0.51101,-0.58048,2.44527,-0.71529,-1.04409,-0.64523,0.26708,1.27869,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,1.72333,-0.48969,-0.71564,-0.43638,-0.66605,2.57945,-0.71485,-1.01679,-0.57719,0.42907,1.16001,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.50347,-0.38967,-0.75388,-0.44638,-0.63774,3.02338,-0.60726,-1.00483,-0.52997,0.39886,1.43605,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.47866,-0.45984,-0.6224,-0.45474,-0.53597,2.53632,-0.56849,-0.95686,-0.59145,0.58785,2.12515,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.70748,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_36,1.37047,1.6994,1.18073,-0.64811,-1.37673,-0.76325,-0.31118,0.59977,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,1.55222,-0.72594,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1.29822,0.49755,1.53577,-0.6297,-1.21021,-0.70926,-0.27957,-0.56477,2.39224,-0.60162,1.32218,-0.48976,-0.50958,-0.37427,-0.68146,0.57821,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,1.03549,0.51296,0.83586,0.66368,-1.0603,0.49916,-0.33651,-0.49013,-0.29523,-0.55197,2.61325,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,1.77528,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,2.19239,-0.71485,-1.01679,-0.57719,-1.00624,0.34587,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,1.08424,1.30087,-0.39573,-0.70002,0.87499,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,1.701,0.68233,0.55102,-0.52997,-1.12355,-0.62155,-0.33931,0.67218,-0.27934,-0.44415,1.20553,-0.42718,-0.52747,-0.3637,-0.54897,0.7943,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,0.82783,0.73752,1.51804,-0.59145,-0.95583,0.86056,-0.24834,-0.49316,-0.24915,-0.52469,1.17577,-0.43135,-0.49719,-0.31177,-0.62973,0.90536,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_37,0.80069,0.13996,0.4801,-0.64811,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,-0.66495,-0.42706,0.13943,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.70267,-0.58647,1.15117,-0.50514,0.37407,0.77842,-0.73181,0.7191,-0.6297,0.86749,0.15022,-0.27957,-0.56477,-0.29322,-0.60162,0.58714,-0.48976,-0.50958,-0.37427,0.22034,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.10622,-0.53484,0.15027,-0.51101,-0.10747,1.29656,-0.71529,1.46251,-0.64523,-0.50722,-0.80005,-0.33651,-0.49013,-0.29523,0.65032,0.19307,-0.48313,-0.59839,-0.38151,0.95392,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.51954,-0.48969,0.02438,-0.43638,0.32241,1.23313,-0.71485,0.34913,-0.57719,0.67869,-0.0789,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,0.63388,-0.39573,0.04477,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.39899,-0.38967,-0.75388,-0.44638,0.38174,0.95784,-0.60726,0.97534,-0.52997,1.09086,0.12667,-0.33931,-0.555,-0.27934,-0.44415,0.4161,-0.42718,0.31359,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.50875,-0.45984,-0.6224,-0.45474,-0.03356,0.99394,-0.56849,0.57522,-0.59145,1.10241,-0.6148,-0.24834,0.23292,-0.24915,-0.52469,0.39082,-0.43135,-0.49719,-0.31177,0.29762,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-0.44097,-0.45603,0.38102,-0.39973,-0.58661,1
peptide_pm_38,1.5654,1.10315,0.04221,-0.64811,-0.11078,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.30764,-0.50514,-0.63352,1.37444,-0.73181,0.95575,-0.6297,-0.0297,1.2441,-0.27957,-0.56477,-0.29322,-0.60162,-0.08735,1.27585,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,0.04691,-0.53484,-0.66926,-0.51101,-0.58048,1.8187,-0.71529,1.96383,-0.64523,-1.0603,1.27869,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,1.29672,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,2.64372,-0.71564,-0.43638,-0.66605,1.28923,1.50752,0.72855,-0.57719,0.42907,1.16001,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,0.44861,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,0.49883,1.64952,1.71791,-0.52997,0.39886,1.43605,-0.33931,-0.555,-0.27934,-0.44415,0.30098,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,1.61089,-0.56849,0.57522,-0.59145,0.58785,-0.6148,-0.24834,1.68508,-0.24915,-0.52469,-0.88474,2.30235,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_39,0.39584,-0.08937,0.42171,-0.00761,0.31121,-0.76325,-0.31118,0.03868,-0.32148,-0.51381,0.09514,-0.5271,-0.25994,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,0.34291,1.18445,-0.58647,-0.04842,-0.50514,-0.26967,0.20831,-0.73181,0.53317,-0.0728,1.01589,-0.70926,-0.27957,-0.56477,-0.29322,0.17407,0.14086,0.06514,0.00273,-0.37427,-0.03732,-0.0557,-0.31424,-0.36969,-0.26509,-0.47704,0.77613,-0.53484,-0.08388,-0.51101,-0.24262,0.34443,-0.71529,0.28294,-0.64523,1.28213,-0.18866,-0.33651,-0.49013,-0.29523,-0.55197,1.11844,0.16755,-0.25145,-0.38151,-0.7601,-0.57987,-0.28084,0.61199,-0.27205,-0.46037,-0.69313,-0.48969,0.32909,0.31588,0.38056,0.82006,-0.10875,-0.06479,0.06165,-0.22334,-0.32025,-0.33873,-0.44999,-0.24543,-0.48201,-0.41388,-0.41254,0.25491,-0.39573,0.85726,-0.54595,-0.31128,-0.32663,-0.2865,0.3633,-0.17045,-0.38967,0.44526,-0.44638,0.07281,0.28845,-0.04307,0.69688,0.05176,0.01825,-0.10715,-0.33931,-0.555,-0.27934,-0.44415,-0.33221,-0.42718,0.05076,-0.3637,1.38904,-0.5965,-0.28281,0.94549,-0.23983,-0.37297,0.86657,-0.45984,-0.6224,-0.45474,-0.19056,0.08841,-0.56849,1.11886,0.00645,0.43846,-0.6148,-0.24834,-0.49316,-0.24915,0.21044,0.5554,-0.43135,-0.49719,-0.31177,-0.00153,0.0536,-0.24109,-0.31874,-0.26764,-0.42689,-0.23721,0.17868,0.0652,-0.39973,0.1629,1
peptide_pm_40,1.22684,2.70362,-1.09631,-0.64811,-0.57718,1.27601,-0.31118,1.60383,-0.32148,-0.51381,0.41206,-0.5271,0.10244,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.61505,-0.72645,-0.50514,-0.63352,1.15849,1.59031,0.18884,-0.6297,-0.48879,1.67818,-0.27957,0.454,-0.29322,-0.60162,0.10987,0.58923,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.44936,-0.53484,-0.66926,-0.51101,-0.58048,1.63442,1.5967,-0.1594,-0.64523,-1.0603,0.42274,0.86797,-0.49013,-0.29523,1.14539,0.69135,-0.48313,0.09548,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,1.24891,1.78532,-1.01679,-0.57719,-0.19888,0.26954,0.96961,1.04599,-0.24543,-0.48201,1.09863,-0.41254,-0.01748,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,1.05984,1.79997,-0.27877,-0.52997,-0.3116,1.57322,-0.33931,0.59037,-0.27934,-0.44415,1.0608,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,1.14818,1.85697,-0.19082,-0.59145,-0.18399,2.12515,-0.24834,-0.49316,-0.24915,-0.52469,1.02859,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_41,-0.81871,-0.68562,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,4.76624,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,-0.62309,-0.73181,-0.11245,-0.6297,-1.21021,1.08132,1.65173,0.96339,-0.29322,-0.60162,-0.97483,1.12872,0.98466,-0.37427,1.19728,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.05943,-0.53484,1.03808,-0.51101,1.39041,-0.74453,-0.71529,-1.04409,-0.64523,-1.0603,-0.80005,-0.33651,1.37554,-0.29523,4.69441,0.30308,1.52807,-0.59839,-0.38151,1.10974,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.178,-0.48969,4.12813,-0.43638,-0.66605,-1.29122,-0.71485,0.55401,-0.57719,-1.00624,0.95648,-0.33873,4.33715,-0.24543,-0.48201,0.69933,-0.41254,-0.61673,-0.39573,2.72599,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.35521,1.65471,1.22469,-0.44638,-0.63774,-1.18421,-0.60726,-1.00483,-0.52997,-1.12355,1.20743,2.39795,1.35395,-0.27934,-0.44415,1.28594,-0.42718,-0.52747,-0.3637,1.17371,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,3.86673,-0.45474,0.69214,-1.1654,-0.56849,-0.95686,-0.59145,-0.95583,-0.6148,-0.24834,3.31876,-0.24915,2.32394,1.34748,-0.43135,-0.49719,-0.31177,1.80456,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.49215,2.00348,-0.59803,-0.39973,-0.58661,1
peptide_pm_42,0.98062,0.20876,0.04221,-0.64811,-0.74376,0.04396,1.16879,-0.52241,-0.32148,1.39288,0.09514,-0.5271,-0.05743,1.0574,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.6555,0.36474,0.2906,-0.50514,-0.08774,1.26177,-0.73181,-0.07315,-0.6297,-0.08103,1.15917,-0.27957,0.23253,-0.29322,0.57878,-0.12593,-0.48976,-0.50958,1.38316,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,1.96632,0.22153,-0.51101,-0.06634,0.67949,0.17798,0.32315,-0.64523,0.14641,1.08971,0.59422,0.4427,-0.29523,-0.55197,0.30308,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,0.09165,0.72621,0.41227,0.64412,1.19004,-0.26879,-0.57719,0.22403,0.86925,-0.33873,-0.44999,2.33047,0.75451,-0.1373,-0.41254,-0.16016,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,1.13047,-0.44638,-0.07945,1.17204,0.29545,-0.46028,-0.52997,0.70334,0.20149,-0.33931,1.16306,-0.27934,-0.44415,-0.45885,-0.42718,-0.52747,-0.3637,0.22623,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,0.77626,0.38765,0.67833,-0.53597,0.53934,1.21869,0.17204,-0.59145,0.75035,0.39465,-0.24834,1.11186,-0.24915,-0.52469,0.05514,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,0.86197,0.02483,1
peptide_pm_43,-1.35851,4.22072,0.46509,-0.64811,-1.37673,1.4508,-0.31118,1.78608,-0.32148,-0.51381,2.19406,-0.5271,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,0.33225,-0.73181,0.39843,-0.6297,-1.21021,-0.70926,-0.27957,3.68749,-0.29322,-0.60162,0.15703,4.01384,0.78976,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,-1.31413,1.3077,2.71581,-0.64523,-1.0603,3.78541,-0.33651,-0.18833,-0.29523,-0.55197,0.69135,2.1196,1.48321,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,0.00863,-0.71485,1.09324,-0.57719,-1.00624,-0.87534,4.34788,-0.09274,-0.24543,-0.48201,1.00924,-0.41254,2.10226,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,-1.18421,3.49598,0.4803,-0.52997,-1.12355,1.3737,-0.33931,1.5275,-0.27934,-0.44415,1.3371,-0.42718,2.55643,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,0.32953,-0.56849,0.52808,-0.59145,-0.95583,-0.6148,-0.24834,3.26012,-0.24915,-0.52469,0.07683,3.98462,0.19632,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_44,0.29264,-0.68562,-0.29265,-0.64811,0.4105,-0.76325,-0.31118,-0.52241,-0.32148,2.17798,-0.25906,0.68926,1.05039,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,0.75641,0.70938,-0.50514,-0.63352,0.11923,0.57438,-0.33842,-0.6297,-0.39861,0.63368,-0.27957,0.58135,-0.29322,-0.60162,-0.36468,0.7241,0.6111,-0.37427,0.7276,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.35188,-0.53484,0.61125,-0.51101,0.89769,-0.47871,0.59484,-1.04409,-0.64523,0.70954,-0.80005,-0.33651,0.87803,-0.29523,1.3717,0.91913,0.99175,-0.59839,-0.38151,0.61112,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.1654,-0.48969,2.83646,-0.43638,-0.66605,-1.29122,0.71382,1.22722,-0.57719,0.83916,0.4331,-0.33873,1.2597,-0.24543,-0.48201,1.38385,-0.41254,-0.61673,-0.39573,1.74713,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.02604,1.0706,0.65939,-0.44638,-0.63774,-1.18421,0.78153,0.6707,-0.52997,-0.18669,0.64466,1.55571,-0.555,-0.27934,-0.44415,0.59322,-0.42718,-0.52747,-0.3637,1.83627,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,2.48546,-0.45474,0.31426,-1.1654,-0.56849,1.72428,-0.59145,-0.05535,-0.6148,-0.24834,0.77748,-0.24915,1.37439,0.60341,1.1633,-0.49719,-0.31177,0.99313,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-0.0103,1.18364,-0.59803,-0.39973,-0.58661,1
peptide_pm_45,-0.60665,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.07762,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,0.22885,0.1453,-0.50514,3.57678,-0.68908,-0.73181,-1.01632,-0.6297,1.67548,0.08655,-0.27957,-0.56477,-0.29322,-0.60162,-0.61326,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,0.67151,0.8504,0.53047,0.08956,0.54773,3.36131,-1.31413,-0.71529,-0.46564,0.16025,1.49235,-0.80005,-0.33651,-0.49013,-0.29523,0.55784,-0.45851,-0.48313,-0.59839,-0.38151,-0.7601,0.25515,-0.28084,-0.42205,-0.27205,-0.46037,1.61436,0.71546,-0.71564,-0.43638,3.89609,-1.05898,-0.71485,-1.01679,-0.57719,2.09403,-0.87534,-0.33873,-0.44999,-0.24543,0.55666,-0.89788,-0.41254,-0.61673,-0.39573,-0.01482,0.30661,-0.31128,-0.32663,-0.2865,-0.45368,1.68957,0.42808,0.03755,-0.44638,3.11393,-0.6232,0.145,-1.00483,-0.52997,0.90633,-0.62155,-0.33931,0.16086,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,0.2148,-0.28281,-0.3398,-0.23983,-0.37297,0.99587,-0.45984,-0.6224,-0.45474,4.52997,-0.03879,-0.56849,-0.95686,-0.59145,0.45362,-0.6148,-0.24834,-0.49316,-0.24915,0.46613,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,0.69406,0.55769,0.39945,0.29589,-0.39973,3.95931,1
peptide_pm_46,-0.18895,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,-0.31118,1.16086,-0.32148,3.29956,-1.10916,2.91925,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,1.31594,-0.72645,-0.50514,-0.63352,-1.21695,1.16811,-1.01632,-0.6297,-0.0297,3.19746,1.8273,-0.56477,-0.29322,-0.60162,-0.97483,1.27585,-0.50958,-0.37427,3.41762,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.32304,-0.53484,1.19329,-0.51101,-0.58048,-1.31413,1.2499,0.45987,-0.64523,-1.0603,3.35743,-0.33651,-0.49013,-0.29523,2.33354,1.8872,-0.48313,-0.59839,-0.38151,1.29672,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,2.64372,-0.71564,-0.43638,0.5201,-1.29122,1.50752,0.72855,-0.57719,-1.00624,1.16001,-0.33873,-0.44999,-0.24543,2.4032,4.42615,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.88186,-0.75388,-0.44638,0.66493,-1.18421,1.64952,-1.00483,-0.52997,0.39886,1.43605,2.7401,-0.555,-0.27934,-0.44415,0.30098,-0.42718,-0.52747,-0.3637,1.38904,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,0.47866,-0.45984,1.90273,-0.45474,-0.53597,-0.23997,-0.56849,-0.95686,-0.59145,0.58785,-0.6148,-0.24834,1.68508,-0.24915,-0.52469,-0.88474,2.30235,-0.49719,-0.31177,2.15231,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.70748,2.35483,-0.59803,-0.39973,-0.58661,1
