,Length,y
peptide_pm_403,-0.26572,1
peptide_pm_404,-0.78184,1
peptide_pm_405,-0.16249,1
peptide_pm_406,-0.78184,1
peptide_pm_407,-1.19474,1
peptide_pm_408,-0.57539,1
peptide_pm_409,-0.26572,1
peptide_pm_410,-0.05927,1
peptide_pm_411,-0.26572,1
peptide_pm_412,-0.98829,1
peptide_pm_413,0.04396,1
peptide_pm_414,0.6633,1
peptide_pm_415,1.0762,1
peptide_pm_416,-1.50441,1
peptide_pm_417,-0.88506,1
peptide_pm_418,0.2504,1
peptide_pm_419,-0.98829,1
peptide_pm_420,-0.98829,1
peptide_pm_421,-0.26572,1
peptide_pm_422,-0.88506,1
peptide_pm_423,0.76653,1
peptide_pm_424,-0.78184,1
peptide_pm_425,2.62456,1
peptide_pm_426,-0.26572,1
peptide_pm_427,-0.67862,1
peptide_pm_428,-1.19474,1
peptide_pm_429,-0.88506,1
peptide_pm_430,-1.19474,1
peptide_pm_431,0.2504,1
peptide_pm_432,0.97297,1
peptide_pm_433,0.45685,1
peptide_pm_434,0.04396,1
peptide_pm_435,0.35363,1
peptide_pm_436,-1.60763,1
peptide_pm_437,0.56008,1
peptide_pm_438,1.17942,1
peptide_pm_439,-0.05927,1
peptide_pm_440,0.56008,1
peptide_pm_441,1.69554,1
peptide_pm_442,0.14718,1
