,MSS,y
peptide_pm_403,-0.75122,1
peptide_pm_404,1.86638,1
peptide_pm_405,-0.41578,1
peptide_pm_406,2.29284,1
peptide_pm_407,-0.09253,1
peptide_pm_408,-0.47121,1
peptide_pm_409,-0.38235,1
peptide_pm_410,0.11837,1
peptide_pm_411,-0.27412,1
peptide_pm_412,-0.53816,1
peptide_pm_413,-0.81579,1
peptide_pm_414,-0.66849,1
peptide_pm_415,-0.77444,1
peptide_pm_416,2.86056,1
peptide_pm_417,0.81094,1
peptide_pm_418,0.04719,1
peptide_pm_419,-0.97425,1
peptide_pm_420,-1.24026,1
peptide_pm_421,-0.52281,1
peptide_pm_422,0.15545,1
peptide_pm_423,-0.6814,1
peptide_pm_424,0.83122,1
peptide_pm_425,-0.43556,1
peptide_pm_426,-0.80549,1
peptide_pm_427,-0.20811,1
peptide_pm_428,3.07906,1
peptide_pm_429,-0.03128,1
peptide_pm_430,1.19902,1
peptide_pm_431,1.04856,1
peptide_pm_432,0.78094,1
peptide_pm_433,-0.78747,1
peptide_pm_434,1.79233,1
peptide_pm_435,0.85607,1
peptide_pm_436,3.20329,1
peptide_pm_437,-1.00416,1
peptide_pm_438,0.32017,1
peptide_pm_439,0.52421,1
peptide_pm_440,-0.59443,1
peptide_pm_441,-0.60488,1
peptide_pm_442,-1.37042,1
