,AASI,y
peptide_pm_403,0.8203,1
peptide_pm_404,-0.11858,1
peptide_pm_405,-0.41818,1
peptide_pm_406,0.54921,1
peptide_pm_407,1.33176,1
peptide_pm_408,0.08167,1
peptide_pm_409,-0.91575,1
peptide_pm_410,0.55575,1
peptide_pm_411,-0.76132,1
peptide_pm_412,-0.33888,1
peptide_pm_413,0.43676,1
peptide_pm_414,-1.13263,1
peptide_pm_415,-1.52977,1
peptide_pm_416,2.71068,1
peptide_pm_417,0.86692,1
peptide_pm_418,0.63196,1
peptide_pm_419,-0.22493,1
peptide_pm_420,-0.26189,1
peptide_pm_421,-0.89589,1
peptide_pm_422,1.01146,1
peptide_pm_423,-1.18147,1
peptide_pm_424,3.77534,1
peptide_pm_425,-1.34237,1
peptide_pm_426,0.86457,1
peptide_pm_427,-0.21761,1
peptide_pm_428,0.48102,1
peptide_pm_429,0.02991,1
peptide_pm_430,2.33822,1
peptide_pm_431,-0.6144,1
peptide_pm_432,-0.69844,1
peptide_pm_433,-0.64289,1
peptide_pm_434,0.27175,1
peptide_pm_435,-0.43123,1
peptide_pm_436,4.58191,1
peptide_pm_437,0.13354,1
peptide_pm_438,-0.03823,1
peptide_pm_439,0.2005,1
peptide_pm_440,-0.93219,1
peptide_pm_441,-0.81221,1
peptide_pm_442,-0.31712,1
