,Ez__1,Ez__2,Ez__3,Ez__4,Ez__5,Ez__6,Ez__7,Ez__8,Ez__9,Ez__10,Ez__11,Ez__12,Ez__13,Ez__14,Ez__15,Ez__16,Ez__17,Ez__18,Ez__19,Ez__20,Ez__21,Ez__22,Ez__23,Ez__24,Ez__25,Ez__26,Ez__27,Ez__28,Ez__29,Ez__30,y
peptide_nm_188,-0.23708,-0.3495,0.40603,-0.20596,-0.31257,-0.278,-0.35927,-0.34084,-0.11044,-0.4859,-0.36857,0.05739,-0.43861,0.10248,-0.06262,0.89063,1.00243,0.83621,0.53489,0.90349,0.42748,0.25192,0.52124,0.23749,0.69681,0.19171,-0.11056,0.19828,-0.17088,-0.20267,0
peptide_nm_189,-0.32065,0.28405,0.03053,-0.81348,-0.67901,0.15651,-0.00872,-0.21099,-0.02756,0.00422,0.31351,0.08321,-0.13494,0.34141,0.27832,-0.18571,-0.21604,-0.1936,-0.29725,-0.25323,0.01139,0.06667,0.03889,0.05096,-0.0192,0.08588,0.12827,0.29168,0.11663,0.09225,0
peptide_nm_190,-0.28151,0.81744,-0.46964,-1.70574,-1.17279,-0.26507,-0.45921,-0.01197,0.82318,0.09845,0.24852,-0.64878,-0.15336,1.65188,0.48975,-1.21401,-1.07342,-1.17577,-0.90206,-0.52994,-0.15536,-0.02892,-0.26286,-0.02418,0.42616,0.30694,0.22647,0.18834,0.14094,0.96842,0
peptide_nm_191,0.19779,0.93731,0.34223,-0.44138,-1.10255,0.77999,0.77483,0.74878,0.61225,0.54632,0.6702,0.59941,0.55642,0.34309,0.58657,0.33269,0.19936,0.3531,0.32229,0.24498,-0.12424,0.04298,0.23836,-0.15551,-0.14607,-0.1115,-0.09642,0.06565,0.06182,-0.18964,0
peptide_nm_192,1.77241,2.45491,1.24838,1.28229,1.19118,2.02722,1.6381,1.42125,1.37072,1.28345,1.6007,1.04407,1.18884,1.26758,0.83885,-1.52701,-1.46046,-1.29282,-1.35209,-1.38753,-2.31837,-2.20855,-2.396,-2.02967,-2.07074,-2.22622,-1.96977,-2.05873,-2.05328,-1.85653,0
peptide_nm_193,0.86205,-0.37313,0.4244,1.57052,-0.32771,0.63359,0.53689,0.80432,0.46168,1.24054,0.23091,1.20123,0.4987,0.38386,1.45707,0.07846,0.00012,0.23013,0.42012,0.28194,0.56679,0.45418,1.08644,1.0721,0.98756,1.08203,0.27901,1.13797,1.00762,0.62492,0
peptide_nm_194,0.46561,0.54116,1.20211,1.29854,0.47638,1.53326,1.83162,1.07459,1.56846,1.46344,1.63888,1.85566,0.85489,1.21815,1.67022,0.29251,0.27315,0.17491,0.22802,0.15707,0.52646,0.31181,0.13268,0.19847,0.01739,0.5135,0.23628,0.39178,0.36152,0.49078,0
peptide_nm_195,0.65856,0.04094,0.42648,0.57185,0.44925,1.36427,1.05346,1.07571,1.00117,0.99196,1.13871,1.0692,0.8681,0.76379,0.72694,-0.0032,-0.00745,0.25598,-0.0307,0.18191,-0.47162,-0.66647,-0.44426,-0.60153,-0.29245,-0.61938,-0.60514,-0.59401,-0.97265,-0.76182,0
peptide_nm_196,-0.34913,-0.12552,-0.19684,-0.94083,-1.88997,-0.43481,-0.04939,0.53994,0.13951,-0.24118,-0.31463,-0.03004,-0.05153,0.26441,-0.23441,1.28298,0.4093,0.8902,0.45363,1.3086,0.49001,0.15871,0.64426,-0.875,-0.80091,0.02279,0.07574,-0.07604,-1.12502,-0.61944,0
peptide_nm_197,1.02557,-1.45064,0.24902,0.48554,-0.14731,0.2883,0.56008,0.86344,0.3898,-0.11535,0.44626,0.64142,0.51365,0.2482,-0.13968,0.26604,0.1388,-0.50886,-0.42664,0.09634,-0.17888,-0.54816,-1.20455,-1.32714,-0.73345,-0.50427,-0.66529,-0.83042,-1.26444,-0.694,0
peptide_nm_198,0.4571,-0.26985,-0.5535,0.23099,-0.61223,0.47499,0.25328,0.28178,0.62842,0.38175,-0.15563,0.2309,0.10337,0.17133,0.47287,1.18866,1.17991,0.93237,0.79227,0.46815,-0.46081,-0.85118,-1.00115,-1.05955,-1.41841,-1.09584,-1.2205,-1.25801,-1.27001,-1.57738,0
peptide_nm_199,-0.25521,-0.25777,0.27979,-0.39108,-0.21252,0.28331,0.30777,0.35446,0.37369,0.5474,0.55463,0.20184,0.30596,0.2114,0.41214,0.55735,0.44576,0.578,0.36934,0.24646,0.40033,0.19017,0.2598,0.17608,0.22852,-0.03139,-0.00979,0.13277,0.15531,-0.02472,0
peptide_nm_200,-0.80988,0.43569,0.17259,-0.90734,-0.87632,-0.35113,-0.0484,-0.18764,0.27729,0.67259,-0.20343,0.01125,-0.02679,0.1989,0.88659,0.87772,1.04239,1.04365,0.99182,0.67637,1.24323,1.28672,1.27057,1.60695,1.54675,0.99449,0.9702,0.86736,1.1487,0.95823,0
peptide_nm_201,0.37211,0.60665,1.05715,0.32775,-1.36076,0.50061,0.56566,0.01284,0.51643,0.62952,0.72718,0.68462,0.3627,0.62486,0.95447,-1.35339,-1.61565,-1.31383,-1.6079,-1.53748,-0.46722,-0.84126,-0.12023,-0.54046,-0.72808,0.09769,-0.15778,0.23666,-0.11619,-0.5139,0
peptide_nm_202,-1.4476,-0.25919,-0.49949,-0.86764,-0.79611,-1.24005,-0.77864,-1.05214,-1.8273,-1.62312,-1.0814,-1.02285,-0.67603,-1.38597,-1.333,1.57294,1.2534,1.48079,1.50841,1.3801,0.38531,0.53316,0.52934,0.25193,0.79389,-0.35194,-0.46629,-0.33501,-0.0143,-0.10559,0
peptide_nm_203,-1.14767,-0.21347,-0.09747,-0.23532,-0.50261,-0.54001,-0.80501,-0.76892,-0.57862,-0.4033,-0.27231,-0.65281,-0.46486,-0.3915,-0.15266,-0.0797,-0.03028,-0.01855,-0.09161,-0.17798,1.51602,1.39407,1.34569,1.1014,1.084,2.41005,2.56833,2.34545,2.15357,1.83655,0
peptide_nm_204,0.32288,0.43051,0.84417,-1.09419,-0.77153,0.69995,0.0962,0.51629,0.10322,0.45889,1.29546,0.28155,0.25669,-0.19566,0.22611,-1.20649,-1.22431,-1.18832,-0.75686,-0.85608,-0.43302,-0.47553,-0.31302,0.04644,-0.35794,-0.13198,0.21135,0.50019,0.72925,0.15096,0
peptide_nm_205,1.22042,1.47412,1.20345,1.26272,-0.19265,1.58918,1.20027,0.82238,1.45642,1.61208,1.67798,0.71949,0.78124,1.43892,1.75382,-0.37262,-0.45241,-0.48866,-0.53015,-0.45212,-0.64596,-0.5254,-0.58632,-1.0827,-0.71269,-0.74368,-0.50603,-0.20305,-0.89517,-0.77723,0
peptide_nm_206,0.0961,-0.84541,-0.12931,1.00971,-1.65043,0.48498,-0.22589,0.21657,-0.69445,0.31892,0.48695,0.48678,-0.00655,-0.53232,0.59691,0.55503,0.35634,0.56132,0.37208,-0.02747,0.80798,0.20127,1.16993,-0.01569,0.03312,1.15995,0.18553,1.45661,0.87801,0.36364,0
peptide_nm_207,-0.26608,0.38508,0.27905,0.00524,-1.41246,0.35055,-0.07783,0.12853,0.2018,0.41232,0.35953,-0.3219,-0.25676,0.11131,0.71108,-0.84862,-0.7571,-0.62138,-0.47211,-0.80253,-0.46216,-0.09859,0.12133,0.11368,-0.07988,-0.05388,0.29151,0.47067,0.31425,0.01812,0
peptide_nm_208,-0.48157,-0.20642,0.0535,0.11791,0.27785,0.77072,0.5842,0.33751,0.12843,-0.05936,0.44577,0.17747,0.02524,0.0804,-0.04681,-0.02471,-0.2739,-0.16081,-0.20175,-0.28651,-1.65893,-1.74342,-1.30612,-1.53462,-1.57584,-2.09274,-1.96789,-1.71303,-1.74301,-1.83327,0
peptide_nm_209,0.88053,0.46568,-0.05454,1.08876,0.1963,1.57216,1.29216,1.2333,1.64159,1.40649,1.04724,1.83638,0.74904,0.77216,1.58866,0.27225,0.35384,0.20668,0.18722,0.08697,-0.59769,-0.72559,-0.4641,-0.36888,-0.24855,-0.67698,-1.26276,-0.97105,-0.73326,-1.30715,0
peptide_nm_210,-1.025,0.75153,0.50644,0.04416,-0.34203,-0.81988,-1.41184,-1.66972,-1.26855,-1.11173,-0.60163,-1.65649,-1.72246,-1.62459,-0.97826,-0.00908,-0.04077,-0.23234,-0.19066,-0.1949,0.11338,0.52306,0.31219,0.22845,0.18758,0.10602,0.38707,0.56437,0.49244,0.19339,0
peptide_nm_211,0.03885,0.51668,0.61534,0.04146,-0.74746,0.65405,0.30311,0.22993,0.36398,0.73864,0.29025,0.3909,0.19072,0.76346,1.22855,-0.80293,-0.66858,-0.64322,-0.84456,-0.8391,-0.34409,-0.11413,-0.0891,-0.17976,-0.38558,0.17918,0.2628,0.13485,-0.13314,-0.2493,0
peptide_nm_212,0.21035,0.12016,-0.05953,0.09848,-0.19068,0.20622,0.31657,0.29129,0.27828,0.55782,0.50432,-0.0194,0.40661,0.63192,0.50747,0.03882,-0.15982,-0.30316,-0.2217,-0.34188,-0.28803,-0.09008,-0.35034,-0.50661,-0.36073,-0.53531,-0.38961,-0.35046,-0.60913,-0.37641,0
peptide_nm_213,-0.17656,-0.41798,0.69171,-0.14504,-0.6383,0.31564,0.36637,0.26622,0.43493,0.49328,0.24085,0.48745,0.11164,0.42246,0.64347,-0.10179,-0.14605,0.01579,-0.06103,-0.05492,-0.17823,-0.22608,0.05584,-0.1908,-0.21637,-0.12576,-0.43815,-0.03526,-0.39352,-0.37985,0
peptide_nm_214,0.85716,-1.68492,1.0159,2.81794,-2.95296,0.87975,2.0988,1.65996,1.96804,2.34327,1.07876,1.83997,1.11313,1.85042,1.90982,0.65373,1.34874,1.25599,0.73547,-0.1303,-0.04794,0.31139,0.06762,0.01317,0.04528,-0.65848,-0.19318,-0.59991,-0.42304,0.03221,0
peptide_nm_215,-1.07747,0.33394,-0.19109,-0.98657,-0.36411,-0.65926,-1.09326,-1.84369,-1.61301,-1.40226,-0.33389,-1.00507,-1.85859,-1.68683,-0.91941,0.51317,0.34492,0.57719,0.23882,0.50642,1.33213,0.90811,1.30442,1.0678,0.82301,1.37683,1.1881,1.56073,1.58372,0.88396,0
peptide_nm_216,-0.48589,0.14093,0.17149,-0.18896,-0.28135,0.00524,-0.07524,-0.27537,0.09396,-0.08053,0.7386,0.40618,-0.15047,0.34192,0.26067,-0.32684,-0.23859,0.04284,-0.05064,0.09965,0.96878,1.05102,1.11483,0.87088,0.91743,1.31604,1.87902,2.01132,1.7614,1.6987,0
peptide_nm_217,0.68129,0.23958,0.9556,-0.57898,-0.13357,0.93107,1.0413,0.70329,0.67139,0.64112,0.68736,0.96701,0.41628,0.75481,0.82553,-0.63678,-0.58258,-0.54647,-0.3814,-0.54461,-0.56484,-0.27135,-0.50938,-0.37818,-0.23305,-0.27029,-0.60613,-0.16026,-0.2542,-0.5403,0
peptide_nm_218,0.22494,1.97126,1.6292,1.45992,0.05002,2.15751,1.5241,1.51863,2.0761,2.10042,2.21787,1.25275,1.21874,1.82477,2.13528,-0.28741,-0.07106,-0.22459,0.03352,0.2119,-0.32784,-0.04156,0.35059,0.59583,0.4011,-0.16739,0.24817,0.04777,-0.11347,-0.20796,0
peptide_nm_219,0.30355,1.1207,0.41429,1.29057,0.21889,1.53926,1.06466,1.17782,1.4197,1.57849,1.64546,1.31338,0.77729,1.24201,1.85008,0.19783,0.54454,0.50035,0.27988,0.18086,0.06031,0.37629,0.38588,0.07271,0.02359,-0.0171,-0.21006,-0.00989,-0.24202,-0.19964,0
peptide_nm_220,-0.20985,0.47819,-0.63912,-0.31321,0.54287,0.54282,0.40067,0.72319,0.63936,0.57148,1.08583,0.75319,0.78897,0.50408,0.71243,-0.17223,-0.27755,-0.25203,-0.0904,-0.36245,0.41884,0.66071,0.5719,0.8148,0.55635,0.65043,0.87883,0.85143,0.7519,0.44034,0
peptide_nm_221,0.09218,0.71023,0.20722,-0.42229,0.03763,1.17432,0.97812,0.12361,0.59605,1.10945,0.86713,0.30141,-0.25239,0.59006,0.75561,-0.01225,3e-05,0.04459,0.30718,-0.37054,-1.26434,-1.17774,-1.18468,-1.12552,-1.62036,-1.79618,-1.44234,-1.3959,-1.56872,-1.88495,0
peptide_nm_222,1.24957,2.19548,0.89427,0.18415,-0.35321,1.94997,1.28114,1.01243,1.20576,1.03361,0.98902,0.50546,0.53776,0.99917,0.93144,-1.82845,-1.68486,-1.60555,-1.50232,-1.52857,-2.85792,-2.77982,-2.59554,-2.40993,-2.38864,-2.70605,-2.43193,-2.2768,-2.44302,-2.43714,0
peptide_nm_223,-0.09497,0.03603,-0.24304,-0.60896,-1.11677,-0.9891,-0.56944,-0.27045,-0.61338,-0.42314,-0.87224,-0.38739,-0.0764,-0.23661,0.2371,1.19602,0.89602,0.88175,1.43259,1.01506,0.94367,0.63551,0.73963,1.0933,0.42511,0.59423,0.32434,0.29432,0.2047,0.14243,0
peptide_nm_224,-1.23749,-0.13025,0.74334,-0.31977,0.06553,0.67779,0.41906,0.32859,0.36035,0.36007,0.75994,0.32191,0.12358,0.46923,0.1583,-0.45967,-0.26919,-0.2297,-0.21875,-0.20204,-1.09028,-1.01099,-0.7825,-0.87273,-0.86075,-1.38811,-1.17411,-1.04593,-1.17948,-0.95492,0
peptide_nm_225,-0.6392,0.32457,0.39459,-0.78889,-0.45152,0.56052,0.12078,-0.06425,0.24876,-0.27943,0.66193,-0.21867,-0.11494,0.28019,-0.03365,-0.25995,-0.20311,-0.34093,-0.1583,-0.19829,-0.85136,-0.56414,-0.45752,-0.61104,-0.84755,-0.92459,-0.59396,-0.71847,-0.81453,-0.79482,0
peptide_nm_226,-0.82301,0.55864,0.61465,-1.14974,-0.54406,-0.97239,-1.33106,-2.02053,-2.07116,-1.85476,-0.62807,-1.61704,-2.16828,-1.96208,-1.83008,2.35968,2.47249,2.31399,2.0317,1.90814,2.09388,2.34824,2.44932,1.93953,2.06222,1.30923,1.89946,2.27237,1.92914,1.82278,0
peptide_nm_227,-0.59896,-1.16952,-0.2762,-1.25325,-0.27966,-1.06761,-1.04973,-0.41627,-1.28265,-0.9815,-0.91183,-0.77761,-0.76659,-0.93309,-0.71478,-0.05625,-0.13146,-0.04935,0.20359,0.15714,0.37959,0.25622,0.80184,0.73739,0.85971,0.39714,0.4195,0.92171,0.74456,0.75809,0
peptide_nm_228,-0.17677,0.28616,-0.14222,1.15705,0.46762,0.6336,0.77425,0.73577,1.13866,1.03313,0.96668,1.15618,0.88778,1.25482,1.18869,-0.7399,-0.53025,-0.62077,-0.44244,-0.57821,0.31869,0.45969,0.34537,0.13597,0.04858,1.04556,1.04074,0.75981,0.36963,0.61623,0
peptide_nm_229,0.03212,-0.5752,-0.06746,-0.32659,-1.21566,-0.863,-0.74458,-0.0683,-0.76492,-0.02297,-1.18862,-0.32586,-0.08433,-0.88514,-0.01854,1.42635,1.63815,1.76253,1.94646,1.67281,1.57661,1.86348,2.00433,1.69604,1.63702,1.41872,1.28905,1.03665,1.11514,0.9743,0
peptide_nm_230,-1.42039,-0.11563,0.39893,-1.3435,-1.12473,-0.56257,-0.26614,-0.7979,-0.18711,0.0075,-0.08037,0.04647,-0.5693,0.18998,0.49167,0.34132,0.44545,0.73161,0.37779,0.45658,1.77379,1.76193,2.25456,1.30212,1.39601,2.22653,2.08183,3.26225,2.19527,2.57276,0
peptide_nm_231,0.36696,-0.39276,0.19672,1.19807,-0.47397,0.87002,0.31323,0.89775,1.47024,2.03014,1.1007,0.39546,0.81088,0.67803,2.22656,1.39997,1.82789,1.55956,1.16695,0.82483,1.47381,1.91052,1.39967,0.45355,0.32042,1.25449,1.36499,0.77311,0.44873,0.07886,0
peptide_nm_232,-0.55597,0.50528,-0.00988,-1.0846,-0.50352,0.13905,-0.37088,-0.26675,-0.01041,0.15327,0.72287,-0.50791,-0.46384,-0.00146,0.42155,0.15803,0.15621,0.1449,0.44738,0.14679,0.75787,0.94436,0.9534,0.75808,0.7778,0.92998,1.04416,1.1728,0.96876,0.64801,0
peptide_nm_233,-0.22669,0.30849,-0.66345,-0.06725,0.26039,0.15154,0.06656,-0.28455,-0.17866,0.11511,0.42105,0.19392,0.02734,-0.15267,-0.10082,-0.34612,-0.32542,-0.38409,-0.22226,-0.24727,0.18778,0.26059,0.05237,0.15742,0.17966,0.55584,0.5071,0.42345,0.75234,0.29174,0
peptide_nm_234,-0.40014,0.26768,-0.22771,-1.90369,-0.70986,-0.4292,-0.51717,-0.40192,-0.66033,-0.82064,0.03847,-0.62084,-0.56477,-0.39421,-0.37337,-0.47831,-0.64402,-0.53349,-0.31586,-0.5687,-0.03227,0.02786,0.2314,0.11738,-0.01594,0.0111,0.32373,0.27561,0.16473,-0.10309,0
peptide_nm_235,-0.31653,0.78537,-0.61131,-0.46974,0.16038,0.82913,0.17063,0.06126,0.64428,0.77236,1.43085,0.54178,0.3122,0.41924,0.66607,1.41163,1.4213,1.27436,1.14949,1.29305,1.5273,1.85852,1.33964,1.47032,1.22527,1.44166,1.38632,1.41806,1.17673,1.20709,0
peptide_nm_236,-1.02411,0.71283,0.31761,-0.17774,-0.93185,0.42953,-0.14273,-0.33721,-0.26814,-0.2841,0.36747,-0.2349,-0.47258,-0.3868,0.04032,-0.66984,-0.58121,-0.59782,-0.48348,-0.54705,-0.78018,-0.60256,-0.5294,-0.43189,-0.51455,-0.68455,-0.35677,-0.38526,-0.35485,-0.54915,0
peptide_nm_237,-1.57101,0.16204,0.00554,-0.81917,-0.38722,-0.61433,-1.24551,-1.38971,-0.96156,-0.92212,-0.69654,-1.43087,-1.10023,-0.5068,-0.597,1.14502,1.35941,1.50322,1.49452,1.59222,0.9117,0.61222,0.75374,0.80047,0.93423,0.73173,0.74456,0.69107,0.17125,0.37515,0
peptide_nm_238,0.62881,0.35274,1.17968,-0.51285,-0.6474,0.16023,1.30349,0.91801,0.81173,1.01302,0.08256,0.29471,0.00794,0.19707,0.86848,1.54495,1.21775,1.38747,1.43985,0.70546,0.17606,0.23025,0.19976,0.601,0.65342,-0.52243,-0.20769,-0.15799,-0.51329,-0.73094,0
peptide_nm_239,-0.34702,-0.22053,0.13929,1.51921,-0.38405,0.58914,0.64989,0.59978,0.38106,0.67808,0.79481,0.74445,0.12315,0.31161,0.69826,-0.2194,-0.24754,-0.16432,-0.37205,-0.23072,-0.33488,-0.58229,-0.36889,-0.64852,-0.51441,-0.34034,-0.57162,-0.42463,-0.59847,-0.97909,0
peptide_nm_240,0.33122,-0.89745,-0.2204,0.88394,-0.79136,0.01028,0.42021,0.32402,0.27284,0.67619,0.01563,0.34004,0.33308,0.70338,0.47577,-0.09401,-0.27193,-0.22249,-0.49583,-0.4816,-0.37034,-0.28785,-0.34117,-0.49853,-0.38696,-0.39199,-0.38431,-0.49889,-0.56376,-0.58792,0
peptide_nm_241,0.65236,1.07076,0.03563,0.08583,0.6482,1.56124,1.04826,1.12396,1.59754,1.26184,1.38376,0.5262,0.82686,1.07995,1.35892,0.75006,0.91802,0.85388,0.67972,0.62199,-0.1277,-0.09583,-0.017,-0.24464,-0.24375,-0.59524,-0.41211,-0.2719,-0.5042,-0.55724,0
peptide_nm_242,-1.5507,-0.14363,-0.20478,-0.61098,-0.50326,-1.38719,-1.2726,-1.09301,-1.03969,-0.90094,-0.79664,-1.37548,-1.29499,-1.03297,-0.7583,0.68598,0.84443,0.70733,0.61371,0.66812,1.01198,1.32543,1.12796,0.92055,1.01848,0.78371,1.25705,0.94812,0.656,0.5477,0
peptide_nm_243,-0.15455,-0.22505,0.14615,0.13726,0.05494,0.61907,0.43674,0.41432,0.54397,0.58717,0.8802,0.71385,-0.02902,0.89645,0.8305,-0.87544,-0.74694,-0.72464,-0.74101,-0.82197,-0.50721,-0.06809,-0.27907,-0.55981,-0.37528,-0.15162,-0.21366,-0.1602,-0.33983,-0.56471,0
peptide_nm_244,0.93784,0.74973,1.07413,0.21556,0.01364,0.86286,2.0433,1.12378,1.68269,2.18982,1.19841,2.30812,1.10324,2.62675,2.43835,0.34347,0.22029,0.49574,0.74335,0.49412,0.47046,0.23183,0.48103,0.6392,0.28677,0.25741,0.2685,0.78429,1.02597,0.4822,0
peptide_nm_245,0.70976,1.59786,1.242,0.65833,0.61587,1.87363,1.9178,2.24132,2.06736,1.09174,1.4238,0.96263,0.76676,1.95707,0.7082,0.22664,0.10126,0.2513,0.05379,0.04237,-1.19773,-1.27397,-0.99683,-1.05966,-1.50107,-1.45243,-1.65515,-1.28331,-1.71772,-1.63984,0
peptide_nm_246,-0.30162,-0.08566,0.06551,-1.28762,-0.12964,-0.0655,0.04429,-0.45724,-0.0939,-0.77394,-0.20792,0.3279,-0.27708,0.29332,-1.03969,0.98743,0.68468,1.07902,0.52846,0.80065,1.04429,0.60764,1.35767,0.34357,0.93031,0.97142,0.26128,1.02745,0.14407,1.16582,0
peptide_nm_247,-0.30411,-0.2496,0.32299,-1.00605,-1.30726,0.15311,0.01204,-0.04334,-0.29701,-0.1249,0.08222,0.07069,-0.22688,-0.07816,0.96616,-1.74136,-1.56259,-1.90018,-1.86727,-1.78792,-1.50613,-1.28133,-1.37244,-1.53643,-1.59868,-0.96509,-0.8827,-0.66834,-0.88647,-0.97303,0
peptide_nm_248,-0.13951,-0.72095,0.16934,0.55423,-0.90205,-0.06175,0.23288,-0.42186,-0.28941,0.75365,0.0069,0.40232,0.31554,-0.45122,0.79622,0.66896,0.50511,0.714,0.46312,0.34531,1.25584,1.01361,1.02947,1.18537,0.38832,1.45262,0.82702,1.35571,1.674,0.26715,0
peptide_nm_249,-0.95497,-0.42535,0.22896,-0.52984,-0.6886,0.07516,-0.12896,-0.20839,-0.20383,0.19936,0.16188,-0.38484,-0.26568,-0.28234,0.31534,0.44163,0.38644,0.63708,0.61666,0.50159,0.22619,-0.01399,0.29966,0.30243,0.55865,0.00973,-0.34885,0.11131,-0.29968,-0.11071,0
peptide_nm_250,-0.39589,0.26754,0.0596,-1.08566,-0.87487,0.1882,-0.03512,-0.13063,0.48709,0.18512,0.17103,-0.2303,-0.28524,0.64159,0.21832,-0.71422,-0.78536,-0.70071,-0.64924,-0.52541,-1.11262,-1.17952,-1.10031,-1.14174,-1.05221,-1.16324,-1.0127,-0.89799,-1.26703,-1.0895,0
peptide_nm_251,-0.51554,0.30532,0.17933,-1.29759,-1.83958,0.08052,-0.88053,-1.00441,-1.18289,-0.70745,-0.12384,-1.19606,-1.24724,-0.60187,0.15086,-1.03347,-0.65043,-0.67253,-0.78867,-0.92641,-0.96801,-0.80069,-0.90095,-0.9955,-0.77347,-0.77983,-0.28364,-0.38609,-0.76992,-0.72253,0
peptide_nm_252,-0.09452,1.28506,0.88974,0.91228,-0.39219,1.76675,1.33349,0.96206,0.69342,0.33181,2.50537,0.9851,0.78887,1.21673,0.52745,0.46638,1.04857,1.08801,1.03473,1.05722,0.81476,1.53183,1.51409,1.4831,1.38775,0.93177,1.30736,1.59653,1.71163,1.3178,0
peptide_nm_253,-0.36845,-1.01027,-0.3825,-0.47226,0.46713,-0.44176,0.10789,-0.72944,-0.17188,-0.4571,-0.19322,0.08911,-0.50051,-0.40612,-0.31436,1.72695,1.70559,2.12227,1.82679,1.73354,1.03441,1.15843,1.24297,0.84957,1.07631,0.11672,0.39681,0.82092,0.38239,0.421,0
peptide_nm_254,-0.53808,-0.5398,0.14277,0.42839,-1.18327,-0.26241,-0.4785,-0.3861,-0.61335,-0.35032,0.331,-0.22985,-0.52035,-0.43738,-0.19422,0.40514,0.41216,0.48799,0.46032,0.23795,0.47459,0.71499,0.71056,0.46734,0.44349,0.29602,0.63571,0.6628,0.36723,0.44226,0
peptide_nm_255,0.06735,0.66285,0.18667,-0.39527,0.14329,0.45272,0.16701,0.07182,-0.09112,0.11304,0.56985,0.01456,-0.27791,-0.11326,0.44218,-1.79644,-1.81245,-1.75013,-1.63472,-1.60516,-1.98619,-1.87789,-1.95426,-1.76087,-1.91519,-1.81678,-1.63698,-1.68526,-1.38693,-1.6392,0
peptide_nm_256,0.87128,2.13823,1.34366,-0.53145,-2.07486,0.48995,-0.36413,-0.86567,-1.32985,-1.38263,0.21237,-0.59071,-1.81386,-1.24382,-1.1284,1.76366,2.14137,2.4862,2.51279,2.19372,1.36614,1.43283,2.17321,1.09515,0.8717,0.97889,1.13264,1.94522,1.2411,0.85055,0
peptide_nm_257,-0.23688,-0.42462,0.0542,0.58485,0.35851,0.85331,0.06142,0.22981,-0.42831,-0.11169,0.5614,-0.08114,-0.05131,-0.32345,-0.57895,-0.29209,-0.45858,-0.34214,-0.52103,-0.22766,-0.89339,-0.89946,-0.98636,-1.04625,-1.32134,-1.07965,-0.68685,-0.74302,-0.73021,-0.79777,0
peptide_nm_258,0.46752,-0.67887,-0.20243,0.51137,-1.04668,0.66169,0.67159,0.49122,0.48276,0.83603,0.32432,1.09166,0.8434,-0.10277,0.84446,0.79862,0.81968,0.98314,0.78832,0.67151,0.35615,0.23884,0.09745,-0.49111,-0.52577,0.17966,0.04246,0.01745,-0.22134,-0.77349,0
peptide_nm_259,-0.23946,0.04744,0.074,0.76143,0.22502,0.02286,0.01906,-0.22982,-0.38224,-0.12421,-0.10197,-0.02471,-0.38583,-0.0637,-0.12386,0.29505,0.26273,0.20526,0.12269,0.09,0.75588,1.16513,1.22605,0.86005,0.53429,1.23552,1.33444,1.12714,0.96667,1.01231,0
peptide_nm_260,-0.23668,-0.69744,0.60147,-0.5296,0.23681,0.5396,0.31413,0.38331,0.11913,0.56139,1.10213,0.70969,0.32917,0.22284,0.53347,-0.71247,-0.62987,-0.6225,-0.62585,-0.78103,-0.06277,0.08608,0.15855,0.01663,-0.08257,0.2495,0.69475,0.83377,0.59248,0.46454,0
peptide_nm_261,-0.88589,-0.34707,0.01063,-0.1104,-0.66415,-0.08292,-0.55641,-0.56003,-0.55982,-0.32111,0.21316,-0.28154,-0.7617,-0.57155,0.08705,-0.77447,-0.6797,-0.71694,-0.60257,-0.56582,-0.38459,-0.25021,-0.2813,-0.30376,-0.35401,-0.27358,0.02022,-0.02551,0.01545,-0.32602,0
peptide_nm_262,-1.34189,0.05126,0.61533,0.03564,-0.92389,-1.56155,-1.69119,-1.74924,-1.58854,-1.30236,-1.15564,-1.89312,-1.82814,-1.78317,-0.96905,2.76392,2.95929,3.01742,2.94796,2.87178,2.49115,2.75606,2.74299,2.18836,1.96831,1.94832,2.48882,2.31032,1.98577,1.75564,0
peptide_nm_263,-0.46229,-0.2453,1.1014,-0.65351,-0.58395,-0.13964,-0.16244,-0.09705,0.12017,0.25986,-0.07119,0.11933,-0.432,0.34179,0.25471,-0.16896,-0.05758,-0.00679,0.06512,0.02192,0.38489,0.12008,0.13076,0.27666,0.09972,0.65273,0.08511,0.45163,0.41483,0.32472,0
peptide_nm_264,0.0857,0.92686,-0.11026,-0.49313,-0.61221,0.60908,0.52116,0.38676,0.26983,0.13338,0.55138,0.2805,0.85457,0.53017,0.04501,-0.11836,-0.03337,0.16023,0.06385,-0.08158,0.45573,0.60443,0.69048,0.64258,0.91172,0.84348,0.95584,0.67505,0.87699,1.22869,0
peptide_nm_265,0.40147,-1.30902,-0.29747,3.44187,-1.7711,0.63376,0.36471,0.34443,0.28095,0.18013,0.01058,1.01801,0.3364,-0.72981,1.12057,-1.51747,-1.58647,-1.65668,-1.57252,-1.30686,-1.36945,-1.91366,-1.57355,-1.44881,-1.52889,-0.90343,-1.63133,-1.35232,-0.75372,-1.37427,0
peptide_nm_266,-0.28494,0.10964,0.18589,-0.41883,0.01118,0.41858,0.25024,-0.17743,0.42476,-0.33305,0.32441,0.09396,-0.76229,0.17939,-0.31653,-0.92987,-1.26349,-1.35258,-1.39887,-1.7992,-1.52533,-1.43483,-1.5764,-1.76747,-2.32598,-1.5592,-1.50169,-1.0356,-1.80207,-1.53019,0
