,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,y
peptide_nm_116,-1.34184,0.64656,1.18552,-0.8251,-0.5586,-0.68665,0.90502,0.48997,1.52179,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_117,0.38993,0.64656,-0.76643,-0.8251,1.79018,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,1.62389,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_118,0.38993,2.25394,-0.76643,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-1.99301,0.13784,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_119,-1.34184,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-1.99301,-1.36215,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_120,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.73783,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_121,0.38993,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_122,1.37704,0.64656,1.9663,1.09445,1.79018,-0.68665,0.90502,-1.44572,1.52179,0.64478,-0.04018,-1.36215,-0.55316,0.7568,2.2922,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_123,0.38993,-0.96082,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-1.99301,-1.36215,-0.55316,-1.11359,1.00738,0.69228,0.92891,1.32246,2.79394,-1.30882,0
peptide_nm_124,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_125,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,1.26425,1.52179,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_126,2.36415,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_127,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,1.28645,2.05811,0.48997,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,0.7568,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_128,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,1.32246,-0.69549,-1.30882,0
peptide_nm_129,0.38993,-0.96082,1.18552,1.09445,1.79018,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-1.99301,-1.36215,-0.55316,-1.11359,1.00738,1.91617,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_130,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,2.05811,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_131,-1.34184,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,3.08252,-1.11359,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_132,0.38993,0.64656,-0.76643,-0.8251,1.79018,2.07569,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_133,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,1.52179,-1.2963,-0.04018,-1.36215,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_134,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,0.93623,-1.36215,-0.55316,0.7568,2.92502,-1.13441,-0.95204,-0.71188,1.39399,1.58026,0
peptide_nm_135,0.38993,0.64656,1.18552,2.05422,-0.5586,-0.68665,2.05811,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,3.08252,0.7568,-0.91026,-1.13441,0.92891,1.32246,-0.69549,0.61723,0
peptide_nm_136,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-1.99301,-1.36215,1.62389,0.7568,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_137,0.38993,0.64656,2.16149,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,0.93623,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_138,-1.34184,-0.96082,1.18552,1.09445,-0.5586,1.28645,1.76553,-1.44572,-0.60849,0.64478,-1.99301,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_139,2.43343,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.57283,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_140,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,0.93623,1.14283,-0.55316,0.7568,-0.91026,0.69228,1.68129,-0.71188,-0.69549,0.61723,0
peptide_nm_141,2.12171,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,1.17579,0
peptide_nm_142,-1.34184,-0.96082,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_143,0.38993,0.64656,-0.76643,2.05422,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,1.14283,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_144,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,0.7568,1.00738,1.60563,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_145,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_146,0.38993,-0.96082,-0.76643,2.38055,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_147,-1.34184,0.64656,1.18552,-0.8251,-0.5586,2.273,-0.81602,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_148,-1.34184,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,1.61531,-1.99301,-1.36215,1.62389,0.7568,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_149,1.08264,1.28951,-0.76643,1.09445,-0.5586,1.28645,0.90502,1.78689,-0.60849,-1.2963,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_150,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,-1.2963,-0.04018,0.13784,1.62389,-1.11359,1.00738,0.69228,1.86938,-0.71188,-0.69549,-1.30882,0
peptide_nm_151,-1.34184,-0.96082,1.18552,1.09445,1.79018,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,1.62389,-1.11359,1.00738,1.91617,3.43057,-0.71188,-0.69549,0.61723,0
peptide_nm_152,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,1.78689,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_153,0.38993,0.64656,-0.76643,2.05422,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_154,0.38993,0.64656,-0.76643,3.28273,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_155,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,0.93623,1.14283,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_156,-1.34184,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,1.42121,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_157,-1.34184,0.64656,1.18552,1.09445,1.79018,2.273,0.90502,-1.44572,-0.60849,0.64478,-1.99301,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_158,-1.34184,0.64656,1.18552,1.09445,-0.5586,1.28645,1.33527,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,-0.91026,1.91617,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_159,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_160,0.96142,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,1.78689,1.52179,1.61531,-0.04018,0.13784,1.62389,0.7568,1.00738,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_161,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,9.40693,1.78689,-0.60849,-1.2963,-1.99301,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_162,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,1.12875,1.52179,1.28533,-0.04018,2.13282,1.62389,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_163,1.25582,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_164,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,1.26425,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_165,1.25582,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,1.26821,-1.36215,1.62389,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_166,-1.34184,-0.96082,1.82966,1.09445,1.79018,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_167,0.38993,-0.96082,1.18552,-0.8251,1.79018,-0.68665,0.90502,1.45782,1.52179,0.64478,-1.99301,0.73783,1.62389,-1.11359,1.9662,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_168,0.38993,0.64656,1.18552,2.05422,1.79018,1.28645,-0.81602,0.48997,-0.60849,0.64478,0.93623,0.13784,1.62389,0.7568,1.00738,-1.13441,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_169,0.38993,0.64656,3.78161,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-1.99301,0.13784,1.62389,-1.11359,-0.91026,0.69228,-0.95204,1.32246,-0.69549,-1.30882,0
peptide_nm_170,-1.34184,0.64656,1.18552,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_171,0.89215,-0.96082,-0.76643,1.09445,1.79018,1.28645,0.90502,1.26425,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_172,0.89215,0.64656,1.18552,1.09445,-0.5586,2.60843,0.90502,0.48997,-0.60849,0.64478,-0.04018,-1.36215,1.62389,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_173,1.25582,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,1.90769,0
peptide_nm_174,0.38993,0.64656,-0.76643,1.09445,1.79018,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,2.62718,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_175,0.38993,-0.96082,1.18552,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,1.42121,-0.04018,0.13784,1.62389,-1.11359,-0.91026,-1.13441,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_176,0.38993,1.28951,-0.76643,1.09445,-0.5586,-0.68665,1.40412,0.48997,1.52179,0.64478,0.85812,-1.36215,1.62389,-1.11359,1.9662,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_177,-1.34184,-0.96082,-0.76643,1.09445,1.79018,1.28645,-0.81602,-1.44572,-0.60849,-1.2963,0.93623,-1.36215,-0.55316,-1.11359,1.00738,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_178,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_179,-1.34184,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_180,0.89215,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,0.7568,1.00738,0.69228,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_181,-1.34184,-0.96082,-0.76643,-0.8251,1.79018,-0.68665,-0.81602,0.48997,-0.60849,1.28533,1.26821,-1.36215,1.62389,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_182,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,1.26821,0.13784,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,1.58026,0
peptide_nm_183,0.38993,0.64656,-0.76643,-0.8251,-0.5586,2.07569,-0.81602,0.48997,3.65207,-1.2963,-0.04018,0.13784,1.62389,0.7568,1.00738,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_184,0.38993,0.64656,-0.76643,1.09445,1.79018,-0.68665,0.90502,0.48997,-0.60849,-1.2963,0.93623,-1.36215,-0.55316,0.7568,1.00738,0.69228,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_185,0.38993,0.64656,-0.76643,2.05422,1.79018,-0.68665,0.90502,0.48997,1.52179,0.64478,-1.99301,0.13784,1.62389,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_186,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,2.00996,1.00738,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_187,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,1.12875,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_188,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_189,1.37704,0.64656,1.18552,1.09445,-0.5586,1.28645,2.47116,0.48997,-0.60849,0.64478,0.60425,0.13784,1.62389,0.7568,1.00738,1.60563,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_190,0.38993,1.7235,-0.76643,1.09445,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,0.64478,1.26821,0.13784,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_191,0.38993,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,1.90769,0
peptide_nm_192,0.38993,1.45025,1.18552,-0.8251,-0.5586,-0.68665,-0.81602,1.78689,-0.60849,-1.2963,-1.99301,0.99283,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_193,-1.34184,0.64656,1.18552,1.09445,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,0.69228,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_194,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,1.47296,0.48997,-0.60849,0.64478,-0.04018,-1.36215,1.62389,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_195,-1.34184,0.64656,1.9663,1.09445,-0.5586,-0.68665,1.59343,-1.44572,-0.60849,0.64478,-0.04018,0.73783,1.62389,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_196,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,1.52179,0.64478,-1.99301,-1.36215,-0.55316,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_197,-1.34184,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,1.52179,-1.2963,0.93623,0.13784,-0.55316,2.00996,-0.91026,0.69228,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_198,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,2.60843,0.90502,0.48997,-0.60849,-1.2963,0.93623,0.13784,-0.55316,0.7568,2.2922,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_199,0.38993,0.64656,1.18552,1.09445,1.79018,-0.68665,1.59343,-1.44572,1.52179,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_200,-1.34184,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,2.05811,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_201,0.38993,1.45025,1.18552,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_202,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,1.00738,-1.13441,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_203,0.38993,0.64656,1.18552,2.38055,-0.5586,-0.68665,-0.81602,0.48997,-0.60849,1.71237,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,2.80986,-0.71188,-0.69549,-1.30882,0
peptide_nm_204,0.38993,0.64656,-0.76643,1.09445,-0.5586,1.28645,-0.81602,0.48997,-0.60849,-1.2963,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,1.91617,-0.95204,-0.71188,-0.69549,0.61723,0
peptide_nm_205,-1.34184,1.7235,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,-0.60849,-1.2963,-1.99301,0.13784,3.80095,0.7568,-0.91026,-1.13441,0.92891,-0.71188,1.39399,-1.30882,0
peptide_nm_206,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_207,0.38993,0.64656,1.82966,-0.8251,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,0.92891,1.32246,1.39399,0.61723,0
peptide_nm_208,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,-1.2963,-1.99301,0.13784,-0.55316,0.7568,1.00738,-1.13441,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_209,0.38993,0.64656,-0.76643,1.09445,1.79018,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,3.08252,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_210,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,1.78689,-0.60849,0.64478,0.74095,0.13784,1.62389,-1.11359,1.00738,0.69228,0.92891,1.32246,-0.69549,1.38765,0
peptide_nm_211,0.38993,-0.96082,1.18552,1.09445,1.79018,-0.68665,0.90502,0.48997,1.52179,1.42121,-0.04018,0.73783,1.62389,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_212,0.38993,1.45025,1.82966,-0.8251,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,0.69228,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_213,0.38993,1.7235,1.18552,1.09445,1.79018,1.28645,0.90502,0.48997,1.52179,0.64478,-0.04018,0.40783,1.62389,0.7568,1.00738,1.09416,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_214,0.38993,2.25394,1.18552,-0.8251,-0.5586,-0.68665,2.05811,-1.44572,-0.60849,-1.2963,-0.04018,-1.36215,-0.55316,0.7568,-0.91026,-1.13441,-0.95204,-0.71188,-0.69549,-1.30882,0
peptide_nm_215,0.38993,-0.96082,-0.76643,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_216,1.25582,0.64656,1.18552,2.05422,-0.5586,-0.68665,-0.81602,-1.44572,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_217,0.38993,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,-0.55316,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,1.39399,1.58026,0
peptide_nm_218,-1.34184,0.64656,1.18552,1.09445,-0.5586,1.28645,0.90502,-1.44572,-0.60849,0.64478,-1.99301,-1.36215,1.62389,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_219,-1.34184,0.64656,-0.76643,1.09445,-0.5586,1.28645,0.90502,0.48997,1.52179,-1.2963,0.93623,0.13784,-0.55316,-1.11359,1.00738,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_220,0.38993,0.64656,-0.76643,1.86227,-0.5586,1.28645,-0.81602,0.48997,1.52179,0.64478,-0.04018,0.13784,1.62389,-1.11359,1.00738,-1.13441,0.92891,-0.71188,1.39399,0.61723,0
peptide_nm_221,0.38993,-0.96082,-0.76643,-0.8251,1.79018,-0.68665,0.90502,-1.44572,1.52179,-1.2963,-1.99301,0.13784,1.62389,0.7568,-0.91026,0.69228,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_222,0.38993,-0.96082,-0.76643,-0.8251,-0.5586,1.28645,0.90502,-1.44572,-0.60849,-1.2963,-1.99301,1.51783,-0.55316,-1.11359,1.00738,2.77472,0.92891,-0.71188,-0.69549,1.58026,0
peptide_nm_223,0.38993,0.64656,-0.76643,-0.8251,-0.5586,1.28645,0.90502,0.48997,-0.60849,0.64478,-0.04018,0.13784,1.62389,0.7568,-0.91026,0.69228,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_224,-1.34184,-0.96082,1.18552,-0.8251,-0.5586,1.28645,-0.81602,0.48997,1.52179,-1.2963,-1.99301,-1.36215,1.62389,-1.11359,1.00738,1.42296,-0.95204,-0.71188,1.39399,-1.30882,0
peptide_nm_225,0.38993,0.64656,-0.76643,1.09445,-0.5586,-0.68665,0.90502,0.48997,1.52179,0.64478,-0.04018,0.13784,-0.55316,0.7568,1.00738,1.29509,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_226,-1.34184,-0.96082,1.18552,-0.8251,1.79018,-0.68665,2.05811,0.48997,-0.60849,0.64478,-0.04018,-1.36215,-0.55316,2.00996,-0.91026,0.69228,0.92891,-0.71188,-0.69549,-1.30882,0
peptide_nm_227,0.38993,0.64656,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,-0.04018,0.13784,1.62389,-1.11359,-0.91026,0.69228,-0.95204,1.32246,1.39399,0.61723,0
peptide_nm_228,0.38993,0.64656,1.18552,1.09445,1.79018,-0.68665,-0.81602,0.48997,-0.60849,1.61531,-1.99301,0.13784,1.62389,-1.11359,1.00738,-1.13441,-0.95204,-0.71188,1.39399,0.61723,0
peptide_nm_229,-1.34184,-0.96082,-0.76643,-0.8251,-0.5586,-0.68665,0.90502,-1.44572,-0.60849,0.64478,2.18604,1.14283,-0.55316,0.7568,-0.91026,0.69228,0.92891,-0.71188,-0.69549,0.61723,0
peptide_nm_230,-1.34184,-0.96082,2.49332,1.09445,-0.5586,-0.68665,-0.81602,0.48997,1.52179,0.64478,-0.04018,-1.36215,-0.55316,-1.11359,-0.91026,0.69228,0.92891,-0.71188,1.39399,-1.30882,0
