,TM_tend,y
peptide_pm_403,1.56556,1
peptide_pm_404,1.16476,1
peptide_pm_405,0.73478,1
peptide_pm_406,1.05065,1
peptide_pm_407,2.3434,1
peptide_pm_408,1.25293,1
peptide_pm_409,-1.17219,1
peptide_pm_410,0.58709,1
peptide_pm_411,2.05647,1
peptide_pm_412,2.77708,1
peptide_pm_413,1.68693,1
peptide_pm_414,0.50901,1
peptide_pm_415,-0.75641,1
peptide_pm_416,-0.64482,1
peptide_pm_417,-0.39821,1
peptide_pm_418,1.27491,1
peptide_pm_419,2.72053,1
peptide_pm_420,1.20925,1
peptide_pm_421,-0.50109,1
peptide_pm_422,0.75994,1
peptide_pm_423,0.98973,1
peptide_pm_424,-0.79581,1
peptide_pm_425,-1.36088,1
peptide_pm_426,0.87922,1
peptide_pm_427,-0.42198,1
peptide_pm_428,2.10884,1
peptide_pm_429,-0.55903,1
peptide_pm_430,1.63141,1
peptide_pm_431,-0.96941,1
peptide_pm_432,-1.27397,1
peptide_pm_433,0.21767,1
peptide_pm_434,0.20972,1
peptide_pm_435,0.45309,1
peptide_pm_436,2.45047,1
peptide_pm_437,0.22244,1
peptide_pm_438,0.65519,1
peptide_pm_439,1.40363,1
peptide_pm_440,1.10814,1
peptide_pm_441,-0.7971,1
peptide_pm_442,1.14346,1
