,CTDT_hydrophobicity_PRAM900101.Tr1221,CTDT_hydrophobicity_PRAM900101.Tr1331,CTDT_hydrophobicity_PRAM900101.Tr2332,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ARGP820101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_hydrophobicity_ZIMJ680101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CTDT_hydrophobicity_ZIMJ680101.Tr2332,CTDT_hydrophobicity_PONP930101.Tr1221,CTDT_hydrophobicity_PONP930101.Tr1331,CTDT_hydrophobicity_PONP930101.Tr2332,CTDT_hydrophobicity_CASG920101.Tr1221,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_CASG920101.Tr2332,CTDT_hydrophobicity_ENGD860101.Tr1221,CTDT_hydrophobicity_ENGD860101.Tr1331,CTDT_hydrophobicity_ENGD860101.Tr2332,CTDT_hydrophobicity_FASG890101.Tr1221,CTDT_hydrophobicity_FASG890101.Tr1331,CTDT_hydrophobicity_FASG890101.Tr2332,CTDT_normwaalsvolume.Tr1221,CTDT_normwaalsvolume.Tr1331,CTDT_normwaalsvolume.Tr2332,CTDT_polarity.Tr1221,CTDT_polarity.Tr1331,CTDT_polarity.Tr2332,CTDT_polarizability.Tr1221,CTDT_polarizability.Tr1331,CTDT_polarizability.Tr2332,CTDT_charge.Tr1221,CTDT_charge.Tr1331,CTDT_charge.Tr2332,CTDT_secondarystruct.Tr1221,CTDT_secondarystruct.Tr1331,CTDT_secondarystruct.Tr2332,CTDT_solventaccess.Tr1221,CTDT_solventaccess.Tr1331,CTDT_solventaccess.Tr2332,y
peptide_nm_196,1.67598,1.04197,-0.88241,1.31418,1.5413,-0.84892,1.52301,0.85847,-0.24078,0.88416,1.24649,-1.44151,1.17294,0.5657,1.36958,-1.5873,1.74238,-1.55232,-1.10412,1.24347,0.51641,-1.78641,-1.46365,2.17853,-1.62359,1.60933,-1.42853,-1.56756,-1.31574,1.85916,-1.47875,-0.48838,2.98473,-0.12293,-1.56495,1.00574,0.50998,-0.52494,2.78507,0
peptide_nm_197,-0.93144,2.58623,-1.30023,0.0054,0.16371,-0.35516,0.61033,0.05116,-0.17806,0.43939,1.03214,0.21835,1.39425,-0.32211,-1.04676,-0.51458,2.96224,-1.55232,-1.10412,2.37649,-1.37973,-1.3113,-0.42379,1.45327,-1.62359,2.69735,-0.26425,-1.11583,-0.10637,1.1379,0.93093,-0.48838,0.19142,0.95058,-0.00504,-1.26332,2.03721,-0.9818,-0.33904,0
peptide_nm_198,-0.8447,1.10796,-1.22676,0.23551,0.40592,-0.15259,0.3079,-0.21635,0.55528,-0.65543,0.99917,-0.8031,0.91758,-0.75137,-0.30327,-0.34954,1.46087,-1.55232,-0.28744,0.45908,-0.21287,-1.23821,-0.26381,1.34169,-0.52015,0.85608,-0.75683,-1.56756,0.07969,1.02694,0.37485,-0.48838,0.34769,-0.81108,-0.36502,-0.56515,1.09737,-0.29902,-1.01453,0
peptide_nm_199,-0.68982,0.42917,-0.41343,0.2903,0.46359,-0.10436,0.36962,-0.16175,0.61042,-0.49251,0.48097,-0.6511,0.38254,-0.612,-0.12625,-0.43795,0.52252,-0.36615,-0.09299,0.43418,-0.65739,0.24979,0.02187,-0.75707,-0.59897,0.5213,-0.18108,0.04578,-0.01999,-0.71677,-1.19188,0.70767,1.71504,0.47346,-0.45073,0.03329,0.22715,0.36081,-0.53204,0
peptide_nm_200,-1.4952,-0.28391,1.47799,-0.81047,2.88312,-1.07336,-1.63626,2.80616,-1.18158,0.27766,0.9542,0.06745,1.47473,-0.64494,-1.04676,-1.5873,-0.58645,2.22184,0.82622,0.31646,0.68879,1.453,-1.46365,-0.12913,1.63657,-0.46781,-1.42853,1.51245,-1.31574,-0.43576,-0.93109,1.79499,-0.13177,-0.61089,-0.14685,0.3869,-0.80129,2.05604,-1.01453,0
peptide_nm_201,0.85382,0.37469,-0.18604,1.41805,-0.53602,-0.20886,0.70394,-0.28004,-0.34531,1.13126,-0.53972,-0.0583,0.06638,-0.91398,0.56413,0.64754,0.92914,-0.62974,0.66536,-0.64488,-0.11564,-0.59863,1.136,-0.23902,-0.82666,0.15863,0.99706,-0.43823,1.70768,-0.54504,0.52932,2.3024,-0.82433,-1.11693,1.46821,-0.25485,0.98135,-0.63372,0.11128,0
peptide_nm_202,-0.72643,-0.90786,2.12914,-0.13058,1.45185,0.12364,-0.87038,2.1287,-0.49736,-0.53102,-0.21496,1.57641,1.47473,-1.33674,-0.16809,-0.8559,0.07893,1.46701,-0.13895,-1.53756,2.06781,2.10088,-0.75465,-1.4478,2.2886,-1.06128,-0.6347,0.89645,-0.49117,-1.74714,-1.47875,-0.48838,-0.82433,-0.61089,1.98031,-0.43821,-1.41835,0.63205,-0.09341,0
peptide_nm_203,0.01488,-0.3062,-0.24289,-0.42196,0.83845,-0.73136,-1.33538,0.99154,-0.91278,0.56647,-0.3611,-0.2559,-0.96114,0.83747,-0.70157,0.13672,-0.61021,0.22693,-0.34577,-0.69883,0.51641,0.50431,-0.90658,-0.4117,-0.08666,-0.48901,0.13078,0.85245,-0.66786,-0.71677,-0.61815,-0.48838,-0.28018,-0.63413,-0.72928,1.32989,-0.09607,0.45405,-0.29079,0
peptide_nm_204,1.10679,0.05206,-1.22676,0.8108,-0.80515,-0.15259,-0.9882,-0.78958,-0.02367,2.08162,-0.48476,-0.8031,-0.10386,-1.33674,-1.04676,0.88821,-0.22817,-0.91361,0.52925,-0.06385,-1.37973,-0.14179,0.93603,-0.8899,-1.07187,-0.14825,1.25827,-0.00387,1.47511,-1.19233,-0.08855,3.37578,0.34769,0.28996,1.43488,-1.26332,1.09737,-1.50393,-0.23512,0
peptide_nm_205,1.14745,-0.67388,-1.33007,0.84676,1.04931,-0.43745,0.46992,0.85847,-0.24078,-0.78373,0.44269,0.11461,0.75798,-0.38552,-1.04676,0.92689,-1.00231,-1.03337,0.22299,-0.03116,0.51641,-1.78641,1.46096,0.36537,0.1695,0.3853,-0.33702,-1.56756,2.08561,0.05601,-0.34921,5.79089,1.0802,0.32436,-1.07748,1.573,-1.18695,-0.52494,2.15181,0
peptide_nm_206,0.61892,0.75599,0.01292,1.00256,-0.75469,-0.57461,0.46992,-0.69404,-0.55438,-0.59841,1.24649,-0.7499,0.06638,0.5657,0.56413,0.42405,1.74238,-0.86039,0.66536,0.67697,-0.11564,1.77694,-0.16382,-0.23902,0.1695,0.5213,0.7545,0.69111,0.19597,-0.54504,-0.97673,1.60471,1.71504,1.06986,-0.26502,1.76209,0.7928,-0.19861,0.67418,0
peptide_nm_207,0.71084,0.25865,-0.53206,-0.1897,-0.38391,-0.24066,0.92778,0.33196,-0.85434,0.59409,0.26795,-1.44151,-0.41473,-0.01331,0.63417,0.8613,0.31037,-0.4693,0.28069,-1.56443,1.25838,-0.54699,-0.10731,0.12887,-0.99991,0.04825,0.84941,-0.09451,-0.92138,0.76159,-0.16914,-0.48838,-0.82433,-0.66747,0.13061,1.10439,0.32553,0.53918,0.74761,0
peptide_nm_208,2.40779,-0.4759,-0.12482,1.38609,0.40592,-0.65901,0.95596,-0.21635,-0.02367,0.02883,0.00988,-0.8031,0.40686,-0.75137,-1.04676,1.50709,-0.22817,-0.27491,2.9793,-0.58678,0.37056,2.05104,-0.26381,-0.8899,0.03157,-0.65042,2.60167,1.55983,-0.61803,-0.63751,-0.55195,-0.48838,0.34769,0.84048,-0.36502,1.52937,-0.46902,0.30344,2.8825,0
peptide_nm_209,1.14745,0.18404,0.01292,-1.02294,-0.42669,0.38549,-0.58317,-0.53879,0.70002,0.3282,1.24649,-0.9228,0.75798,0.5657,-1.04676,-0.58162,1.74238,-1.55232,-0.44057,1.24347,0.04238,-0.00474,-0.00134,0.36537,-0.27877,0.79331,0.20874,-0.72056,-0.74885,0.95759,0.78033,-0.48838,-0.3482,0.32436,-0.10253,-0.12879,0.08574,-0.03544,1.51854,0
peptide_nm_210,-0.14216,-1.25727,0.2278,0.0054,-0.15117,0.17152,0.72266,-0.14756,-0.27841,0.08357,-1.45427,0.55032,-0.5533,-1.33674,1.27292,0.02178,-1.62444,0.77257,-0.25477,-1.33979,-0.46958,-0.07601,-0.21581,-0.86758,0.38467,-1.39362,-0.03139,0.87181,0.1355,-1.17013,-0.99681,-0.48838,0.08984,0.37804,-0.94099,0.18888,-1.4924,-0.25082,0.20135,0
peptide_nm_211,0.53435,0.11541,-0.63172,0.90285,0.16371,-0.35516,0.72266,-0.14756,0.02264,0.79521,0.08902,-0.11362,0.509,0.4896,-0.27353,-0.30003,-0.16061,-0.22381,-0.67945,0.83559,0.13718,0.20906,-0.52777,-0.28737,-0.18912,0.17313,-0.38068,0.32972,-0.22731,-0.59313,-0.27391,-0.48838,0.69929,-0.48077,-0.00504,0.55193,-0.13486,-0.5641,1.01193,0
peptide_nm_212,0.3169,0.18404,-0.7545,0.64643,1.40073,-0.49623,-0.73361,1.25768,-0.37518,0.56647,0.78718,-1.14511,0.22446,0.5657,-1.04676,-0.15062,0.17398,-0.66269,0.0334,-0.21326,1.05817,-0.76831,-0.90658,1.66048,-0.85512,0.67673,-0.49295,-0.11556,-0.66786,1.34398,-0.18785,0.40866,-0.55226,0.64386,0.38494,0.35744,0.14635,0.17434,0.43294,0
peptide_nm_213,0.35827,0.16054,-0.10973,0.25127,0.09901,-0.2289,-0.25137,0.00352,-0.04746,0.12257,0.49775,-0.41831,-0.14584,0.22691,-0.11995,0.28629,0.38883,-0.18741,0.35025,0.26567,-0.23685,0.36136,-0.07479,-0.05688,0.04668,0.13379,0.48536,-0.08241,0.05101,-0.1663,0.17172,-0.48838,0.42796,-0.14744,0.67876,-0.26866,0.19616,0.31994,0.37346,0
peptide_nm_214,-0.08579,3.04379,-1.77773,-0.2439,2.5253,-0.57461,-1.63626,3.03198,-1.18158,0.14288,1.24649,-0.0583,1.17294,1.19984,-1.04676,-0.2464,2.96224,-1.55232,-1.10412,1.24347,1.14846,-0.59863,-1.46365,2.17853,-1.62359,2.69735,0.02682,-0.43823,-1.31574,1.85916,-0.47471,-0.48838,1.71504,-0.71933,-0.26502,0.24939,3.62101,-1.50393,-1.01453,0
peptide_nm_215,0.04234,-0.90786,2.12914,-1.49036,2.16748,-0.47486,-1.63626,2.80616,-1.18158,-1.33969,0.9542,0.06745,0.26757,-0.64494,-0.16809,0.6069,-0.58645,2.22184,-1.10412,0.93447,-1.37973,2.74876,-0.75465,-0.78846,2.2886,-1.06128,0.15913,2.74445,-0.49117,-1.09145,-1.47875,-0.48838,-0.13177,-1.26151,1.98031,-0.43821,-1.41835,1.34404,0.8277,0
peptide_nm_216,-0.55559,0.37469,-0.58397,0.17159,1.65064,-0.57461,-1.16822,1.37597,-0.34531,1.13126,0.532,-0.98044,0.80409,-0.49121,-1.04676,-0.69336,0.1159,-0.16846,-0.51429,-0.26721,0.7271,0.58915,-0.16382,-1.4478,-0.4282,0.15863,-0.45829,0.69111,0.19597,-1.74714,-0.80939,0.90701,0.44536,-0.32173,1.46821,-0.25485,0.22715,0.2365,-0.45162,0
peptide_nm_217,0.47798,0.52721,-0.34521,0.25469,-0.09869,-0.35516,0.89115,-0.44564,0.07282,0.43939,1.03214,-0.61158,0.95163,-0.32211,-1.04676,-0.78276,1.25443,-0.99877,0.31146,0.56367,0.13718,0.11404,-0.68375,0.728,-0.4282,0.95651,-0.26425,-0.21236,-1.0134,0.89748,0.52932,-0.48838,0.69929,-0.00365,-0.00504,0.55193,0.67967,-0.45967,0.33644,0
peptide_nm_218,1.32363,0.18404,-1.18085,1.00256,1.21331,-1.67186,-0.23214,0.54796,-1.18158,0.14288,0.17476,-1.44151,-1.04018,-0.06845,-1.04676,-0.2464,-0.08741,-0.86039,1.5501,-1.02255,-0.11564,1.77694,-0.81373,0.36537,-1.0259,-0.02271,1.48217,0.69111,-0.55988,0.05601,-0.47471,-0.48838,1.71504,-1.31573,1.03491,0.24939,-0.90413,-1.50393,3.20725,0
peptide_nm_219,2.73304,-1.1505,-0.58397,1.00256,0.33864,-1.67186,1.17198,-0.28004,-1.18158,1.13126,-0.89697,-0.98044,0.06638,-1.33674,-1.04676,1.98844,-1.10397,-0.62974,0.66536,-1.02255,-0.11564,0.19323,1.136,-1.4478,-0.4282,-1.29207,2.93752,0.31467,1.70768,-1.74714,-0.14004,-0.48838,1.29182,-1.51453,2.76814,-0.75908,-1.28123,-0.63372,3.4887,0
peptide_nm_220,0.42673,0.02806,-0.14987,1.22919,1.09403,-0.47486,1.04433,1.45124,-0.83947,1.49067,0.36962,0.06745,2.3801,-0.99084,-0.60743,-0.1245,-0.25376,0.33476,-0.62154,0.62547,1.03354,0.48117,1.01784,-0.4588,0.33251,0.12566,0.15913,0.58844,1.15797,-0.43576,-0.38344,-0.48838,1.25334,-0.61089,0.5622,0.3869,-0.18422,0.27605,0.8277,0
peptide_nm_221,0.45629,0.58001,0.42614,3.11196,-0.80515,-0.65901,4.19623,-0.78958,-0.60262,1.39736,0.50452,-0.1647,1.4283,-0.16601,0.44022,-0.96842,0.89786,0.3638,-1.10412,2.5508,-1.37973,-1.23821,0.33611,1.89958,0.03157,0.35391,-0.75683,-1.04633,0.7774,1.58175,-1.01535,1.4437,2.69173,0.84048,-0.36502,-1.26332,0.05311,-0.29902,1.32369,0
peptide_nm_222,1.32363,-0.87815,-1.09558,0.64643,-1.03583,-1.35836,0.7708,-1.58119,-0.82318,-0.06892,-1.05007,-1.04631,-0.24978,-1.33674,-1.04676,1.0945,-1.22014,-0.76154,1.42371,-0.21326,-1.37973,-0.08958,0.02187,-0.4117,-0.94051,-1.03302,1.48217,0.36844,-0.01999,-0.37331,0.24245,0.70767,-0.46156,-0.20813,-0.82214,-0.39892,-0.41929,-1.13098,0.91543,0
peptide_nm_223,-0.99776,0.48684,0.75024,1.14921,0.44154,-0.1228,0.34603,0.69408,-0.29612,-0.29317,0.30085,0.51126,-0.19399,0.90142,0.09034,-1.11404,0.66603,0.88979,-1.10412,1.04353,-0.48743,-0.94798,0.3714,1.96522,0.48593,0.2653,-0.91488,-0.77038,0.81844,1.64703,0.29308,0.98909,-0.37621,-0.64917,-0.18856,0.33837,-0.43831,0.79958,0.17751,0
peptide_nm_224,3.73977,-1.5318,-0.41343,0.2903,0.46359,-1.35836,0.36962,-0.16175,-0.82318,2.47263,-0.13145,-0.6511,1.01486,-1.33674,-1.04676,2.24385,-1.56868,-0.36615,0.91814,-0.21326,0.06495,0.92852,0.39325,0.27903,0.08411,-0.72216,1.89799,1.33645,0.41193,0.3136,-1.47875,-0.48838,-0.82433,-1.23053,2.14913,-0.39892,-0.41929,-0.01214,2.84538,0
peptide_nm_225,1.07851,-0.93499,-0.53206,0.46062,-0.38391,-0.24066,0.92778,-0.64004,0.12736,0.98085,-0.85037,-0.71983,1.02861,-1.00588,0.21394,1.2111,-0.96253,-0.4693,0.7423,0.20898,-0.06068,-0.23713,0.57086,-0.5018,-0.37622,-1.08708,1.98838,0.2001,0.65606,-0.49278,-0.16914,-0.48838,0.50056,-0.97863,0.46972,-0.07946,-0.85494,0.53918,1.18814,0
peptide_nm_226,-1.4952,0.18404,0.6098,-0.86713,2.5253,-1.12323,-0.9342,1.78997,-0.55438,-0.59841,1.24649,-0.7499,0.06638,0.5657,0.56413,-1.5873,-0.08741,1.2154,-1.10412,-0.45604,1.14846,1.77694,-1.46365,-0.84341,0.76719,-0.02271,-1.42853,0.69111,-1.31574,-1.14609,-1.47875,-0.48838,-0.18949,-0.12293,1.03491,0.24939,-0.33849,1.10671,-1.01453,0
peptide_nm_227,0.45629,0.05206,0.97711,-1.49036,-0.19961,2.37953,-0.34015,1.50336,-0.02367,-1.33969,0.00988,1.11212,0.40686,-0.75137,1.1837,0.26934,-0.22817,1.6412,-1.10412,0.98201,-1.37973,0.95462,-0.86373,-0.332,0.58329,0.35391,-0.08513,1.0386,-0.61803,-0.63751,0.37485,-0.48838,0.34769,1.94152,-0.36502,-1.26332,0.05311,0.30344,0.54428,0
peptide_nm_228,0.49456,-0.32062,-0.09241,-0.17058,-0.94763,1.039,-0.64512,0.25573,0.14661,1.27661,-0.83392,1.48765,-0.19399,0.45379,0.09034,0.779,-0.19505,-0.08705,0.76945,-0.55602,0.85103,-0.52876,0.83016,-0.59454,0.48593,-0.11871,0.11243,0.42539,0.2849,-0.05006,-0.06129,0.98909,0.52004,0.19281,0.27024,-0.19553,0.36025,-0.12183,-0.41851,0
peptide_nm_229,0.45629,0.58001,-1.22676,-0.33978,-0.19961,-0.15259,-0.34015,-0.78958,0.55528,-1.33969,0.50452,-1.44151,-1.1253,0.41935,1.1837,0.26934,0.33485,-0.91361,0.52925,0.45908,-1.37973,-0.14179,-0.86373,0.78379,-1.07187,0.35391,0.58657,-0.00387,-0.61803,0.47212,-0.08855,-0.48838,1.51971,1.94152,-0.96499,-0.56515,0.05311,-0.90147,1.32369,0
peptide_nm_230,-0.72643,-0.90786,2.12914,-1.49036,2.88312,-0.47486,-1.63626,2.1287,0.18686,-0.53102,0.9542,0.82193,-0.93959,1.43044,-1.04676,-0.1245,0.07893,1.46701,0.82622,-0.91955,1.3783,1.453,-0.75465,-0.12913,1.63657,0.12566,-0.6347,1.51245,-0.49117,-0.43576,-1.47875,-0.48838,0.56078,-1.26151,-1.56495,2.03713,-0.80129,2.05604,-1.01453,0
peptide_nm_231,0.04234,1.58792,-1.12659,-0.13058,1.45185,0.72214,-0.10449,0.77378,1.55529,-1.33969,1.53878,-1.44151,-0.93959,1.43044,0.71057,-0.8559,2.07507,-1.55232,-0.13895,1.55248,-1.37973,-0.49065,-0.04566,-0.12913,-1.62359,1.90606,-0.6347,-0.95156,-0.49117,0.21993,-0.93109,1.79499,3.33101,0.69033,-1.56495,1.21201,1.04991,0.63205,0.8277,0
peptide_nm_232,-0.89117,0.18404,-0.4987,0.37933,0.55731,-0.49623,-0.13185,0.45925,-0.37518,0.24878,0.09821,-0.5523,0.22446,-0.79319,-0.35638,-1.01263,-0.08741,-0.06961,-0.34577,0.51511,-1.10886,0.50431,-0.07098,-0.67073,-0.34281,-0.02271,-0.80481,0.85245,-0.01999,-0.71677,-1.04845,1.3057,1.0802,-0.12293,1.49917,-0.61502,-0.33849,0.45405,-0.29079,0
peptide_nm_233,0.95991,-0.20341,-0.62247,0.1984,0.62079,0.02711,-0.5492,0.70822,0.03236,0.9559,-0.51668,0.1648,-0.21919,0.13611,0.20038,0.74847,-0.50059,-0.2131,0.60828,-0.40122,0.33291,-0.17716,0.29741,-0.27801,-0.00403,-0.39124,1.1066,-0.47466,0.73239,-0.58382,-0.5071,0.32185,0.65015,0.16565,-0.55856,-0.09219,0.81104,0.01193,-0.36083,0
peptide_nm_234,-1.07238,0.18404,-0.70334,1.12721,-0.22989,0.30319,0.04868,0.29956,-0.05262,-0.00538,-0.3611,0.63331,0.84097,-0.95625,0.40304,-0.38049,-0.08741,-0.30684,-1.10412,-0.11614,0.13718,0.70793,-0.2938,-0.3599,0.1695,-0.02271,-0.99192,0.12644,0.0448,-0.66525,-1.17754,0.76747,1.0802,0.95058,-1.17497,0.09812,0.0009,0.06245,-1.01453,0
peptide_nm_235,0.61892,-0.24492,0.01292,1.31418,0.06531,-0.84892,0.46992,-0.53879,-0.24078,0.3282,0.44269,-0.9228,0.34302,-0.86113,-0.44268,-0.58162,0.37003,-0.51442,1.5501,-0.88092,0.51641,0.8861,-0.00134,-0.08792,0.1695,-0.43072,0.7545,0.12644,0.38494,-0.39478,-1.10223,1.08144,2.03247,-0.12293,-0.10253,1.00574,-1.18695,0.94355,2.15181,0
peptide_nm_236,-0.24239,-1.2776,-0.45132,0.44858,-0.24447,-0.20886,-1.01221,-0.00404,-0.34531,0.96653,-1.49237,0.40278,0.31228,-1.0549,-0.68879,0.49855,-1.10397,-0.62974,1.25519,-1.40022,0.86755,0.06125,-0.5971,-0.91056,-0.29538,-0.9294,0.18853,0.18918,-0.30793,-1.21288,-1.03251,-0.48838,0.58643,-0.32173,1.32378,-0.591,-1.28123,1.10671,-0.26399,0
peptide_nm_237,0.09039,-1.5318,2.25123,-1.02294,2.5253,-1.26039,-1.10971,1.78997,-0.71118,-0.22776,-0.763,1.67072,0.34302,0.09009,-1.04676,-0.58162,-1.45976,2.59926,0.88655,-2.15556,2.8866,3.55861,-1.46365,-1.4478,2.41086,-1.65475,0.20874,2.66745,-1.31574,-1.74714,-1.47875,-0.48838,-0.3482,-0.57023,1.35989,1.00574,-1.61118,0.45405,0.25201,0
peptide_nm_238,1.57989,0.34003,-0.47544,0.54931,-0.69505,1.91914,0.66139,0.09633,1.55529,-1.33969,-0.21496,0.06745,-0.93959,-0.64494,0.71057,0.6069,0.74431,-0.79748,0.82622,-0.30154,-1.37973,-0.49065,2.79033,-1.4478,-0.31953,0.12566,1.74678,-0.33556,1.98254,-0.43576,1.25952,-0.48838,0.56078,0.03972,2.68936,-1.26332,-0.80129,0.63205,3.59105,0
peptide_nm_239,1.10679,-0.21192,-0.40031,-0.05213,0.70869,0.10063,-0.66418,0.6435,0.2658,0.7131,0.50452,-0.1647,1.93902,-1.33674,-1.04676,-0.34954,0.61635,-1.23296,-0.28744,0.19762,0.66227,0.68052,0.03615,-0.05305,-0.52015,0.85608,0.25072,0.25675,-0.26917,0.19471,-1.01535,-0.48838,0.64069,-0.53582,1.1349,0.13302,0.05311,0.30344,0.93399,0
peptide_nm_240,0.92094,0.67429,-1.01031,-0.68906,0.55731,0.44427,-1.03449,0.72539,-0.10638,-0.70431,0.32786,0.33691,0.6987,0.29392,-0.35638,0.13672,0.43538,-1.25577,0.0334,1.00069,-0.02534,-0.76831,0.48609,-0.15268,-0.34281,0.90988,0.44264,-1.08356,0.30395,0.05601,1.10305,-0.48838,-0.82433,1.15506,-1.00784,-0.29087,0.63119,-0.10537,1.15667,0
peptide_nm_241,-0.28713,0.42917,-0.41343,1.00256,0.46359,-1.35836,0.36962,-0.16175,-0.82318,-0.06892,0.48097,-0.6511,1.33102,-0.97437,-0.58651,-0.82107,0.52252,-0.36615,-0.09299,0.11046,0.42612,0.58915,-1.46365,-0.06634,-0.25743,0.21044,-0.18108,0.04578,-1.31574,-0.37331,-0.90501,1.90372,1.71504,-0.20813,0.6635,-0.83112,0.55038,-0.38508,-0.53204,0
peptide_nm_242,0.07081,-1.2776,1.67093,-0.38239,0.04709,-0.45269,-0.70018,-0.28004,-0.06656,-1.01023,-0.0634,-0.21199,-0.91723,-0.20937,-0.33081,-0.09741,0.25144,0.29283,0.07553,-1.14844,0.02482,-0.2027,-0.0194,0.70114,0.23591,-0.44583,-0.13488,-0.06178,0.36394,0.38993,-1.03251,-0.48838,-0.26003,0.2084,-0.69833,0.08131,-2.03542,1.97693,1.23709,0
peptide_nm_243,0.78154,0.05206,0.15066,1.38609,-0.19961,-0.4058,1.27999,-0.50297,-0.02367,0.02883,0.2572,-0.8031,0.1515,-0.16601,0.06847,-0.0401,0.33485,0.04444,0.52925,0.19762,-0.21287,-0.41589,0.63607,-0.332,-0.24429,-0.14825,0.92242,0.51737,0.7774,-0.3601,0.14315,-0.48838,0.9337,-0.53582,-0.96499,0.83119,0.31418,0.30344,0.54428,0
peptide_nm_244,1.04174,-0.15913,-1.06147,1.50115,0.16371,-1.01351,0.89115,-0.44564,-0.42894,0.43939,-0.68262,-0.61158,-0.81887,-0.57577,-1.04676,0.82632,-0.45337,-0.722,3.14264,-1.47576,0.13718,-0.36107,1.65593,-1.4478,-0.90636,-0.34912,1.1911,-0.21236,2.31237,-1.74714,0.93093,2.02333,-0.06252,0.2349,1.55488,-1.26332,0.0009,-1.50393,1.01193,0
peptide_nm_245,1.32363,-0.95985,0.6098,2.24903,-1.41068,0.52264,2.57609,-1.31505,0.70002,0.88416,-0.3611,-0.0583,1.72622,-1.33674,-1.04676,-0.2464,-0.08741,-0.16846,0.66536,-0.45604,1.14846,-0.00474,1.78592,0.36537,0.76719,-1.11074,1.48217,-1.0029,0.95183,1.25811,0.0273,3.6978,0.44536,-0.12293,1.68487,-0.50697,-0.90413,-0.19861,1.51854,0
peptide_nm_246,0.38402,0.75599,-0.18604,-0.2439,0.77597,0.15689,-0.23214,0.96197,0.07282,-0.35131,0.17476,0.40278,-0.30247,-0.06845,-0.5098,-0.69336,0.52252,0.29283,0.07553,0.11046,-0.537,-0.2027,0.26945,-0.64194,-0.02973,0.5213,0.51194,-0.43823,0.19597,-0.54504,-0.47471,0.90701,1.29182,-0.32173,1.03491,-1.26332,0.60425,-0.19861,0.67418,0
peptide_nm_247,1.32363,-0.38791,-0.58397,0.37933,0.55731,-0.02598,1.17198,-0.69404,0.07282,1.62545,0.17476,-1.44151,0.06638,-0.06845,0.56413,2.43541,-0.69735,-0.16846,-0.21938,-0.45604,0.51641,-0.00474,0.48609,0.36537,-0.4282,-0.56672,1.48217,0.12644,0.95183,0.05601,0.52932,-0.48838,-0.82433,-0.71933,-1.56495,0.24939,0.7928,0.45405,-0.17017,0
peptide_nm_248,-0.08579,0.75599,0.01292,-0.2439,-0.75469,1.07127,-0.23214,-0.07304,0.70002,-0.59841,-0.3611,1.32492,-0.4869,-0.06845,0.56413,-0.2464,1.74238,-0.86039,-0.21938,0.67697,-1.37973,-1.19252,-0.16382,1.57414,-1.0259,1.60933,0.02682,-1.0029,0.19597,1.25811,0.0273,1.60471,1.0802,0.47346,-0.91499,-1.26332,0.7928,-0.19861,-0.17017,0
peptide_nm_249,0.11556,-0.55132,1.63303,1.00256,0.08874,-0.10436,1.57315,-0.16175,0.25202,-0.49251,-0.43766,1.72012,1.01486,-0.97437,1.25451,-0.43795,0.17398,1.2154,-0.59855,-0.21326,0.42612,0.58915,0.02187,-0.75707,1.10874,-0.10043,0.23473,0.36844,-0.01999,-0.71677,-1.47875,-0.48838,0.98951,0.13266,1.03491,-0.39892,-0.74252,1.10671,0.43294,0
peptide_nm_250,-0.02451,-0.33817,1.02502,0.78579,0.30061,0.04558,1.66036,0.00796,-0.19987,0.98085,-0.29121,1.08436,1.31727,-0.67502,-1.04676,0.5115,-0.64431,0.97473,-0.18091,-0.97329,1.91791,1.31215,0.23178,-0.5018,1.18298,-0.51942,0.84941,1.37854,-0.13266,-0.17918,-0.16914,0.60367,-0.49311,-0.35631,0.80883,-0.07946,-0.26471,0.53918,-0.13346,0
peptide_nm_251,0.61892,-0.38791,-0.58397,1.6258,-0.75469,-1.12323,1.17198,-1.31505,-0.55438,-0.59841,-0.89697,-0.0583,0.61966,-1.33674,0.56413,0.42405,-0.69735,-0.16846,-0.21938,-1.02255,0.51641,0.58915,-0.81373,-1.4478,-0.4282,-0.56672,0.7545,0.69111,-0.55988,-1.74714,-0.97673,-0.48838,1.71504,-0.12293,1.68487,-0.50697,-0.33849,-1.50393,0.67418,0
peptide_nm_252,2.34866,-0.28391,-1.77773,-0.13058,0.73622,-1.07336,-0.87038,0.09633,-0.49736,-0.53102,-0.79954,-1.44151,-0.33601,-1.33674,-1.04676,0.6069,-0.58645,-1.55232,2.75657,-0.30154,-1.37973,0.80511,-0.75465,-0.78846,-1.62359,-0.46781,2.54061,2.12845,-0.49117,-1.09145,-1.47875,-0.48838,3.33101,-1.26151,1.98031,-0.43821,-1.41835,-0.07994,4.51216,0
peptide_nm_253,-0.7905,1.32794,1.20668,0.37933,3.1813,-1.12323,-0.23214,3.03198,-1.18158,0.14288,0.17476,2.70813,2.2795,-0.06845,-1.04676,-0.91685,1.13245,1.90733,-0.21938,0.67697,1.78051,0.58915,-0.16382,-0.84341,1.36489,1.06531,-0.70085,0.69111,0.19597,-1.14609,-0.97673,1.60471,2.34989,-0.71933,1.68487,-0.50697,1.35844,-0.85127,-1.01453,0
