,Levitt_alpha,y
peptide_pm_403,-1.00843,1
peptide_pm_404,2.56052,1
peptide_pm_405,-0.98661,1
peptide_pm_406,2.17864,1
peptide_pm_407,3.22873,1
peptide_pm_408,-0.05777,1
peptide_pm_409,-0.65088,1
peptide_pm_410,0.68312,1
peptide_pm_411,-0.4142,1
peptide_pm_412,-0.44771,1
peptide_pm_413,-0.73268,1
peptide_pm_414,-1.14011,1
peptide_pm_415,-0.88844,1
peptide_pm_416,2.43031,1
peptide_pm_417,0.7712,1
peptide_pm_418,-0.92575,1
peptide_pm_419,-0.40265,1
peptide_pm_420,-0.07498,1
peptide_pm_421,-0.75683,1
peptide_pm_422,1.52866,1
peptide_pm_423,-0.34796,1
peptide_pm_424,2.59196,1
peptide_pm_425,-0.41766,1
peptide_pm_426,-0.75231,1
peptide_pm_427,-0.77325,1
peptide_pm_428,1.65736,1
peptide_pm_429,1.21756,1
peptide_pm_430,1.75284,1
peptide_pm_431,1.05635,1
peptide_pm_432,-0.92582,1
peptide_pm_433,-0.97955,1
peptide_pm_434,0.52776,1
peptide_pm_435,-0.18729,1
peptide_pm_436,4.13433,1
peptide_pm_437,-0.67153,1
peptide_pm_438,-0.96994,1
peptide_pm_439,-0.49263,1
peptide_pm_440,-1.02279,1
peptide_pm_441,-0.61447,1
peptide_pm_442,-0.70916,1
