,NMBroto_CIDH920105.lag1,NMBroto_CIDH920105.lag2,NMBroto_CIDH920105.lag3,NMBroto_BHAR880101.lag1,NMBroto_BHAR880101.lag2,NMBroto_BHAR880101.lag3,NMBroto_CHAM820101.lag1,NMBroto_CHAM820101.lag2,NMBroto_CHAM820101.lag3,NMBroto_CHAM820102.lag1,NMBroto_CHAM820102.lag2,NMBroto_CHAM820102.lag3,NMBroto_CHOC760101.lag1,NMBroto_CHOC760101.lag2,NMBroto_CHOC760101.lag3,NMBroto_BIGC670101.lag1,NMBroto_BIGC670101.lag2,NMBroto_BIGC670101.lag3,NMBroto_CHAM810101.lag1,NMBroto_CHAM810101.lag2,NMBroto_CHAM810101.lag3,NMBroto_DAYM780201.lag1,NMBroto_DAYM780201.lag2,NMBroto_DAYM780201.lag3,y
peptide_nm_224,0.88378,1.32933,1.58734,0.21923,0.1377,1.57038,-0.19671,-1.24899,1.53006,-0.09151,-0.6009,-1.01655,-0.29258,-1.74328,1.96564,-0.05229,-0.90309,1.86902,-0.17282,0.01376,2.51221,-0.57455,0.88871,1.10235,0
peptide_nm_225,1.06541,-0.1927,-0.74736,-0.16283,0.34786,0.00221,-0.20842,-0.81531,-0.55125,0.39207,0.82113,0.69537,-0.6681,-0.52851,-0.46347,0.18836,-0.53711,-0.58333,0.24061,0.08372,-0.52782,-0.01749,-1.34254,-0.70154,0
peptide_nm_226,-0.83049,0.12216,-1.28879,0.36477,-0.61712,-0.63953,0.49349,-0.55765,-1.30059,0.5454,-0.08852,-0.03576,0.41536,-0.67056,-1.46988,-0.54469,-0.38675,-1.58634,-0.84853,-0.30671,-0.49617,-0.23791,-0.2374,-0.92422,0
peptide_nm_227,-0.15837,0.17181,-0.96117,0.2395,-0.97747,-0.65538,0.42544,0.17173,-1.60074,-1.10323,-0.46913,0.14154,0.16349,0.24003,-1.18221,-0.33773,0.81668,-1.19213,-0.55806,0.7611,-0.10843,-0.86719,-0.40657,0.1023,0
peptide_nm_228,0.94127,1.093,-0.10386,0.27817,1.55712,0.89231,0.25491,-1.07826,0.25636,-2.15797,3.73834,-1.73092,0.16142,-1.7674,0.16567,0.47533,-0.84119,0.15362,-0.02289,-0.1379,-1.46698,0.68929,-0.34332,-0.05068,0
peptide_nm_229,0.73661,0.8092,-0.24474,1.10102,0.60318,0.1946,-0.47099,-0.1689,-0.44396,-0.28628,-0.17809,-0.05956,-0.94993,-0.21058,-0.27632,0.04394,0.43668,0.16455,1.56599,1.05113,1.42104,0.91779,0.68796,0.08725,0
peptide_nm_230,-2.14609,1.6871,-1.5869,1.92139,1.02803,-0.12336,-0.35529,0.56068,-0.08197,-1.29649,0.34401,-0.44407,-0.70488,0.48831,-0.0878,-1.0165,0.96014,-0.71554,-2.08318,1.81664,-1.84115,1.27327,0.98313,0.3841,0
peptide_nm_231,-1.6077,-0.92318,0.5339,0.69793,-0.13479,-0.21896,-0.30869,-0.69325,-0.6713,1.94609,1.33145,0.42921,-0.32489,-0.11965,-0.59077,-0.28115,-0.44527,-0.36126,0.53995,0.01213,0.19085,-0.5652,0.97418,-1.99327,0
peptide_nm_232,-0.06126,-0.05411,-1.31136,0.70225,-0.43111,-0.33825,0.60391,0.21496,-0.26554,0.41737,-0.53828,-0.47317,0.69674,-0.0122,-0.66025,0.36466,-0.17606,-0.60284,1.09518,0.12538,-0.97104,-0.23723,0.17373,0.08162,0
peptide_nm_233,0.48322,-0.88006,-0.06026,0.65025,0.67591,0.27739,-0.88411,0.60075,-0.3663,-0.65996,-0.1614,-0.41421,-1.20959,1.08976,-0.50553,-0.53103,0.56522,-0.52626,-0.63213,1.04809,-0.11211,-0.69191,-0.40823,-0.11863,0
peptide_nm_234,-0.26759,0.19467,-1.98241,0.40759,-0.76708,-1.27364,-0.70425,0.14582,-0.02847,-0.99911,-1.09108,0.59748,-0.92286,0.42877,-0.06337,-0.93188,0.48946,-0.61786,-0.21713,0.62942,-1.32183,0.02666,-0.60073,-0.22606,0
peptide_nm_235,0.44896,-1.85723,-0.25059,0.49453,-1.51147,-0.14808,-0.06075,-0.38036,-0.15573,-0.86018,-0.33461,-0.67165,-0.11542,-0.28511,-0.6197,-0.00193,-0.42159,-0.21969,-0.59339,0.39099,-0.746,-0.21503,-0.02494,-0.30751,0
peptide_nm_236,1.40981,0.9291,-0.05153,-0.002,0.60521,-0.50249,1.19001,1.08199,0.64065,-0.47943,0.1972,0.2766,0.76475,0.77369,0.65475,0.98739,0.94542,0.50748,0.12186,0.2045,0.42531,0.11748,0.07579,-0.0084,0
peptide_nm_237,-1.20003,-1.15472,0.31492,0.55748,0.83212,-0.12757,0.91505,1.05898,0.59958,0.56876,0.73917,0.47874,1.13853,1.85343,0.7932,-0.59776,0.38931,-0.12395,-2.90927,0.10792,-0.67853,-0.02106,0.25873,-0.05564,0
peptide_nm_238,0.19186,0.44981,0.11542,0.63984,0.1915,1.3564,-0.78428,-0.42452,-1.59791,0.19506,-0.01791,-0.44886,-1.15176,0.102,-1.81551,-1.35569,0.35651,-1.27286,-0.04395,0.45894,-0.24075,-0.93647,-0.20661,0.27768,0
peptide_nm_239,-0.40949,0.68678,1.03261,-0.28407,0.87884,0.86677,-0.65184,-0.22379,-0.39439,0.55004,0.29544,0.24139,-0.72167,-0.31431,-0.30152,-0.53594,-0.06757,-0.35082,-0.22599,0.24247,0.6888,-0.7082,-0.75931,0.04896,0
peptide_nm_240,-0.96436,-0.22693,0.74092,-0.43216,0.18833,1.42662,-0.8204,0.32327,-0.60251,-1.01741,-0.42854,-0.41828,-1.01758,0.58238,-0.58837,-0.39333,0.8627,-0.26476,0.10102,0.64463,-0.69162,-0.48594,-0.02889,-1.12854,0
peptide_nm_241,0.27207,-0.00472,0.26159,-0.04284,-0.12446,0.10578,0.74408,0.20034,-0.00355,-0.44785,-0.24526,-0.44081,0.83655,0.37858,-0.36095,0.601,0.26115,-0.31744,-0.91306,0.49242,0.29972,0.0018,-0.48042,-1.22019,0
peptide_nm_242,1.2574,0.17771,0.20013,0.99969,-0.02297,-0.82348,-0.11394,-0.10322,-0.13385,-0.34525,1.16007,-0.80686,-0.16947,-0.02774,-0.10559,0.30727,-0.06551,-0.08435,0.5715,0.37256,-0.11955,1.1289,0.50268,-0.04835,0
peptide_nm_243,-0.17182,-0.00138,-0.17129,0.46651,0.00898,-0.0177,-0.36389,-0.02399,0.15819,0.60067,-0.6399,-0.49109,-0.37215,-0.0683,-0.09326,-0.35762,-0.16143,-0.0767,0.733,-0.18536,-0.1955,-0.79533,-0.37176,-0.38173,0
peptide_nm_244,1.0891,-0.19626,0.31981,0.20755,-0.96506,0.80154,-0.97261,-0.78122,-0.43711,-0.07689,-0.49208,-0.07876,-1.28867,-0.64603,-0.45716,-1.30061,-1.06422,-0.14832,-0.40313,-0.78873,-0.10932,1.40254,-0.29288,-1.46774,0
peptide_nm_245,-0.03875,0.63439,-0.86211,-1.28895,0.01409,-1.36554,-0.75502,-0.09268,-0.32584,0.0025,0.37082,-0.0543,-0.59737,-0.34749,-0.10989,-0.86453,-0.24882,0.09348,-1.10347,0.40738,-0.15556,-0.35284,-0.92178,-0.41082,0
peptide_nm_246,-1.05387,0.16528,-1.42356,1.00287,-0.03388,0.03478,0.18704,-0.46189,-0.0989,0.0104,0.01194,0.14263,-0.03696,-0.7088,-0.09865,0.04617,-0.84157,-0.1751,0.4313,-0.73222,0.29791,-0.82043,-0.5602,-0.66535,0
peptide_nm_247,0.31382,-0.4147,-2.28428,0.22019,-1.36573,-1.25673,-1.38107,-0.97225,-0.58265,0.97336,0.6088,-0.13579,-1.03971,-0.98299,-0.42234,-0.74124,-0.38854,-1.10534,0.68423,-0.17483,-0.72498,-1.6657,-0.29126,0.05325,0
peptide_nm_248,0.24989,-0.04234,0.69422,0.71807,1.82634,-0.37803,-0.45418,-0.61083,-1.07826,-0.30516,0.24849,-0.09898,-0.41753,-0.78127,-0.87551,-0.02827,-0.48589,-1.15845,0.55374,0.68099,0.06432,-1.24652,-0.17571,-0.63479,0
peptide_nm_249,-0.75424,-0.5807,-0.33011,-1.21676,0.57035,-1.89202,-0.2397,0.39183,0.4217,-1.44132,0.5341,-0.4441,-0.19877,0.61764,0.93665,-0.35128,0.37619,0.47906,-0.92457,1.02236,-0.42319,-0.15667,-1.24949,0.4404,0
peptide_nm_250,-1.23944,0.82487,-1.6423,-1.08462,0.44963,-0.59785,-0.61397,-0.09568,-0.56744,0.65883,0.84042,0.89488,-0.34538,-0.11953,-0.17462,-0.70227,-0.20298,-0.36526,-0.64853,1.35792,0.15645,0.17285,-0.40468,-0.48904,0
peptide_nm_251,1.75534,0.00676,-1.69073,-0.41585,0.93392,0.07985,0.8531,0.55266,-0.40762,-0.22932,-0.20575,-0.09924,0.05364,0.35797,-1.07095,0.17055,0.1947,-1.18548,-0.17365,-0.30799,-0.63269,-0.33994,-1.29922,-0.28596,0
peptide_nm_252,2.28148,0.43753,0.66714,1.12189,0.01283,-0.2158,0.76059,-0.04941,0.53159,-0.90361,-0.2358,0.13791,0.43287,-0.12452,0.28679,0.67628,-0.2398,0.28867,0.22651,0.39718,-0.7988,0.52436,0.12594,1.66464,0
peptide_nm_253,-3.24185,1.11652,-0.15324,-3.4453,1.77274,-0.38484,-1.04838,-0.34966,-1.31123,-0.73841,-0.32064,0.06269,-1.05152,-1.82796,-1.5185,-2.06392,-0.05387,-1.45536,-3.76404,0.33457,-2.42409,-0.49944,-0.81886,0.5754,0
peptide_nm_254,-0.11901,-0.15573,0.37447,-0.21884,-0.14599,0.53466,-0.52561,-0.5261,0.46547,0.43121,0.01263,0.22388,-0.57467,-0.58647,0.56209,-0.51522,-0.61987,0.49597,-0.02199,-0.34359,-0.24211,-0.42756,-1.10117,-0.55976,0
peptide_nm_255,0.50747,0.0037,0.26234,1.58412,0.44346,0.33369,-1.13736,0.44204,-1.37101,0.40968,-0.41377,0.29719,-0.88774,-0.05437,-1.74765,-1.1672,0.10133,-1.05831,-0.31074,0.09587,-0.58237,-0.17671,-0.40611,-0.62437,0
peptide_nm_256,1.09716,1.49378,-0.68192,0.908,0.04975,-1.85298,-0.4971,-0.53574,-1.51773,-0.24288,-0.79966,0.14064,-0.4535,-0.68527,-1.3693,0.11494,-0.66126,-1.50501,0.18482,0.26798,-0.15254,0.11205,-1.46017,-2.33699,0
peptide_nm_257,-1.34699,-1.06979,1.0533,-1.4381,-0.12262,0.51032,0.33207,-1.18614,-1.9502,-0.94243,-1.12648,-1.29585,0.09338,-0.35591,-3.21318,-0.50195,-0.73222,-1.8137,-1.33619,0.22499,-0.34163,0.1256,-2.78337,-0.61403,0
peptide_nm_258,-1.1305,-1.38394,0.543,-0.22964,-0.49843,1.02433,0.44214,0.2083,-0.32868,-0.27296,-0.12054,-0.50476,0.30387,0.5958,-0.45306,0.60384,-0.22403,-0.07171,1.16028,-0.82801,-0.7753,-0.08063,-0.74106,-0.65305,0
peptide_nm_259,-0.50316,0.12162,0.35681,-0.12588,-0.27922,0.63994,-0.41957,-0.6456,-0.71384,-0.21137,-0.69242,-0.08624,-0.1945,-0.28068,-0.55509,-0.18495,-0.26632,-0.25951,0.74731,-0.42785,-0.16806,-0.9911,-0.75128,0.18319,0
peptide_nm_260,-0.88433,0.76011,-1.11209,0.81817,0.93026,-0.61438,0.97642,1.06552,0.34133,1.08682,-0.39289,-0.3497,1.2193,1.0778,0.33587,0.85502,1.11875,0.07583,1.1297,-0.61497,-1.13858,-1.33586,0.02566,0.6394,0
peptide_nm_261,-0.54239,0.23052,-0.84664,-0.07832,-0.1881,-0.8122,0.90628,1.43587,0.27849,0.47859,0.32682,0.93491,0.29587,1.59659,-0.18142,0.01533,1.13184,-0.51535,-1.11735,0.196,-1.11877,0.04069,-0.13526,-0.15443,0
peptide_nm_262,-0.34895,0.1048,0.91196,-0.65639,0.14282,-1.12959,-0.94259,-0.88368,-0.41863,-0.61985,-0.0366,0.23118,-0.94594,-0.90536,-0.26679,-0.78909,-0.8053,-0.10908,0.63435,-0.21966,0.25295,-0.13817,-0.21352,-0.75877,0
peptide_nm_263,-1.11054,-0.00306,-0.33057,0.00861,-1.05071,-0.0987,-0.78293,-0.80949,-0.05021,-0.78728,0.47705,0.09216,-0.91828,-0.67664,0.15175,-0.88071,-1.2356,0.11915,-0.76513,-0.93516,0.47659,-0.60281,-0.08034,-0.01953,0
peptide_nm_264,-0.06876,-0.72959,-0.09657,0.37871,-0.40285,-0.27217,-0.2179,-1.01961,-0.08725,-0.72443,0.16301,-0.16012,-0.17941,-1.26498,-0.45067,-0.59586,-1.25497,0.1877,-0.02134,-0.69462,-0.08409,-1.06726,-0.08602,0.42006,0
peptide_nm_265,0.11619,1.10271,0.02026,1.43523,1.44976,0.84092,0.22752,-0.47931,0.89741,0.73572,0.80287,0.53998,-0.3396,-0.80354,1.39979,-0.2476,-1.19805,0.30166,0.30702,-0.03511,-2.28663,-0.16303,-1.8696,0.75976,0
peptide_nm_266,0.13989,0.18261,0.1223,-0.36759,0.4193,2.37139,-2.43106,2.89684,-1.11292,1.07991,1.0849,1.95417,-2.38433,3.36313,-1.18852,-1.91025,2.57763,-1.05069,1.18689,2.86259,0.97374,-0.44918,-0.59615,-1.07165,0
peptide_nm_267,1.34694,-1.20691,-3.22327,0.57702,-0.26181,-0.64639,0.63445,-0.37561,-0.35098,-0.14614,1.15853,0.2592,0.43486,-0.15953,0.0888,0.48549,-0.55369,-0.9313,0.281,0.74837,-1.57432,-1.00613,-0.82086,0.2772,0
peptide_nm_268,4.01827,2.93053,2.76788,2.85834,2.63542,2.44068,1.55318,0.68739,-0.05009,0.27592,-0.35386,-0.41245,1.48296,0.08513,-0.94937,1.57374,0.52541,-0.45914,0.15437,0.51631,-0.43657,1.59391,1.25201,2.31974,0
peptide_nm_269,-0.11322,0.15677,-0.94614,-0.2944,-0.03782,-1.05815,-1.40544,0.76995,-1.10019,0.29552,-1.12964,-0.27114,-1.12414,0.67845,-1.21774,-1.63914,0.35037,-1.18483,-0.81051,-0.47779,-0.25888,-0.75851,0.33774,-0.48091,0
peptide_nm_270,-1.38857,-0.63383,-0.33601,0.09118,0.1336,0.82544,-2.27341,1.42899,-3.2991,-0.14502,-3.03708,-0.44602,-1.938,0.8457,-3.31358,-1.90479,1.01253,-2.2827,-0.95146,0.16971,-0.3717,-0.31076,-0.13474,0.64157,0
peptide_nm_271,3.01116,2.42655,2.23486,1.18055,2.26206,1.5095,-0.93219,0.59289,1.0156,0.75891,-0.02967,-0.45725,-1.58595,1.24868,0.7576,-1.14667,0.63522,1.17632,0.33955,2.39397,-0.13276,-0.0576,0.92749,-0.99598,0
peptide_nm_272,1.36035,0.5771,-0.01418,0.68127,0.8665,2.2633,0.95859,2.03415,2.55757,0.39347,0.63955,0.16632,1.25984,3.3871,4.35461,1.07182,2.48419,3.2957,2.92223,3.98951,7.08143,-0.26788,-2.06205,-2.05342,0
peptide_nm_273,0.36477,2.35408,-0.44753,-0.27392,0.83238,0.23393,0.02087,-0.10922,-0.85949,-1.7659,0.3896,-0.19234,0.20142,-0.1699,-0.83385,0.4761,0.57925,-0.89245,2.12294,2.41289,-0.52633,0.97954,0.61236,0.33704,0
peptide_nm_274,0.77422,0.01538,-0.3434,0.06855,-0.38932,0.90835,1.48312,1.11278,-0.05164,0.82861,-0.67679,-0.17334,2.11645,1.20306,0.79663,1.56484,0.73992,0.05195,1.41716,0.11616,0.82241,-0.66428,0.08819,-1.68821,0
peptide_nm_275,-0.02913,-1.37447,-0.98461,-0.39591,-1.61542,-0.94435,0.34853,-0.23893,-0.24603,0.10058,0.5597,-0.58845,0.2882,-0.03639,-0.23619,-0.04832,-0.7348,-0.60698,-0.41641,-0.18462,-1.82857,-0.37807,-1.43534,0.56533,0
peptide_nm_276,1.66025,1.2033,0.92686,1.25761,1.5347,1.30749,0.00405,-0.42787,-0.54406,-0.04366,-0.25097,-0.05422,0.05441,-0.28798,-0.41899,0.49829,-0.24353,-0.08119,3.55088,2.30958,2.92337,1.28345,0.48684,0.92086,0
peptide_nm_277,0.02606,0.20142,-0.1284,0.50691,0.33334,1.02513,0.62569,-0.4583,-0.88382,-0.96606,0.24243,-0.76538,0.67159,-0.50572,-1.17772,0.65769,-0.33631,-0.74868,0.23643,0.55527,0.06831,0.03081,-0.74161,-0.43328,0
peptide_nm_278,0.25193,0.7213,-1.17384,-0.43475,-0.31678,-0.58441,0.73539,-0.46327,0.54235,1.56523,2.21629,2.22365,1.16686,-0.47708,1.04198,0.90927,-0.41473,0.74531,1.17292,0.57179,1.33588,-1.57918,0.65232,-1.30355,0
peptide_nm_279,0.12732,0.00383,-0.51322,1.02235,-0.57189,-0.08083,0.77838,0.56586,1.40694,-0.91182,-1.56247,1.37804,1.09144,0.90711,1.84129,1.09997,0.35048,1.53079,0.9041,-0.66441,1.77685,-0.31304,-0.27633,0.21278,0
peptide_nm_280,0.05977,0.49178,-0.43487,0.14976,0.40528,0.23536,0.00337,0.18978,-0.74066,0.83091,-0.25998,-0.46605,-0.0072,-0.11949,-1.42762,-0.11338,0.22214,-1.06917,-0.04939,0.00818,-0.85701,-1.04744,0.1854,-0.08911,0
peptide_nm_281,0.41422,0.4865,-2.54982,0.03448,-0.0807,-0.00441,-0.02964,0.48612,-0.75811,0.36804,-1.39132,0.06588,-0.11403,0.46167,-0.69673,-0.0204,0.18909,-0.5772,-0.11018,0.37716,0.21668,0.66403,0.1928,0.06946,0
peptide_nm_282,3.38742,1.48376,-0.28726,1.90076,1.34129,0.66342,1.7942,1.10396,1.03064,-0.02268,0.16364,0.06194,1.66227,1.40973,1.39264,2.13565,1.35022,0.0889,1.03865,0.37988,-2.52013,0.35128,-0.33761,-0.29046,0
peptide_nm_283,-1.3172,0.76453,-1.17391,-1.15101,-0.83839,0.7814,-1.44353,-1.02053,1.10535,0.81343,0.64296,0.21436,-1.42102,-1.4035,1.51668,-1.34042,-0.74661,0.83967,-0.15521,-0.05724,-0.50179,-0.93636,-0.21468,0.35599,0
peptide_nm_284,0.39351,0.12669,-0.5825,0.72101,-0.06277,-1.43871,-0.1413,-1.17281,-0.65092,-0.4475,-0.6818,0.2807,-0.44846,-1.49094,-0.19637,0.20224,-1.07087,-0.45597,1.09586,-0.00082,-0.66704,-0.61062,-0.64769,-0.24599,0
peptide_nm_285,-1.81239,1.39647,-0.39596,-1.76178,-1.06864,2.18657,0.63244,0.9356,0.52292,0.4361,0.3156,0.20514,0.84209,1.20343,-0.16217,0.55695,1.19371,-0.10296,0.56592,1.73034,-0.88891,-0.63128,0.83617,-1.45828,0
peptide_nm_286,0.15941,-0.53128,0.00175,-0.36311,-1.27986,0.61507,-0.53981,0.08663,-0.37554,-0.29277,-0.1457,-0.07302,-0.51186,0.197,-0.53065,-0.3954,0.11274,-0.12539,0.41132,0.49042,0.09254,0.27965,-0.46942,-0.02108,0
peptide_nm_287,0.81144,0.08279,-1.22651,1.42552,-0.4674,-0.00314,0.11557,0.24073,-1.77162,3.61657,3.22325,1.78156,-0.08919,0.47865,-1.87615,0.53167,-0.06676,-2.10846,1.43373,-0.47018,-2.34578,-0.15436,-0.04934,0.35847,0
peptide_nm_288,0.41484,-2.39023,-1.42329,-0.23628,-0.68935,1.62069,0.2101,-0.112,-0.08474,0.26635,0.45902,-0.47655,0.09264,0.54591,-0.20059,-0.02588,-0.37098,-0.48202,-1.28646,0.23749,-0.34135,-0.46406,-0.85884,0.19023,0
peptide_nm_289,-1.17741,-0.02765,-0.7428,-0.00742,-0.92171,0.34688,0.51668,0.20017,0.17808,-0.14981,-0.62184,-0.40407,0.41382,0.34096,0.27173,-0.24342,0.42512,-0.14039,-1.97543,0.29056,-1.58616,-0.73145,-1.10002,-0.05153,0
peptide_nm_290,2.36183,0.00559,-2.47441,1.11191,0.43613,0.80805,-0.45185,-0.48202,-0.66655,-0.57791,-0.0447,0.47343,-0.30507,-0.20197,-0.62905,-0.06028,0.05985,-0.25879,1.3306,1.06155,0.20516,0.30128,-0.16032,0.30872,0
peptide_nm_291,-1.10422,0.32849,-0.06493,-0.04754,0.70251,0.52908,0.70964,1.79341,1.67704,-0.42934,0.59485,0.13168,0.63456,2.07821,1.92854,-0.47568,1.68171,1.29,-2.31574,1.96687,0.69084,1.0953,0.80516,0.86588,0
peptide_nm_292,1.69265,1.58345,0.62401,1.65424,1.67795,0.22141,0.38131,-1.18496,-1.83299,-1.7784,-2.2435,2.22584,0.49824,-1.01709,-1.2378,0.18244,-0.87262,-1.34921,0.21121,0.11513,0.12635,0.06239,-0.72012,-0.67104,0
peptide_nm_293,-0.31024,-1.07148,0.15752,0.50071,-0.35419,-0.01856,-0.17565,-0.86682,0.01646,-0.20824,-0.21129,0.10063,-0.09992,-0.8122,-0.15013,-0.11853,-0.52935,-0.32014,-0.50582,0.13579,-0.21958,0.40098,-0.38389,-1.21342,0
peptide_nm_294,0.75151,0.30063,-0.68374,0.77052,1.12987,0.74087,-0.16351,-0.31965,-0.44948,-0.58589,0.38744,2.03155,-0.43065,-0.51991,-0.2824,-0.14413,-0.44699,-0.64545,0.60153,0.45187,-0.18888,0.33769,0.50293,-0.85363,0
peptide_nm_295,0.26784,-0.8807,-0.65045,-0.22332,-0.48088,-1.26382,0.32007,0.7035,0.48569,-1.09039,1.36396,-0.97538,0.45683,0.80485,0.53071,0.2026,0.39803,0.22015,-0.43377,-0.05333,-0.64978,-0.34902,-0.30287,-0.97301,0
peptide_nm_296,0.3422,0.15856,0.33245,0.52459,0.18136,1.01171,0.27625,0.77697,1.81644,-0.64283,-0.67222,0.16911,-0.25932,0.39981,2.25585,-0.36656,0.56311,1.72385,0.11418,0.14795,1.31725,-0.03706,-0.48264,0.25577,0
peptide_nm_297,0.54991,0.47079,0.87266,0.55034,0.17265,1.51319,0.07165,-0.26266,-0.05709,0.39234,-1.0289,-0.31051,-0.56939,-0.51871,0.36123,-0.09109,-0.54273,-0.10522,-0.41604,-0.54203,1.14525,0.23985,0.27891,-0.85315,0
peptide_nm_298,0.39706,0.88653,0.88706,2.24525,1.56174,0.7399,-0.35423,1.34226,-0.89381,0.18279,0.3114,0.25995,-0.00828,1.27591,-1.26527,-0.42685,1.01421,-0.78094,-0.12555,1.22686,-0.19015,-0.50503,-0.19176,-0.3575,0
peptide_nm_299,-2.21541,1.58715,-1.28776,-1.20178,0.56972,0.32034,-0.601,-0.64138,-0.40852,-2.27436,8.25568,2.36296,0.0555,-1.33479,-0.35974,-0.02676,-0.72017,-0.2842,0.11145,-0.26071,-0.36478,-3.11713,1.11231,-0.68352,0
peptide_nm_300,-1.49837,0.58429,0.3201,-0.19005,1.02976,0.00106,0.04567,-1.36633,0.23026,-0.49899,-1.62977,0.25548,0.05901,-1.21628,0.29802,-0.04146,-1.39399,0.44076,-0.16167,-0.229,-0.27365,-0.35535,-0.70157,0.05019,0
peptide_nm_301,0.50595,0.36952,-0.22707,-0.28304,0.55629,-0.1501,0.43408,-0.90468,-1.98251,0.02376,0.07258,-0.28889,0.46293,-1.10237,-2.12578,0.68491,-1.18473,-2.15116,1.21505,-0.1083,-0.95488,0.09134,-1.10079,-0.17562,0
peptide_nm_302,0.34977,-0.63581,-1.21607,-0.53338,0.09924,-1.09378,-0.39143,-0.64124,0.45557,-1.10251,-1.09143,0.61854,-0.67276,-1.06644,0.08776,-0.1872,-0.86793,0.26025,0.45398,-0.55389,-0.40721,-0.83135,0.68277,0.04048,0
peptide_nm_303,-2.08078,0.68261,-0.32576,-1.55321,0.20118,0.47489,0.36209,-0.09757,0.86425,0.62377,0.82448,0.67616,0.43285,-0.1305,1.02975,-0.31035,-0.78034,0.38389,-0.4805,-0.47184,-0.16415,-0.86221,-0.07312,-0.84021,0
peptide_nm_304,-0.14542,-0.19925,-0.19806,-0.07193,-0.53837,0.31916,0.25419,-0.09887,-0.56603,0.48053,-0.16395,-0.5554,0.2292,-0.0733,-0.72171,0.08664,-0.26358,-0.64225,-0.11095,-0.47205,-0.21599,-0.03833,-0.82777,-0.34094,0
peptide_nm_305,-2.93821,1.1639,-0.37305,-3.46244,2.57395,-1.6232,1.67457,1.65052,0.19378,0.07667,-0.79565,-0.0368,2.04818,1.68873,-0.06476,0.27289,1.21785,-1.31712,-2.40182,1.99351,-3.68225,-0.56543,-1.16115,0.9237,0
peptide_nm_306,0.56078,-0.6941,-0.36757,-1.06242,-0.01322,-0.4705,-0.01873,-1.93514,-0.83771,-0.99981,0.44987,1.62079,-0.16397,-1.54897,-0.4938,-0.39844,-1.35866,-0.15036,-1.69442,0.27224,0.08023,0.95333,-0.13085,-0.78106,0
peptide_nm_307,-1.1787,2.11976,-1.01632,-0.04992,-0.03069,0.43816,-0.83711,-0.36047,-0.20241,-0.44635,-2.3815,2.42957,-0.67994,-0.23277,-0.00093,-0.82811,0.07043,-0.00689,-1.23671,1.28872,-0.79828,-0.29255,-0.83104,1.39616,0
peptide_nm_308,-2.58405,-1.5798,4.41416,0.11916,2.01583,0.27711,-1.47152,0.01914,-0.6791,-0.02454,0.24475,-0.06189,-1.76416,0.58454,-2.05424,-2.09219,0.10739,-0.17393,-2.40536,-0.53755,0.77957,0.3422,-0.90408,-0.29609,0
peptide_nm_309,0.06572,0.01942,0.73761,0.31397,0.84371,1.89407,-0.96405,-0.15327,0.10577,-0.07215,0.61873,0.18855,-0.62116,0.21229,0.26901,-0.7424,-0.01821,0.25804,1.00452,0.65364,0.40388,-0.95547,-0.24821,-0.19556,0
peptide_nm_310,0.65138,-1.01174,-1.5767,0.06051,-0.20593,0.41731,0.7273,0.31647,-0.20905,0.12229,-0.02147,0.42892,0.91814,0.59691,-0.01987,0.44931,-0.45418,-0.66925,0.95851,-1.4537,-0.33132,-0.04234,-0.55508,-0.79275,0
peptide_nm_311,1.00211,1.06301,0.33299,0.95105,1.59643,0.67193,-1.30214,-0.59105,-0.64001,1.35996,2.32072,1.80886,-1.53503,-0.94441,-0.58099,-1.11838,-0.74542,-0.39433,-0.47881,0.31518,0.74482,0.1635,0.01111,-0.31702,0
peptide_nm_312,-2.18272,1.29484,-1.32012,-1.39551,0.99905,-0.47009,0.0056,-0.94209,-0.46003,0.45878,-0.17584,0.08309,0.51532,-0.52679,-0.2812,0.29146,-0.63643,-0.43181,0.38556,-0.08827,-0.56659,-0.73341,-0.20271,-0.19659,0
peptide_nm_313,-0.52754,0.68597,-1.90635,-0.12451,0.96601,-0.35086,-0.72629,-0.3495,-1.83233,0.27635,0.22994,-0.03017,-0.50791,-0.29701,-1.65677,-0.70743,-0.0168,-1.78359,-0.07352,-0.24598,-0.87498,0.02984,-0.44237,-0.26903,0
peptide_nm_314,-0.02178,0.3761,0.22242,0.20448,0.1517,0.7922,-1.36882,0.25406,-0.80025,-0.075,-0.6517,-1.42933,-2.42916,0.44012,-1.27933,-1.77255,0.35771,-1.17504,-1.35212,-0.7647,-0.91636,0.45845,0.20816,-0.56513,0
peptide_nm_315,1.59224,0.53996,-0.30529,0.25674,-0.35887,0.73145,-0.56936,-1.4699,0.81527,-0.24979,0.04105,0.33836,-0.98586,-1.26698,1.00582,-0.65102,-1.33507,0.29043,0.04427,-0.30188,-0.43832,0.21759,-0.19772,0.21947,0
peptide_nm_316,1.55845,0.98833,-1.19418,1.86851,1.02356,-1.58877,1.7691,1.21885,-1.15961,-0.06482,0.95971,0.15488,2.09405,2.20314,-0.77385,2.0963,1.34535,-1.2842,3.85694,1.60843,-0.10876,-0.14038,-1.31024,-1.68426,0
peptide_nm_317,-0.16738,0.69064,-0.03342,0.42522,-0.26892,-0.29092,-0.26469,-0.70116,-0.58075,0.15724,-0.89872,1.15302,-0.38934,-0.49507,-0.60248,-0.01869,-0.41347,-0.14786,-0.10445,-0.68413,0.61837,-0.3968,0.54738,-0.27615,0
