,formula_C,formula_H,formula_N,formula_O,formula_S,y
peptide_nm_360,-1.07314,-1.03611,-0.84808,-0.77011,-0.62772,0
peptide_nm_361,-0.8185,-1.00977,-0.99385,-0.49655,-0.62772,0
peptide_nm_362,0.81549,0.8471,0.82819,0.5977,-0.62772,0
peptide_nm_363,-0.18188,-0.483,-0.70232,0.52931,0.07836,0
peptide_nm_364,-0.35164,-0.60152,-0.62944,0.32414,-0.62772,0
peptide_nm_365,0.96404,0.88661,0.90107,1.07644,-0.62772,0
peptide_nm_366,0.03033,-0.02207,-0.04639,-0.0862,-0.62772,0
peptide_nm_367,-0.43653,-0.54884,-0.48368,-0.01781,0.07836,0
peptide_nm_368,-0.96704,-0.97026,-0.7752,-0.56494,-0.62772,0
peptide_nm_369,-0.47897,-0.43032,-0.26503,-0.22299,-0.62772,0
peptide_nm_370,0.4123,0.55738,0.82819,0.5977,-0.62772,0
peptide_nm_371,-0.69117,-0.61469,-0.84808,-0.63333,-0.62772,0
peptide_nm_372,-0.18188,-0.06158,-0.26503,-0.0862,-0.62772,0
peptide_nm_373,0.05155,0.0306,-0.04639,0.52931,-0.62772,0
peptide_nm_374,0.4123,0.51787,1.04684,0.52931,0.07836,0
peptide_nm_375,2.55559,2.50643,2.86887,2.30747,0.78445,0
peptide_nm_376,-0.88216,-0.8254,-1.13961,-0.90689,0.78445,0
peptide_nm_377,0.3062,0.35984,0.46378,0.46092,0.07836,0
peptide_nm_378,0.43352,0.18864,0.24514,1.00805,0.07836,0
peptide_nm_379,-1.13681,-1.11512,-0.84808,-0.8385,0.07836,0
peptide_nm_380,1.04892,0.61005,0.3909,1.07644,0.07836,0
peptide_nm_381,-0.71239,-0.69371,-0.84808,-0.49655,-0.62772,0
peptide_nm_382,-0.56385,-0.43032,0.17226,0.05058,-0.62772,0
peptide_nm_383,-0.9246,-0.91758,-0.92096,-0.56494,-0.62772,0
peptide_nm_384,-0.56385,-0.74638,-0.55656,-0.70172,0.07836,0
peptide_nm_385,-0.16066,0.00427,0.53667,0.32414,0.07836,0
peptide_nm_386,-1.34901,-1.31266,-0.7752,-0.35977,-0.62772,0
peptide_nm_387,-0.22432,-0.28546,-0.33791,-0.01781,-0.62772,0
peptide_nm_388,-0.58507,-0.70688,-0.33791,-0.29138,0.07836,0
peptide_nm_389,0.90038,0.71541,0.53667,0.93966,1.49053,0
peptide_nm_390,-0.73361,-0.70688,-0.62944,-0.56494,-0.62772,0
peptide_nm_391,0.32742,0.25448,-0.11927,0.11897,-0.62772,0
peptide_nm_392,-0.47897,-0.483,0.31802,0.46092,-0.62772,0
peptide_nm_393,-0.9246,-0.81223,-0.33791,-0.63333,0.78445,0
peptide_nm_394,0.56085,0.59688,0.46378,0.52931,0.07836,0
peptide_nm_395,-0.2031,-0.25912,-0.48368,-0.0862,-0.62772,0
peptide_nm_396,-0.86094,-0.8254,-0.84808,-0.77011,-0.62772,0
peptide_nm_397,-1.17925,-1.19414,-0.99385,-0.70172,-0.62772,0
peptide_nm_398,0.39108,0.43885,0.17226,0.80288,-0.62772,0
peptide_nm_399,0.03033,-0.25912,-0.33791,0.32414,-0.62772,0
peptide_nm_400,-0.24554,-0.3118,-0.48368,0.18736,-0.62772,0
peptide_nm_401,0.5184,0.45202,0.53667,1.00805,0.78445,0
peptide_nm_402,0.39108,0.42568,0.68243,0.46092,-0.62772,0
peptide_nm_403,0.47596,0.57054,0.90107,0.32414,0.07836,0
peptide_nm_404,-0.2031,-0.1801,-0.48368,0.05058,2.19661,0
peptide_nm_405,0.09399,-0.0089,0.02649,0.11897,-0.62772,0
peptide_nm_406,-0.47897,-0.57518,-0.19215,-0.0862,0.78445,0
peptide_nm_407,-0.73361,-0.93075,-0.55656,-0.56494,-0.62772,0
peptide_nm_408,-0.43653,-0.46983,-0.62944,-0.1546,-0.62772,0
peptide_nm_409,0.09399,-0.20644,-0.19215,0.73448,-0.62772,0
peptide_nm_410,5.18695,5.36416,5.85702,5.38506,2.9027,0
peptide_nm_411,-0.37286,-0.3118,-0.33791,0.05058,-0.62772,0
peptide_nm_412,0.00911,-0.08792,-0.26503,1.69196,-0.62772,0
peptide_nm_413,1.51577,1.29486,1.26548,1.82874,-0.62772,0
peptide_nm_414,0.70939,0.86027,0.60955,1.28161,-0.62772,0
peptide_nm_415,-0.22432,-0.16694,-0.41079,0.11897,0.78445,0
peptide_nm_416,-1.20047,-1.1678,-0.99385,-0.56494,-0.62772,0
peptide_nm_417,-0.35164,-0.61469,-0.84808,-0.22299,-0.62772,0
peptide_nm_418,-0.75483,-0.72005,-0.55656,-0.63333,0.07836,0
peptide_nm_419,-0.75483,-0.74638,-0.41079,-0.29138,0.07836,0
peptide_nm_420,-0.09699,-0.12743,-0.33791,0.18736,0.78445,0
peptide_nm_421,-0.90338,-1.07562,-0.7752,-0.22299,0.07836,0
peptide_nm_422,-0.50019,-0.56201,-0.55656,-0.1546,0.78445,0
peptide_nm_423,0.15765,0.22814,0.90107,0.11897,-0.62772,0
peptide_nm_424,1.0277,1.12365,1.04684,1.07644,0.78445,0
peptide_nm_425,-0.2031,-0.1406,0.02649,-0.1546,0.07836,0
peptide_nm_426,0.39108,0.3335,0.46378,0.66609,-0.62772,0
peptide_nm_427,1.32479,1.16316,0.97395,1.55517,-0.62772,0
peptide_nm_428,0.05155,-0.08792,0.02649,0.80288,-0.62772,0
peptide_nm_429,-1.05192,-1.10195,-0.7752,-0.90689,-0.62772,0
peptide_nm_430,-0.37286,-0.483,-0.26503,-0.1546,0.78445,0
peptide_nm_431,-0.05455,-0.07475,-0.33791,-0.0862,0.07836,0
peptide_nm_432,-0.26676,-0.40398,-0.41079,0.11897,0.07836,0
peptide_nm_433,-0.94582,-0.85174,-0.70232,-0.22299,-0.62772,0
peptide_nm_434,1.15502,1.04464,1.1926,1.41839,0.78445,0
peptide_nm_435,-0.16066,0.01743,0.75531,0.11897,-0.62772,0
peptide_nm_436,-0.26676,-0.56201,-0.26503,-0.49655,0.07836,0
peptide_nm_437,-0.75483,-0.70688,-0.7752,-0.56494,0.07836,0
peptide_nm_438,-1.68854,-1.6419,-1.43114,-1.24885,-0.62772,0
peptide_nm_439,0.00911,0.08328,0.09938,0.46092,0.07836,0
peptide_nm_440,0.00911,-0.39081,-0.33791,0.87127,0.07836,0
peptide_nm_441,-1.15803,-1.11512,-0.99385,-0.70172,-0.62772,0
peptide_nm_442,-0.90338,-0.94392,-0.92096,-0.35977,1.49053,0
peptide_pm_1,-0.26676,-0.12743,-0.33791,-0.35977,0.78445,1
peptide_pm_2,0.90038,1.00513,0.53667,0.39253,-0.62772,1
peptide_pm_3,-0.71239,-1.04928,-1.21249,-1.24885,-0.62772,1
peptide_pm_4,-0.2031,0.18864,-0.33791,-0.77011,-0.62772,1
peptide_pm_5,0.53962,0.45202,0.3909,0.93966,3.60878,1
peptide_pm_6,0.20009,0.32033,0.09938,-0.42816,0.07836,1
peptide_pm_7,-0.11822,0.07011,0.02649,-0.49655,-0.62772,1
peptide_pm_8,0.98526,1.12365,1.04684,1.07644,0.78445,1
peptide_pm_9,-0.69117,-0.60152,-0.7752,-0.70172,-0.62772,1
peptide_pm_10,1.49455,1.54507,1.33836,1.07644,0.07836,1
peptide_pm_11,0.07277,-0.21961,-0.26503,0.05058,0.07836,1
peptide_pm_12,0.75183,0.83393,0.60955,0.32414,-0.62772,1
peptide_pm_13,-0.33042,0.01743,-0.55656,-0.8385,-0.62772,1
peptide_pm_14,0.45474,0.39934,0.24514,0.87127,3.60878,1
peptide_pm_15,0.53962,0.75491,0.60955,0.52931,1.49053,1
peptide_pm_16,0.73061,0.86027,0.90107,0.05058,-0.62772,1
peptide_pm_17,-0.71239,-0.54884,-0.7752,-0.49655,-0.62772,1
peptide_pm_18,0.17887,0.05694,0.97395,-0.42816,2.19661,1
peptide_pm_19,0.26376,0.18864,-0.04639,-0.63333,-0.62772,1
peptide_pm_20,-0.09699,-0.07475,-0.33791,-0.70172,-0.62772,1
peptide_pm_21,0.77305,0.8471,0.53667,0.39253,-0.62772,1
peptide_pm_22,-0.64873,-0.70688,-0.19215,-0.8385,2.19661,1
peptide_pm_23,0.90038,1.09732,0.90107,0.87127,1.49053,1
peptide_pm_24,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_25,0.85793,1.05781,0.82819,1.21322,0.78445,1
peptide_pm_26,-0.75483,-0.54884,-0.7752,-0.8385,-0.62772,1
peptide_pm_27,-0.43653,-0.52251,-0.33791,-0.42816,0.78445,1
peptide_pm_28,-0.16066,-0.15377,-0.33791,-0.70172,-0.62772,1
peptide_pm_29,-0.96704,-0.83857,-1.21249,-0.97529,-0.62772,1
peptide_pm_30,0.28498,0.24131,-0.04639,-0.63333,-0.62772,1
peptide_pm_31,0.15765,0.09645,0.02649,-0.01781,0.07836,1
peptide_pm_32,-1.15803,-1.24682,-0.84808,-0.97529,0.78445,1
peptide_pm_33,0.60329,0.76808,0.53667,0.25575,-0.62772,1
peptide_pm_34,0.81549,1.12365,1.62989,0.18736,-0.62772,1
peptide_pm_35,-0.86094,-0.8254,-1.13961,-0.90689,-0.62772,1
peptide_pm_36,-0.2031,-0.1406,-0.41079,-0.42816,-0.62772,1
peptide_pm_37,0.60329,0.72858,0.60955,0.18736,-0.62772,1
peptide_pm_38,-0.73361,-0.72005,-0.84808,-0.90689,-0.62772,1
peptide_pm_39,1.32479,1.55824,1.41124,1.28161,1.49053,1
peptide_pm_40,0.20009,0.0306,-0.04639,-0.42816,-0.62772,1
peptide_pm_41,-0.64873,-0.70688,-0.19215,-0.77011,2.19661,1
peptide_pm_42,0.47596,0.37301,0.09938,0.25575,-0.62772,1
peptide_pm_43,6.96948,6.98399,7.67905,4.08563,-0.62772,1
peptide_pm_44,-0.45775,-0.40398,0.31802,-0.56494,2.19661,1
peptide_pm_45,0.24254,0.2018,0.46378,0.80288,3.60878,1
peptide_pm_46,-0.33042,-0.50934,-0.41079,-0.97529,-0.62772,1
peptide_pm_47,0.22131,0.14913,0.46378,0.93966,3.60878,1
peptide_pm_48,0.53962,0.5047,0.53667,0.87127,3.60878,1
peptide_pm_49,-0.37286,-0.12743,-0.48368,-0.63333,-0.62772,1
peptide_pm_50,-0.35164,-0.06158,-0.41079,-0.63333,-0.62772,1
peptide_pm_51,1.94019,1.74261,1.55701,2.30747,0.78445,1
peptide_pm_52,0.79427,1.17633,1.1926,0.39253,0.07836,1
peptide_pm_53,-0.2031,-0.3118,-0.62944,-0.29138,-0.62772,1
peptide_pm_54,0.05155,-0.10109,0.53667,-0.49655,2.19661,1
peptide_pm_55,-0.66995,-0.68054,-0.62944,-1.11207,-0.62772,1
peptide_pm_56,0.24254,0.2018,0.46378,0.80288,3.60878,1
peptide_pm_57,0.5184,0.87344,0.24514,-0.42816,-0.62772,1
peptide_pm_58,0.34864,0.21497,0.3909,0.87127,3.60878,1
peptide_pm_59,0.09399,-0.19327,-0.26503,0.05058,0.07836,1
peptide_pm_60,-0.62751,-0.43032,-0.70232,-0.49655,-0.62772,1
peptide_pm_61,1.34601,1.62409,1.1926,1.35,1.49053,1
peptide_pm_62,0.45474,0.30716,0.90107,-0.22299,0.78445,1
peptide_pm_63,-1.22169,-1.11512,-0.99385,-0.77011,-0.62772,1
peptide_pm_64,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_65,-0.77606,-0.68054,-0.62944,-1.11207,-0.62772,1
peptide_pm_66,0.4123,0.24131,0.24514,-0.1546,-0.62772,1
peptide_pm_67,-0.88216,-0.93075,-1.13961,-1.24885,-0.62772,1
peptide_pm_68,-0.54263,-0.57518,-0.62944,-0.8385,-0.62772,1
peptide_pm_69,-0.47897,-0.36447,-0.19215,-0.63333,-0.62772,1
peptide_pm_70,0.73061,0.62322,0.46378,1.14483,3.60878,1
peptide_pm_71,0.49718,0.35984,0.31802,0.66609,3.60878,1
peptide_pm_72,0.26376,0.35984,0.02649,-0.0862,0.78445,1
peptide_pm_73,-0.71239,-0.95709,-0.99385,-1.04368,-0.62772,1
peptide_pm_74,0.73061,0.34667,0.68243,-0.42816,-0.62772,1
peptide_pm_75,-0.66995,-0.61469,-0.84808,-1.11207,-0.62772,1
peptide_pm_76,0.20009,0.46519,1.04684,-0.35977,-0.62772,1
peptide_pm_77,0.4123,0.5047,1.55701,0.52931,0.07836,1
peptide_pm_78,-0.13944,-0.24595,-0.11927,-0.42816,0.78445,1
peptide_pm_79,0.36986,0.30716,0.17226,0.25575,-0.62772,1
peptide_pm_80,-0.37286,-0.28546,0.53667,-0.56494,2.19661,1
peptide_pm_81,-0.07577,0.07011,-0.41079,-0.56494,-0.62772,1
peptide_pm_82,-0.79728,-0.73321,-1.06673,-0.90689,-0.62772,1
peptide_pm_83,-0.26676,-0.1801,0.53667,-0.29138,2.19661,1
peptide_pm_84,-0.16066,-0.15377,-0.33791,-0.70172,-0.62772,1
peptide_pm_85,-0.54263,-0.483,-0.70232,-0.49655,-0.62772,1
peptide_pm_86,0.09399,0.05694,-0.04639,-0.42816,-0.62772,1
peptide_pm_87,-0.45775,-0.61469,-0.41079,-0.90689,-0.62772,1
peptide_pm_88,0.45474,0.28082,0.46378,1.07644,3.60878,1
peptide_pm_89,-0.96704,-0.79906,-1.13961,-0.8385,-0.62772,1
peptide_pm_90,-0.54263,-0.52251,-0.19215,-0.90689,-0.62772,1
peptide_pm_91,-0.28798,-0.57518,-0.04639,-0.97529,-0.62772,1
peptide_pm_92,0.49718,0.57054,0.46378,0.46092,0.78445,1
peptide_pm_93,-0.54263,-0.41715,-0.48368,-0.63333,-0.62772,1
peptide_pm_94,-0.77606,-0.72005,-0.99385,-0.63333,-0.62772,1
peptide_pm_95,0.43352,0.28082,0.60955,-0.22299,-0.62772,1
peptide_pm_96,0.49718,0.45202,0.24514,1.00805,3.60878,1
peptide_pm_97,0.49718,0.5047,1.26548,0.32414,0.07836,1
peptide_pm_98,-0.64873,-0.53568,-0.70232,-0.77011,-0.62772,1
peptide_pm_99,0.56085,0.74175,0.3909,0.32414,0.07836,1
peptide_pm_100,-0.2031,-0.56201,-0.41079,-0.97529,-0.62772,1
peptide_pm_101,0.43352,0.3335,0.02649,0.18736,-0.62772,1
peptide_pm_102,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_103,0.5184,0.49153,0.31802,0.5977,-0.62772,1
peptide_pm_104,-0.64873,-0.62786,-0.62944,-1.11207,-0.62772,1
peptide_pm_105,-0.83972,-0.78589,-0.92096,-0.90689,-0.62772,1
peptide_pm_106,0.36986,0.32033,0.09938,-0.29138,-0.62772,1
peptide_pm_107,-0.18188,-0.10109,-0.48368,-0.29138,-0.62772,1
peptide_pm_108,0.24254,0.04377,-0.41079,-0.35977,0.78445,1
peptide_pm_109,-0.22432,-0.23278,-0.33791,-0.70172,-0.62772,1
peptide_pm_110,-0.33042,-0.40398,0.17226,-0.56494,2.19661,1
peptide_pm_111,-0.66995,-0.46983,-0.7752,-0.56494,-0.62772,1
peptide_pm_112,0.03033,0.32033,-0.19215,-0.70172,-0.62772,1
peptide_pm_113,-0.24554,-0.25912,-0.04639,-0.42816,0.07836,1
peptide_pm_114,0.05155,-0.27229,-0.26503,0.18736,0.07836,1
peptide_pm_115,-0.05455,0.01743,-0.11927,-0.35977,-0.62772,1
peptide_pm_116,-0.05455,0.1623,0.3909,-0.42816,-0.62772,1
peptide_pm_117,-0.43653,-0.21961,-0.55656,-0.56494,-0.62772,1
peptide_pm_118,-0.79728,-0.78589,-0.48368,-0.77011,0.78445,1
peptide_pm_119,0.68817,0.68907,0.53667,0.87127,3.60878,1
peptide_pm_120,-0.33042,-0.50934,-0.41079,-0.97529,-0.62772,1
peptide_pm_121,0.09399,-0.19327,-0.26503,0.05058,0.07836,1
peptide_pm_122,0.56085,1.04464,0.02649,-0.35977,-0.62772,1
peptide_pm_123,2.13117,2.13769,1.84853,0.66609,-0.62772,1
peptide_pm_124,0.58207,0.57054,0.60955,0.80288,3.60878,1
peptide_pm_125,-0.11822,-0.53568,-0.26503,-0.97529,-0.62772,1
peptide_pm_126,-0.39408,-0.35131,0.31802,-0.56494,2.19661,1
peptide_pm_127,0.17887,0.17547,-0.41079,-0.49655,0.78445,1
peptide_pm_128,2.32216,2.33523,2.50447,2.58104,-0.62772,1
peptide_pm_129,-0.13944,-0.23278,0.3909,-0.56494,2.19661,1
peptide_pm_130,0.26376,0.18864,-0.04639,-0.63333,-0.62772,1
peptide_pm_131,-0.03333,0.05694,-0.04639,-0.01781,-0.62772,1
peptide_pm_132,-0.71239,-0.64103,-0.99385,-1.11207,-0.62772,1
peptide_pm_133,0.58207,0.79442,0.3909,0.46092,-0.62772,1
peptide_pm_134,0.32742,0.39934,-0.04639,-0.01781,0.78445,1
peptide_pm_135,-0.64873,-0.58835,-0.70232,-0.77011,-0.62772,1
peptide_pm_136,-0.73361,-0.70688,-0.92096,-0.77011,0.07836,1
peptide_pm_137,-0.64873,-0.86491,-0.92096,-1.11207,-0.62772,1
peptide_pm_138,0.64573,0.75491,0.90107,0.05058,-0.62772,1
peptide_pm_139,0.13643,0.0306,-0.19215,-0.70172,-0.62772,1
peptide_pm_140,-0.73361,-0.58835,-0.84808,-1.11207,-0.62772,1
peptide_pm_141,0.68817,0.72858,0.46378,0.39253,-0.62772,1
peptide_pm_142,-0.77606,-0.69371,-0.99385,-0.77011,-0.62772,1
peptide_pm_143,-0.77606,-0.75955,-0.19215,-0.8385,2.19661,1
peptide_pm_144,0.53962,0.42568,0.09938,-0.0862,-0.62772,1
peptide_pm_145,-0.43653,-0.33814,-0.19215,-0.70172,-0.62772,1
peptide_pm_146,-0.43653,-0.46983,-0.33791,-0.97529,-0.62772,1
peptide_pm_147,0.49718,0.58371,0.53667,0.39253,0.78445,1
peptide_pm_148,-0.79728,-0.78589,-0.7752,-0.97529,-0.62772,1
peptide_pm_149,0.62451,0.78125,1.04684,0.18736,0.78445,1
peptide_pm_150,-0.56385,-0.74638,-0.84808,-1.11207,-0.62772,1
peptide_pm_151,-0.35164,-0.79906,-0.84808,-1.11207,-0.62772,1
peptide_pm_152,-0.77606,-0.70688,-0.92096,-0.90689,-0.62772,1
peptide_pm_153,-0.09699,0.00427,-0.33791,-0.35977,-0.62772,1
peptide_pm_154,0.28498,0.26765,0.53667,0.73448,3.60878,1
peptide_pm_155,-0.33042,-0.0089,-0.11927,-0.42816,-0.62772,1
peptide_pm_156,0.07277,0.04377,-0.26503,-0.1546,0.07836,1
peptide_pm_157,-0.18188,-0.49617,-0.33791,-0.97529,-0.62772,1
peptide_pm_158,0.32742,0.26765,0.68243,-0.56494,-0.62772,1
peptide_pm_159,0.34864,0.38617,0.31802,0.11897,0.78445,1
peptide_pm_160,0.56085,0.49153,0.31802,0.93966,3.60878,1
peptide_pm_161,0.15765,0.45202,-0.19215,-0.63333,-0.62772,1
peptide_pm_162,-0.03333,0.14913,-0.41079,-0.29138,0.07836,1
peptide_pm_163,-0.56385,-0.46983,-0.62944,-0.49655,-0.62772,1
peptide_pm_164,0.13643,0.42568,-0.04639,-0.63333,-0.62772,1
peptide_pm_165,-0.39408,-0.56201,-0.70232,-0.8385,-0.62772,1
peptide_pm_166,0.15765,0.47836,-0.04639,-0.63333,-0.62772,1
peptide_pm_167,-0.43653,-0.29863,-0.55656,-0.70172,0.07836,1
peptide_pm_168,0.53962,0.1623,0.3909,-0.0862,-0.62772,1
peptide_pm_169,0.45474,0.74175,0.3909,0.5977,1.49053,1
peptide_pm_170,0.09399,0.01743,-0.26503,-0.70172,-0.62772,1
peptide_pm_171,-0.64873,-0.6542,-1.06673,-0.90689,0.07836,1
peptide_pm_172,-0.73361,-0.60152,-0.92096,-1.11207,-0.62772,1
peptide_pm_173,0.75183,1.03147,0.82819,1.14483,0.78445,1
peptide_pm_174,-0.71239,-0.66737,0.02649,-0.8385,2.19661,1
peptide_pm_175,0.53962,0.68907,0.3909,0.46092,-0.62772,1
peptide_pm_176,0.11521,0.2018,0.60955,0.80288,3.60878,1
peptide_pm_177,-0.75483,-0.6542,-0.92096,-0.97529,0.07836,1
peptide_pm_178,-0.75483,-0.86491,-0.48368,-0.97529,2.19661,1
peptide_pm_179,-0.64873,-0.45666,-0.70232,-0.56494,-0.62772,1
peptide_pm_180,0.28498,0.18864,0.3909,-0.22299,-0.62772,1
peptide_pm_181,-0.71239,-0.66737,-0.70232,-0.97529,-0.62772,1
peptide_pm_182,0.00911,-0.29863,-0.26503,0.11897,0.07836,1
peptide_pm_183,-0.52141,-0.40398,-0.70232,-0.8385,-0.62772,1
peptide_pm_184,-0.45775,-0.483,0.17226,-0.63333,2.19661,1
peptide_pm_185,-0.05455,-0.19327,-0.41079,-0.8385,-0.62772,1
peptide_pm_186,-0.64873,-0.69371,-0.84808,-0.70172,-0.62772,1
peptide_pm_187,-0.62751,-0.62786,-0.92096,-1.11207,-0.62772,1
peptide_pm_188,0.68817,0.89978,0.68243,0.46092,0.07836,1
peptide_pm_189,0.17887,0.22814,-0.11927,-0.35977,0.07836,1
peptide_pm_190,0.5184,0.41251,0.17226,0.32414,-0.62772,1
peptide_pm_191,0.07277,-0.21961,-0.26503,0.05058,0.07836,1
peptide_pm_192,0.11521,0.13596,0.09938,-0.1546,0.78445,1
peptide_pm_193,0.60329,0.83393,0.46378,0.18736,0.07836,1
peptide_pm_194,-0.60629,-0.45666,-0.84808,-1.04368,-0.62772,1
peptide_pm_195,-0.88216,-0.87808,-0.55656,-0.97529,2.19661,1
peptide_pm_196,-0.73361,-0.70688,-0.19215,-0.8385,2.19661,1
peptide_pm_197,-0.64873,-0.66737,-0.99385,-1.11207,-0.62772,1
peptide_pm_198,0.62451,0.92612,0.53667,0.25575,-0.62772,1
peptide_pm_199,0.09399,-0.19327,-0.26503,0.05058,0.07836,1
peptide_pm_200,2.04629,2.16403,2.28582,1.82874,-0.62772,1
peptide_pm_201,-0.79728,-0.73321,-0.62944,-1.11207,-0.62772,1
peptide_pm_202,-0.47897,-0.66737,-0.84808,-0.8385,-0.62772,1
peptide_pm_203,0.26376,0.18864,-0.04639,-0.63333,-0.62772,1
peptide_pm_204,0.77305,1.09732,1.62989,0.18736,-0.62772,1
peptide_pm_205,0.53962,0.72858,0.60955,0.25575,-0.62772,1
peptide_pm_206,-0.98826,-0.9966,-0.62944,-1.04368,2.19661,1
peptide_pm_207,0.11521,0.13596,-0.19215,-0.29138,0.07836,1
peptide_pm_208,-0.37286,-0.08792,-0.11927,-0.35977,-0.62772,1
peptide_pm_209,0.96404,1.00513,1.11972,0.18736,-0.62772,1
peptide_pm_210,-0.26676,0.08328,0.53667,-0.35977,-0.62772,1
peptide_pm_211,-0.52141,-0.45666,0.17226,-0.70172,2.19661,1
peptide_pm_212,0.20009,0.25448,-0.11927,-0.29138,0.07836,1
peptide_pm_213,-0.09699,0.05694,-0.19215,-0.35977,0.07836,1
peptide_pm_214,0.24254,0.2018,-0.11927,-0.1546,0.78445,1
peptide_pm_215,0.83671,1.08415,0.68243,0.87127,0.78445,1
peptide_pm_216,-0.45775,-0.23278,-0.48368,-0.49655,-0.62772,1
peptide_pm_217,0.36986,0.59688,0.46378,0.73448,2.19661,1
peptide_pm_218,-0.86094,-0.81223,-0.92096,-0.90689,-0.62772,1
peptide_pm_219,-0.03333,0.37301,-0.19215,-0.63333,-0.62772,1
peptide_pm_220,1.30357,1.59775,1.04684,0.5977,-0.62772,1
peptide_pm_221,-0.79728,-0.78589,-0.7752,-0.97529,-0.62772,1
peptide_pm_222,0.28498,0.26765,0.53667,0.73448,3.60878,1
peptide_pm_223,-0.64873,-0.46983,-0.62944,-0.97529,-0.62772,1
peptide_pm_224,0.60329,0.58371,0.68243,0.80288,3.60878,1
peptide_pm_225,0.64573,0.51787,1.33836,-0.1546,-0.62772,1
peptide_pm_226,0.00911,-0.29863,-0.26503,0.05058,0.07836,1
peptide_pm_227,-0.79728,-0.87808,-0.55656,-0.90689,2.19661,1
peptide_pm_228,1.57944,1.3607,1.33836,1.48678,0.78445,1
peptide_pm_229,0.43352,0.45202,-0.04639,-0.0862,0.78445,1
peptide_pm_230,1.43089,1.57141,1.48413,1.35,1.49053,1
peptide_pm_231,0.07277,0.07011,-0.11927,-0.70172,-0.62772,1
peptide_pm_232,-0.11822,0.00427,-0.33791,-0.49655,-0.62772,1
peptide_pm_233,-0.22432,-0.23278,-0.33791,-0.70172,-0.62772,1
peptide_pm_234,0.4123,0.13596,-0.04639,-0.56494,-0.62772,1
peptide_pm_235,-0.47897,-0.32497,-0.70232,-0.90689,0.78445,1
peptide_pm_236,-0.22432,-0.23278,-0.19215,-0.0862,0.07836,1
peptide_pm_237,8.34882,7.95851,8.26211,7.43678,1.49053,1
peptide_pm_238,0.24254,0.21497,-0.33791,-0.0862,-0.62772,1
peptide_pm_239,1.15502,1.22901,1.1926,0.05058,-0.62772,1
peptide_pm_240,-0.43653,-0.25912,-0.33791,-0.22299,0.78445,1
peptide_pm_241,-0.35164,-0.25912,-0.48368,-0.8385,-0.62772,1
peptide_pm_242,0.62451,0.37301,0.68243,-0.29138,-0.62772,1
peptide_pm_243,-0.03333,0.1623,-0.19215,-0.29138,-0.62772,1
peptide_pm_244,-0.66995,-0.54884,-0.7752,-0.90689,-0.62772,1
peptide_pm_245,0.64573,0.51787,1.1926,-0.1546,-0.62772,1
peptide_pm_246,-0.45775,-0.483,0.17226,-0.70172,2.19661,1
peptide_pm_247,0.43352,0.28082,0.60955,-0.22299,-0.62772,1
peptide_pm_248,0.47596,0.37301,0.09938,0.25575,-0.62772,1
peptide_pm_249,-0.4153,-0.3118,-0.19215,-0.63333,-0.62772,1
peptide_pm_250,1.04892,1.54507,0.75531,-0.1546,-0.62772,1
peptide_pm_251,-0.52141,-0.45666,0.17226,-0.70172,2.19661,1
peptide_pm_252,-0.73361,-0.61469,-0.99385,-1.11207,-0.62772,1
peptide_pm_253,-0.26676,-0.53568,-0.41079,-0.90689,-0.62772,1
peptide_pm_254,-0.56385,-0.50934,0.17226,-0.63333,2.19661,1
peptide_pm_255,-0.54263,-0.41715,-0.62944,-0.77011,-0.62772,1
peptide_pm_256,-0.71239,-0.68054,-0.19215,-0.8385,2.19661,1
peptide_pm_257,0.28498,0.28082,0.46378,0.73448,3.60878,1
peptide_pm_258,0.62451,0.80759,0.60955,0.80288,1.49053,1
peptide_pm_259,0.36986,0.45202,0.3909,-0.01781,0.78445,1
peptide_pm_260,-0.3092,-0.28546,-0.48368,-0.35977,-0.62772,1
peptide_pm_261,1.28235,1.59775,1.04684,0.66609,-0.62772,1
peptide_pm_262,-0.33042,-0.483,-0.26503,-0.97529,-0.62772,1
peptide_pm_263,-0.18188,-0.02207,0.09938,-0.42816,-0.62772,1
peptide_pm_264,0.05155,0.43885,-0.41079,-0.63333,-0.62772,1
peptide_pm_265,2.61925,2.73031,2.3587,2.23908,0.07836,1
peptide_pm_266,1.0277,1.49239,0.75531,-0.1546,-0.62772,1
peptide_pm_267,0.09399,0.09645,-0.41079,-0.42816,0.78445,1
peptide_pm_268,-0.45775,-0.61469,-0.55656,-0.90689,-0.62772,1
peptide_pm_269,-0.22432,-0.23278,-0.33791,-0.70172,-0.62772,1
peptide_pm_270,-0.56385,-0.33814,-0.62944,-0.56494,-0.62772,1
peptide_pm_271,0.11521,0.08328,-0.48368,-0.35977,0.78445,1
peptide_pm_272,0.09399,-0.02207,-0.33791,0.18736,0.07836,1
peptide_pm_273,-0.33042,-0.03524,-0.41079,-0.63333,-0.62772,1
peptide_pm_274,0.36986,0.22814,0.60955,-0.22299,-0.62772,1
peptide_pm_275,2.34338,2.40108,3.74345,0.87127,-0.62772,1
peptide_pm_276,-0.33042,0.01743,-0.55656,-0.8385,-0.62772,1
