,Cougar__1,Cougar__2,Cougar__3,Cougar__4,Cougar__5,Cougar__6,Cougar__7,Cougar__8,Cougar__9,Cougar__10,Cougar__11,Cougar__12,Cougar__13,Cougar__14,Cougar__15,Cougar__16,Cougar__17,Cougar__18,Cougar__19,Cougar__20,Cougar__21,Cougar__22,Cougar__23,Cougar__24,Cougar__25,Cougar__26,Cougar__27,Cougar__28,Cougar__29,Cougar__30,y
peptide_nm_233,0.9736,1.1555,1.12634,1.09124,1.2785,0.26884,-0.02703,0.39584,-0.02797,-0.2612,1.25276,1.01458,1.16223,1.34842,0.9947,0.09249,-0.35989,-0.77938,-0.00833,0.22561,0.14688,0.36352,0.30966,-0.13359,-0.00735,0.96242,0.77853,0.75504,0.84459,0.56105,0
peptide_nm_234,-0.42983,-0.05108,-0.59655,-0.79012,-0.60907,0.13095,-0.24506,0.24255,0.89272,0.76566,0.21689,0.1779,-0.39905,-0.59152,-0.55838,0.25817,1.13782,0.1467,-1.46433,-0.60794,0.54286,0.52235,0.89071,1.38902,1.37091,0.59538,0.80163,0.50925,0.51606,0.60434,0
peptide_nm_235,0.98849,0.90948,0.36339,0.79944,0.69585,-0.0602,-0.4483,0.01069,0.04334,0.3055,0.72513,1.18267,0.8841,0.35429,1.49543,-0.35101,0.64536,-0.5973,-1.31859,-0.24029,-0.10808,-0.61423,-0.07158,0.29686,-0.53655,1.3162,0.52708,0.99362,1.0696,1.82069,0
peptide_nm_236,0.34503,0.37176,0.4501,0.1988,-0.02893,0.73436,0.29364,-0.17201,0.46707,0.66622,0.62667,0.71835,0.40866,0.51317,0.49564,-1.42818,0.45619,0.55611,-0.00253,-0.67972,0.08409,0.03049,0.09195,0.4309,0.7181,1.18806,0.94891,0.77759,0.8587,1.28422,0
peptide_nm_237,1.85316,1.81543,1.68951,1.33127,1.9342,1.94828,1.42755,1.1831,1.72412,1.08358,1.31244,1.47044,1.12087,0.73933,1.08211,-1.18935,0.71767,0.56839,0.38663,0.17978,1.56252,1.71154,1.52872,1.06635,1.095,0.4307,0.06135,-0.56716,-0.50271,-0.55091,0
peptide_nm_238,-0.57521,-0.38647,-0.47105,-0.50503,-1.47776,-0.48342,-0.61469,0.08744,0.12021,1.33501,-0.94994,-0.60464,-0.6382,-0.6476,-0.20854,-0.36695,-0.48577,1.30179,-0.21647,-0.44946,-0.52371,-0.15134,-0.84856,-0.13158,-0.78905,-0.63292,-0.90501,-0.93829,-1.48788,-0.89636,0
peptide_nm_239,0.41221,0.341,0.73932,0.57105,0.1126,-0.02707,-0.20674,-0.54982,-0.81682,0.53514,0.74255,0.86939,0.93155,0.9738,0.71603,-0.80432,-0.63448,0.12199,0.84195,-0.48665,-0.56305,-0.28186,-0.53494,-0.77891,-0.28448,1.50664,1.09349,1.41669,0.97415,0.8973,0
peptide_nm_240,0.10235,-0.11304,-0.0291,0.40169,-0.41691,-0.80779,-0.21483,-0.2902,-1.04565,0.24904,-0.42437,-0.52283,-0.14074,0.13892,-0.36963,0.90538,-1.60829,-0.42181,0.78161,-0.86631,-0.46553,-0.35652,-0.75855,-1.08787,-0.19135,-0.44485,-0.61355,-0.35925,-0.26733,-0.39113,0
peptide_nm_241,1.27462,1.06853,1.03994,1.17711,1.14827,-0.53082,-0.64035,-0.58508,-0.14708,-0.80502,1.99344,1.7516,1.30326,1.70937,1.55135,-0.43639,-0.37161,-0.1937,-0.80254,0.20308,-0.91832,-0.61945,-0.49851,-0.71708,-1.05235,2.23926,1.84909,2.02009,2.04677,2.10064,0
peptide_nm_242,-0.58545,-0.18497,-0.45079,-0.63328,-0.6243,0.70093,0.35582,0.28439,0.27045,0.39703,-0.37313,-0.45568,-0.31492,-0.4013,-0.30128,-0.84962,0.36389,0.16835,0.08084,-0.21714,0.69982,0.77055,0.51033,0.25155,0.28024,0.13708,0.25694,0.27758,0.373,0.46437,0
peptide_nm_243,0.46376,0.72292,0.49327,0.47791,0.36542,0.13475,0.38355,0.12752,-0.49917,0.18873,0.81293,0.68066,0.49562,0.77972,0.55374,-0.2746,-0.56676,0.21695,-0.15088,-0.71739,-0.01614,0.01647,-0.30562,-0.64719,-0.47196,0.75666,0.6187,0.60351,0.80049,0.72101,0
peptide_nm_244,0.62484,0.8368,0.48428,0.69553,0.63412,-1.36541,-1.36258,-0.81311,-0.08008,0.20815,0.90723,1.32192,1.09605,1.07595,1.01321,0.66871,0.23627,1.18363,0.03927,-0.01474,-1.57451,-2.08113,-1.64569,-2.39952,-2.57277,0.28366,0.75425,0.66132,0.49145,0.35732,0
peptide_nm_245,0.24144,-0.08133,0.31782,-0.21311,0.41546,-0.92927,-0.3995,-0.38323,-0.98176,-1.47755,-0.50829,0.34326,0.01956,1.25591,0.70733,-0.05488,-0.08269,0.19487,-1.08894,-0.46429,-1.25273,-1.4882,-0.86311,-1.51315,-1.04802,0.38906,-0.39309,-0.77697,-0.04379,0.0663,0
peptide_nm_246,-0.5012,-0.0568,-0.4801,-0.61804,-1.0362,0.64911,0.38819,0.66034,0.37756,0.74858,-0.30809,-0.20064,-0.33399,-0.36278,-1.1346,-0.57884,-0.48902,0.51729,-1.0351,0.22612,0.53585,0.88072,0.42324,0.66903,1.29783,0.32836,0.23202,0.29433,0.50193,0.03725,0
peptide_nm_247,0.22624,0.61231,0.07499,-0.27103,0.2171,0.15938,0.59191,0.18327,0.27047,0.566,0.071,0.13674,0.03129,0.44654,-0.12922,0.1407,-0.31632,0.06905,-0.25238,-1.13926,0.34595,-0.38428,-0.04425,-0.94968,-0.17017,0.16643,-0.20837,0.38144,0.35796,0.33935,0
peptide_nm_248,-0.20051,-0.28008,-0.27116,-0.93966,-1.22281,0.15426,-0.62553,-0.6565,0.47729,-0.06011,-0.0053,0.38931,-0.01183,0.12246,-0.07916,0.31782,-1.43085,0.39419,1.52125,-1.03083,0.1565,0.23912,0.66936,-0.23209,-0.44443,1.2473,1.26916,0.65803,0.81259,1.14766,0
peptide_nm_249,-0.62335,-1.04528,-0.52778,-1.30356,-0.7423,1.0893,1.14603,0.40059,0.53941,0.72268,-0.31548,-0.87088,-0.22365,-0.32532,-0.37264,-1.23698,0.10038,0.37629,0.16858,-0.31798,0.86711,1.56092,1.15221,0.5541,0.83435,1.0205,0.65735,0.47294,0.94619,1.12785,0
peptide_nm_250,0.16245,0.00885,0.3703,0.22194,0.24104,0.04896,-0.35211,-0.59209,0.57053,0.31884,-0.21974,0.16525,0.03387,0.1766,0.26196,-0.10174,-0.16609,0.11996,-1.30366,-1.13035,0.14247,-0.12865,-0.68537,0.04662,-0.30489,-0.0624,-0.40511,-0.23459,-0.32626,-0.19965,0
peptide_nm_251,0.85775,1.03612,1.10888,0.88804,0.15967,0.92478,0.16534,-0.03974,-0.14904,1.52419,1.70488,1.68386,1.44088,1.24404,0.29272,-0.67112,1.02565,0.61461,-0.79956,-1.06644,0.75157,1.37543,1.5543,1.97168,2.1013,1.8395,2.2523,2.15548,1.95755,1.58978,0
peptide_nm_252,1.32392,1.57368,1.09277,0.85971,0.19406,-0.77631,-1.77246,-1.02427,-1.30259,-0.62142,1.80978,1.93074,1.17593,1.70561,1.48011,-1.39822,0.03768,-0.01398,0.17956,-0.64543,-1.57231,-0.80555,-0.29275,-1.41143,-0.50957,2.47557,1.60212,1.409,2.82353,2.11935,0
peptide_nm_253,0.94084,-0.0701,1.03599,0.4035,0.74939,0.28251,1.45284,-0.26698,0.41776,-0.01541,1.3169,0.91748,0.97472,0.6684,0.78903,-0.09402,-0.71859,-0.21904,-0.70381,0.75751,0.58783,0.38632,0.71939,0.35304,-0.05716,1.58875,1.35733,1.33577,1.40797,1.10206,0
peptide_nm_254,0.17119,0.03485,0.05385,0.22444,-0.18998,0.21866,0.63389,0.40766,0.11685,0.93744,0.40386,0.23214,0.24462,0.06879,0.1935,-0.26382,-0.68518,0.25037,1.11366,-0.84704,0.37253,0.55389,0.53011,0.39632,0.63357,0.43839,0.35885,0.12709,0.10923,0.36395,0
peptide_nm_255,-0.4725,-0.29097,-0.48469,-0.21401,-0.39408,-0.80723,-0.90228,-0.76218,-0.70968,-0.19286,-0.12958,-0.11644,0.12311,0.11288,0.04333,0.22626,0.03944,0.02303,-1.22348,-0.2766,-0.8072,-0.57357,-0.57221,-0.6289,-0.47011,1.1142,1.40259,1.47844,1.20065,1.30206,0
peptide_nm_256,0.31925,0.45409,0.02479,-0.75178,-0.64016,-0.07337,-1.30487,-1.21826,-0.94706,-0.03556,1.02859,0.97242,0.56381,-0.41212,-0.78794,-0.10535,1.46171,1.55029,-0.05736,-1.24085,-0.34866,0.63364,1.11305,1.85359,2.5869,1.54698,1.8003,1.53524,1.18831,0.87963,0
peptide_nm_257,0.16124,-0.44159,0.01583,0.05215,0.00038,0.31815,-0.12898,0.52661,0.11401,-0.2002,0.18364,-0.06982,0.05842,0.42174,-0.15196,-1.30938,-0.91416,0.232,-0.06748,-0.15003,0.01956,0.28536,-0.07921,-0.17032,0.52061,0.32203,0.5593,0.34353,0.50982,0.29626,0
peptide_nm_258,0.49628,0.52061,0.2756,0.55481,0.55794,0.07535,0.50188,0.72106,-0.07913,-0.06842,1.07281,1.11105,0.68958,0.64931,0.86006,-0.60384,-0.59787,-0.21084,-0.03593,-0.99583,-0.31993,-0.14988,-0.1428,0.57423,0.50384,1.49861,1.2617,0.68354,0.70902,0.85031,0
peptide_nm_259,0.29117,0.45463,0.34785,0.66399,0.38338,0.45573,0.51115,0.52626,-0.36134,0.30459,-0.04282,0.38325,0.19479,0.66891,0.58944,0.2034,0.21775,0.14533,0.65582,0.2759,0.46608,0.31518,0.29774,-0.13425,0.15822,0.0034,-0.28315,0.02876,0.17258,-0.03541,0
peptide_nm_260,1.7481,1.77506,1.64979,1.33349,2.34574,-0.78129,-0.79785,-0.54579,-0.07488,-1.22725,1.22364,0.8741,1.10594,0.96029,1.13067,0.7391,-0.59581,-0.09137,-1.00132,0.01404,-0.60763,-0.44886,-1.07209,-0.81944,-0.90221,0.29605,0.35341,0.44312,0.36199,0.20205,0
peptide_nm_261,0.0138,-0.01097,0.07285,0.03232,0.12349,0.91026,1.0206,0.63682,0.61584,0.64488,0.87577,0.4142,0.68786,0.60722,0.72388,-1.03315,0.03404,0.54228,0.10388,-0.37074,0.86748,1.17477,0.8843,1.00688,0.97803,1.25721,1.19111,1.33371,1.29795,1.49193,0
peptide_nm_262,-0.15422,-0.72749,-0.43727,-0.88495,-0.38018,1.09084,1.54399,0.52216,0.92655,1.01419,-0.93648,-0.79014,-0.72122,-0.7938,-0.33866,-0.75883,0.55458,1.02584,0.60049,-0.2742,1.30373,1.36372,0.88447,1.29215,0.97628,-0.98733,-1.07093,-0.91403,-0.95246,-0.98839,0
peptide_nm_263,0.11903,0.14601,-0.10284,0.32222,0.21363,0.7581,0.53448,-0.17982,0.02523,0.34558,0.71114,0.40534,0.51138,0.5798,0.64226,-0.7276,-0.74342,0.90413,-0.34611,-0.71647,0.31561,0.62338,-0.03256,0.14047,0.22084,0.80746,0.87309,0.87659,1.00406,1.16245,0
peptide_nm_264,1.15598,1.08875,0.97655,0.95527,0.82716,-0.1303,-0.65681,-0.09213,0.47834,0.18449,1.256,0.9907,1.13151,0.9344,0.97786,0.10021,0.19461,-0.22174,-0.46068,-0.41844,-0.35582,-0.37,-0.25385,-0.70813,0.12976,0.86625,0.413,0.7774,0.51032,0.77299,0
peptide_nm_265,0.84773,1.48517,1.36942,1.22424,1.24366,-0.1107,-0.8339,-0.96624,-1.54752,-0.21275,1.09266,1.12932,1.05096,0.60828,0.48946,-0.32933,-1.9226,-0.20608,2.48158,-1.99505,-0.695,-0.44031,-0.34655,-0.82521,0.003,0.31485,0.46055,0.53829,0.4138,0.45079,0
peptide_nm_266,1.29915,0.78576,0.80932,1.46806,0.86578,-0.3115,-0.81851,-0.03312,-1.11723,-0.837,0.46813,0.7176,0.06693,-0.79165,-0.22842,-0.19717,-0.69369,-0.58647,-0.42734,-0.54788,-0.1377,-1.24406,0.40718,0.61619,-1.0341,0.46219,-0.1217,-0.27861,-0.27302,0.27661,0
peptide_nm_267,0.97177,1.15201,0.71576,0.55165,0.92252,1.71146,1.44393,1.94689,2.77391,2.36272,-0.036,0.1028,0.1299,0.2539,0.56356,-0.83965,1.01869,0.40843,-0.44219,0.03615,1.67464,1.42613,1.44484,1.1098,1.03949,-0.61586,-1.79642,-1.18925,-1.21617,-1.55593,0
peptide_nm_268,2.78356,3.52917,3.51115,3.31546,3.31786,-1.17229,-2.56815,-2.78088,-3.10739,-2.53274,3.71781,4.07986,4.10054,4.0218,4.04128,-0.94931,1.28107,1.26708,1.22342,0.37053,-2.44579,-3.12195,-3.08054,-2.80561,-2.7446,3.14782,3.60151,3.47972,3.42544,3.64124,0
peptide_nm_269,0.06045,0.28526,0.17309,-0.09091,-0.05131,0.32887,0.09314,0.66626,1.33002,1.16796,0.30104,0.50021,0.24896,0.30286,0.27942,-0.12858,1.19506,0.17156,-0.86959,-1.55677,0.4886,0.16223,0.23661,0.14433,-0.06378,0.11757,0.28145,0.20395,0.13889,0.25917,0
peptide_nm_270,0.93039,1.03013,1.09289,1.26452,1.84925,-1.08957,-1.65578,-0.62971,-2.00332,-1.78782,1.26051,0.94483,1.41476,1.02978,1.62683,0.60958,-0.11025,-1.35812,0.81098,1.16394,-1.2078,-1.01403,-1.11385,-1.73987,-2.16323,0.91155,0.8673,1.07882,0.95503,1.30603,0
peptide_nm_271,2.07052,2.71716,2.81777,2.66646,2.30064,-1.62785,-2.70526,-2.324,-1.76762,-1.55927,2.61812,3.22672,3.24028,3.12516,2.41199,0.24315,0.69278,1.27849,1.56892,0.58373,-2.32354,-3.43096,-3.82719,-3.26515,-3.26109,2.05581,2.65174,2.72382,2.91906,2.50967,0
peptide_nm_272,1.2464,1.31211,1.46147,1.86839,0.82412,1.04783,0.73975,1.19884,1.04082,1.80461,1.31296,1.44539,1.58034,1.97346,1.58053,-1.22888,-0.43323,0.31781,-0.05884,-0.41605,0.84084,0.38733,0.14386,0.35524,0.24891,0.54545,1.01964,1.08721,1.14028,0.89761,0
peptide_nm_273,-1.01768,-0.64937,-0.20922,-0.4543,-0.4931,1.68034,1.73966,0.91018,2.02594,1.76241,-0.66334,-0.77025,-0.43711,-0.41401,-0.47524,0.03549,1.10651,1.38453,0.27508,0.37655,2.07932,1.91984,1.67695,1.55427,1.44011,-0.83356,-0.53515,-0.4029,-0.48961,-0.41793,0
peptide_nm_274,0.73597,0.41274,0.2405,0.6666,0.50239,0.25376,0.74839,0.83796,0.1401,0.38845,0.57791,0.41932,0.08012,0.6013,0.91327,-0.68859,-0.29678,-0.10253,0.01202,-0.14665,0.25009,0.40637,0.4461,0.10821,-0.30943,0.12616,-0.1469,-0.192,-0.26428,-0.01468,0
peptide_nm_275,-0.26132,0.12712,-0.33678,-0.38192,-0.11674,0.61034,0.48055,0.87397,0.94742,-0.01243,-0.17183,0.35436,0.01505,-0.22109,-0.04343,-1.47304,-0.33283,-0.14531,-0.07762,0.03031,0.52546,0.17111,0.55927,0.75314,0.49277,0.80464,0.53539,0.24115,-0.28768,0.73745,0
peptide_nm_276,-2.65286,-1.97269,-1.95835,-1.99966,-2.03016,1.5837,1.09158,1.09426,1.44081,1.43093,-1.87268,-2.29343,-2.17515,-2.1811,-2.16986,-0.5066,1.97419,1.91083,1.72365,0.84381,2.15125,2.74111,2.44369,2.27326,2.23019,-1.28231,-1.30935,-1.32688,-1.34142,-1.24429,0
peptide_nm_277,0.53098,0.46812,0.39886,0.55112,0.03651,0.10349,0.07687,0.19137,0.1563,0.26668,0.66998,0.76852,0.37394,0.64826,0.58799,-0.53677,-0.3866,0.11694,-0.33197,-0.53958,-0.03161,-0.03976,0.28188,-0.04281,0.15382,0.90264,0.63427,0.48607,0.71614,0.69721,0
peptide_nm_278,0.78607,0.78683,0.8452,0.55763,1.45044,0.85583,0.66756,0.25097,1.09087,0.57418,-0.61682,-0.17452,-0.02927,-0.84451,-0.8874,-1.94476,-0.15785,0.58501,-0.83557,-0.51012,0.3424,0.16323,-0.13006,0.27674,0.10626,-0.60175,-1.98649,-1.4864,-1.24272,-2.41146,0
peptide_nm_279,0.13366,0.12814,-0.33947,-0.34116,-0.3419,1.29316,0.65807,0.49883,0.87864,0.95681,-1.35284,-0.77696,-0.78792,-1.28771,-1.67336,-1.67242,0.26592,0.6801,0.06713,-0.18833,1.15559,0.97074,0.57327,1.28997,1.01903,-1.44967,-2.40018,-2.15366,-1.78302,-2.44367,0
peptide_nm_280,0.61462,0.63795,0.6886,0.50885,0.28009,-0.67968,-0.82619,-1.18069,-1.47208,-1.22439,0.43332,0.19841,0.46459,-0.3027,0.01795,0.20949,-0.22298,-0.27561,-0.78002,0.43556,-0.79586,-0.38383,-0.21972,0.51209,-0.29544,-0.01559,-0.21955,-0.11117,-0.55918,-0.05132,0
peptide_nm_281,0.79438,0.80752,0.76018,0.89549,0.72252,-0.90017,-0.76605,-1.02768,-0.99667,-0.61871,2.03463,1.77858,1.4884,1.26101,1.70996,-0.08256,-0.18597,0.42921,-1.28981,0.01679,-1.4182,-1.28246,-0.81871,0.05697,-1.18576,2.53755,2.28298,2.03499,2.09619,2.56706,0
peptide_nm_282,0.34688,0.01783,-0.02331,-0.14751,-1.14921,1.22807,0.43925,1.02668,2.22541,2.19587,0.35413,-0.0681,0.02189,0.53027,0.54209,-1.3692,1.05779,0.96096,0.36906,-0.39215,1.0468,0.84666,1.10046,1.24879,1.09488,0.94654,1.11272,0.58829,0.35542,0.27982,0
peptide_nm_283,0.3706,-0.25986,-0.27198,0.53741,0.34156,-0.7208,0.18981,-2.27771,-1.4557,-1.01018,0.70654,0.67119,0.56557,0.78068,1.47535,-0.04586,-1.21069,0.35651,1.69122,-1.3663,-1.24182,-1.71979,-1.91248,-1.0408,-2.021,1.77765,1.65869,1.86783,1.85196,1.72273,0
peptide_nm_284,-0.27985,-0.21641,-0.34915,-0.52525,-0.07293,0.59841,0.0602,0.06757,0.40456,0.46119,0.13611,0.1279,0.33865,0.28961,0.43201,-1.23803,-0.13178,0.37424,-0.50071,-1.02749,0.14297,0.20155,-0.02209,-0.06552,0.2895,1.51923,1.09658,1.3161,1.39811,1.30321,0
peptide_nm_285,0.22352,-0.02271,-0.08508,0.5462,-0.10998,0.79033,0.45172,0.06796,-0.16408,0.37851,0.03035,1.10587,-0.21401,-0.12175,0.66926,-1.21329,-1.28274,1.0948,-1.0956,0.10678,0.319,0.77875,0.15139,0.68129,0.38814,0.53086,-0.15949,0.29461,0.38849,0.32627,0
peptide_nm_286,-0.66616,-0.4847,-0.85289,-0.44923,-0.4078,0.592,0.19163,0.70347,0.73133,0.40785,0.02181,0.02961,-0.0242,0.04203,-0.28322,-0.67815,0.31157,-0.35225,-0.51155,-0.13656,0.57096,0.45742,0.53113,0.40415,0.45065,0.85865,0.99407,0.81916,0.99283,1.10219,0
peptide_nm_287,1.52901,1.39228,0.97972,1.19812,0.94963,-1.20961,-1.32467,-1.09506,-0.37175,-0.97876,-0.56464,-0.58138,-0.67033,-0.63374,-0.83257,1.35698,-0.27414,1.39851,-1.45356,-0.17889,-0.75602,0.19386,-0.73778,-0.50381,-0.40412,-1.59712,-2.07431,-1.81639,-1.68467,-2.3184,0
peptide_nm_288,1.33094,1.06662,0.67305,1.53913,1.46082,0.67922,0.59354,1.11463,0.44531,-0.4129,1.31644,1.05312,0.54442,1.27901,1.60351,-1.12356,-0.07385,-0.36604,-0.87671,0.22855,-0.08453,0.25926,0.72291,0.09201,0.2131,1.41453,1.00384,0.71288,0.58481,0.27953,0
peptide_nm_289,0.27491,0.23764,0.0314,0.18077,0.49871,0.6548,0.59916,0.42868,0.58827,0.10208,0.59395,0.23198,0.2506,-0.09449,0.69279,-0.86314,-0.50571,-0.20887,0.24235,0.1871,0.58922,0.95326,1.01152,0.96821,0.19856,1.16242,0.78994,0.94001,0.60835,1.24223,0
peptide_nm_290,1.02921,1.39994,1.52334,1.88125,1.61074,-0.26892,-0.08611,-0.92124,-1.55432,-1.88478,0.89467,0.78893,1.59472,1.97319,2.10731,0.662,1.35395,-0.52928,-2.86073,-1.99958,-1.06322,-0.73642,-0.62947,-0.06599,-0.39896,0.99256,0.37167,-0.32772,0.26239,1.32399,0
peptide_nm_291,0.07305,0.08159,0.27786,0.14706,-0.55628,1.29732,0.61813,0.54974,0.71663,0.71785,0.3236,-0.04949,0.2527,0.32968,-0.03382,-1.28005,0.69365,0.63999,-0.06956,-0.0474,1.25587,1.16174,1.022,0.88026,0.94619,-0.01384,0.15641,0.24168,0.25609,0.2239,0
peptide_nm_292,2.08725,2.36045,2.19424,1.73534,1.65768,-2.90548,-3.53498,-2.76911,-1.32494,-1.10936,1.7863,2.00281,1.70928,1.81015,0.98097,1.34948,3.80749,1.95944,-0.02975,-0.68473,-3.21641,-3.67738,-2.89188,-2.46489,-1.38004,1.00566,0.57435,0.465,0.50872,-0.44678,0
peptide_nm_293,-0.67608,-0.20304,-0.59312,-0.64032,-0.64866,0.15918,-0.23287,0.25147,-0.20876,0.51942,0.10433,0.09658,-0.20141,-0.32189,-0.18887,-0.51908,-0.11852,-0.74603,-0.30801,-0.33099,-0.15714,-0.61469,-0.20727,0.27286,0.19058,0.72187,1.07642,0.80918,0.78708,0.71168,0
peptide_nm_294,0.67866,1.44978,1.53377,1.58796,1.58844,0.14057,-0.60531,-0.61485,-0.29219,0.02251,-0.49625,-0.08235,-0.25198,-0.10557,0.14611,-1.40149,-0.47259,0.28318,-0.06324,-0.70578,-0.48458,-0.44585,-0.2903,-0.58573,-0.37512,-0.91316,-1.56913,-1.63813,-1.58447,-3.00111,0
peptide_nm_295,0.0443,-0.08363,-0.0874,-0.28834,-0.19155,0.82087,0.31216,0.62903,1.02442,1.35433,0.58683,0.28364,0.29464,0.44186,0.43644,-0.65106,0.6832,-0.06803,-0.73383,-0.32954,0.93164,0.86593,0.71193,0.57883,0.57992,0.92135,1.03759,0.90853,1.06702,1.11831,0
peptide_nm_296,1.35521,1.34386,1.23728,1.61433,1.3985,0.63049,0.21892,0.14829,0.11462,0.55291,1.73799,1.52506,1.42567,1.66774,1.66427,-1.27776,0.03107,-0.2115,0.0658,-0.2662,0.14367,0.15916,0.34105,0.11688,-0.0011,1.13065,1.31628,1.17869,1.30013,1.48726,0
peptide_nm_297,1.76343,1.73658,1.63445,2.08251,2.0106,-1.04592,-1.4674,-1.26141,-2.04714,-1.91029,2.22014,2.15095,1.89894,2.1325,2.14719,-0.25144,-0.15609,0.39086,0.59649,0.4909,-1.54136,-1.40875,-1.37433,-1.49434,-1.3713,1.59121,1.61047,1.60969,1.69556,1.57131,0
peptide_nm_298,1.66757,2.19872,2.06933,1.7669,1.3801,-0.54447,-1.29536,-0.9649,-0.69246,-0.20729,1.7506,2.07495,1.64953,1.56772,1.46064,-0.23601,0.55898,0.76756,-0.2075,-0.73015,-1.14599,-1.52482,-1.44365,-1.40629,-1.24812,1.58788,1.3769,1.36992,1.46987,1.53442,0
peptide_nm_299,-1.03003,-1.2171,-0.8414,-0.88227,-1.26531,1.07732,0.15132,0.20349,0.50451,0.35735,-0.57541,-1.29542,-0.81588,-1.00772,-1.25047,-2.0402,-0.18185,0.32561,-0.24265,-0.26247,0.88763,0.59889,0.20919,0.75395,0.86773,-0.53209,-0.49933,-0.37758,-0.39804,-0.43961,0
peptide_nm_300,-0.63232,-0.74067,-0.48922,-0.91659,-0.99356,0.20058,0.30351,-0.25024,0.21542,0.92097,-0.62525,-0.67995,-0.5209,-0.49533,-0.91259,-0.78785,-0.1265,0.72466,-0.1579,-0.98082,0.44717,0.21001,-0.11426,0.14508,0.85731,-0.22544,0.04419,-0.12929,-0.20715,-0.25421,0
peptide_nm_301,-0.73045,-0.85449,-0.52291,-0.60191,-0.65721,0.41041,0.42562,0.3034,0.26084,0.20015,-0.61174,-0.65935,-0.42433,0.02056,-0.07884,-0.2206,0.2594,-0.31698,0.07339,0.07172,0.27468,0.23398,0.26646,-0.47054,-0.35779,0.04218,-0.19309,-0.4561,-0.54861,-0.21843,0
peptide_nm_302,-0.12611,0.02672,0.32924,-0.13706,0.25948,0.28282,0.19995,-0.19038,0.79897,0.27557,0.23789,0.09554,0.04888,0.05087,0.44931,-0.20872,-0.41415,-0.08865,-1.46156,-0.57332,0.26864,0.13144,0.11502,0.01816,-0.73736,-0.00576,0.25446,0.2725,0.26929,0.46052,0
peptide_nm_303,0.07988,-0.32722,0.28974,0.48504,-0.05663,0.6247,1.03535,-0.1048,-0.47831,0.62885,0.20073,0.19006,0.19181,0.33855,-0.35248,-0.62552,-0.10571,0.76254,0.05051,-0.35013,0.68697,0.57085,0.20639,0.5466,1.82567,0.36414,-0.0723,-0.2912,-0.30011,-0.39641,0
peptide_nm_304,0.39035,0.46407,0.32373,0.62709,0.46677,0.34682,0.19578,0.36576,0.427,0.24219,0.11663,0.31779,0.28407,0.25307,0.33504,-0.62199,-0.05197,0.01157,-0.38521,-0.01828,0.1049,0.0177,-0.00511,-0.04674,-0.11397,0.17579,-0.14716,-0.22626,-0.43688,-0.21038,0
peptide_nm_305,0.59686,-0.44198,1.08251,0.00685,0.07846,1.56633,1.93733,0.78822,1.47176,1.31647,1.34464,0.22615,1.3693,0.61172,0.94747,-0.95239,-0.20249,0.70626,1.37433,-0.20389,1.71179,2.29811,1.37919,1.9307,2.05581,1.47102,1.43068,1.95524,1.67635,1.52846,0
peptide_nm_306,-0.54926,-0.78703,-0.40872,-0.58354,-0.56402,1.05106,0.79285,0.75418,0.24968,0.63808,-1.4201,-0.89034,-0.97839,-0.88919,-0.55067,-0.58383,0.36518,-0.07864,0.06079,-0.18131,1.2252,0.56189,0.54339,1.0821,1.12666,-0.96045,-1.08954,-1.34146,-0.9361,-1.23354,0
peptide_nm_307,-1.03069,-0.99694,-0.73055,-0.5062,-0.95767,1.17533,0.72664,0.0723,0.14814,0.41823,-1.26,-1.38085,-0.84935,-1.32236,-1.08363,-0.47796,-1.16821,1.84924,-0.6158,-0.01267,1.00518,1.47455,0.59042,2.14327,1.05022,-1.33031,-1.82726,-1.74517,-1.8868,-2.32073,0
peptide_nm_308,0.99192,1.08506,1.43863,0.99323,0.77299,0.67657,0.76892,0.02375,-0.48824,0.08437,1.06174,0.4736,0.9634,0.09044,-0.15203,0.4758,-1.6131,-0.50346,1.31957,-0.26222,0.64331,0.78607,1.07509,1.03157,1.12921,0.36351,0.41653,0.9003,0.80015,0.4111,0
peptide_nm_309,0.58062,0.59044,0.71378,1.17704,0.57197,0.25632,-0.43298,-0.38184,-0.57877,0.16812,0.87569,0.73524,0.42286,0.7759,0.69748,-0.37565,0.34077,0.40375,0.14953,-0.18662,0.06646,0.48941,0.26974,-0.08142,0.19154,1.43738,1.29334,1.09488,1.19134,1.45887,0
peptide_nm_310,0.03667,0.19265,0.04089,0.2693,0.33446,1.38122,0.87884,1.66251,1.74984,1.62726,0.11364,0.61051,0.22635,0.30846,0.35231,-0.79382,0.40064,0.14625,-0.19015,0.33655,1.33973,1.13961,1.25571,1.26736,1.19685,0.51209,0.50778,0.4653,0.34653,0.51726,0
peptide_nm_311,1.96603,2.05639,2.22783,1.96848,2.12392,-2.03226,-2.08024,-3.13499,-2.13392,-2.21028,1.17073,1.51873,1.22907,1.0636,1.69349,1.61788,0.44307,0.91547,-0.20792,-0.21552,-2.00516,-2.62147,-2.11325,-1.43654,-2.20741,-0.10535,-0.22431,-0.25194,-0.26133,-0.20486,0
