,Refractivity,y
peptide_pm_403,0.3682,1
peptide_pm_404,1.77933,1
peptide_pm_405,-1.17557,1
peptide_pm_406,1.44144,1
peptide_pm_407,-0.02881,1
peptide_pm_408,-0.19165,1
peptide_pm_409,-0.1258,1
peptide_pm_410,0.86213,1
peptide_pm_411,-0.57088,1
peptide_pm_412,-0.44805,1
peptide_pm_413,-0.34702,1
peptide_pm_414,-1.0976,1
peptide_pm_415,-0.92232,1
peptide_pm_416,2.30966,1
peptide_pm_417,-0.7297,1
peptide_pm_418,-0.97369,1
peptide_pm_419,-0.28226,1
peptide_pm_420,-0.16683,1
peptide_pm_421,-0.28549,1
peptide_pm_422,1.77391,1
peptide_pm_423,-1.46978,1
peptide_pm_424,2.96705,1
peptide_pm_425,-0.26285,1
peptide_pm_426,0.66911,1
peptide_pm_427,0.29508,1
peptide_pm_428,2.7295,1
peptide_pm_429,-0.13735,1
peptide_pm_430,0.98387,1
peptide_pm_431,1.01629,1
peptide_pm_432,0.23765,1
peptide_pm_433,-1.23367,1
peptide_pm_434,0.97191,1
peptide_pm_435,-0.41971,1
peptide_pm_436,2.54259,1
peptide_pm_437,-0.35004,1
peptide_pm_438,-0.2561,1
peptide_pm_439,1.07298,1
peptide_pm_440,-0.37654,1
peptide_pm_441,-1.05631,1
peptide_pm_442,-1.07652,1
