,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_nm_185,-0.42473,-0.11538,-0.63027,1.99909,1.42829,-0.57588,1.45216,0.16718,0.72458,0.36119,-1.13714,-0.61877,0.97523,-0.84053,-0.73055,0.46843,0.79411,-0.53919,0.60129,1.05455,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.76384,-0.66522,1.45432,0.76384,-0.66522,1.45432,0
peptide_nm_186,0.56257,0.287,-0.63027,-0.68258,-0.42241,-0.57588,-0.61313,-0.05738,-0.5072,-0.89497,-1.13714,-0.36688,-0.48417,1.56366,0.56409,0.21923,6.64291,-0.53919,1.33609,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,7.45346,-0.23344,-0.12128,-0.38751,0.07099,-0.39221,-1.75351,0.07099,-0.39221,-1.75351,0
peptide_nm_187,0.38267,0.15416,-0.63027,0.57995,-0.42241,0.80554,-0.61313,3.12416,-0.5072,-0.00792,-0.11616,-1.02775,-0.48417,-0.84053,0.40118,-0.82819,0.34735,-0.53919,-0.59176,0.93669,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.40083,-0.34091,-0.18773,-0.40083,-0.34091,-0.18773,0
peptide_nm_188,0.28397,0.08116,-0.63027,-0.68258,-0.42241,-0.57588,2.07339,0.51862,-0.5072,0.73901,-0.19679,-0.49573,-0.48417,1.09516,0.31166,0.01501,-0.7263,-0.53919,-0.59176,-0.08858,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.79147,-0.88693,-0.0693,0.79147,-0.88693,-0.0693,0
peptide_nm_189,0.81032,0.35728,0.03514,0.85782,-0.42241,0.77262,1.04779,0.20691,-0.5072,0.18731,0.10867,-0.4638,1.5282,-0.58421,0.09788,-0.15795,0.05962,-0.21459,0.23079,0.19568,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.29305,1.34846,2.53832,1.29305,1.34846,2.53832,0
peptide_nm_190,0.34629,1.02331,-0.63027,0.54304,-0.42241,-0.57588,-0.61313,-0.20026,-0.5072,-0.03385,-0.14588,-0.46693,-0.48417,-0.84053,-0.73055,0.94975,-0.7263,-0.53919,-0.59176,0.88138,1.65101,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,2.44035,-1.20207,0.27658,0.13145,-1.20207,0.27658,0.13145,0
peptide_nm_191,-0.50317,0.84377,0.16374,0.05273,-0.42241,-0.57588,1.08577,-1.00122,-0.5072,0.65491,-0.83983,-0.35482,-0.48417,0.38351,1.24685,0.23835,1.14962,-0.53919,0.38976,0.14317,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.48118,0.31689,1.66912,0.48118,0.31689,1.66912,0
peptide_nm_192,0.11927,1.4164,0.44571,-0.68258,-0.42241,-0.57588,-0.61313,0.30115,-0.5072,-0.89497,-1.13714,1.25189,-0.48417,-0.01117,0.16266,-0.10554,0.12107,-0.53919,-0.59176,-0.96356,1.65101,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.26693,0.60272,0.37635,-0.26693,0.60272,0.37635,0
peptide_nm_193,-0.86711,1.11988,0.2997,0.17864,-0.42241,-0.57588,0.71341,-1.00122,-0.5072,1.52539,0.25576,0.1545,-0.48417,-0.84053,0.81345,-0.20361,-0.7263,0.36859,0.55783,-0.31544,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.25054,0.48912,-0.06127,1.25054,0.48912,-0.06127,0
peptide_nm_194,-0.37407,-0.04057,0.44538,2.3055,-0.42241,1.60364,3.22247,-0.35024,-0.5072,-0.1951,0.07105,-1.02775,1.14233,-0.84053,-0.73055,-0.10577,-0.7263,-0.53919,0.7379,-0.96356,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,2.04116,-0.40504,-0.69962,2.04116,-0.40504,-0.69962,0
peptide_nm_195,-0.86711,-0.23802,2.50625,0.04343,-0.42241,-0.57588,1.62389,-1.00122,-0.5072,-0.38488,-0.54991,0.30137,0.70127,-0.23625,-0.07976,-0.30167,0.50876,-0.53919,0.37734,0.67576,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.04651,0.84275,0.62125,1.04651,0.84275,0.62125,0
peptide_nm_196,-0.86711,-0.76872,1.1426,-0.68258,-0.42241,-0.57588,1.91575,-1.00122,1.75547,0.25856,-1.13714,-1.02775,-0.48417,1.89251,-0.73055,-0.82819,-0.7263,-0.53919,1.59978,0.272,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.47623,-1.39813,-0.46676,-1.47623,-1.39813,-0.46676,0
peptide_nm_197,-0.86711,0.71455,-0.63027,0.33216,-0.42241,0.53441,0.16837,-1.00122,0.89127,-0.89497,0.09362,-0.09924,-0.48417,0.84839,-0.73055,-0.09227,-0.7263,-0.53919,-0.59176,0.5635,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,1.11665,-0.21448,-0.15361,1.11665,-0.21448,-0.15361,0
peptide_nm_198,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,2.19442,0.36183,-0.17391,-0.5072,-0.89497,0.39834,0.1308,-0.48417,0.21314,1.53903,-0.82819,-0.7263,-0.53919,1.09805,-0.01086,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,3.60775,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.23464,-0.05324,-1.12519,0.23464,-0.05324,-1.12519,0
peptide_nm_199,0.11774,-0.04148,0.44404,0.31231,0.95079,-0.57588,2.45196,-1.00122,0.86391,-0.89497,0.87434,-1.02775,-0.48417,-0.01246,-0.73055,-0.10667,0.11975,-0.53919,-0.59176,0.53386,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.90836,0.47813,-0.58921,0.90836,0.47813,-0.58921,0
peptide_nm_200,-0.86711,0.31919,-0.63027,-0.68258,-0.42241,-0.57588,1.67954,-0.0286,-0.5072,0.1507,0.66832,-1.02775,-0.48417,-0.84053,-0.73055,1.33075,1.80526,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,3.61143,-0.23344,-0.12128,-0.38751,-1.68877,-0.65789,-0.08535,-1.68877,-0.65789,-0.08535,0
peptide_nm_201,-0.36701,1.44723,0.46078,0.32781,-0.42241,0.52966,-0.61313,0.31959,-0.5072,0.52504,-0.7286,-0.10293,1.16563,-0.84053,-0.73055,-0.09542,-0.7263,-0.53919,0.75695,0.55744,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.17301,-0.44168,1.01269,0.17301,-0.44168,1.01269,0
peptide_nm_202,1.21249,-0.76872,-0.63027,-0.68258,-0.42241,1.72275,-0.61313,1.74458,-0.5072,-0.89497,1.41117,-1.02775,-0.48417,0.90802,3.03577,-0.82819,-0.7263,-0.53919,-0.59176,0.61742,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,3.60775,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.18609,-1.8104,-2.31558,-2.18609,-1.8104,-2.31558,0
peptide_nm_203,0.54154,-0.07526,2.44295,1.21478,-0.42241,-0.57588,-0.61313,0.23873,-0.5072,4.43732,-0.75355,-0.59365,-0.48417,-0.05092,0.11984,-0.14018,3.30748,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,-0.38751,0.04124,0.36269,0.65538,0.04124,0.36269,0.65538,0
peptide_nm_204,-0.30561,0.89001,-0.63027,1.58662,-0.42241,0.66539,-0.61313,-0.25984,-0.5072,-0.89497,-0.21962,-0.50865,-0.48417,-0.84053,-0.73055,0.8175,-0.7263,-0.53919,-0.59176,0.74415,-0.48659,2.00174,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,2.44035,-1.00442,-0.3519,1.22347,-1.00442,-0.3519,1.22347,0
peptide_nm_205,-0.86711,0.73382,-0.63027,1.37295,-0.42241,-0.57588,0.96993,-0.32956,-0.5072,-0.89497,-1.13714,0.38311,1.19398,0.0149,-0.73055,-0.82819,1.02171,-0.53919,3.5239,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,6.57195,-0.38751,0.22827,-0.03491,0.40244,0.22827,-0.03491,0.40244,0
peptide_nm_206,-0.19233,-0.76872,-0.63027,2.04437,-0.42241,0.91582,0.43683,-1.00122,-0.5072,1.02097,-0.5859,-0.40392,-0.48417,0.2942,0.49153,-0.82819,0.43306,-0.53919,-0.59176,0.06242,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.50709,-0.65056,-0.40252,-0.50709,-0.65056,-0.40252,0
peptide_nm_207,-0.3816,0.66536,4.66557,-0.68258,-0.42241,0.49743,-0.61313,-0.36017,0.84468,0.48343,-0.34388,-0.57889,-0.48417,-0.84053,1.02807,-0.82819,0.10788,1.52873,0.71762,0.51286,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.18405,0.0054,1.05084,-0.18405,0.0054,1.05084,0
peptide_nm_208,-0.10346,-0.76872,-0.63027,-0.68258,-0.42241,2.8008,0.57512,0.00707,-0.5072,-0.89497,-1.13714,-0.32175,-0.48417,0.44365,2.03581,-0.82819,3.21017,-0.53919,-0.59176,1.35889,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,3.60775,-0.26905,3.61143,-0.23344,-0.12128,2.44035,-0.53472,-1.51907,-0.58721,-0.53472,-1.51907,-0.58721,0
peptide_nm_209,-0.35458,-0.01178,-0.63027,0.35293,0.29223,0.55715,0.18437,-1.00122,-0.5072,-0.16742,-0.71844,0.39376,2.89746,-0.84053,1.12592,-0.82819,-0.7263,-0.53919,2.17271,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.36682,0.47263,0.36029,-0.36682,0.47263,0.36029,0
peptide_nm_210,0.77072,0.03764,-0.63027,0.42054,-0.42241,-0.57588,0.23644,0.44059,-0.5072,-0.11992,0.64687,-0.52298,1.31704,-0.84053,1.24713,0.77184,0.21179,1.78632,-0.59176,2.35686,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-0.50922,-0.31709,0.92035,-0.50922,-0.31709,0.92035,0
peptide_nm_211,0.30531,-0.76872,0.22234,0.107,0.12251,-0.57588,1.21116,0.03079,0.58097,1.32406,-0.81788,0.41746,0.80508,-0.84053,-0.73055,-0.25556,-0.7263,-0.53919,0.4622,0.22486,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.28565,0.61372,1.1773,0.28565,0.61372,1.1773,0
peptide_nm_212,-0.09379,0.94442,3.58758,-0.68258,-0.42241,1.13367,-0.01148,-1.00122,-0.5072,-0.3461,-0.50539,-0.31281,-0.48417,1.76035,-0.03027,-0.26163,0.60238,-0.53919,1.49381,-0.37565,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.1135,1.07179,0.89627,0.1135,1.07179,0.89627,0
peptide_nm_213,-0.03484,-0.27702,0.09609,0.32626,0.04182,0.16013,0.16383,0.53726,-0.04389,0.52265,-0.32131,0.51112,0.61418,-0.00084,0.17378,1.12293,-0.15427,-0.53919,-0.14302,0.55487,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,2.14742,0.56791,2.40383,2.14742,0.56791,2.40383,0
peptide_nm_214,0.01873,0.53954,1.30234,-0.68258,-0.42241,-0.57588,2.14361,-1.00122,-0.5072,-0.89497,-0.41348,-1.02775,-0.48417,0.64912,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,2.00174,4.53418,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.69412,-1.44211,-2.11685,-0.69412,-1.44211,-2.11685,0
peptide_nm_215,0.0307,-0.76872,-0.63027,1.13136,-0.42241,1.40887,0.78387,-1.00122,-0.5072,0.37949,1.06319,-1.02775,-0.48417,-0.84053,-0.73055,3.11835,-0.7263,-0.53919,1.82953,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-1.92255,-1.95515,-0.55107,-1.92255,-1.95515,-0.55107,0
peptide_nm_216,0.84256,0.073,1.85657,2.77162,-0.42241,-0.57588,-0.61313,-1.00122,-0.5072,-0.08593,0.72512,-0.50084,-0.48417,-0.84053,-0.73055,0.84201,0.25294,-0.53919,-0.59176,-0.09698,1.65101,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.43696,-0.17417,0.38237,-0.43696,-0.17417,0.38237,0
peptide_nm_217,-0.55919,0.14101,0.71362,0.56196,-0.42241,0.78586,-0.13401,-0.1879,-0.5072,-0.02056,-0.13084,0.39589,-0.48417,-0.84053,0.38506,-0.82819,-0.7263,-0.53919,1.89991,0.44121,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.26329,0.12999,1.86986,1.26329,0.12999,1.86986,0
peptide_nm_218,-0.86711,0.32214,4.20377,0.80975,-0.42241,2.6895,0.53619,-1.00122,-0.5072,0.15353,-1.13714,-1.02775,1.95255,-0.84053,0.60718,0.25409,0.54278,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.54494,-2.27214,-0.45271,0.54494,-2.27214,-0.45271,0
peptide_nm_219,-0.86711,-0.0272,-0.63027,2.3607,-0.42241,0.53407,0.16813,-0.33828,0.89084,-0.89497,0.09337,-0.09938,-0.48417,-0.84053,0.17878,2.11457,0.13637,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,0.37704,0.46347,-0.19777,0.37704,0.46347,-0.19777,0
peptide_nm_220,-0.08657,0.38403,-0.63027,2.47111,-0.42241,0.2867,-0.61313,0.02937,0.57926,-0.34108,-0.18074,-0.66702,0.80306,-0.84053,-0.02388,-0.82819,0.61478,-0.53919,0.46055,-0.37028,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.67671,0.97284,0.42453,0.67671,0.97284,0.42453,0
peptide_nm_221,0.32527,-0.76872,-0.63027,-0.68258,0.40887,-0.57588,3.09731,-1.00122,1.15284,-0.89497,-1.13714,-0.47658,1.48262,0.16204,-0.73055,0.04537,-0.7263,-0.53919,1.01609,-0.05708,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.7345,-0.5901,0.77783,-0.7345,-0.5901,0.77783,0
peptide_nm_222,0.03838,-0.76872,-0.63027,-0.68258,-0.42241,0.42515,0.09146,-1.00122,-0.5072,-0.89497,-1.13714,2.32075,-0.48417,-0.84053,0.08954,1.82533,0.82945,-0.53919,-0.59176,1.1017,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,2.08097,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,2.44035,-1.19782,0.22894,2.19104,-1.19782,0.22894,2.19104,0
peptide_nm_223,-0.35151,-0.00725,-0.63027,-0.68258,-0.42241,0.56393,0.18915,-0.32044,-0.5072,0.56884,-0.29473,-0.0744,1.21677,1.76087,-0.73055,0.68277,-0.7263,-0.53919,0.79876,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,2.09867,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.21551,0.58623,-0.35635,0.21551,0.58623,-0.35635,0
peptide_nm_224,-0.86711,-0.76872,2.13453,-0.68258,-0.42241,6.42824,-0.61313,3.18213,1.25712,-0.89497,-1.13714,-1.02775,3.69653,-0.84053,0.41702,2.88579,-0.7263,-0.53919,2.82595,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-0.03952,-0.39771,-0.58319,-0.03952,-0.39771,-0.58319,0
peptide_nm_225,-0.44852,0.46745,-0.63027,0.16314,-0.42241,-0.57588,0.0382,-0.44853,2.98896,-0.30077,-0.79519,-0.64077,-0.48417,-0.13662,0.78537,2.23827,-0.0071,-0.53919,-0.59176,0.94556,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,5.74121,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,2.44035,0.54494,-0.23463,1.50049,0.54494,-0.23463,1.50049,0
peptide_nm_226,-0.86711,-0.76872,1.21628,-0.68258,0.75774,-0.57588,2.02108,0.11631,-0.5072,0.3065,0.93729,-1.02775,-0.48417,2.00635,-0.73055,0.41198,0.72792,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.9523,-1.47509,-0.37643,-1.9523,-1.47509,-0.37643,0
peptide_nm_227,0.3707,0.14532,-0.63027,-0.68258,-0.42241,-0.57588,0.34989,-1.00122,-0.5072,-0.01642,-0.12594,-0.45557,3.5993,-0.84053,-0.73055,0.07866,-0.7263,0.77884,1.07736,-0.02253,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,10.45825,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.19851,-0.51497,-0.48683,0.19851,-0.51497,-0.48683,0
peptide_nm_228,0.22165,0.83923,0.55723,1.51715,0.33653,-0.57588,-0.61313,0.43633,-0.5072,1.4232,-1.13714,-0.52454,1.31146,-0.84053,0.25523,-0.82819,-0.7263,-0.53919,0.87617,-0.13596,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.18788,0.1703,-0.24996,0.18788,0.1703,-0.24996,0
peptide_nm_229,-0.86711,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,1.48344,-1.00122,-0.5072,1.0177,1.06419,0.21793,-0.48417,0.29239,-0.73055,0.15895,0.43122,-0.53919,-0.59176,0.06079,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,2.14426,1.78517,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.21976,-0.91258,-0.78594,0.21976,-0.91258,-0.78594,0
peptide_nm_230,-0.86711,-0.76872,2.7276,0.8724,-0.42241,-0.57588,-0.61313,0.01498,1.6358,1.28985,0.12021,-1.02775,-0.48417,-0.84053,-0.73055,0.29952,0.59605,-0.53919,1.48387,-0.96356,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.72813,-1.73344,-0.24394,-0.72813,-1.73344,-0.24394,0
peptide_nm_231,-0.86711,-0.76872,-0.63027,1.98266,0.49727,-0.57588,1.4395,-1.00122,-0.5072,0.04132,-0.59831,-0.41797,1.69176,0.26864,-0.73055,-0.82819,0.40695,-0.53919,1.18706,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.23889,-0.35923,-1.22556,0.23889,-0.35923,-1.22556,0
peptide_nm_232,0.55459,-0.24369,-0.63027,2.90808,-0.42241,-0.57588,0.49296,-0.53183,-0.5072,0.1141,-0.26601,-0.69909,0.68861,-0.24271,-0.08671,0.73428,-0.1155,-0.53919,-0.59176,0.65779,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.743,0.9307,2.26531,-0.743,0.9307,2.26531,0
peptide_nm_233,-0.18849,0.2335,0.11016,1.37419,-0.42241,0.17438,0.4428,0.79101,-0.5072,1.03186,-0.85989,-0.40037,-0.48417,0.30065,-0.1159,-0.82819,0.43966,-0.53919,0.32352,1.1003,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.69583,1.24219,0.77582,0.69583,1.24219,0.77582,0
