,ABHPRK__1,ABHPRK__2,ABHPRK__3,ABHPRK__4,ABHPRK__5,ABHPRK__6,ABHPRK__7,ABHPRK__8,ABHPRK__9,ABHPRK__10,ABHPRK__11,ABHPRK__12,ABHPRK__13,ABHPRK__14,ABHPRK__15,ABHPRK__16,ABHPRK__17,ABHPRK__18,ABHPRK__19,ABHPRK__20,ABHPRK__21,ABHPRK__22,ABHPRK__23,ABHPRK__24,ABHPRK__25,ABHPRK__26,ABHPRK__27,ABHPRK__28,ABHPRK__29,ABHPRK__30,ABHPRK__31,ABHPRK__32,ABHPRK__33,ABHPRK__34,ABHPRK__35,ABHPRK__36,ABHPRK__37,ABHPRK__38,ABHPRK__39,ABHPRK__40,ABHPRK__41,ABHPRK__42,ABHPRK__43,ABHPRK__44,ABHPRK__45,ABHPRK__46,ABHPRK__47,ABHPRK__48,ABHPRK__49,ABHPRK__50,ABHPRK__51,ABHPRK__52,ABHPRK__53,ABHPRK__54,ABHPRK__55,ABHPRK__56,ABHPRK__57,ABHPRK__58,ABHPRK__59,ABHPRK__60,ABHPRK__61,ABHPRK__62,ABHPRK__63,ABHPRK__64,ABHPRK__65,ABHPRK__66,ABHPRK__67,ABHPRK__68,ABHPRK__69,ABHPRK__70,ABHPRK__71,ABHPRK__72,ABHPRK__73,ABHPRK__74,ABHPRK__75,ABHPRK__76,ABHPRK__77,ABHPRK__78,ABHPRK__79,ABHPRK__80,ABHPRK__81,ABHPRK__82,ABHPRK__83,ABHPRK__84,ABHPRK__85,ABHPRK__86,ABHPRK__87,ABHPRK__88,ABHPRK__89,ABHPRK__90,ABHPRK__91,ABHPRK__92,ABHPRK__93,ABHPRK__94,ABHPRK__95,ABHPRK__96,ABHPRK__97,ABHPRK__98,ABHPRK__99,ABHPRK__100,ABHPRK__101,ABHPRK__102,ABHPRK__103,ABHPRK__104,ABHPRK__105,y
peptide_nm_232,1.86598,1.8217,-0.26509,-0.27205,0.70933,0.0,1.10404,-0.34299,-0.398,-0.3016,0.0,1.90983,2.78589,2.38568,0.47147,1.86598,1.17955,0.74052,0.03364,0.67509,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,2.47825,-0.84588,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.41394,-0.45914,-0.28006,-0.71736,-0.84588,-0.55461,-0.21683,-0.45487,-0.15046,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.05809,0.17794,-0.19915,-0.53207,-0.32221,0.0,0.82093,0.00294,0.19719,0.05113,-0.52301,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,0.97037,-0.39872,0.11988,-0.10592,-0.08609,-0.66744,0.11375,-0.74667,-0.87435,-0.8121,-0.18069,-0.73634,0.0,-0.44684,0.56776,-0.51158,0.71903,-0.88006,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.0537,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_233,0.92241,0.67238,0.6759,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,0.89961,0.0,0.20162,0.17757,0.34941,0.36641,0.92241,-0.05328,0.05096,-0.02802,-0.00495,0.0,0.8326,1.16224,-0.32283,1.01896,0.0,-0.22455,-0.2196,-0.18725,2.19136,-0.39894,-0.13417,-0.46484,-0.08424,-0.56203,0.0,-0.059,0.12768,-0.33955,-0.71736,-0.39894,-0.18217,-0.72451,0.2498,0.10145,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.06588,0.34822,-0.60388,-0.33263,-0.17511,0.0,0.18489,1.05665,-0.00867,0.32006,-0.19567,-0.68269,-0.61669,-0.63015,-0.07259,0.0,-0.45258,-0.4388,0.82944,-0.39872,0.04285,-0.71766,0.03895,-0.26442,-0.06151,-0.1698,-0.36853,0.21833,-0.24565,0.36569,0.0,0.61909,-0.48466,-0.51158,0.59665,-0.26797,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,1.5087,-0.25203,-0.11647,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_234,0.77397,-0.27412,-0.26509,-0.27205,-0.2865,0.0,1.69517,1.85551,-0.398,-0.3016,0.0,0.60633,1.81164,2.27812,0.93291,0.77397,1.06196,0.3776,-0.56241,0.34991,0.0,-0.3358,-0.34174,2.22244,1.90038,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.63633,0.12767,-0.46484,-0.52199,-0.56203,0.0,-0.23789,-0.3138,-0.85519,-0.71736,-0.63633,-0.36988,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.54776,0.24392,0.63354,-0.69273,-0.33736,0.0,0.04939,-0.24751,2.51879,0.71554,-0.36953,0.24636,0.16176,0.16582,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.36139,-0.3196,-0.37566,-1.09026,-0.72017,0.13236,-0.87435,0.00139,0.09839,0.17122,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.2526,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_235,2.45053,1.55972,-0.26509,1.65792,5.45869,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,2.31717,5.47834,1.27932,-0.5091,2.45053,0.44459,-0.51323,0.54454,2.99027,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,10.28374,-0.19945,-0.92678,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,0.21292,0.50461,-0.92678,-0.20824,0.18932,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.42617,0.59035,-0.93502,-0.03632,-0.10438,0.0,-0.25066,1.36256,0.97895,0.44935,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,2.61918,1.45603,-0.39194,1.9965,-0.14112,-0.03914,-0.18612,-0.4733,0.05083,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,-0.44684,-0.48466,3.82217,-0.42325,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,1.56096,-0.13961,-0.14919,-0.2037,4.44542,0
peptide_nm_236,0.37811,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,0.37811,0.63514,-0.51323,0.05748,0.08645,0.0,-0.3358,-0.34174,1.50976,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.1111,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.1111,-0.5375,-0.1973,-0.43819,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.51925,-0.79962,-0.93502,-0.80969,-1.09453,0.0,-0.86186,-0.99062,-0.75799,0.10996,-0.92589,0.0055,-0.04782,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,0.48963,0.22053,0.47179,0.49589,-0.38607,1.89041,-0.29359,0.37685,0.49748,-0.73634,0.0,-0.44684,-0.48466,0.70187,-0.42325,0.2392,0.74967,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,1.793,-0.25203,-0.02979,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_237,-0.15746,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.15746,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.00061,-0.5644,-0.27274,-0.03632,-0.10438,0.0,-1.00077,-0.47292,-0.86885,-0.4557,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,1.0833,1.45603,2.13807,1.9965,-1.40263,-0.97399,-1.08643,-0.97808,-0.99773,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,1.56096,8.17931,-0.14919,-0.2037,-0.18655,0
peptide_nm_238,0.11421,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,1.53952,1.69208,-0.51852,-0.5091,0.11421,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,4.17019,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,0.59808,-0.61025,3.30227,-0.52199,0.68262,0.0,0.26625,-0.80433,0.80632,1.26833,0.59808,0.15913,3.38769,-0.87193,1.42726,0.0,1.34602,1.45622,1.89929,2.34137,0.0,5.94566,-0.26458,5.00075,-0.25081,-0.14124,-0.30196,0.0584,0.56041,-1.09453,0.0,0.43126,-1.69658,-1.79276,0.10996,1.02137,2.69568,-0.61669,0.96179,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,0.48963,-0.08164,0.93926,0.08758,0.18191,0.79163,0.55115,2.27919,1.00542,3.12077,0.0,2.55714,2.35686,2.85911,-0.42325,1.34574,2.36158,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.89475,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_239,0.42209,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,0.34312,-0.57968,-0.51852,-0.5091,0.42209,0.68204,0.84082,0.72903,0.78191,0.0,2.45038,-0.34174,-0.32283,1.31509,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.10055,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.38009,-0.80433,-0.85519,-0.71736,-1.10055,-1.01644,-0.17621,-0.42012,-0.4894,0.0,-0.54307,-0.49359,-0.52744,0.5293,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.67713,-0.43116,-0.14028,0.1427,-0.8147,0.0,0.09555,-0.22819,-0.71487,0.68545,-0.92589,0.03197,-0.02507,-0.03317,-0.61326,0.0,0.49258,-0.4388,-0.39194,-0.39872,0.88677,0.5721,0.80421,1.16726,0.25599,1.98808,0.93494,-0.19385,0.55191,0.60526,0.0,0.82408,0.65195,0.75243,2.05997,0.29384,-0.35851,-0.37466,0.40994,-0.39275,0.0,1.54434,-0.33045,1.87888,1.79928,0.71498,-0.13961,3.87,-0.2037,-0.18655,0
peptide_nm_240,-0.80945,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.80945,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,0.52932,-0.08316,0.23277,0.45453,-0.16374,0.0,0.46631,0.23123,0.87022,1.82433,0.52932,0.36905,0.79853,0.79629,-0.52168,0.0,1.68336,0.95072,-0.52744,0.45199,0.0,-0.21618,1.40951,-0.29822,2.37985,0.19138,0.50786,0.16878,0.33549,-0.06478,0.0,0.3923,0.68275,0.19719,0.99238,0.28275,-0.68269,-0.06889,1.57407,0.59783,0.0,0.42506,-0.4388,-0.39194,-0.39872,0.36638,-0.37302,0.41408,0.14798,-0.15888,0.52641,1.36572,0.90528,-0.80863,0.49794,0.0,0.7333,0.56776,0.6552,0.71903,0.54445,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,1.71373,-0.25203,0.61579,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_241,3.72488,5.31474,2.55789,2.57211,5.24591,0.0,3.56707,1.74558,-0.398,-0.3016,0.0,0.55202,3.96383,4.78038,3.5766,3.72488,4.11938,2.8719,1.88453,3.71212,0.0,-0.3358,1.91422,2.08848,-0.34322,0.0,-0.22455,-0.2196,3.67048,-0.19945,-0.67086,-0.61025,-0.46484,-0.52199,-0.00885,0.0,0.3196,-0.33832,-0.85519,-0.71736,-0.67086,-1.01644,-0.03914,0.26948,0.13828,0.0,0.44646,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.5797,-0.70187,-0.43831,-0.31899,-0.73698,0.0,0.53518,0.13891,0.24955,-0.05345,-0.39482,-0.68269,-0.61669,-0.63015,-0.61326,0.0,0.71761,-0.4388,-0.39194,1.33116,0.81456,0.69538,0.93926,0.37687,1.12853,-0.74667,-0.12766,-0.03928,0.05066,-0.73634,0.0,-0.44684,-0.48466,1.08506,-0.42325,-0.76675,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.15932,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_242,-0.4136,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,0.51233,-0.4136,0.02539,0.13776,0.05748,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-1.1111,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.44586,-0.85519,-0.71736,-1.1111,-0.5375,-0.72451,-0.43819,-0.50621,0.0,-0.54307,0.25634,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.28939,0.22682,0.59332,0.09257,-0.02187,0.0,1.3607,0.42129,0.79417,1.09043,-0.09135,2.07006,-0.04782,0.51605,0.6483,0.0,-0.45258,-0.4388,-0.39194,-0.39872,1.25554,1.05151,1.51061,1.62661,1.31785,2.54968,0.28717,2.16029,1.80359,1.19221,0.0,-0.44684,-0.48466,-0.51158,-0.42325,1.34574,-0.35851,1.23989,1.15024,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_243,0.83261,0.8544,0.8641,1.97958,0.79593,0.0,-0.37377,1.32787,-0.398,1.16074,0.0,0.34312,0.32902,0.53022,1.62257,0.83261,0.04885,0.84082,1.37475,0.78191,0.0,-0.3358,1.46303,-0.32283,-0.34322,0.0,2.9588,2.53499,-0.18725,-0.19945,-0.21431,-0.61025,0.28858,-0.52199,-0.56203,0.0,-0.38009,-0.05872,-0.23213,-0.02668,-0.21431,-0.02173,-0.17621,0.03169,-0.4894,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.40919,-0.43116,-0.53765,-0.48387,-0.53488,0.0,0.55716,-0.22819,-0.71487,0.68545,-0.49317,-0.68269,-0.61669,0.5638,0.04494,0.0,-0.45258,-0.4388,1.0839,-0.39872,0.35725,-0.29083,0.53412,0.57834,0.25599,-0.06298,-0.87435,0.42441,-0.80863,-0.06554,0.0,0.82408,0.65195,-0.51158,-0.42325,-0.47117,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,1.87888,-0.25203,-0.00411,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_244,0.19818,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,2.6277,2.99292,0.19818,1.06196,1.3674,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,0.77936,-0.61025,1.628,-0.52199,-0.56203,0.0,0.37828,-0.80433,-0.85519,1.55201,0.77936,1.5698,2.32157,1.83892,0.4329,0.0,1.53493,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-0.5797,-0.21798,-0.93502,-0.17059,-0.17511,0.0,-1.75088,-0.67687,-0.17593,-1.36075,0.13625,-0.68269,-0.61669,1.16078,1.54941,0.0,-0.45258,-0.4388,-0.39194,-0.39872,1.46443,2.29797,1.91459,1.16726,1.39899,-0.74667,0.6937,-0.8121,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.29731,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_245,0.89577,-0.27412,-0.26509,-0.27205,2.4797,0.0,6.5227,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,1.99846,-0.5091,0.89577,2.15949,1.02547,0.98732,1.15282,0.0,-0.3358,-0.34174,4.25865,-0.34322,0.0,-0.22455,6.04082,-0.18725,-0.19945,0.44469,-0.61025,-0.46484,-0.52199,0.54432,0.0,0.17289,0.04295,0.64017,-0.71736,0.44469,0.06116,0.52162,0.21241,0.13828,0.0,-0.54307,1.27897,-0.52744,-0.43713,0.0,5.43217,3.84455,-0.29822,-0.25081,-0.88325,-1.14177,-0.03191,-1.11044,-1.09453,0.0,-1.75088,-0.86227,-0.49929,-0.05345,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,1.59526,-0.4388,-0.39194,3.06104,0.76457,1.05151,0.75511,0.63723,-0.00742,0.6733,-0.87435,0.59303,0.82401,-0.73634,0.0,2.30681,4.68175,-0.51158,-0.42325,-0.44175,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,2.26378,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_246,0.94064,-0.27412,1.39549,-0.27205,-0.2865,0.0,-0.37377,-0.34299,1.94796,-0.3016,0.0,0.73306,0.75665,1.05459,-0.5091,0.94064,-0.58435,0.4824,0.40617,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,4.26339,-0.55637,-0.61025,-0.46484,-0.52199,0.10178,0.0,-0.85407,-0.80433,1.01401,-0.71736,-0.55637,-0.29804,0.08181,-0.87193,-0.2742,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,3.54939,-0.26458,-0.29822,-0.25081,0.49337,-0.11533,0.81808,-0.64051,0.62173,0.0,0.91619,-0.61688,1.4409,-0.57637,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,1.23311,-0.39194,-0.39872,-0.8272,-1.02593,-0.29204,-1.04118,-1.06764,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,1.38893,-0.48466,-0.51158,1.48055,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.29866,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_247,-0.80945,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,-0.57968,-0.51852,-0.5091,-0.80945,-0.58435,-0.51323,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.16886,-0.61025,1.24748,-0.52199,-0.56203,0.0,-0.85407,0.04295,0.64017,2.81276,-0.16886,0.06116,0.52162,0.21241,-0.89291,0.0,-0.54307,-0.49359,-0.52744,2.03264,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.22976,0.39789,-0.03191,-1.11044,-0.37942,0.0,0.24942,-0.02796,-0.49929,-0.05345,-0.02716,0.86573,0.7279,-0.63015,-0.61326,0.0,-0.45258,-0.4388,3.15007,3.06104,-0.3352,-0.19495,-0.47258,-0.06947,-0.00742,-0.74667,-0.87435,-0.8121,0.82401,0.97793,0.0,-0.44684,2.09854,-0.51158,-0.42325,-0.44175,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,4.88472,-0.25203,0.77029,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_248,0.89577,-0.27412,-0.26509,-0.27205,-0.2865,0.0,3.07446,-0.34299,3.35553,-0.3016,0.0,1.36671,1.48555,-0.51852,-0.5091,0.89577,0.78757,-0.51323,0.98732,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.16886,-0.61025,1.24748,-0.52199,-0.56203,0.0,0.17289,0.04295,-0.85519,2.81276,-0.16886,-1.01644,0.52162,0.21241,-0.89291,0.0,-0.54307,-0.49359,1.65662,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.78626,0.39789,1.77431,1.1452,0.33568,0.0,1.24957,-0.86227,-0.49929,-0.05345,-0.92589,0.86573,-0.61669,-0.63015,1.06882,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.3352,-0.81818,-0.47258,-0.06947,-0.76472,0.6733,-0.87435,-0.8121,0.82401,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.44175,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_249,0.70199,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,-0.53423,1.69208,-0.51852,0.8528,0.70199,0.19961,-0.51323,1.06888,-0.55338,0.0,-0.3358,-0.34174,2.08848,-0.34322,0.0,3.71674,-0.2196,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.07799,-0.26197,0.0584,-0.31899,-0.73698,0.0,-0.03634,-0.31997,-0.43122,0.60019,-0.92589,0.20212,0.12283,-0.63015,0.22778,0.0,-0.45258,0.98232,1.47228,-0.39872,-0.8101,-0.72915,-0.4112,-0.36703,-0.76472,0.93147,-0.87435,-0.03928,0.90994,0.1208,0.0,1.12667,-0.48466,-0.51158,-0.42325,-0.29731,-0.35851,-0.37466,-0.39474,0.70575,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.15932,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_250,-0.34762,-0.27412,-0.26509,-0.27205,-0.2865,0.0,1.42531,1.55571,-0.398,-0.3016,0.0,-0.53423,-0.57968,0.68004,-0.5091,-0.34762,0.13144,0.25612,-0.56241,-0.55338,0.0,-0.3358,-0.34174,1.85883,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.0666,0.03142,-0.46484,-0.52199,-0.56203,0.0,0.21754,-0.38069,-0.14312,0.07692,-0.0666,-0.45421,0.52162,-0.87193,-0.89291,0.0,0.36041,1.27897,-0.52744,-0.43713,0.0,-0.21618,-0.26458,1.97277,-0.25081,-0.44268,-1.14177,0.41965,-1.11044,-0.12914,0.0,-0.18543,-0.86227,1.28692,-0.77247,-0.43908,-0.68269,-0.61669,-0.63015,0.14367,0.0,-0.45258,0.85313,-0.39194,1.15817,-0.40394,-0.46592,0.14126,-1.14634,-0.84045,0.02248,-0.19259,0.59303,-0.03118,-0.73634,0.0,0.98985,-0.48466,2.37758,-0.42325,-0.37555,-0.35851,-0.37466,-0.39474,-0.39275,0.0,1.77974,-0.33045,-0.26815,-0.25203,0.89475,-0.13961,-0.14919,-0.2037,2.82423,0
peptide_nm_251,0.89577,-0.27412,-0.26509,-0.27205,-0.2865,0.0,-0.37377,3.45441,-0.398,-0.3016,0.0,-0.53423,1.48555,1.99846,2.2147,0.89577,2.15949,1.02547,-0.56241,-0.55338,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.78241,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-0.78241,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.22976,1.16772,0.8712,0.39332,-0.37942,0.0,-0.75073,-0.02796,0.79417,2.56114,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.3352,0.42828,-0.47258,-1.48287,-1.52202,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_252,2.88519,2.39329,2.55789,5.73229,2.82548,0.0,-0.37377,-0.34299,-0.398,-0.3016,0.0,1.53952,1.69208,-0.51852,-0.5091,2.88519,2.40893,1.17934,4.60336,3.28557,0.0,-0.3358,-0.34174,-0.32283,-0.34322,0.0,7.29974,6.66687,-0.18725,-0.19945,-1.39597,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,-0.80433,-0.85519,-0.71736,-1.39597,-1.01644,-0.72451,-0.87193,-0.89291,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,-1.347,-0.30196,-0.93502,-1.11044,-1.09453,0.0,-0.65981,0.13891,-0.35557,0.10996,-0.92589,-0.68269,-0.61669,-0.63015,-0.61326,0.0,-0.45258,-0.4388,3.54363,3.49351,1.68105,1.95803,0.93926,1.65802,1.03387,-0.74667,-0.87435,-0.8121,-0.80863,-0.73634,0.0,2.55714,2.35686,-0.51158,-0.42325,-1.23619,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,0.89475,-0.13961,-0.14919,-0.2037,-0.18655,0
peptide_nm_253,1.74838,-0.27412,-0.26509,2.42991,-0.2865,0.0,-0.37377,-0.34299,-0.398,3.43548,0.0,5.16858,-0.57968,1.99846,2.2147,1.74838,-0.58435,-0.51323,0.98732,1.15282,0.0,-0.3358,-0.34174,4.25865,-0.34322,0.0,-0.22455,-0.2196,-0.18725,-0.19945,-0.78241,-0.61025,-0.46484,-0.52199,-0.56203,0.0,-0.85407,0.04295,-0.85519,-0.71736,-0.78241,0.06116,-0.72451,-0.87193,0.13828,0.0,-0.54307,-0.49359,-0.52744,-0.43713,0.0,-0.21618,-0.26458,-0.29822,-0.25081,0.78626,-1.14177,1.77431,0.39332,0.33568,0.0,0.24942,-0.02796,0.79417,-0.05345,-0.02716,-0.68269,0.7279,-0.63015,1.06882,0.0,-0.45258,-0.4388,-0.39194,-0.39872,-0.88509,-0.81818,-1.08643,-0.77617,-0.00742,-0.74667,-0.87435,-0.8121,0.82401,-0.73634,0.0,-0.44684,-0.48466,-0.51158,-0.42325,-0.44175,-0.35851,-0.37466,-0.39474,-0.39275,0.0,-0.26043,-0.33045,-0.26815,-0.25203,-0.7232,-0.13961,-0.14919,-0.2037,-0.18655,0
