,SEP_A,SEP_C,SEP_D,SEP_E,SEP_F,SEP_G,SEP_H,SEP_I,SEP_K,SEP_L,SEP_M,SEP_N,SEP_P,SEP_Q,SEP_R,SEP_S,SEP_T,SEP_V,SEP_W,SEP_Y,y
peptide_nm_115,-0.66216,0.51032,-0.7311,0.80409,-0.37301,-0.752,0.57191,-0.9274,1.45213,-0.12653,0.53568,-0.94467,-1.43617,0.65443,-0.35213,-1.06983,0.89747,-0.92613,0.65087,-1.14367,0
peptide_nm_116,1.28659,0.51032,0.77128,-1.03938,-0.75426,-0.4017,-1.84568,1.18466,-0.06925,-1.0671,0.53568,-1.39891,-1.92475,0.65443,-0.69944,1.06474,0.89747,-0.56818,0.65087,0.65328,0
peptide_nm_117,-0.99835,-1.31439,0.77128,-2.53356,-0.67301,1.34979,0.57191,-0.49511,1.45213,0.32444,-2.10924,0.72336,0.85284,-1.36888,-1.3599,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_118,-1.26046,0.51032,-1.33473,-1.22696,1.02697,1.34979,0.57191,-0.75448,-0.93404,2.07674,0.53568,0.72336,-1.24876,0.65443,-0.86456,1.06474,0.89747,-1.58552,0.65087,0.65328,0
peptide_nm_119,1.28659,0.51032,-1.23412,0.80409,-1.66675,-1.29896,0.57191,1.18466,1.45213,2.07674,0.53568,0.72336,-2.03184,-1.56972,-1.53071,-1.62531,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_120,-0.50261,0.51032,0.77128,-1.22696,-0.93551,0.10223,0.57191,-0.06899,-0.93404,0.76896,0.53568,-2.1957,0.85284,-0.85561,-0.86456,-0.20227,-1.21521,1.22158,0.65087,0.65328,0
peptide_nm_121,-0.71914,0.51032,0.77128,-0.69656,-0.42301,1.34979,0.57191,-0.24808,1.45213,0.58213,0.53568,-1.00424,-0.69994,-1.07133,-0.39768,-0.38327,-1.47089,-1.48504,0.65087,-2.17049,0
peptide_nm_122,-1.31744,-0.70391,-1.14022,-1.03938,-0.10427,1.34979,-1.84568,0.06688,1.45213,0.91069,0.53568,-2.36697,-1.05467,0.65443,-0.69944,1.06474,-0.32035,0.08492,0.65087,-0.79872,0
peptide_nm_123,-0.08095,0.51032,-0.83841,-0.7483,1.02697,-0.88106,-1.46396,-0.29749,1.45213,2.07674,0.53568,-1.06382,-0.75348,-2.04579,0.92323,-0.4332,-1.5449,1.22158,-1.07758,-2.25874,0
peptide_nm_124,1.28659,0.51032,0.77128,0.80409,1.02697,1.34979,-1.96444,-1.90315,-0.14399,-0.69989,0.53568,0.72336,-2.49366,0.65443,-0.77915,-0.80144,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_125,-0.8502,0.51032,0.77128,-0.81299,1.02697,-1.72301,-1.54878,1.18466,0.11759,0.46617,0.53568,0.72336,-0.82041,0.65443,-0.50017,1.06474,-0.7846,-1.13337,0.65087,-1.35224,0
peptide_nm_126,-1.26046,0.51032,-0.59025,-0.50898,1.02697,-1.05928,-1.15009,-0.06899,1.45213,0.05386,0.53568,-0.78829,-0.50584,-0.85561,-0.86456,-0.20227,0.89747,-0.7503,0.65087,-0.9752,0
peptide_nm_127,1.28659,0.51032,0.77128,-2.08725,-1.76675,-0.57993,0.57191,1.18466,-0.22406,2.07674,0.53568,0.72336,0.85284,-1.6813,-0.86456,1.06474,-2.11007,-0.7503,0.65087,0.65328,0
peptide_nm_128,-0.41714,0.51032,-2.58223,0.80409,1.02697,-0.48774,0.57191,1.18466,-0.14399,-0.69989,0.53568,0.72336,0.85284,-1.56972,-0.77915,1.06474,0.89747,1.22158,-2.45313,0.65328,0
peptide_nm_129,-0.26329,-1.31439,-1.91824,0.80409,1.02697,-0.32181,0.57191,1.18466,1.45213,2.07674,0.53568,-1.30211,-0.96766,-1.36888,0.92323,-2.15583,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_130,-0.50261,0.51032,-2.22676,-2.08725,1.02697,1.34979,0.57191,1.18466,1.45213,0.05386,-2.51765,0.72336,0.85284,-1.6813,0.92323,-0.89507,-2.11007,1.22158,0.65087,0.65328,0
peptide_nm_131,1.28659,0.51032,-0.78475,-0.69656,1.02697,1.34979,0.57191,-1.79199,0.21367,0.58213,-2.88716,-1.00424,-1.5031,-1.07133,-0.39768,-1.13224,0.89747,-0.23535,0.65087,0.65328,0
peptide_nm_132,-1.16929,-1.04605,0.77128,-0.69656,1.02697,1.34979,0.57191,-0.98916,1.45213,-0.69989,0.53568,0.72336,-0.69994,-2.93099,-0.39768,-0.38327,-0.66349,1.22158,0.65087,0.65328,0
peptide_nm_133,-0.08095,0.51032,-1.66337,-0.7483,-0.47301,1.34979,-1.46396,1.18466,1.45213,-0.26181,-2.99412,0.72336,-0.75348,-2.04579,-0.44323,-0.4332,-0.71732,-0.28559,0.65087,0.65328,0
peptide_nm_134,-0.50261,0.51032,0.77128,0.80409,-0.93551,-0.57993,0.57191,1.18466,1.45213,-1.21528,0.53568,0.72336,-1.24876,0.65443,0.92323,1.06474,0.89747,-1.98743,0.65087,-1.86565,0
peptide_nm_135,-0.66216,0.51032,-2.04567,-1.40807,-0.37301,-0.02682,0.57191,1.18466,1.45213,0.63367,-2.78992,-1.82337,0.85284,0.65443,-0.35213,1.06474,-0.60967,-0.18511,-1.81217,0.65328,0
peptide_nm_136,-0.26329,0.51032,-2.42126,0.80409,-0.67301,-0.32181,0.57191,-0.49511,1.45213,2.07674,-2.10924,0.72336,0.85284,0.65443,-1.3599,-0.63293,0.89747,-1.29664,0.65087,-1.52873,0
peptide_nm_137,-0.29748,0.51032,-0.40916,-0.9941,-0.71051,0.26816,-0.92106,-0.53216,-0.03188,-0.19095,-2.16759,-1.89783,-0.32513,-0.65477,-0.07884,-0.03375,-0.97299,1.22158,0.65087,0.65328,0
peptide_nm_138,1.28659,0.51032,-1.14022,-2.35245,-0.75426,1.34979,0.57191,-0.57539,-0.06925,2.07674,0.53568,-1.39891,-1.05467,-1.46558,0.92323,-0.71407,-1.89477,1.22158,0.65087,0.65328,0
peptide_nm_139,-1.38012,0.51032,-0.40916,-0.9941,-0.42301,0.26816,-0.33575,-0.24808,-0.42691,0.02809,0.53568,-0.58723,-0.32513,-1.41351,0.31402,-0.67038,0.17754,0.11632,0.65087,-0.20509,0
peptide_nm_140,-0.08095,0.51032,0.77128,-0.7483,-0.47301,1.34979,0.57191,-0.29749,-0.48563,-0.77076,0.53568,0.72336,0.85284,0.65443,-0.44323,-0.4332,-2.40612,-1.05801,0.65087,0.65328,0
peptide_nm_141,-1.4428,0.51032,-0.55001,-0.47017,1.02697,-1.59395,0.57191,1.18466,1.45213,0.80761,0.53568,0.72336,-1.19522,0.65443,-0.81901,1.06474,0.89747,-1.95603,0.65087,0.65328,0
peptide_nm_142,1.28659,0.51032,-1.14022,0.80409,1.02697,-0.4017,0.57191,-1.37822,-0.06925,0.24069,0.53568,-2.36697,0.85284,-2.4326,0.92323,1.06474,-1.89477,-0.56818,0.65087,0.65328,0
peptide_nm_143,-0.8502,0.51032,-2.267,0.80409,1.02697,-0.18661,-2.60913,-0.35924,-0.54969,0.46617,0.53568,0.72336,0.85284,-1.20523,-0.50017,1.06474,0.89747,-0.34839,0.65087,-1.35224,0
peptide_nm_144,1.28659,0.51032,0.77128,0.80409,-0.84176,1.34979,0.57191,1.18466,1.45213,-1.14441,-2.37179,0.72336,-1.14837,0.65443,0.92323,-2.05597,-1.11429,-1.48504,0.65087,0.65328,0
peptide_nm_145,-0.64507,0.51032,-1.87129,-1.38867,-0.02302,0.31733,-0.8532,-0.90887,0.55532,0.36309,0.53568,0.72336,-0.27159,-1.32425,0.92323,-1.39438,-0.23288,-0.44886,0.65087,0.65328,0
peptide_nm_146,-0.99835,0.51032,-1.91824,-2.27483,1.02697,-0.32181,0.57191,-0.49511,1.45213,-0.50662,0.53568,0.72336,0.85284,-2.32846,0.92323,1.06474,0.89747,-0.48654,0.65087,0.65328,0
peptide_nm_147,1.28659,0.51032,0.77128,0.80409,1.02697,-0.88106,-1.46396,-0.29749,1.45213,0.53059,0.53568,-1.06382,-0.75348,-2.63345,-0.44323,-0.4332,0.89747,-1.55412,-1.07758,-1.27202,0
peptide_nm_148,1.28659,0.51032,-0.90548,-1.62153,-0.53551,-0.18661,0.57191,-1.61289,1.45213,2.07674,-1.89532,0.72336,-0.82041,-1.20523,-0.50017,-0.49562,0.89747,-0.34839,0.65087,-2.355,0
peptide_nm_149,-1.07812,0.51032,-1.14022,-0.36667,-0.10427,-0.4017,0.57191,1.18466,0.48592,-0.23605,-1.22436,0.72336,-0.35859,-1.46558,-1.43961,-0.06496,0.89747,-1.03289,0.65087,0.65328,0
peptide_nm_150,-0.71914,0.51032,-1.58959,-0.69656,1.02697,-0.81346,-1.39609,1.18466,0.21367,-0.19095,-1.72028,0.72336,-0.69994,0.65443,-0.39768,-0.38327,-2.00242,1.22158,0.65087,0.65328,0
peptide_nm_151,1.28659,-1.31439,-1.05303,0.80409,1.02697,-0.32181,0.57191,1.18466,1.45213,-0.50662,-2.10924,-1.30211,-0.96766,0.65443,0.92323,-1.43807,-2.30519,-0.48654,0.65087,0.65328,0
peptide_nm_152,-0.13794,0.51032,0.77128,-0.81299,1.02697,-0.95481,0.57191,-0.35924,-0.54969,0.46617,0.53568,0.72336,0.85284,-1.20523,-0.50017,-1.27579,-2.15044,-0.34839,0.65087,0.65328,0
peptide_nm_153,-0.95846,0.51032,-1.5024,0.80409,1.02697,-0.73357,-0.8532,-0.90887,0.03217,-0.73855,0.53568,0.72336,0.85284,-0.59526,-1.0069,-0.59548,0.89747,0.16656,0.65087,-0.69443,0
peptide_nm_154,-0.03537,0.51032,-2.4615,0.80409,-0.42301,-0.07599,0.57191,-0.24808,-0.42691,-0.19095,0.53568,0.72336,0.85284,0.65443,-0.39768,-0.38327,-0.66349,-1.48504,0.65087,0.65328,0
peptide_nm_155,-0.41714,0.51032,-0.50976,-1.62153,-0.16677,0.17598,0.57191,1.18466,-0.14399,-0.33912,0.53568,0.72336,-0.42552,-2.55162,-1.21187,-0.12737,0.89747,-0.6561,0.65087,0.65328,0
peptide_nm_156,1.28659,0.51032,-1.58959,-0.69656,1.02697,-0.07599,0.57191,-1.79199,-0.42691,0.58213,0.53568,-2.48611,0.85284,0.65443,0.92323,-0.38327,-1.47089,-0.23535,0.65087,0.65328,0
peptide_nm_157,1.28659,-0.99238,-0.7311,-0.64481,1.02697,1.34979,0.57191,-1.73641,-0.37353,2.07674,0.53568,-1.82337,-0.64639,-2.4698,-0.35213,1.06474,-0.60967,1.22158,0.65087,-2.09027,0
peptide_nm_158,1.28659,0.51032,-1.01279,-2.39773,-0.02302,-0.73357,0.57191,1.18466,0.03217,-0.46153,0.53568,-1.25743,0.85284,-0.59526,-0.03329,-0.59548,-0.23288,-0.44886,0.65087,-0.69443,0
peptide_nm_159,-1.26046,0.51032,-0.2549,-0.78065,0.07073,0.40951,0.57191,0.23979,1.45213,0.49838,0.53568,0.72336,-1.90467,-2.09043,-0.4717,1.06474,-1.21521,-1.09569,0.65087,-0.5741,0
peptide_nm_160,-1.1351,0.51032,-0.93901,-0.84533,0.02698,-0.21734,-0.78533,-0.82859,-0.28812,0.43395,-1.94394,-1.17551,-0.85388,-0.53575,0.01226,1.06474,0.89747,0.2168,0.65087,-0.63025,0
peptide_nm_161,1.28659,0.51032,0.77128,-1.20756,1.02697,-0.95481,0.57191,1.18466,1.45213,2.07674,0.53568,0.72336,-0.82041,-1.20523,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_162,-0.41714,0.51032,0.77128,-0.43136,1.02697,-1.54478,-1.0483,-1.72405,-0.54969,-0.69989,-1.3216,0.72336,0.85284,0.65443,0.92323,-0.12737,-0.38763,1.22158,0.65087,0.65328,0
peptide_nm_163,-0.75903,0.51032,-1.63654,-1.51804,-0.10427,-1.20063,-1.84568,0.06688,0.48592,0.24069,0.53568,0.72336,-0.35859,0.65443,-0.10731,-0.06496,-1.02009,0.08492,0.65087,0.65328,0
peptide_nm_164,-1.4428,0.51032,0.77128,-0.47017,1.02697,-1.34812,-1.0992,-0.70508,0.40051,0.1054,0.53568,0.72336,-0.46568,-1.62179,-0.19841,-0.16482,-0.428,-0.01555,0.65087,0.65328,0
peptide_nm_165,-1.56246,0.51032,-2.11945,-1.12994,1.02697,1.34979,0.57191,-0.66185,1.45213,-0.69989,-2.37179,-1.50316,0.85284,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,-1.74532,0
peptide_nm_166,1.28659,-1.1668,-0.90548,-1.62153,-0.97301,-0.95481,0.57191,1.18466,0.11759,0.0152,0.53568,-2.38931,-0.19127,0.65443,0.92323,0.09108,-0.15214,-0.78798,0.65087,-0.59817,0
peptide_nm_167,-0.29748,-2.22674,0.77128,-0.9941,1.02697,-0.81346,-0.92106,-0.53216,-0.72585,2.07674,-1.17574,-1.89783,-1.5031,0.65443,0.92323,1.06474,0.89747,-0.52422,0.65087,0.65328,0
peptide_nm_168,-0.26329,-1.31439,-1.54264,0.80409,-0.04802,-0.77044,0.57191,-0.49511,0.53396,-0.14585,-1.13685,-0.55745,-0.96766,-1.36888,-0.05607,1.06474,0.89747,-0.48654,-0.58785,-0.72652,0
peptide_nm_169,-0.71914,0.51032,-0.78475,-1.47276,1.02697,-1.29896,0.57191,-0.24808,-0.42691,2.07674,-1.72028,-2.48611,0.85284,0.65443,-0.39768,-0.38327,0.89747,1.22158,-1.01996,0.65328,0
peptide_nm_170,1.28659,0.51032,0.77128,-1.22696,-1.76675,-0.57993,0.57191,-0.75448,1.45213,0.05386,0.53568,-1.61486,0.85284,-1.6813,-0.86456,-0.89507,-1.21521,1.22158,0.65087,0.65328,0
peptide_nm_171,-1.4257,-0.64354,-0.38233,-0.95529,1.02697,-1.11459,-0.88713,-0.49511,0.53396,-0.14585,0.53568,0.72336,-0.96766,-0.62501,0.92323,1.06474,-0.93262,0.14144,0.65087,-0.72652,0
peptide_nm_172,-1.65363,0.51032,-1.39509,-0.54779,1.02697,0.06536,0.57191,-0.81006,1.45213,-0.00412,-1.49663,-0.83297,0.85284,-1.74825,-0.9158,1.06474,0.89747,-0.09091,0.65087,0.65328,0
peptide_nm_173,-1.62514,0.51032,0.77128,-1.22696,1.02697,-0.57993,0.57191,1.18466,-0.93404,0.05386,0.53568,0.72336,0.85284,-1.6813,0.92323,1.06474,0.89747,-1.58552,0.65087,0.65328,0
peptide_nm_174,-1.07812,-0.70391,-0.44269,-0.36667,-0.10427,-0.4017,-1.84568,0.06688,0.48592,-0.23605,-1.22436,0.72336,-1.05467,-0.69196,-0.10731,-0.71407,0.89747,-0.56818,0.65087,0.65328,0
peptide_nm_175,-0.08095,0.51032,-1.66337,-0.7483,1.02697,-0.12515,0.57191,-1.84757,-0.48563,-0.26181,-1.79808,-1.06382,0.85284,0.65443,0.92323,1.06474,-0.71732,1.22158,0.65087,-1.27202,0
peptide_nm_176,-0.17782,0.51032,-0.95243,-1.67327,1.02697,0.13911,-1.60816,-0.03193,1.45213,-1.00912,-0.6312,0.72336,-0.86726,0.65443,-0.81901,-0.53931,-0.428,-0.01555,0.65087,-0.92707,0
peptide_nm_177,1.28659,-2.38104,-1.23412,0.80409,1.02697,1.34979,0.57191,1.18466,1.45213,-1.14441,0.53568,0.72336,-1.14837,-1.56972,0.92323,-1.62531,0.89747,-0.6561,0.65087,-1.74532,0
peptide_nm_178,-1.56246,0.51032,0.77128,-1.12994,1.02697,-0.48774,-1.96444,-0.66185,1.45213,0.15049,0.53568,0.72336,-1.14837,0.65443,0.92323,-0.80144,-1.11429,-0.6561,0.65087,0.65328,0
peptide_nm_179,1.28659,0.51032,-1.05303,-0.95529,1.02697,1.34979,0.57191,1.18466,-0.68848,2.07674,0.53568,-1.30211,0.85284,-2.32846,-1.3599,-1.43807,0.89747,-0.48654,-1.30804,-1.52873,0
peptide_nm_180,-0.71914,0.51032,-1.58959,-1.25283,-0.07302,-0.35869,-0.33575,-0.24808,0.51261,-0.19095,-0.50479,-0.58723,-0.32513,-0.65477,-0.07884,-0.03375,-1.24213,0.54963,-0.11973,-0.20509,0
peptide_nm_181,1.28659,-1.49552,0.77128,0.80409,1.02697,-1.29896,0.57191,-2.06371,1.45213,-0.69989,-2.37179,0.72336,-1.14837,0.65443,0.92323,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_182,1.28659,0.51032,0.77128,-2.12606,-0.53551,1.34979,0.57191,-0.35924,-0.54969,-0.33912,0.53568,-1.13828,-1.65703,0.65443,0.92323,-0.49562,0.89747,-1.62319,0.65087,0.65328,0
peptide_nm_183,-0.45703,0.51032,0.77128,0.80409,-0.20427,-1.59395,-1.0992,1.18466,0.40051,-0.75143,-1.37995,0.72336,-0.46568,-2.61113,-0.19841,1.06474,0.89747,-0.01555,0.65087,-0.92707,0
peptide_nm_184,-0.8502,-0.771,-0.50976,-1.62153,-0.84176,-0.48774,0.57191,1.18466,1.45213,-0.33912,0.53568,0.72336,-0.42552,0.65443,-0.16424,-0.12737,-1.62564,0.02213,-0.72469,-0.87894,0
peptide_nm_185,0.25523,-1.89803,-1.63654,-1.51804,1.02697,-0.4017,-0.96347,-0.57539,0.48592,2.07674,-1.22436,0.72336,0.85284,0.65443,-0.10731,-0.71407,-1.02009,-1.03289,0.65087,-0.79872,0
peptide_nm_186,-0.8502,0.51032,0.77128,0.80409,-1.31676,-0.18661,0.57191,1.18466,0.11759,2.07674,0.53568,0.72336,-0.82041,0.65443,-0.50017,-0.49562,-2.67525,1.22158,0.65087,-1.35224,0
peptide_nm_187,-0.78182,0.51032,-0.83841,0.80409,1.02697,-1.83977,0.57191,-0.29749,1.45213,-0.26181,0.53568,0.72336,-0.75348,-1.13084,-0.44323,1.06474,-0.71732,-1.05801,0.65087,0.65328,0
peptide_nm_188,-0.71914,0.51032,0.77128,-1.98375,-1.17301,-0.81346,0.57191,-0.98916,0.21367,-0.19095,0.53568,0.72336,-0.69994,0.65443,-0.39768,-0.38327,0.89747,-0.23535,0.65087,0.65328,0
peptide_nm_189,-0.94137,0.51032,-0.89206,-1.16875,0.53948,-0.35869,0.57191,-0.34689,0.30976,-0.32624,-1.54525,-0.25958,-0.32513,-0.93744,-0.48878,-0.03375,-0.28671,-0.33583,0.08912,-0.40564,0
peptide_nm_190,-0.99835,0.51032,-1.05303,0.80409,1.02697,-0.32181,0.57191,-0.49511,0.00015,-0.50662,0.53568,0.72336,0.85284,0.65443,-1.3599,-1.43807,0.89747,-1.29664,0.65087,0.65328,0
peptide_nm_191,0.30652,0.51032,-0.38233,-1.42748,-0.67301,1.34979,0.57191,-0.94593,0.00015,0.96867,0.53568,-0.55745,-1.45624,0.65443,-1.04106,-0.63293,-1.42379,-0.48654,0.65087,-0.72652,0
peptide_nm_192,-0.78182,0.51032,0.77128,0.80409,-0.47301,-0.88106,0.57191,1.18466,-1.31839,2.07674,0.53568,-1.06382,-0.75348,0.65443,-1.59334,-0.4332,-0.71732,1.22158,0.65087,0.65328,0
peptide_nm_193,1.28659,0.51032,-0.50976,-1.12994,1.02697,1.34979,0.57191,-1.47703,-0.54969,-0.69989,0.53568,-0.69893,-1.14837,0.65443,-1.21187,-0.12737,0.89747,0.02213,-0.72469,-0.87894,0
peptide_nm_194,0.09569,0.51032,-1.91824,-2.38479,1.02697,0.06536,0.57191,-0.10604,1.45213,-0.50662,-1.49663,-0.83297,0.85284,-1.74825,-0.26673,-0.23972,0.89747,1.22158,0.65087,-1.02334,0
peptide_nm_195,1.28659,0.51032,-0.40916,-1.83498,-0.07302,1.34979,0.57191,0.09775,-0.72585,0.28578,-1.17574,-2.31484,-0.32513,0.65443,-0.07884,-0.03375,-0.97299,-0.98893,0.65087,-0.75861,0
peptide_nm_196,1.28659,0.51032,0.77128,-2.31364,-1.9855,1.34979,-2.41403,-0.98916,1.45213,2.07674,0.53568,-1.89783,0.85284,0.65443,0.92323,1.06474,0.89747,-0.98893,0.65087,-2.17049,0
peptide_nm_197,1.28659,0.51032,-0.90548,-0.81299,-1.31676,1.34979,-1.54878,1.18466,-0.54969,-0.84162,0.53568,0.72336,0.85284,-1.20523,-1.21187,-0.49562,0.89747,-1.13337,0.65087,0.65328,0
peptide_nm_198,1.28659,0.51032,0.77128,-0.95529,-0.67301,-0.32181,0.57191,1.18466,-0.68848,-0.9898,0.53568,0.72336,-1.83105,-2.32846,0.92323,1.06474,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_199,-0.50261,-1.59614,-0.59025,-2.08725,-0.24177,1.34979,-1.15009,1.18466,1.45213,-1.05422,0.53568,-0.78829,0.85284,0.65443,-0.23257,-0.20227,-0.46837,-0.7503,0.65087,0.65328,0
peptide_nm_200,1.28659,0.51032,0.77128,-1.98375,1.02697,-0.48774,0.57191,-0.66185,1.45213,-1.14441,0.53568,0.72336,0.85284,0.65443,-0.77915,-1.62531,-2.00242,1.22158,0.65087,0.65328,0
peptide_nm_201,0.01022,0.51032,-0.7311,0.80409,1.02697,-0.752,0.57191,-0.9274,-0.37353,0.63367,-1.64249,-0.94467,0.85284,-1.01182,-1.46808,-0.33334,0.89747,-0.92613,0.65087,-1.14367,0
peptide_nm_202,-1.16929,0.51032,0.77128,0.80409,-0.84176,-1.29896,0.57191,1.18466,1.45213,-1.14441,0.53568,0.72336,-2.03184,-1.56972,0.92323,1.06474,0.89747,-0.6561,0.65087,0.65328,0
peptide_nm_203,-0.64507,0.51032,-1.01279,0.80409,-0.02302,-0.28494,0.57191,-1.98343,0.55532,0.99444,0.53568,-1.80103,-0.27159,0.65443,-0.03329,0.01618,-2.04279,1.22158,0.65087,0.65328,0
peptide_nm_204,-0.26329,0.51032,-1.91824,0.80409,1.02697,-0.32181,0.57191,1.18466,0.00015,-0.50662,0.53568,0.72336,0.85284,-1.36888,-1.3599,-1.43807,0.89747,-1.29664,0.65087,0.65328,0
peptide_nm_205,1.28659,0.51032,-1.66337,-1.54391,-0.47301,-0.12515,0.57191,1.18466,-0.90735,2.07674,-1.79808,0.72336,0.85284,0.65443,-1.14354,1.06474,-1.5449,1.22158,0.65087,-2.89248,0
peptide_nm_206,-0.33737,0.51032,-2.01213,-1.03938,-0.75426,1.34979,0.57191,-1.37822,-0.06925,0.24069,0.53568,0.72336,-1.05467,-1.46558,0.92323,1.06474,-1.02009,-0.56818,0.65087,0.65328,0
peptide_nm_207,0.19825,0.51032,0.77128,0.80409,1.02697,0.17598,-1.0483,-0.66185,0.43254,0.15049,0.53568,-2.78398,-1.14837,-0.76635,-0.77915,1.06474,-0.38763,-0.6561,-1.50249,-0.87894,0
peptide_nm_208,-0.26329,0.51032,0.77128,-0.95529,-0.67301,-0.32181,0.57191,1.18466,0.00015,2.07674,0.53568,0.72336,-1.83105,-2.32846,0.92323,1.06474,-2.30519,-1.29664,0.65087,0.65328,0
peptide_nm_209,-0.08095,-1.09972,-0.83841,-0.7483,1.02697,1.34979,0.57191,-0.29749,-0.90735,0.53059,-2.99412,0.72336,-1.57672,-1.13084,-0.44323,1.06474,0.89747,1.22158,0.65087,-2.25874,0
peptide_nm_210,-0.75903,0.51032,-0.44269,-0.36667,1.02697,-0.4017,0.57191,0.06688,0.48592,-0.59681,-1.22436,0.72336,-1.05467,0.65443,-0.10731,-0.71407,-0.32035,-1.38456,-1.40166,0.65328,0
peptide_nm_211,-0.75903,-0.70391,-0.44269,-1.51804,1.02697,-0.4017,-0.96347,-1.37822,-0.76322,0.91069,-1.22436,-0.62447,0.85284,0.65443,0.92323,-0.06496,0.89747,-0.56818,0.65087,-0.79872,0
peptide_nm_212,-0.2291,0.51032,0.77128,-0.28258,-1.43551,1.34979,0.57191,0.14716,0.03217,0.36309,0.53568,-2.53079,-0.27159,-1.32425,-1.0069,0.01618,-0.89226,0.16656,0.65087,-1.48059,0
peptide_nm_213,-0.21201,-0.43557,-0.48294,-0.40548,-0.14177,-0.62909,-0.14064,-0.63097,-0.62976,0.1827,-0.8354,-0.3266,-0.39875,-0.39442,0.12044,-1.10103,-0.05122,-0.6247,0.65087,-0.02058,0
peptide_nm_214,-0.99835,0.51032,0.77128,-2.53356,-1.47925,1.34979,0.57191,1.18466,1.45213,-0.50662,0.53568,-2.26272,0.85284,0.65443,-1.3599,1.06474,0.89747,1.22158,0.65087,0.65328,0
peptide_nm_215,-0.41714,0.51032,-1.23412,-1.12994,1.02697,1.34979,0.57191,-0.66185,1.45213,-1.14441,0.53568,0.72336,0.85284,-1.56972,0.92323,-2.05597,0.89747,1.22158,0.65087,-1.74532,0
peptide_nm_216,-1.10661,0.51032,-2.04567,0.80409,1.02697,1.34979,0.57191,-0.19868,0.25638,-0.97047,0.53568,-1.82337,0.85284,0.65443,-0.35213,-1.06983,-0.60967,-0.18511,0.65087,0.65328,0
peptide_nm_217,0.37489,0.51032,-0.93901,-0.23084,1.02697,-0.21734,0.57191,-0.39012,-0.8166,-0.37778,0.53568,-1.17551,-0.85388,-1.24242,-0.52863,1.06474,0.89747,-0.82565,0.65087,-1.96192,0
peptide_nm_218,1.28659,0.51032,-1.14022,-1.03938,1.02697,1.34979,0.57191,-0.57539,1.45213,2.07674,-2.23565,-2.91057,-1.05467,-2.4326,-0.69944,-0.71407,-1.02009,1.22158,0.65087,0.65328,0
peptide_nm_219,1.28659,0.51032,-2.04567,-0.64481,1.02697,-0.02682,-1.32823,1.18466,-0.37353,-0.62903,0.53568,0.72336,-0.64639,-1.01182,-0.35213,-1.88745,-0.60967,1.22158,0.65087,0.65328,0
peptide_nm_220,-0.45703,0.51032,-2.1731,0.80409,1.02697,-0.53076,-1.0992,-0.03193,0.40051,-0.39066,-1.37995,0.72336,-0.46568,-0.81098,-0.81901,1.06474,-1.16139,-0.01555,0.65087,-0.92707,0
peptide_nm_221,-0.99835,-1.31439,0.77128,-2.53356,-0.67301,1.34979,-1.73541,1.18466,0.00015,2.07674,-2.10924,0.72336,0.85284,0.65443,0.92323,-0.63293,0.89747,-0.48654,0.65087,-1.52873,0
peptide_nm_222,-0.50261,0.51032,0.77128,-0.50898,1.02697,1.34979,0.57191,1.18466,-1.38245,2.07674,0.53568,0.72336,-0.50584,-0.85561,0.92323,-1.72517,-1.21521,-1.24012,0.65087,0.65328,0
peptide_nm_223,-0.03537,0.51032,0.77128,-0.69656,-1.66675,-0.07599,0.57191,-0.98916,-0.42691,-0.19095,-1.72028,0.72336,0.85284,-1.07133,-0.39768,-1.13224,0.89747,1.22158,0.65087,-1.20784,0
peptide_nm_224,1.28659,0.51032,0.77128,0.80409,1.02697,-1.63697,-1.15009,1.18466,1.45213,2.07674,-2.51765,-1.61486,-0.50584,-2.96075,0.92323,-1.72517,0.89747,1.22158,0.65087,-1.86565,0
peptide_nm_225,0.19825,0.51032,-0.50976,-0.43136,-0.16677,0.17598,-2.60913,0.00512,0.43254,0.84626,0.53568,0.72336,-1.14837,0.65443,-0.77915,-1.87497,-0.38763,-1.13337,0.65087,0.65328,0
peptide_nm_226,1.28659,-1.4016,0.77128,-1.88026,-1.56675,-0.4017,0.57191,-0.57539,1.45213,-1.0671,0.53568,-1.39891,0.85284,0.65443,0.92323,-0.71407,-1.02009,1.22158,0.65087,0.65328,0
peptide_nm_227,-0.99835,0.51032,0.77128,-0.95529,1.02697,1.34979,0.57191,-0.49511,0.00015,-0.50662,-3.36364,0.72336,0.85284,0.65443,-0.62543,-0.63293,0.89747,-0.48654,-1.30804,-1.52873,0
peptide_nm_228,-0.71914,-1.04605,-1.58959,0.80409,1.02697,-0.81346,0.57191,-1.47703,0.21367,2.07674,-1.72028,-1.00424,-0.69994,0.65443,-1.08091,1.06474,0.89747,-0.23535,0.65087,-1.20784,0
