,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_nm_115,0.83791,1.60072,0.63572,0.54888,-0.41977,-0.56496,-0.68558,-0.09236,-0.51434,0.31467,-0.21213,-1.07641,-0.4832,0.37076,0.36009,0.69893,-0.77851,-0.57674,0.8031,0.07536,0
peptide_nm_116,-1.08917,0.33471,0.07444,-0.68066,-0.41977,-0.56496,0.04715,0.66365,0.33504,-1.01927,-0.80411,0.56541,-0.4832,0.57495,-0.20987,-0.93464,-0.77851,-0.57674,-0.56951,0.03578,0
peptide_nm_117,-0.3456,0.31373,-0.63213,-0.68066,1.19884,0.28706,-0.28767,-1.1224,-0.51434,-0.04635,0.29807,-1.07641,0.29443,0.7005,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_118,-0.38183,0.48719,-0.63213,0.16834,-0.41977,-0.56496,0.11025,-1.1224,-0.51434,-0.32324,-1.28942,-0.18374,-0.4832,-0.83024,-0.07296,-0.93464,-0.77851,-0.57674,-0.56951,-0.25232,0
peptide_nm_119,-1.08917,-0.35215,-0.63213,0.70412,-0.41977,0.16113,-0.68558,-0.50663,-0.51434,-1.01927,-1.28942,-1.07641,-0.4832,-0.20755,-0.04782,-0.2429,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_120,0.2082,0.22839,0.20607,-0.68066,-0.41977,1.65753,1.32587,0.78939,-0.51434,0.54566,2.27487,-0.06296,-0.4832,0.46207,-0.73372,0.69454,0.20382,-0.57674,-0.56951,-1.05964,0
peptide_nm_121,0.18922,0.80894,0.53389,-0.68066,-0.41977,0.96091,0.52361,-1.1224,-0.51434,0.92657,0.53805,-1.07641,-0.4832,0.19194,0.48442,0.27628,0.61086,-0.57674,0.44281,0.23682,0
peptide_nm_122,0.42386,0.77117,1.01942,2.23178,1.96597,-0.56496,0.8082,-1.1224,0.75627,1.67003,1.1247,-1.07641,-0.4832,0.892,0.97614,-0.93464,1.60676,-0.57674,1.06929,1.94169,0
peptide_nm_123,0.20993,-0.78441,0.36129,0.41837,-0.41977,0.41433,0.66269,0.86192,0.5422,0.15099,-1.28942,-1.07641,-0.4832,-0.83024,1.12282,0.78521,0.5186,0.58451,0.58128,-1.05964,0
peptide_nm_124,-1.08917,0.06612,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-1.1224,0.64855,-0.57564,-0.67611,-0.12773,-0.4832,-0.83024,-0.27273,0.10078,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_125,-0.19205,0.55294,-0.63213,-0.68066,-0.41977,-0.56496,0.25576,0.16717,0.49525,-1.01927,0.89893,0.81571,-0.4832,-0.83024,0.98592,-0.93464,0.28116,-0.57674,0.58128,-0.10985,0
peptide_nm_126,1.00009,0.50817,0.7512,2.07379,-0.41977,0.78139,0.63178,0.98121,2.00341,0.54566,-0.12147,-1.07641,-0.4832,-0.83024,0.92306,0.93292,-0.77851,-0.57674,1.2938,0.25265,0
peptide_nm_127,-1.08917,0.08011,-0.63213,-0.68066,-0.41977,0.14104,-0.00308,-0.38896,-0.51434,-1.01927,-1.28942,-0.2485,-0.4832,-0.18345,-0.73372,-0.93464,-0.22222,-0.57674,-0.56951,0.37929,0
peptide_nm_128,-0.21275,0.39346,-0.63213,-0.22731,-0.41977,0.11558,-0.68558,0.01887,-0.51434,-1.01927,-0.61034,-0.12773,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,0.25871,-0.56951,-1.05964,0
peptide_nm_129,0.10641,-0.78441,0.86669,0.08042,0.66295,0.82292,-0.68558,0.31708,-0.51434,-1.01927,-1.28942,-1.07641,-0.4832,-0.83024,0.3545,-0.21657,-0.77851,-0.57674,0.28551,0.1735,0
peptide_nm_130,-0.27314,-0.78441,-0.63213,0.2123,-0.41977,0.43308,-0.00308,-1.1224,-0.51434,-1.01927,-0.48057,-1.07641,0.19194,-0.83024,-0.73372,-0.03084,-0.16794,-0.57674,-0.56951,-1.05964,0
peptide_nm_131,-1.08917,0.80894,0.9474,1.0668,-0.41977,0.60322,1.38253,-1.1224,-0.51434,-0.44868,0.14341,0.44989,0.49684,-0.83024,0.13798,0.09786,-0.77851,-0.57674,-0.56951,1.48263,0
peptide_nm_132,-0.45256,0.37388,-0.63213,-0.68066,1.81129,0.56035,0.43733,-1.1224,-0.51434,0.11427,-0.54456,-1.07641,-0.4832,-0.83024,0.39222,1.41407,0.31508,-0.57674,-0.56951,-1.05964,0
peptide_nm_133,0.29101,0.53196,-0.63213,0.32358,-0.41977,0.28036,0.42059,-1.1224,1.5656,-1.01927,-0.30102,-1.07641,0.3098,0.49758,0.31818,1.26782,0.8171,-0.57674,-0.56951,0.30014,0
peptide_nm_134,-0.17998,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-0.35994,-0.51434,-1.01927,-0.69745,-1.07641,-0.4832,0.32257,0.53611,-0.93464,-0.77851,-0.57674,0.13898,-0.60216,0
peptide_nm_135,0.41523,1.12929,0.10548,0.17659,-0.41977,-0.56496,1.38253,0.67655,-0.51434,-1.01927,0.39406,-1.07641,1.34621,0.46461,-0.73372,-0.93464,1.53485,0.2871,-0.56951,0.30647,0
peptide_nm_136,-0.04196,0.76557,-0.63213,-0.23418,-0.41977,-0.56496,-0.68558,0.54759,-0.51434,0.3468,-1.28942,-1.07641,0.4046,0.1577,-0.73372,0.20462,-0.77851,-0.57674,0.28551,-0.0117,0
peptide_nm_137,0.82929,1.80636,1.7918,2.75932,-0.41977,1.46998,0.51846,0.94252,1.86944,0.23359,0.45984,1.00299,0.60573,1.18369,1.1801,2.4568,0.31237,-0.57674,-0.56951,-1.05964,0
peptide_nm_138,-1.08917,-0.78441,0.07444,0.16422,-0.41977,0.25893,0.11025,-1.1224,-0.51434,0.20453,-1.28942,0.56541,-0.4832,0.04737,0.04019,0.43715,-0.04312,-0.57674,-0.56951,-1.05964,0
peptide_nm_139,0.11504,2.86533,2.55425,2.57523,-0.41977,1.08951,1.18808,2.05961,3.08895,1.80159,0.9327,1.73814,-0.4832,0.89454,4.09553,1.53107,4.66093,-0.57674,3.58597,2.7221,0
peptide_nm_140,0.23063,1.07473,-0.63213,-0.68066,-0.41977,-0.56496,0.8288,-1.1224,-0.51434,0.13263,-0.1748,0.59691,-0.4832,0.18433,-0.73372,1.26782,-0.28463,-0.57674,-0.56951,0.05795,0
peptide_nm_141,0.05466,0.54455,-0.63213,1.06406,-0.41977,-0.56496,0.84812,-0.40992,-0.51434,-1.01927,0.64294,-1.07641,-0.4832,-0.83024,0.46626,-0.93464,-0.77851,-0.57674,-0.56951,-0.31247,0
peptide_nm_142,-1.08917,-0.78441,-0.16646,0.60796,-0.41977,-0.01838,-0.68558,-0.13105,-0.51434,-0.08918,-0.19613,-0.08047,-0.4832,-0.83024,-0.73372,-0.93464,0.36392,-0.57674,-0.56951,0.4252,0
peptide_nm_143,0.36002,1.18245,-0.63213,-0.12153,-0.41977,0.48131,-0.68558,0.05594,0.35161,0.06073,0.41006,1.21129,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,0.41323,0.05795,0
peptide_nm_144,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,-1.01927,-0.88055,-1.07641,0.80815,0.06766,0.6744,-0.45203,-0.04312,-0.57674,-0.56951,-0.39795,0
peptide_nm_145,0.48251,-0.78441,-0.63213,0.23291,-0.41977,1.23822,1.12627,1.45674,1.59046,0.31773,1.866,1.33731,-0.4832,2.59776,1.30862,0.34209,2.63657,-0.57674,-0.56951,0.63098,0
peptide_nm_146,-0.3732,-0.78441,-0.63213,0.8415,-0.41977,0.17721,-0.22457,0.54759,-0.51434,-0.04635,-0.63345,-1.07641,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-0.05286,0
peptide_nm_147,-1.08917,0.28575,0.31783,-0.68066,-0.41977,0.56035,-0.68558,0.05594,0.67203,1.28454,0.57183,-1.07641,-0.4832,-0.83024,0.72888,0.44153,-0.77851,0.50475,1.01148,-0.40587,0
peptide_nm_148,-1.08917,0.30813,-0.63213,1.01048,-0.41977,0.38084,-0.0842,0.41863,-0.51434,-0.17791,-1.28942,-1.07641,0.90167,0.16024,0.46207,0.86565,-0.77851,-0.57674,1.18759,0.29539,0
peptide_nm_149,0.03568,0.63827,-0.63213,1.0668,-0.41977,0.88187,2.41015,1.05697,-0.51434,-1.01927,0.74782,1.59636,1.07846,1.98394,2.36611,0.96071,-0.77851,-0.57674,-0.56951,0.76712,0
peptide_nm_150,0.47389,0.80894,-0.63213,0.37029,-0.41977,-0.56496,0.95243,-0.11654,1.70371,-1.01927,-0.03436,0.33436,0.63392,-0.83024,0.48442,0.2441,0.48468,-0.57674,-0.56951,-1.05964,0
peptide_nm_151,-1.08917,-0.78441,0.86669,0.19307,1.46601,-0.56496,-0.68558,-0.00531,-0.51434,-1.01927,-0.38635,-1.07641,0.66082,-0.83024,0.11423,0.07738,0.36392,-0.57674,-0.56951,-0.05286,0
peptide_nm_152,0.7758,0.23819,-0.63213,-0.68066,-0.41977,0.38084,1.12498,-0.04722,-0.51434,0.44317,0.41006,0.06656,-0.4832,-0.83024,-0.73372,-0.05716,-0.30362,-0.57674,-0.56951,0.29539,0
peptide_nm_153,0.52392,1.22581,-0.63213,1.44597,-0.41977,1.83704,-0.68558,0.01242,3.21877,0.40799,-0.27969,1.15527,-0.4832,-0.83024,-0.73372,0.59509,-0.77851,-0.57674,1.70249,1.17869,0
peptide_nm_154,0.87587,0.99499,-0.63213,0.65604,-0.41977,-0.56496,-0.68558,0.17684,-0.51434,0.21371,-0.0557,-0.10847,-0.4832,1.20652,-0.73372,0.43861,0.61629,-0.57674,-0.56951,-0.06078,0
peptide_nm_155,0.30654,0.81174,-0.63213,0.9047,-0.41977,0.28974,0.28023,0.68461,-0.51434,-1.01927,0.10785,1.99894,-0.4832,0.69669,0.87836,0.67992,-0.77851,-0.57674,-0.56951,0.27481,0
peptide_nm_156,-1.08917,-0.78441,0.01235,0.09553,-0.41977,-0.56496,0.78116,0.2123,-0.51434,-0.16261,0.14341,0.13832,-0.4832,-0.83024,-0.73372,1.15375,0.00301,-0.57674,-0.56951,0.95391,0
peptide_nm_157,-1.08917,0.54035,0.09182,1.41575,1.96441,0.36476,0.90092,-1.1224,-0.51434,-0.55117,-1.28942,1.73464,-0.4832,-0.83024,0.47185,-0.93464,0.43583,-0.57674,0.28955,-1.05964,0
peptide_nm_158,-1.08917,1.57973,0.45442,1.96389,-0.41977,1.99378,-0.15889,0.63303,-0.51434,-1.01927,-0.07881,1.09226,-0.4832,2.14373,-0.73372,1.03383,2.18747,-0.57674,1.47932,1.07105,0
peptide_nm_159,0.1737,1.51119,-0.63213,3.08216,-0.41977,0.55633,1.06446,3.29276,-0.51434,1.50176,2.53797,-1.07641,-0.4832,1.51343,-0.00172,-0.93464,0.22824,-0.57674,2.68927,0.71805,0
peptide_nm_160,0.27894,3.27661,1.80546,1.70562,-0.41977,3.32406,0.6923,1.26814,2.06141,0.38351,0.95581,0.2871,2.63884,1.82921,0.7233,-0.93464,-0.77851,-0.57674,1.59897,2.47357,0
peptide_nm_161,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,0.71575,-0.47954,0.01726,-0.51434,-1.01927,-1.28942,-1.07641,-0.4832,-0.83024,0.77638,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_162,0.3652,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,1.91694,-0.37284,1.24104,-0.36913,-0.2228,1.82741,0.99519,-0.83024,-0.73372,0.92415,0.74247,-0.57674,-0.56951,-1.05964,0
peptide_nm_163,0.9604,1.5028,-0.63213,0.47058,-0.41977,-0.56496,0.27508,0.30741,1.22032,2.11672,1.37002,1.031,-0.4832,0.71572,1.39942,0.96071,1.0776,-0.57674,-0.56951,2.74584,0
peptide_nm_164,-0.14547,1.28317,-0.63213,-0.68066,-0.41977,1.24358,0.71419,-0.08269,1.0463,0.22595,0.47939,2.28775,-0.4832,-0.83024,1.0404,1.87621,0.66106,-0.57674,-0.56951,2.27095,0
peptide_nm_165,-0.31282,-0.78441,0.24705,-0.2067,-0.41977,-0.56496,0.09737,-1.1224,-0.51434,0.26878,-0.44857,-1.07641,0.59549,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,0.38231,-1.05964,0
peptide_nm_166,-1.08917,-0.78441,0.5699,1.77431,3.82363,-0.56496,0.20296,0.17845,-0.51434,-1.01927,0.75493,0.69668,-0.4832,0.29847,1.85483,2.26961,2.19426,-0.57674,3.21626,0.59141,0
peptide_nm_167,2.15599,-0.78441,0.37122,-0.68066,0.40672,-0.56496,0.70647,0.38639,2.68843,0.75218,-1.28942,0.39037,1.58577,-0.83024,0.48442,-0.93464,-0.77851,-0.57674,-0.56951,1.94169,0
peptide_nm_168,0.41868,1.45943,1.35967,0.42387,1.28165,1.40969,-0.68558,0.21069,-0.51434,1.81383,0.49539,1.23054,1.24116,1.63771,1.42876,-0.93464,-0.77851,2.94352,1.24002,1.4383,0
peptide_nm_169,0.45319,1.46223,0.33769,0.42662,-0.41977,-0.56496,1.02583,-0.32609,-0.51434,0.21371,-1.28942,0.34487,0.97597,-0.83024,-0.73372,0.7311,-0.77851,1.35372,-0.56951,-1.05964,0
peptide_nm_170,-1.08917,0.48719,0.13529,-0.68066,-0.41977,0.04458,0.48498,-0.35994,-0.51434,-0.21309,-0.44857,-1.07641,-0.4832,-0.18345,-0.73372,-0.03084,-0.06347,-0.57674,-0.56951,-1.05964,0
peptide_nm_171,0.05121,-0.78441,-0.63213,1.8169,2.08627,1.37218,0.70647,0.85064,2.58761,0.49977,2.34064,1.35481,-0.4832,-0.83024,0.65345,-0.93464,0.65835,-0.57674,1.58687,1.34332,0
peptide_nm_172,-0.56125,0.56553,0.65683,0.64505,-0.41977,0.91536,1.53448,0.96509,-0.51434,0.57932,0.60383,-1.07641,0.73641,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,1.41298,0
peptide_nm_173,-0.59058,-0.78441,-0.63213,-0.68066,-0.41977,0.14104,0.48498,-0.2729,-0.51434,-1.01927,0.32651,-0.35877,-0.4832,-0.83024,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-0.0307,0
peptide_nm_174,0.24616,2.31976,-0.63213,1.41712,1.82223,1.10961,1.95429,0.11558,1.02145,0.89292,-0.17125,1.7854,2.59656,2.21856,0.51795,0.85541,-0.77851,-0.57674,-0.56951,0.92858,0
peptide_nm_175,0.20993,-0.78441,0.668,0.42662,-0.41977,-0.56496,0.29954,1.30521,-0.51434,-0.30947,0.16652,0.09457,0.54168,-0.83024,-0.73372,-0.93464,0.49825,-0.57674,0.58531,-1.05964,0
peptide_nm_176,1.4797,1.1083,-0.63213,1.90207,-0.41977,-0.56496,0.4515,1.43578,2.03793,2.81582,-0.1748,-1.07641,2.95014,-0.83024,1.88556,1.01628,2.14677,-0.57674,2.37603,2.00026,0
peptide_nm_177,-1.08917,-0.78441,-0.63213,0.06394,0.2333,0.24955,-0.68558,-1.1224,-0.51434,-1.01927,-0.48946,-1.07641,-0.4832,-0.83024,0.6744,-0.43009,-0.77851,-0.57674,0.38231,-0.20166,0
peptide_nm_178,-0.65787,-0.78441,-0.63213,-0.68066,-0.41977,-0.56496,-0.03141,-0.14233,0.23422,-0.19015,-0.20858,-1.07641,-0.4832,-0.83024,0.25532,0.53952,0.36392,-0.57674,-0.56951,0.53601,0
peptide_nm_179,-1.08917,0.01156,0.22842,0.27138,-0.41977,0.32189,0.31757,-1.1224,-0.51434,-1.01927,-1.28942,-0.32202,-0.4832,-0.83024,-0.73372,-0.23705,-0.77851,0.47636,0.28551,0.85102,0
peptide_nm_180,1.03804,4.3104,1.66887,0.78243,-0.41977,3.18072,1.15589,0.66043,4.47005,2.17332,0.71405,2.99314,2.85918,1.54767,3.51999,4.29219,0.96635,3.04085,6.16449,3.38695,0
peptide_nm_181,-1.08917,-0.78441,-0.63213,-0.68066,0.89574,-0.56496,-0.68558,-0.15522,-0.51434,-0.73168,-0.35257,-1.07641,0.80815,-0.83024,-0.02407,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_182,-1.08917,-0.78441,0.24456,-0.68066,-0.41977,-0.56496,-0.19752,-1.1224,-0.51434,0.63439,0.25185,0.2766,-0.4832,0.16024,-0.08135,0.09786,-0.77851,-0.57674,-0.56951,0.58033,0
peptide_nm_183,0.50322,0.69982,-0.63213,-0.68066,-0.41977,0.08477,-0.68558,-0.17296,2.39149,-1.01927,-0.32057,1.73989,0.96444,1.39802,1.0404,-0.93464,-0.77851,-0.57674,1.41748,0.6199,0
peptide_nm_184,-0.12477,0.89987,-0.63213,1.86635,1.46132,-0.56496,0.73737,0.43314,-0.51434,-1.01927,0.59316,-1.07641,-0.4832,0.83493,1.15775,0.92415,0.35036,2.40277,1.54251,0.95233,0
peptide_nm_185,1.25369,1.02857,-0.63213,0.69863,1.3832,-0.56496,0.07161,0.23165,1.14851,1.73428,-1.28942,1.05726,1.94576,-0.83024,-0.73372,0.76181,1.85912,-0.57674,1.35967,1.16287,0
peptide_nm_186,-0.10061,0.7278,-0.63213,-0.68066,-0.41977,-0.56496,-0.68558,0.01564,-0.51434,-1.01927,-1.28942,0.2906,-0.4832,0.42149,1.23039,0.46347,-0.53157,-0.57674,0.48045,-1.05964,0
peptide_nm_187,-0.12994,0.33471,-0.63213,0.7577,-0.41977,0.45988,-0.68558,-0.45344,-0.51434,1.01377,-0.45568,-1.07641,-0.4832,-0.83024,0.90909,-0.93464,0.49825,-0.57674,-0.56951,-0.06078,0
peptide_nm_188,0.53427,0.80894,-0.63213,-0.68066,-0.41977,-0.56496,0.07934,-0.15522,-0.51434,0.20453,0.53094,0.72294,-0.4832,-0.05409,1.0432,0.56877,-0.77851,-0.57674,-0.56951,0.74338,0
peptide_nm_189,0.64641,1.29016,4.06299,2.99149,-0.41977,2.73729,2.10238,1.4245,-0.51434,1.76947,0.83671,2.77259,3.46386,8.46708,3.19171,3.18949,3.43302,4.97808,4.43696,5.8564,0
peptide_nm_190,-0.26624,0.52776,-0.63213,0.27138,-0.41977,-0.56496,-0.68558,0.54759,-0.51434,0.82714,-0.19613,0.2871,-0.4832,-0.83024,-0.73372,-0.23705,-0.77851,-0.57674,-0.56951,-0.18267,0
peptide_nm_191,1.52973,0.62009,1.96192,1.13,-0.41977,-0.56496,0.53777,-1.1224,-0.51434,0.68181,1.28113,0.86822,-0.4832,0.28706,0.41038,0.7662,0.86594,-0.57674,2.6812,0.96816,0
peptide_nm_192,0.7551,0.29694,0.53638,-0.68066,-0.41977,-0.56496,-0.68558,0.05594,-0.51434,-1.01927,-1.28942,-0.45679,-0.4832,0.25916,0.72888,1.26782,0.30694,-0.57674,-0.56951,-1.05964,0
peptide_nm_193,-1.08917,0.02275,1.04923,2.34718,-0.41977,-0.56496,0.60216,-1.1224,-0.51434,-0.33394,-0.45923,0.34837,-0.4832,-0.83024,0.54169,2.28862,-0.77851,0.98331,1.72131,2.13956,0
peptide_nm_194,0.96386,1.40068,1.12994,0.23016,-0.41977,0.27232,0.28409,0.47344,-0.51434,0.96176,-0.07347,-1.07641,1.95729,-0.83024,-0.73372,0.5132,-0.77851,-0.57674,0.72378,-1.05964,0
peptide_nm_195,-1.08917,1.22581,0.54259,2.75932,-0.41977,-0.56496,0.28538,-1.1224,-0.51434,2.26664,0.91848,0.97324,2.2686,1.21793,1.02504,0.93877,0.58373,-0.57674,2.54811,0.1181,0
peptide_nm_196,-1.08917,-0.78441,0.0583,-0.68066,-0.41977,-0.56496,-0.34819,-1.1224,0.00772,-0.34006,-1.28942,-1.07641,-0.4832,-0.05409,-0.73372,-0.93464,-0.77851,-0.57674,0.17796,-0.46127,0
peptide_nm_197,-1.08917,-0.09475,-0.63213,1.25089,-0.41977,0.41433,1.12498,-1.1224,0.5643,-1.01927,0.27318,0.02105,-0.4832,0.15009,-0.73372,0.13442,-0.77851,-0.57674,-0.56951,-0.27923,0
peptide_nm_198,-1.08917,-0.78441,-0.63213,-0.68066,-0.41977,0.17721,0.31757,0.54759,-0.51434,-1.01927,-0.56412,-0.10672,-0.4832,0.04863,0.8141,-0.93464,-0.77851,-0.57674,1.05316,-0.05286,0
peptide_nm_199,0.04431,0.77397,1.63161,1.07367,0.78482,-0.56496,0.37166,-1.1224,0.89853,-1.01927,-0.43079,-1.07641,-0.4832,0.46715,-0.73372,0.6141,1.2757,-0.57674,-0.56951,0.76395,0
peptide_nm_200,-1.08917,-0.02621,-0.63213,-0.68066,-0.41977,-0.56496,0.11025,-0.30353,-0.51434,0.52272,-0.88055,-1.07641,-0.4832,-0.83024,-0.73372,-0.21657,0.06,-0.57674,-0.56951,-1.05964,0
peptide_nm_201,0.67229,0.48299,0.89773,1.19869,-0.41977,0.70369,-0.68558,-0.23582,-0.51434,-0.12743,1.14247,0.2556,1.70107,-0.83024,-0.73372,1.55885,-0.77851,-0.57674,0.57724,-0.0307,0
peptide_nm_202,0.19613,-0.78441,-0.63213,-0.68066,-0.41977,0.24955,-0.68558,-0.47762,-0.51434,-1.01927,-0.84499,-1.07641,-0.4832,0.44812,-0.25177,-0.93464,-0.77851,-0.57674,-0.56951,-0.25548,0
peptide_nm_203,0.11159,1.88749,0.555,1.5229,-0.41977,-0.56496,-0.68558,1.24396,-0.51434,-0.23298,2.10599,1.3023,-0.4832,0.96302,3.04223,1.20348,0.14412,-0.57674,-0.56951,-1.05964,0
peptide_nm_204,0.25478,-0.20387,-0.63213,0.01723,-0.41977,0.63135,-0.68558,0.13332,-0.51434,-1.01927,-0.38635,1.03625,-0.4832,-0.83024,-0.73372,0.68577,-0.77851,-0.57674,-0.56951,-0.30456,0
peptide_nm_205,-1.08917,0.20321,-0.63213,0.08317,-0.41977,-0.56496,0.12699,0.56532,-0.51434,-1.01927,-1.28942,0.20659,1.44613,0.13995,-0.73372,-0.93464,0.1292,-0.57674,0.05831,-1.05964,0
peptide_nm_206,-0.02815,-0.78441,-0.63213,-0.0968,-0.41977,0.50676,0.74124,-1.1224,-0.51434,0.26878,-0.05925,5e-05,-0.4832,0.04737,0.57662,-0.93464,0.49418,-0.57674,-0.56951,-0.18267,0
peptide_nm_207,2.10941,0.88168,0.05706,-0.68066,-0.41977,1.04799,-0.68558,0.7378,2.27686,0.39116,0.17896,1.46859,-0.4832,-0.83024,0.56544,-0.93464,0.71941,0.76296,0.9819,0.8811,0
peptide_nm_208,0.99318,-0.78441,-0.63213,-0.68066,-0.41977,0.32189,0.64852,0.13332,-0.51434,-1.01927,-1.28942,0.0368,-0.4832,0.7005,-0.13164,-0.93464,-0.38232,-0.57674,-0.56951,-0.37737,0
peptide_nm_209,0.3928,0.28575,-0.63213,1.38827,1.41758,0.50676,1.02583,-1.1224,-0.51434,0.13263,0.57183,-0.39903,0.61342,-0.83024,-0.0087,-0.93464,-0.77851,-0.57674,0.88376,-1.05964,0
peptide_nm_210,0.71542,1.5028,-0.63213,2.62194,-0.41977,-0.56496,1.16233,0.78616,-0.51434,1.05813,-0.19258,2.00069,1.07846,-0.83024,2.22781,0.97241,2.00295,0.5372,-0.56951,0.33022,0
peptide_nm_211,0.45664,-0.78441,1.26405,1.92405,1.48476,-0.56496,0.52232,0.3606,1.46754,0.05767,2.35486,0.17158,2.35956,-0.83024,-0.73372,1.16399,-0.77851,-0.57674,1.04912,0.77662,0
peptide_nm_212,1.01216,1.6301,1.02687,-0.68066,-0.41977,0.71307,1.05545,-1.1224,-0.51434,1.09026,1.06603,0.79295,-0.4832,0.38471,2.32001,1.20348,2.03687,-0.57674,0.85688,1.47313,0
peptide_nm_213,2.00417,5.71629,3.67805,1.86635,5.4485,6.58479,1.88475,1.10372,4.48248,2.58177,0.66427,0.91023,4.08007,2.1133,2.10488,0.85102,2.62708,-0.57674,4.31597,2.42292,0
peptide_nm_214,-0.2024,-0.06538,-0.17143,-0.68066,-0.41977,-0.56496,-0.40614,-1.1224,-0.51434,-1.01927,-0.62989,-1.07641,-0.4832,-0.46753,-0.73372,-0.93464,-0.77851,-0.57674,-0.56951,-1.05964,0
peptide_nm_215,-0.04023,-0.78441,-0.63213,0.47607,-0.41977,0.11558,0.61246,-1.1224,-0.51434,-0.19015,-0.38279,-1.07641,-0.4832,-0.83024,-0.73372,-0.59827,-0.77851,-0.57674,0.24787,-1.05964,0
peptide_nm_216,0.92072,0.54035,0.17502,0.27275,-0.41977,-0.56496,-0.68558,-1.1224,-0.51434,1.31513,-0.63345,1.90792,-0.4832,-0.83024,-0.73372,0.56877,0.89308,-0.57674,-0.56951,0.43944,0
peptide_nm_217,3.91918,2.3911,0.59722,0.62444,-0.41977,1.19937,1.25891,0.96831,-0.51434,1.78018,0.07585,0.16808,-0.4832,-0.83024,2.00849,-0.93464,-0.77851,-0.57674,1.10827,0.61041,0
peptide_nm_218,-1.08917,0.18363,-0.29312,0.60796,-0.41977,0.38352,0.52232,-1.1224,-0.51434,0.20453,-1.28942,-1.07641,0.30468,-0.83024,0.06114,-0.1025,0.72483,-0.57674,-0.56951,-1.05964,0
peptide_nm_219,-1.08917,0.46761,-0.63213,0.17659,-0.41977,1.71915,0.90092,1.33745,1.18718,-1.01927,-0.20147,0.09982,-0.4832,-0.83024,0.69256,-0.32187,1.0776,-0.57674,-0.56951,-1.05964,0
peptide_nm_220,0.06328,0.81174,-0.63213,0.0131,-0.41977,1.78882,-0.68558,0.58467,1.37086,0.70935,-0.32413,1.14652,1.57809,-0.83024,2.20546,-0.93464,0.36257,-0.57674,2.01439,0.60566,0
peptide_nm_221,-0.3732,-0.78441,-0.63213,-0.68066,1.19884,-0.56496,-0.33402,-1.1224,0.36404,-1.01927,-1.28942,-0.01396,0.51478,0.1577,-0.73372,0.07885,-0.77851,-0.57674,1.05316,0.58033,0
peptide_nm_222,0.68609,-0.78441,-0.63213,-0.68066,-0.41977,1.46328,1.26406,-1.1224,-0.51434,-1.01927,-1.28942,-0.39903,-0.4832,-0.83024,0.69536,0.00426,0.62986,-0.57674,-0.56951,-0.02279,0
peptide_nm_223,1.10532,0.52916,-0.63213,-0.68066,-0.41977,0.81221,0.38067,0.39123,-0.51434,0.11427,-0.0557,-0.0052,0.63392,-0.18852,-0.73372,0.04667,-0.77851,-0.57674,1.58956,-1.05964,0
peptide_nm_224,-1.08917,-0.78441,0.65683,-0.68066,-0.41977,-0.00633,-0.68558,-0.23582,1.57665,-1.01927,-1.28942,-1.07641,0.44432,-0.83024,1.05018,0.12711,-0.77851,-0.57674,0.69824,-1.05964,0
peptide_nm_225,1.24679,0.49279,-0.63213,1.66028,-0.41977,-0.56496,0.73609,0.6572,0.53392,1.58743,1.50335,2.78134,-0.4832,0.69669,1.12422,-0.16685,0.94599,-0.57674,-0.56951,-0.07344,0
peptide_nm_226,-1.08917,-0.78441,0.05581,-0.68066,0.83012,-0.56496,0.61246,-0.00692,-0.51434,-0.14884,-0.80411,-1.07641,-0.4832,0.44812,-0.73372,-0.03523,0.05593,-0.57674,-0.56951,-1.05964,0
peptide_nm_227,-0.10752,0.46481,-0.63213,-0.68066,-0.41977,-0.56496,0.13342,-1.1224,-0.51434,0.04085,-0.52323,0.73694,0.40332,-0.83024,-0.73372,-0.04693,-0.77851,0.63047,0.82327,0.85102,0
