,PAAC_Xc1.A,PAAC_Xc1.R,PAAC_Xc1.N,PAAC_Xc1.D,PAAC_Xc1.C,PAAC_Xc1.Q,PAAC_Xc1.E,PAAC_Xc1.G,PAAC_Xc1.H,PAAC_Xc1.I,PAAC_Xc1.L,PAAC_Xc1.K,PAAC_Xc1.M,PAAC_Xc1.F,PAAC_Xc1.P,PAAC_Xc1.S,PAAC_Xc1.T,PAAC_Xc1.W,PAAC_Xc1.Y,PAAC_Xc1.V,PAAC_Xc2.lambda1,PAAC_Xc2.lambda2,PAAC_Xc2.lambda3,y
peptide_nm_223,-0.39759,-0.06313,-0.63272,-0.65651,-0.42851,0.45626,0.0701,-0.37585,-0.49941,0.47967,-0.33067,-0.16248,1.06001,1.68889,-0.68437,0.52427,-0.74592,-0.59113,0.56888,-0.93585,0.26391,0.70737,0.27396,0
peptide_nm_224,-0.85632,-0.72246,1.68697,-0.65651,-0.42851,5.33772,-0.61951,2.41302,0.85697,-0.91171,-1.21276,-0.98168,3.11525,-0.86036,0.26237,2.25897,-0.74592,-0.59113,2.00392,-0.93585,-0.89198,-0.87778,-1.51654,0
peptide_nm_225,-0.36745,0.68284,-0.63272,0.2572,-0.42851,-0.56687,0.11541,-0.33745,3.25767,-0.17031,-0.74274,-0.54517,-0.51075,0.04522,1.06389,2.7307,0.12251,-0.59113,-0.52788,1.2517,-0.1256,-0.60723,0.18441,0
peptide_nm_226,-0.85632,-0.72246,0.52778,-0.65651,0.37287,-0.56687,0.97332,-0.28532,-0.49941,-0.10828,0.31529,-0.98168,-0.51075,1.10235,-0.68437,-0.03595,0.19517,-0.59113,-0.52788,-0.93585,-1.59324,-1.33006,-0.30942,0
peptide_nm_227,0.04483,-0.07485,-0.63272,-0.65651,-0.42851,-0.56687,0.05784,-0.96038,-0.49941,-0.22839,-0.34635,-0.57936,2.57491,-0.86036,-0.68437,-0.1504,-0.74592,0.62381,0.54938,-0.26379,0.83162,0.41434,0.63415,0
peptide_nm_228,0.07978,0.62299,0.39257,1.09307,0.2795,-0.56687,-0.61951,0.23243,-0.49941,1.21775,-1.21276,-0.56376,1.09192,-0.86036,0.15253,-0.8015,-0.74592,-0.59113,0.59116,-0.23772,0.38097,0.69755,-0.46389,0
peptide_nm_229,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,0.87554,-0.96038,-0.49941,0.59652,0.69957,-0.09368,-0.51075,0.06076,-0.68437,-0.08295,0.1374,-0.59113,-0.52788,-0.19416,-0.1283,-0.53313,-0.47491,0
peptide_nm_230,-0.85632,-0.72246,1.64757,0.31628,-0.42851,-0.56687,-0.61951,-0.29716,0.83393,0.66697,-0.21193,-0.98168,-0.51075,-0.86036,-0.68437,-0.04938,0.17867,-0.59113,0.71652,-0.93585,-0.91635,-1.40783,-0.238,0
peptide_nm_231,-0.85632,-0.72246,-0.63272,1.14622,0.30101,-0.56687,0.83048,-0.96038,-0.49941,-0.18032,-0.74909,-0.55106,1.1406,0.03299,-0.68437,-0.8015,0.11078,-0.59113,0.62515,-0.93585,0.51037,-0.15282,-0.5316,0
peptide_nm_232,1.07255,-0.02937,-0.63272,3.84984,-0.42851,-0.56687,0.83033,-0.34592,-0.49941,0.55091,0.17812,-0.55111,1.14043,0.0329,0.17787,1.28898,0.11069,-0.59113,-0.52788,1.22193,-0.78688,-0.16208,0.74185,0
peptide_nm_233,0.06255,0.59822,0.37369,1.91956,-0.42851,0.45783,0.76184,1.38134,-0.49941,1.87532,-0.77104,-0.16122,-0.51075,0.84175,0.13713,-0.8015,0.88636,-0.59113,0.57056,1.80526,0.56828,0.45111,0.24042,0
peptide_nm_234,0.09546,0.64552,-0.63272,0.23293,0.29136,0.49452,0.8113,-0.35399,-0.49941,-0.19,0.15986,-0.98168,-0.51075,0.02117,-0.68437,-0.8015,0.09945,-0.59113,0.6099,1.90342,-0.25975,-0.28368,0.80951,0
peptide_nm_235,-0.85632,-0.03919,-0.63272,2.89749,-0.42851,-0.56687,0.09514,-0.35463,-0.49941,-0.19076,-0.29865,-0.98168,2.74481,-0.86036,1.01566,-0.8015,0.09855,-0.59113,-0.52788,0.48229,-0.99699,0.39141,0.74281,0
peptide_nm_236,1.77622,-0.72246,2.8273,-0.65651,-0.42851,0.60742,1.755,1.72321,2.19814,0.68524,-0.70655,-0.51156,1.29208,-0.86036,0.25706,-0.04067,0.18937,-0.59113,1.98972,-0.93585,-1.18096,-1.10296,-0.76111,0
peptide_nm_237,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,0.65132,0.20158,2.51951,-0.49941,0.74494,0.36263,-0.98168,-0.51075,-0.86036,1.26887,-0.8015,1.19458,-0.59113,-0.52788,-0.12117,-1.46868,-1.47778,-1.37216,0
peptide_nm_238,-0.37899,-0.72246,-0.63272,0.23562,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,-0.91171,-0.75384,0.29693,1.12368,0.90803,0.16912,-0.11174,-0.74592,-0.59113,0.61334,-0.93585,0.31054,-0.76098,0.73515,0
peptide_nm_239,-0.34281,0.0156,0.49214,2.22275,-0.42851,5.15964,-0.61951,0.34828,2.13154,-0.91171,1.25579,-0.98168,-0.51075,-0.86036,1.152,-0.8015,0.16628,-0.59113,1.92756,0.59601,-0.07415,-0.61781,-1.53451,0
peptide_nm_240,-0.41767,1.79941,0.32816,-0.65651,-0.42851,1.38981,-0.61951,-0.40144,-0.49941,0.41876,-0.36929,0.19333,2.49324,0.76475,0.88429,-0.8015,0.81251,0.59165,1.56961,0.3727,1.60492,0.6737,0.38411,0
peptide_nm_241,-0.38466,-0.04455,-0.63272,1.10655,-0.42851,-0.56687,4.34378,0.24162,-0.49941,-0.91171,0.14765,-0.56054,-0.51075,0.01333,0.15898,-0.8015,0.09193,-0.59113,-0.52788,0.47116,-0.37341,0.19036,0.63546,0
peptide_nm_242,-0.85632,0.03112,-0.63272,0.32343,-0.42851,0.60252,-0.61951,-0.96038,2.18687,0.67857,0.80361,-0.98168,1.28455,1.08209,-0.68437,2.98674,2.97959,-0.59113,3.23274,0.62823,-1.16181,-0.8772,-0.90256,0
peptide_nm_243,0.11442,-0.02484,0.43051,2.06498,0.3057,-0.56687,0.11015,0.27658,-0.49941,0.56047,-1.21276,0.31848,-0.51075,0.03874,0.1835,-0.10012,0.9785,-0.59113,0.63257,2.68397,0.28523,-0.39526,-0.23175,0
peptide_nm_244,-0.85632,-0.01731,1.51668,0.26045,-0.42851,-0.56687,-0.61951,-0.33523,-0.49941,-0.91171,-0.26938,-0.10555,-0.51075,0.04844,-0.68437,-0.8015,0.1256,-0.59113,-0.52788,-0.93585,-0.00071,-0.53335,-0.14475,0
peptide_nm_245,-0.3679,-0.02047,-0.63272,0.25634,-0.42851,-0.56687,0.11473,-0.96038,0.75178,-0.91171,-0.74318,-0.10947,1.16164,-0.86036,1.06226,-0.8015,0.1217,-0.59113,-0.52788,-0.20735,-0.68138,-0.18529,0.24461,0
peptide_nm_246,0.60866,-0.72246,0.43698,0.25618,-0.42851,-0.56687,0.8487,-0.33814,-0.49941,0.56943,0.66524,-0.10963,2.83344,-0.86036,0.18879,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-0.17242,-0.68406,0.35988,0
peptide_nm_247,-0.39647,-0.06152,0.3746,-0.65651,-0.42851,0.45875,-0.61951,-0.37443,-0.49941,-0.21432,-1.21276,-0.57108,-0.51075,-0.86036,0.13787,-0.8015,0.07095,0.64881,-0.52788,1.12183,0.4955,0.46475,0.26637,0
peptide_nm_248,-0.38049,-0.03855,-0.63272,0.23283,-0.42851,-0.56687,0.09581,-0.35406,0.71954,0.53154,-0.29779,-0.55681,2.74787,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,1.02502,-0.05045,-0.71544,0
peptide_nm_249,0.21245,-0.72246,-0.63272,0.34226,1.1882,0.62499,0.98718,0.40148,2.23849,-0.10129,0.84236,-0.98168,1.31905,-0.86036,0.27114,-0.02929,-0.74592,-0.59113,-0.52788,0.65829,-1.02862,-1.15142,-1.38793,0
peptide_nm_250,0.52726,0.60327,0.37754,-0.65651,-0.42851,-0.56687,0.0738,0.80263,0.68204,-0.91171,0.11747,-0.15808,-0.51075,-0.86036,0.96491,-0.8015,0.8926,0.65243,-0.52788,1.12785,0.26653,-0.07743,1.05247,0
peptide_nm_251,-0.35057,-0.72246,-0.63272,-0.65651,-0.42851,0.56112,0.90108,0.32851,-0.49941,-0.14471,-0.72651,-0.5301,-0.51075,-0.86036,-0.68437,-0.07067,-0.74592,-0.59113,-0.52788,1.32723,-1.19524,-0.92625,0.456,0
peptide_nm_252,-0.31956,-0.72246,-0.63272,3.35629,-0.42851,1.82742,-0.61951,-0.96038,-0.49941,-0.91171,-0.6967,-0.98168,1.32717,-0.86036,0.27538,-0.02587,0.20757,-0.59113,-0.52788,-0.93585,-1.27341,-0.82121,-1.71153,0
peptide_nm_253,-0.85632,-0.09781,-0.63272,-0.65651,-0.42851,-0.56687,1.34052,0.70099,-0.49941,-0.91171,0.04078,-0.98168,0.97739,-0.0553,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.28761,1.18307,0.69992,1.03789,0
peptide_nm_254,1.10101,1.38747,1.51109,3.91632,0.31169,-0.56687,2.32295,1.53372,-0.49941,0.57248,1.13957,-0.54475,-0.51075,3.67182,1.06554,0.61271,0.99257,-0.59113,2.98188,4.17325,0.43636,-0.14547,-0.95083,0
peptide_nm_255,0.05638,0.58936,0.36694,-0.65651,-0.42851,0.45095,0.06653,-0.37888,1.8387,-0.91171,-1.21276,-0.5742,-0.51075,-0.01501,-0.68437,-0.8015,0.06474,0.63938,0.56319,0.42551,-0.10589,0.02073,1.62562,0
peptide_nm_256,-0.85632,-0.72246,-0.63272,0.27893,-0.42851,-0.56687,0.88529,-0.32263,-0.49941,-0.15268,-0.25036,-0.08789,1.20301,0.06676,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-0.84651,-1.11007,0.69851,0
peptide_nm_257,-0.39527,-0.72246,0.37722,-0.65651,0.26891,-0.56687,0.76668,-0.3729,-0.49941,-0.91171,-0.76949,-0.57001,-0.51075,-0.86036,0.14001,-0.13527,-0.74592,0.65204,0.57441,-0.24817,0.34614,0.05912,0.82013,0
peptide_nm_258,-0.85632,-0.72246,0.41624,0.23848,-0.42851,1.56916,1.54009,-0.35021,-0.49941,-0.1855,0.16842,-0.55411,-0.51075,0.02667,0.17185,-0.8015,-0.74592,0.70006,-0.52788,-0.2216,0.2373,-0.08429,-0.11656,0
peptide_nm_259,-0.37132,0.67172,-0.63272,1.15644,-0.42851,0.51485,0.83871,-0.96038,-0.49941,2.76594,0.18615,-0.54862,1.14996,-0.86036,1.91727,-0.8015,0.9772,0.71664,0.63169,1.23439,-0.03224,0.01569,-0.39554,0
peptide_nm_260,0.49709,1.22278,-0.63272,1.02985,-0.42851,-0.56687,0.05869,0.18933,-0.49941,-0.22754,-0.34528,-0.98168,-0.51075,-0.86036,0.12229,0.50232,-0.74592,-0.59113,-0.52788,-0.26295,1.07751,-0.04462,0.91227,0
peptide_nm_261,1.6859,-0.72246,-0.63272,1.24407,0.3406,-0.56687,2.43788,0.98326,-0.49941,-0.14063,0.25376,-0.52769,-0.51075,-0.86036,-0.68437,0.66795,-0.74592,-0.59113,0.68773,2.85604,-0.46588,-1.03381,-0.3056,0
peptide_nm_262,-0.85632,-0.72246,0.53471,0.33957,-0.42851,-0.56687,-0.61951,-0.96038,-0.49941,2.32121,0.32442,-0.50582,4.96384,3.08851,1.22149,3.81924,-0.74592,-0.59113,0.7463,-0.93585,-0.99255,-1.27137,-1.17941,0
peptide_nm_263,0.12779,-0.72246,-0.63272,1.1828,0.31581,0.53058,0.1202,0.9206,0.7611,1.32696,0.20648,0.33638,-0.51075,0.05112,-0.68437,-0.09046,1.00224,-0.59113,1.82497,-0.20192,0.37738,-1.00091,-0.04482,0
peptide_nm_264,0.49023,0.5678,-0.63272,1.02131,-0.42851,-0.56687,2.07953,0.1835,-0.49941,1.1304,0.08188,-0.5809,-0.51075,-0.86036,0.1182,-0.15289,0.05142,0.61916,-0.52788,-0.93585,0.08607,0.85745,0.93945,0
peptide_nm_265,0.12665,-0.72246,-0.63272,-0.65651,-0.42851,0.5293,-0.61951,-0.33412,-0.49941,-0.16635,-0.74023,0.33485,-0.51075,-0.86036,-0.68437,0.61893,-0.74592,-0.59113,-0.52788,-0.93585,1.09594,0.24523,-2.21014,0
peptide_nm_266,-0.40752,-0.07741,-0.63272,-0.65651,-0.42851,0.4341,-0.61951,0.18337,-0.49941,-0.91171,-1.21276,-0.58095,1.02599,-0.86036,0.11811,-0.15297,-0.74592,0.61901,-0.52788,-0.26644,1.34017,0.06672,0.68238,0
peptide_nm_267,-0.85632,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,0.95773,-0.29193,-0.49941,1.47499,-0.20403,-0.98168,-0.51075,0.11139,2.12962,1.47266,-0.74592,-0.59113,-0.52788,1.41153,-1.84352,-0.81937,-0.33016,0
peptide_nm_268,-0.85632,-0.72246,1.82122,1.43723,-0.42851,-0.56687,3.59065,-0.24666,-0.49941,-0.06226,-1.21276,0.01858,-0.51075,-0.86036,-0.68437,1.6267,-0.74592,-0.59113,-0.52788,-0.93585,-1.99596,-1.50037,-1.78401,0
peptide_nm_269,0.58797,0.66145,0.42187,0.24329,-0.42851,-0.56687,0.10423,0.26653,-0.49941,0.54851,0.63871,-0.55181,1.13773,-0.86036,-0.68437,0.58987,0.9645,-0.59113,1.77417,0.50032,-0.5848,-0.31354,0.7828,0
peptide_nm_270,-0.44528,0.45912,-0.63272,-0.65651,-0.42851,0.3499,0.61634,-0.43662,-0.49941,-0.28834,-0.81757,-0.61466,-0.51075,-0.86036,-0.68437,-0.8015,0.71443,0.51721,0.45486,-0.93585,1.31486,1.66145,1.3555,0
peptide_nm_271,0.14455,-0.00319,0.4635,0.27881,-0.42851,0.54927,0.1328,0.31496,-0.49941,-0.91171,-1.21276,-0.08801,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,0.49624,-0.99736,-0.73649,0
peptide_nm_272,0.13976,-0.72246,1.54925,-0.65651,-0.42851,-0.56687,-0.61951,2.21274,-0.49941,-0.91171,-1.21276,-0.53698,-0.51075,0.98478,-0.68437,-0.8015,-0.74592,-0.59113,0.66287,-0.93585,0.3166,-0.76265,-0.68279,0
peptide_nm_273,-0.33514,0.02663,-0.63272,-0.65651,0.35987,0.59554,-0.61951,0.36783,-0.49941,1.45948,3.29702,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,0.1799,-0.59113,0.71819,-0.15847,-1.03361,-1.26865,-0.3401,0
peptide_nm_274,0.1416,-0.00531,-0.63272,-0.65651,0.32625,0.54597,0.88066,0.94699,-0.49941,-0.91171,0.2264,-0.53616,-0.51075,0.98817,0.2078,1.36155,0.14043,-0.59113,-0.52788,-0.19162,-0.4726,-0.22411,-0.63075,0
peptide_nm_275,-0.85632,-0.72246,0.55666,0.35829,-0.42851,0.64412,-0.61951,-0.26852,-0.49941,-0.91171,-0.16871,-0.98168,3.2076,-0.86036,0.28648,-0.8015,2.14762,-0.59113,-0.52788,-0.12599,-1.50887,-1.09346,-1.57753,0
peptide_nm_276,-0.2619,-0.72246,-0.63272,-0.65651,-0.42851,0.75888,-0.61951,-0.96038,-0.49941,-0.91171,3.35923,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,0.31,-0.59113,-0.52788,-0.93585,-2.70886,-2.35191,-2.40357,0
peptide_nm_277,1.51299,1.32077,-0.63272,3.77176,0.28829,3.66064,3.65466,2.66251,0.7145,1.2442,1.0652,-0.55857,2.73439,4.40632,1.85752,0.56801,0.93762,-0.59113,4.00386,0.47775,-0.12132,0.01679,0.45,0
peptide_nm_278,-0.29542,-0.72246,-0.63272,-0.65651,-0.42851,0.68412,-0.61951,-0.24567,0.93746,-0.91171,-1.21276,-0.98168,-0.51075,0.17864,2.32437,0.81954,2.2432,-0.59113,-0.52788,-0.09924,-1.97281,-1.66474,-1.66065,0
peptide_nm_279,1.8704,-0.72246,-0.63272,0.36275,0.39642,-0.56687,-0.61951,1.12431,0.89762,-0.91171,0.36019,-0.98168,-0.51075,1.16002,4.19116,0.77459,-0.74592,-0.59113,0.77596,-0.93585,-1.43822,-1.35207,-1.49596,0
peptide_nm_280,1.01981,0.62581,0.39472,0.22012,0.28099,0.47923,0.08559,-0.36272,-0.49941,-0.20039,-0.31086,-0.56288,-0.51075,-0.86036,0.15429,-0.12373,-0.74592,-0.59113,-0.52788,-0.93585,0.0893,-0.09877,0.71502,0
peptide_nm_281,0.0978,-0.03678,-0.63272,1.12676,-0.42851,3.68917,0.09766,-0.96038,-0.49941,-0.18822,-0.75409,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,0.6127,-0.22428,-0.0019,-0.46615,0.69986,0
peptide_nm_282,-0.30661,-0.72246,-0.63272,0.37091,-0.42851,-0.56687,-0.61951,0.44054,0.90881,-0.07804,-0.68424,-0.98168,1.37153,0.15793,-0.68437,0.78722,0.23059,-0.59113,-0.52788,-0.93585,-1.83471,-1.53872,-1.18362,0
peptide_nm_283,-0.85632,-0.04004,-0.63272,-0.65651,-0.42851,-0.56687,0.09425,-0.35538,1.93318,-0.91171,-1.21276,-0.13379,-0.51075,-0.86036,-0.68437,-0.1154,0.0975,-0.59113,0.60728,0.48052,1.22807,0.09157,-1.01334,0
peptide_nm_284,-0.85632,-0.72246,0.50475,-0.65651,-0.42851,1.74941,1.72233,-0.29872,2.16103,-0.12422,0.78422,-0.98168,1.26728,-0.86036,0.24411,-0.05114,1.09892,0.80902,-0.52788,-0.16133,-1.16273,-0.88003,-0.55401,0
peptide_nm_285,0.17008,-0.72246,0.49147,0.30267,-0.42851,-0.56687,0.15199,-0.30644,0.81528,-0.13341,-0.71935,-0.98168,-0.51075,0.09029,0.23326,-0.0599,-0.74592,-0.59113,-0.52788,-0.93585,0.04061,-1.73185,-0.27764,0
peptide_nm_286,-0.34875,-0.72246,0.47913,0.29215,-0.42851,1.69724,0.14352,-0.96038,0.80085,0.6278,-0.23676,-0.07526,1.22723,1.02008,-0.68437,1.39888,1.05737,-0.59113,0.68564,2.84952,-0.82606,-0.58615,-0.43776,0
peptide_nm_287,0.09169,1.32137,-0.63272,-0.65651,-0.42851,0.49032,-0.61951,-0.35639,-0.49941,-0.91171,-0.30131,-0.98168,-0.51075,-0.86036,1.85826,-0.8015,-0.74592,-0.59113,-0.52788,-0.22884,0.12554,-0.85489,1.2551,0
peptide_nm_288,-0.85632,-0.72246,-0.63272,0.28662,-0.42851,0.55859,0.89767,-0.31738,0.79328,0.61884,-0.7276,-0.98168,-0.51075,0.07439,0.21791,0.65688,0.15048,-0.59113,-0.52788,-0.93585,-1.09249,-0.33171,-0.2853,0
peptide_nm_289,0.1052,-0.72246,-0.63272,2.93767,0.29873,0.50539,-0.61951,0.87743,-0.49941,-0.18261,-0.28831,-0.55241,1.13543,0.0302,0.17526,-0.8015,-0.74592,0.7052,-0.52788,0.49832,0.12511,0.205,-0.48751,0
peptide_nm_290,-0.85632,-0.04414,0.40109,-0.65651,-0.42851,1.53832,0.08997,-0.96038,0.70958,1.23547,-0.75901,-0.56028,-0.51075,-0.86036,0.15949,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-1.09262,-0.00161,1.54584,0
peptide_nm_291,2.31904,-0.72246,-0.63272,-0.65651,-0.42851,0.61349,-0.61951,1.06271,-0.49941,-0.10911,-0.19511,-0.50913,-0.51075,-0.86036,-0.68437,1.49277,-0.74592,-0.59113,0.73743,-0.14647,-1.03847,-1.38547,-0.74339,0
peptide_nm_292,-0.35208,1.45176,-0.63272,0.28593,-0.42851,0.55776,0.89655,-0.96038,-0.49941,-0.91171,-1.21276,-0.53144,-0.51075,-0.86036,0.21724,-0.8015,1.04555,-0.59113,0.67769,-0.93585,-1.44581,-0.9715,0.85681,0
peptide_nm_293,0.08701,-0.72246,-0.63272,-0.65651,-0.42851,-0.56687,1.50766,-0.96038,-0.49941,0.5189,-0.3058,0.28177,1.10429,-0.86036,-0.68437,-0.8015,1.76767,0.68067,-0.52788,-0.93585,-0.31599,0.67344,-0.00512,0
peptide_nm_294,-0.31673,-0.72246,2.91328,-0.65651,-0.42851,0.6366,0.19166,-0.96038,-0.49941,-0.91171,-0.17519,-0.49988,-0.51075,-0.86036,3.17491,-0.02177,0.21261,-0.59113,0.7622,-0.13101,-1.24651,-1.35042,-1.2913,0
peptide_nm_295,0.64185,-0.00469,-0.63272,1.21022,1.83774,0.54694,0.88196,0.94864,-0.49941,0.60299,0.22764,-0.98168,1.19922,-0.86036,-0.68437,0.64178,-0.74592,-0.59113,-0.52788,2.04363,-0.91464,-0.41301,-0.00276,0
peptide_nm_296,0.66131,-0.72246,-0.63272,-0.65651,0.33672,1.68969,2.42244,2.26266,-0.49941,0.62267,-0.24002,-0.07828,-0.51075,0.07673,-0.68437,3.58459,1.05135,-0.59113,0.6816,-0.1813,-0.72072,-0.24463,-0.83744,0
peptide_nm_297,-0.38971,0.61884,-0.63272,2.83188,-0.42851,1.51452,0.08195,0.82333,-0.49941,-0.91171,-0.76414,0.26822,-0.51075,0.00399,-0.68437,1.22131,0.91184,-0.59113,2.81889,-0.23987,0.49641,0.32498,-0.02694,0
peptide_nm_298,0.59754,0.67062,-0.63272,1.15501,-0.42851,0.514,1.56609,1.5097,0.74206,0.55819,-1.21276,0.31647,1.14865,-0.86036,0.18216,-0.1012,0.97583,-0.59113,0.63077,-0.93585,-0.20714,-0.64953,0.60486,0
peptide_nm_299,-0.32232,-0.72246,0.53702,-0.65651,1.99478,-0.56687,-0.61951,-0.27995,-0.49941,-0.91171,-1.21276,-0.98168,-0.51075,-0.86036,-0.68437,-0.02985,0.20267,-0.59113,2.02552,-0.13936,-1.27944,-1.1978,-1.06193,0
peptide_nm_300,0.67894,0.01308,0.4883,-0.65651,-0.42851,0.57452,0.14982,-0.96038,-0.49941,-0.91171,-0.22871,-0.98168,1.24157,0.08761,0.23068,0.67752,1.07224,-0.59113,0.69565,0.59078,-0.58713,-0.77093,-0.73185,0
peptide_nm_301,0.08572,-0.72246,-0.63272,0.22383,-0.42851,-0.56687,0.08858,-0.36019,0.70721,-0.19738,0.14581,0.28004,-0.51075,0.88466,0.15784,-0.8015,-0.74592,-0.59113,-0.52788,-0.2333,-0.52851,0.49259,0.46394,0
peptide_nm_302,0.95735,-0.07077,-0.63272,0.19094,-0.42851,-0.56687,0.06212,-0.96038,-0.49941,0.46355,-0.77682,-0.57682,-0.51075,-0.86036,-0.68437,0.50892,-0.74592,-0.59113,1.64023,-0.25955,0.2439,0.46045,0.95462,0
peptide_nm_303,-0.3246,-0.72246,-0.63272,0.33728,-0.42851,-0.56687,-0.61951,-0.28285,-0.49941,-0.91171,-0.70154,-0.03214,-0.51075,-0.86036,0.26637,-0.03314,0.19862,-0.59113,-0.52788,2.23652,-0.82132,-1.20927,-1.33723,0
peptide_nm_304,4.08025,0.6966,0.44866,3.95675,0.31824,0.53415,3.8332,1.55577,0.76521,2.83157,1.16036,1.66304,1.1796,0.96854,6.37714,1.33857,1.88487,-0.59113,1.83264,4.21841,-0.56154,-0.3925,0.02098,0
peptide_nm_305,-0.34193,-0.72246,-0.63272,0.30488,-0.42851,-0.56687,0.15377,1.00597,-0.49941,-0.91171,0.2709,-0.98168,-0.51075,-0.86036,-0.68437,-0.8015,-0.74592,-0.59113,-0.52788,0.59863,-0.11971,-0.74963,-1.39071,0
peptide_nm_306,0.10262,-0.03332,-0.63272,-0.65651,-0.42851,-0.56687,0.10128,-0.34942,0.72887,-0.18456,0.63118,-0.98168,-0.51075,-0.86036,1.8876,-0.8015,0.10581,0.70172,0.61847,0.49448,-0.57582,0.38983,0.0571,0
peptide_nm_307,-0.85632,-0.72246,-0.63272,-0.65651,1.1972,0.63163,-0.61951,-0.96038,-0.49941,0.71816,-0.17948,-0.50187,-0.51075,0.13505,0.27646,-0.8015,0.20864,-0.59113,-0.52788,-0.93585,-0.28769,-2.17746,-1.06926,0
peptide_nm_308,0.06392,-0.06113,-0.63272,-0.65651,-0.42851,0.45935,0.07219,-0.37408,-0.49941,1.18167,-1.21276,-0.98168,-0.51075,-0.00803,-0.68437,-0.13661,-0.74592,-0.59113,-0.52788,-0.93585,1.56196,0.13826,-0.39221,0
peptide_nm_309,-0.36429,-0.01527,-0.63272,-0.65651,-0.42851,1.62791,2.33917,0.9205,0.76104,0.58066,-0.26664,-0.10302,1.17402,0.05107,0.19541,-0.0905,0.12812,0.73558,-0.52788,1.26583,-0.23337,-0.29994,-0.29819,0
peptide_nm_310,-0.33173,-0.72246,0.51641,-0.65651,-0.42851,0.60313,0.1691,1.04496,0.84444,0.67941,1.30904,-0.51328,1.2855,-0.86036,0.25362,0.7146,-0.74592,-0.59113,-0.52788,1.41151,-1.21986,-0.90313,-0.83381,0
peptide_nm_311,0.03444,3.11838,0.34291,-0.65651,-0.42851,0.42648,-0.61951,1.3097,-0.49941,-0.91171,-0.78455,1.00672,-0.51075,-0.86036,0.90836,-0.8015,2.41877,-0.59113,-0.52788,0.39278,0.84636,0.22077,1.20854,0
peptide_nm_312,0.12468,-0.72246,0.44174,0.26024,-0.42851,0.52711,0.85523,-0.96038,-0.49941,-0.16784,-0.74117,0.33222,1.16878,0.95683,0.19267,0.61608,-0.74592,-0.59113,0.64483,0.52737,0.42315,-1.15686,0.2055,0
peptide_nm_313,-0.33743,-0.72246,-0.63272,0.31331,-0.42851,-0.56687,-0.61951,-0.29919,0.82986,-0.91171,-1.21276,-0.98168,1.26601,2.02322,0.24344,-0.8015,1.0976,-0.59113,-0.52788,0.61207,-0.73464,-1.20863,-0.54659,0
peptide_nm_314,-0.85632,-0.05504,-0.63272,0.21138,0.27391,0.4688,0.07856,0.22302,-0.49941,-0.91171,-0.31986,-0.15243,-0.51075,-0.86036,-0.68437,-0.13049,-0.74592,-0.59113,-0.52788,-0.24323,1.18704,-0.08547,-0.047,0
peptide_nm_315,0.15347,-0.72246,1.57927,-0.65651,0.33524,1.68531,0.1395,-0.31703,0.794,1.38538,-1.21276,-0.53086,-0.51075,0.07491,0.21841,0.65769,-0.74592,2.13168,0.67925,-0.18277,-0.28849,-0.33173,-1.08451,0
peptide_nm_316,-0.85632,-0.72246,0.41008,0.23323,-0.42851,-0.56687,0.09614,1.46601,-0.49941,-0.91171,-0.29737,-0.13155,-0.51075,0.02147,0.16683,-0.11359,0.09973,0.69249,-0.52788,-0.93585,-0.10706,-0.39589,0.7861,0
peptide_nm_317,-0.85632,1.32222,0.40603,-0.65651,-0.42851,-0.56687,1.51908,-0.96038,-0.49941,-0.19256,1.06681,-0.98168,1.11296,-0.86036,3.55509,-0.8015,0.09644,0.6875,-0.52788,1.18604,0.50895,-0.40917,0.3307,0
peptide_nm_318,-0.36162,-0.01143,-0.63272,-0.65651,-0.42851,1.63983,-0.61951,-0.33002,-0.49941,0.58876,0.21412,-0.98168,-0.51075,0.9724,0.20018,-0.08664,1.01164,-0.59113,-0.52788,-0.93585,-0.74858,-0.18008,-0.12546,0
peptide_nm_319,0.16569,0.01201,-0.63272,-0.65651,1.89046,0.57285,2.45329,0.34191,0.80965,-0.91171,-0.72146,-0.5254,-0.51075,0.08623,1.14305,-0.06307,1.06958,-0.59113,-0.52788,-0.17365,-0.77512,-0.2616,-1.11432,0
peptide_nm_320,-0.34588,-0.72246,0.48541,0.2975,-0.42851,0.57157,0.14783,0.34045,-0.49941,-0.13761,-0.72201,-0.52591,1.23704,-0.86036,1.141,-0.8015,-0.74592,-0.59113,-0.52788,-0.93585,-0.09079,-1.51061,-0.22879,0
