,Calculate_mw,Calculate_charge,y
peptide_pm_187,-0.82453,0.31833,1
peptide_pm_188,0.66513,0.88911,1
peptide_pm_189,0.0144,0.63153,1
peptide_pm_190,0.38472,0.31862,1
peptide_pm_191,-0.01059,-1.12615,1
peptide_pm_192,0.08937,0.60387,1
peptide_pm_193,0.51415,0.88883,1
peptide_pm_194,-0.77222,0.60358,1
peptide_pm_195,-0.76094,0.24132,1
peptide_pm_196,-0.5719,0.52656,1
peptide_pm_197,-0.85209,0.60358,1
peptide_pm_198,0.53029,1.45932,1
peptide_pm_199,0.00271,-1.12615,1
peptide_pm_200,2.05204,0.06218,1
peptide_pm_201,-0.87019,1.45932,1
peptide_pm_202,-0.67359,0.03309,1
peptide_pm_203,-0.02075,1.48727,1
peptide_pm_204,0.80669,2.05776,1
peptide_pm_205,0.48364,0.60358,1
peptide_pm_206,-0.85501,0.24132,1
peptide_pm_207,-0.02459,0.34629,1
peptide_pm_208,-0.33532,1.17407,1
peptide_pm_209,0.80954,1.74399,1
peptide_pm_210,-0.14628,2.31534,1
peptide_pm_211,-0.34293,0.81181,1
peptide_pm_212,0.0429,0.63153,1
peptide_pm_213,-0.15949,0.60358,1
peptide_pm_214,0.12266,0.27983,1
peptide_pm_215,0.87983,0.56536,1
peptide_pm_216,-0.48826,0.31833,1
peptide_pm_217,0.5843,-0.00513,1
peptide_pm_218,-0.91774,-0.25187,1
peptide_pm_219,-0.1935,1.74428,1
peptide_pm_220,1.11275,2.02952,1
peptide_pm_221,-0.87024,0.06133,1
peptide_pm_222,0.58894,-0.36711,1
peptide_pm_223,-0.74092,0.31862,1
peptide_pm_224,0.82464,-0.08215,1
peptide_pm_225,0.56715,1.00178,1
peptide_pm_226,-0.05053,-1.12615,1
peptide_pm_227,-0.70017,0.24103,1
peptide_pm_228,1.5551,0.35542,1
peptide_pm_229,0.27188,0.56507,1
peptide_pm_230,1.51727,0.5936,1
peptide_pm_231,-0.16041,1.48727,1
peptide_pm_232,-0.26209,0.88883,1
peptide_pm_233,-0.38184,1.17407,1
peptide_pm_234,0.0704,1.74428,1
peptide_pm_235,-0.57646,0.56507,1
peptide_pm_236,-0.18819,-0.25187,1
peptide_pm_237,8.28417,2.02096,1
peptide_pm_238,0.03807,0.03309,1
peptide_pm_239,0.9113,2.34301,1
peptide_pm_240,-0.3306,-0.00542,1
peptide_pm_241,-0.5091,1.17407,1
peptide_pm_242,0.39523,1.77223,1
peptide_pm_243,-0.1329,0.60329,1
peptide_pm_244,-0.76945,0.60358,1
peptide_pm_245,0.54056,1.00178,1
peptide_pm_246,-0.31064,0.81181,1
peptide_pm_247,0.28785,0.43129,1
peptide_pm_248,0.33058,0.31862,1
peptide_pm_249,-0.4484,0.60358,1
peptide_pm_250,0.75197,3.17022,1
peptide_pm_251,-0.34293,0.81181,1
peptide_pm_252,-0.89385,0.31833,1
peptide_pm_253,-0.48549,0.31833,1
peptide_pm_254,-0.35436,0.81181,1
peptide_pm_255,-0.63455,0.60358,1
peptide_pm_256,-0.55859,0.52656,1
peptide_pm_257,0.57661,-0.36711,1
peptide_pm_258,0.74771,0.28011,1
peptide_pm_259,0.33262,1.17436,1
peptide_pm_260,-0.38193,0.03337,1
peptide_pm_261,1.11653,2.02952,1
peptide_pm_262,-0.50445,0.88883,1
peptide_pm_263,-0.20327,0.60387,1
peptide_pm_264,-0.18301,0.88883,1
peptide_pm_265,2.53573,1.46046,1
peptide_pm_266,0.73675,3.17022,1
peptide_pm_267,-0.07867,0.27983,1
peptide_pm_268,-0.62038,0.31862,1
peptide_pm_269,-0.38184,1.17407,1
peptide_pm_270,-0.59466,0.31833,1
peptide_pm_271,-0.06635,-0.00542,1
peptide_pm_272,0.03222,-0.84176,1
peptide_pm_273,-0.4226,0.88883,1
peptide_pm_274,0.24984,0.43129,1
peptide_pm_275,2.28208,4.02481,1
peptide_pm_276,-0.4909,1.17407,1
peptide_pm_277,-0.09491,1.17407,1
peptide_pm_278,-0.44828,1.17407,1
peptide_pm_279,0.67462,1.48727,1
peptide_pm_280,-0.88547,-0.53712,1
peptide_pm_281,0.59082,-0.36711,1
peptide_pm_282,-0.50515,0.88883,1
peptide_pm_283,-0.51678,0.31833,1
peptide_pm_284,0.29395,2.59973,1
peptide_pm_285,0.74295,0.29894,1
peptide_pm_286,0.51128,1.17407,1
peptide_pm_287,-0.11368,0.88883,1
peptide_pm_288,-0.5034,-0.25187,1
peptide_pm_289,0.22346,1.74428,1
peptide_pm_290,0.72379,1.13585,1
peptide_pm_291,-0.59189,-0.25187,1
peptide_pm_292,-0.86535,0.88883,1
peptide_pm_293,-0.893,-0.25187,1
peptide_pm_294,-0.64037,0.85032,1
peptide_pm_295,-0.46362,0.31862,1
peptide_pm_296,0.70113,0.63267,1
peptide_pm_297,-0.71535,0.24132,1
peptide_pm_298,-0.74572,0.60358,1
peptide_pm_299,-0.20983,1.20202,1
peptide_pm_300,-0.62043,0.03337,1
peptide_pm_301,-0.85493,0.88854,1
peptide_pm_302,-0.58135,1.17407,1
peptide_pm_303,0.5112,1.45903,1
peptide_pm_304,-0.34293,0.81181,1
peptide_pm_305,-0.51117,0.60358,1
peptide_pm_306,0.14621,0.29894,1
peptide_pm_307,-0.86535,0.88883,1
peptide_pm_308,0.7886,-0.08215,1
peptide_pm_309,-0.87122,-0.25187,1
peptide_pm_310,-0.77804,0.31833,1
peptide_pm_311,-0.47873,0.31833,1
peptide_pm_312,-0.86919,0.60329,1
peptide_pm_313,0.52451,1.45903,1
peptide_pm_314,0.08651,1.48727,1
peptide_pm_315,-0.24508,0.88911,1
peptide_pm_316,-0.03027,1.48727,1
peptide_pm_317,-0.64509,0.88883,1
peptide_pm_318,0.93775,0.56507,1
peptide_pm_319,-0.79807,0.03309,1
peptide_pm_320,-0.63634,1.17407,1
peptide_pm_321,-0.11579,0.88883,1
peptide_pm_322,0.5642,-0.9376,1
peptide_pm_323,-0.72769,0.31833,1
peptide_pm_324,0.03234,0.11781,1
peptide_pm_325,2.05969,1.1755,1
peptide_pm_326,-0.22979,0.27983,1
peptide_pm_327,-0.78858,-0.25187,1
peptide_pm_328,-0.95003,-0.25187,1
peptide_pm_329,0.1482,0.34686,1
peptide_pm_330,-0.08616,1.74428,1
peptide_pm_331,0.11587,1.74485,1
peptide_pm_332,-0.80837,0.60358,1
peptide_pm_333,0.54059,1.20202,1
peptide_pm_334,-0.36483,0.60358,1
peptide_pm_335,0.27453,0.31862,1
peptide_pm_336,-0.57377,0.88883,1
peptide_pm_337,1.49069,0.5936,1
peptide_pm_338,0.33442,0.84975,1
peptide_pm_339,0.16048,0.40305,1
peptide_pm_340,0.33742,0.56507,1
peptide_pm_341,0.26314,0.43129,1
peptide_pm_342,0.49117,1.17407,1
peptide_pm_343,-0.89108,-0.25187,1
peptide_pm_344,0.73337,-0.3674,1
peptide_pm_345,0.61848,-0.25159,1
peptide_pm_346,-0.61554,0.88883,1
peptide_pm_347,0.23652,0.43129,1
peptide_pm_348,2.38545,0.60472,1
peptide_pm_349,-0.65059,0.88883,1
peptide_pm_350,-0.64701,0.03337,1
peptide_pm_351,1.05176,2.02981,1
peptide_pm_352,1.44416,0.87856,1
peptide_pm_353,-0.87781,-0.25187,1
peptide_pm_354,0.09506,1.48727,1
peptide_pm_355,-0.86535,0.88883,1
peptide_pm_356,0.5008,0.60358,1
peptide_pm_357,0.39515,0.68801,1
peptide_pm_358,-0.19368,-0.00485,1
peptide_pm_359,-0.55859,0.52656,1
peptide_pm_360,0.09026,0.03394,1
peptide_pm_361,1.39849,1.48756,1
peptide_pm_362,-0.35624,0.81181,1
peptide_pm_363,3.53917,1.46074,1
peptide_pm_364,-0.48549,0.31833,1
peptide_pm_365,-0.66215,0.03309,1
peptide_pm_366,-0.42178,1.17407,1
peptide_pm_367,-0.06137,1.17407,1
peptide_pm_368,-0.56436,0.88911,1
peptide_pm_369,0.79044,-0.08244,1
peptide_pm_370,0.22442,0.56507,1
peptide_pm_371,0.04662,1.13528,1
peptide_pm_372,-0.24597,1.45932,1
peptide_pm_373,-0.14238,1.20202,1
peptide_pm_374,0.79527,0.91735,1
peptide_pm_375,0.18046,0.60329,1
peptide_pm_376,0.23375,1.74399,1
peptide_pm_377,-0.09028,0.03337,1
peptide_pm_378,0.22997,1.17436,1
peptide_pm_379,0.48551,0.31862,1
peptide_pm_380,0.23961,0.56507,1
peptide_pm_381,0.83986,-0.08215,1
peptide_pm_382,-0.63366,0.03309,1
peptide_pm_383,-0.64315,0.31833,1
peptide_pm_384,-0.27361,0.81181,1
peptide_pm_385,-0.17379,0.88911,1
peptide_pm_386,0.38184,0.68801,1
peptide_pm_387,0.20994,0.43129,1
peptide_pm_388,-0.44262,0.03337,1
peptide_pm_389,-0.31065,0.60387,1
peptide_pm_390,-0.66313,0.03337,1
peptide_pm_391,-0.38185,1.17407,1
peptide_pm_392,0.71831,1.74428,1
peptide_pm_393,0.42177,0.68801,1
peptide_pm_394,-0.57854,0.03309,1
peptide_pm_395,0.49792,0.88883,1
peptide_pm_396,-0.46362,0.31862,1
peptide_pm_397,-0.51292,0.88883,1
peptide_pm_398,-0.85229,-0.25187,1
peptide_pm_399,-0.8645,-0.25187,1
peptide_pm_400,0.25742,0.91678,1
peptide_pm_401,0.02476,0.60358,1
peptide_pm_402,-0.39907,0.60387,1
peptide_pm_403,-0.02391,-1.12615,1
peptide_pm_404,-0.89108,-0.25187,1
peptide_pm_405,-0.34396,-0.25159,1
peptide_pm_406,-0.91774,-0.25187,1
peptide_pm_407,-1.03929,0.31833,1
peptide_pm_408,-0.5785,0.88883,1
peptide_pm_409,0.12922,1.38201,1
peptide_pm_410,-0.27166,-0.25187,1
peptide_pm_411,-0.05688,1.48727,1
peptide_pm_412,-0.9157,0.88883,1
peptide_pm_413,0.29082,1.77252,1
peptide_pm_414,0.52927,0.63182,1
peptide_pm_415,0.9349,-0.08215,1
peptide_pm_416,-1.45359,0.31833,1
peptide_pm_417,-0.59291,0.60329,1
peptide_pm_418,0.33173,1.74428,1
peptide_pm_419,-0.86535,0.88883,1
peptide_pm_420,-1.01178,0.03337,1
peptide_pm_421,0.10264,1.38201,1
peptide_pm_422,-0.66227,0.06133,1
peptide_pm_423,0.65086,1.74428,1
peptide_pm_424,-0.46362,0.31862,1
peptide_pm_425,2.53771,0.85117,1
peptide_pm_426,0.00365,-0.8409,1
peptide_pm_427,-0.48926,0.52656,1
peptide_pm_428,-0.96431,0.31862,1
peptide_pm_429,-0.76094,0.24132,1
peptide_pm_430,-1.17794,0.31833,1
peptide_pm_431,-0.16342,-0.25187,1
peptide_pm_432,0.77614,-0.65293,1
peptide_pm_433,0.38184,0.68801,1
peptide_pm_434,-0.32299,-0.26243,1
peptide_pm_435,0.40465,-0.05477,1
peptide_pm_436,-1.62171,0.03309,1
peptide_pm_437,0.49789,0.88883,1
peptide_pm_438,1.03475,1.45932,1
peptide_pm_439,0.13499,1.48727,1
peptide_pm_440,0.85717,2.34301,1
peptide_pm_441,1.44037,1.42081,1
peptide_pm_442,0.24984,0.43129,1
