,Length,y
Neg_2000,61.0,0
Neg_328,20.0,0
Neg_2022,39.0,0
Neg_1676,12.0,0
Neg_47,34.0,0
Neg_889,33.0,0
Neg_2715,60.0,0
Neg_2214,96.0,0
Neg_1579,79.0,0
Neg_878,22.0,0
Neg_2103,62.0,0
Neg_1114,55.0,0
Neg_681,44.0,0
Neg_346,96.0,0
Neg_2532,53.0,0
Neg_1669,37.0,0
Neg_949,40.0,0
Neg_1081,63.0,0
Neg_501,30.0,0
Neg_2079,84.0,0
Neg_2360,94.0,0
Neg_1492,18.0,0
Neg_1400,21.0,0
Neg_840,34.0,0
Neg_1343,81.0,0
Neg_1169,66.0,0
Neg_1095,30.0,0
Neg_2160,92.0,0
Neg_1886,97.0,0
Neg_462,54.0,0
Neg_1618,71.0,0
Neg_1638,79.0,0
Neg_335,79.0,0
Neg_2543,43.0,0
Neg_1503,32.0,0
Neg_2634,49.0,0
Neg_1295,37.0,0
Neg_1778,20.0,0
Neg_1420,47.0,0
Neg_2915,83.0,0
Neg_823,41.0,0
Neg_1675,65.0,0
Neg_589,29.0,0
Neg_1481,73.0,0
Neg_2342,84.0,0
Neg_1054,26.0,0
Neg_2098,93.0,0
Neg_2847,61.0,0
Neg_2645,74.0,0
Neg_1236,50.0,0
Neg_1108,87.0,0
Neg_2375,17.0,0
Neg_1516,82.0,0
Neg_1038,52.0,0
Neg_2217,28.0,0
Neg_2728,89.0,0
Neg_1386,34.0,0
Neg_1513,94.0,0
Neg_816,81.0,0
Neg_2754,63.0,0
Neg_363,82.0,0
Neg_2326,65.0,0
Neg_2442,64.0,0
Neg_2080,45.0,0
Neg_1213,89.0,0
Neg_2687,94.0,0
Neg_1636,13.0,0
Neg_1037,84.0,0
Neg_36,98.0,0
Neg_1469,51.0,0
Neg_1928,22.0,0
Neg_916,62.0,0
Neg_1155,65.0,0
Neg_2793,83.0,0
Neg_2052,13.0,0
Neg_1029,62.0,0
Neg_2685,66.0,0
Neg_280,72.0,0
Neg_2924,50.0,0
Neg_1552,35.0,0
Neg_2150,29.0,0
Neg_1454,25.0,0
Neg_1438,90.0,0
Neg_2910,51.0,0
Neg_2210,53.0,0
Neg_284,81.0,0
Neg_2162,46.0,0
Neg_740,51.0,0
Neg_1850,26.0,0
Neg_2864,84.0,0
Neg_2319,76.0,0
Neg_2530,67.0,0
Neg_2094,38.0,0
Neg_321,18.0,0
Neg_2126,25.0,0
Neg_15,30.0,0
Neg_1360,21.0,0
Neg_2640,97.0,0
Neg_1251,22.0,0
Neg_830,21.0,0
Neg_782,15.0,0
Neg_2913,40.0,0
Neg_794,100.0,0
Neg_1435,91.0,0
Neg_520,59.0,0
Neg_4,46.0,0
Neg_228,80.0,0
Neg_977,70.0,0
Neg_618,90.0,0
Neg_1278,86.0,0
Neg_1858,83.0,0
Neg_479,46.0,0
Neg_957,15.0,0
Neg_2917,95.0,0
Neg_1765,65.0,0
Neg_1991,38.0,0
Neg_526,79.0,0
Neg_1715,54.0,0
Neg_722,68.0,0
Neg_747,39.0,0
Neg_2498,11.0,0
Neg_2636,54.0,0
Neg_1015,32.0,0
Neg_785,96.0,0
Neg_560,18.0,0
Neg_1254,54.0,0
Neg_1430,30.0,0
Neg_1253,84.0,0
Neg_2909,61.0,0
Neg_1540,97.0,0
Neg_997,70.0,0
Neg_2812,30.0,0
Neg_2694,33.0,0
Neg_420,52.0,0
Neg_92,50.0,0
Neg_1822,85.0,0
Neg_678,96.0,0
Neg_952,60.0,0
Neg_1067,93.0,0
Neg_1023,37.0,0
Neg_94,84.0,0
Neg_1575,30.0,0
Neg_2350,61.0,0
Neg_2445,79.0,0
Neg_2226,98.0,0
Neg_568,94.0,0
Neg_2515,94.0,0
Neg_1334,84.0,0
Neg_930,42.0,0
Neg_354,14.0,0
Neg_2604,26.0,0
Neg_69,21.0,0
Neg_2782,88.0,0
Neg_1205,34.0,0
Neg_1269,16.0,0
Neg_1188,79.0,0
Neg_2705,56.0,0
Neg_2896,89.0,0
Neg_2890,59.0,0
Neg_2813,82.0,0
Neg_483,97.0,0
Neg_2333,25.0,0
Neg_1243,72.0,0
Neg_2268,32.0,0
Neg_2001,93.0,0
Neg_783,34.0,0
Neg_1611,22.0,0
Neg_2424,30.0,0
Neg_472,58.0,0
Neg_1791,28.0,0
Neg_645,17.0,0
Neg_1781,34.0,0
Neg_205,42.0,0
Neg_2771,93.0,0
Neg_1957,53.0,0
Neg_2408,14.0,0
Neg_2298,72.0,0
Neg_2301,24.0,0
Neg_2235,47.0,0
Neg_2056,48.0,0
Neg_803,50.0,0
Neg_2461,53.0,0
Neg_1185,97.0,0
Neg_1794,90.0,0
Neg_970,54.0,0
Neg_1479,66.0,0
Neg_775,48.0,0
Neg_748,85.0,0
Neg_1293,92.0,0
Neg_2907,81.0,0
Neg_626,27.0,0
Neg_1211,55.0,0
Neg_2029,45.0,0
Neg_2484,79.0,0
Neg_737,54.0,0
Neg_2637,51.0,0
Neg_493,79.0,0
Neg_1851,31.0,0
Neg_275,61.0,0
Neg_606,29.0,0
Neg_1681,91.0,0
Neg_861,82.0,0
Neg_2800,83.0,0
Neg_390,37.0,0
Neg_950,17.0,0
Neg_2285,18.0,0
Neg_1066,74.0,0
Neg_1485,73.0,0
Neg_2718,35.0,0
Neg_107,37.0,0
Neg_2560,53.0,0
Neg_1520,65.0,0
Neg_951,55.0,0
Neg_2753,67.0,0
Neg_2737,91.0,0
Neg_2449,74.0,0
Neg_1538,91.0,0
Neg_1588,55.0,0
Neg_1070,29.0,0
Neg_1907,61.0,0
Neg_1444,49.0,0
Neg_2536,89.0,0
Neg_1336,20.0,0
Neg_1125,51.0,0
Neg_1238,83.0,0
Neg_2438,34.0,0
Neg_2869,66.0,0
Neg_734,39.0,0
Neg_2747,62.0,0
Neg_2767,27.0,0
Neg_347,50.0,0
Neg_1890,71.0,0
Neg_2457,96.0,0
Neg_2919,94.0,0
Neg_2764,89.0,0
Neg_834,84.0,0
Neg_1570,68.0,0
Neg_2750,54.0,0
Neg_290,91.0,0
Neg_862,83.0,0
Neg_2654,17.0,0
Neg_597,58.0,0
Neg_353,11.0,0
Neg_2500,95.0,0
Neg_1446,27.0,0
Neg_842,25.0,0
Neg_53,100.0,0
Neg_291,79.0,0
Neg_1687,96.0,0
Neg_809,30.0,0
Neg_2858,37.0,0
Neg_1779,63.0,0
Neg_2114,45.0,0
Neg_327,48.0,0
Neg_249,87.0,0
Neg_514,82.0,0
Neg_894,22.0,0
Neg_1154,33.0,0
Neg_1974,92.0,0
Neg_607,82.0,0
Neg_1464,90.0,0
Neg_2840,72.0,0
Neg_2251,80.0,0
Neg_2517,100.0,0
Neg_1853,84.0,0
Neg_1312,60.0,0
Neg_2838,26.0,0
Neg_1722,45.0,0
Neg_2116,65.0,0
Neg_2327,74.0,0
Neg_1128,50.0,0
Neg_1231,34.0,0
Neg_2384,11.0,0
Neg_713,60.0,0
Neg_2475,70.0,0
Neg_545,65.0,0
Neg_1732,91.0,0
Neg_1703,53.0,0
Neg_2537,68.0,0
Neg_1601,64.0,0
Neg_238,40.0,0
Neg_2704,18.0,0
Neg_2652,13.0,0
Neg_1700,100.0,0
Neg_2744,53.0,0
Neg_43,96.0,0
Neg_235,12.0,0
Neg_1433,24.0,0
Neg_1473,23.0,0
Neg_1047,84.0,0
Neg_2221,68.0,0
Neg_691,11.0,0
Neg_128,23.0,0
Neg_1952,94.0,0
Neg_2059,89.0,0
Neg_661,83.0,0
Neg_1100,38.0,0
Neg_2458,36.0,0
Neg_983,15.0,0
Neg_2250,32.0,0
Neg_674,87.0,0
Neg_2825,23.0,0
Neg_445,34.0,0
Neg_640,89.0,0
Neg_1903,69.0,0
Neg_671,48.0,0
Neg_2147,85.0,0
Neg_475,15.0,0
Neg_1302,81.0,0
Neg_2077,26.0,0
Neg_2040,48.0,0
Neg_2660,42.0,0
Neg_2166,62.0,0
Neg_2376,74.0,0
Neg_1962,92.0,0
Neg_1000,56.0,0
Neg_250,69.0,0
Neg_1718,24.0,0
Neg_750,97.0,0
Neg_1014,63.0,0
Neg_2399,97.0,0
Neg_561,78.0,0
Neg_1762,57.0,0
Neg_1449,35.0,0
Neg_237,69.0,0
Neg_345,21.0,0
Neg_2511,40.0,0
Neg_2097,49.0,0
Neg_1966,65.0,0
Neg_255,31.0,0
Neg_2365,35.0,0
Neg_1987,17.0,0
Neg_2805,26.0,0
Neg_2904,98.0,0
Neg_2872,78.0,0
Neg_2355,36.0,0
Neg_576,27.0,0
Neg_2459,80.0,0
Neg_971,59.0,0
Neg_898,54.0,0
Neg_928,30.0,0
Neg_2823,98.0,0
Neg_2364,56.0,0
Neg_2806,20.0,0
Neg_1871,18.0,0
Neg_50,21.0,0
Neg_2496,74.0,0
Neg_1030,25.0,0
Neg_1978,63.0,0
Neg_669,54.0,0
Neg_1341,25.0,0
Neg_843,44.0,0
Neg_761,38.0,0
Neg_988,42.0,0
Neg_2255,75.0,0
Neg_2557,27.0,0
Neg_2677,11.0,0
Neg_18,15.0,0
Neg_315,92.0,0
Neg_1741,20.0,0
Neg_2578,39.0,0
Neg_389,84.0,0
Neg_210,98.0,0
Neg_2427,39.0,0
Neg_2323,84.0,0
Neg_2007,64.0,0
Neg_891,22.0,0
Neg_387,84.0,0
Neg_741,84.0,0
Neg_362,20.0,0
Neg_1212,11.0,0
Neg_2057,85.0,0
Neg_468,42.0,0
Neg_2468,56.0,0
Neg_873,20.0,0
Neg_1079,55.0,0
Neg_1710,27.0,0
Neg_482,16.0,0
Neg_121,48.0,0
Neg_2172,49.0,0
Neg_1897,31.0,0
Neg_2690,77.0,0
Neg_42,80.0,0
Neg_1748,35.0,0
Neg_620,57.0,0
Neg_2881,72.0,0
Neg_188,67.0,0
Neg_184,100.0,0
Neg_584,13.0,0
Neg_2423,31.0,0
Neg_2699,41.0,0
Neg_147,78.0,0
Neg_1376,49.0,0
Neg_2589,62.0,0
Neg_2501,46.0,0
Neg_288,49.0,0
Neg_982,99.0,0
Neg_511,62.0,0
Neg_1308,48.0,0
Neg_125,37.0,0
Neg_564,92.0,0
Neg_2039,83.0,0
Neg_1237,23.0,0
Neg_749,58.0,0
Neg_189,64.0,0
Neg_2815,19.0,0
Neg_2573,24.0,0
Neg_911,60.0,0
Neg_2225,85.0,0
Neg_591,34.0,0
Neg_428,63.0,0
Neg_739,66.0,0
Neg_449,16.0,0
Neg_1358,96.0,0
Neg_707,45.0,0
Neg_1196,82.0,0
Neg_1113,74.0,0
Neg_1437,88.0,0
Neg_996,32.0,0
Neg_2480,18.0,0
Neg_2324,16.0,0
Neg_2391,36.0,0
Neg_1084,84.0,0
Neg_1194,66.0,0
Neg_908,45.0,0
Neg_638,100.0,0
Neg_2741,29.0,0
Neg_1368,74.0,0
Neg_1005,33.0,0
Neg_2790,28.0,0
Neg_1572,47.0,0
Neg_1734,83.0,0
Neg_435,93.0,0
Neg_409,17.0,0
Neg_436,23.0,0
Neg_1409,93.0,0
Neg_1603,23.0,0
Neg_2900,19.0,0
Neg_469,59.0,0
Neg_395,38.0,0
Neg_2006,43.0,0
Neg_2138,75.0,0
Neg_1534,16.0,0
Neg_726,54.0,0
Neg_2658,59.0,0
Neg_885,90.0,0
Neg_1364,72.0,0
Neg_2867,72.0,0
Neg_1869,79.0,0
Neg_429,37.0,0
Neg_1518,41.0,0
Neg_2431,77.0,0
Neg_788,16.0,0
Neg_2574,93.0,0
Neg_1548,59.0,0
Neg_1959,81.0,0
Neg_1124,73.0,0
Neg_1324,98.0,0
Neg_1533,14.0,0
Neg_2429,34.0,0
Neg_2123,55.0,0
Neg_384,25.0,0
Neg_2551,48.0,0
Neg_380,95.0,0
Neg_1697,19.0,0
Neg_2382,24.0,0
Neg_193,33.0,0
Neg_392,59.0,0
Neg_1136,77.0,0
Neg_2371,36.0,0
Neg_910,94.0,0
Neg_656,72.0,0
Neg_718,94.0,0
Neg_400,74.0,0
Neg_742,11.0,0
Neg_1273,98.0,0
Neg_2830,31.0,0
Neg_567,88.0,0
Neg_588,69.0,0
Neg_183,94.0,0
Neg_2770,98.0,0
Neg_864,17.0,0
Neg_2883,19.0,0
Neg_2689,24.0,0
Neg_1381,75.0,0
Neg_829,23.0,0
Neg_2495,32.0,0
Neg_1148,65.0,0
Neg_819,15.0,0
Neg_2683,18.0,0
Neg_1304,71.0,0
Neg_932,64.0,0
Neg_2003,88.0,0
Neg_1512,58.0,0
Neg_789,71.0,0
Neg_1705,97.0,0
Neg_360,75.0,0
Neg_2473,78.0,0
Neg_1567,59.0,0
Neg_2582,29.0,0
Neg_980,31.0,0
Neg_2740,66.0,0
Neg_1041,37.0,0
Neg_2713,53.0,0
Neg_593,54.0,0
Neg_1882,48.0,0
Neg_2760,63.0,0
Neg_1296,32.0,0
Neg_784,38.0,0
Neg_2205,24.0,0
Neg_981,28.0,0
Neg_115,63.0,0
Neg_499,61.0,0
Neg_877,84.0,0
Neg_594,51.0,0
Neg_596,79.0,0
Neg_156,28.0,0
Neg_1199,46.0,0
Neg_1091,33.0,0
Neg_2380,57.0,0
Neg_1193,78.0,0
Neg_2038,98.0,0
Neg_796,60.0,0
Neg_583,88.0,0
Neg_1399,64.0,0
Neg_773,36.0,0
Neg_2320,46.0,0
Neg_2170,65.0,0
Neg_1443,55.0,0
Neg_1969,65.0,0
Neg_1220,80.0,0
Neg_1111,50.0,0
Neg_2065,95.0,0
Neg_1451,53.0,0
Neg_1328,52.0,0
Neg_140,68.0,0
Neg_258,38.0,0
Neg_175,66.0,0
Neg_2922,20.0,0
Neg_577,77.0,0
Neg_1641,45.0,0
Neg_758,49.0,0
Neg_2195,72.0,0
Neg_157,39.0,0
Neg_2325,87.0,0
Neg_181,95.0,0
Neg_2641,77.0,0
Neg_1505,79.0,0
Neg_2608,61.0,0
Neg_2181,89.0,0
Neg_2798,91.0,0
Neg_924,22.0,0
Neg_1138,51.0,0
Neg_2880,22.0,0
Neg_2670,18.0,0
Neg_925,75.0,0
Neg_230,32.0,0
Neg_2071,21.0,0
Neg_2650,28.0,0
Neg_841,53.0,0
Neg_2054,44.0,0
Neg_146,77.0,0
Neg_162,72.0,0
Neg_990,65.0,0
Neg_2024,40.0,0
Neg_155,45.0,0
Neg_1412,70.0,0
Neg_619,33.0,0
Neg_154,95.0,0
Neg_264,67.0,0
Neg_457,66.0,0
Neg_1529,61.0,0
Neg_1725,20.0,0
Neg_582,32.0,0
Neg_2293,52.0,0
Neg_2023,49.0,0
Neg_1192,53.0,0
Neg_1702,29.0,0
Neg_989,81.0,0
Neg_856,79.0,0
Neg_2460,47.0,0
Neg_1967,97.0,0
Neg_1584,30.0,0
Neg_909,38.0,0
Neg_517,90.0,0
Neg_2302,79.0,0
Neg_1633,26.0,0
Neg_2563,15.0,0
Neg_2911,87.0,0
Neg_1261,18.0,0
Neg_2493,51.0,0
Neg_1707,52.0,0
Neg_2035,73.0,0
Neg_2507,63.0,0
Neg_2843,53.0,0
Neg_2279,82.0,0
Neg_633,37.0,0
Neg_1442,24.0,0
Neg_1910,55.0,0
Neg_2307,79.0,0
Neg_1627,56.0,0
Neg_1043,34.0,0
Neg_851,43.0,0
Neg_1342,84.0,0
Neg_507,27.0,0
Neg_2892,94.0,0
Neg_887,51.0,0
Neg_2177,75.0,0
Neg_2875,39.0,0
Neg_187,80.0,0
Neg_731,54.0,0
Neg_2878,62.0,0
Neg_1195,65.0,0
Neg_2134,57.0,0
Neg_209,94.0,0
Neg_2339,83.0,0
Neg_1950,84.0,0
Neg_1521,41.0,0
Neg_2328,27.0,0
Neg_504,83.0,0
Neg_1415,62.0,0
Neg_1244,84.0,0
Neg_2317,12.0,0
Neg_1759,44.0,0
Neg_1105,40.0,0
Neg_1599,60.0,0
Neg_349,52.0,0
Neg_2091,26.0,0
Neg_2417,62.0,0
Neg_100,28.0,0
Neg_2420,20.0,0
Neg_1970,53.0,0
Neg_893,62.0,0
Neg_2534,42.0,0
Neg_481,47.0,0
Neg_1894,71.0,0
Neg_627,89.0,0
Neg_2523,89.0,0
Neg_1173,21.0,0
Neg_2625,37.0,0
Neg_2452,60.0,0
Neg_754,48.0,0
Neg_2294,75.0,0
Neg_2466,57.0,0
Neg_1017,69.0,0
Neg_539,74.0,0
Neg_2199,72.0,0
Neg_1739,19.0,0
Neg_1318,46.0,0
Neg_2842,86.0,0
Neg_1817,71.0,0
Neg_1427,66.0,0
Neg_60,97.0,0
Neg_1202,86.0,0
Neg_1417,49.0,0
Neg_1392,20.0,0
Neg_1245,18.0,0
Neg_1621,11.0,0
Neg_2101,98.0,0
Neg_1662,58.0,0
Neg_967,65.0,0
Neg_1576,75.0,0
Neg_1044,58.0,0
Neg_2674,69.0,0
Neg_81,65.0,0
Neg_1408,100.0,0
Neg_1528,27.0,0
Neg_2218,88.0,0
Neg_913,68.0,0
Neg_1553,63.0,0
Neg_1203,14.0,0
Neg_2776,25.0,0
Neg_2133,40.0,0
Neg_1961,39.0,0
Neg_1895,17.0,0
Neg_2043,69.0,0
Neg_334,98.0,0
Neg_2174,49.0,0
Neg_1792,64.0,0
Neg_1052,42.0,0
Neg_1327,60.0,0
Neg_2663,41.0,0
Neg_644,96.0,0
Neg_2092,60.0,0
Neg_559,33.0,0
Neg_487,99.0,0
Neg_2018,41.0,0
Neg_1474,85.0,0
Neg_1264,57.0,0
Neg_884,21.0,0
Neg_1191,76.0,0
Neg_1852,78.0,0
Neg_786,69.0,0
Neg_1686,35.0,0
Neg_2755,94.0,0
Neg_2143,64.0,0
Neg_2619,36.0,0
Neg_1600,47.0,0
Neg_725,56.0,0
Neg_70,51.0,0
Neg_2340,36.0,0
Neg_1366,15.0,0
Neg_458,58.0,0
Neg_744,55.0,0
Neg_2839,77.0,0
Neg_575,23.0,0
Neg_1839,28.0,0
Neg_2678,99.0,0
Neg_1204,84.0,0
Neg_2351,26.0,0
Neg_2899,33.0,0
Neg_2474,96.0,0
Neg_1760,56.0,0
Neg_369,28.0,0
Neg_2710,73.0,0
Neg_2852,84.0,0
Neg_1373,78.0,0
Neg_2807,61.0,0
Neg_543,47.0,0
Neg_1453,63.0,0
Neg_860,18.0,0
Neg_223,41.0,0
Neg_1842,58.0,0
Neg_1769,20.0,0
Neg_2295,49.0,0
Neg_1598,54.0,0
Neg_642,72.0,0
Neg_2592,66.0,0
Neg_2426,81.0,0
Neg_1004,75.0,0
Neg_2066,12.0,0
Neg_1482,30.0,0
Neg_111,94.0,0
Neg_2546,55.0,0
Neg_2168,79.0,0
Neg_1605,52.0,0
Neg_2512,45.0,0
Neg_93,14.0,0
Neg_772,90.0,0
Neg_206,66.0,0
Neg_723,36.0,0
Neg_1946,44.0,0
Neg_2284,19.0,0
Neg_2267,73.0,0
Neg_778,99.0,0
Neg_87,68.0,0
Neg_2746,15.0,0
Neg_1171,19.0,0
Neg_1671,93.0,0
Neg_2416,20.0,0
Neg_1935,67.0,0
Neg_2891,98.0,0
Neg_1354,90.0,0
Neg_763,32.0,0
Neg_1222,30.0,0
Neg_371,77.0,0
Neg_1955,17.0,0
Neg_2848,75.0,0
Neg_2766,70.0,0
Neg_2233,60.0,0
Neg_1833,66.0,0
Neg_1123,54.0,0
Neg_2809,55.0,0
Neg_2194,66.0,0
Neg_2144,63.0,0
Neg_27,99.0,0
Neg_2559,32.0,0
Neg_2373,45.0,0
Neg_2161,85.0,0
Neg_1954,90.0,0
Neg_23,86.0,0
Neg_1075,73.0,0
Neg_2385,76.0,0
Neg_1821,76.0,0
Neg_2256,54.0,0
Neg_2171,50.0,0
Neg_921,47.0,0
Neg_832,13.0,0
Neg_552,93.0,0
Neg_1002,52.0,0
Neg_123,64.0,0
Neg_204,77.0,0
Neg_375,40.0,0
Neg_372,36.0,0
Neg_1287,60.0,0
Neg_2125,28.0,0
Neg_74,85.0,0
Neg_871,76.0,0
Neg_694,99.0,0
Neg_824,96.0,0
Neg_2063,34.0,0
Neg_1031,41.0,0
Neg_332,86.0,0
Neg_1165,32.0,0
Neg_2186,26.0,0
Neg_1986,66.0,0
Neg_2394,45.0,0
Neg_1379,41.0,0
Neg_2522,86.0,0
Neg_1899,29.0,0
Neg_1322,71.0,0
Neg_2414,69.0,0
Neg_26,38.0,0
Neg_1284,93.0,0
Neg_820,52.0,0
Neg_863,95.0,0
Neg_268,91.0,0
Neg_2153,41.0,0
Neg_63,68.0,0
Neg_687,44.0,0
Neg_1297,93.0,0
Neg_1556,58.0,0
Neg_2455,93.0,0
Neg_1016,70.0,0
Neg_366,85.0,0
Neg_641,23.0,0
Neg_2874,54.0,0
Neg_948,45.0,0
Neg_2780,64.0,0
Neg_760,73.0,0
Neg_1782,62.0,0
Neg_2735,71.0,0
Neg_705,92.0,0
Neg_764,64.0,0
Neg_1582,15.0,0
Neg_1061,71.0,0
Neg_2183,58.0,0
Neg_1543,20.0,0
Neg_1964,55.0,0
Neg_1330,19.0,0
Neg_2411,79.0,0
Neg_25,52.0,0
Neg_1463,92.0,0
Neg_1738,15.0,0
Neg_2261,56.0,0
Neg_1416,27.0,0
Neg_2389,89.0,0
Neg_2905,17.0,0
Neg_1488,81.0,0
Neg_180,90.0,0
Neg_557,92.0,0
Neg_1595,69.0,0
Neg_1103,31.0,0
Neg_510,72.0,0
Neg_2472,47.0,0
Neg_122,36.0,0
Neg_2290,63.0,0
Neg_2696,88.0,0
Neg_1289,20.0,0
Neg_1936,87.0,0
Neg_2265,43.0,0
Neg_2555,56.0,0
Neg_1580,46.0,0
Neg_2082,21.0,0
Neg_1591,58.0,0
Neg_1470,68.0,0
Neg_1509,64.0,0
Neg_77,18.0,0
Neg_1247,95.0,0
Neg_2122,58.0,0
Neg_1953,93.0,0
Neg_2894,99.0,0
Neg_1260,84.0,0
Neg_2719,28.0,0
Neg_2111,73.0,0
Neg_1531,49.0,0
Neg_1519,93.0,0
Neg_2540,20.0,0
Neg_2113,30.0,0
Neg_1965,71.0,0
Neg_48,98.0,0
Neg_625,77.0,0
Neg_2721,60.0,0
Neg_2716,56.0,0
Neg_1116,70.0,0
Neg_2714,62.0,0
Neg_729,58.0,0
Neg_770,11.0,0
Neg_1441,48.0,0
Neg_1629,72.0,0
Neg_65,30.0,0
Neg_2121,22.0,0
Neg_271,53.0,0
Neg_2572,85.0,0
Neg_2089,53.0,0
Neg_655,89.0,0
Neg_806,25.0,0
Neg_1034,53.0,0
Neg_2211,68.0,0
Neg_393,52.0,0
Neg_2684,77.0,0
Neg_2028,38.0,0
Neg_1695,58.0,0
Neg_1024,14.0,0
Neg_881,47.0,0
Neg_2862,71.0,0
Neg_632,19.0,0
Neg_665,60.0,0
Neg_1699,85.0,0
Neg_1752,70.0,0
Neg_1536,73.0,0
Neg_1132,76.0,0
Neg_692,51.0,0
Neg_2046,80.0,0
Neg_866,59.0,0
Neg_719,44.0,0
Neg_2407,34.0,0
Neg_668,94.0,0
Neg_2488,60.0,0
Neg_359,46.0,0
Neg_1168,35.0,0
Neg_578,98.0,0
Neg_2655,55.0,0
Neg_1419,21.0,0
Neg_426,20.0,0
Neg_1644,21.0,0
Neg_643,23.0,0
Neg_1902,48.0,0
Neg_385,14.0,0
Neg_2361,70.0,0
Neg_907,97.0,0
Neg_399,96.0,0
Neg_1577,70.0,0
Neg_2127,80.0,0
Neg_73,95.0,0
Neg_2598,93.0,0
Neg_516,42.0,0
Neg_1466,32.0,0
Neg_672,58.0,0
Neg_630,88.0,0
Neg_39,50.0,0
Neg_2465,60.0,0
Neg_2722,84.0,0
Neg_2105,22.0,0
Neg_1077,20.0,0
Neg_2550,86.0,0
Neg_1756,27.0,0
Neg_172,31.0,0
Neg_1428,64.0,0
Neg_797,62.0,0
Neg_2239,56.0,0
Neg_1268,37.0,0
Neg_112,81.0,0
Neg_2432,47.0,0
Neg_1624,36.0,0
Neg_1571,23.0,0
Neg_753,31.0,0
Neg_1875,22.0,0
Neg_2353,19.0,0
Neg_1805,67.0,0
Neg_1530,93.0,0
Neg_357,83.0,0
Neg_695,89.0,0
Neg_551,48.0,0
Neg_2897,40.0,0
Neg_438,97.0,0
Neg_858,72.0,0
Neg_1072,58.0,0
Neg_698,37.0,0
Neg_2433,27.0,0
Neg_186,52.0,0
Neg_1915,100.0,0
Neg_2470,45.0,0
Neg_1547,33.0,0
Neg_313,94.0,0
Neg_1232,63.0,0
Neg_2015,71.0,0
Neg_1413,74.0,0
Neg_1495,54.0,0
Neg_2297,24.0,0
Neg_416,36.0,0
Neg_1252,59.0,0
Neg_1013,71.0,0
Neg_1631,14.0,0
Neg_874,98.0,0
Neg_1984,23.0,0
Neg_1431,36.0,0
Neg_505,13.0,0
Neg_2401,93.0,0
Neg_2119,100.0,0
Neg_1685,58.0,0
Neg_2727,87.0,0
Neg_1640,79.0,0
Neg_1134,41.0,0
Neg_799,89.0,0
Neg_790,53.0,0
Neg_2135,98.0,0
Neg_2208,100.0,0
Neg_1475,43.0,0
Neg_1085,79.0,0
Neg_1713,68.0,0
Neg_309,47.0,0
Neg_1162,32.0,0
Neg_2075,33.0,0
Neg_1698,53.0,0
Neg_518,12.0,0
Neg_1163,86.0,0
Neg_1359,57.0,0
Neg_1119,68.0,0
Neg_2643,73.0,0
Neg_277,92.0,0
Neg_1587,77.0,0
Neg_2585,99.0,0
Neg_1060,17.0,0
Neg_330,48.0,0
Neg_1369,84.0,0
Neg_2785,43.0,0
Neg_2535,70.0,0
Neg_1564,76.0,0
Neg_2036,68.0,0
Neg_1200,66.0,0
Neg_1709,81.0,0
Neg_1329,73.0,0
Neg_32,62.0,0
Neg_776,37.0,0
Neg_437,47.0,0
Neg_2653,75.0,0
Neg_95,60.0,0
Neg_1757,58.0,0
Neg_780,44.0,0
Neg_1804,74.0,0
Neg_1545,48.0,0
Neg_2797,65.0,0
Neg_430,38.0,0
Neg_1573,40.0,0
Neg_1378,98.0,0
Neg_473,76.0,0
Neg_649,80.0,0
Neg_524,85.0,0
Neg_1517,71.0,0
Neg_880,39.0,0
Neg_1693,76.0,0
Neg_1092,69.0,0
Neg_1226,92.0,0
Neg_246,39.0,0
Neg_442,85.0,0
Neg_2422,36.0,0
Neg_2661,99.0,0
Neg_2189,63.0,0
Neg_673,68.0,0
Neg_2244,86.0,0
Neg_613,71.0,0
Neg_1133,38.0,0
Neg_1919,30.0,0
Neg_1393,27.0,0
Neg_1980,41.0,0
Neg_195,72.0,0
Neg_2354,84.0,0
Neg_2388,45.0,0
Neg_1181,23.0,0
Neg_1550,32.0,0
Neg_2158,74.0,0
Neg_2197,77.0,0
Neg_2274,89.0,0
Neg_2679,69.0,0
Neg_1439,90.0,0
Neg_2281,83.0,0
Neg_2841,21.0,0
Neg_2266,55.0,0
Neg_571,80.0,0
Neg_1009,53.0,0
Neg_1655,48.0,0
Neg_1487,18.0,0
Neg_28,100.0,0
Neg_2509,60.0,0
Neg_2175,37.0,0
Neg_2232,86.0,0
Neg_201,12.0,0
Neg_1333,82.0,0
Neg_2778,33.0,0
Neg_1704,58.0,0
Neg_2156,40.0,0
Neg_1706,37.0,0
Neg_143,75.0,0
Neg_2595,37.0,0
Neg_166,67.0,0
Neg_2209,29.0,0
Neg_1608,84.0,0
Neg_1581,96.0,0
Neg_1609,92.0,0
Neg_865,61.0,0
Neg_666,86.0,0
Neg_1267,26.0,0
Neg_639,50.0,0
Neg_1590,61.0,0
Neg_1701,21.0,0
Neg_1093,52.0,0
Neg_752,65.0,0
Neg_1210,31.0,0
Neg_2603,79.0,0
Neg_463,21.0,0
Neg_972,66.0,0
Neg_1224,11.0,0
Neg_1027,95.0,0
Neg_2430,58.0,0
Neg_282,87.0,0
Neg_421,65.0,0
Neg_986,85.0,0
Neg_1349,84.0,0
Neg_495,25.0,0
Neg_2223,24.0,0
Neg_2245,37.0,0
Neg_522,88.0,0
Neg_490,92.0,0
