,formula_C,formula_H,formula_N,formula_O,formula_S,y
Neg_1389,481,750,120,151,4,0
Neg_130,423,675,125,142,3,0
Neg_2784,485,765,159,135,9,0
Neg_2759,126,220,36,29,3,0
Neg_2148,149,215,35,42,1,0
Neg_2886,466,715,129,122,3,0
Neg_903,337,508,78,98,7,0
Neg_2844,326,514,96,101,0,0
Neg_1071,262,417,69,79,0,0
Neg_2491,398,632,116,106,6,0
Neg_2731,353,601,113,116,3,0
Neg_1497,170,274,52,44,1,0
Neg_2096,221,361,55,62,0,0
Neg_2234,394,620,130,165,2,0
Neg_263,441,724,118,137,5,0
Neg_2409,196,314,52,60,2,0
Neg_171,435,673,111,134,0,0
Neg_2185,462,747,121,129,9,0
Neg_1630,349,540,88,98,1,0
Neg_239,327,530,100,102,6,0
Neg_933,476,757,137,147,4,0
Neg_2276,405,618,108,122,1,0
Neg_2707,429,674,106,122,6,0
Neg_1971,73,119,19,24,0,0
Neg_293,146,227,39,35,1,0
Neg_766,439,704,110,120,3,0
Neg_1208,388,591,105,102,1,0
Neg_1076,391,612,108,105,5,0
Neg_2860,198,287,47,57,2,0
Neg_2048,59,95,23,18,0,0
Neg_837,147,207,29,40,0,0
Neg_2085,119,201,29,39,1,0
Neg_1812,199,337,53,52,2,0
Neg_659,328,501,89,92,2,0
Neg_2775,319,492,80,97,4,0
Neg_807,378,622,110,131,3,0
Neg_379,508,741,127,150,5,0
Neg_683,301,505,87,102,5,0
Neg_2124,129,198,36,35,1,0
Neg_1239,251,378,74,73,2,0
Neg_1478,259,405,61,77,0,0
Neg_711,97,152,28,29,0,0
Neg_1422,268,416,76,88,1,0
Neg_2642,190,290,56,50,0,0
Neg_2243,494,731,117,127,4,0
Neg_419,153,239,35,47,2,0
Neg_2335,377,577,99,106,3,0
Neg_708,127,197,37,42,0,0
Neg_2224,381,617,113,113,3,0
Neg_75,504,734,102,112,4,0
Neg_1927,436,647,111,127,2,0
Neg_396,106,166,26,46,1,0
Neg_2062,360,567,87,99,3,0
Neg_1758,225,377,61,60,2,0
Neg_1696,351,541,83,81,4,0
Neg_1938,534,798,116,140,3,0
Neg_2212,236,337,71,73,6,0
Neg_491,358,579,105,118,4,0
Neg_857,113,184,34,42,0,0
Neg_2686,87,140,22,37,0,0
Neg_2549,275,437,75,98,2,0
Neg_465,362,576,112,104,7,0
Neg_214,210,343,55,65,0,0
Neg_1450,163,248,46,42,0,0
Neg_2311,344,550,76,96,1,0
Neg_566,433,705,123,127,1,0
Neg_1468,167,274,40,58,1,0
Neg_324,247,392,76,77,3,0
Neg_1106,525,806,146,143,4,0
Neg_1455,216,342,76,63,2,0
Neg_1775,482,761,139,147,9,0
Neg_2533,250,415,65,75,0,0
Neg_84,281,444,76,84,1,0
Neg_2087,312,490,82,93,0,0
Neg_454,471,689,125,158,2,0
Neg_1320,354,581,109,116,0,0
Neg_534,91,149,21,26,1,0
Neg_2600,421,704,126,135,4,0
Neg_2303,222,328,56,75,1,0
Neg_1332,79,135,19,31,0,0
Neg_1096,241,374,64,77,1,0
Neg_278,133,227,39,42,1,0
Neg_2916,109,162,34,31,0,0
Neg_365,385,636,120,122,3,0
Neg_929,303,504,82,71,1,0
Neg_955,482,760,134,142,4,0
Neg_1510,239,397,63,80,2,0
Neg_974,389,637,113,130,0,0
Neg_2768,174,300,50,60,1,0
Neg_1142,91,131,19,36,1,0
Neg_1174,416,647,125,118,7,0
Neg_848,189,321,53,57,8,0
Neg_991,258,401,73,82,0,0
Neg_565,171,292,52,60,2,0
Neg_1973,407,619,99,132,3,0
Neg_1172,404,621,107,115,2,0
Neg_2450,124,216,36,40,0,0
Neg_2795,268,454,84,75,0,0
Neg_33,461,706,126,168,4,0
Neg_2216,57,88,16,23,2,0
Neg_2359,72,122,20,24,0,0
Neg_515,215,339,61,74,2,0
Neg_208,426,631,107,108,5,0
Neg_2503,435,717,135,140,2,0
Neg_2396,123,196,34,41,0,0
Neg_1670,96,162,30,29,0,0
Neg_8,425,650,108,111,2,0
Neg_1802,360,534,102,95,4,0
Neg_1617,485,758,140,136,2,0
Neg_1353,289,451,75,86,6,0
Neg_917,288,444,92,120,1,0
Neg_1912,373,610,100,114,3,0
Neg_2647,332,481,81,93,6,0
Neg_2682,108,185,39,36,0,0
Neg_1130,194,307,53,59,2,0
Neg_1914,58,88,12,18,2,0
Neg_1659,132,218,38,59,1,0
Neg_1233,158,258,36,39,1,0
Neg_2379,249,411,71,63,2,0
Neg_1832,474,738,134,160,2,0
Neg_1156,433,702,114,121,6,0
Neg_2258,426,705,121,130,6,0
Neg_461,161,257,49,48,2,0
Neg_1432,287,448,80,88,1,0
Neg_1840,143,222,44,48,0,0
Neg_51,71,113,17,34,0,0
Neg_2078,389,584,106,122,3,0
Neg_1658,327,501,89,108,4,0
Neg_1291,385,605,99,101,2,0
Neg_2421,329,514,86,103,3,0
Neg_1107,456,679,119,122,5,0
Neg_57,299,471,79,82,2,0
Neg_56,75,112,24,17,0,0
Neg_1535,121,184,30,42,2,0
Neg_728,256,403,67,80,2,0
Neg_612,316,493,89,97,2,0
Neg_1789,113,181,27,36,0,0
Neg_2923,462,743,131,131,3,0
Neg_998,256,402,76,85,0,0
Neg_2027,64,107,21,21,2,0
Neg_1120,530,802,130,143,2,0
Neg_938,320,512,76,95,5,0
Neg_1639,292,450,60,76,2,0
Neg_1380,115,173,31,32,0,0
Neg_995,408,649,127,133,1,0
Neg_274,94,147,23,28,0,0
Neg_1731,258,381,65,80,5,0
Neg_1423,102,157,19,25,1,0
Neg_1720,210,335,63,66,3,0
Neg_1176,293,484,92,76,3,0
Neg_298,57,83,17,18,1,0
Neg_1494,281,453,77,78,6,0
Neg_2041,288,463,85,93,11,0
Neg_2033,213,350,58,65,0,0
Neg_1010,391,590,92,118,5,0
Neg_964,455,700,112,144,1,0
Neg_735,412,627,107,122,4,0
Neg_245,385,604,116,116,7,0
Neg_317,454,700,120,146,4,0
Neg_1277,215,346,56,54,6,0
Neg_213,282,464,78,83,3,0
Neg_109,135,225,33,40,0,0
Neg_1604,183,308,50,51,2,0
Neg_2004,134,219,33,42,1,0
Neg_1848,131,208,38,46,0,0
Neg_1998,251,389,61,73,2,0
Neg_968,369,560,100,94,3,0
Neg_1860,180,280,42,58,2,0
Neg_854,75,143,25,19,0,0
Neg_229,106,179,31,34,2,0
Neg_397,419,710,118,132,5,0
Neg_1864,299,482,82,109,2,0
Neg_2553,399,674,118,115,4,0
Neg_1504,432,702,120,132,2,0
Neg_2824,406,639,109,121,3,0
Neg_20,179,284,52,43,8,0
Neg_1594,265,386,64,76,3,0
Neg_2657,392,616,114,116,6,0
Neg_1823,231,346,56,70,1,0
Neg_2352,417,655,109,114,5,0
Neg_675,77,112,22,34,1,0
Neg_38,110,163,27,32,2,0
Neg_2630,144,245,39,49,2,0
Neg_1313,250,398,68,78,2,0
Neg_2083,416,657,111,129,2,0
Neg_224,482,781,137,129,3,0
Neg_1271,239,388,70,64,5,0
Neg_2404,246,398,82,73,2,0
Neg_91,408,633,109,122,4,0
Neg_2318,504,785,139,143,2,0
Neg_2034,284,456,74,83,3,0
Neg_2914,266,400,64,86,1,0
Neg_2749,390,642,98,139,0,0
Neg_1143,171,241,39,53,2,0
Neg_80,362,550,94,113,4,0
Neg_289,283,485,85,85,3,0
Neg_1262,178,290,54,52,0,0
Neg_2269,272,444,80,98,7,0
Neg_922,115,192,40,37,1,0
Neg_1843,394,644,120,134,14,0
Neg_40,72,109,21,27,0,0
Neg_1771,408,615,107,116,3,0
Neg_1068,385,626,116,128,0,0
Neg_1857,261,441,89,72,5,0
Neg_635,420,702,130,131,4,0
Neg_2908,211,318,48,55,4,0
Neg_2651,450,708,146,122,1,0
Neg_781,424,667,105,118,6,0
Neg_574,85,137,23,29,1,0
Neg_151,433,689,109,137,3,0
Neg_356,109,187,35,31,0,0
Neg_1012,506,801,129,144,3,0
Neg_455,433,705,123,130,2,0
Neg_2395,183,316,58,63,5,0
Neg_173,337,536,108,121,2,0
Neg_1744,55,93,11,14,0,0
Neg_1127,475,721,127,111,2,0
Neg_872,85,134,24,29,0,0
Neg_556,517,810,148,119,5,0
Neg_1872,312,466,102,108,1,0
Neg_1175,445,702,124,129,2,0
Neg_2738,449,722,132,131,3,0
Neg_2341,369,610,108,120,1,0
Neg_2539,241,373,63,78,1,0
Neg_2859,73,108,18,20,1,0
Neg_106,192,288,46,64,3,0
Neg_453,221,353,57,73,1,0
Neg_1396,342,526,92,108,1,0
Neg_2665,106,179,35,35,3,0
Neg_2357,310,513,95,107,1,0
Neg_1937,294,456,74,82,3,0
Neg_2673,149,241,45,52,2,0
Neg_693,502,788,128,143,2,0
Neg_769,250,389,81,68,1,0
Neg_2833,267,409,75,82,7,0
Neg_2773,100,172,26,38,1,0
Neg_1447,212,337,53,57,3,0
Neg_29,269,438,76,85,0,0
Neg_489,304,476,80,84,2,0
Neg_2545,301,473,77,108,1,0
Neg_1306,121,195,41,47,2,0
Neg_617,252,385,71,66,2,0
Neg_1372,195,300,56,62,0,0
Neg_2481,217,364,54,69,4,0
Neg_1908,421,674,130,146,0,0
Neg_1981,73,102,18,24,2,0
Neg_906,248,404,76,88,3,0
Neg_1425,393,631,129,129,2,0
Neg_846,356,588,100,103,5,0
Neg_2611,428,669,107,121,3,0
Neg_1230,77,124,20,19,1,0
Neg_1906,284,436,78,94,1,0
Neg_2554,443,711,127,120,5,0
Neg_348,257,393,71,77,0,0
Neg_477,189,310,66,61,0,0
Neg_67,220,342,54,77,2,0
Neg_2639,339,532,98,109,2,0
Neg_2012,444,678,114,131,4,0
Neg_1028,322,489,69,79,5,0
Neg_1874,251,398,70,79,1,0
Neg_1109,240,390,60,69,2,0
Neg_2529,301,489,79,92,0,0
Neg_2141,269,442,68,77,2,0
Neg_2462,501,794,136,119,3,0
Neg_2011,289,458,84,113,1,0
Neg_377,309,493,83,90,3,0
Neg_90,78,119,19,22,3,0
Neg_1506,269,417,79,73,3,0
Neg_767,179,282,58,51,2,0
Neg_434,69,107,15,21,2,0
Neg_1460,307,492,78,88,6,0
Neg_1666,475,752,138,143,4,0
Neg_126,261,400,70,75,3,0
Neg_2668,492,823,219,140,1,0
Neg_1674,195,309,55,45,2,0
Neg_2140,415,659,131,136,4,0
Neg_323,82,124,24,23,0,0
Neg_2514,242,357,61,66,3,0
Neg_598,364,583,93,120,2,0
Neg_2337,313,485,79,85,1,0
Neg_497,355,554,92,92,1,0
Neg_2693,344,539,97,123,2,0
Neg_1651,340,496,86,96,3,0
Neg_2347,345,549,99,108,1,0
Neg_68,437,654,122,132,3,0
Neg_318,157,249,39,49,1,0
Neg_2441,105,149,21,23,1,0
Neg_2136,504,774,118,135,9,0
Neg_870,222,360,70,70,1,0
Neg_699,279,485,107,90,0,0
Neg_1726,376,554,134,134,2,0
Neg_1325,312,462,90,98,2,0
Neg_2002,129,223,37,46,1,0
Neg_519,410,591,121,126,1,0
Neg_199,527,840,150,147,3,0
Neg_471,414,653,107,117,2,0
Neg_1673,129,205,43,43,2,0
Neg_272,450,716,110,132,3,0
Neg_118,153,252,46,51,0,0
Neg_135,92,159,29,30,1,0
Neg_2502,238,396,72,85,0,0
Neg_2787,184,301,55,51,0,0
Neg_546,407,625,113,115,2,0
Neg_127,335,531,91,105,2,0
Neg_1784,67,95,13,17,1,0
Neg_439,58,87,13,14,1,0
Neg_535,393,629,125,127,3,0
Neg_227,540,841,143,156,4,0
Neg_2299,407,674,120,121,4,0
Neg_2627,42,63,11,25,0,0
Neg_1982,159,254,38,40,2,0
Neg_1382,75,106,18,15,1,0
Neg_2090,378,575,99,113,2,0
Neg_1532,141,226,42,42,3,0
Neg_527,442,698,102,112,9,0
Neg_11,151,241,33,41,1,0
Neg_1246,445,709,109,120,3,0
Neg_2525,348,536,100,103,5,0
Neg_2818,274,435,69,73,3,0
Neg_1920,208,327,55,62,0,0
Neg_918,417,619,105,136,4,0
Neg_102,70,112,20,23,0,0
Neg_2621,241,395,63,70,1,0
Neg_1585,263,406,72,66,3,0
Neg_266,287,461,81,85,0,0
Neg_710,254,433,77,81,1,0
Neg_712,166,258,46,60,1,0
Neg_24,131,217,41,43,0,0
Neg_170,138,240,42,41,0,0
Neg_721,132,218,36,35,3,0
Neg_1365,434,710,130,136,3,0
Neg_1735,144,235,39,38,3,0
Neg_954,372,554,100,109,5,0
Neg_1993,286,467,81,75,5,0
Neg_1652,212,336,58,59,2,0
Neg_2306,363,561,83,98,4,0
Neg_2479,278,468,104,105,0,0
Neg_423,87,140,22,28,2,0
Neg_2799,446,682,128,140,3,0
Neg_822,310,467,79,81,5,0
Neg_931,212,328,52,66,1,0
Neg_2497,420,692,120,134,4,0
Neg_2925,168,253,45,59,1,0
Neg_267,407,646,140,119,2,0
Neg_242,209,350,70,75,2,0
Neg_233,138,213,37,40,4,0
Neg_1868,285,444,68,71,2,0
Neg_2032,491,797,133,147,4,0
Neg_2720,336,552,106,124,1,0
Neg_2343,310,491,95,121,2,0
Neg_2055,276,411,73,93,3,0
Neg_2624,268,415,73,85,0,0
Neg_745,499,781,127,140,12,0
Neg_2850,113,158,28,34,2,0
Neg_1483,52,80,14,20,0,0
Neg_2708,265,398,72,72,4,0
Neg_2131,228,368,54,72,2,0
Neg_440,222,341,55,61,0,0
Neg_793,446,720,128,146,3,0
Neg_2000,301,495,83,99,2,0
Neg_328,109,167,33,27,2,0
Neg_2022,199,321,63,63,1,0
Neg_1676,69,104,14,17,1,0
Neg_47,176,280,48,51,2,0
Neg_889,180,270,48,44,4,0
Neg_2715,308,492,90,86,2,0
Neg_2214,478,786,126,142,6,0
Neg_1579,415,658,102,109,6,0
Neg_878,95,152,34,35,0,0
Neg_2103,335,490,78,88,5,0
Neg_1114,264,427,71,81,1,0
Neg_681,235,342,68,63,0,0
Neg_346,441,703,139,138,0,0
Neg_2532,280,439,81,78,1,0
Neg_1669,181,286,42,56,2,0
Neg_949,195,298,50,67,2,0
Neg_1081,306,521,87,87,3,0
Neg_501,155,247,37,44,0,0
Neg_2079,386,634,108,110,5,0
Neg_2360,491,749,133,149,2,0
Neg_1492,71,113,21,26,0,0
Neg_1400,127,177,29,26,2,0
Neg_840,184,300,52,43,1,0
Neg_1343,396,623,107,119,7,0
Neg_1169,330,545,97,117,3,0
Neg_1095,141,235,37,39,0,0
Neg_2160,356,563,115,120,1,0
Neg_1886,502,760,130,149,5,0
Neg_462,287,485,77,77,6,0
Neg_1618,370,587,93,97,8,0
Neg_1638,372,606,112,116,3,0
Neg_335,403,630,90,111,6,0
Neg_2543,214,359,59,59,4,0
Neg_1503,164,267,41,51,0,0
Neg_2634,252,416,70,77,1,0
Neg_1295,182,284,54,56,1,0
Neg_1778,96,140,30,32,1,0
Neg_1420,235,371,63,72,2,0
Neg_2915,442,676,100,116,3,0
Neg_823,179,303,53,57,1,0
Neg_1675,330,517,97,99,5,0
Neg_589,136,230,44,45,0,0
Neg_1481,368,578,96,110,2,0
Neg_2342,394,624,124,115,6,0
Neg_1054,98,152,28,33,0,0
Neg_2098,455,729,113,134,6,0
Neg_2847,308,484,102,85,6,0
Neg_2645,367,583,97,125,2,0
Neg_1236,270,418,68,83,2,0
Neg_1108,437,667,113,125,1,0
Neg_2375,86,147,35,22,0,0
Neg_1516,426,604,126,120,7,0
Neg_1038,244,361,61,85,0,0
Neg_2217,117,195,43,45,0,0
Neg_2728,459,733,135,135,1,0
Neg_1386,190,295,51,55,3,0
Neg_1513,458,773,137,128,0,0
Neg_816,440,690,104,104,9,0
Neg_2754,315,470,80,100,1,0
Neg_363,446,662,104,140,3,0
Neg_2326,281,470,78,93,0,0
Neg_2442,289,471,81,89,7,0
Neg_2080,220,330,66,67,5,0
Neg_1213,429,664,106,134,5,0
Neg_2687,492,788,114,121,3,0
Neg_1636,60,100,16,17,0,0
Neg_1037,423,680,122,120,4,0
Neg_36,500,755,127,145,2,0
Neg_1469,241,417,75,79,1,0
Neg_1928,109,167,35,32,3,0
Neg_916,251,407,85,94,1,0
Neg_1155,344,514,86,97,2,0
Neg_2793,405,643,107,119,9,0
Neg_2052,71,112,24,18,0,0
Neg_1029,279,461,79,88,8,0
Neg_2685,357,540,92,101,4,0
Neg_280,347,540,96,114,6,0
Neg_2924,219,353,75,70,2,0
Neg_1552,160,243,41,47,1,0
Neg_2150,138,215,43,38,0,0
Neg_1454,119,191,31,40,1,0
Neg_1438,457,746,142,153,1,0
Neg_2910,271,417,69,80,0,0
Neg_2210,259,417,65,82,2,0
Neg_284,374,636,116,122,3,0
Neg_2162,227,355,57,65,4,0
Neg_740,231,372,62,76,2,0
Neg_1850,122,213,35,40,1,0
Neg_2864,410,641,119,126,5,0
Neg_2319,396,611,111,127,5,0
Neg_2530,333,508,96,97,4,0
Neg_2094,196,285,51,63,1,0
Neg_321,70,105,23,31,0,0
Neg_2126,123,180,34,36,1,0
Neg_15,140,241,43,48,0,0
Neg_1360,105,161,25,31,1,0
Neg_2640,477,722,124,146,3,0
Neg_1251,97,152,28,38,2,0
Neg_830,108,148,28,34,1,0
Neg_782,79,119,25,19,0,0
Neg_2913,180,288,62,53,0,0
Neg_794,488,751,135,144,3,0
Neg_1435,470,800,146,155,3,0
Neg_520,298,473,77,87,2,0
Neg_4,229,365,59,81,2,0
Neg_228,417,695,123,127,3,0
Neg_977,347,563,99,114,0,0
Neg_618,443,727,123,142,7,0
Neg_1278,470,703,105,116,7,0
Neg_1858,338,545,103,117,3,0
Neg_479,280,406,56,61,4,0
Neg_957,66,102,16,25,1,0
Neg_2917,449,678,114,162,4,0
Neg_1765,313,482,88,86,3,0
Neg_1991,175,280,54,52,5,0
Neg_526,392,622,102,143,1,0
Neg_1715,257,393,75,81,4,0
Neg_722,326,526,86,116,1,0
Neg_747,189,304,60,55,1,0
Neg_2498,49,87,11,14,3,0
Neg_2636,275,400,72,89,2,0
Neg_1015,171,258,46,50,1,0
Neg_785,483,772,132,144,3,0
Neg_560,101,147,27,27,1,0
Neg_1254,263,416,76,79,4,0
Neg_1430,144,239,39,50,1,0
Neg_1253,415,646,114,113,5,0
Neg_2909,312,494,92,90,0,0
Neg_1540,496,781,145,145,6,0
Neg_997,336,527,91,84,9,0
Neg_2812,139,219,33,52,1,0
Neg_2694,146,241,47,48,5,0
Neg_420,236,366,66,74,8,0
Neg_92,220,341,59,70,1,0
Neg_1822,433,639,111,138,4,0
Neg_678,504,798,126,152,5,0
Neg_952,250,407,83,76,1,0
Neg_1067,467,712,130,133,5,0
Neg_1023,187,301,53,48,2,0
Neg_94,408,683,113,136,3,0
Neg_1575,148,244,46,46,1,0
Neg_2350,311,513,95,95,1,0
Neg_2445,405,638,110,125,1,0
Neg_2226,497,820,144,131,12,0
Neg_568,458,717,131,134,5,0
Neg_2515,442,666,118,150,5,0
Neg_1334,444,664,114,120,1,0
Neg_930,220,352,56,62,0,0
Neg_354,65,108,18,25,1,0
Neg_2604,126,197,37,42,3,0
Neg_69,85,138,24,36,1,0
Neg_2782,424,675,131,132,3,0
Neg_1205,157,250,46,51,1,0
Neg_1269,70,114,22,30,1,0
Neg_1188,421,640,112,123,4,0
Neg_2705,264,423,71,91,0,0
Neg_2896,453,772,140,129,1,0
Neg_2890,284,455,81,79,1,0
Neg_2813,423,675,101,105,1,0
Neg_483,467,749,123,152,5,0
Neg_2333,128,208,32,38,2,0
Neg_1243,347,564,104,95,8,0
Neg_2268,178,279,43,43,3,0
Neg_2001,478,719,125,136,5,0
Neg_783,161,260,48,57,0,0
Neg_1611,116,176,28,32,0,0
Neg_2424,152,254,46,50,2,0
Neg_472,292,464,84,83,4,0
Neg_1791,132,209,41,45,0,0
Neg_645,77,124,20,29,2,0
Neg_1781,159,261,37,53,0,0
Neg_205,213,329,65,69,2,0
Neg_2771,446,755,139,154,0,0
Neg_1957,276,430,80,83,1,0
Neg_2408,64,100,18,20,1,0
Neg_2298,375,621,111,107,2,0
Neg_2301,112,185,27,30,1,0
Neg_2235,216,340,58,69,3,0
Neg_2056,245,380,64,68,2,0
Neg_803,259,408,70,75,0,0
Neg_2461,280,432,80,76,1,0
Neg_1185,465,683,123,136,3,0
Neg_1794,463,713,111,122,7,0
Neg_970,242,403,65,80,3,0
Neg_1479,316,539,101,93,3,0
Neg_775,220,336,68,73,3,0
Neg_748,373,646,110,114,0,0
Neg_1293,462,753,117,135,3,0
Neg_2907,369,619,121,109,2,0
Neg_626,153,230,40,40,2,0
Neg_1211,277,435,71,89,4,0
Neg_2029,181,293,55,78,0,0
Neg_2484,394,650,116,102,7,0
Neg_737,260,421,73,81,3,0
Neg_2637,222,343,79,64,0,0
Neg_493,347,533,115,104,5,0
Neg_1851,154,237,53,50,3,0
Neg_275,322,488,78,80,1,0
Neg_606,152,234,40,41,2,0
Neg_1681,463,714,124,135,3,0
Neg_861,416,682,138,111,1,0
Neg_2800,369,596,100,113,2,0
Neg_390,192,286,52,52,0,0
Neg_950,72,121,21,24,1,0
Neg_2285,89,147,25,28,0,0
Neg_1066,381,599,101,111,3,0
Neg_1485,366,609,107,97,2,0
Neg_2718,166,261,53,51,5,0
Neg_107,205,331,55,53,1,0
Neg_2560,249,403,77,96,0,0
Neg_1520,317,516,100,96,4,0
Neg_951,301,470,76,84,3,0
Neg_2753,355,568,110,98,4,0
Neg_2737,458,713,117,130,12,0
Neg_2449,372,567,109,116,1,0
Neg_1538,426,691,137,127,2,0
Neg_1588,279,436,84,91,0,0
Neg_1070,151,236,36,43,3,0
Neg_1907,270,454,80,100,0,0
Neg_1444,232,376,64,78,3,0
Neg_2536,442,713,133,133,2,0
Neg_1336,95,154,22,31,0,0
Neg_1125,260,419,59,70,3,0
Neg_1238,437,665,111,122,6,0
Neg_2438,165,268,54,53,0,0
Neg_2869,334,531,97,99,3,0
Neg_734,171,277,49,70,0,0
Neg_2747,303,486,80,99,2,0
Neg_2767,125,198,38,38,3,0
Neg_347,251,398,62,76,4,0
Neg_1890,360,564,100,109,2,0
Neg_2457,505,792,146,144,4,0
Neg_2919,438,735,123,131,5,0
Neg_2764,376,629,127,119,4,0
Neg_834,454,698,122,120,4,0
Neg_1570,329,558,94,105,0,0
Neg_2750,282,415,75,81,3,0
Neg_290,505,734,136,138,3,0
Neg_862,421,660,102,125,3,0
Neg_2654,79,124,22,29,1,0
Neg_597,305,478,76,94,2,0
Neg_353,52,80,14,18,0,0
Neg_2500,426,671,121,125,1,0
Neg_1446,148,223,33,40,1,0
Neg_842,127,207,47,36,0,0
Neg_53,503,794,144,147,1,0
Neg_291,391,603,123,123,5,0
Neg_1687,455,691,123,137,2,0
Neg_809,145,225,45,39,2,0
Neg_2858,193,298,48,52,6,0
Neg_1779,304,458,76,99,3,0
Neg_2114,198,326,52,62,1,0
Neg_327,231,374,66,81,2,0
Neg_249,363,584,116,132,1,0
Neg_514,416,644,108,123,2,0
Neg_894,99,171,27,34,2,0
Neg_1154,160,255,39,51,1,0
Neg_1974,450,686,120,136,3,0
Neg_607,433,686,118,120,5,0
Neg_1464,390,638,136,137,2,0
Neg_2840,358,526,84,102,14,0
Neg_2251,381,622,118,110,5,0
Neg_2517,542,828,144,156,7,0
Neg_1853,418,642,128,129,3,0
Neg_1312,282,438,72,96,1,0
Neg_2838,144,234,42,37,1,0
Neg_1722,239,370,56,75,1,0
Neg_2116,339,550,82,95,5,0
Neg_2327,347,530,96,94,3,0
Neg_1128,249,400,70,69,2,0
Neg_1231,177,271,39,51,0,0
Neg_2384,60,100,12,15,0,0
Neg_713,302,461,87,89,4,0
Neg_2475,367,571,85,99,1,0
Neg_545,306,485,79,97,2,0
Neg_1732,449,713,121,132,7,0
Neg_1703,260,435,67,72,5,0
Neg_2537,372,565,91,114,2,0
Neg_1601,308,461,85,100,1,0
Neg_238,212,330,60,60,0,0
Neg_2704,100,170,26,22,2,0
Neg_2652,67,106,16,18,1,0
Neg_1700,503,794,142,158,4,0
Neg_2744,273,420,70,74,4,0
Neg_43,472,682,140,162,1,0
Neg_235,69,102,12,15,1,0
Neg_1433,132,198,40,36,0,0
Neg_1473,98,157,27,36,2,0
Neg_1047,424,688,134,139,1,0
Neg_2221,335,555,95,98,8,0
Neg_691,64,91,15,16,0,0
Neg_128,116,193,31,33,1,0
Neg_1952,453,726,120,138,1,0
Neg_2059,442,659,127,137,2,0
Neg_661,386,641,117,136,4,0
Neg_1100,180,303,49,63,1,0
Neg_2458,161,247,49,61,0,0
Neg_983,80,145,33,17,0,0
Neg_2250,187,301,43,42,2,0
Neg_674,438,659,117,138,2,0
Neg_2825,127,198,32,29,0,0
Neg_445,179,288,48,52,1,0
Neg_640,436,707,155,119,1,0
Neg_1903,354,551,99,109,2,0
Neg_671,231,378,78,65,5,0
Neg_2147,442,674,100,120,4,0
Neg_475,76,124,24,24,0,0
Neg_1302,423,677,113,111,4,0
Neg_2077,112,180,28,37,3,0
Neg_2040,252,389,67,71,0,0
Neg_2660,210,332,56,72,1,0
Neg_2166,313,509,93,96,5,0
Neg_2376,386,566,112,99,2,0
Neg_1962,441,734,144,135,1,0
Neg_1000,264,425,79,82,4,0
Neg_250,327,529,99,102,2,0
Neg_1718,121,201,39,36,1,0
Neg_750,475,753,123,132,9,0
Neg_1014,326,501,83,101,2,0
Neg_2399,500,772,128,154,4,0
Neg_561,367,609,121,101,4,0
Neg_1762,258,415,73,84,6,0
Neg_1449,180,288,48,50,1,0
Neg_237,328,531,97,102,6,0
Neg_345,112,172,30,31,0,0
Neg_2511,224,332,56,59,2,0
Neg_2097,230,357,67,87,0,0
Neg_1966,307,488,90,110,4,0
Neg_255,151,232,40,48,2,0
Neg_2365,167,256,48,44,2,0
Neg_1987,77,121,23,25,2,0
Neg_2805,133,223,39,42,2,0
Neg_2904,438,710,120,156,2,0
Neg_2872,382,621,99,111,3,0
Neg_2355,174,287,45,57,2,0
Neg_576,135,221,33,50,0,0
Neg_2459,401,640,110,110,7,0
Neg_971,281,458,78,84,3,0
Neg_898,263,429,73,81,3,0
Neg_928,145,221,53,45,4,0
Neg_2823,508,795,133,155,3,0
Neg_2364,286,465,79,86,1,0
Neg_2806,98,163,25,29,2,0
Neg_1871,87,150,30,25,1,0
Neg_50,117,174,26,38,0,0
Neg_2496,384,619,101,108,3,0
Neg_1030,115,175,33,38,1,0
Neg_1978,286,433,77,88,1,0
Neg_669,233,378,64,95,2,0
Neg_1341,120,172,30,35,0,0
Neg_843,236,368,68,67,0,0
Neg_761,179,283,47,58,4,0
Neg_988,218,361,61,73,0,0
Neg_2255,377,586,102,91,5,0
Neg_2557,131,204,42,40,2,0
Neg_2677,57,94,18,14,0,0
Neg_18,77,128,24,24,0,0
Neg_315,421,673,127,135,4,0
Neg_1741,91,133,23,28,2,0
Neg_2578,207,325,47,52,5,0
Neg_389,402,643,109,130,1,0
Neg_210,464,737,129,142,10,0
Neg_2427,190,320,62,52,1,0
Neg_2323,417,671,111,127,1,0
Neg_2007,296,474,82,90,3,0
Neg_891,105,173,31,30,2,0
Neg_387,448,681,119,121,1,0
Neg_741,390,644,102,122,3,0
Neg_362,93,142,28,31,1,0
Neg_1212,41,64,14,15,3,0
Neg_2057,439,675,109,126,3,0
Neg_468,206,334,42,53,3,0
Neg_2468,298,450,74,93,3,0
Neg_873,95,154,26,32,0,0
Neg_1079,286,436,80,78,3,0
Neg_1710,119,178,36,38,1,0
Neg_482,69,119,21,27,1,0
Neg_121,250,371,57,71,6,0
Neg_2172,256,390,70,67,4,0
Neg_1897,154,267,41,36,0,0
Neg_2690,345,521,101,125,2,0
Neg_42,415,661,103,121,2,0
Neg_1748,201,297,47,45,1,0
Neg_620,287,461,75,85,4,0
Neg_2881,332,526,96,112,0,0
Neg_188,343,536,92,100,7,0
Neg_184,526,805,129,161,6,0
Neg_584,56,97,13,16,1,0
Neg_2423,137,223,51,45,3,0
