,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,y
Neg_1824,0.0169491525423728,0.0,0.0847457627118644,0.0847457627118644,0.0,0.0847457627118644,0.135593220338983,0.0338983050847457,0.0,0.0677966101694915,0.0677966101694915,0.0338983050847457,0.0,0.0,0.1186440677966101,0.0677966101694915,0.0677966101694915,0.0,0.0169491525423728,0.1186440677966101,0
Neg_9,0.0,0.0,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0,0.125,0.125,0.0416666666666666,0.0,0.0833333333333333,0.0833333333333333,0.125,0.0833333333333333,0.0,0.0833333333333333,0.0,0
Neg_1397,0.0793650793650793,0.0793650793650793,0.0158730158730158,0.0476190476190476,0.0,0.0,0.0317460317460317,0.1269841269841269,0.0317460317460317,0.0476190476190476,0.1746031746031746,0.0158730158730158,0.0476190476190476,0.0317460317460317,0.0634920634920634,0.0634920634920634,0.0317460317460317,0.0,0.0476190476190476,0.0634920634920634,0
Neg_1841,0.0465116279069767,0.0232558139534883,0.0,0.0,0.0465116279069767,0.0232558139534883,0.0930232558139534,0.0697674418604651,0.0232558139534883,0.0,0.2093023255813953,0.0,0.0465116279069767,0.0465116279069767,0.0930232558139534,0.0930232558139534,0.0232558139534883,0.0465116279069767,0.0465116279069767,0.0697674418604651,0
Neg_1197,0.0824742268041237,0.0618556701030927,0.0309278350515463,0.0927835051546391,0.0103092783505154,0.0412371134020618,0.0618556701030927,0.0206185567010309,0.0206185567010309,0.0206185567010309,0.1134020618556701,0.0618556701030927,0.0515463917525773,0.0412371134020618,0.0721649484536082,0.0618556701030927,0.0309278350515463,0.0103092783505154,0.0206185567010309,0.0927835051546391,0
Neg_1357,0.1012658227848101,0.0,0.0,0.1139240506329113,0.0,0.0253164556962025,0.0253164556962025,0.0632911392405063,0.0,0.0253164556962025,0.1139240506329113,0.1265822784810126,0.0379746835443038,0.0379746835443038,0.0759493670886076,0.1265822784810126,0.050632911392405,0.0126582278481012,0.0,0.0632911392405063,0
Neg_2898,0.02,0.12,0.0,0.02,0.0,0.06,0.14,0.16,0.1,0.0,0.0,0.1,0.0,0.0,0.04,0.12,0.08,0.0,0.0,0.04,0
Neg_2132,0.1,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0
Neg_647,0.0344827586206896,0.0344827586206896,0.0114942528735632,0.057471264367816,0.0229885057471264,0.0919540229885057,0.0804597701149425,0.1149425287356321,0.0114942528735632,0.0689655172413793,0.0804597701149425,0.0344827586206896,0.0229885057471264,0.057471264367816,0.0919540229885057,0.0229885057471264,0.0689655172413793,0.0229885057471264,0.0229885057471264,0.0459770114942528,0
Neg_2646,0.1666666666666666,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.1666666666666666,0.125,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0.0,0.0416666666666666,0.125,0
Neg_476,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.1333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.1333333333333333,0.0666666666666666,0.0,0.0333333333333333,0.0,0.0666666666666666,0.1,0.0,0.0,0.0333333333333333,0
Neg_231,0.032258064516129,0.0,0.0,0.0,0.032258064516129,0.0967741935483871,0.032258064516129,0.2258064516129032,0.1612903225806451,0.0,0.0,0.0,0.0,0.032258064516129,0.0,0.3225806451612903,0.032258064516129,0.0,0.032258064516129,0.0,0
Neg_451,0.0483870967741935,0.064516129032258,0.0483870967741935,0.032258064516129,0.032258064516129,0.0806451612903225,0.0483870967741935,0.032258064516129,0.0,0.032258064516129,0.0967741935483871,0.0161290322580645,0.0161290322580645,0.064516129032258,0.0483870967741935,0.1129032258064516,0.032258064516129,0.064516129032258,0.032258064516129,0.0967741935483871,0
Neg_1073,0.0909090909090909,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0909090909090909,0
Neg_7,0.0192307692307692,0.1153846153846153,0.0,0.0192307692307692,0.0,0.0192307692307692,0.0384615384615384,0.1538461538461538,0.0,0.0384615384615384,0.0384615384615384,0.1153846153846153,0.0384615384615384,0.0961538461538461,0.0576923076923076,0.0769230769230769,0.0576923076923076,0.0384615384615384,0.0,0.0769230769230769,0
Neg_1877,0.0833333333333333,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.125,0.0416666666666666,0.0,0.0833333333333333,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0416666666666666,0.1666666666666666,0
Neg_2912,0.0869565217391304,0.0,0.0,0.0869565217391304,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0,0.1739130434782608,0.0434782608695652,0.0,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.0434782608695652,0
Neg_1968,0.0181818181818181,0.0363636363636363,0.0545454545454545,0.0,0.0727272727272727,0.0363636363636363,0.109090909090909,0.0909090909090909,0.0727272727272727,0.0545454545454545,0.0363636363636363,0.0727272727272727,0.0,0.0545454545454545,0.0363636363636363,0.0909090909090909,0.0727272727272727,0.0,0.0545454545454545,0.0363636363636363,0
Neg_2590,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0980392156862745,0.0784313725490196,0.0,0.0196078431372549,0.1372549019607843,0.0392156862745098,0.0,0.0,0.2352941176470588,0.196078431372549,0.0392156862745098,0.0,0.0196078431372549,0.0,0
Neg_2781,0.0704225352112676,0.1126760563380281,0.0140845070422535,0.0704225352112676,0.056338028169014,0.056338028169014,0.0985915492957746,0.056338028169014,0.028169014084507,0.056338028169014,0.0985915492957746,0.028169014084507,0.028169014084507,0.028169014084507,0.028169014084507,0.0422535211267605,0.0140845070422535,0.0140845070422535,0.028169014084507,0.0704225352112676,0
Neg_940,0.0555555555555555,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.1666666666666666,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.1111111111111111,0
Neg_459,0.0208333333333333,0.1041666666666666,0.0416666666666666,0.0,0.0416666666666666,0.0625,0.0208333333333333,0.1041666666666666,0.0208333333333333,0.0625,0.0833333333333333,0.0625,0.0416666666666666,0.0208333333333333,0.0416666666666666,0.0833333333333333,0.0625,0.0208333333333333,0.0416666666666666,0.0625,0
Neg_1657,0.0238095238095238,0.0238095238095238,0.119047619047619,0.0714285714285714,0.0476190476190476,0.0238095238095238,0.0476190476190476,0.0476190476190476,0.0,0.1428571428571428,0.1428571428571428,0.0238095238095238,0.0,0.0238095238095238,0.0,0.1428571428571428,0.0238095238095238,0.0714285714285714,0.0,0.0238095238095238,0
Neg_2544,0.0967741935483871,0.0483870967741935,0.0161290322580645,0.0161290322580645,0.0,0.064516129032258,0.0483870967741935,0.0806451612903225,0.0,0.0161290322580645,0.1129032258064516,0.0161290322580645,0.0,0.032258064516129,0.1451612903225806,0.0806451612903225,0.064516129032258,0.0161290322580645,0.0483870967741935,0.0967741935483871,0
Neg_2345,0.0508474576271186,0.0169491525423728,0.0338983050847457,0.0,0.0338983050847457,0.0338983050847457,0.0169491525423728,0.1186440677966101,0.0169491525423728,0.0169491525423728,0.1864406779661017,0.0169491525423728,0.0169491525423728,0.0677966101694915,0.0677966101694915,0.1186440677966101,0.0338983050847457,0.0338983050847457,0.0169491525423728,0.1016949152542373,0
Neg_2406,0.175438596491228,0.0526315789473684,0.0175438596491228,0.0526315789473684,0.0175438596491228,0.0350877192982456,0.1228070175438596,0.087719298245614,0.0,0.0350877192982456,0.1403508771929824,0.0175438596491228,0.0,0.0175438596491228,0.0526315789473684,0.0701754385964912,0.0350877192982456,0.0,0.0350877192982456,0.0350877192982456,0
Neg_2060,0.0851063829787234,0.0319148936170212,0.0531914893617021,0.0319148936170212,0.0319148936170212,0.1170212765957446,0.0744680851063829,0.0638297872340425,0.0212765957446808,0.0425531914893617,0.1382978723404255,0.0744680851063829,0.0106382978723404,0.0957446808510638,0.0212765957446808,0.0319148936170212,0.0106382978723404,0.0106382978723404,0.0106382978723404,0.0425531914893617,0
Neg_2697,0.1111111111111111,0.0555555555555555,0.0277777777777777,0.0277777777777777,0.0555555555555555,0.0,0.0555555555555555,0.0833333333333333,0.0277777777777777,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0277777777777777,0.0,0.1388888888888889,0.0277777777777777,0.0555555555555555,0.0833333333333333,0
Neg_1979,0.0476190476190476,0.0793650793650793,0.0634920634920634,0.0158730158730158,0.0158730158730158,0.0476190476190476,0.1111111111111111,0.0476190476190476,0.0158730158730158,0.0634920634920634,0.0952380952380952,0.0634920634920634,0.0,0.0317460317460317,0.0476190476190476,0.0793650793650793,0.0793650793650793,0.0,0.0158730158730158,0.0793650793650793,0
Neg_875,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0
Neg_798,0.0125,0.0875,0.075,0.025,0.025,0.025,0.0875,0.025,0.025,0.075,0.1,0.1625,0.025,0.0,0.1,0.0375,0.05,0.025,0.0,0.0375,0
Neg_2520,0.1014492753623188,0.0579710144927536,0.0144927536231884,0.0289855072463768,0.0144927536231884,0.0869565217391304,0.1159420289855072,0.0289855072463768,0.0289855072463768,0.0144927536231884,0.0869565217391304,0.072463768115942,0.0289855072463768,0.0144927536231884,0.0289855072463768,0.072463768115942,0.0434782608695652,0.0144927536231884,0.0579710144927536,0.0869565217391304,0
Neg_2252,0.0729166666666666,0.03125,0.0,0.0104166666666666,0.0208333333333333,0.0104166666666666,0.0208333333333333,0.0833333333333333,0.0104166666666666,0.1041666666666666,0.09375,0.0625,0.0416666666666666,0.1041666666666666,0.0208333333333333,0.1354166666666666,0.09375,0.0104166666666666,0.0416666666666666,0.03125,0
Neg_1502,0.1666666666666666,0.0416666666666666,0.0,0.0416666666666666,0.0625,0.0208333333333333,0.0208333333333333,0.0416666666666666,0.0416666666666666,0.0,0.0625,0.1458333333333333,0.0,0.0208333333333333,0.0,0.1666666666666666,0.125,0.0,0.0,0.0416666666666666,0
Neg_2316,0.1139240506329113,0.0759493670886076,0.0,0.0253164556962025,0.0379746835443038,0.0379746835443038,0.0886075949367088,0.0886075949367088,0.0126582278481012,0.050632911392405,0.0886075949367088,0.0886075949367088,0.0126582278481012,0.0379746835443038,0.0759493670886076,0.0632911392405063,0.0379746835443038,0.0,0.0126582278481012,0.050632911392405,0
Neg_2282,0.088235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0294117647058823,0.088235294117647,0.0294117647058823,0.088235294117647,0.0588235294117647,0.0,0.0,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.0294117647058823,0.0,0.088235294117647,0.0294117647058823,0
Neg_2664,0.0746268656716417,0.1492537313432835,0.0149253731343283,0.0746268656716417,0.0,0.0298507462686567,0.0895522388059701,0.1194029850746268,0.0149253731343283,0.0298507462686567,0.1194029850746268,0.0,0.044776119402985,0.0746268656716417,0.0298507462686567,0.044776119402985,0.0298507462686567,0.0,0.0298507462686567,0.0298507462686567,0
Neg_1274,0.0625,0.0,0.0,0.125,0.0,0.0625,0.0,0.0625,0.0,0.125,0.25,0.0,0.0,0.125,0.0,0.125,0.0625,0.0,0.0,0.0,0
Neg_1290,0.0,0.0,0.2272727272727272,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.0909090909090909,0.0454545454545454,0
Neg_299,0.046875,0.03125,0.09375,0.0625,0.0,0.015625,0.15625,0.046875,0.0,0.0625,0.0,0.0625,0.0,0.03125,0.125,0.046875,0.046875,0.0625,0.015625,0.09375,0
Neg_2528,0.0508474576271186,0.0169491525423728,0.0508474576271186,0.0338983050847457,0.0169491525423728,0.0847457627118644,0.1525423728813559,0.0169491525423728,0.0,0.0338983050847457,0.0847457627118644,0.1186440677966101,0.0508474576271186,0.0508474576271186,0.0169491525423728,0.1016949152542373,0.0338983050847457,0.0169491525423728,0.0169491525423728,0.0508474576271186,0
Neg_1387,0.1704545454545454,0.0113636363636363,0.0113636363636363,0.0795454545454545,0.0,0.0795454545454545,0.1363636363636363,0.1931818181818181,0.0113636363636363,0.0113636363636363,0.0227272727272727,0.0,0.0113636363636363,0.0,0.0795454545454545,0.0681818181818181,0.034090909090909,0.0,0.0,0.0795454545454545,0
Neg_13,0.028169014084507,0.028169014084507,0.056338028169014,0.0845070422535211,0.0140845070422535,0.0422535211267605,0.0845070422535211,0.0422535211267605,0.028169014084507,0.0985915492957746,0.1126760563380281,0.028169014084507,0.0140845070422535,0.056338028169014,0.0422535211267605,0.0845070422535211,0.0704225352112676,0.0,0.0140845070422535,0.0704225352112676,0
Neg_586,0.0555555555555555,0.0444444444444444,0.0111111111111111,0.0666666666666666,0.0111111111111111,0.0555555555555555,0.0444444444444444,0.0777777777777777,0.0222222222222222,0.0444444444444444,0.0888888888888888,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.0666666666666666,0.1666666666666666,0.0666666666666666,0.0111111111111111,0.0555555555555555,0.0222222222222222,0
Neg_1691,0.08,0.03,0.0,0.14,0.0,0.04,0.14,0.11,0.01,0.01,0.04,0.14,0.02,0.02,0.05,0.13,0.0,0.0,0.01,0.03,0
Neg_629,0.119047619047619,0.0714285714285714,0.0,0.0952380952380952,0.0,0.0238095238095238,0.0714285714285714,0.0476190476190476,0.0,0.0,0.1666666666666666,0.0714285714285714,0.0238095238095238,0.0238095238095238,0.0476190476190476,0.0476190476190476,0.0714285714285714,0.0476190476190476,0.0,0.0714285714285714,0
Neg_1089,0.0769230769230769,0.0384615384615384,0.0256410256410256,0.0128205128205128,0.0,0.0641025641025641,0.0512820512820512,0.141025641025641,0.0128205128205128,0.0128205128205128,0.2179487179487179,0.0128205128205128,0.0128205128205128,0.0384615384615384,0.0256410256410256,0.0641025641025641,0.0641025641025641,0.0512820512820512,0.0256410256410256,0.0512820512820512,0
Neg_2884,0.1333333333333333,0.0333333333333333,0.0,0.0333333333333333,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0,0.1333333333333333,0.2333333333333333,0.0333333333333333,0.0333333333333333,0.0,0.0333333333333333,0
Neg_2610,0.0795454545454545,0.034090909090909,0.0227272727272727,0.0568181818181818,0.0113636363636363,0.034090909090909,0.034090909090909,0.0454545454545454,0.0113636363636363,0.034090909090909,0.125,0.0795454545454545,0.0454545454545454,0.0681818181818181,0.0681818181818181,0.0681818181818181,0.0909090909090909,0.0113636363636363,0.0227272727272727,0.0568181818181818,0
Neg_470,0.0808080808080808,0.0707070707070707,0.0505050505050505,0.0606060606060606,0.0101010101010101,0.0808080808080808,0.0707070707070707,0.0404040404040404,0.0303030303030303,0.0808080808080808,0.0606060606060606,0.0303030303030303,0.0505050505050505,0.0303030303030303,0.0404040404040404,0.101010101010101,0.0202020202020202,0.0,0.0404040404040404,0.0505050505050505,0
Neg_1649,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0
Neg_1177,0.0483870967741935,0.032258064516129,0.0806451612903225,0.0161290322580645,0.032258064516129,0.064516129032258,0.1612903225806451,0.0483870967741935,0.0,0.032258064516129,0.1129032258064516,0.064516129032258,0.032258064516129,0.064516129032258,0.0161290322580645,0.064516129032258,0.0483870967741935,0.0,0.032258064516129,0.0483870967741935,0
Neg_2447,0.0714285714285714,0.0357142857142857,0.0,0.0,0.0,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.0,0.0,0.2857142857142857,0.0714285714285714,0.0357142857142857,0.0,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0,0.0,0
Neg_10,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0294117647058823,0.0588235294117647,0.0,0.0,0.088235294117647,0.0294117647058823,0.0294117647058823,0.2941176470588235,0.0,0.0,0.0,0.0,0.088235294117647,0.0294117647058823,0.0,0.0,0.1176470588235294,0
Neg_2623,0.0307692307692307,0.0923076923076923,0.0615384615384615,0.0615384615384615,0.0153846153846153,0.0461538461538461,0.0615384615384615,0.0461538461538461,0.0461538461538461,0.0769230769230769,0.0923076923076923,0.0461538461538461,0.0307692307692307,0.0307692307692307,0.0461538461538461,0.0307692307692307,0.0769230769230769,0.0153846153846153,0.0615384615384615,0.0307692307692307,0
Neg_265,0.12,0.0,0.04,0.04,0.0,0.08,0.28,0.04,0.0,0.08,0.12,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0
Neg_273,0.04,0.04,0.04,0.08,0.04,0.2,0.08,0.08,0.0,0.04,0.12,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.08,0.04,0
Neg_2305,0.0769230769230769,0.0384615384615384,0.0384615384615384,0.0512820512820512,0.0128205128205128,0.0769230769230769,0.1794871794871795,0.0897435897435897,0.0,0.0256410256410256,0.1538461538461538,0.0,0.0128205128205128,0.0,0.0384615384615384,0.0641025641025641,0.0641025641025641,0.0128205128205128,0.0128205128205128,0.0512820512820512,0
Neg_915,0.0869565217391304,0.0289855072463768,0.0579710144927536,0.0144927536231884,0.0144927536231884,0.0579710144927536,0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,0.1159420289855072,0.072463768115942,0.0289855072463768,0.072463768115942,0.072463768115942,0.0434782608695652,0.0869565217391304,0.0144927536231884,0.0289855072463768,0.072463768115942,0
Neg_1945,0.1451612903225806,0.0483870967741935,0.032258064516129,0.032258064516129,0.0,0.1129032258064516,0.0806451612903225,0.032258064516129,0.0161290322580645,0.032258064516129,0.1290322580645161,0.1129032258064516,0.0161290322580645,0.0161290322580645,0.0161290322580645,0.1129032258064516,0.0483870967741935,0.0,0.0,0.0161290322580645,0
Neg_961,0.031578947368421,0.0947368421052631,0.0210526315789473,0.0526315789473684,0.0,0.031578947368421,0.1263157894736842,0.0210526315789473,0.0210526315789473,0.0736842105263157,0.0947368421052631,0.1473684210526315,0.0210526315789473,0.0210526315789473,0.0421052631578947,0.0842105263157894,0.0631578947368421,0.0,0.0105263157894736,0.0421052631578947,0
Neg_2662,0.0789473684210526,0.0657894736842105,0.0657894736842105,0.0789473684210526,0.0394736842105263,0.0,0.0657894736842105,0.0131578947368421,0.0394736842105263,0.0789473684210526,0.0921052631578947,0.0263157894736842,0.0263157894736842,0.0394736842105263,0.0263157894736842,0.1052631578947368,0.0789473684210526,0.0131578947368421,0.0263157894736842,0.0394736842105263,0
Neg_1146,0.1413043478260869,0.0434782608695652,0.0543478260869565,0.0326086956521739,0.0108695652173913,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0326086956521739,0.0217391304347826,0.1195652173913043,0.0543478260869565,0.0217391304347826,0.0108695652173913,0.0326086956521739,0.1304347826086956,0.0652173913043478,0.0,0.0,0.0543478260869565,0
Neg_1137,0.0232558139534883,0.0697674418604651,0.0930232558139534,0.0697674418604651,0.0232558139534883,0.0465116279069767,0.0697674418604651,0.0465116279069767,0.0232558139534883,0.0232558139534883,0.1162790697674418,0.0232558139534883,0.0,0.0465116279069767,0.0232558139534883,0.0930232558139534,0.0697674418604651,0.0232558139534883,0.0232558139534883,0.0930232558139534,0
Neg_41,0.0266666666666666,0.08,0.0266666666666666,0.04,0.0266666666666666,0.0933333333333333,0.0533333333333333,0.0266666666666666,0.04,0.0266666666666666,0.24,0.0133333333333333,0.04,0.0266666666666666,0.04,0.08,0.0266666666666666,0.0266666666666666,0.0,0.0666666666666666,0
Neg_1496,0.1785714285714285,0.1071428571428571,0.0,0.0535714285714285,0.0178571428571428,0.0,0.0535714285714285,0.2142857142857142,0.0357142857142857,0.0,0.125,0.0,0.0178571428571428,0.0,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.1071428571428571,0
Neg_2270,0.0425531914893617,0.0212765957446808,0.1063829787234042,0.0851063829787234,0.0212765957446808,0.0212765957446808,0.1702127659574468,0.0638297872340425,0.0212765957446808,0.0638297872340425,0.0425531914893617,0.0851063829787234,0.0212765957446808,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0,0.0212765957446808,0.0212765957446808,0.0638297872340425,0
Neg_1721,0.0526315789473684,0.087719298245614,0.0,0.0,0.087719298245614,0.0175438596491228,0.0175438596491228,0.087719298245614,0.0175438596491228,0.0,0.1929824561403508,0.0,0.0,0.0526315789473684,0.2456140350877192,0.0701754385964912,0.0175438596491228,0.0350877192982456,0.0,0.0175438596491228,0
Neg_2196,0.0694444444444444,0.0833333333333333,0.0,0.0555555555555555,0.0,0.0277777777777777,0.1666666666666666,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0694444444444444,0.0833333333333333,0.0416666666666666,0.0277777777777777,0.0555555555555555,0.0555555555555555,0.0833333333333333,0.0138888888888888,0.0,0.0555555555555555,0
Neg_1988,0.0875,0.05,0.025,0.0625,0.0125,0.0125,0.0875,0.075,0.0125,0.1,0.125,0.0375,0.0125,0.0375,0.0875,0.075,0.025,0.0,0.0,0.075,0
Neg_2464,0.0181818181818181,0.0363636363636363,0.0727272727272727,0.0727272727272727,0.0181818181818181,0.0909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.0181818181818181,0.1272727272727272,0.0727272727272727,0.0727272727272727,0.0363636363636363,0.0181818181818181,0.0909090909090909,0.0,0.0363636363636363,0.0727272727272727,0.0727272727272727,0
Neg_521,0.0714285714285714,0.0,0.0238095238095238,0.0119047619047619,0.0238095238095238,0.0119047619047619,0.0238095238095238,0.1309523809523809,0.0119047619047619,0.119047619047619,0.1309523809523809,0.0,0.0119047619047619,0.0595238095238095,0.0476190476190476,0.1428571428571428,0.0238095238095238,0.0238095238095238,0.0595238095238095,0.0714285714285714,0
Neg_1062,0.0545454545454545,0.0909090909090909,0.0181818181818181,0.0363636363636363,0.0545454545454545,0.0545454545454545,0.0545454545454545,0.0909090909090909,0.0181818181818181,0.0727272727272727,0.0727272727272727,0.109090909090909,0.0,0.0727272727272727,0.0545454545454545,0.0,0.0727272727272727,0.0,0.0363636363636363,0.0363636363636363,0
Neg_899,0.0,0.1851851851851851,0.037037037037037,0.074074074074074,0.037037037037037,0.0,0.1111111111111111,0.037037037037037,0.037037037037037,0.0,0.1481481481481481,0.037037037037037,0.0,0.037037037037037,0.1851851851851851,0.074074074074074,0.0,0.0,0.0,0.0,0
Neg_374,0.04,0.0266666666666666,0.12,0.08,0.0266666666666666,0.0933333333333333,0.0533333333333333,0.0666666666666666,0.0266666666666666,0.0,0.1333333333333333,0.0533333333333333,0.0,0.0266666666666666,0.0933333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0266666666666666,0
Neg_2106,0.0422535211267605,0.1267605633802817,0.028169014084507,0.0422535211267605,0.0,0.028169014084507,0.028169014084507,0.0704225352112676,0.028169014084507,0.0422535211267605,0.1408450704225352,0.0140845070422535,0.028169014084507,0.0,0.0704225352112676,0.0845070422535211,0.0704225352112676,0.028169014084507,0.028169014084507,0.0985915492957746,0
Neg_3,0.0957446808510638,0.0425531914893617,0.0212765957446808,0.0212765957446808,0.0106382978723404,0.0212765957446808,0.0106382978723404,0.0638297872340425,0.0106382978723404,0.1170212765957446,0.0531914893617021,0.0531914893617021,0.0425531914893617,0.0638297872340425,0.0425531914893617,0.1063829787234042,0.0851063829787234,0.0106382978723404,0.0425531914893617,0.0851063829787234,0
Neg_405,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.0,0.1666666666666666,0.0,0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0
Neg_1873,0.04,0.0,0.04,0.0,0.04,0.04,0.12,0.08,0.0,0.04,0.08,0.0,0.0,0.0,0.2,0.12,0.12,0.0,0.04,0.04,0
Neg_2506,0.1153846153846153,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0,0.0,0.1346153846153846,0.1153846153846153,0.0,0.0769230769230769,0.0769230769230769,0.1153846153846153,0.0,0.1153846153846153,0.0384615384615384,0.0192307692307692,0.0192307692307692,0.0,0.0192307692307692,0.0384615384615384,0
Neg_2777,0.0897435897435897,0.0769230769230769,0.0384615384615384,0.0384615384615384,0.0128205128205128,0.0769230769230769,0.0769230769230769,0.0256410256410256,0.0384615384615384,0.0384615384615384,0.0641025641025641,0.0512820512820512,0.0128205128205128,0.0512820512820512,0.0641025641025641,0.0512820512820512,0.0641025641025641,0.0256410256410256,0.0384615384615384,0.0641025641025641,0
Neg_762,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.0,0.0526315789473684,0.0,0.1052631578947368,0.2105263157894736,0.0,0.0,0.1052631578947368,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0,0.0,0.1052631578947368,0
Neg_401,0.2727272727272727,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,0
Neg_1801,0.1875,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.1875,0.0625,0.0,0.0,0.0,0
Neg_2863,0.0666666666666666,0.1,0.0666666666666666,0.1,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0666666666666666,0.0333333333333333,0.0333333333333333,0.1,0.0333333333333333,0.0333333333333333,0.1,0.1,0.0333333333333333,0.0,0.0666666666666666,0
Neg_2412,0.1081081081081081,0.0675675675675675,0.0405405405405405,0.054054054054054,0.027027027027027,0.0675675675675675,0.1351351351351351,0.0405405405405405,0.0135135135135135,0.0135135135135135,0.1081081081081081,0.1081081081081081,0.027027027027027,0.0135135135135135,0.0135135135135135,0.0675675675675675,0.0,0.0,0.027027027027027,0.0675675675675675,0
Neg_1094,0.0449438202247191,0.0561797752808988,0.0337078651685393,0.0898876404494382,0.0,0.0337078651685393,0.1348314606741573,0.1011235955056179,0.0337078651685393,0.0561797752808988,0.1123595505617977,0.0337078651685393,0.0674157303370786,0.0449438202247191,0.0224719101123595,0.0337078651685393,0.0449438202247191,0.0,0.0112359550561797,0.0449438202247191,0
Neg_1795,0.1428571428571428,0.0,0.0476190476190476,0.0,0.0,0.0,0.1428571428571428,0.0952380952380952,0.0,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0
