,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_nm_153,9.35,14.37,0.0,15.48,0.0,17.93,0.0,7.04,27.03,9.33,5.68,12.75,0.0,0.0,0.0,10.46,0.0,0.0,16.9,14.14,0
peptide_nm_154,11.39,12.72,0.0,9.73,0.0,0.0,0.0,8.06,0.0,8.06,6.94,5.53,0.0,16.06,0.0,9.39,10.28,0.0,0.0,6.31,0
peptide_nm_155,8.09,11.41,0.0,11.54,0.0,6.38,7.5,11.21,0.0,0.0,7.86,17.57,0.0,12.04,11.54,11.04,0.0,0.0,0.0,8.43,0
peptide_nm_156,0.0,0.0,5.19,5.65,0.0,0.0,11.39,8.28,0.0,5.6,8.06,6.94,0.0,0.0,0.0,14.28,5.76,0.0,0.0,12.72,0
peptide_nm_157,0.0,9.47,5.83,15.26,15.26,6.94,12.32,0.0,0.0,3.06,0.0,16.06,0.0,0.0,8.63,0.0,8.95,0.0,6.39,0.0,0
peptide_nm_158,0.0,16.9,8.75,19.25,0.0,19.1,4.09,10.89,0.0,0.0,6.81,12.39,0.0,23.45,0.0,13.46,21.86,0.0,15.24,13.46,0
peptide_nm_159,7.32,16.41,0.0,27.39,0.0,8.37,13.59,27.39,0.0,16.48,21.53,0.0,0.0,18.48,5.24,0.0,7.42,0.0,24.24,11.23,0
peptide_nm_160,7.93,29.03,19.63,17.37,0.0,29.03,10.7,14.83,18.65,9.17,12.63,7.79,24.37,20.97,10.43,0.0,0.0,0.0,16.13,22.32,0
peptide_nm_161,0.0,0.0,0.0,0.0,0.0,9.56,1.6,7.07,0.0,0.0,0.0,0.0,0.0,0.0,10.81,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_162,8.43,0.0,0.0,0.0,0.0,0.0,20.21,4.65,12.71,4.25,6.0,16.59,11.54,0.0,0.0,12.71,11.21,0.0,0.0,0.0,0
peptide_nm_163,11.88,16.35,0.0,8.38,0.0,0.0,7.46,8.87,12.56,20.5,14.96,12.04,0.0,12.19,15.27,12.96,13.68,0.0,0.0,24.04,0
peptide_nm_164,5.47,14.78,0.0,0.0,0.0,13.5,10.87,6.45,11.3,8.14,9.95,19.22,0.0,0.0,12.7,19.22,10.61,0.0,0.0,21.04,0
peptide_nm_165,4.5,0.0,7.08,3.45,0.0,0.0,6.08,0.0,0.0,8.42,4.73,0.0,8.42,0.0,0.0,0.0,0.0,0.0,7.08,0.0,0
peptide_nm_166,0.0,0.0,9.68,17.87,27.16,0.0,6.9,8.07,0.0,0.0,11.5,10.13,0.0,8.9,18.53,21.91,21.91,0.0,28.16,10.43,0
peptide_nm_167,18.81,0.0,8.08,0.0,5.29,0.0,10.81,9.36,23.19,11.58,0.0,8.38,16.15,0.0,8.72,0.0,0.0,0.0,0.0,18.96,0
peptide_nm_168,8.74,16.04,16.04,8.04,10.89,14.74,0.0,8.27,0.0,18.52,10.04,13.18,13.46,19.46,15.48,0.0,0.0,26.04,13.46,15.78,0
peptide_nm_169,8.94,16.06,7.81,8.06,0.0,0.0,13.29,4.94,0.0,8.06,0.0,8.12,11.39,0.0,0.0,11.39,0.0,14.28,0.0,0.0,0
peptide_nm_170,0.0,9.09,6.18,0.0,0.0,4.55,9.09,4.73,0.0,5.27,4.73,0.0,0.0,5.1,0.0,6.18,5.27,0.0,0.0,0.0,0
peptide_nm_171,6.61,0.0,0.0,18.18,16.04,14.46,10.81,12.24,22.46,9.93,20.42,13.89,0.0,0.0,9.93,0.0,10.59,0.0,16.04,15.18,0
peptide_nm_172,3.06,9.65,10.38,9.65,0.0,11.05,17.24,12.95,0.0,10.45,10.65,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0
peptide_nm_173,2.89,0.0,0.0,0.0,0.0,5.27,9.09,5.27,0.0,0.0,9.09,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0
peptide_nm_174,7.74,22.19,0.0,15.27,14.35,12.5,20.5,7.68,11.12,12.5,6.29,16.35,24.04,24.04,8.96,12.24,0.0,0.0,0.0,12.56,0
peptide_nm_175,7.53,0.0,10.47,8.06,0.0,0.0,7.65,15.06,0.0,4.64,8.19,6.69,8.0,0.0,0.0,0.0,9.41,0.0,8.59,0.0,0
peptide_nm_176,14.89,13.53,0.0,18.8,0.0,0.0,8.83,15.87,18.48,25.07,6.27,0.0,26.8,0.0,18.75,13.34,21.56,0.0,21.91,19.33,0
peptide_nm_177,0.0,0.0,0.0,5.42,4.18,6.08,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,10.08,3.45,0.0,0.0,7.08,5.42,0
peptide_nm_178,2.5,0.0,0.0,0.0,0.0,0.0,5.08,6.08,5.42,5.42,6.08,0.0,0.0,0.0,7.08,10.08,8.42,0.0,0.0,10.08,0
peptide_nm_179,0.0,5.69,6.93,6.93,0.0,6.62,7.79,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,4.77,0.0,7.79,6.36,12.07,0
peptide_nm_180,12.33,36.42,18.53,10.65,0.0,27.96,14.3,11.06,36.09,20.87,11.27,23.25,26.09,18.75,30.45,35.74,12.86,26.76,50.09,28.09,0
peptide_nm_181,0.0,0.0,0.0,0.0,8.42,0.0,0.0,6.0,0.0,1.88,5.27,0.0,10.08,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_182,0.0,0.0,7.06,0.0,0.0,0.0,3.79,0.0,0.0,10.81,8.67,7.73,0.0,7.81,4.67,7.06,0.0,0.0,0.0,10.36,0
peptide_nm_183,9.23,10.61,0.0,0.0,0.0,4.85,0.0,5.89,21.04,0.0,5.45,16.09,11.3,17.57,12.7,0.0,0.0,0.0,14.78,10.61,0
peptide_nm_184,5.59,12.04,0.0,18.54,12.04,0.0,11.05,9.65,0.0,0.0,10.59,0.0,0.0,13.13,13.54,12.71,8.32,22.04,15.71,12.71,0
peptide_nm_185,13.58,12.96,0.0,10.04,11.54,0.0,5.88,8.4,12.04,18.0,0.0,12.19,18.96,0.0,0.0,11.6,19.44,0.0,14.35,14.04,0
peptide_nm_186,5.73,10.81,0.0,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,7.81,0.0,9.87,14.06,9.56,1.82,0.0,7.81,0.0,0
peptide_nm_187,5.56,8.0,0.0,10.47,0.0,7.65,0.0,4.15,0.0,13.29,4.69,0.0,0.0,0.0,11.76,0.0,9.41,0.0,0.0,6.31,0
peptide_nm_188,9.41,11.39,0.0,0.0,0.0,0.0,5.94,6.0,0.0,8.0,10.24,10.28,0.0,6.12,12.72,10.28,0.0,0.0,0.0,11.39,0
peptide_nm_189,10.06,14.83,37.81,26.73,0.0,24.65,21.65,15.8,0.0,18.23,11.96,21.99,30.81,73.31,28.1,28.2,31.04,41.09,37.24,43.69,0
peptide_nm_190,4.77,9.38,0.0,6.93,0.0,0.0,0.0,10.36,0.0,12.07,6.15,7.79,0.0,0.0,0.0,4.77,0.0,0.0,0.0,5.54,0
peptide_nm_191,15.18,10.04,20.89,13.18,0.0,0.0,9.5,0.0,0.0,11.12,14.46,11.11,0.0,8.81,8.19,11.63,12.12,0.0,24.18,12.81,0
peptide_nm_192,10.69,7.73,9.41,0.0,0.0,0.0,0.0,7.31,0.0,0.0,0.0,3.54,0.0,8.59,10.47,15.06,8.0,0.0,0.0,0.0,0
peptide_nm_193,0.0,5.77,13.54,22.04,0.0,0.0,10.0,0.0,0.0,4.48,4.67,8.14,0.0,0.0,9.13,22.04,0.0,11.54,17.04,20.21,0
peptide_nm_194,11.9,15.62,14.19,6.63,0.0,6.25,7.53,9.9,0.0,12.95,6.84,0.0,19.05,0.0,0.0,9.9,0.0,0.0,9.62,0.0,0
peptide_nm_195,0.0,14.37,9.46,25.04,0.0,0.0,7.54,0.0,0.0,21.48,12.42,11.71,21.48,16.15,12.59,12.81,10.04,0.0,23.19,7.44,0
peptide_nm_196,0.0,0.0,5.56,0.0,0.0,0.0,2.62,0.0,3.78,4.44,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,5.56,3.78,0
peptide_nm_197,0.0,4.93,0.0,14.06,0.0,7.31,14.06,0.0,7.81,0.0,8.79,6.27,0.0,7.73,0.0,7.31,0.0,0.0,0.0,4.93,0
peptide_nm_198,0.0,0.0,0.0,0.0,0.0,5.54,7.79,10.36,0.0,0.0,4.08,5.54,0.0,6.93,11.08,0.0,0.0,0.0,12.07,6.36,0
peptide_nm_199,6.57,11.14,18.23,12.77,7.71,0.0,8.21,0.0,10.23,0.0,4.83,0.0,0.0,10.23,0.0,10.59,15.14,0.0,0.0,11.52,0
peptide_nm_200,0.0,5.42,0.0,0.0,0.0,0.0,6.18,5.08,0.0,10.08,2.3,0.0,0.0,0.0,0.0,4.91,6.18,0.0,0.0,0.0,0
peptide_nm_201,10.21,9.06,12.32,13.68,0.0,9.47,0.0,5.5,0.0,5.83,13.68,7.61,17.05,0.0,0.0,17.05,0.0,0.0,8.53,6.5,0
peptide_nm_202,7.45,0.0,0.0,0.0,0.0,6.08,0.0,4.0,0.0,0.0,2.5,0.0,0.0,10.08,3.45,0.0,0.0,0.0,0.0,5.08,0
peptide_nm_203,6.96,19.1,9.56,16.04,0.0,0.0,0.0,14.68,0.0,5.14,19.1,13.59,0.0,14.14,27.03,14.62,6.8,0.0,0.0,0.0,0
peptide_nm_204,7.79,4.15,0.0,5.08,0.0,8.93,0.0,7.79,0.0,0.0,5.08,12.07,0.0,0.0,0.0,11.08,0.0,0.0,0.0,4.77,0
peptide_nm_205,0.0,7.06,0.0,5.56,0.0,0.0,6.31,10.47,0.0,0.0,0.0,7.33,15.06,7.65,0.0,0.0,6.69,0.0,4.67,0.0,0
peptide_nm_206,6.15,0.0,0.0,4.25,0.0,8.0,11.08,0.0,0.0,8.42,6.92,6.15,0.0,6.92,9.38,0.0,9.38,0.0,0.0,5.54,0
peptide_nm_207,18.54,11.91,5.55,0.0,0.0,12.04,0.0,11.54,20.21,9.22,8.26,14.54,0.0,0.0,9.3,0.0,11.04,9.91,11.54,12.26,0
peptide_nm_208,12.07,0.0,0.0,0.0,0.0,6.62,10.36,7.79,0.0,0.0,0.0,6.36,0.0,12.07,4.31,0.0,2.92,0.0,0.0,4.31,0
peptide_nm_209,8.59,7.65,0.0,15.06,11.76,8.0,13.29,0.0,0.0,7.53,10.47,3.87,8.56,0.0,5.19,0.0,0.0,0.0,10.81,0.0,0
peptide_nm_210,10.46,16.35,0.0,24.04,0.0,0.0,14.35,11.84,0.0,13.58,6.17,17.58,12.19,0.0,21.2,13.04,20.5,8.24,0.0,8.78,0
peptide_nm_211,8.96,0.0,15.27,18.96,12.19,0.0,9.38,9.2,14.35,7.04,20.5,7.13,22.19,0.0,0.0,14.35,0.0,0.0,12.04,11.6,0
peptide_nm_212,12.18,17.26,13.36,0.0,0.0,9.54,13.52,0.0,0.0,13.79,13.25,10.68,0.0,9.58,21.86,14.62,20.75,0.0,10.61,16.0,0
peptide_nm_213,17.93,46.47,34.71,18.54,37.56,53.37,19.96,13.81,36.18,23.54,10.99,11.35,35.62,23.21,20.32,12.21,25.1,0.0,36.34,22.0,0
peptide_nm_214,5.14,5.14,3.71,0.0,0.0,0.0,2.17,0.0,0.0,0.0,3.71,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_215,6.08,0.0,0.0,8.42,0.0,5.08,10.08,0.0,0.0,5.42,5.1,0.0,0.0,0.0,0.0,2.3,0.0,0.0,6.08,0.0,0
peptide_nm_216,11.65,9.47,6.5,6.94,0.0,0.0,0.0,0.0,0.0,15.26,3.69,17.05,0.0,0.0,0.0,10.28,12.32,0.0,0.0,9.47,0
peptide_nm_217,29.03,22.7,9.9,9.5,0.0,13.17,15.1,12.97,0.0,18.3,7.68,7.11,0.0,0.0,19.63,0.0,0.0,0.0,12.48,10.55,0
peptide_nm_218,0.0,6.92,2.73,9.38,0.0,7.08,9.38,0.0,0.0,8.0,0.0,0.0,6.15,0.0,5.69,5.69,11.08,0.0,0.0,0.0,0
peptide_nm_219,0.0,8.95,0.0,6.24,0.0,17.05,12.32,15.26,12.32,0.0,6.12,6.72,0.0,0.0,10.21,4.19,13.68,0.0,0.0,0.0,0
peptide_nm_220,6.68,11.41,0.0,5.05,0.0,17.57,0.0,10.59,13.65,11.3,5.43,12.7,16.09,0.0,21.04,0.0,8.41,0.0,19.22,10.52,0
peptide_nm_221,4.15,0.0,0.0,0.0,10.36,0.0,2.73,0.0,6.36,0.0,0.0,6.07,7.79,7.79,0.0,6.93,0.0,0.0,12.07,10.36,0
peptide_nm_222,10.29,0.0,0.0,0.0,0.0,15.14,15.14,0.0,0.0,0.0,0.0,3.87,0.0,0.0,10.23,6.42,10.38,0.0,0.0,6.55,0
peptide_nm_223,12.72,9.39,0.0,0.0,0.0,10.28,8.28,9.39,0.0,7.41,6.94,6.12,8.72,5.06,0.0,6.71,0.0,0.0,16.06,0.0,0
peptide_nm_224,0.0,0.0,10.38,0.0,0.0,4.17,0.0,5.5,15.14,0.0,0.0,0.0,7.24,0.0,12.77,7.26,0.0,0.0,9.43,0.0,0
peptide_nm_225,13.54,9.13,0.0,17.04,0.0,0.0,11.04,11.04,7.59,17.04,15.71,22.04,0.0,12.04,13.3,5.25,12.71,0.0,0.0,6.23,0
peptide_nm_226,0.0,0.0,5.54,0.0,8.0,0.0,10.08,6.92,0.0,5.69,2.73,0.0,0.0,10.08,0.0,6.15,6.15,0.0,0.0,0.0,0
peptide_nm_227,5.69,8.93,0.0,0.0,0.0,0.0,6.36,0.0,0.0,6.93,4.31,10.36,6.92,0.0,0.0,6.07,0.0,8.93,10.36,12.07,0
peptide_nm_228,8.94,8.0,8.72,6.71,10.28,0.0,0.0,5.76,0.0,10.69,0.0,11.39,11.39,0.0,10.28,0.0,0.0,0.0,8.72,16.06,0
peptide_nm_229,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,6.62,6.18,8.0,0.0,6.07,0.0,10.36,6.93,0.0,0.0,6.07,0
peptide_nm_230,0.0,0.0,5.27,5.08,0.0,0.0,0.0,5.08,8.42,3.27,7.45,0.0,0.0,0.0,0.0,8.42,6.08,0.0,10.08,0.0,0
peptide_nm_231,0.0,0.0,0.0,7.45,5.08,0.0,3.09,0.0,0.0,7.08,6.08,5.42,7.08,8.42,0.0,0.0,10.08,0.0,5.08,0.0,0
peptide_nm_232,11.12,15.24,0.0,4.72,0.0,0.0,10.04,16.0,0.0,15.18,8.07,14.62,16.9,21.86,15.24,6.3,27.03,0.0,0.0,8.67,0
peptide_nm_233,16.9,12.0,15.78,9.17,0.0,16.91,29.03,8.97,0.0,9.93,23.28,13.61,0.0,10.9,16.28,0.0,22.06,0.0,15.16,10.48,0
peptide_nm_234,6.65,16.25,0.0,14.19,9.9,10.38,8.25,11.05,0.0,12.95,7.05,0.0,0.0,11.9,0.0,0.0,9.52,0.0,11.9,4.94,0
peptide_nm_235,0.0,10.47,0.0,4.93,0.0,0.0,9.41,7.65,0.0,11.76,14.06,0.0,5.19,0.0,8.19,0.0,11.76,0.0,0.0,5.06,0
peptide_nm_236,5.62,0.0,12.35,0.0,0.0,18.18,9.12,6.64,16.15,13.7,16.04,20.89,19.46,0.0,20.89,13.04,15.18,0.0,10.0,0.0,0
peptide_nm_237,0.0,0.0,0.0,0.0,0.0,9.41,15.06,3.69,0.0,10.81,4.67,0.0,0.0,0.0,7.81,0.0,5.19,0.0,0.0,10.47,0
peptide_nm_238,5.42,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,6.08,5.1,8.42,4.55,6.08,8.42,0.0,0.0,5.08,0.0,0
peptide_nm_239,13.7,14.37,19.93,9.92,0.0,7.48,0.0,10.5,11.42,0.0,6.35,0.0,0.0,0.0,14.88,0.0,25.04,0.0,11.42,14.58,0
peptide_nm_240,19.1,7.27,27.03,0.0,0.0,9.32,0.0,21.86,0.0,14.68,8.89,9.56,13.46,11.75,17.89,0.0,13.04,13.59,13.46,13.04,0
peptide_nm_241,18.23,10.59,0.0,10.29,0.0,0.0,4.44,14.19,0.0,0.0,5.25,13.86,0.0,12.77,18.23,0.0,11.86,0.0,0.0,6.76,0
peptide_nm_242,0.0,17.04,0.0,13.18,0.0,13.46,0.0,0.0,15.19,23.19,11.76,0.0,13.04,9.56,0.0,6.62,5.76,0.0,9.81,14.3,0
peptide_nm_243,10.58,16.15,12.52,12.24,13.19,0.0,18.52,22.19,0.0,22.19,0.0,8.72,0.0,16.15,13.7,15.19,10.88,0.0,13.7,5.65,0
peptide_nm_244,0.0,9.09,4.1,5.27,0.0,0.0,0.0,6.18,0.0,0.0,4.5,4.1,0.0,9.09,0.0,0.0,7.45,0.0,0.0,0.0,0
peptide_nm_245,6.15,11.08,0.0,5.69,0.0,0.0,6.92,0.0,6.15,0.0,6.92,4.08,11.08,0.0,3.75,0.0,9.38,0.0,0.0,9.38,0
peptide_nm_246,4.47,0.0,15.26,9.47,0.0,0.0,12.61,11.16,0.0,7.83,7.06,7.72,6.06,0.0,13.68,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_247,6.92,8.0,6.92,0.0,0.0,5.69,0.0,8.0,0.0,5.54,0.0,6.15,0.0,0.0,9.38,0.0,9.38,6.15,0.0,4.73,0
peptide_nm_248,5.69,6.15,0.0,9.38,0.0,0.0,9.38,11.08,5.69,3.58,4.08,8.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_249,9.81,0.0,0.0,20.05,6.38,12.77,8.76,11.52,7.33,16.59,6.63,0.0,12.77,0.0,15.14,10.05,0.0,0.0,0.0,12.67,0
peptide_nm_250,10.59,9.13,18.54,0.0,0.0,0.0,14.54,7.59,11.21,0.0,6.77,8.43,0.0,0.0,8.26,0.0,11.91,18.54,0.0,6.59,0
peptide_nm_251,11.08,0.0,0.0,0.0,0.0,6.15,4.08,4.92,0.0,5.69,6.15,11.08,0.0,0.0,0.0,9.38,0.0,0.0,0.0,4.0,0
peptide_nm_252,10.08,0.0,0.0,2.44,0.0,6.18,0.0,0.0,0.0,0.0,5.08,0.0,5.08,0.0,7.08,8.42,6.08,0.0,0.0,0.0,0
peptide_nm_253,0.0,5.69,0.0,0.0,0.0,0.0,2.73,2.73,0.0,0.0,2.73,0.0,11.08,5.54,0.0,0.0,0.0,0.0,0.0,11.08,0
peptide_nm_254,17.43,37.38,20.27,21.56,36.79,0.0,21.1,12.61,0.0,26.16,13.65,33.1,0.0,9.4,27.02,19.84,19.1,0.0,27.86,13.37,0
peptide_nm_255,8.19,7.31,9.41,0.0,0.0,8.59,7.65,7.65,8.06,0.0,0.0,7.53,0.0,9.41,0.0,0.0,13.29,13.29,15.06,7.06,0
peptide_nm_256,0.0,0.0,0.0,5.27,0.0,0.0,4.1,4.73,0.0,6.18,4.5,8.1,5.27,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_257,5.69,0.0,9.38,0.0,9.38,0.0,3.75,5.69,0.0,0.0,5.54,6.15,0.0,0.0,11.08,11.08,0.0,6.92,8.0,6.92,0
peptide_nm_258,0.0,0.0,15.06,13.29,0.0,8.19,4.4,8.59,0.0,11.76,6.27,7.65,0.0,9.41,9.41,0.0,0.0,8.0,0.0,7.65,0
peptide_nm_259,26.04,9.85,0.0,16.81,0.0,13.89,10.15,0.0,0.0,7.29,9.27,13.04,18.18,0.0,11.81,0.0,16.96,19.46,18.18,6.96,0
peptide_nm_260,10.69,6.31,0.0,6.0,0.0,0.0,10.28,7.41,0.0,9.39,5.76,0.0,0.0,0.0,16.06,6.12,0.0,0.0,0.0,11.39,0
peptide_nm_261,7.96,0.0,0.0,12.22,13.46,0.0,8.56,10.88,0.0,14.46,9.81,13.46,0.0,0.0,0.0,12.37,0.0,0.0,16.04,6.21,0
peptide_nm_262,0.0,0.0,15.27,13.58,0.0,0.0,0.0,0.0,0.0,7.04,11.71,12.19,8.79,9.48,12.24,5.05,0.0,0.0,17.58,0.0,0
peptide_nm_263,17.27,0.0,0.0,10.04,17.26,13.19,14.37,10.16,18.52,13.04,8.64,7.04,0.0,13.19,0.0,19.93,11.19,0.0,20.42,23.19,0
peptide_nm_264,6.68,10.87,0.0,9.13,0.0,0.0,5.81,11.3,0.0,7.5,7.5,14.54,0.0,0.0,17.04,12.04,20.21,12.71,0.0,0.0,0
peptide_nm_265,5.3,0.0,0.0,0.0,0.0,9.09,0.0,6.18,0.0,4.55,9.09,2.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0
peptide_nm_266,4.73,4.73,0.0,0.0,0.0,4.55,0.0,6.5,0.0,0.0,0.0,7.45,9.09,0.0,5.27,7.45,0.0,6.18,0.0,5.27,0
peptide_nm_267,0.0,0.0,0.0,0.0,0.0,0.0,5.06,16.06,0.0,3.81,6.47,0.0,0.0,8.06,5.31,5.69,0.0,0.0,0.0,7.06,0
peptide_nm_268,0.0,0.0,6.27,8.4,0.0,0.0,2.92,10.81,0.0,14.06,0.0,6.53,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0
peptide_nm_269,10.79,10.56,16.35,12.04,0.0,0.0,22.19,11.12,0.0,10.16,6.35,14.35,24.04,0.0,0.0,10.8,7.68,0.0,11.52,7.92,0
peptide_nm_270,7.79,3.85,0.0,0.0,0.0,6.93,6.15,6.07,0.0,8.93,12.07,8.93,0.0,0.0,0.0,0.0,7.85,7.79,6.07,0.0,0
peptide_nm_271,8.1,7.45,6.18,4.73,0.0,4.73,5.27,5.1,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_272,7.08,0.0,3.42,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,9.38,0.0,5.42,0.0,0.0,0.0,0.0,9.38,0.0,0
peptide_nm_273,19.05,10.38,0.0,0.0,17.24,10.38,0.0,7.45,0.0,8.63,4.77,0.0,0.0,0.0,0.0,0.0,9.62,0.0,9.9,9.52,0
peptide_nm_274,9.81,13.86,0.0,0.0,11.86,20.05,7.52,13.05,0.0,0.0,8.15,10.05,0.0,7.9,11.14,6.95,10.59,0.0,0.0,10.59,0
peptide_nm_275,0.0,0.0,8.0,5.54,0.0,9.38,0.0,8.0,0.0,0.0,3.75,0.0,10.08,0.0,6.92,0.0,2.55,0.0,0.0,6.15,0
peptide_nm_276,6.18,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,0.0,0
peptide_nm_277,18.49,18.07,0.0,15.96,37.9,23.64,12.62,15.52,43.97,20.64,18.81,31.11,21.08,32.41,30.88,25.15,28.18,0.0,24.33,33.48,0
peptide_nm_278,10.36,0.0,0.0,0.0,0.0,6.07,0.0,8.93,12.07,0.0,0.0,0.0,0.0,6.93,3.75,5.69,3.42,0.0,0.0,7.79,0
peptide_nm_279,6.65,0.0,0.0,18.54,13.54,0.0,0.0,12.23,15.71,0.0,6.5,0.0,0.0,10.87,4.65,7.83,0.0,0.0,13.54,0.0,0
peptide_nm_280,6.53,7.65,14.28,12.72,8.28,11.39,8.72,10.28,0.0,14.28,6.47,12.72,0.0,0.0,11.39,10.28,0.0,0.0,0.0,0.0,0
peptide_nm_281,4.31,7.79,0.0,5.54,0.0,3.82,12.07,0.0,0.0,7.79,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36,6.36,0
peptide_nm_282,5.08,0.0,0.0,8.42,0.0,0.0,0.0,5.27,8.42,5.08,6.08,0.0,7.08,5.42,0.0,7.45,5.42,0.0,0.0,0.0,0
peptide_nm_283,0.0,5.42,0.0,0.0,0.0,0.0,10.08,10.08,4.0,0.0,0.0,3.82,0.0,0.0,0.0,5.08,7.08,0.0,8.42,3.09,0
peptide_nm_284,0.0,0.0,17.24,0.0,0.0,10.25,8.32,11.9,9.05,19.05,5.72,0.0,15.62,0.0,9.9,11.9,7.65,14.19,0.0,14.19,0
peptide_nm_285,4.73,0.0,5.42,7.08,0.0,0.0,8.42,5.42,6.08,8.42,6.08,0.0,0.0,10.08,7.08,5.08,0.0,0.0,0.0,0.0,0
peptide_nm_286,18.52,0.0,12.59,18.52,0.0,8.65,23.19,0.0,17.26,10.35,12.96,8.5,13.7,15.88,0.0,8.64,11.19,0.0,15.19,5.65,0
peptide_nm_287,8.42,7.45,0.0,0.0,0.0,6.15,0.0,6.92,0.0,0.0,5.08,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.69,0
peptide_nm_288,0.0,0.0,0.0,6.93,0.0,10.36,5.69,10.36,7.79,4.31,8.93,0.0,0.0,6.07,6.36,6.92,12.07,0.0,0.0,0.0,0
peptide_nm_289,6.65,0.0,0.0,3.94,19.05,11.05,0.0,7.26,0.0,11.9,9.35,9.62,17.24,10.38,10.38,0.0,0.0,19.05,0.0,8.25,0
peptide_nm_290,0.0,5.08,5.42,0.0,0.0,4.73,5.42,0.0,8.42,6.5,7.08,10.08,0.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0
peptide_nm_291,4.5,0.0,0.0,0.0,0.0,10.21,0.0,10.24,0.0,12.32,8.94,9.47,0.0,0.0,0.0,11.65,0.0,0.0,13.68,8.53,0
peptide_nm_292,6.15,7.45,0.0,6.92,0.0,8.0,7.08,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.69,0.0,3.75,0.0,5.54,0.0,0
peptide_nm_293,5.19,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0,7.31,8.56,4.0,8.0,0.0,0.0,0.0,4.4,10.47,0.0,0.0,0
peptide_nm_294,15.06,0.0,8.27,0.0,0.0,13.29,9.41,0.0,0.0,0.0,10.81,9.41,0.0,0.0,4.5,8.0,11.76,0.0,7.65,10.47,0
peptide_nm_295,8.4,19.93,0.0,8.5,8.48,13.7,10.65,11.52,0.0,11.58,18.0,0.0,15.19,0.0,0.0,11.27,0.0,0.0,0.0,13.96,0
peptide_nm_296,13.3,0.0,0.0,0.0,23.28,14.39,6.21,7.18,0.0,14.0,18.0,9.74,0.0,15.03,0.0,6.59,13.61,0.0,18.53,15.41,0
peptide_nm_297,13.7,12.19,0.0,6.71,0.0,12.96,15.19,13.76,0.0,0.0,16.15,7.6,0.0,13.19,0.0,8.88,12.65,0.0,10.64,17.26,0
peptide_nm_298,7.28,17.35,0.0,10.35,0.0,12.52,15.12,6.29,25.04,11.42,0.0,17.84,13.7,0.0,14.37,19.93,14.35,0.0,12.81,0.0,0
peptide_nm_299,4.73,0.0,6.18,0.0,2.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,5.27,0.0,2.9,9.09,0
peptide_nm_300,7.06,11.16,10.21,0.0,0.0,10.21,13.68,0.0,0.0,0.0,6.06,0.0,12.32,8.53,17.05,16.06,5.94,0.0,13.68,8.94,0
peptide_nm_301,5.06,0.0,0.0,7.53,0.0,0.0,15.06,8.0,13.29,13.29,9.87,4.93,0.0,5.06,8.59,0.0,0.0,0.0,0.0,11.76,0
peptide_nm_302,3.85,7.06,0.0,8.56,0.0,0.0,7.31,0.0,0.0,8.67,8.56,10.81,0.0,0.0,0.0,5.2,0.0,0.0,11.33,7.81,0
peptide_nm_303,6.15,0.0,0.0,11.08,0.0,0.0,0.0,11.08,0.0,0.0,8.0,7.08,0.0,0.0,5.69,6.92,5.69,0.0,0.0,2.3,0
peptide_nm_304,8.89,43.9,38.82,20.06,43.42,36.85,29.25,18.13,41.67,24.93,17.39,17.51,36.19,36.79,11.74,21.55,44.25,0.0,25.9,12.03,0
